year, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-MM, CESM2-WACCM, IPSL-CM6A-LR, ACCESS-ESM1-5, CMCC-CM2-SR5, MIROC-ES2L, MPI-ESM1-2-LR, CanESM5, NorESM2-LM, TaiESM1, CNRM-ESM2-1
2.089000000000000000e+03, 1.306877883318271870e+03, 1.808075333828607882e+03, 1.500063364808703909e+03, 1.909930751688704049e+03, 5.822065735106559714e+02, 8.596366305525759799e+02, 2.911111384924160120e+03, 1.267145677733888078e+03, 7.667239385825280351e+02, 1.402096368746495955e+03, 2.482219708841983902e+03, 5.133562680442879582e+02, 1.660270208352256077e+03
2.090000000000000000e+03, 1.306924188434431926e+03, 1.807034878001152038e+03, 1.500435953221631962e+03, 1.910411788025855913e+03, 5.822106671513599849e+02, 8.589792321208319663e+02, 2.911960983142399982e+03, 1.267703083958271918e+03, 7.667727267266559465e+02, 1.403544846467071920e+03, 2.482297555124223891e+03, 5.137293933281280260e+02, 1.660623872065536034e+03
2.091000000000000000e+03, 1.307079478345727921e+03, 1.804976514924544063e+03, 1.500853504573439977e+03, 1.910742500507647947e+03, 5.821914740162559383e+02, 8.587842808709119709e+02, 2.911777641725951980e+03, 1.268416451182592027e+03, 7.668711754301440351e+02, 1.405200153706495939e+03, 2.482470964428800016e+03, 5.131981260062719912e+02, 1.661231073067007856e+03
2.092000000000000000e+03, 1.306854663651327883e+03, 1.805271928143871946e+03, 1.501277901029375926e+03, 1.910755251191807929e+03, 5.823103909232639808e+02, 8.588154193838080346e+02, 2.911419817263104051e+03, 1.269381073993728023e+03, 7.674379768954879637e+02, 1.406625009106943935e+03, 2.482802750652415853e+03, 5.122378317168639796e+02, 1.662154625253376025e+03
2.093000000000000000e+03, 1.306137806766080075e+03, 1.805373933617152034e+03, 1.501849802768384052e+03, 1.911145153691647920e+03, 5.823733390376960415e+02, 8.584396097454080063e+02, 2.911581415407616078e+03, 1.270339522789375906e+03, 7.682554970767359919e+02, 1.408372389707775937e+03, 2.483051321884671779e+03, 5.120936483225599432e+02, 1.662479432155136010e+03
2.094000000000000000e+03, 1.305671668596736026e+03, 1.804417363869695919e+03, 1.502351642853376006e+03, 1.911502038630399966e+03, 5.822596566220800014e+02, 8.578448909926399892e+02, 2.911810390851584089e+03, 1.271158922018815929e+03, 7.690073847889919989e+02, 1.409746108153856085e+03, 2.483158696067072015e+03, 5.120417060618240157e+02, 1.662826250764288034e+03
2.095000000000000000e+03, 1.305422963146751954e+03, 1.802337794392063870e+03, 1.502763288625151972e+03, 1.911887646162944066e+03, 5.821193990963199667e+02, 8.571731312639999487e+02, 2.912130097479679989e+03, 1.272230113705983968e+03, 7.698878530846719741e+02, 1.411440472752128017e+03, 2.483323515437055903e+03, 5.120570068828160402e+02, 1.663104215678976061e+03
2.096000000000000000e+03, 1.305318675972095889e+03, 1.802038757294079915e+03, 1.503070110351359972e+03, 1.912181717204991855e+03, 5.820466530877439482e+02, 8.564660722728959854e+02, 2.912608181026816055e+03, 1.273369085345791973e+03, 7.707331563356159450e+02, 1.413077794816000051e+03, 2.483828442529792028e+03, 5.120420080517119459e+02, 1.663526061998079967e+03
2.097000000000000000e+03, 1.304681275981824001e+03, 1.801211439218687929e+03, 1.503469005438975955e+03, 1.912402236932096002e+03, 5.818896183459839904e+02, 8.554246098124799573e+02, 2.912544561823744061e+03, 1.274361759662079976e+03, 7.712905625600000121e+02, 1.414528688455679912e+03, 2.484246396534783798e+03, 5.116790497607680095e+02, 1.663700545044479895e+03
2.098000000000000000e+03, 1.304344926355455982e+03, 1.799926170255359921e+03, 1.504080501407743895e+03, 1.912674027831295916e+03, 5.815995738357760274e+02, 8.542627540500479881e+02, 2.912646030426111793e+03, 1.275098480771071991e+03, 7.715929551011839749e+02, 1.416427064000512019e+03, 2.484350549491712172e+03, 5.116325768724479985e+02, 1.663945089744895995e+03
2.099000000000000000e+03, 1.304125077716991882e+03, 1.799298031288319862e+03, 1.504551605633023883e+03, 1.912918975184895999e+03, 5.814277751439359463e+02, 8.533766486097920279e+02, 2.913018887274496137e+03, 1.276068472291327907e+03, 7.716705329479680131e+02, 1.418412815286272007e+03, 2.484423027064831786e+03, 5.109928951807999624e+02, 1.664583160823807930e+03
2.100000000000000000e+03, 1.304009247817728010e+03, 1.798032089677823933e+03, 1.504831986466816033e+03, 1.913353840623615952e+03, 5.813224142274559654e+02, 8.523227710095359271e+02, 2.912999828357119895e+03, 1.277758676140031866e+03, 7.723583988039679298e+02, 1.420376957517823939e+03, 2.484630796107775950e+03, 5.100832345292799914e+02, 1.665185798422528023e+03
