year, CNRM-ESM2-1, IPSL-CM6A-LR, CanESM5, INM-CM4-8, CESM2-WACCM, INM-CM5-0, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1, NorESM2-LM, EC-Earth3-Veg, GFDL-ESM4, MIROC-ES2L, CMCC-CM2-SR5, MPI-ESM1-2-LR, NorESM2-MM
2.025000000000000000e+03, 2.879062194824218750e+02, 2.877276611328125000e+02, 2.888643493652343750e+02, 2.876354064941406250e+02, 2.883727416992187500e+02, 2.876034851074218750e+02, 2.883821716308593750e+02, 2.889131164550781250e+02, 2.882779541015625000e+02, 2.881720275878906250e+02, 2.886339721679687500e+02, 2.876852722167968750e+02, 2.891850280761718750e+02, 2.886543273925781250e+02, 2.880554504394531250e+02, 2.879022521972656250e+02
2.026000000000000000e+03, 2.879803771972656250e+02, 2.876676025390625000e+02, 2.888437805175781250e+02, 2.877228088378906250e+02, 2.884158630371093750e+02, 2.876101989746093750e+02, 2.883364868164062500e+02, 2.889223937988281250e+02, 2.882172851562500000e+02, 2.884968261718750000e+02, 2.884305114746093750e+02, 2.876072387695312500e+02, 2.892587585449218750e+02, 2.889436035156250000e+02, 2.880172119140625000e+02, 2.878718261718750000e+02
2.027000000000000000e+03, 2.881373291015625000e+02, 2.876530151367187500e+02, 2.889748535156250000e+02, 2.879036560058593750e+02, 2.884741516113281250e+02, 2.875958251953125000e+02, 2.883661804199218750e+02, 2.890553588867187500e+02, 2.881084289550781250e+02, 2.888394470214843750e+02, 2.885243530273437500e+02, 2.875836181640625000e+02, 2.893793640136718750e+02, 2.888948974609375000e+02, 2.879915466308593750e+02, 2.881262207031250000e+02
2.028000000000000000e+03, 2.881068420410156250e+02, 2.879117736816406250e+02, 2.891873474121093750e+02, 2.878464355468750000e+02, 2.886510620117187500e+02, 2.875704040527343750e+02, 2.883191223144531250e+02, 2.892344360351562500e+02, 2.883068542480468750e+02, 2.887653198242187500e+02, 2.885058593750000000e+02, 2.876670837402343750e+02, 2.896355285644531250e+02, 2.885132141113281250e+02, 2.882095642089843750e+02, 2.881257629394531250e+02
2.029000000000000000e+03, 2.879725341796875000e+02, 2.879451599121093750e+02, 2.890149230957031250e+02, 2.878491210937500000e+02, 2.885493469238281250e+02, 2.877120971679687500e+02, 2.882304077148437500e+02, 2.891772766113281250e+02, 2.885480041503906250e+02, 2.884981994628906250e+02, 2.886492004394531250e+02, 2.877203063964843750e+02, 2.893563537597656250e+02, 2.885281066894531250e+02, 2.880946655273437500e+02, 2.879656677246093750e+02
2.030000000000000000e+03, 2.882532653808593750e+02, 2.876799011230468750e+02, 2.890642089843750000e+02, 2.878254089355468750e+02, 2.884746704101562500e+02, 2.877378234863281250e+02, 2.884054260253906250e+02, 2.889517211914062500e+02, 2.886431579589843750e+02, 2.884051208496093750e+02, 2.885550231933593750e+02, 2.877312316894531250e+02, 2.892325134277343750e+02, 2.885055541992187500e+02, 2.878571472167968750e+02, 2.879577636718750000e+02
2.031000000000000000e+03, 2.882712097167968750e+02, 2.875080871582031250e+02, 2.891756591796875000e+02, 2.878285522460937500e+02, 2.886410217285156250e+02, 2.878852844238281250e+02, 2.886977233886718750e+02, 2.890549621582031250e+02, 2.884420166015625000e+02, 2.885901489257812500e+02, 2.887503662109375000e+02, 2.877312316894531250e+02, 2.893819580078125000e+02, 2.887206726074218750e+02, 2.878620300292968750e+02, 2.880606384277343750e+02
2.032000000000000000e+03, 2.882648010253906250e+02, 2.877410583496093750e+02, 2.892096862792968750e+02, 2.878257446289062500e+02, 2.886221008300781250e+02, 2.879035339355468750e+02, 2.887121887207031250e+02, 2.891888122558593750e+02, 2.884880371093750000e+02, 2.886749267578125000e+02, 2.889154357910156250e+02, 2.877830505371093750e+02, 2.897731018066406250e+02, 2.889999084472656250e+02, 2.880982360839843750e+02, 2.880592041015625000e+02
2.033000000000000000e+03, 2.881538696289062500e+02, 2.878524475097656250e+02, 2.891489562988281250e+02, 2.879570922851562500e+02, 2.883873291015625000e+02, 2.878433532714843750e+02, 2.884477844238281250e+02, 2.891254577636718750e+02, 2.884943542480468750e+02, 2.888650207519531250e+02, 2.885264892578125000e+02, 2.878047790527343750e+02, 2.895530090332031250e+02, 2.892429809570312500e+02, 2.882175903320312500e+02, 2.880253601074218750e+02
2.034000000000000000e+03, 2.884302368164062500e+02, 2.877902526855468750e+02, 2.892405395507812500e+02, 2.879037780761718750e+02, 2.883038635253906250e+02, 2.878646545410156250e+02, 2.887473144531250000e+02, 2.891677551269531250e+02, 2.885486450195312500e+02, 2.891385803222656250e+02, 2.885636596679687500e+02, 2.878247985839843750e+02, 2.892077941894531250e+02, 2.890848693847656250e+02, 2.881457519531250000e+02, 2.879266357421875000e+02
2.035000000000000000e+03, 2.881871032714843750e+02, 2.881029968261718750e+02, 2.892870178222656250e+02, 2.880121154785156250e+02, 2.884181823730468750e+02, 2.879316711425781250e+02, 2.887916564941406250e+02, 2.891112365722656250e+02, 2.886725158691406250e+02, 2.889316101074218750e+02, 2.887154846191406250e+02, 2.878987121582031250e+02, 2.893959960937500000e+02, 2.888939514160156250e+02, 2.880696411132812500e+02, 2.880124206542968750e+02
2.036000000000000000e+03, 2.879491882324218750e+02, 2.880225830078125000e+02, 2.894155883789062500e+02, 2.880624389648437500e+02, 2.887275390625000000e+02, 2.879169311523437500e+02, 2.888846130371093750e+02, 2.892315979003906250e+02, 2.888629760742187500e+02, 2.886559448242187500e+02, 2.889865417480468750e+02, 2.879534301757812500e+02, 2.897461853027343750e+02, 2.889736328125000000e+02, 2.881078796386718750e+02, 2.882916564941406250e+02
2.037000000000000000e+03, 2.880643310546875000e+02, 2.881163024902343750e+02, 2.894915466308593750e+02, 2.880254821777343750e+02, 2.887951049804687500e+02, 2.880471191406250000e+02, 2.888897399902343750e+02, 2.894555969238281250e+02, 2.886173400878906250e+02, 2.886960144042968750e+02, 2.889735412597656250e+02, 2.880952453613281250e+02, 2.898034667968750000e+02, 2.891728210449218750e+02, 2.883423156738281250e+02, 2.884938659667968750e+02
2.038000000000000000e+03, 2.882072448730468750e+02, 2.882874145507812500e+02, 2.894223327636718750e+02, 2.880673828125000000e+02, 2.889532165527343750e+02, 2.880817565917968750e+02, 2.889513549804687500e+02, 2.894007568359375000e+02, 2.885801696777343750e+02, 2.887315368652343750e+02, 2.889586791992187500e+02, 2.879530639648437500e+02, 2.897183227539062500e+02, 2.893454895019531250e+02, 2.883262329101562500e+02, 2.881187133789062500e+02
2.039000000000000000e+03, 2.883942565917968750e+02, 2.883556213378906250e+02, 2.894568481445312500e+02, 2.880604553222656250e+02, 2.890068054199218750e+02, 2.881355895996093750e+02, 2.889588317871093750e+02, 2.892798156738281250e+02, 2.889358215332031250e+02, 2.887062072753906250e+02, 2.891870422363281250e+02, 2.878717041015625000e+02, 2.895613708496093750e+02, 2.893544006347656250e+02, 2.883963928222656250e+02, 2.881065368652343750e+02
2.040000000000000000e+03, 2.883273010253906250e+02, 2.883260498046875000e+02, 2.893395996093750000e+02, 2.880447692871093750e+02, 2.892154235839843750e+02, 2.881159362792968750e+02, 2.890292968750000000e+02, 2.892315368652343750e+02, 2.889845581054687500e+02, 2.887524719238281250e+02, 2.890712585449218750e+02, 2.879576416015625000e+02, 2.896145629882812500e+02, 2.890724792480468750e+02, 2.880315246582031250e+02, 2.882034606933593750e+02
2.041000000000000000e+03, 2.884734802246093750e+02, 2.883838500976562500e+02, 2.894771728515625000e+02, 2.880829772949218750e+02, 2.892145690917968750e+02, 2.880635681152343750e+02, 2.890000305175781250e+02, 2.891859436035156250e+02, 2.889118957519531250e+02, 2.889120178222656250e+02, 2.888817443847656250e+02, 2.880757751464843750e+02, 2.898078918457031250e+02, 2.891057128906250000e+02, 2.881188659667968750e+02, 2.884202270507812500e+02
2.042000000000000000e+03, 2.884305725097656250e+02, 2.883378906250000000e+02, 2.895795898437500000e+02, 2.880401611328125000e+02, 2.890704345703125000e+02, 2.880621032714843750e+02, 2.890215148925781250e+02, 2.893415832519531250e+02, 2.889904785156250000e+02, 2.891128234863281250e+02, 2.889468994140625000e+02, 2.881144104003906250e+02, 2.899701538085937500e+02, 2.892913513183593750e+02, 2.882203063964843750e+02, 2.884725341796875000e+02
2.043000000000000000e+03, 2.887572326660156250e+02, 2.882401428222656250e+02, 2.896487731933593750e+02, 2.882287597656250000e+02, 2.890396118164062500e+02, 2.881560058593750000e+02, 2.891162719726562500e+02, 2.893727722167968750e+02, 2.891022338867187500e+02, 2.891023559570312500e+02, 2.891060180664062500e+02, 2.880306701660156250e+02, 2.896606750488281250e+02, 2.895927734375000000e+02, 2.883306884765625000e+02, 2.884079895019531250e+02
2.044000000000000000e+03, 2.885083312988281250e+02, 2.883225402832031250e+02, 2.897303161621093750e+02, 2.881809387207031250e+02, 2.889618225097656250e+02, 2.881981201171875000e+02, 2.891415710449218750e+02, 2.893981628417968750e+02, 2.891985473632812500e+02, 2.889441223144531250e+02, 2.890608520507812500e+02, 2.880766296386718750e+02, 2.897009582519531250e+02, 2.897154846191406250e+02, 2.884645690917968750e+02, 2.883587341308593750e+02
2.045000000000000000e+03, 2.885965881347656250e+02, 2.884564514160156250e+02, 2.899589538574218750e+02, 2.882577819824218750e+02, 2.891222229003906250e+02, 2.882570495605468750e+02, 2.893229675292968750e+02, 2.892774353027343750e+02, 2.892721252441406250e+02, 2.888633117675781250e+02, 2.891080017089843750e+02, 2.882090759277343750e+02, 2.899122924804687500e+02, 2.894077453613281250e+02, 2.886229553222656250e+02, 2.883796997070312500e+02
2.046000000000000000e+03, 2.887004089355468750e+02, 2.886553649902343750e+02, 2.899765625000000000e+02, 2.883312988281250000e+02, 2.891271057128906250e+02, 2.882747802734375000e+02, 2.894923095703125000e+02, 2.894208679199218750e+02, 2.891595764160156250e+02, 2.887841186523437500e+02, 2.892763366699218750e+02, 2.881985168457031250e+02, 2.902118835449218750e+02, 2.893589782714843750e+02, 2.886470336914062500e+02, 2.885397644042968750e+02
2.047000000000000000e+03, 2.887601013183593750e+02, 2.886968688964843750e+02, 2.898150634765625000e+02, 2.883717956542968750e+02, 2.889634094238281250e+02, 2.883131713867187500e+02, 2.893971862792968750e+02, 2.896249389648437500e+02, 2.893513183593750000e+02, 2.888747863769531250e+02, 2.894344482421875000e+02, 2.883455505371093750e+02, 2.898527526855468750e+02, 2.894463195800781250e+02, 2.884349365234375000e+02, 2.886851501464843750e+02
2.048000000000000000e+03, 2.886624755859375000e+02, 2.885099487304687500e+02, 2.900422363281250000e+02, 2.883667907714843750e+02, 2.892259826660156250e+02, 2.883743591308593750e+02, 2.894710083007812500e+02, 2.896400451660156250e+02, 2.893280944824218750e+02, 2.891029052734375000e+02, 2.893714294433593750e+02, 2.883901062011718750e+02, 2.897425231933593750e+02, 2.897611389160156250e+02, 2.885267639160156250e+02, 2.883707275390625000e+02
2.049000000000000000e+03, 2.887930908203125000e+02, 2.888143310546875000e+02, 2.901703491210937500e+02, 2.883357238769531250e+02, 2.894438171386718750e+02, 2.882964782714843750e+02, 2.895724792480468750e+02, 2.897068481445312500e+02, 2.892823791503906250e+02, 2.892837829589843750e+02, 2.893435058593750000e+02, 2.882568054199218750e+02, 2.899649353027343750e+02, 2.898462829589843750e+02, 2.886377258300781250e+02, 2.884115905761718750e+02
2.050000000000000000e+03, 2.887854919433593750e+02, 2.887897033691406250e+02, 2.904994506835937500e+02, 2.883201293945312500e+02, 2.892815856933593750e+02, 2.883030395507812500e+02, 2.896117858886718750e+02, 2.896924133300781250e+02, 2.892410888671875000e+02, 2.892375793457031250e+02, 2.892918701171875000e+02, 2.882191162109375000e+02, 2.902186889648437500e+02, 2.897567749023437500e+02, 2.885414123535156250e+02, 2.886135253906250000e+02
2.051000000000000000e+03, 2.886807250976562500e+02, 2.889593811035156250e+02, 2.902931518554687500e+02, 2.884491882324218750e+02, 2.894368591308593750e+02, 2.882658386230468750e+02, 2.895104064941406250e+02, 2.897374877929687500e+02, 2.893531494140625000e+02, 2.890336303710937500e+02, 2.893875732421875000e+02, 2.883640441894531250e+02, 2.900133056640625000e+02, 2.897982482910156250e+02, 2.885961608886718750e+02, 2.887985839843750000e+02
2.052000000000000000e+03, 2.887412109375000000e+02, 2.890180969238281250e+02, 2.901832580566406250e+02, 2.884880065917968750e+02, 2.894310302734375000e+02, 2.883936462402343750e+02, 2.896052551269531250e+02, 2.898818054199218750e+02, 2.895285339355468750e+02, 2.891048583984375000e+02, 2.895181579589843750e+02, 2.882787170410156250e+02, 2.897713928222656250e+02, 2.900090942382812500e+02, 2.886982116699218750e+02, 2.888764343261718750e+02
2.053000000000000000e+03, 2.888592224121093750e+02, 2.889657897949218750e+02, 2.902679138183593750e+02, 2.884384765625000000e+02, 2.892225036621093750e+02, 2.884324035644531250e+02, 2.897662048339843750e+02, 2.899349060058593750e+02, 2.896809997558593750e+02, 2.892384033203125000e+02, 2.897441711425781250e+02, 2.883487854003906250e+02, 2.899538879394531250e+02, 2.901858215332031250e+02, 2.887407531738281250e+02, 2.888523864746093750e+02
2.054000000000000000e+03, 2.887640686035156250e+02, 2.888659362792968750e+02, 2.904263000488281250e+02, 2.884942932128906250e+02, 2.892682189941406250e+02, 2.883248291015625000e+02, 2.896849670410156250e+02, 2.898979797363281250e+02, 2.897272338867187500e+02, 2.892460021972656250e+02, 2.893990478515625000e+02, 2.883112487792968750e+02, 2.901587524414062500e+02, 2.900000915527343750e+02, 2.886275329589843750e+02, 2.888036193847656250e+02
2.055000000000000000e+03, 2.889460449218750000e+02, 2.889932556152343750e+02, 2.903167724609375000e+02, 2.885215454101562500e+02, 2.896846313476562500e+02, 2.883944396972656250e+02, 2.898378906250000000e+02, 2.900096435546875000e+02, 2.895429992675781250e+02, 2.892715148925781250e+02, 2.895542602539062500e+02, 2.881631469726562500e+02, 2.904567565917968750e+02, 2.897389221191406250e+02, 2.888135681152343750e+02, 2.888064880371093750e+02
2.056000000000000000e+03, 2.887184143066406250e+02, 2.889513549804687500e+02, 2.904285888671875000e+02, 2.886417541503906250e+02, 2.895818481445312500e+02, 2.883597412109375000e+02, 2.898472595214843750e+02, 2.901806945800781250e+02, 2.897598571777343750e+02, 2.893403625488281250e+02, 2.895413513183593750e+02, 2.884696044921875000e+02, 2.902953796386718750e+02, 2.897548522949218750e+02, 2.889148559570312500e+02, 2.890825500488281250e+02
2.057000000000000000e+03, 2.889847412109375000e+02, 2.888688049316406250e+02, 2.905458679199218750e+02, 2.886794128417968750e+02, 2.896206359863281250e+02, 2.884560241699218750e+02, 2.900638732910156250e+02, 2.902625122070312500e+02, 2.898850097656250000e+02, 2.893879699707031250e+02, 2.896127624511718750e+02, 2.887519836425781250e+02, 2.902080688476562500e+02, 2.899093933105468750e+02, 2.888306274414062500e+02, 2.890918579101562500e+02
2.058000000000000000e+03, 2.890478210449218750e+02, 2.890766906738281250e+02, 2.905993041992187500e+02, 2.887038879394531250e+02, 2.897340698242187500e+02, 2.884661254882812500e+02, 2.901584777832031250e+02, 2.902953186035156250e+02, 2.900850524902343750e+02, 2.895823059082031250e+02, 2.897088928222656250e+02, 2.886127319335937500e+02, 2.903919372558593750e+02, 2.899894714355468750e+02, 2.886765441894531250e+02, 2.887286987304687500e+02
2.059000000000000000e+03, 2.890437316894531250e+02, 2.889669494628906250e+02, 2.907139892578125000e+02, 2.887187194824218750e+02, 2.898004455566406250e+02, 2.885678405761718750e+02, 2.900686950683593750e+02, 2.901066589355468750e+02, 2.900670166015625000e+02, 2.891914978027343750e+02, 2.898256530761718750e+02, 2.885340270996093750e+02, 2.906288146972656250e+02, 2.901380920410156250e+02, 2.889038391113281250e+02, 2.887302856445312500e+02
2.060000000000000000e+03, 2.891874084472656250e+02, 2.889504394531250000e+02, 2.908553161621093750e+02, 2.887309570312500000e+02, 2.896834106445312500e+02, 2.886629333496093750e+02, 2.900321350097656250e+02, 2.902168579101562500e+02, 2.899576416015625000e+02, 2.892618713378906250e+02, 2.899382934570312500e+02, 2.888224792480468750e+02, 2.903363342285156250e+02, 2.902765502929687500e+02, 2.890340881347656250e+02, 2.889105834960937500e+02
2.061000000000000000e+03, 2.891534423828125000e+02, 2.891068420410156250e+02, 2.908184814453125000e+02, 2.887893676757812500e+02, 2.898853454589843750e+02, 2.885257873535156250e+02, 2.900432128906250000e+02, 2.902804260253906250e+02, 2.899623107910156250e+02, 2.894162902832031250e+02, 2.899449157714843750e+02, 2.887476806640625000e+02, 2.901758117675781250e+02, 2.903691711425781250e+02, 2.891751403808593750e+02, 2.888923034667968750e+02
2.062000000000000000e+03, 2.893461303710937500e+02, 2.893216857910156250e+02, 2.908811645507812500e+02, 2.888403015136718750e+02, 2.899913330078125000e+02, 2.886255493164062500e+02, 2.900359191894531250e+02, 2.904128112792968750e+02, 2.901501770019531250e+02, 2.895046081542968750e+02, 2.898370056152343750e+02, 2.888005065917968750e+02, 2.903653564453125000e+02, 2.903653869628906250e+02, 2.891371765136718750e+02, 2.888006286621093750e+02
2.063000000000000000e+03, 2.894600524902343750e+02, 2.894982604980468750e+02, 2.910056457519531250e+02, 2.888907470703125000e+02, 2.899059753417968750e+02, 2.886893310546875000e+02, 2.900644836425781250e+02, 2.903461608886718750e+02, 2.902264099121093750e+02, 2.892723083496093750e+02, 2.898936462402343750e+02, 2.887021179199218750e+02, 2.905093688964843750e+02, 2.900514221191406250e+02, 2.889975891113281250e+02, 2.888134155273437500e+02
2.064000000000000000e+03, 2.894078369140625000e+02, 2.892434387207031250e+02, 2.910456542968750000e+02, 2.888918151855468750e+02, 2.899682312011718750e+02, 2.886155395507812500e+02, 2.902768249511718750e+02, 2.903369445800781250e+02, 2.901237182617187500e+02, 2.892756958007812500e+02, 2.900588073730468750e+02, 2.889609069824218750e+02, 2.902213134765625000e+02, 2.900173034667968750e+02, 2.889817810058593750e+02, 2.890833740234375000e+02
2.065000000000000000e+03, 2.894436340332031250e+02, 2.893544006347656250e+02, 2.910362243652343750e+02, 2.888984375000000000e+02, 2.899667663574218750e+02, 2.885394592285156250e+02, 2.902908630371093750e+02, 2.904886169433593750e+02, 2.901918640136718750e+02, 2.895341491699218750e+02, 2.899750061035156250e+02, 2.889685058593750000e+02, 2.902220764160156250e+02, 2.901265869140625000e+02, 2.890048522949218750e+02, 2.894000549316406250e+02
2.066000000000000000e+03, 2.894740600585937500e+02, 2.895578918457031250e+02, 2.911056823730468750e+02, 2.889379882812500000e+02, 2.902357482910156250e+02, 2.886470031738281250e+02, 2.902370605468750000e+02, 2.906499938964843750e+02, 2.903677978515625000e+02, 2.898263854980468750e+02, 2.901930236816406250e+02, 2.887980651855468750e+02, 2.905696716308593750e+02, 2.903576354980468750e+02, 2.891226196289062500e+02, 2.892514343261718750e+02
2.067000000000000000e+03, 2.895631713867187500e+02, 2.894517211914062500e+02, 2.913466796875000000e+02, 2.890534362792968750e+02, 2.901332702636718750e+02, 2.887199401855468750e+02, 2.903675842285156250e+02, 2.907477722167968750e+02, 2.905401000976562500e+02, 2.896719665527343750e+02, 2.904796142578125000e+02, 2.888079528808593750e+02, 2.907756652832031250e+02, 2.905065002441406250e+02, 2.891369628906250000e+02, 2.891860351562500000e+02
2.068000000000000000e+03, 2.895894470214843750e+02, 2.894508666992187500e+02, 2.913863220214843750e+02, 2.891442565917968750e+02, 2.900969543457031250e+02, 2.887713623046875000e+02, 2.905191040039062500e+02, 2.906271057128906250e+02, 2.904046020507812500e+02, 2.897058410644531250e+02, 2.904916076660156250e+02, 2.890127563476562500e+02, 2.904958190917968750e+02, 2.907352294921875000e+02, 2.891797790527343750e+02, 2.892852478027343750e+02
2.069000000000000000e+03, 2.897878723144531250e+02, 2.895162658691406250e+02, 2.913236083984375000e+02, 2.891099853515625000e+02, 2.903458251953125000e+02, 2.888498535156250000e+02, 2.905846252441406250e+02, 2.906659240722656250e+02, 2.905321044921875000e+02, 2.897869873046875000e+02, 2.901640625000000000e+02, 2.892196960449218750e+02, 2.904252014160156250e+02, 2.906260070800781250e+02, 2.894521789550781250e+02, 2.893129882812500000e+02
2.070000000000000000e+03, 2.895257873535156250e+02, 2.893674926757812500e+02, 2.912846374511718750e+02, 2.891718750000000000e+02, 2.902331848144531250e+02, 2.888333435058593750e+02, 2.905880126953125000e+02, 2.907237243652343750e+02, 2.906437683105468750e+02, 2.897663574218750000e+02, 2.901362915039062500e+02, 2.889319458007812500e+02, 2.906556701660156250e+02, 2.901986694335937500e+02, 2.894381713867187500e+02, 2.892415771484375000e+02
2.071000000000000000e+03, 2.896495361328125000e+02, 2.897101135253906250e+02, 2.912385253906250000e+02, 2.892406311035156250e+02, 2.902795410156250000e+02, 2.888264465332031250e+02, 2.905908508300781250e+02, 2.907494201660156250e+02, 2.906484985351562500e+02, 2.898787841796875000e+02, 2.904062805175781250e+02, 2.889419860839843750e+02, 2.909773254394531250e+02, 2.901744079589843750e+02, 2.892816162109375000e+02, 2.892587585449218750e+02
2.072000000000000000e+03, 2.896961669921875000e+02, 2.898736267089843750e+02, 2.913324279785156250e+02, 2.891664733886718750e+02, 2.903348693847656250e+02, 2.888627014160156250e+02, 2.908356933593750000e+02, 2.908052673339843750e+02, 2.905613098144531250e+02, 2.898992309570312500e+02, 2.906152648925781250e+02, 2.892700805664062500e+02, 2.906186828613281250e+02, 2.903020324707031250e+02, 2.891774597167968750e+02, 2.894808044433593750e+02
2.073000000000000000e+03, 2.897903747558593750e+02, 2.897326660156250000e+02, 2.914985046386718750e+02, 2.892108459472656250e+02, 2.904696655273437500e+02, 2.888903808593750000e+02, 2.907871704101562500e+02, 2.909436645507812500e+02, 2.907223510742187500e+02, 2.898150329589843750e+02, 2.906797180175781250e+02, 2.894956359863281250e+02, 2.905555725097656250e+02, 2.903729553222656250e+02, 2.893921203613281250e+02, 2.894108886718750000e+02
2.074000000000000000e+03, 2.898825683593750000e+02, 2.898120422363281250e+02, 2.916064453125000000e+02, 2.892165527343750000e+02, 2.906124267578125000e+02, 2.890378112792968750e+02, 2.907730102539062500e+02, 2.909508361816406250e+02, 2.907495422363281250e+02, 2.897400512695312500e+02, 2.904998474121093750e+02, 2.895188598632812500e+02, 2.906841735839843750e+02, 2.906593627929687500e+02, 2.895521240234375000e+02, 2.893306884765625000e+02
2.075000000000000000e+03, 2.900821838378906250e+02, 2.899607238769531250e+02, 2.917135925292968750e+02, 2.892427062988281250e+02, 2.906118164062500000e+02, 2.890697326660156250e+02, 2.908695983886718750e+02, 2.907836608886718750e+02, 2.908308410644531250e+02, 2.899383239746093750e+02, 2.908129577636718750e+02, 2.892221679687500000e+02, 2.909106140136718750e+02, 2.908540954589843750e+02, 2.895851135253906250e+02, 2.896588439941406250e+02
2.076000000000000000e+03, 2.900596618652343750e+02, 2.901511230468750000e+02, 2.915503540039062500e+02, 2.892517395019531250e+02, 2.905237121582031250e+02, 2.891160888671875000e+02, 2.909172668457031250e+02, 2.908114318847656250e+02, 2.908839416503906250e+02, 2.897729797363281250e+02, 2.909645080566406250e+02, 2.891299133300781250e+02, 2.910899353027343750e+02, 2.907768554687500000e+02, 2.895321655273437500e+02, 2.896408691406250000e+02
