year, CanESM5, NorESM2-MM, CESM2-WACCM, EC-Earth3-Veg, IPSL-CM6A-LR, TaiESM1, CNRM-ESM2-1, NorESM2-LM, MPI-ESM1-2-LR, CMCC-CM2-SR5, UKESM1-0-LL, GFDL-ESM4, ACCESS-ESM1-5, MIROC-ES2L
2.029000000000000000e+03, 8.815101188399999899e+01, 4.280194034999999531e+01, 4.447553615999999721e+01, 4.658879899799999436e+01, 4.904896966199999753e+01, 4.393541120399999755e+01, 4.507096737599999869e+01, 4.311452123999999486e+01, 7.130658571200000040e+01, 4.424479118999999372e+01, 6.867113007599999719e+01, 4.619240330399999550e+01, 5.049820259999999905e+01, 6.253637286599999356e+01
2.030000000000000000e+03, 8.822781781199999784e+01, 4.286658126599999719e+01, 4.406529221999999635e+01, 4.506902396999999638e+01, 4.840793344799999431e+01, 4.407459928199999410e+01, 4.618204372799999646e+01, 4.322759356799999608e+01, 7.106610005999999657e+01, 4.386374958599999729e+01, 6.796630835999999931e+01, 4.551008646599999707e+01, 5.023642620599999731e+01, 6.160941156599999857e+01
2.031000000000000000e+03, 8.790413230799998701e+01, 4.275385583399999945e+01, 4.411577347199999366e+01, 4.703487177599999569e+01, 4.861603556999999398e+01, 4.344536935799999355e+01, 4.577714119799999537e+01, 4.286200460399999912e+01, 7.056332161199999575e+01, 4.412888062199999695e+01, 6.859291291199998852e+01, 4.622781823199999707e+01, 5.043871387799999439e+01, 6.231988216799999236e+01
2.032000000000000000e+03, 8.944523355599999093e+01, 4.364566237799999726e+01, 4.438644695999999357e+01, 4.744185568199999636e+01, 4.935544439399999561e+01, 4.422780116999999933e+01, 4.601867542199999406e+01, 4.365317188799999570e+01, 7.119185774399998934e+01, 4.430474900999999477e+01, 6.942910571999999547e+01, 4.659110112599999809e+01, 5.128158443399999555e+01, 6.481945312199999876e+01
2.033000000000000000e+03, 8.981415745199998923e+01, 4.346221746599999847e+01, 4.497142793399999761e+01, 4.460814503999999658e+01, 4.917538171799999702e+01, 4.500806488199999933e+01, 4.600595852999999380e+01, 4.295303326799999866e+01, 7.147365555599999709e+01, 4.427124595199999391e+01, 6.872195033999999225e+01, 4.630445465399999705e+01, 5.106129758999999524e+01, 6.373822953599999863e+01
2.034000000000000000e+03, 8.985972697199999004e+01, 4.292032649399999400e+01, 4.480664444999999318e+01, 4.609041982199999410e+01, 5.009334343199999751e+01, 4.431799807199999464e+01, 4.684467815999999374e+01, 4.384436282999999435e+01, 7.146053657999999587e+01, 4.469274430199999415e+01, 6.875681338799999764e+01, 4.563325819799999294e+01, 5.145866301599999559e+01, 6.232147473599999188e+01
2.035000000000000000e+03, 8.949405128399999398e+01, 4.346360504999999819e+01, 4.539062809799999343e+01, 4.606770995999999485e+01, 5.067797356799999875e+01, 4.419641496599999897e+01, 4.706980972199999513e+01, 4.370478449399999477e+01, 7.112992892399999789e+01, 4.427450992799999341e+01, 7.064090017199998783e+01, 4.612920910199999724e+01, 5.092242881399999277e+01, 6.304735461599999269e+01
2.036000000000000000e+03, 9.128261552399999346e+01, 4.368516515999999683e+01, 4.491705198599999704e+01, 4.727864111399999558e+01, 4.984800517799999398e+01, 4.500046864799999469e+01, 4.720952208599999977e+01, 4.386680069399999837e+01, 7.032593437199999187e+01, 4.510191601799999717e+01, 6.973698380399999053e+01, 4.682204713799999496e+01, 5.174800975799999492e+01, 6.522193920600000183e+01
2.037000000000000000e+03, 9.236527793999999858e+01, 4.336118006399999558e+01, 4.509381126599999590e+01, 4.726784003399999534e+01, 5.033423116799999519e+01, 4.450044565799999674e+01, 4.712478091199999852e+01, 4.451850395999999677e+01, 7.135500924000000111e+01, 4.558523675399999320e+01, 6.908330559599998821e+01, 4.703737888799999922e+01, 5.234866018199999615e+01, 6.534561945599999433e+01
2.038000000000000000e+03, 9.186623650799998586e+01, 4.367288188799999915e+01, 4.606377978599999778e+01, 4.736460036599999768e+01, 5.102144396999999287e+01, 4.408980357599999422e+01, 4.705816111199999341e+01, 4.388856841799999842e+01, 7.057182844799999089e+01, 4.551761174399999987e+01, 7.143437746799999388e+01, 4.659483025799999467e+01, 5.114966934599999604e+01, 6.444261763199999393e+01
2.039000000000000000e+03, 9.237513293999998609e+01, 4.390474638599999935e+01, 4.532102814599999618e+01, 4.778181376199999875e+01, 5.118537203999999718e+01, 4.519969338599999986e+01, 4.691232682199999715e+01, 4.381220793600000007e+01, 7.257194405999999276e+01, 4.487821934399999435e+01, 7.076137557599999184e+01, 4.658836931999999820e+01, 5.105515989599999926e+01, 6.398042601599999557e+01
2.040000000000000000e+03, 9.280789358399999855e+01, 4.445808492599999795e+01, 4.579625201399999668e+01, 4.709600036999999872e+01, 5.169459959999999654e+01, 4.525037567999999766e+01, 4.730622328799999821e+01, 4.428807434999999515e+01, 7.236752770799999723e+01, 4.476591570599999415e+01, 7.102891911599999730e+01, 4.701333662999999774e+01, 5.146006636799999256e+01, 6.422993490599999689e+01
2.041000000000000000e+03, 9.400723919999998657e+01, 4.347720889200000016e+01, 4.646284421399999331e+01, 4.703711477399999552e+01, 5.172710138999999430e+01, 4.449864810599999743e+01, 4.694532924599999291e+01, 4.424728253400000000e+01, 7.286862686399999234e+01, 4.587104752199999780e+01, 7.032556382399999961e+01, 4.771015214399999849e+01, 5.153850034199999897e+01, 6.516849751200000185e+01
2.042000000000000000e+03, 9.396898603199998945e+01, 4.456110909599999559e+01, 4.621830618599999951e+01, 4.762979447399999344e+01, 5.155124876999999373e+01, 4.523285348999999655e+01, 4.715108587799999640e+01, 4.526077861799999624e+01, 7.426922734800000114e+01, 4.673780265599999950e+01, 7.166295827999999801e+01, 4.742277640199999666e+01, 5.184728508599999941e+01, 6.660579013199999565e+01
2.043000000000000000e+03, 9.438643594799999903e+01, 4.496021294399999846e+01, 4.626028060199999459e+01, 4.777374054599999909e+01, 5.173273844999999937e+01, 4.510493164799999732e+01, 4.851881796599999319e+01, 4.514791915799999344e+01, 7.348727645999998970e+01, 4.639251499199999529e+01, 7.197831039599999770e+01, 4.726975190399999605e+01, 5.222891798999999935e+01, 6.526005834599999389e+01
2.044000000000000000e+03, 9.489746894399999633e+01, 4.475074688999999495e+01, 4.683589932599999628e+01, 4.772906191799999931e+01, 5.140370759399999656e+01, 4.568693246999999502e+01, 4.775872152599999509e+01, 4.461440887799999899e+01, 7.181864362799998958e+01, 4.684510783799999700e+01, 7.144763835599999879e+01, 4.767829684199999463e+01, 5.214192199199999322e+01, 6.497100331199999346e+01
2.045000000000000000e+03, 9.677856769199999576e+01, 4.480851295799999434e+01, 4.720849716599999368e+01, 4.762207209599999658e+01, 5.181192928799999464e+01, 4.421565192599999961e+01, 4.747418008199999662e+01, 4.552160104799999374e+01, 7.529994997199999318e+01, 4.622198801399999724e+01, 7.256236499999999978e+01, 4.861640611799999334e+01, 5.176364767199999761e+01, 6.616911113999999827e+01
2.046000000000000000e+03, 9.895889577599999143e+01, 4.519211686199999889e+01, 4.727173867199999791e+01, 4.755473879399999504e+01, 5.295154177799999928e+01, 4.569837215399999764e+01, 4.805050442399999611e+01, 4.518465465599999931e+01, 7.304357282399999463e+01, 4.606026352199999963e+01, 7.146486489599999459e+01, 4.752268639199999711e+01, 5.264909971199999461e+01, 6.850964210399999388e+01
2.047000000000000000e+03, 9.736869297599999129e+01, 4.539823615799999601e+01, 4.718750601599999328e+01, 4.875303189599999598e+01, 5.268057263999999407e+01, 4.639121807399999398e+01, 4.771213496999999393e+01, 4.546042514999999895e+01, 7.398234435599999870e+01, 4.766689657799999935e+01, 7.114300059599999315e+01, 4.808720050199999463e+01, 5.297482322999999838e+01, 6.643490443199999618e+01
2.048000000000000000e+03, 9.809666211599999031e+01, 4.596694849799999361e+01, 4.779677759399999815e+01, 4.891999530599999702e+01, 5.304702095999999756e+01, 4.459635451799999828e+01, 4.804960958999999576e+01, 4.510999711799999545e+01, 7.387255177199999423e+01, 4.693843074599999454e+01, 7.224352027199999782e+01, 4.782273566399999964e+01, 5.329377833399999531e+01, 6.554012167799999133e+01
2.049000000000000000e+03, 9.823211711999999807e+01, 4.546157621399999726e+01, 4.854012841799999478e+01, 4.821499225799999522e+01, 5.327270440199999513e+01, 4.532141446199999990e+01, 4.759441108199999348e+01, 4.530581990999999675e+01, 7.408535669999999129e+01, 4.709004400799999956e+01, 7.193401808399998743e+01, 4.734403889399999343e+01, 5.300393884199999661e+01, 6.661583434799999281e+01
2.050000000000000000e+03, 1.005307840439999865e+02, 4.572792532799999776e+01, 4.790507221799999371e+01, 4.855765060799999588e+01, 5.257811217599999765e+01, 4.619803247999999485e+01, 4.855416193799999292e+01, 4.607927972999999611e+01, 7.530518494799999019e+01, 4.712606994599999410e+01, 7.248328847999999880e+01, 4.766685715799999912e+01, 5.301591069599999884e+01, 6.863605416000000048e+01
2.051000000000000000e+03, 1.008158300639999965e+02, 4.636710880199999707e+01, 4.822702718399999355e+01, 4.948151743799999736e+01, 5.339653444799999704e+01, 4.518840349799999956e+01, 4.793603268599999723e+01, 4.563446839199999516e+01, 7.593554228399999317e+01, 4.685737139999999812e+01, 7.297371269999999299e+01, 4.835114105399999573e+01, 5.313247957799999455e+01, 6.759965505599998892e+01
2.052000000000000000e+03, 9.954757828799999686e+01, 4.628531230199999413e+01, 4.880845641599999851e+01, 4.930634678399999871e+01, 5.313101315399999436e+01, 4.637621482199999434e+01, 4.855072845599999454e+01, 4.669129888199999812e+01, 7.522848151199998767e+01, 4.771149636599999866e+01, 7.315372807199999272e+01, 4.799792996999999417e+01, 5.316805218599999705e+01, 6.663081394799999657e+01
2.053000000000000000e+03, 1.001156126039999918e+02, 4.643856937799999685e+01, 4.856746224599999806e+01, 5.120088380999999345e+01, 5.359154124599999847e+01, 4.592602265399999339e+01, 4.899630059999999787e+01, 4.599333230399999906e+01, 7.586116462799999738e+01, 4.753552154399999807e+01, 7.572360459600000127e+01, 4.870872775799999488e+01, 5.309544448799999827e+01, 6.735800257199998953e+01
2.054000000000000000e+03, 1.020230202599999956e+02, 4.698004249799999599e+01, 4.848223226399999675e+01, 4.871800722599999744e+01, 5.370611153399999438e+01, 4.609226073599999296e+01, 4.830483832199999483e+01, 4.625933846399999538e+01, 7.543795150799999760e+01, 4.813110649799999408e+01, 7.550923863599999208e+01, 4.818567166199999718e+01, 5.277904379999999662e+01, 6.810632031599999436e+01
2.055000000000000000e+03, 1.013052766679999905e+02, 4.657302311399999439e+01, 4.916743464599999669e+01, 5.028481819799999641e+01, 5.465840412599999354e+01, 4.640935915799999378e+01, 4.982416790399999940e+01, 4.595149979999999346e+01, 7.558807075199999304e+01, 4.674522544199999885e+01, 7.535222877599998981e+01, 4.901086628999999562e+01, 5.325349109399999747e+01, 7.091040682799999217e+01
2.056000000000000000e+03, 1.017903318839999969e+02, 4.679035739999999777e+01, 5.010483830399999761e+01, 4.889148676199999954e+01, 5.441727198599999582e+01, 4.594694284799999906e+01, 4.958403703199999768e+01, 4.682031265799999886e+01, 7.625579036399999211e+01, 4.728019031999999555e+01, 7.451757334799999910e+01, 5.069434469399999443e+01, 5.350544008199999269e+01, 6.917320684799999242e+01
2.057000000000000000e+03, 1.040609790719999950e+02, 4.762442546999999848e+01, 4.915547461799999951e+01, 5.010682901399999878e+01, 5.451260531399999820e+01, 4.678122378599999820e+01, 4.919202484199999503e+01, 4.591625831999999718e+01, 7.553714799599998742e+01, 4.879828211399999560e+01, 7.446181769999999744e+01, 5.105670121799999350e+01, 5.338692779399999466e+01, 6.847919409600000051e+01
2.058000000000000000e+03, 1.039789460519999977e+02, 4.788453045599999314e+01, 4.930653205799999483e+01, 5.013698925599999967e+01, 5.465139524999999310e+01, 4.585233484799999815e+01, 4.928767352999999929e+01, 4.713029971199999579e+01, 7.624234025999999176e+01, 4.764817207799999466e+01, 7.635739935599998773e+01, 4.975465073399999483e+01, 5.319829520999999772e+01, 6.983531305199998940e+01
2.059000000000000000e+03, 1.051060584599999856e+02, 4.723922899799999442e+01, 4.982184606599999910e+01, 5.154638434199999608e+01, 5.425980485399999509e+01, 4.621441148999999626e+01, 4.943191130999999672e+01, 4.814782057799999393e+01, 7.694614493999999638e+01, 4.799712580199999934e+01, 7.582964439599999196e+01, 5.017325171399999562e+01, 5.270343229799999563e+01, 7.171391257199999814e+01
2.060000000000000000e+03, 1.055238946919999989e+02, 4.771543836599999366e+01, 4.931079730199999744e+01, 5.166982807199999428e+01, 5.401744675199999790e+01, 4.576786961399999853e+01, 4.966577440199999671e+01, 4.763064988799999355e+01, 7.636504683599999055e+01, 4.851829367999999931e+01, 7.484963166000000001e+01, 5.065050965399999683e+01, 5.276247557399999266e+01, 6.978602228399999774e+01
2.061000000000000000e+03, 1.067920676279999981e+02, 4.783563782999999603e+01, 5.004845193599999931e+01, 5.046897266999999943e+01, 5.432665328999999588e+01, 4.726370093399999917e+01, 4.848237811799999974e+01, 4.776215894999999279e+01, 7.569409478400000069e+01, 4.904934415199999620e+01, 7.444439405999999337e+01, 4.959157019399999911e+01, 5.290009079399999337e+01, 6.923305429199999139e+01
2.062000000000000000e+03, 1.066883693759999971e+02, 4.851081964799999469e+01, 5.031160802999999504e+01, 5.050156118399999627e+01, 5.556876566399999717e+01, 4.683537898199999461e+01, 5.047863056999999287e+01, 4.820347373399999924e+01, 7.831557997199999477e+01, 4.803617131199999335e+01, 7.570784447999999145e+01, 4.951692448199999319e+01, 5.329506736799999800e+01, 7.003778993999999614e+01
2.063000000000000000e+03, 1.068337187999999855e+02, 4.789859945399999930e+01, 5.048498901599999300e+01, 5.086493868599999502e+01, 5.546235137399999360e+01, 4.615950731399999540e+01, 5.125652119799999440e+01, 4.856268059999999309e+01, 7.653556198799999777e+01, 4.785354633599999374e+01, 7.532429576399999860e+01, 4.922905204799999268e+01, 5.278661638199999828e+01, 7.134947467199999949e+01
2.064000000000000000e+03, 1.080806285879999962e+02, 4.818598307999999975e+01, 5.165251480799999939e+01, 5.200568647199999361e+01, 5.527585535399999372e+01, 4.691354095799999868e+01, 5.008892839199999969e+01, 4.814780480999999668e+01, 7.797759289199998989e+01, 4.862286311399999761e+01, 7.557879916799998909e+01, 5.048073165599999612e+01, 5.325651854999999557e+01, 7.002047667600000125e+01
2.065000000000000000e+03, 1.077124457879999966e+02, 4.891426363799999422e+01, 5.092480583999999766e+01, 5.114329118999999935e+01, 5.632647719399999886e+01, 4.732309898999999831e+01, 5.069757319199999301e+01, 4.874299162199999813e+01, 7.694095726799999113e+01, 4.880026099799999884e+01, 7.686016203599999130e+01, 5.006777956199999835e+01, 5.405533725599999428e+01, 6.945794539199999917e+01
2.066000000000000000e+03, 1.087483955039999870e+02, 4.836262015799999858e+01, 5.163826053599999710e+01, 5.159036129399999737e+01, 5.584090163399999796e+01, 4.797810170999999713e+01, 5.027411172599999389e+01, 4.861017381599999965e+01, 7.783804609199999902e+01, 4.916081996999999859e+01, 7.573311269999999240e+01, 4.963891361399999624e+01, 5.430805099199999830e+01, 7.198247314799999685e+01
2.067000000000000000e+03, 1.115368007399999897e+02, 4.815225138599999610e+01, 5.211311779799999755e+01, 5.455229731199999321e+01, 5.587247705399999376e+01, 4.787365447799999885e+01, 5.034538308599999823e+01, 4.851233731799999305e+01, 7.694174566799999582e+01, 4.929736296599999434e+01, 7.739181957599998896e+01, 5.098647448799999893e+01, 5.415580700999999664e+01, 7.311776914799999361e+01
2.068000000000000000e+03, 1.113534583199999872e+02, 4.840608859199999614e+01, 5.152390705799999893e+01, 5.278690020599999855e+01, 5.568540155999999541e+01, 4.694640935399999648e+01, 5.095818669599999851e+01, 4.784627334599999671e+01, 7.871618966399999806e+01, 4.888893628799999647e+01, 7.644468311999999344e+01, 5.139676178999999934e+01, 5.350791565799999461e+01, 7.181947933200000023e+01
2.069000000000000000e+03, 1.108822474079999978e+02, 4.879799040599999671e+01, 5.201923118399999879e+01, 5.137312555799999814e+01, 5.600073002399999922e+01, 4.771576949399999279e+01, 5.178241159199999544e+01, 4.882319949599999376e+01, 7.743096363599998710e+01, 4.995834175799999599e+01, 7.654175881199999765e+01, 5.165728068599999290e+01, 5.348368024199999837e+01, 7.167325478399999383e+01
2.070000000000000000e+03, 1.114279542359999908e+02, 4.944198706199999549e+01, 5.155741799999999841e+01, 5.269427503199999308e+01, 5.526362332799999422e+01, 4.735651138199999366e+01, 5.092819595999999649e+01, 4.917302440199999580e+01, 7.878832037999998761e+01, 4.781015279999999734e+01, 7.733525187600000095e+01, 4.991574844799999511e+01, 5.341079266199999864e+01, 7.233231776399999546e+01
2.071000000000000000e+03, 1.113778908359999917e+02, 4.897486794599999627e+01, 5.199904814399999253e+01, 5.260476009599999259e+01, 5.636952383399999889e+01, 4.671880615799999958e+01, 5.027269260599999967e+01, 4.862094730199999759e+01, 7.965008888399999876e+01, 4.998819846599999295e+01, 7.804875387599999215e+01, 5.087854252799999699e+01, 5.339885234399999803e+01, 7.496998091999999758e+01
2.072000000000000000e+03, 1.120397132159999956e+02, 5.016301039799999728e+01, 5.140410179399999890e+01, 5.375601725399999253e+01, 5.697328449599999800e+01, 4.766571397799999943e+01, 5.097575618999999847e+01, 4.988822146199999708e+01, 7.851247498799999391e+01, 5.000061182399999637e+01, 7.738020644399999526e+01, 5.215639307399999325e+01, 5.342116406399999562e+01, 7.270938583199999528e+01
2.073000000000000000e+03, 1.143941279039999870e+02, 5.024818913399999332e+01, 5.296059655199999838e+01, 5.287838614199999654e+01, 5.635623929399999810e+01, 4.817081820599999276e+01, 5.195505148199999468e+01, 4.961649151799999657e+01, 7.768052377200000080e+01, 5.026683479399999754e+01, 8.025662865599998952e+01, 5.194447509599999790e+01, 5.348109428999999437e+01, 7.245644345999998848e+01
2.074000000000000000e+03, 1.128278845799999885e+02, 5.023418714999999679e+01, 5.275022383799999659e+01, 5.299368175799999392e+01, 5.643351431999999335e+01, 4.704398567999999869e+01, 5.242338079199999612e+01, 4.977606367799999276e+01, 7.973492072399999131e+01, 4.910336531999999465e+01, 7.835701827599999092e+01, 5.153259916799999729e+01, 5.309751403799999281e+01, 7.356766960799998856e+01
2.075000000000000000e+03, 1.169318850119999951e+02, 5.062543064999999842e+01, 5.372287291799999309e+01, 5.389729064999999508e+01, 5.756849101799999602e+01, 4.781796978599999903e+01, 5.152345766999999910e+01, 4.920558532199999746e+01, 7.989941249999999684e+01, 5.036976829799999678e+01, 7.890890616000000080e+01, 5.093613908999999751e+01, 5.270851353599999811e+01, 7.559396009999998967e+01
2.076000000000000000e+03, 1.141618021919999961e+02, 5.113763836199999702e+01, 5.322303914399999769e+01, 5.438553494399999266e+01, 5.705173029599999523e+01, 4.785958547999999979e+01, 5.072435908199999943e+01, 5.040378381599999358e+01, 7.949180969999999036e+01, 4.987645853399999396e+01, 7.956812681999998915e+01, 5.126715671399999508e+01, 5.353951867199999270e+01, 7.630022458799999185e+01
2.077000000000000000e+03, 1.157517921239999907e+02, 5.121757423799999742e+01, 5.349662971199999362e+01, 5.363672839199999487e+01, 5.693555561399999476e+01, 4.764881856599999566e+01, 5.204880012599999617e+01, 5.083606747799999681e+01, 8.003984230799999011e+01, 5.044861223999999567e+01, 7.646935215599999935e+01, 5.282130598199999838e+01, 5.392982791799999376e+01, 7.437534598799999230e+01
2.078000000000000000e+03, 1.167590834999999885e+02, 5.104289239199999884e+01, 5.481074665799999224e+01, 5.380115315399999787e+01, 5.720105325599999446e+01, 4.851383527799999484e+01, 5.235324472799999285e+01, 4.969969531199999579e+01, 7.945751429999999971e+01, 5.012046044999999594e+01, 7.808617133999999282e+01, 5.306004532799999396e+01, 5.326471396799999525e+01, 7.324077531599999702e+01
2.079000000000000000e+03, 1.167008838119999865e+02, 5.170156905599999675e+01, 5.373079633799999755e+01, 5.592157072199999845e+01, 5.749812237599999776e+01, 4.845101556599999526e+01, 5.340681518399999561e+01, 5.014087212599999788e+01, 7.922590603199999748e+01, 5.036525864999999413e+01, 8.037972943199999065e+01, 5.302262786399999328e+01, 5.288945133599999338e+01, 7.469992238399998996e+01
2.080000000000000000e+03, 1.182588962399999843e+02, 5.164502106599999820e+01, 5.402047420799999600e+01, 5.414691779999999710e+01, 5.688803086199999370e+01, 4.865249512799999820e+01, 5.293042054199999313e+01, 5.036116685399999682e+01, 8.079363943199999198e+01, 5.034632522399999743e+01, 7.849527998399999262e+01, 5.338425117599999936e+01, 5.295736805399999270e+01, 7.652072429999999770e+01
2.081000000000000000e+03, 1.172938000319999929e+02, 5.168865900599999463e+01, 5.458412107799999546e+01, 5.348040838199999314e+01, 5.777755104599999214e+01, 4.779352938599999590e+01, 5.403321080999999282e+01, 5.085794557799999893e+01, 8.037471520799999780e+01, 5.123212021799999860e+01, 8.179649211599999603e+01, 5.397926059799999621e+01, 5.319255565799999630e+01, 7.757733009599999718e+01
2.082000000000000000e+03, 1.180663610759999926e+02, 5.170501830599999948e+01, 5.422953029399999281e+01, 5.497368134399999917e+01, 5.785680889799999704e+01, 4.790505644999999646e+01, 5.253415099199999361e+01, 5.069013069599999710e+01, 8.065640264399999637e+01, 5.057713326599999704e+01, 8.113354232399998978e+01, 5.343615548999999731e+01, 5.306994763199999454e+01, 7.572554405999999005e+01
2.083000000000000000e+03, 1.180308830759999950e+02, 5.232117655799999767e+01, 5.515677541799999517e+01, 5.487210782999999736e+01, 5.810427188999999260e+01, 4.881144050999999706e+01, 5.273720735399999882e+01, 5.201677137599999412e+01, 8.046281890799998848e+01, 5.171014290599999441e+01, 7.891772047199999918e+01, 5.357053038599999439e+01, 5.393817707399999506e+01, 7.567690766399999802e+01
2.084000000000000000e+03, 1.195150303079999929e+02, 5.231499550199999504e+01, 5.496565937399999768e+01, 5.616618364799999341e+01, 5.737661810999999545e+01, 4.758992114399999451e+01, 5.363778878999999478e+01, 5.258365856999999721e+01, 8.160646406399999364e+01, 5.142069367199999874e+01, 8.194170751199999359e+01, 5.296594584599999678e+01, 5.368916093399999312e+01, 7.653642134399999009e+01
