year, MIROC-ES2L, INM-CM5-0, MPI-ESM1-2-LR, GFDL-ESM4, EC-Earth3-Veg, NorESM2-LM, ACCESS-ESM1-5, CMCC-CM2-SR5, TaiESM1, NorESM2-MM, CESM2-WACCM, UKESM1-0-LL, CanESM5, IPSL-CM6A-LR, INM-CM4-8, CNRM-ESM2-1
2.071000000000000000e+03, 8.415398156399999152e+01, 9.444321651599999257e+01, 9.044323757999998747e+01, 6.975827848799998776e+01, 7.197815271599999676e+01, 5.843246704199999897e+01, 5.234366172599999345e+01, 5.357194950599999572e+01, 5.146986223799999749e+01, 5.898539561399999798e+01, 6.157354724999999718e+01, 8.550777473999998790e+01, 1.184047738919999944e+02, 6.821455186800000092e+01, 9.469785394799998812e+01, 5.817535797599999370e+01
2.072000000000000000e+03, 8.301695108399999867e+01, 9.326911546799999542e+01, 8.900967409199999736e+01, 6.782486151599999857e+01, 7.142442785999999444e+01, 5.993796414599999878e+01, 5.409396491399999718e+01, 5.445541871999999728e+01, 4.920097318199999847e+01, 6.070728486599999485e+01, 6.234198496199999795e+01, 8.137233291599999063e+01, 1.177118648999999948e+02, 6.778778306399999565e+01, 9.434368889999998942e+01, 5.826246040799999548e+01
2.073000000000000000e+03, 8.542686913199999310e+01, 9.431881487999999081e+01, 8.756557757999999581e+01, 6.772834558799999627e+01, 7.293691018799999881e+01, 5.957136208799999366e+01, 5.266511605799999529e+01, 5.518492523999999833e+01, 5.024248900199999923e+01, 6.154785329399999227e+01, 6.306786484199999165e+01, 8.506604998799998896e+01, 1.203249063239999970e+02, 6.763656005999999365e+01, 9.521004589199999657e+01, 5.869139336999999301e+01
2.074000000000000000e+03, 8.496418082399999605e+01, 9.352782104399999241e+01, 8.802048437999999919e+01, 6.734411884799999370e+01, 7.246527353999999832e+01, 6.051046868999999617e+01, 5.118096094199999868e+01, 5.369566523399999625e+01, 5.086132781399999914e+01, 6.186983585399999441e+01, 6.345543439799999419e+01, 8.533524128399999142e+01, 1.176266546279999972e+02, 6.852717611999999292e+01, 9.529196065199998600e+01, 5.922555013799999557e+01
2.075000000000000000e+03, 8.692296850799999675e+01, 9.656442248399999073e+01, 8.781999425999998721e+01, 7.066612897199999566e+01, 7.213438205999999298e+01, 5.837190215399999715e+01, 5.565027439799999343e+01, 5.509060106399999768e+01, 5.023421868599999840e+01, 6.051859315199999401e+01, 6.385039914599999378e+01, 8.589200936399998909e+01, 1.212849646559999854e+02, 6.976266987599998970e+01, 9.438971569199999578e+01, 5.857304664599999455e+01
2.076000000000000000e+03, 8.372351516399999127e+01, 9.729714567599999953e+01, 8.968393742399999269e+01, 7.204205253599999992e+01, 7.418202242399999591e+01, 5.969883454199999306e+01, 5.511994925399999801e+01, 5.630049547199999438e+01, 5.119342554599999318e+01, 6.109044726599999819e+01, 6.483456674999999336e+01, 8.582696636400000045e+01, 1.234046253599999972e+02, 6.815851239599999190e+01, 9.493017965999999319e+01, 5.726817763199999689e+01
2.077000000000000000e+03, 8.572538890799999933e+01, 9.583463213999999653e+01, 9.090157391999998993e+01, 7.260930633599998885e+01, 7.439352649199999234e+01, 6.180685846199999389e+01, 5.078850330599999552e+01, 5.617732768199999782e+01, 5.164908920999999253e+01, 6.220375084799999854e+01, 6.339612306599999414e+01, 8.079706108799999242e+01, 1.213465308119999975e+02, 6.863979117599998858e+01, 9.622170500399998616e+01, 5.972966098199999863e+01
2.078000000000000000e+03, 8.640356270399999516e+01, 9.613787443199998961e+01, 9.005282189999999787e+01, 7.040907115199999566e+01, 7.371227793599999245e+01, 6.046897125599999612e+01, 4.942721244599999864e+01, 5.475786078599999485e+01, 5.023697414399999417e+01, 6.309888838199999839e+01, 6.539849350199999378e+01, 8.227360814399999356e+01, 1.229534003879999915e+02, 6.828954447599998900e+01, 9.633443831999998963e+01, 5.988344628599999453e+01
2.079000000000000000e+03, 8.745282061199999646e+01, 9.644055695999999500e+01, 8.896068291599999611e+01, 7.269597514799998805e+01, 7.130391303599999731e+01, 5.917186009799999624e+01, 5.310794851199999300e+01, 5.462991923399999905e+01, 5.124257440199999536e+01, 6.270239413799999539e+01, 6.576851721599999223e+01, 8.579169334799999547e+01, 1.214432832599999870e+02, 6.918310915200000011e+01, 9.467844353999998930e+01, 5.938175188799999660e+01
2.080000000000000000e+03, 8.700404756399998973e+01, 9.746244950399999141e+01, 8.910323351999998920e+01, 7.250231257199999391e+01, 7.357910140799999965e+01, 6.005450543399999219e+01, 5.484656366999999477e+01, 5.575951115999999530e+01, 5.120183383199999838e+01, 6.220695175199999483e+01, 6.415656640199999572e+01, 8.530695349199999100e+01, 1.236893244839999966e+02, 6.891107173199999636e+01, 9.632059401599998694e+01, 5.960764819799999259e+01
2.081000000000000000e+03, 8.578336784399999715e+01, 9.521323891199999423e+01, 8.944559621999999877e+01, 7.132951238399999738e+01, 7.492816418399999634e+01, 6.083624345399999811e+01, 5.261194636199999763e+01, 5.875149310199999775e+01, 5.260176417599999610e+01, 6.245845135199999731e+01, 6.504260974199999623e+01, 8.381139022799999339e+01, 1.212909486119999940e+02, 7.058251126799999042e+01, 9.680327614799999481e+01, 6.107568053399999286e+01
2.082000000000000000e+03, 8.805771262799999022e+01, 9.820319860799999390e+01, 8.922523841999999661e+01, 7.203114107999999760e+01, 7.391553533999999104e+01, 6.084659908799999783e+01, 5.522520065399999822e+01, 5.775594100199999303e+01, 5.006274168599999541e+01, 6.195537725399999829e+01, 6.610339799999999855e+01, 8.939520169199998634e+01, 1.223972709119999962e+02, 6.854379559199999505e+01, 9.437612367599999175e+01, 6.015432475799999423e+01
2.083000000000000000e+03, 8.734044207599998799e+01, 9.639836179199998867e+01, 9.148385462399998858e+01, 7.214515160399999161e+01, 7.239898486799999944e+01, 6.107327591399999278e+01, 5.230199478599999452e+01, 5.612821430399999656e+01, 5.290463197799999762e+01, 6.334978091399999300e+01, 6.514774682399999506e+01, 8.540312252399999693e+01, 1.263439145879999899e+02, 7.010177648399999839e+01, 9.589848465599999372e+01, 5.789175078599999580e+01
2.084000000000000000e+03, 8.774448130799999035e+01, 9.837620510399999318e+01, 9.266567410799999038e+01, 7.125307700399999078e+01, 7.703759933999999987e+01, 6.272912878199999653e+01, 5.137469447399999467e+01, 5.493819940199999508e+01, 5.237060135399999439e+01, 6.364472135399999786e+01, 6.636632151599999929e+01, 8.573502315599999690e+01, 1.257781745159999929e+02, 6.829067977199999007e+01, 9.658660805999998900e+01, 5.865420059999999580e+01
2.085000000000000000e+03, 8.680425123599999893e+01, 9.734694101999998850e+01, 8.835564110400000004e+01, 7.137562589999998863e+01, 7.432104887999999221e+01, 6.302952494999999544e+01, 5.366744445599999835e+01, 5.663498205599999835e+01, 4.976936227799999557e+01, 6.359166203399999517e+01, 6.588833430599999019e+01, 8.641251104399999861e+01, 1.262958458399999842e+02, 6.908314003199998865e+01, 9.541260161999998957e+01, 6.131894923799999475e+01
2.086000000000000000e+03, 8.778607729199998744e+01, 9.681215353199999640e+01, 8.803972133999999983e+01, 6.842922530399999914e+01, 7.448655769199999099e+01, 6.323336971199999823e+01, 5.273867377799999900e+01, 5.898294368999999193e+01, 5.192359432199999247e+01, 6.379013384999999658e+01, 6.701099619599999357e+01, 9.075274765199999649e+01, 1.276023271319999850e+02, 7.027643861999999331e+01, 9.642649190399998815e+01, 6.079890482999999790e+01
2.087000000000000000e+03, 8.832616282799999397e+01, 9.864675244799998666e+01, 9.137586747599999626e+01, 7.028637245999999550e+01, 7.750751727599998731e+01, 6.218768325599999258e+01, 5.511936189599999381e+01, 6.000873881399999732e+01, 5.227829942399999652e+01, 6.455963195999999016e+01, 6.545878639199999327e+01, 8.827311139199998991e+01, 1.286035793639999838e+02, 7.139609276399998805e+01, 9.648249983999998847e+01, 6.266731427999999227e+01
2.088000000000000000e+03, 8.758464109199999825e+01, 9.724870637999998735e+01, 9.088091783999999507e+01, 6.961093441199999177e+01, 7.213118115599999669e+01, 6.285834754199999708e+01, 5.358412240199999843e+01, 5.647684478399999364e+01, 5.170256638199999344e+01, 6.394998194999999441e+01, 6.663420406799998830e+01, 8.959441460399999357e+01, 1.311896653919999949e+02, 7.058700514799998871e+01, 9.590040835199999947e+01, 5.948163034199999544e+01
2.089000000000000000e+03, 8.801661333599999182e+01, 9.882911725199998898e+01, 9.108710020799999540e+01, 7.155464000399999236e+01, 7.794776771999998743e+01, 6.229852046999999260e+01, 5.160856544999999329e+01, 5.606203994999999907e+01, 5.113076351399999453e+01, 6.483645496799999819e+01, 6.630868159199999923e+01, 8.653889944799999512e+01, 1.333190391839999904e+02, 7.041285547199998973e+01, 9.862407806399998833e+01, 5.946166805399999333e+01
2.090000000000000000e+03, 8.971574936399998990e+01, 9.754721038799999633e+01, 8.942407289999999875e+01, 7.026577945199998965e+01, 7.641430606799998770e+01, 6.403730513399999325e+01, 5.630049152999999507e+01, 5.751029527199999336e+01, 5.006388486599999510e+01, 6.427548077400000182e+01, 6.631337257199999158e+01, 8.533934884800000020e+01, 1.278763276679999876e+02, 6.968830798799999116e+01, 9.773333585999999684e+01, 6.041449281599999210e+01
2.091000000000000000e+03, 9.173068689599999459e+01, 9.629565692399999932e+01, 9.268029892799999914e+01, 7.366775698799999361e+01, 7.625303096399998992e+01, 6.283447478999999447e+01, 5.868971407799999440e+01, 5.985029406599999646e+01, 5.356348208999999372e+01, 6.579062000999999782e+01, 6.800215690799998924e+01, 9.098892075599999885e+01, 1.308357605159999935e+02, 7.117248675599999785e+01, 9.848550887999999759e+01, 6.031568658599999821e+01
2.092000000000000000e+03, 8.958545837999999151e+01, 9.810784162799998853e+01, 9.312293033999999636e+01, 7.484943455999999173e+01, 7.345807412399999237e+01, 6.270915072599999718e+01, 5.423745765599999658e+01, 5.789408839199999335e+01, 5.210097643799999645e+01, 6.577364575800000068e+01, 6.796825570800000094e+01, 9.107338204799999914e+01, 1.283085285479999982e+02, 7.107365293199998746e+01, 9.788686887599999409e+01, 6.208497050399999750e+01
2.093000000000000000e+03, 8.899351189199998657e+01, 9.834886339199999838e+01, 9.298569355199998654e+01, 7.348495856399999582e+01, 7.690759217999999464e+01, 6.350397618599999561e+01, 5.286665080799999572e+01, 5.874716872799999834e+01, 5.096364636599999898e+01, 6.493354248599999323e+01, 6.745168025999998918e+01, 8.694928529999999967e+01, 1.331962695359999884e+02, 6.935131429199999786e+01, 9.893261840399999585e+01, 5.949905003999999309e+01
2.094000000000000000e+03, 9.089331148799999482e+01, 9.870622934399999338e+01, 9.310025595599999804e+01, 7.152639163199999928e+01, 7.543680832799999791e+01, 6.564838082400000019e+01, 5.189712379199999503e+01, 5.850712852199999503e+01, 5.119886944799999640e+01, 6.417643408200000010e+01, 6.791095479599999862e+01, 8.738287376399999573e+01, 1.294764485399999785e+02, 7.123620524399998999e+01, 9.849265966799998751e+01, 6.132428670599999521e+01
2.095000000000000000e+03, 9.151778735999999981e+01, 9.905830513199998677e+01, 9.297936269999999581e+01, 7.517058141599999033e+01, 7.824467127599999117e+01, 6.549894748799999888e+01, 5.251702300199999485e+01, 5.766825909599999278e+01, 5.209584395399999579e+01, 6.544617199199998936e+01, 6.815354547599999080e+01, 9.097770970799999191e+01, 1.374656920559999946e+02, 7.184070305999999562e+01, 9.827305873199999553e+01, 6.117019392599999605e+01
2.096000000000000000e+03, 9.248269435199999577e+01, 9.865636304399998835e+01, 9.300779240399999992e+01, 7.243229476799999134e+01, 7.502318215199998974e+01, 6.322875362999999282e+01, 5.165776555199999365e+01, 5.870498538599999705e+01, 5.125503506399999765e+01, 6.681589873199999374e+01, 6.848710174800000061e+01, 9.167483663999999521e+01, 1.350376092719999974e+02, 7.091479033199999549e+01, 9.572137847999999849e+01, 6.075190830599999714e+01
2.097000000000000000e+03, 9.014894362799999783e+01, 9.722581124399999908e+01, 9.228222788399999388e+01, 7.362847101599999178e+01, 7.903043801999999118e+01, 6.442877332799999124e+01, 4.998160744199999783e+01, 5.952492926999999412e+01, 5.259228366599999305e+01, 6.656357919599999207e+01, 6.888093119999999203e+01, 8.820148525199999767e+01, 1.326737022479999837e+02, 7.047177260399999454e+01, 9.764121920399999510e+01, 6.069081124799999571e+01
2.098000000000000000e+03, 9.083757949199998905e+01, 1.003333607999999941e+02, 9.341150050799998894e+01, 7.397948246400000016e+01, 7.795819825199998832e+01, 6.520069182599999635e+01, 5.052282827399999832e+01, 5.793573167999999640e+01, 5.051115995399999292e+01, 6.506723935799999481e+01, 6.869248783199999764e+01, 9.140861761199998625e+01, 1.346674712399999976e+02, 7.208982169200000101e+01, 9.884739236399998674e+01, 6.115869116999999733e+01
2.099000000000000000e+03, 9.219745123199999171e+01, 9.972894182399998897e+01, 9.492431396399999244e+01, 7.454170627199999899e+01, 7.861180550399998879e+01, 6.419146098599999561e+01, 5.245654089599999281e+01, 5.952403837799999309e+01, 5.352300563399999334e+01, 6.521120908199999633e+01, 7.012875553199999956e+01, 9.161993246399998725e+01, 1.365449827679999828e+02, 7.031633165999998880e+01, 1.007747780759999898e+02, 5.891279185799999851e+01
2.100000000000000000e+03, 9.236564060399999221e+01, 9.839172869999998738e+01, 9.329945309999999381e+01, 7.353021272399999475e+01, 7.593997309199998824e+01, 6.454053691199999321e+01, 5.179776962399999718e+01, 5.989255624799999822e+01, 5.172354964799999522e+01, 6.589941920999999070e+01, 6.902702960399999199e+01, 9.071219235599998854e+01, 1.413876036239999792e+02, 6.845465908799999966e+01, 9.934889360399999703e+01, 6.034769956799999591e+01
