year, EC-Earth3-Veg, MPI-ESM1-2-LR, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR, NorESM2-MM, ACCESS-ESM1-5, CNRM-ESM2-1, TaiESM1, CMCC-CM2-SR5, CanESM5, CESM2-WACCM, MIROC-ES2L
1.922000000000000000e+03, 1.672827315977066132e+00, 9.374330755819187289e+00, 1.086446380523471644e+00, 9.755010018179325115e+00, 3.970006650833914907e+00, 1.320739851670694298e+00, 1.242584562962407491e+00, 7.410197676848248705e+00, 5.737059543437217357e-01, 1.915260303215662319e+00, 2.796007122660540745e+00, 1.264392585588334894e+00, 6.969356675729311945e+00
1.923000000000000000e+03, 1.713316544010868636e+00, 9.406947040289058037e+00, 1.119735911111928939e+00, 9.794152253454420531e+00, 3.974357895712612887e+00, 1.304658706307890492e+00, 1.254923338330751426e+00, 7.434139952129903861e+00, 7.766792718080557378e-01, 1.647102970277480871e+00, 2.793325494469705017e+00, 1.203299692031193358e+00, 6.932182376752349384e+00
1.924000000000000000e+03, 1.721469428090394604e+00, 9.421363203225149974e+00, 1.114742765129102420e+00, 9.716718340921357111e+00, 3.977308169043285435e+00, 1.309489520794228090e+00, 1.253318176282232743e+00, 7.441110976558726442e+00, 5.594754785900406535e-01, 1.804911383232274957e+00, 2.908967596115881626e+00, 1.260298282632767108e+00, 6.940761856139812558e+00
1.925000000000000000e+03, 1.723734558408042128e+00, 9.370278273055154372e+00, 1.077169047815428993e+00, 9.638758754375759352e+00, 3.978378386898997920e+00, 1.323518419901443144e+00, 1.260531225534351707e+00, 7.402384088125324446e+00, 4.231416006655208673e-01, 1.736841270356443978e+00, 2.854851962718061742e+00, 1.245455058255218628e+00, 7.001987641957337694e+00
1.926000000000000000e+03, 1.647239280008888196e+00, 9.374305731627217142e+00, 1.100394993135284105e+00, 9.687230433342255864e+00, 3.968121382933453845e+00, 1.341235022116316067e+00, 1.247856758067059868e+00, 7.459852838710900436e+00, 5.309446895448600712e-01, 1.938629981738275498e+00, 2.846491602536211030e+00, 1.240656552199969731e+00, 7.026015315547612161e+00
1.927000000000000000e+03, 1.674189756446764932e+00, 9.331425779066957915e+00, 1.090117239491226186e+00, 9.752868885344547323e+00, 3.953357218224548220e+00, 1.387323138503195441e+00, 1.244797250507892361e+00, 7.509164836193218839e+00, 6.814591482829486235e-01, 1.868428776259142943e+00, 2.773039830511872417e+00, 1.262176456561038940e+00, 7.021282443238955118e+00
1.928000000000000000e+03, 1.601127966167716687e+00, 9.383241021841746132e+00, 1.090598865686288388e+00, 9.771979810632533514e+00, 3.978603183508126584e+00, 1.315317318037084737e+00, 1.250569595802639933e+00, 7.528464863646020078e+00, 6.430883755918254119e-01, 1.787908385054574278e+00, 2.789440673013094951e+00, 1.224624865780163940e+00, 7.000822764269512000e+00
1.929000000000000000e+03, 1.586698225953267594e+00, 9.325800790607328139e+00, 1.109013975698581955e+00, 9.670144564035176415e+00, 3.983976104926639561e+00, 1.346899780524787760e+00, 1.273797542345497025e+00, 7.476113628805418188e+00, 4.311939611138953521e-01, 1.919098784769665000e+00, 2.915611849615681983e+00, 1.238686682931379401e+00, 7.000070900279246722e+00
1.930000000000000000e+03, 1.608909647130259746e+00, 9.214375520596888691e+00, 1.087817605410341004e+00, 9.669016553216831511e+00, 3.972789773009446357e+00, 1.382027512062917962e+00, 1.276764797919844208e+00, 7.497049175645130958e+00, 6.477496990366797824e-01, 1.865473482609521838e+00, 2.843126446226582615e+00, 1.245609727222471319e+00, 7.045082567304254084e+00
1.931000000000000000e+03, 1.660480113463334018e+00, 9.161683463403935690e+00, 1.105732143856699823e+00, 9.730752651502289297e+00, 3.953215595527694859e+00, 1.353111467616184393e+00, 1.259964406030735340e+00, 7.508077324768762217e+00, 6.691813602388676507e-01, 1.662707532039703340e+00, 2.750381584396583978e+00, 1.280850677562938689e+00, 7.070852270409361040e+00
1.932000000000000000e+03, 1.651789357266056024e+00, 9.169838794604403986e+00, 1.107210049511354821e+00, 9.735399557883214428e+00, 3.969182175130224088e+00, 1.310585713379598616e+00, 1.247956902056981843e+00, 7.524528776009802300e+00, 4.478178311343572471e-01, 1.987812861474583359e+00, 2.783256794272143786e+00, 1.238392986649289984e+00, 7.058526435501657481e+00
1.933000000000000000e+03, 1.636837832178527297e+00, 9.254743195992395144e+00, 1.078804012890130171e+00, 9.541272769185011882e+00, 3.962299162239891093e+00, 1.311729047048759034e+00, 1.266022727762829980e+00, 7.565901393618372772e+00, 5.999090997014975279e-01, 1.738887918602393112e+00, 2.798374216874962794e+00, 1.207183681808070341e+00, 7.013757724317837727e+00
1.934000000000000000e+03, 1.614994024244339466e+00, 9.309691015800575897e+00, 1.096490124688427770e+00, 9.546617574876551160e+00, 3.963186842411769994e+00, 1.358915015192288411e+00, 1.264665332337624237e+00, 7.500031012954952558e+00, 6.748103942180545545e-01, 1.914894825319830574e+00, 2.775776122778833788e+00, 1.222657476463905990e+00, 7.021045497965218374e+00
1.935000000000000000e+03, 1.587395431796865042e+00, 9.281298255349161863e+00, 1.132695682702095530e+00, 9.667436580264093138e+00, 3.944044616156507921e+00, 1.311708163766241331e+00, 1.248999508853239293e+00, 7.599297210829151439e+00, 4.503970132762470380e-01, 1.933460918358256952e+00, 2.850772212316800669e+00, 1.303844611160147160e+00, 7.010267800587014264e+00
1.936000000000000000e+03, 1.654163519915365477e+00, 9.287924346217396376e+00, 1.105650319148255400e+00, 9.625734851434293304e+00, 3.955222776665904050e+00, 1.319120253082487704e+00, 1.252397000490503398e+00, 7.537425000057153213e+00, 6.439624034404036745e-01, 1.744998439275034618e+00, 2.753852863025707975e+00, 1.247762179612429412e+00, 7.005227718543503457e+00
1.937000000000000000e+03, 1.636936333774386743e+00, 9.269128581428764946e+00, 1.058863657134271774e+00, 9.608304988197032159e+00, 3.977205519521796795e+00, 1.373403728598619811e+00, 1.245916930158583291e+00, 7.579249539765416266e+00, 5.959973534481289859e-01, 1.767020405784782699e+00, 2.846773700507131633e+00, 1.201921417960199356e+00, 6.926217843162063126e+00
1.938000000000000000e+03, 1.611316041038309388e+00, 9.302456796532757366e+00, 1.124353950209509234e+00, 9.575504209532937239e+00, 3.964519165110385046e+00, 1.372369467262223308e+00, 1.233814173961622629e+00, 7.486433688490413907e+00, 4.742225371187878125e-01, 1.813976215180557849e+00, 2.927484609876385147e+00, 1.244003070262560851e+00, 6.943757517737466856e+00
1.939000000000000000e+03, 1.559745378334413735e+00, 9.217094460139678702e+00, 1.119594745854383566e+00, 9.630846783957288437e+00, 3.959838783450140731e+00, 1.331600092674444236e+00, 1.241105403659442219e+00, 7.577967002883950087e+00, 5.397435341491536587e-01, 1.764443349124792171e+00, 3.073675880955189399e+00, 1.241184268019765558e+00, 6.952596310729655116e+00
1.940000000000000000e+03, 1.514252881626628966e+00, 9.306026955018577240e+00, 1.137942484467357795e+00, 9.597367758590777953e+00, 3.961360130613333030e+00, 1.329679173507868573e+00, 1.250619931225521952e+00, 7.516295571298523548e+00, 6.840901612581253843e-01, 1.982443879592979741e+00, 2.968559581819608884e+00, 1.243670367051273429e+00, 6.937575169644332185e+00
1.941000000000000000e+03, 1.598718051911026006e+00, 9.326038525471512131e+00, 1.107860712229595146e+00, 9.469621831715539173e+00, 3.991310838863392885e+00, 1.342184143471271796e+00, 1.253173355110953402e+00, 7.577339149117464423e+00, 4.440518882106401222e-01, 1.974500929261033155e+00, 2.918889465415480000e+00, 1.235663893870892593e+00, 6.865513447333784214e+00
1.942000000000000000e+03, 1.600034152620710692e+00, 9.401355203062644605e+00, 1.060390504220415142e+00, 9.452343050775329658e+00, 3.994747521868327933e+00, 1.327044426936958565e+00, 1.245205675649800003e+00, 7.558377014571850516e+00, 5.493928312206860509e-01, 1.764639937975727824e+00, 2.830637441806869603e+00, 1.269409290122361034e+00, 6.821522904697399525e+00
1.943000000000000000e+03, 1.536181314173681312e+00, 9.318661064333497279e+00, 1.073649906676848120e+00, 9.549611952946643001e+00, 3.963401223200412549e+00, 1.319018205417990197e+00, 1.265256906341373444e+00, 7.517162524996652273e+00, 6.687488314057168370e-01, 1.813200773784097386e+00, 2.827138229846654305e+00, 1.273883965850702182e+00, 6.862341704941929521e+00
1.944000000000000000e+03, 1.642808420732069008e+00, 9.221743966125439229e+00, 1.101168865225653715e+00, 9.480698146485803335e+00, 3.944779619639914969e+00, 1.319501748377945427e+00, 1.275680187322685954e+00, 7.507838356035933636e+00, 5.394746484407545450e-01, 2.103784552441268829e+00, 2.913241037109561393e+00, 1.235939387745548235e+00, 6.950813350100224497e+00
1.945000000000000000e+03, 1.655611703960614189e+00, 9.207620692420908526e+00, 1.127001789818452115e+00, 9.456092005915884613e+00, 3.966034861394158284e+00, 1.342142395205508487e+00, 1.254261931269668340e+00, 7.494309734761949393e+00, 4.437914327567736850e-01, 1.936194487772683770e+00, 2.842059879564296843e+00, 1.207831438257325196e+00, 6.896666297595693607e+00
1.946000000000000000e+03, 1.632138133930368218e+00, 9.217821012940586201e+00, 1.084532298785293447e+00, 9.589986515628845964e+00, 3.995329274938324016e+00, 1.338500353549257893e+00, 1.234347093593754829e+00, 7.511440959694189345e+00, 5.333048660338274294e-01, 1.827184024530530415e+00, 2.911611364356612164e+00, 1.215090300980495419e+00, 6.820336684267722660e+00
1.947000000000000000e+03, 1.677266947330620761e+00, 9.176248638171145444e+00, 1.114678642495388727e+00, 9.696889600550152366e+00, 3.995030749439174578e+00, 1.318853098105086330e+00, 1.236623709389297998e+00, 7.587448999806665206e+00, 8.102857850204998602e-01, 1.784855242375833484e+00, 2.898958737183849443e+00, 1.242291084301087700e+00, 6.785258640115814366e+00
1.948000000000000000e+03, 1.646909303573490746e+00, 9.094471761510817487e+00, 1.125454537239462649e+00, 9.670277787733844832e+00, 3.996244228667259701e+00, 1.323130384435106111e+00, 1.251686040180221227e+00, 7.533966220031218519e+00, 5.824401464183408539e-01, 2.304330443195717226e+00, 2.849881663469271409e+00, 1.250449886961620960e+00, 6.791948276737747037e+00
1.949000000000000000e+03, 1.589097660613085772e+00, 9.044447044216534337e+00, 1.097559352335880423e+00, 9.700999403951591660e+00, 3.987624124484430155e+00, 1.324732269513138050e+00, 1.238458438069507395e+00, 7.592492643712438927e+00, 4.154122253526100761e-01, 1.791020815423421064e+00, 2.877245014720093863e+00, 1.301139965723648206e+00, 6.846203048931148949e+00
1.950000000000000000e+03, 1.573799313053703131e+00, 9.100226569065354099e+00, 1.083972230382777457e+00, 9.682604059360931714e+00, 3.977676536675255115e+00, 1.335894180799573006e+00, 1.240752003386103475e+00, 7.550067344343223574e+00, 5.027965793014471663e-01, 1.737310859080888781e+00, 2.878392832702987736e+00, 1.262176372529624446e+00, 6.823410521721563704e+00
1.951000000000000000e+03, 1.613618405635566022e+00, 9.127460854904477117e+00, 1.072711071567244545e+00, 9.606137417125877320e+00, 3.990354011232810638e+00, 1.356996874314615020e+00, 1.254749161212223463e+00, 7.556730131254695060e+00, 8.195288255640077457e-01, 2.164491227622677982e+00, 2.886663005889760658e+00, 1.229698432464692459e+00, 6.759407637557574233e+00
1.952000000000000000e+03, 1.591808369000832002e+00, 9.194426142249998435e+00, 1.079326693938904569e+00, 9.677009885033641012e+00, 3.966333132661854499e+00, 1.295297714215685625e+00, 1.241938033741813996e+00, 7.516893560923590734e+00, 6.314607652530985771e-01, 2.205241277309387460e+00, 2.956235009176358730e+00, 1.243771931363237382e+00, 6.810977047466676204e+00
1.953000000000000000e+03, 1.611459603629897597e+00, 9.139759005813274939e+00, 1.073632673424187667e+00, 9.674707647265174515e+00, 3.959637170534150652e+00, 1.313716052999154060e+00, 1.239184343865562976e+00, 7.531801862052367014e+00, 4.351090362785430821e-01, 1.797986887779701615e+00, 2.851769371861516689e+00, 1.181199220991949739e+00, 6.785980142415124483e+00
1.954000000000000000e+03, 1.628980812904546882e+00, 8.992183439208059070e+00, 1.110593946944522958e+00, 9.624031039575250190e+00, 3.913180485821551091e+00, 1.310332152858711963e+00, 1.241205556591579828e+00, 7.656705204984868729e+00, 5.164117264741974189e-01, 1.701870409597640244e+00, 2.932461344940263892e+00, 1.197895187798289296e+00, 6.761198777502650969e+00
1.955000000000000000e+03, 1.647022890388460281e+00, 8.933506356355364275e+00, 1.122451589893376234e+00, 9.661005175189545824e+00, 3.921591127606377292e+00, 1.300666595641189804e+00, 1.210298549081148645e+00, 7.583748960650700255e+00, 7.294245426021803702e-01, 2.039387355355479770e+00, 2.997078051502908291e+00, 1.227732284714496247e+00, 6.797195963761980764e+00
1.956000000000000000e+03, 1.685603595242025854e+00, 8.975632624010684069e+00, 1.084807772777345303e+00, 9.664120417975341937e+00, 3.932289784368454999e+00, 1.334215227948308158e+00, 1.223627178675645633e+00, 7.561222283809660105e+00, 6.208230223045202445e-01, 2.287093935179646653e+00, 2.954823093797052991e+00, 1.244212519959124075e+00, 6.822294662088650874e+00
1.957000000000000000e+03, 1.601995900113929450e+00, 8.935273174515193872e+00, 1.054832240271378119e+00, 9.711432614841410071e+00, 3.914332672730875373e+00, 1.313285564920249060e+00, 1.259562030605122063e+00, 7.653074690845304673e+00, 4.730541123402002834e-01, 1.936491525186370355e+00, 3.038040241293962662e+00, 1.264241695084276751e+00, 6.742909449057871818e+00
1.958000000000000000e+03, 1.529076591130724916e+00, 8.916721339335042629e+00, 1.103526634335528778e+00, 9.772240666703206458e+00, 3.897227993779897481e+00, 1.320802423862454278e+00, 1.276529923234243524e+00, 7.658416379442536837e+00, 4.645107541782921290e-01, 1.682121506172476355e+00, 3.027251102418902828e+00, 1.203718709394190123e+00, 6.635978313883621027e+00
1.959000000000000000e+03, 1.584850764381912303e+00, 9.002893762601150485e+00, 1.098563426391191200e+00, 9.768729595136658617e+00, 3.892462779118451177e+00, 1.338759299564928673e+00, 1.273641666439889963e+00, 7.601139062942750435e+00, 6.565950459473925971e-01, 1.890951448561436710e+00, 2.876166836873471411e+00, 1.199007353365251438e+00, 6.578366507610915015e+00
1.960000000000000000e+03, 1.629897656575451048e+00, 9.130896371258481636e+00, 1.079577467739333940e+00, 9.701872052800741386e+00, 3.899355281723729583e+00, 1.320193240400651780e+00, 1.271295225122658801e+00, 7.632131576795923245e+00, 5.260343974888134211e-01, 2.052997953941209985e+00, 2.998127182431056692e+00, 1.197412543149216857e+00, 6.586397379728792245e+00
1.961000000000000000e+03, 1.615088223421622171e+00, 9.125575433809654413e+00, 1.082744689607427757e+00, 9.666576006529981058e+00, 3.886907218599243485e+00, 1.338308432993852159e+00, 1.270755165812291976e+00, 7.667837508703841287e+00, 5.752299458125539333e-01, 1.973807998285904697e+00, 3.028662566964108294e+00, 1.226409273423040291e+00, 6.541057302447082833e+00
1.962000000000000000e+03, 1.586890446100341689e+00, 8.935085284094762770e+00, 1.099830458656682497e+00, 9.716668496947349354e+00, 3.876173301531212978e+00, 1.307785523729530830e+00, 1.244031026217012448e+00, 7.655451144351040682e+00, 5.334545022811240100e-01, 1.966930503709797051e+00, 3.013978396886912048e+00, 1.217410596348883711e+00, 6.544897236292415599e+00
1.963000000000000000e+03, 1.634446079446345568e+00, 8.872635308577747182e+00, 1.073601161365929313e+00, 9.577357122793825894e+00, 3.853517797861977012e+00, 1.294810105081513729e+00, 1.234280447702841288e+00, 7.658384187564290180e+00, 5.325341405285579643e-01, 2.085610973014364600e+00, 2.968841243517128525e+00, 1.257343289716343238e+00, 6.510835754692252841e+00
1.964000000000000000e+03, 1.612683099006821941e+00, 8.943830699560564312e+00, 1.078419372475659221e+00, 9.480456637486019744e+00, 3.860075284649096439e+00, 1.289593606015299709e+00, 1.231173367528729301e+00, 7.637652898696766890e+00, 6.609645724395885047e-01, 2.294707131811219547e+00, 3.003105661728560971e+00, 1.264625114730131950e+00, 6.528115667213876705e+00
1.965000000000000000e+03, 1.634659784769370905e+00, 8.977793196138724952e+00, 1.112437379242423807e+00, 9.601149258504415585e+00, 3.849879760218885227e+00, 1.323397255971832109e+00, 1.235785320984189584e+00, 7.625066649951294018e+00, 5.677810419801215813e-01, 1.949827255286444849e+00, 3.061786154571289220e+00, 1.215439421967891676e+00, 6.549724040267224545e+00
1.966000000000000000e+03, 1.675689091635699235e+00, 8.939066735035437361e+00, 1.093620315652150454e+00, 9.749516020447380527e+00, 3.839352255043651851e+00, 1.323220316275756092e+00, 1.248635005155870559e+00, 7.606004455567482836e+00, 5.232953209896570312e-01, 1.824537743832771008e+00, 3.140270625671266469e+00, 1.229501068087816229e+00, 6.530489989770964954e+00
1.967000000000000000e+03, 1.635438776920406845e+00, 9.018979144375075307e+00, 1.076506829104882268e+00, 9.780323781350174883e+00, 3.849229385699915795e+00, 1.301990880344974899e+00, 1.274319535938962300e+00, 7.601424236529157774e+00, 6.826000164099592649e-01, 1.930682817531243600e+00, 3.084449432426448645e+00, 1.238397962956661047e+00, 6.474744912581344991e+00
1.968000000000000000e+03, 1.627304334775966366e+00, 8.958356521254104976e+00, 1.086029009755554275e+00, 9.665155103885808785e+00, 3.849262175081184179e+00, 1.316405983837978466e+00, 1.288807108847234817e+00, 7.636402447892003842e+00, 5.470019438306862325e-01, 1.903758370568002345e+00, 3.051220500613813780e+00, 1.249112955545023107e+00, 6.452019874013280365e+00
1.969000000000000000e+03, 1.625613241476516979e+00, 8.909135367909193803e+00, 1.101776208258849143e+00, 9.639682613767654118e+00, 3.839730670577421456e+00, 1.317157669408263621e+00, 1.270086537817406880e+00, 7.725550764392111525e+00, 5.277249014919136449e-01, 1.942180059466761977e+00, 3.091724948430468523e+00, 1.206025524882012201e+00, 6.508720236210757015e+00
1.970000000000000000e+03, 1.573472480669389384e+00, 8.903266972059190820e+00, 1.106188356982796162e+00, 9.710578154307754062e+00, 3.825507456872041079e+00, 1.335147343569091927e+00, 1.254972887153712691e+00, 7.676511044560553998e+00, 6.953976737005751474e-01, 2.149491323972182677e+00, 2.968198080249158100e+00, 1.197087530841220993e+00, 6.475593405042314288e+00
1.971000000000000000e+03, 1.592716411026407597e+00, 8.943151559824119801e+00, 1.098486961390620964e+00, 9.729681361257776828e+00, 3.827786480840947192e+00, 1.342136283729023383e+00, 1.263383178947037777e+00, 7.637645510276418470e+00, 5.836510298760754223e-01, 2.307151668551040036e+00, 2.995062742736302130e+00, 1.215009161182342812e+00, 6.437731337128619558e+00
1.972000000000000000e+03, 1.618386132641664421e+00, 8.919633554053131519e+00, 1.092054812019258359e+00, 9.888874912126114580e+00, 3.846062950737855868e+00, 1.339189756130341857e+00, 1.260050556016407031e+00, 7.634855831186431629e+00, 4.338179758219164461e-01, 1.865497095092629065e+00, 3.029158770905767462e+00, 1.258469946081080648e+00, 6.458112531095761888e+00
1.973000000000000000e+03, 1.621195726882181498e+00, 8.973150385035381760e+00, 1.076026096646195862e+00, 9.769765092203089196e+00, 3.842640121535221276e+00, 1.324855941877138399e+00, 1.238991330700452753e+00, 7.707302492764244839e+00, 6.669134439777733014e-01, 1.724514332233002323e+00, 3.036515872237126601e+00, 1.259618899135054981e+00, 6.455402592945001850e+00
1.974000000000000000e+03, 1.599412777654377837e+00, 8.952325271745291246e+00, 1.078761748819764055e+00, 9.667677496394654568e+00, 3.826602151512899841e+00, 1.352234218347555084e+00, 1.231686723568993447e+00, 7.650433502615705095e+00, 7.405632114061515558e-01, 1.946482413411567025e+00, 3.148646387567451299e+00, 1.214433688153144342e+00, 6.484115084600524881e+00
1.975000000000000000e+03, 1.606255855565559276e+00, 8.851624966615098344e+00, 1.066072211692355554e+00, 9.764213403779425704e+00, 3.847241504592793238e+00, 1.347719474474702528e+00, 1.250824517235749278e+00, 7.690312118057896384e+00, 6.204329694749942670e-01, 1.935253108181302917e+00, 3.152764346070275892e+00, 1.211823711098043210e+00, 6.533866281778451857e+00
1.976000000000000000e+03, 1.580838075796616504e+00, 8.812819281296368601e+00, 1.078602847127214659e+00, 9.994044693327671425e+00, 3.855356606430369037e+00, 1.335622449619631391e+00, 1.275194425106626284e+00, 7.668250435521081876e+00, 5.358331279237688038e-01, 2.158598859512239176e+00, 3.126385760345248066e+00, 1.230185184330304216e+00, 6.470437160313948333e+00
1.977000000000000000e+03, 1.497062285130342563e+00, 8.788161844577953019e+00, 1.121066588656755902e+00, 1.006432149657779895e+01, 3.861174431529333262e+00, 1.349411726343192619e+00, 1.279961447226909188e+00, 7.740982740308532506e+00, 4.496231132317631274e-01, 2.020388149736114691e+00, 3.119010571739946336e+00, 1.246498896346807994e+00, 6.426352113808926347e+00
1.978000000000000000e+03, 1.561093657114062561e+00, 8.765018984884923370e+00, 1.113104590493254387e+00, 1.006521220420481022e+01, 3.857533958301497368e+00, 1.346317943696034414e+00, 1.289522376009924809e+00, 7.690945225265352292e+00, 5.189305414201768052e-01, 1.915164361613081345e+00, 3.135789315074838157e+00, 1.246882262467403635e+00, 6.415923701246289745e+00
1.979000000000000000e+03, 1.639213814186552209e+00, 8.778886720305015601e+00, 1.068384485844127152e+00, 1.002484757241677826e+01, 3.866212749702544027e+00, 1.358013005901607562e+00, 1.292828028135397433e+00, 7.711944408883306679e+00, 7.062004666155323740e-01, 2.117161923684246272e+00, 3.044778914755566390e+00, 1.237627369867459359e+00, 6.415304909567506542e+00
1.980000000000000000e+03, 1.593342337418933052e+00, 8.912908795866190559e+00, 1.112996674744499037e+00, 1.001628992343865221e+01, 3.868923785859851971e+00, 1.324562174388294267e+00, 1.283401975694258290e+00, 7.721206423920897954e+00, 6.561001591487760631e-01, 2.336734171968688933e+00, 3.073767813330480436e+00, 1.209380302979908839e+00, 6.433498338359543212e+00
1.981000000000000000e+03, 1.474483545639579063e+00, 8.845448168315748205e+00, 1.117829102929752461e+00, 1.021560611535401542e+01, 3.855350932671689268e+00, 1.307865567291535136e+00, 1.275944613977422426e+00, 7.714531431782294391e+00, 4.253301612371512830e-01, 1.882046722897048996e+00, 3.097496603070400756e+00, 1.270343410724202204e+00, 6.404917682090035314e+00
1.982000000000000000e+03, 1.544356125447095662e+00, 8.806953009191072823e+00, 1.144280861575151853e+00, 1.015459524569607730e+01, 3.849908815029652764e+00, 1.333111221178018946e+00, 1.297757892928546264e+00, 7.713731612964005002e+00, 5.396010200944589830e-01, 1.689701439161212404e+00, 3.154051234255716540e+00, 1.225610808836552934e+00, 6.420538899328750659e+00
1.983000000000000000e+03, 1.586331384271428169e+00, 8.794122126917770288e+00, 1.098931534012680622e+00, 1.002306754667378463e+01, 3.881128670823014382e+00, 1.333608785111024986e+00, 1.293369637248350745e+00, 7.738985832581169788e+00, 8.569118741890854318e-01, 2.084816702476750105e+00, 3.122383309953147279e+00, 1.203656691467142936e+00, 6.489734146586417118e+00
1.984000000000000000e+03, 1.565985568727707777e+00, 8.830119672286167898e+00, 1.066848992018808229e+00, 1.011347170669751883e+01, 3.923142852003350445e+00, 1.335534422233145779e+00, 1.267314608585720981e+00, 7.756222624921352171e+00, 5.853210527329789636e-01, 2.214318518806074554e+00, 3.090485909877797255e+00, 1.272117715548952921e+00, 6.510524791591405069e+00
1.985000000000000000e+03, 1.601037052460737797e+00, 8.827653915287175579e+00, 1.082180418796722554e+00, 1.013461588348520692e+01, 3.961019718635414577e+00, 1.343555464637399055e+00, 1.274999290264677620e+00, 7.729147656399822708e+00, 4.088093502517897160e-01, 1.965775043567667968e+00, 3.087565965626427378e+00, 1.239218961847296852e+00, 6.497308041478077278e+00
1.986000000000000000e+03, 1.586903815957592556e+00, 8.764127579740694785e+00, 1.097971829533415544e+00, 1.023059365003746990e+01, 3.984267622376375773e+00, 1.337105839057321832e+00, 1.275798633540143667e+00, 7.748414359079363045e+00, 5.656715043143437649e-01, 1.898589990965431573e+00, 3.127592908466792831e+00, 1.190576092271038444e+00, 6.445674859190031469e+00
1.987000000000000000e+03, 1.593759870466719297e+00, 8.776142675687685468e+00, 1.102104556229328347e+00, 1.023416758087418899e+01, 3.994976788361261022e+00, 1.317127910628694387e+00, 1.258713837338150343e+00, 7.727300774602860578e+00, 6.656964128663248603e-01, 2.227156892410745215e+00, 3.224564240305642482e+00, 1.217311678721507473e+00, 6.488548942741643621e+00
1.988000000000000000e+03, 1.570932862509020200e+00, 8.775561122734284680e+00, 1.080521017213821100e+00, 1.030158985412821515e+01, 3.964242651473039558e+00, 1.347152084262780436e+00, 1.269478169626238273e+00, 7.739916049698214451e+00, 6.541049036320474297e-01, 2.114066018070215325e+00, 3.310887618841937829e+00, 1.243299683683225298e+00, 6.534395836544948821e+00
1.989000000000000000e+03, 1.555737921750289798e+00, 8.750360906022812912e+00, 1.117232014692872921e+00, 1.035321965750616435e+01, 3.929718485605579570e+00, 1.363064674420027655e+00, 1.262059025184648409e+00, 7.730532479249610844e+00, 4.722994170526744195e-01, 1.913439983682821977e+00, 3.331986246925369599e+00, 1.245793467849477310e+00, 6.554409802809805896e+00
1.990000000000000000e+03, 1.534109172961722001e+00, 8.751708753776078709e+00, 1.111192973923252225e+00, 1.032053437072071667e+01, 3.898865619267283478e+00, 1.389573251638178686e+00, 1.245094063286300790e+00, 7.770886032191604009e+00, 6.148144317842390016e-01, 2.184931435759417617e+00, 3.251441682659427457e+00, 1.212499680672133762e+00, 6.579915146892896693e+00
1.991000000000000000e+03, 1.466659666455133904e+00, 8.895309074443241926e+00, 1.140263511317273215e+00, 1.013086425413655256e+01, 3.911903905585465857e+00, 1.347425090178637763e+00, 1.267120069680900629e+00, 7.763982431048629174e+00, 6.725980879244154442e-01, 2.293211453532392419e+00, 3.325257095442002431e+00, 1.223259883601748310e+00, 6.528078302939344546e+00
1.992000000000000000e+03, 1.570517613146059643e+00, 8.966724676711574915e+00, 1.130991267263779188e+00, 9.966478840680144557e+00, 3.942406686769308610e+00, 1.307662512988771564e+00, 1.287908150801631013e+00, 7.773055268672925955e+00, 5.025544486302705449e-01, 2.183218255498459381e+00, 3.303959738428170478e+00, 1.293140623670347544e+00, 6.522522034037169902e+00
1.993000000000000000e+03, 1.613904031757128044e+00, 8.921947048151345427e+00, 1.064694719675813639e+00, 1.007935779790270026e+01, 3.958088569364338394e+00, 1.339933966349132310e+00, 1.278203303014344039e+00, 7.777823592182202539e+00, 6.320825760504253932e-01, 1.971522494354448263e+00, 3.268298628008618145e+00, 1.231663745458883907e+00, 6.606395684089533482e+00
1.994000000000000000e+03, 1.640661918559086496e+00, 8.833739600526037350e+00, 1.100924145468884729e+00, 1.018355125913879533e+01, 3.964203159432603485e+00, 1.395753808968629217e+00, 1.284959511011406263e+00, 7.781868018292618316e+00, 6.067512196363634702e-01, 1.915456339397777041e+00, 3.173418473292761721e+00, 1.206781580270912313e+00, 6.697678569604208931e+00
1.995000000000000000e+03, 1.613616025950707300e+00, 8.672811025210640068e+00, 1.122166873881233373e+00, 1.013928691169351204e+01, 3.938700222435076004e+00, 1.335815395546645190e+00, 1.296646172539880348e+00, 7.836542198782099788e+00, 4.807805723955479449e-01, 2.198940287059315324e+00, 3.147628094305820579e+00, 1.233633891175903052e+00, 6.716074380258454823e+00
1.996000000000000000e+03, 1.567463465781681720e+00, 8.796596356682826467e+00, 1.141723274176683622e+00, 1.016533081435665231e+01, 3.953814235245270314e+00, 1.363598909564260886e+00, 1.277882950436707965e+00, 7.859893716374422468e+00, 5.770102785335620155e-01, 2.106931093019086543e+00, 3.136792975444024911e+00, 1.238066972981443303e+00, 6.732182630501259979e+00
1.997000000000000000e+03, 1.500685984756307878e+00, 8.861194337891847184e+00, 1.115561724990469683e+00, 1.017740151320856157e+01, 3.934231207761926807e+00, 1.320991285561801343e+00, 1.274824798720497032e+00, 7.902984126604373216e+00, 6.422889878272409758e-01, 2.062813211568097049e+00, 3.136335019008981373e+00, 1.252859131308967200e+00, 6.715146750932611042e+00
