year, MPI-ESM1-2-LR, NorESM2-LM, CNRM-ESM2-1, CanESM5, EC-Earth3-Veg, NorESM2-MM, INM-CM4-8, TaiESM1, IPSL-CM6A-LR, INM-CM5-0, CMCC-CM2-SR5, UKESM1-0-LL, CESM2-WACCM, MIROC-ES2L, GFDL-ESM4, ACCESS-ESM1-5
1.910000000000000000e+03, 4.182951698353809533e+00, 3.073392676908479615e+00, 2.776448438042408373e+00, 3.804998671962048551e+00, 3.802534023767177640e+00, 3.756987235215249576e+00, 5.417682151268591539e+00, 3.582427948306039500e+00, 2.398439201110631913e+00, 5.083381421344093987e+00, 3.260129658364852023e+00, 4.975917921794678733e+00, 3.466085204561965227e+00, 2.795643736814070301e+00, 4.141985371250131998e+00, 2.488879267445809784e+00
1.911000000000000000e+03, 4.296077029486606413e+00, 3.160240605593658714e+00, 2.591570643898290172e+00, 3.765037165091165594e+00, 3.752702051266611605e+00, 3.540170952531529469e+00, 5.291973018239183979e+00, 3.881506238003805898e+00, 2.405132898167828159e+00, 5.270635142978782994e+00, 3.504437966078585376e+00, 4.943945417883432114e+00, 3.427290240536886134e+00, 2.862933756902354521e+00, 4.129774358347557239e+00, 2.281910144081263692e+00
1.912000000000000000e+03, 4.352030568935414401e+00, 2.836494127305684287e+00, 2.758857988854927612e+00, 3.774082864766227896e+00, 3.520595362807756867e+00, 3.671307716213392691e+00, 5.389048674462295629e+00, 4.264272714959515653e+00, 2.383156821650199042e+00, 5.120965785704306938e+00, 3.118022887343292471e+00, 4.534162895139942862e+00, 3.458257981676751580e+00, 2.671805991009412296e+00, 4.643582555838086101e+00, 2.292433896535423177e+00
1.913000000000000000e+03, 4.404794186670486944e+00, 2.967215259995507726e+00, 2.583360607545698961e+00, 3.998766757469709887e+00, 3.710259257375495778e+00, 3.454560422493010208e+00, 5.490882992924324135e+00, 3.568166560329554038e+00, 2.552281918980495501e+00, 5.437961192144447509e+00, 3.125664343914391186e+00, 4.420555204641686942e+00, 3.619984689735630035e+00, 2.740818993650578683e+00, 4.415900206402893602e+00, 2.259838362644707832e+00
1.914000000000000000e+03, 4.426753341547330578e+00, 3.365367599415887589e+00, 2.617730437897141993e+00, 4.159596570081991018e+00, 4.129675264372134613e+00, 3.670930767457412092e+00, 5.395165810042720445e+00, 3.653552812867078892e+00, 2.442190018088511216e+00, 5.289320399733391298e+00, 3.207940720898267539e+00, 4.533401805910449056e+00, 3.487413002066876100e+00, 2.871632850996425734e+00, 4.154249057438029524e+00, 2.334745727994300690e+00
1.915000000000000000e+03, 4.396173986938524791e+00, 3.079610038073803846e+00, 2.652625586334957042e+00, 3.967712405376133677e+00, 4.098784762675694360e+00, 3.744594474851896226e+00, 5.308470607273021891e+00, 3.910170529075401635e+00, 2.289624305947987271e+00, 5.289928447819169932e+00, 3.341793988215794098e+00, 4.561908952331150680e+00, 3.655796312437414208e+00, 2.931267672498778065e+00, 4.188173997592998354e+00, 2.296103836571868229e+00
1.916000000000000000e+03, 4.447905649414226836e+00, 2.980323527522044547e+00, 2.589487966651282225e+00, 4.006512012346344243e+00, 3.861577734539564766e+00, 3.707549550109511927e+00, 5.411227028070134892e+00, 3.597830905720714512e+00, 2.347299710429489483e+00, 5.207806195169792041e+00, 3.008514332722043161e+00, 4.644872547718462030e+00, 3.509480911998658748e+00, 2.732951404050254940e+00, 4.533810507546379931e+00, 2.174666125083676960e+00
1.917000000000000000e+03, 4.278895457888834741e+00, 3.210115432685323622e+00, 2.747262848572877392e+00, 3.914807977123793137e+00, 3.766070512308762108e+00, 3.774873549284385454e+00, 5.398722393016651466e+00, 3.942803653840518230e+00, 2.555617281691594744e+00, 5.347511466781642575e+00, 3.509223451772123692e+00, 4.884954108885445123e+00, 3.418960743883276976e+00, 2.738822438053889918e+00, 4.475271757924159211e+00, 2.372410332265125099e+00
1.918000000000000000e+03, 4.350259174809126606e+00, 3.144987287975997692e+00, 2.688547999405303646e+00, 3.996938504939994807e+00, 3.762643042576358621e+00, 3.701919756237597614e+00, 5.239226837103416301e+00, 4.124395329737438054e+00, 2.360945286707110569e+00, 5.276379748066951869e+00, 3.409458397790850803e+00, 4.666594749921380902e+00, 3.600209919612865406e+00, 2.739474936247693559e+00, 4.549052439908748191e+00, 2.397803751012824058e+00
1.919000000000000000e+03, 4.215948371473256628e+00, 2.879665304377984292e+00, 2.685080325422765313e+00, 4.174976664797257264e+00, 3.791953707867461443e+00, 3.535022897179602275e+00, 5.397585683181260308e+00, 3.578281062620785491e+00, 2.675244779433652020e+00, 4.995814855560715806e+00, 3.003832095380088774e+00, 4.479333800037735180e+00, 3.680983781166502045e+00, 2.752409408782256595e+00, 4.220499708233150571e+00, 2.510475394180770703e+00
1.920000000000000000e+03, 4.017891856549269392e+00, 3.069736336700235491e+00, 2.557928896652843065e+00, 4.003752733144394504e+00, 3.721178577697884293e+00, 3.578930087423096928e+00, 5.323986395758542045e+00, 3.737356073384203281e+00, 2.334318626363239613e+00, 5.163595138682944174e+00, 3.486288139915793671e+00, 4.597035388908544462e+00, 3.458147726587267545e+00, 2.858870039142883179e+00, 4.260021739911477034e+00, 2.427678313931058707e+00
1.921000000000000000e+03, 4.201674338205544146e+00, 3.096147473968003272e+00, 2.732803284089318385e+00, 4.132156122123356035e+00, 3.823514880247833592e+00, 3.751177855615531964e+00, 5.250386066919775274e+00, 4.235757014427705691e+00, 2.492899557715608339e+00, 5.350604966068081225e+00, 3.045688074017708136e+00, 4.570214957584849635e+00, 3.205977292377718335e+00, 2.779611240895357938e+00, 4.455722490228732013e+00, 2.310092132036436929e+00
1.922000000000000000e+03, 4.412395910613575722e+00, 3.177656161975362714e+00, 2.727825219675643176e+00, 3.984776001124143097e+00, 3.748834819572760768e+00, 3.778208161412764277e+00, 5.380791102884333377e+00, 3.774223629250901713e+00, 2.470529761354995024e+00, 5.194456424655284899e+00, 3.296779785524599937e+00, 4.839198842751002871e+00, 3.451327150044656733e+00, 2.745485895041335667e+00, 4.292908019274551457e+00, 2.458211800044655337e+00
1.923000000000000000e+03, 4.394210806871670982e+00, 2.983892017687975518e+00, 2.559946928692608648e+00, 4.049385372584051623e+00, 3.882923196800681875e+00, 3.977790825800089802e+00, 5.070563978854152332e+00, 3.225728455251285709e+00, 2.530919116249660039e+00, 5.070431906113507026e+00, 3.515745303082084217e+00, 4.508330374477806934e+00, 3.633786821783051568e+00, 2.704294435472622382e+00, 4.127234134986127678e+00, 2.413866144878101583e+00
1.924000000000000000e+03, 4.352736968148916752e+00, 3.065669853798798528e+00, 2.733341429173541393e+00, 3.822542179027109466e+00, 3.904285115699593689e+00, 3.924518879724494536e+00, 5.402002314869291055e+00, 3.932481524398714345e+00, 2.424629950117218602e+00, 5.239633067395549126e+00, 3.253293426738037120e+00, 4.391008950069764438e+00, 3.385327945581543485e+00, 2.809143093401523128e+00, 4.187720104438011681e+00, 2.464390930444879668e+00
1.925000000000000000e+03, 4.495244633152782221e+00, 3.271464729697895812e+00, 2.848283071642880859e+00, 3.969788717766740138e+00, 3.600336493445800645e+00, 3.954881173869976063e+00, 5.389362305597223290e+00, 4.289551204336345513e+00, 2.386693061170117591e+00, 5.247819279307956108e+00, 3.347989792430737133e+00, 4.766638085451974760e+00, 3.559362856609280978e+00, 2.799955202435227886e+00, 4.489835603656404217e+00, 2.344444743831081368e+00
1.926000000000000000e+03, 4.378424029257387495e+00, 3.095325055673918691e+00, 2.763591423614269793e+00, 4.074204860796817762e+00, 3.571055217045746577e+00, 3.876919262533512267e+00, 5.233643728066208034e+00, 3.688311689314917263e+00, 2.447897681092351618e+00, 5.259263013079988447e+00, 3.186551296040808445e+00, 4.657501349404182811e+00, 3.541256608856389043e+00, 2.885607539522244025e+00, 4.483612613857939522e+00, 2.364279943815594809e+00
1.927000000000000000e+03, 4.362603611127019221e+00, 3.158284258143962742e+00, 2.441308407692699856e+00, 4.125701758868727254e+00, 3.702754582321530208e+00, 3.661334883331518242e+00, 5.368186661934509551e+00, 3.479620477042450144e+00, 2.608659267264592518e+00, 5.254125498683114515e+00, 3.327475901133002623e+00, 5.066062842682842238e+00, 3.439860194075745614e+00, 2.817608171848758669e+00, 4.336981341749965857e+00, 2.288301681777159313e+00
1.928000000000000000e+03, 4.333328481167847634e+00, 3.214717275794123807e+00, 2.535312514800139638e+00, 3.974653264697181498e+00, 3.614992641183476074e+00, 4.004309590769010718e+00, 5.402307723461436062e+00, 3.905220942196516276e+00, 2.447966223512716866e+00, 5.180293241318114639e+00, 3.469090326727779061e+00, 4.589546086196204300e+00, 3.637709047641431326e+00, 2.821303183293750294e+00, 4.097358538191870458e+00, 2.509660942872280476e+00
1.929000000000000000e+03, 4.526533757174576067e+00, 3.100151186940894199e+00, 2.860056204190493112e+00, 3.875862069827973322e+00, 3.736706109187858171e+00, 3.768955668724138786e+00, 5.255708278817645684e+00, 4.232351451670537834e+00, 2.303738840188205295e+00, 4.903064124888799391e+00, 3.165417403902013760e+00, 4.558685685212824801e+00, 3.559736675208196477e+00, 2.797115414835536829e+00, 4.393686940932382434e+00, 2.433450944320966869e+00
1.930000000000000000e+03, 4.598282063789943308e+00, 3.270274015378908494e+00, 2.711560633791069819e+00, 4.032969707004684601e+00, 3.880489681513458855e+00, 3.596218961653309787e+00, 5.235065758873795438e+00, 3.483291400059005394e+00, 2.375285862391570912e+00, 5.336465308007310782e+00, 3.426983636855870596e+00, 4.266666401473933057e+00, 3.534079455812333848e+00, 2.745195287871563750e+00, 4.380962237985380092e+00, 2.386208290103916330e+00
1.931000000000000000e+03, 4.563163151365801973e+00, 3.082425970036166252e+00, 2.665214938256942556e+00, 4.192283977008705698e+00, 3.779441287320691956e+00, 3.653235967459545375e+00, 5.409162266266012153e+00, 3.795974948508673563e+00, 2.662187421652629560e+00, 5.233656887001963298e+00, 3.469659845898049877e+00, 4.837058171189678291e+00, 3.306535088258406585e+00, 2.766235505069691403e+00, 4.289460761208457207e+00, 2.257830601991335673e+00
1.932000000000000000e+03, 4.479448047616214623e+00, 3.097912485397042559e+00, 2.505678227697358817e+00, 4.183754045970796476e+00, 3.732229133258137654e+00, 3.852550727560152932e+00, 5.397303460364266670e+00, 4.238997593893339300e+00, 2.428276040354963694e+00, 5.365458819205546348e+00, 3.129577035879935742e+00, 4.826475434538061826e+00, 3.548880226699954843e+00, 2.770463656079713566e+00, 3.968488015596894680e+00, 2.387305188978518622e+00
1.933000000000000000e+03, 4.443749076679994303e+00, 3.276271857186769942e+00, 2.663769911789950040e+00, 4.041712674726838372e+00, 3.689017832670319574e+00, 3.882628578290113097e+00, 5.372046722604903124e+00, 3.576890868841861248e+00, 2.377785805669652586e+00, 5.479041336479427038e+00, 3.524372054124214948e+00, 4.817926114824610195e+00, 3.664145448279509498e+00, 2.766655925093447266e+00, 4.368096572498089358e+00, 2.416652673558575604e+00
1.934000000000000000e+03, 4.227540868275254660e+00, 3.207233555249385137e+00, 2.794545131761116519e+00, 4.113737773440994339e+00, 3.627263777903437791e+00, 3.635802737032696186e+00, 5.423108436992063019e+00, 3.747482621499659494e+00, 2.374879115586855605e+00, 5.235184190677354188e+00, 3.178447553992333585e+00, 4.890080403014738231e+00, 3.694504384472736103e+00, 2.766404712588014458e+00, 4.502060815838214047e+00, 2.336910823106633561e+00
1.935000000000000000e+03, 4.407620131975186872e+00, 2.918901669182612846e+00, 2.451863686765682449e+00, 4.025169866175223987e+00, 3.756612753701785046e+00, 3.940009756550714837e+00, 5.260677572459186102e+00, 4.284482817658144427e+00, 2.702174916183217146e+00, 5.193977089471601971e+00, 3.305399568766256735e+00, 4.717114644869126572e+00, 3.197581205656868431e+00, 2.734611939469699049e+00, 4.168706152210949867e+00, 2.332034026397226789e+00
1.936000000000000000e+03, 4.475051783561497132e+00, 3.187273192241907971e+00, 2.712796316328599744e+00, 4.330299213532726732e+00, 3.816680094902867637e+00, 3.896118662400396282e+00, 5.417986006893674045e+00, 3.579021873595876979e+00, 2.555310130281269743e+00, 5.493798934839414727e+00, 3.454086512291520084e+00, 4.555121133670742672e+00, 3.510932225571450349e+00, 2.672896870630521615e+00, 4.309116181228576536e+00, 2.446419435349040050e+00
1.937000000000000000e+03, 4.543654994812453829e+00, 3.341341509949443012e+00, 2.599975069701271124e+00, 4.204599887549867354e+00, 3.658368821426487560e+00, 3.628868589772870301e+00, 5.278742810622117254e+00, 3.862816040979908383e+00, 2.211100430315039667e+00, 5.113994312141483256e+00, 3.416370525613635856e+00, 5.260026222823081632e+00, 3.726414217505143345e+00, 2.798570025842676223e+00, 4.239885415800793034e+00, 2.215084188359062178e+00
1.938000000000000000e+03, 4.318924307632924453e+00, 3.086222962949007442e+00, 2.884762049604721934e+00, 4.134047290536339681e+00, 3.541651062851406184e+00, 3.657028223917296206e+00, 5.360413320116610869e+00, 4.126802054310719114e+00, 2.432320029307692533e+00, 5.346543594785281073e+00, 3.342403369525006163e+00, 5.291520027844925700e+00, 3.462320772129594992e+00, 2.785441346856655453e+00, 4.336532343144598123e+00, 2.437921691388523104e+00
1.939000000000000000e+03, 4.595806472745664450e+00, 3.093509090569507514e+00, 2.630051906642784765e+00, 3.895855244789046434e+00, 3.632833760263633138e+00, 3.748458270244788171e+00, 5.254477739469797903e+00, 3.745391681769862480e+00, 2.597953583758351392e+00, 5.152034873604356413e+00, 3.449990450819621302e+00, 4.876313748094983858e+00, 3.589737430278456376e+00, 2.823135632800084505e+00, 4.183862300416415714e+00, 2.383130366780594311e+00
1.940000000000000000e+03, 4.245756379728527818e+00, 2.842362334026556248e+00, 2.848264632621682058e+00, 3.991219484426700603e+00, 3.431805282965681325e+00, 3.664291002775434958e+00, 5.170483725664308139e+00, 3.758998341835966706e+00, 2.684321389901703103e+00, 5.090066475743483920e+00, 3.259821906681107162e+00, 4.813750034018503321e+00, 3.517845458659040858e+00, 2.742380410049160666e+00, 4.088617386981618473e+00, 2.489200245338766493e+00
1.941000000000000000e+03, 4.227219107339408311e+00, 3.149725408006150307e+00, 2.455443853950316946e+00, 4.052233194381759773e+00, 3.887919042175795425e+00, 3.707738021507410497e+00, 5.382496737496250461e+00, 4.284271156464511954e+00, 2.416790605280469961e+00, 5.179303106984945337e+00, 3.289041469314422095e+00, 4.849961149446843756e+00, 3.590657965573386345e+00, 2.676324386981974168e+00, 4.354068403003112486e+00, 2.277820073283719715e+00
1.942000000000000000e+03, 3.949515923326160749e+00, 3.296914011794640942e+00, 2.792883248692125786e+00, 4.226686407884460372e+00, 3.608554997105289264e+00, 3.756464177162827323e+00, 5.270213736775563262e+00, 3.857110254622442280e+00, 2.149067583462374031e+00, 5.213345184874556892e+00, 3.615601739757615896e+00, 4.578336435638137303e+00, 3.406594179661431188e+00, 2.760673339422145212e+00, 4.404624433384662474e+00, 2.438878420187716500e+00
1.943000000000000000e+03, 4.269186784936305656e+00, 3.250550022042153042e+00, 2.845384786935183374e+00, 4.168877568727026528e+00, 3.661023371736788601e+00, 3.777242106850056569e+00, 5.261841323431868389e+00, 3.774072967380316612e+00, 2.572633209667194443e+00, 5.300334500632354562e+00, 3.424499206671277829e+00, 4.808580568309485770e+00, 3.319302473814420118e+00, 2.802401881529413163e+00, 4.173322313071732736e+00, 2.549157341647195985e+00
1.944000000000000000e+03, 4.574881919220796789e+00, 3.131291096724463596e+00, 2.701933162915011177e+00, 3.983017668902455899e+00, 3.851533939759804959e+00, 3.880989444490372087e+00, 5.369337646184163759e+00, 3.980687205964075215e+00, 2.712177253819271439e+00, 5.504427920605872160e+00, 3.191179974950707265e+00, 4.707157648820498252e+00, 3.508902464754817707e+00, 2.835963301905466860e+00, 4.306798886017549677e+00, 2.382858142182280758e+00
1.945000000000000000e+03, 4.474361978572559906e+00, 3.063365499948140780e+00, 2.839468620174487423e+00, 4.132311071268717662e+00, 3.583605864027370913e+00, 3.688211888426729868e+00, 5.293314488384109673e+00, 4.316975033625951141e+00, 2.524307599291943038e+00, 5.333895743149144941e+00, 3.422440965629367948e+00, 5.239055262280118974e+00, 3.692602553602721382e+00, 2.679681398566472694e+00, 4.551988521418879330e+00, 2.257012214983499909e+00
1.946000000000000000e+03, 4.318309078232172027e+00, 3.213091881600081745e+00, 2.556426869664359280e+00, 3.908081549297682589e+00, 3.650948440243339199e+00, 3.746231879720774316e+00, 5.338270847454531065e+00, 3.904635249467942604e+00, 2.510815766401957916e+00, 5.371332803895230157e+00, 3.513972591522106281e+00, 5.111708968792437524e+00, 3.715507495609398525e+00, 2.689442111072915864e+00, 4.505077037616681324e+00, 2.295691056175392486e+00
1.947000000000000000e+03, 4.399035280784823421e+00, 2.954729258488526078e+00, 2.512878821306602006e+00, 3.996217583826845665e+00, 3.713824240918057296e+00, 3.761920208891604389e+00, 5.254444765069427703e+00, 3.386770432181170687e+00, 2.540231924538185027e+00, 5.063568013532341539e+00, 3.432078774549892852e+00, 4.494670435259907393e+00, 3.636531865522667051e+00, 2.769949251523843081e+00, 4.242452040861615536e+00, 2.432681628133837481e+00
1.948000000000000000e+03, 4.597420048983414276e+00, 3.086639139203837257e+00, 2.688139492441755873e+00, 4.046490448380430927e+00, 3.609449097755203173e+00, 3.810271819352019307e+00, 5.248698038173482239e+00, 3.962150682660860568e+00, 2.436346111664729808e+00, 5.316612642034850289e+00, 2.979367660360435544e+00, 4.825967784578257813e+00, 3.653700597202706124e+00, 2.798648263422254256e+00, 4.306295304430814319e+00, 2.431747070309061787e+00
1.949000000000000000e+03, 4.692924568214510650e+00, 3.052946104327687316e+00, 2.431541878433344905e+00, 4.026819354427368935e+00, 3.433095215177521808e+00, 3.802220101215541881e+00, 5.230618935828300842e+00, 4.352338243522900996e+00, 2.608148240189423372e+00, 5.325423117438344178e+00, 3.787124418509838275e+00, 5.014717546370981438e+00, 3.193516782404416166e+00, 2.831920723139774498e+00, 4.205489868875821990e+00, 2.251674307841325717e+00
1.950000000000000000e+03, 4.447175554306889822e+00, 3.155227125583368153e+00, 2.792665012612958186e+00, 4.086292338520116196e+00, 3.597793076392531209e+00, 3.648907478624655809e+00, 5.172052600537358380e+00, 3.918473200288715041e+00, 2.760386517754351843e+00, 5.225965048344367148e+00, 3.325695288383538450e+00, 5.476071544929911994e+00, 3.459240911852945466e+00, 2.621832661892554928e+00, 4.088938099949080751e+00, 2.476199840443904066e+00
1.951000000000000000e+03, 4.178605110120185984e+00, 3.247448323577783125e+00, 2.628935740455342174e+00, 4.065675717247569487e+00, 3.755144138514113550e+00, 3.528460528188161582e+00, 5.121800295690627891e+00, 3.270492170517937502e+00, 2.469020319768814531e+00, 5.074642329932736118e+00, 3.049614260170998570e+00, 5.308252405410156527e+00, 3.400123692581687784e+00, 2.742978899389488578e+00, 4.487951042679474867e+00, 2.389892951198866911e+00
1.952000000000000000e+03, 4.222477609720621139e+00, 3.227201190500697425e+00, 2.820169901461945461e+00, 4.022383686880369957e+00, 3.482281777765525277e+00, 3.809817280402968187e+00, 5.187792512000064526e+00, 3.883325191900740325e+00, 2.382888041788670641e+00, 5.215906493074284889e+00, 3.103710437917826415e+00, 5.107124199608938930e+00, 3.346826969465445778e+00, 2.718235142517144265e+00, 4.185998423108638455e+00, 2.222816765746954637e+00
1.953000000000000000e+03, 4.402290392521947204e+00, 3.302149166656329626e+00, 2.756225179091163380e+00, 4.401014309122368573e+00, 3.716631309402251837e+00, 3.679293586172037056e+00, 5.332576721340763548e+00, 4.246640497591191554e+00, 2.353095691689331748e+00, 5.560856657360661259e+00, 3.731214219434262791e+00, 4.636583751598851499e+00, 3.721279001119647933e+00, 2.738253076314410617e+00, 4.047593569955964199e+00, 2.485309444401125223e+00
1.954000000000000000e+03, 4.588718830541354876e+00, 3.018921744330302026e+00, 2.450390613487277047e+00, 4.224298875634686645e+00, 3.463286736515634789e+00, 3.721663525871362843e+00, 5.129230271056331780e+00, 3.747095674377976859e+00, 2.776860817582985863e+00, 5.343343801176239083e+00, 3.412571828275978714e+00, 4.217042403436610520e+00, 3.673809653760197858e+00, 2.737326352632590165e+00, 4.261706316461276955e+00, 2.227662113794566245e+00
1.955000000000000000e+03, 4.616074916512557635e+00, 2.936036818447210983e+00, 2.842039013651852741e+00, 4.113933719264328381e+00, 3.655952071740591336e+00, 3.850934538831416454e+00, 5.406865766809747065e+00, 3.530357986114363467e+00, 2.496681976505843448e+00, 5.175886807021620406e+00, 3.044146311745234090e+00, 4.758978281990887460e+00, 3.541352611713450838e+00, 2.740868754964591592e+00, 4.346426451348400555e+00, 2.213245161447021214e+00
1.956000000000000000e+03, 4.463467186770181172e+00, 3.175096296767723647e+00, 2.876890166509858737e+00, 4.191453176058175245e+00, 3.537242371804685259e+00, 3.703416038902526353e+00, 5.187117351349304073e+00, 3.688925177886713147e+00, 2.519210887511724284e+00, 5.330416584877899489e+00, 3.051640877996311563e+00, 5.054367599229361296e+00, 3.392264735192527692e+00, 2.744559002925856195e+00, 4.406403244408350517e+00, 2.538911324948449622e+00
1.957000000000000000e+03, 4.692839310417237009e+00, 3.192386952551541590e+00, 2.481579402610083918e+00, 4.021883094573713180e+00, 3.527823194692791375e+00, 3.859701949927902387e+00, 5.335835558329615758e+00, 4.184456639241619591e+00, 2.558501814594284163e+00, 5.285964689968293051e+00, 3.579422089194623791e+00, 4.864103316476310113e+00, 3.292529826774638568e+00, 2.648720049162113455e+00, 4.440684737274679605e+00, 2.553317593048046064e+00
1.958000000000000000e+03, 4.702144274373830868e+00, 2.967692461423946604e+00, 2.575242724321449295e+00, 4.241201959892405782e+00, 3.408746391331361814e+00, 3.750408441023727946e+00, 5.158261740319966648e+00, 4.060954526053864200e+00, 2.467448681424982748e+00, 5.050196438772029950e+00, 3.536632798510110920e+00, 4.769989490415353472e+00, 3.574669164717004577e+00, 2.639215175325924534e+00, 4.229181098018973017e+00, 2.462170599983388275e+00
1.959000000000000000e+03, 4.347061649475740808e+00, 3.083164055895611710e+00, 2.730232311347534413e+00, 4.386156897685968836e+00, 3.725211702417969395e+00, 3.618084179707443671e+00, 5.325552940573550664e+00, 3.685707704762188897e+00, 2.737701562349981188e+00, 5.236779341910433594e+00, 3.191179148849120573e+00, 5.147202803875813970e+00, 3.588335907607195896e+00, 2.815559223813021816e+00, 4.132454313148479663e+00, 2.343056292774294835e+00
1.960000000000000000e+03, 4.047941709423098722e+00, 3.164896156426353802e+00, 2.701923909338387997e+00, 4.105085462344240987e+00, 3.576462476537687785e+00, 3.625267179085135183e+00, 5.197658001864039257e+00, 3.975239400894325481e+00, 2.403789741243829159e+00, 5.426304910380677526e+00, 3.260665704040238477e+00, 5.234218299225032567e+00, 3.721956806159598674e+00, 2.767373741211538007e+00, 4.185536908325316219e+00, 2.491273343767379966e+00
1.961000000000000000e+03, 4.133497456762912137e+00, 3.096905146951128174e+00, 2.660882058087069790e+00, 4.075285598858002345e+00, 3.530979407342552889e+00, 3.468470291922156168e+00, 5.179779794824802330e+00, 3.923750715657908117e+00, 2.602092922856881430e+00, 5.410849195713382187e+00, 3.464043246876853832e+00, 5.385573424827746258e+00, 3.585539382094426575e+00, 2.670603932903409028e+00, 4.200285751245538712e+00, 2.272963103415007957e+00
1.962000000000000000e+03, 4.584490756452025195e+00, 3.091973126680690687e+00, 2.617956861209795427e+00, 4.238084331228727741e+00, 3.581116609570814902e+00, 3.637356005109716683e+00, 5.252222094339623837e+00, 4.007156766474651022e+00, 2.248263968078549002e+00, 5.393415512507732323e+00, 3.447578811140759925e+00, 4.588684029055571933e+00, 3.674258629794716846e+00, 2.690871996226447571e+00, 4.054393813837523730e+00, 2.288893360149252043e+00
1.963000000000000000e+03, 4.529744176906485009e+00, 3.251633498221865093e+00, 2.675883496504027015e+00, 4.372628915708398623e+00, 3.574858109769550651e+00, 3.712487344520581267e+00, 5.516892503462832664e+00, 4.124925899743342228e+00, 2.652969872047392652e+00, 5.640052046236497141e+00, 3.378843432438528804e+00, 4.826266584731575549e+00, 3.363171542956910454e+00, 2.829453222879447782e+00, 4.142277364889022095e+00, 2.373104632991733354e+00
1.964000000000000000e+03, 4.289439959846773398e+00, 3.203501316348129624e+00, 2.802776711569610057e+00, 4.229627388632070328e+00, 3.514090637800208139e+00, 3.915117684374296303e+00, 5.467982088133465979e+00, 3.594130078169411657e+00, 2.517608889331271804e+00, 5.446296676492468514e+00, 3.118979859195257553e+00, 5.286837548326341896e+00, 3.354883120499966065e+00, 2.855955046917427964e+00, 4.462583883492977854e+00, 2.332132938622673013e+00
1.965000000000000000e+03, 4.371445584163240916e+00, 3.024431814560065046e+00, 2.811473672233192556e+00, 4.052395273209000948e+00, 3.564371175583384233e+00, 3.799480226570822960e+00, 5.506901391097544618e+00, 4.095006424596101979e+00, 2.431142405418742047e+00, 5.524698823315602247e+00, 3.639592839747964437e+00, 4.801481394297263172e+00, 3.576941521788997491e+00, 2.936797145868030423e+00, 4.438782870419677451e+00, 2.451962871454813175e+00
1.966000000000000000e+03, 4.473198804572975362e+00, 3.133585204200182606e+00, 2.758885958647181003e+00, 4.044984542215517287e+00, 3.534572721894021274e+00, 3.836625424776523019e+00, 5.429821884948027311e+00, 4.039982845592649419e+00, 2.658615525607622487e+00, 5.527318454210473853e+00, 3.569855035789055275e+00, 4.530898368632779949e+00, 3.396613077897948418e+00, 2.745402521205539514e+00, 4.234203757088158326e+00, 2.494031150077064218e+00
1.967000000000000000e+03, 4.130494083335316091e+00, 3.220563569300334272e+00, 2.651912774310015486e+00, 4.290539384872302797e+00, 3.570700107596576967e+00, 4.018462459690897326e+00, 5.020733424151119451e+00, 3.605658928464852586e+00, 2.497354019359185884e+00, 5.370439930687346042e+00, 3.347608098683416689e+00, 5.331958616367417747e+00, 3.372211192352966069e+00, 2.770189377286637278e+00, 4.024521230546342920e+00, 2.556846415351116786e+00
1.968000000000000000e+03, 4.198516691667004253e+00, 3.220411733849026792e+00, 2.734748968985586615e+00, 4.319816195379825530e+00, 3.597350784602237006e+00, 3.981279563875386174e+00, 5.160429926495922359e+00, 3.987297655795401408e+00, 2.413538266641544805e+00, 5.421231442409890633e+00, 3.441254112582296187e+00, 5.137939581372156006e+00, 3.369667253632961046e+00, 2.908284952211537711e+00, 4.181176729636086442e+00, 2.385694029896503032e+00
1.969000000000000000e+03, 4.393411854355496970e+00, 3.166674453848353110e+00, 2.345053101870206991e+00, 4.279234004023475535e+00, 3.320630864760688805e+00, 4.071316729419930169e+00, 5.288493178033021991e+00, 4.120440611919701013e+00, 2.339993134356615379e+00, 5.395055265207786555e+00, 3.572823246702281796e+00, 5.047753763794682769e+00, 3.661412202962156748e+00, 2.934403226904398032e+00, 4.415239770224562932e+00, 2.314104708142672440e+00
1.970000000000000000e+03, 4.396588948317373458e+00, 3.088375688359126681e+00, 2.726388240985360145e+00, 4.444906778795564506e+00, 3.540292076588582582e+00, 3.997292999848283568e+00, 5.208864129823412625e+00, 3.501122261402247915e+00, 2.708357939147215898e+00, 5.280946246868698069e+00, 3.243157563149793088e+00, 4.668119131009418332e+00, 3.723543492584501458e+00, 2.765929660645722876e+00, 4.284214671878928904e+00, 2.411430424373493864e+00
1.971000000000000000e+03, 4.417631187668549231e+00, 3.147561750486635113e+00, 2.805388681247767302e+00, 4.356510582338055215e+00, 3.677767662230455592e+00, 3.913802626526996953e+00, 5.423406137258068860e+00, 4.013369740134349328e+00, 2.738078343229850553e+00, 5.288256145384199414e+00, 3.196711572388752920e+00, 5.090706503285486129e+00, 3.678434783381019813e+00, 2.800582398783558968e+00, 4.508997104766044650e+00, 2.522739614456656287e+00
