year, NorESM2-MM, NorESM2-MM, NorESM2-LM, TaiESM1, CNRM-ESM2-1, GFDL-ESM4, CNRM-ESM2-1, TaiESM1, GFDL-ESM4, CESM2-WACCM, MPI-ESM1-2-LR, EC-Earth3-Veg
1.931000000000000000e+03, 5.639264881220994321e-10, 5.639264881220994321e-10, 5.291828860661255424e-10, 8.094498731419652908e-10, 4.248127320569539231e-10, 6.072857089379336938e-10, 4.248127320569539231e-10, 8.094498731419652908e-10, 6.158797665229536945e-10, 9.518602722073430681e-10, 6.860512118158826500e-10, 7.943890862690736705e-10
1.932000000000000000e+03, 4.314865402038122046e-10, 4.314865402038122046e-10, 4.397520856267938232e-10, 4.028634690203577917e-10, 2.047363773493266747e-10, 1.767033671976840957e-09, 2.047363773493266747e-10, 4.028634690203577917e-10, 1.775839296814024665e-09, 5.465070404138463758e-10, 7.306257321151719560e-10, 1.397864084118876943e-09
1.933000000000000000e+03, 2.860732005033301095e-10, 2.860732005033301095e-10, 1.668079470361968818e-10, 1.012202520217255820e-09, 2.270586564377474588e-10, 4.116357575379482644e-10, 2.270586564377474588e-10, 1.012202520217255820e-09, 4.203030788105948319e-10, 3.220891400491524329e-10, 8.805984664909569950e-10, 1.430693398480521738e-09
1.934000000000000000e+03, 6.951234507981667750e-10, 6.951234507981667750e-10, 3.312495933625514377e-10, 1.092176577717815216e-09, 3.858740887473400693e-10, 4.947855995145297127e-10, 3.858740887473400693e-10, 1.092176577717815216e-09, 5.031486046507050515e-10, 2.632778565236347937e-10, 7.657346786678587774e-10, 1.442185265356074226e-09
1.935000000000000000e+03, 2.759616186621460213e-10, 2.759616186621460213e-10, 9.426289149290466250e-10, 4.171540189885294108e-10, 4.812945178595185564e-10, 9.400864303193759097e-10, 4.812945178595185564e-10, 4.171540189885294108e-10, 9.486455859323517735e-10, 1.597859199605864418e-09, 6.921997536025757480e-10, 1.755831624375387468e-09
1.936000000000000000e+03, 2.610866136947261485e-10, 2.610866136947261485e-10, 4.173683004925864197e-10, 1.621434055105929808e-09, 2.340068524156839717e-10, 5.515777760255114187e-10, 2.340068524156839717e-10, 1.621434055105929808e-09, 5.603458795476647434e-10, 7.054992477469985109e-10, 7.435034792746231522e-10, 1.065398357438234254e-09
1.937000000000000000e+03, 5.555901759699634587e-10, 5.555901759699634587e-10, 1.345951353196575842e-10, 9.677159779246970298e-10, 4.285685036732071145e-10, 1.000590390531753714e-09, 4.285685036732071145e-10, 9.677159779246970298e-10, 1.009267728131878751e-09, 2.771604369346143867e-10, 8.400408130324141571e-10, 1.953889302756927165e-09
1.938000000000000000e+03, 7.587110621862584449e-10, 7.587110621862584449e-10, 4.756862538932131123e-10, 6.360064569240866104e-10, 1.620378254207436559e-10, 6.693639865626502848e-10, 1.620378254207436559e-10, 6.360064569240866104e-10, 6.780865146984902554e-10, 8.463415741085306838e-10, 9.001478160428348960e-10, 2.542753580697304112e-09
1.939000000000000000e+03, 3.845175022470946168e-10, 3.845175022470946168e-10, 4.766773551905108171e-10, 8.893128995624460615e-10, 2.494132405468015183e-10, 9.053037569395228948e-10, 2.494132405468015183e-10, 8.893128995624460615e-10, 9.140931022207980165e-10, 4.350729398377391595e-10, 7.871278158600571506e-10, 1.688335164443505819e-09
1.940000000000000000e+03, 5.003038280673844398e-10, 5.003038280673844398e-10, 1.064745249919005374e-09, 9.940384240810723671e-10, 2.887873877931481945e-10, 7.203464714539850875e-10, 2.887873877931481945e-10, 9.940384240810723671e-10, 7.292312668157468753e-10, 4.473551976678628154e-10, 8.446521804724141866e-10, 2.785233345139256495e-09
1.941000000000000000e+03, 4.965533865337075135e-10, 4.965533865337075135e-10, 4.288211789037243072e-10, 4.293806249189761728e-10, 3.520202928472247791e-10, 6.037746310721657867e-10, 3.520202928472247791e-10, 4.293806249189761728e-10, 6.125531922189590005e-10, 3.602167092816420784e-10, 8.949402118079931885e-10, 9.052419300360147033e-10
1.942000000000000000e+03, 5.506675995909796412e-10, 5.506675995909796412e-10, 2.513798041741685959e-10, 8.797257395018537070e-10, 2.126163575645797926e-10, 6.852565314621677946e-10, 2.126163575645797926e-10, 8.797257395018537070e-10, 6.939558709619993241e-10, 6.838659404553493256e-10, 7.808778399923701792e-10, 1.596231573612250112e-09
1.943000000000000000e+03, 4.295321570720247226e-10, 4.295321570720247226e-10, 2.834988637227211684e-10, 7.339823684239385474e-10, 3.002746913102175848e-10, 1.090691127437084221e-09, 3.002746913102175848e-10, 7.339823684239385474e-10, 1.099496003172771124e-09, 1.452713136107011727e-09, 6.454275583268089400e-10, 2.247739297817584993e-09
1.944000000000000000e+03, 2.854404780207449950e-10, 2.854404780207449950e-10, 4.933091129831095137e-10, 6.172280826108985914e-10, 2.886471806706675785e-10, 4.575241152419684926e-10, 2.886471806706675785e-10, 6.172280826108985914e-10, 4.664537820038613320e-10, 5.635191570280241368e-10, 7.270750734577991072e-10, 6.489304499222368441e-10
1.945000000000000000e+03, 5.339256489753944274e-10, 5.339256489753944274e-10, 6.384444556555187288e-10, 2.998704524804428333e-10, 2.512355782236826364e-10, 4.841951272097031361e-10, 2.512355782236826364e-10, 2.998704524804428333e-10, 4.929974683359321759e-10, 2.356314490281559819e-10, 7.960053971305630910e-10, 1.459467779874868834e-09
1.946000000000000000e+03, 5.878050862425128419e-10, 5.878050862425128419e-10, 3.518625602197484832e-10, 5.701031952718798858e-10, 2.221330552199053444e-10, 3.972892526726686379e-10, 2.221330552199053444e-10, 5.701031952718798858e-10, 4.062136355526390540e-10, 3.782734075282013356e-10, 8.072702550935424884e-10, 1.018374729741977808e-09
1.947000000000000000e+03, 3.972195024303678905e-10, 3.972195024303678905e-10, 6.751102816448498522e-10, 1.909677384153979315e-09, 3.055146962270444667e-10, 7.540617563216941436e-10, 3.055146962270444667e-10, 1.909677384153979315e-09, 7.633157412035976841e-10, 3.295262605684456363e-10, 7.706745625842064629e-10, 9.939651603966268784e-10
1.948000000000000000e+03, 3.786271692030776253e-10, 3.786271692030776253e-10, 4.910057235730208251e-10, 1.297884956969909657e-09, 2.580726620703550382e-10, 5.227475954070290245e-10, 2.580726620703550382e-10, 1.297884956969909657e-09, 5.321757687013048205e-10, 3.526070414408917406e-10, 6.082457154127170957e-10, 1.252362601954835003e-09
1.949000000000000000e+03, 3.543396586190759655e-10, 3.543396586190759655e-10, 6.030601228614121272e-10, 4.822372903997072232e-10, 2.240270479549417946e-10, 9.782303737966341446e-10, 2.240270479549417946e-10, 4.822372903997072232e-10, 9.878214631579436549e-10, 1.516342775599468143e-09, 8.832817066422693125e-10, 1.705906166048711506e-09
1.950000000000000000e+03, 5.290305554332325095e-10, 5.290305554332325095e-10, 2.971533395884599046e-10, 3.339946055287949465e-10, 3.509354424221801868e-10, 7.716698668049695170e-10, 3.509354424221801868e-10, 3.339946055287949465e-10, 7.814237375084186602e-10, 6.009273141587024587e-10, 8.240097924729210919e-10, 1.553689601635303516e-09
1.951000000000000000e+03, 1.835478940992624580e-09, 1.835478940992624580e-09, 9.700518644398596661e-10, 2.340496086504823686e-09, 2.339474983880654195e-10, 3.548607781677952155e-10, 2.339474983880654195e-10, 2.340496086504823686e-09, 3.648138421891276993e-10, 2.498042995616522518e-09, 7.707479820790044719e-10, 1.218651350338295923e-09
1.952000000000000000e+03, 1.341333753656645075e-09, 1.341333753656645075e-09, 9.545505375956515913e-10, 1.007151948414073477e-09, 3.206390918709130466e-10, 8.879413204011898592e-10, 3.206390918709130466e-10, 1.007151948414073477e-09, 8.983889508189594846e-10, 1.937511617498425545e-09, 8.068534040052169100e-10, 1.416603172123751591e-09
1.953000000000000000e+03, 1.320276828944236977e-09, 1.320276828944236977e-09, 8.057227118825208617e-10, 4.021096338160749466e-10, 1.758300359548077595e-10, 6.464362749286538572e-10, 1.758300359548077595e-10, 4.021096338160749466e-10, 6.573023935021874757e-10, 9.492376486880942340e-10, 7.281570611956492811e-10, 1.014847179516391457e-09
1.954000000000000000e+03, 1.291489461813097523e-09, 1.291489461813097523e-09, 1.431161436394336928e-09, 6.737447171900860987e-10, 4.509393169080815535e-10, 6.491410671048125424e-10, 4.509393169080815535e-10, 6.737447171900860987e-10, 6.600238116378593610e-10, 9.596883419210075175e-10, 6.362936673043194997e-10, 1.572349953734246324e-09
1.955000000000000000e+03, 1.085502841437201561e-09, 1.085502841437201561e-09, 1.886511413462114210e-09, 1.123633847097041656e-09, 1.680078790020373655e-10, 4.329485311962907867e-10, 1.680078790020373655e-10, 1.123633847097041656e-09, 4.440682156837485879e-10, 1.216373594199987098e-09, 7.212400426266275134e-10, 9.646247679991930712e-10
1.956000000000000000e+03, 1.408037860523239724e-09, 1.408037860523239724e-09, 1.043770963037565140e-09, 1.144929930059480070e-09, 1.771024613871391705e-10, 3.390385257334181856e-10, 1.771024613871391705e-10, 1.144929930059480070e-09, 3.502035909045299172e-10, 1.616562843692496498e-09, 5.970328673391347319e-10, 1.482162756800532670e-09
1.957000000000000000e+03, 9.677525912126323555e-10, 9.677525912126323555e-10, 7.715860028442123394e-10, 5.168179950868500784e-10, 4.999256565889454349e-10, 3.622841025185234058e-10, 4.999256565889454349e-10, 5.168179950868500784e-10, 3.736037665823256359e-10, 1.861637740470973126e-09, 5.412213327379894878e-10, 1.450727609588132625e-09
1.958000000000000000e+03, 1.163681361392618239e-09, 1.163681361392618239e-09, 1.222815360545775559e-09, 4.273573131106115783e-10, 2.516112349766032930e-10, 8.153971855599332069e-10, 2.516112349766032930e-10, 4.273573131106115783e-10, 8.271620636124438777e-10, 1.013424872145872961e-09, 7.744491705183907529e-10, 1.226189977947650331e-09
1.959000000000000000e+03, 1.285685322923999476e-09, 1.285685322923999476e-09, 1.346735567410277785e-09, 6.959863830022574063e-10, 2.870454131321957291e-10, 7.577971775690003037e-10, 2.870454131321957291e-10, 6.959863830022574063e-10, 7.696871658819421843e-10, 9.404357829399026020e-10, 7.231220175681985837e-10, 9.134320211247610311e-10
1.960000000000000000e+03, 1.458215896557476011e-09, 1.458215896557476011e-09, 1.097169446177975043e-09, 5.450116643182981607e-10, 2.438867605155828272e-10, 6.132772731018410781e-10, 2.438867605155828272e-10, 5.450116643182981607e-10, 6.252878931413718473e-10, 8.251423561716342867e-10, 7.405996885366525327e-10, 7.194266836100678243e-10
1.961000000000000000e+03, 7.303816839598687431e-10, 7.303816839598687431e-10, 4.805917045232294706e-10, 6.558788245538310315e-10, 3.112631167131938659e-10, 4.942253355069979814e-10, 3.112631167131938659e-10, 6.558788245538310315e-10, 5.054948490509734850e-10, 3.694510776696071738e-10, 7.852220826610237608e-10, 1.085931025936927119e-09
1.962000000000000000e+03, 6.380623427280169983e-10, 6.380623427280169983e-10, 4.337541570610010712e-10, 5.201867340677398147e-10, 2.171562360038708964e-10, 1.480517431436953861e-09, 2.171562360038708964e-10, 5.201867340677398147e-10, 1.491743667663891270e-09, 3.214767595089608779e-10, 6.017668899754569127e-10, 1.418850026933286036e-09
1.963000000000000000e+03, 4.323729950316477031e-10, 4.323729950316477031e-10, 2.495723217435109700e-10, 5.600440915099457085e-10, 2.587423273513955610e-10, 7.411249407230808670e-10, 2.587423273513955610e-10, 5.600440915099457085e-10, 7.519612263939500179e-10, 7.380944571836297161e-10, 6.524469199970552230e-10, 1.016220085911518188e-09
1.964000000000000000e+03, 2.792492868789120809e-10, 2.792492868789120809e-10, 3.968261030810208358e-10, 1.519151234741856258e-09, 2.072754649085047445e-10, 5.602048170884140498e-10, 2.072754649085047445e-10, 1.519151234741856258e-09, 5.704401483410404707e-10, 7.551128200649671174e-10, 6.615226238278637886e-10, 1.239965727944307506e-09
1.965000000000000000e+03, 3.677088421164726715e-10, 3.677088421164726715e-10, 6.375376199990991993e-10, 6.268205471829788130e-10, 1.441355570490256444e-10, 5.201963612010530564e-10, 1.441355570490256444e-10, 6.268205471829788130e-10, 5.303490613955202648e-10, 4.610234769598898428e-10, 7.009740202236801111e-10, 8.799604946521939841e-10
1.966000000000000000e+03, 4.352855875665238737e-10, 4.352855875665238737e-10, 4.690346445278808695e-10, 5.276858416982222105e-10, 3.819261985126873019e-10, 7.074799762348506977e-10, 3.819261985126873019e-10, 5.276858416982222105e-10, 7.178630759788826299e-10, 6.451466890410639190e-10, 7.043188953825057306e-10, 1.001021641460012440e-09
1.967000000000000000e+03, 2.903495153090631068e-10, 2.903495153090631068e-10, 4.266418322017616143e-10, 1.590165168369288170e-09, 1.732286070756659422e-10, 9.911083343659162535e-10, 1.732286070756659422e-10, 1.590165168369288170e-09, 1.001632166848307173e-09, 6.802628909097030839e-10, 6.455012714109534716e-10, 1.386291818040302855e-09
1.968000000000000000e+03, 3.241688762602890534e-10, 3.241688762602890534e-10, 3.546590365725894957e-10, 6.451521757020268013e-10, 2.663254356065400402e-10, 4.715002067022448067e-10, 2.663254356065400402e-10, 6.451521757020268013e-10, 4.817856380486144129e-10, 6.808760562030724041e-10, 6.317181551451670102e-10, 1.343871201525088615e-09
1.969000000000000000e+03, 2.194107215134847125e-10, 2.194107215134847125e-10, 3.808885939978975834e-10, 4.684188634739027776e-10, 2.944067672324675007e-10, 3.356904684188690029e-10, 2.944067672324675007e-10, 4.684188634739027776e-10, 3.456830654639891228e-10, 3.470685645557693620e-10, 6.492479187587297178e-10, 2.136413272889877847e-09
1.970000000000000000e+03, 3.653497307717494526e-10, 3.653497307717494526e-10, 5.297938625885123357e-10, 1.714767808719130704e-09, 3.290984436752021425e-10, 5.941451972451088645e-10, 3.290984436752021425e-10, 1.714767808719130704e-09, 6.042879765466110909e-10, 3.701210871849863533e-10, 6.166829181632195639e-10, 1.379159674357866227e-09
1.971000000000000000e+03, 5.769194250737554890e-10, 5.769194250737554890e-10, 7.494992913818007547e-10, 7.630060177150451702e-10, 2.712999727390922810e-10, 2.790456369002559933e-10, 2.712999727390922810e-10, 7.630060177150451702e-10, 2.894944750550984797e-10, 6.097192329985628308e-10, 6.371513757959327699e-10, 1.123120646030966714e-09
1.972000000000000000e+03, 7.240186900965982595e-10, 7.240186900965982595e-10, 4.744927836957848254e-10, 4.026131743752938632e-10, 1.875720186874617356e-10, 1.123948254077691356e-09, 1.875720186874617356e-10, 4.026131743752938632e-10, 1.135013613387270224e-09, 1.038832147016438818e-09, 6.322798337399488468e-10, 1.238984218463948533e-09
1.973000000000000000e+03, 6.259956321275492556e-10, 6.259956321275492556e-10, 6.573662254184427667e-10, 1.221493723149720257e-09, 2.688095747826430369e-10, 7.387943262526495664e-10, 2.688095747826430369e-10, 1.221493723149720257e-09, 7.500144498778975434e-10, 1.227574937008159083e-09, 6.389595702394291669e-10, 1.768006139853878078e-09
1.974000000000000000e+03, 1.027331786891645013e-09, 1.027331786891645013e-09, 5.538112948153889547e-10, 9.100260327816176375e-10, 1.364372635329372429e-10, 2.567477116154555620e-10, 1.364372635329372429e-10, 9.100260327816176375e-10, 2.675761269034599723e-10, 6.201987180995717478e-10, 6.571037989335073580e-10, 1.546640579527330020e-09
1.975000000000000000e+03, 1.131365503801885676e-09, 1.131365503801885676e-09, 3.594701726725111985e-10, 2.113623000488690563e-09, 2.204565912280229700e-10, 1.463190685165987171e-10, 2.204565912280229700e-10, 2.113623000488690563e-09, 1.569162378522488430e-10, 5.754373233428440475e-10, 5.673052368758022823e-10, 1.068393156051888322e-09
1.976000000000000000e+03, 7.446224063029067832e-10, 7.446224063029067832e-10, 2.797145759294361311e-10, 8.687887225052461879e-10, 1.604972667071038696e-10, 7.022724420989273855e-10, 1.604972667071038696e-10, 8.687887225052461879e-10, 7.134871599730823523e-10, 7.642674159467347342e-10, 5.501521720793781595e-10, 1.809255009913808108e-09
1.977000000000000000e+03, 8.123533309803509272e-10, 8.123533309803509272e-10, 5.137262312028049841e-10, 3.875615228368538600e-10, 3.854349609498976653e-10, 5.890207996259934350e-10, 3.854349609498976653e-10, 3.875615228368538600e-10, 6.006539600345984316e-10, 6.936503576839093079e-10, 5.990853995931642728e-10, 1.196609193213001913e-09
1.978000000000000000e+03, 9.611813941959555195e-10, 9.611813941959555195e-10, 4.884051180555914576e-10, 3.648239039056661177e-10, 4.004476569122502335e-10, 4.232639602724467260e-10, 4.004476569122502335e-10, 3.648239039056661177e-10, 4.351143993988816102e-10, 1.029874345934599425e-09, 5.315415803067571528e-10, 9.038398127619584795e-10
1.979000000000000000e+03, 1.185486488935630605e-09, 1.185486488935630605e-09, 3.390774211076013193e-10, 1.165400315471114085e-09, 2.327219721511470166e-10, 6.138609464928504460e-10, 2.327219721511470166e-10, 1.165400315471114085e-09, 6.256308785076069746e-10, 8.642429328828823528e-10, 6.024704743145617850e-10, 8.817520545484182536e-10
1.980000000000000000e+03, 8.437562202019929609e-10, 8.437562202019929609e-10, 5.318331543891771677e-10, 8.824165934597649555e-10, 2.255850606484401022e-10, 2.835011564474407844e-10, 2.255850606484401022e-10, 8.824165934597649555e-10, 2.950269388928610710e-10, 5.005638178603223286e-10, 6.599652602185142609e-10, 2.181589803374523065e-09
1.981000000000000000e+03, 5.024040512723056191e-10, 5.024040512723056191e-10, 6.753436422920316044e-10, 2.906403504881009256e-10, 2.722056489035824304e-10, 9.678761862717978798e-10, 2.722056489035824304e-10, 2.906403504881009256e-10, 9.805336136732285592e-10, 2.034671699977410204e-09, 6.747498953642116760e-10, 3.577666865006495959e-09
1.982000000000000000e+03, 4.082338412482169293e-10, 4.082338412482169293e-10, 1.177184986331590841e-09, 5.510964568984592424e-10, 1.611080117427115348e-10, 6.563445132913303165e-10, 1.611080117427115348e-10, 5.510964568984592424e-10, 6.699509994101363221e-10, 5.971017182463288624e-10, 6.205331000946113492e-10, 7.347303054772706188e-10
1.983000000000000000e+03, 5.806119436492667961e-10, 5.806119436492667961e-10, 5.366176930119441102e-10, 1.821973702309491172e-09, 2.006940373134928746e-10, 3.348969374048373242e-10, 2.006940373134928746e-10, 1.821973702309491172e-09, 3.483498061261392488e-10, 3.629613643644603711e-10, 6.572580718015346968e-10, 9.077200727736839830e-10
1.984000000000000000e+03, 3.747251718276167360e-10, 3.747251718276167360e-10, 2.650556806620147206e-10, 1.146525990290315263e-09, 2.249131078974620058e-10, 4.551944757023160824e-10, 2.249131078974620058e-10, 1.146525990290315263e-09, 4.690317250653765448e-10, 1.714063673094989511e-09, 6.808743384564784386e-10, 1.203317751156240963e-09
1.985000000000000000e+03, 3.878260554841009886e-10, 3.878260554841009886e-10, 3.564151758169768828e-10, 2.872387356989217946e-10, 2.166809221333666120e-10, 5.017863448069033035e-10, 2.166809221333666120e-10, 2.872387356989217946e-10, 5.157665331890877511e-10, 6.032110804165398063e-10, 5.959738923487368735e-10, 1.195142419055797005e-09
1.986000000000000000e+03, 4.221301912440593627e-10, 4.221301912440593627e-10, 3.595540126642958553e-10, 4.373707160865289703e-10, 1.673524741662457409e-10, 4.189055941376915868e-10, 1.673524741662457409e-10, 4.373707160865289703e-10, 4.333621429804879399e-10, 2.912956044900826835e-10, 6.800179122386605069e-10, 1.780087521693637329e-09
1.987000000000000000e+03, 2.716692029072378361e-10, 2.716692029072378361e-10, 4.671710798603100847e-10, 8.392503474383022724e-10, 1.918060270005496311e-10, 2.678582755926430744e-10, 1.918060270005496311e-10, 8.392503474383022724e-10, 2.829232429972864163e-10, 3.008396755516393752e-10, 6.010510556803291217e-10, 1.265386229033998079e-09
1.988000000000000000e+03, 3.018391348870616057e-10, 3.018391348870616057e-10, 1.580856754743710317e-10, 1.006487408680750266e-09, 1.709176990248173176e-10, 3.213469289177067590e-10, 1.709176990248173176e-10, 1.006487408680750266e-09, 3.363836777893210752e-10, 1.092937237745310027e-09, 5.323960353737831280e-10, 2.490964292778041142e-09
1.989000000000000000e+03, 7.497550147992669714e-10, 7.497550147992669714e-10, 5.011149845008070637e-10, 5.003491062669722556e-10, 3.321861685675816387e-10, 7.427772204072994077e-10, 3.321861685675816387e-10, 5.003491062669722556e-10, 7.586982670745049745e-10, 7.829884790312648516e-10, 4.954676621501081074e-10, 1.021161081560400611e-09
1.990000000000000000e+03, 1.102833932586110637e-09, 1.102833932586110637e-09, 3.514590444783352171e-10, 1.345962870504609681e-09, 2.983105767699602885e-10, 1.255583827667044638e-09, 2.983105767699602885e-10, 1.345962870504609681e-09, 1.271885145494664576e-09, 3.582140208681812320e-10, 6.005022338088627857e-10, 1.335025406946856212e-09
1.991000000000000000e+03, 1.010205130499017785e-09, 1.010205130499017785e-09, 1.185546277835155508e-09, 8.433400245193302193e-10, 2.168489497221483076e-10, 5.547812790010133908e-10, 2.168489497221483076e-10, 8.433400245193302193e-10, 5.703963037771792064e-10, 6.544645796813593411e-10, 6.678335809164258343e-10, 1.773370055409460799e-09
1.992000000000000000e+03, 5.701223734530500635e-10, 5.701223734530500635e-10, 8.220044178618010830e-10, 5.871109426833784587e-10, 2.168650230905225613e-10, 2.942634728315140191e-10, 2.168650230905225613e-10, 5.871109426833784587e-10, 3.089200797420084146e-10, 1.142087338297393954e-09, 6.580345139992091729e-10, 9.206163245812165901e-10
1.993000000000000000e+03, 5.871035454412347259e-10, 5.871035454412347259e-10, 2.652338153248324403e-10, 1.068282755889934179e-09, 1.507777973359339279e-10, 5.538205529059797139e-10, 1.507777973359339279e-10, 1.068282755889934179e-09, 5.680782420703372073e-10, 6.949429134777342865e-10, 5.113458802310455524e-10, 9.895591597609909432e-10
1.994000000000000000e+03, 1.038346432749258901e-09, 1.038346432749258901e-09, 4.818468703268270845e-10, 1.181766465049128133e-09, 1.984355494460473205e-10, 6.391908693601536593e-10, 1.984355494460473205e-10, 1.181766465049128133e-09, 6.539367216842404227e-10, 4.669506555059457945e-10, 5.658859643557438794e-10, 9.484466355239988279e-10
1.995000000000000000e+03, 8.023158655230401169e-10, 8.023158655230401169e-10, 7.613926957894824817e-10, 5.573558523475175340e-10, 2.351912745481725819e-10, 6.000647668193364250e-10, 2.351912745481725819e-10, 5.573558523475175340e-10, 6.144249360368096817e-10, 7.510006882357971145e-10, 5.257886554045485049e-10, 1.250908608032561032e-09
1.996000000000000000e+03, 1.002226902261265715e-09, 1.002226902261265715e-09, 7.594898722606847903e-10, 1.253317319127805277e-09, 2.060411283208814269e-10, 4.538348251963400150e-10, 2.060411283208814269e-10, 1.253317319127805277e-09, 4.679586986647281468e-10, 5.795010958301540499e-10, 6.555726944023891518e-10, 1.292862707468194011e-09
1.997000000000000000e+03, 7.003025006266133249e-10, 7.003025006266133249e-10, 9.065354736659005253e-10, 8.257938669749948876e-10, 2.386638294900357922e-10, 2.752499260471873731e-10, 2.386638294900357922e-10, 8.257938669749948876e-10, 2.893265137793256495e-10, 7.140748535690553087e-10, 7.302813348107363574e-10, 2.347271529516855688e-09
1.998000000000000000e+03, 4.691988100234262369e-10, 4.691988100234262369e-10, 5.331067436775821247e-10, 7.034155579356651172e-10, 2.705301412426979898e-10, 3.340117335223174114e-10, 2.705301412426979898e-10, 7.034155579356651172e-10, 3.481272052045390435e-10, 5.984051054775969376e-10, 5.197887618211790274e-10, 1.493698432572677865e-09
1.999000000000000000e+03, 4.377513020639379102e-10, 4.377513020639379102e-10, 5.397311809738220958e-10, 6.810150857381136467e-10, 2.293381654052115874e-10, 7.683875228757753795e-10, 2.293381654052115874e-10, 6.810150857381136467e-10, 7.823715625979117559e-10, 5.412484624960442086e-10, 5.490248853279421422e-10, 8.698560390121102630e-10
2.000000000000000000e+03, 4.148773283200005344e-10, 4.148773283200005344e-10, 9.415849164560279690e-10, 5.079248697516313914e-10, 2.059375937063916299e-10, 4.328443527313496253e-10, 2.059375937063916299e-10, 5.079248697516313914e-10, 4.468184565776579119e-10, 1.023227365261726087e-09, 5.287014657596606053e-10, 6.193393115173617945e-10
2.001000000000000000e+03, 8.642385263054883418e-10, 8.642385263054883418e-10, 1.906338069631606574e-09, 3.801150378599339398e-10, 1.381093850533938128e-10, 8.795311225336557536e-10, 1.381093850533938128e-10, 3.801150378599339398e-10, 8.954379287397924495e-10, 1.916320754796058215e-09, 5.937251307311079216e-10, 1.955749495809102081e-09
2.002000000000000000e+03, 4.086037943108440528e-10, 4.086037943108440528e-10, 2.413616055472341522e-10, 3.712115867535683377e-10, 1.613853278074099313e-10, 4.446975172083971510e-10, 1.613853278074099313e-10, 3.712115867535683377e-10, 4.605846850405181086e-10, 4.443406348928465310e-10, 5.996809108571521183e-10, 1.991313239037896904e-09
2.003000000000000000e+03, 9.521057909473147363e-10, 9.521057909473147363e-10, 4.126453218522392203e-10, 1.107725021541245935e-09, 2.822695009879410389e-10, 5.330252339930528155e-10, 2.822695009879410389e-10, 1.107725021541245935e-09, 5.502118951523642593e-10, 1.664435119559813013e-09, 6.350810888342619511e-10, 1.014179431503850389e-09
2.004000000000000000e+03, 2.513468935889686017e-09, 2.513468935889686017e-09, 9.406701329467291678e-10, 7.446241386406844788e-10, 3.256739249238814270e-10, 7.897921320151599299e-10, 3.256739249238814270e-10, 7.446241386406844788e-10, 8.094350049528141320e-10, 8.066200977696496322e-10, 5.303135343095666444e-10, 1.963282396049878608e-09
2.005000000000000000e+03, 1.428427224696250328e-09, 1.428427224696250328e-09, 8.843230326474620229e-10, 6.053917460838587200e-10, 1.399057925113664011e-10, 4.244504950997030261e-10, 1.399057925113664011e-10, 6.053917460838587200e-10, 4.425912887387045863e-10, 9.416516211615740926e-10, 5.506434186864351269e-10, 1.294223265372513210e-09
2.006000000000000000e+03, 8.860414884783098517e-10, 8.860414884783098517e-10, 7.135071225750800853e-10, 4.387818479466987461e-10, 1.550657821360727831e-10, 4.506478207927382055e-10, 1.550657821360727831e-10, 4.387818479466987461e-10, 4.677180972798067620e-10, 8.723294728385794001e-10, 5.680276500148481271e-10, 1.055862420944859398e-09
2.007000000000000000e+03, 6.658830981586965105e-10, 6.658830981586965105e-10, 7.680330415831360952e-10, 5.402244228727445673e-10, 2.533906633049954165e-10, 3.243056754349515285e-10, 2.533906633049954165e-10, 5.402244228727445673e-10, 3.409392584470038397e-10, 1.226308558834341706e-09, 5.720142485369484689e-10, 1.981748633276174138e-09
2.008000000000000000e+03, 2.221589111544959499e-09, 2.221589111544959499e-09, 3.398824211618077767e-09, 4.881067515779453298e-10, 2.690651644001702908e-10, 3.932887408315309261e-10, 2.690651644001702908e-10, 4.881067515779453298e-10, 4.105611339764241350e-10, 2.919292067193657087e-09, 6.336640769257618911e-10, 9.534833552341529669e-10
2.009000000000000000e+03, 7.027313854933226374e-10, 7.027313854933226374e-10, 7.467700992913824187e-10, 5.850993434045375024e-10, 1.606945809089622767e-10, 5.701081828009928565e-10, 1.606945809089622767e-10, 5.850993434045375024e-10, 5.881251371475494208e-10, 8.541762378134451845e-10, 5.828789684252183266e-10, 5.885003973730397154e-10
2.010000000000000000e+03, 2.051989439037029885e-09, 2.051989439037029885e-09, 2.182714121548493225e-09, 1.384747341250123581e-09, 2.484576455616968318e-10, 3.614118498972145540e-10, 2.484576455616968318e-10, 1.384747341250123581e-09, 3.821940216235527487e-10, 2.245130403411663634e-09, 5.862157267084814297e-10, 9.507242247231442034e-10
2.011000000000000000e+03, 4.511276982873863517e-10, 4.511276982873863517e-10, 6.204306464103109695e-10, 9.634330127926016794e-10, 1.737842156906063241e-10, 3.057074673819965968e-10, 1.737842156906063241e-10, 9.634330127926016794e-10, 3.252431795239107247e-10, 1.241663847975906431e-09, 6.522338331748993421e-10, 1.080734327657636992e-09
2.012000000000000000e+03, 5.813419175393126805e-10, 5.813419175393126805e-10, 7.494982102161897897e-10, 6.452265247948236215e-10, 1.229914574732665417e-10, 1.044521106834717502e-09, 1.229914574732665417e-10, 6.452265247948236215e-10, 1.063522015956443140e-09, 1.187001481513892424e-09, 7.439897652245574297e-10, 1.303293767433946356e-09
