year, NorESM2-MM, NorESM2-MM, NorESM2-LM, TaiESM1, CNRM-ESM2-1, GFDL-ESM4, CNRM-ESM2-1, TaiESM1, GFDL-ESM4, CESM2-WACCM, MPI-ESM1-2-LR, EC-Earth3-Veg
1.890000000000000000e+03, 4.337664429024070473e-10, 4.337664429024070473e-10, 8.619475266372622058e-10, 6.633526261160571035e-10, 6.328391801785573015e-10, 7.798679913966931788e-10, 6.328391801785573015e-10, 6.633526261160571035e-10, 7.855905661743431535e-10, 6.904997215062530243e-10, 8.530545748657597292e-10, 2.518299675576382945e-09
1.891000000000000000e+03, 8.276746921359754556e-10, 8.276746921359754556e-10, 1.335054986860696707e-09, 5.653683076240485965e-10, 2.251857634980601196e-10, 4.797263635224450079e-10, 2.251857634980601196e-10, 5.653683076240485965e-10, 4.856126217283093406e-10, 6.163565303584035866e-10, 7.774837466377833076e-10, 1.309415801157581487e-09
1.892000000000000000e+03, 6.967974844319468225e-10, 6.967974844319468225e-10, 6.017343507449279339e-10, 5.250382015591425246e-10, 2.439133446648204701e-10, 4.189972190936356348e-10, 2.439133446648204701e-10, 5.250382015591425246e-10, 4.250986331566469571e-10, 4.523217208429714446e-10, 6.850940411526046991e-10, 1.762522677473935348e-09
1.893000000000000000e+03, 5.070192395586311059e-10, 5.070192395586311059e-10, 5.632823043169917708e-10, 4.932597139978856627e-10, 4.228318017346590404e-10, 1.400646850025160917e-09, 4.228318017346590404e-10, 4.932597139978856627e-10, 1.407051254808869293e-09, 6.897732070621320008e-10, 8.804765020933259836e-10, 1.910015712057544880e-09
1.894000000000000000e+03, 6.022907316843610399e-10, 6.022907316843610399e-10, 7.589846117570360117e-10, 1.588801183183435418e-09, 2.977798193398741514e-10, 6.970370389821040583e-10, 2.977798193398741514e-10, 1.588801183183435418e-09, 7.036559370700762634e-10, 9.006297284973939069e-10, 1.048679691822308054e-09, 1.266998493351035182e-09
1.895000000000000000e+03, 5.284135903128795209e-10, 5.284135903128795209e-10, 9.654016004992523954e-10, 9.565627387154644625e-10, 2.923819305572163566e-10, 6.900380902717556097e-10, 2.923819305572163566e-10, 9.565627387154644625e-10, 6.967174012524610980e-10, 8.261676590041051175e-10, 8.499681844673214240e-10, 1.842006477772380241e-09
1.896000000000000000e+03, 7.720294087393000551e-10, 7.720294087393000551e-10, 6.462436772081806345e-10, 2.244507008950912115e-10, 2.739185459012432137e-10, 8.695496808009267087e-10, 2.739185459012432137e-10, 2.244507008950912115e-10, 8.762882733334232286e-10, 7.179864494744947673e-10, 9.563979625531458350e-10, 5.606298945755983648e-09
1.897000000000000000e+03, 6.237408446412591089e-10, 6.237408446412591089e-10, 6.437428577574345847e-10, 3.092825331253886633e-10, 4.847699330632051842e-10, 3.915519202926177569e-10, 4.847699330632051842e-10, 3.092825331253886633e-10, 3.983348220378097157e-10, 5.262776470099278309e-10, 8.384717029243995774e-10, 1.588541773727050436e-09
1.898000000000000000e+03, 6.526207192683146681e-10, 6.526207192683146681e-10, 4.898869429526090654e-10, 1.064340423335821794e-09, 2.307836361624303118e-10, 4.743413587891350694e-10, 2.307836361624303118e-10, 1.064340423335821794e-09, 4.811968875652684725e-10, 1.031248933583618268e-09, 8.070868185407410592e-10, 1.633424842452931711e-09
1.899000000000000000e+03, 5.583353334145580770e-10, 5.583353334145580770e-10, 6.674026261030796752e-10, 5.289868126943933041e-10, 2.015486813182589031e-10, 1.519732026906300285e-09, 2.015486813182589031e-10, 5.289868126943933041e-10, 1.526793124993580687e-09, 9.306667094314356260e-10, 8.376028363588357483e-10, 1.890049892363635336e-09
1.900000000000000000e+03, 7.909692111182623742e-10, 7.909692111182623742e-10, 5.293601003948554418e-10, 8.887770535919455725e-10, 4.763979816638491172e-10, 8.471675664205899451e-10, 4.763979816638491172e-10, 8.887770535919455725e-10, 8.543938637529082168e-10, 6.619002329637156017e-10, 8.039860328412099230e-10, 8.325279727182772818e-10
1.901000000000000000e+03, 7.707435142446270518e-10, 7.707435142446270518e-10, 6.625059125033125070e-10, 7.606343599141969406e-10, 2.977413862097070449e-10, 8.153019481964083285e-10, 2.977413862097070449e-10, 7.606343599141969406e-10, 8.225202475530784069e-10, 6.741640852927538763e-10, 9.667728671074746403e-10, 1.301736485243318952e-09
1.902000000000000000e+03, 6.229254838015480410e-10, 6.229254838015480410e-10, 8.089262301581458438e-10, 3.732502830312905548e-10, 1.846426219648566854e-10, 1.789146946741657326e-10, 1.846426219648566854e-10, 3.732502830312905548e-10, 1.861572240117323746e-10, 5.659640853055101401e-10, 8.094660053697946972e-10, 1.272984236818902574e-09
1.903000000000000000e+03, 1.172193274129046304e-09, 1.172193274129046304e-09, 1.155572750956207367e-09, 1.641560116598983614e-09, 5.379301173463187123e-10, 7.076262853062267713e-10, 5.379301173463187123e-10, 1.641560116598983614e-09, 7.150746849574631440e-10, 9.224223076845352025e-10, 8.131987279003643209e-10, 1.449869815837386968e-09
1.904000000000000000e+03, 8.824359406869820943e-10, 8.824359406869820943e-10, 1.041094688226956323e-09, 1.459204052202810856e-09, 2.200230049342713524e-10, 1.988642772128489576e-09, 2.200230049342713524e-10, 1.459204052202810856e-09, 1.996375253623385494e-09, 1.136510016728691057e-09, 9.009415229575418269e-10, 1.426276919853781238e-09
1.905000000000000000e+03, 5.756790351241654594e-10, 5.756790351241654594e-10, 9.987844466324142506e-10, 7.621552581976648086e-10, 2.406776566801630949e-10, 7.228223332431294371e-10, 2.406776566801630949e-10, 7.621552581976648086e-10, 7.306910542387283445e-10, 6.180031663592912924e-10, 9.149206550374143121e-10, 1.310160828947961844e-09
1.906000000000000000e+03, 7.546716681859764097e-10, 7.546716681859764097e-10, 7.935465699630297180e-10, 5.709787825553789476e-10, 4.701503076643226853e-10, 5.533643012119567704e-10, 4.701503076643226853e-10, 5.709787825553789476e-10, 5.610261889185447503e-10, 1.802912251012057780e-09, 8.106420678912394333e-10, 2.235786039912569004e-09
1.907000000000000000e+03, 6.237530054654604122e-10, 6.237530054654604122e-10, 5.750543971032874768e-10, 8.207787570474397982e-10, 2.316139641495270121e-10, 5.631134147031859294e-10, 2.316139641495270121e-10, 8.207787570474397982e-10, 5.707263331986878261e-10, 8.028564307055101779e-10, 9.057017824308077011e-10, 1.697602439255929039e-09
1.908000000000000000e+03, 6.516898121140006057e-10, 6.516898121140006057e-10, 6.479846533213627041e-10, 5.694544057152427180e-10, 4.649112993700439069e-10, 6.630965694042927896e-10, 4.649112993700439069e-10, 5.694544057152427180e-10, 6.709451753883066589e-10, 3.719892499359153643e-10, 8.802962555416748974e-10, 1.154318064382330551e-09
1.909000000000000000e+03, 5.588279796522723162e-10, 5.588279796522723162e-10, 9.044915896324268849e-10, 4.717209676294778770e-10, 3.206246346506284232e-10, 5.903060319027011084e-10, 3.206246346506284232e-10, 4.717209676294778770e-10, 5.981793476538501501e-10, 6.064216123465003603e-10, 9.068450905889663197e-10, 1.026065776269972723e-09
1.910000000000000000e+03, 5.702904767823036791e-10, 5.702904767823036791e-10, 6.351838216342710040e-10, 1.604844666250167288e-09, 2.405117621451238247e-10, 1.340543470286296676e-09, 2.405117621451238247e-10, 1.604844666250167288e-09, 1.348576784799007476e-09, 9.886111411740979619e-10, 9.260567477008699989e-10, 1.775542455331803577e-09
1.911000000000000000e+03, 9.973157059183249777e-10, 9.973157059183249777e-10, 5.552220953218876135e-10, 7.012300995012255981e-10, 3.155842159206588662e-10, 6.700947394828362693e-10, 3.155842159206588662e-10, 7.012300995012255981e-10, 6.782324755542943560e-10, 9.191078664114450025e-10, 7.939246227965578460e-10, 1.223476343513905872e-09
1.912000000000000000e+03, 8.538315406203976316e-10, 8.538315406203976316e-10, 1.344642539103852753e-09, 2.308705975786698126e-10, 3.242309635400084693e-10, 2.483947124688226428e-10, 3.242309635400084693e-10, 2.308705975786698126e-10, 2.564614471575667145e-10, 8.422050446624866140e-10, 8.072207677545325597e-10, 2.743736898972666622e-09
1.913000000000000000e+03, 1.412085951959498209e-09, 1.412085951959498209e-09, 1.103497226465691573e-09, 1.065166136583484670e-09, 2.252415994464052216e-10, 1.032728909646077658e-09, 2.252415994464052216e-10, 1.065166136583484670e-09, 1.040928596624782580e-09, 6.173307853700220409e-10, 7.163843083956092005e-10, 2.654116260305042102e-09
1.914000000000000000e+03, 8.434930369193608651e-10, 8.434930369193608651e-10, 4.371996356948950221e-10, 9.549778410121858004e-10, 4.066958996370892794e-10, 8.129835137502747089e-10, 4.066958996370892794e-10, 9.549778410121858004e-10, 8.215233646214183241e-10, 8.825411263946697137e-10, 8.237603430298149544e-10, 7.406306548827435059e-10
1.915000000000000000e+03, 6.925870162555340493e-10, 6.925870162555340493e-10, 7.882553718359018076e-10, 8.228593662900803484e-10, 1.881716829281811584e-10, 7.169084872834614786e-10, 1.881716829281811584e-10, 8.228593662900803484e-10, 7.255218211919424825e-10, 5.307309039817933837e-10, 7.615192900522360564e-10, 8.806888858624709106e-10
1.916000000000000000e+03, 7.332552544985955446e-10, 7.332552544985955446e-10, 1.068499531167735996e-09, 2.000887717753422829e-09, 3.540597620991670856e-10, 2.797639718360740159e-10, 3.540597620991670856e-10, 2.000887717753422829e-09, 2.884306254193059159e-10, 7.080857562636219832e-10, 8.429804110730628259e-10, 1.425605496251428410e-09
1.917000000000000000e+03, 7.151383389707945041e-10, 7.151383389707945041e-10, 5.215653178723153022e-10, 8.983510229399526144e-10, 2.889696750064913885e-10, 6.603911187020896745e-10, 2.889696750064913885e-10, 8.983510229399526144e-10, 6.690623977103442156e-10, 1.030859452996972062e-09, 8.018603202377867555e-10, 1.291419626696437170e-09
1.918000000000000000e+03, 9.951425292626318030e-10, 9.951425292626318030e-10, 6.218231814519672205e-10, 3.794607921944465283e-10, 3.426398778324775336e-10, 5.854786832056975616e-10, 3.426398778324775336e-10, 3.794607921944465283e-10, 5.943228358259833566e-10, 7.600901691583256744e-10, 8.429520592556024287e-10, 1.374632228855075373e-09
1.919000000000000000e+03, 1.246265605801050229e-09, 1.246265605801050229e-09, 1.351026766719170412e-09, 1.102225661002229949e-09, 2.669785848132639210e-10, 1.163497156490450638e-09, 2.669785848132639210e-10, 1.102225661002229949e-09, 1.172653863012797044e-09, 6.191771293886967369e-10, 7.521421317636357407e-10, 1.219862641524496907e-09
1.920000000000000000e+03, 1.115397739613416270e-09, 1.115397739613416270e-09, 9.584076619818696582e-10, 7.391991073596066631e-10, 4.046985864273437416e-10, 1.007552314259308331e-09, 4.046985864273437416e-10, 7.391991073596066631e-10, 1.016646012046107356e-09, 9.525646677917513849e-10, 8.203316251838926936e-10, 2.294607459850621580e-09
1.921000000000000000e+03, 4.593043516096212459e-10, 4.593043516096212459e-10, 4.903827637514358287e-10, 4.203604933460664962e-10, 3.275778213650132172e-10, 6.007106075166827379e-10, 3.275778213650132172e-10, 4.203604933460664962e-10, 6.094896393488005950e-10, 1.147803480310586984e-09, 7.811056910450919725e-10, 1.238443035640638244e-09
1.922000000000000000e+03, 4.651272041954409511e-10, 4.651272041954409511e-10, 4.185898889471103620e-10, 9.106999638250403128e-10, 3.162579480025752005e-10, 8.825028502488452738e-10, 3.162579480025752005e-10, 9.106999638250403128e-10, 8.911090161551172900e-10, 7.236768189739567172e-10, 7.390965444444778839e-10, 1.144351420774029916e-09
1.923000000000000000e+03, 2.594056888895155779e-10, 2.594056888895155779e-10, 5.038056207267360398e-10, 2.850015705248343860e-09, 2.480066034676716740e-10, 7.483606805874779588e-10, 2.480066034676716740e-10, 2.850015705248343860e-09, 7.571117112861545467e-10, 3.509114548767680278e-10, 7.727774776058286350e-10, 1.071393368141353575e-09
1.924000000000000000e+03, 2.753464944483561289e-10, 2.753464944483561289e-10, 6.918590632734127750e-10, 1.257641597008237139e-09, 3.356779232329997123e-10, 6.726000254963365345e-10, 3.356779232329997123e-10, 1.257641597008237139e-09, 6.812102809061664083e-10, 6.116967279437523287e-10, 6.878295461456922269e-10, 1.012618148117377451e-09
1.925000000000000000e+03, 1.959492239507819753e-10, 1.959492239507819753e-10, 2.108679198685440491e-10, 3.674332195517244748e-10, 1.829116488342837285e-10, 4.730280727622116167e-10, 1.829116488342837285e-10, 3.674332195517244748e-10, 4.814269384881105828e-10, 5.500211996756977394e-10, 8.181011075452088524e-10, 2.004545340853912602e-09
1.926000000000000000e+03, 2.725910442392801844e-10, 2.725910442392801844e-10, 4.284548605119513273e-10, 4.624113562975926397e-10, 2.200611422586192212e-10, 3.885568747712564229e-10, 2.200611422586192212e-10, 4.624113562975926397e-10, 3.968524893364408383e-10, 3.802637455162693447e-10, 8.586857971293864865e-10, 2.477123935410262637e-09
1.927000000000000000e+03, 3.959255284972781334e-10, 3.959255284972781334e-10, 3.600592547877233648e-10, 1.488178217917551151e-09, 3.214368317350259875e-10, 7.465550521452779556e-10, 3.214368317350259875e-10, 1.488178217917551151e-09, 7.550910779128509282e-10, 5.762639339181602415e-10, 8.254417523494944829e-10, 1.425223418771486761e-09
1.928000000000000000e+03, 1.769130408909611589e-10, 1.769130408909611589e-10, 1.490879707752739726e-10, 9.974938598205535737e-10, 2.256671337274417855e-10, 1.085814573069426632e-09, 2.256671337274417855e-10, 9.974938598205535737e-10, 1.094535026111027115e-09, 3.727516736877343579e-10, 8.293355739078303080e-10, 2.137696823320128516e-09
1.929000000000000000e+03, 4.360905038378656950e-10, 4.360905038378656950e-10, 4.619539229320795419e-10, 4.650229956353591514e-10, 2.862722988595950863e-10, 5.377232320364634496e-10, 2.862722988595950863e-10, 4.650229956353591514e-10, 5.463614251136746780e-10, 4.275190956625238898e-10, 7.054732921781690252e-10, 1.322028411645527333e-09
1.930000000000000000e+03, 5.807748995743028322e-10, 5.807748995743028322e-10, 3.052912684646601998e-10, 1.771956707611314538e-09, 2.621630927312704202e-10, 6.028659180850353468e-10, 2.621630927312704202e-10, 1.771956707611314538e-09, 6.114251605097419614e-10, 4.004659919724757987e-10, 8.213573976115404278e-10, 1.049213729050650610e-09
