year, NorESM2-MM, EC-Earth3-Veg, MPI-ESM1-2-LR, ACCESS-ESM1-5, UKESM1-0-LL, CMCC-CM2-SR5, CESM2-WACCM, MIROC-ES2L, INM-CM5-0, GFDL-ESM4, IPSL-CM6A-LR, NorESM2-LM, CNRM-ESM2-1, CanESM5, TaiESM1, INM-CM4-8
1.909000000000000000e+03, 7.872973688337951081e+00, 7.106953939280256982e+00, 5.645280016632586495e+00, 7.585063131752844079e+00, 6.553390600241173480e+00, 6.338108812261548763e+00, 8.206624759810209113e+00, 6.330774607186866021e+00, 8.782206257677298566e+00, 6.772094002229978038e+00, 9.910863471521189183e+00, 6.719713472739331728e+00, 6.745197225302010047e+00, 7.471124681693935621e+00, 7.117252033568681746e+00, 8.446577955900188783e+00
1.910000000000000000e+03, 7.238742371374438989e+00, 6.734806160360358618e+00, 5.647423996062745921e+00, 7.946907770625889711e+00, 6.592283762059951258e+00, 7.288529391489403153e+00, 7.948201247178563911e+00, 6.119890300326804145e+00, 8.927825912208801284e+00, 6.209654163816734851e+00, 9.245700157255326346e+00, 6.735951579218559360e+00, 6.847277932858244043e+00, 7.663685865108130102e+00, 6.432810996074660892e+00, 8.634605996481383272e+00
1.911000000000000000e+03, 7.006141528361164994e+00, 6.349883492524000417e+00, 5.893517231024683056e+00, 7.551646879663856282e+00, 6.871198474974995030e+00, 7.672810073264746400e+00, 7.534720417183936370e+00, 5.981607895002509778e+00, 9.076703791458683668e+00, 7.208086434589215052e+00, 9.488806821922274537e+00, 6.964479483379459879e+00, 6.588263863816622212e+00, 7.326734099585394233e+00, 7.262884046675708305e+00, 8.946236081152097341e+00
1.912000000000000000e+03, 7.221940344326857719e+00, 5.871838046449230575e+00, 5.915595086808427716e+00, 7.218274371830766256e+00, 6.008707046017171649e+00, 7.461225333032985851e+00, 7.370105881449187990e+00, 6.630426555271489164e+00, 8.789763021131946630e+00, 7.616659699242168458e+00, 9.325901877770329307e+00, 5.928958833352581337e+00, 7.053220325085725051e+00, 7.793859635912832928e+00, 7.209931473897168708e+00, 8.614702353537818880e+00
1.913000000000000000e+03, 6.514680071828925279e+00, 6.385606729383087377e+00, 5.552204540165451618e+00, 7.384686240363167897e+00, 5.819823123158283096e+00, 7.534871736941124887e+00, 8.368287725680970013e+00, 6.556577802078542128e+00, 9.056989002124078425e+00, 7.023952659288579703e+00, 9.008789825769575543e+00, 6.814419627942320368e+00, 6.576265106640642344e+00, 7.741604239560227363e+00, 6.399549024799721764e+00, 8.769943360397538967e+00
1.914000000000000000e+03, 7.273118389031143494e+00, 6.842370302035195806e+00, 5.973187841800070785e+00, 7.294430147451312685e+00, 6.348046016660085833e+00, 7.879829084442712350e+00, 7.755710789350730217e+00, 6.178799925323773756e+00, 9.137648441474258476e+00, 6.615690884158330398e+00, 9.178868661510747984e+00, 7.579175646773789410e+00, 6.645411578110585360e+00, 7.383046907960149952e+00, 6.838514544253143868e+00, 8.542184337648384584e+00
1.915000000000000000e+03, 7.414266069823900018e+00, 6.851957084824266353e+00, 6.166116010398670966e+00, 7.270359952932778924e+00, 6.378210347459484453e+00, 7.770807832757020250e+00, 8.055146403438463665e+00, 5.530360316589653991e+00, 9.175818262708578033e+00, 6.963670175951878427e+00, 9.880808933892598844e+00, 6.418601121659093245e+00, 6.729690594470344678e+00, 7.936098200522686774e+00, 6.421317559164304356e+00, 8.393819835716932687e+00
1.916000000000000000e+03, 7.192742782839881777e+00, 6.871045522754660517e+00, 6.026177790092757114e+00, 8.306001431534467017e+00, 6.681272966773343924e+00, 7.163150651569146099e+00, 7.639714565666652746e+00, 6.323463407062775765e+00, 9.160814112655707220e+00, 7.637556364845528911e+00, 9.720596498200155366e+00, 7.270610565662268598e+00, 6.270736681613398034e+00, 7.892066603897361254e+00, 6.115012069076395385e+00, 8.607200469545142951e+00
1.917000000000000000e+03, 7.718328497104675279e+00, 6.384000553940321510e+00, 5.747199264528380702e+00, 7.494377511564173311e+00, 6.434054941563240426e+00, 8.145806722619386875e+00, 7.482776429617630676e+00, 6.456238535187948102e+00, 8.865165129396805455e+00, 7.206718878832708342e+00, 9.020511825762321578e+00, 7.322519988530831192e+00, 6.997549959905994932e+00, 7.641649590644935763e+00, 7.692932490591211092e+00, 8.694546991233988109e+00
1.918000000000000000e+03, 7.219296315895741500e+00, 6.747898054000212476e+00, 5.987850937421173469e+00, 7.676269095832457090e+00, 6.231666424951432859e+00, 7.912666690102852840e+00, 8.375799940877609373e+00, 6.441407836181596736e+00, 8.596103173707177802e+00, 6.564144050372428651e+00, 9.799680234597101247e+00, 6.808094448875092297e+00, 6.487268547522787365e+00, 7.904321857644335481e+00, 7.245622496181915118e+00, 8.416146371854127395e+00
1.919000000000000000e+03, 6.884023865330627601e+00, 6.600529343270505223e+00, 5.237670284856322134e+00, 7.708881268590107361e+00, 6.290100426230202935e+00, 7.653533804435673993e+00, 7.912346401768520110e+00, 6.419300194481525779e+00, 8.746819353631385852e+00, 6.473969837694241392e+00, 9.445125893310622800e+00, 6.507030863261209497e+00, 6.803744633707131229e+00, 7.508090730271824498e+00, 6.366449477366825427e+00, 8.907549218069748420e+00
1.920000000000000000e+03, 7.401779653040258644e+00, 6.649117542265981839e+00, 5.159997751293111889e+00, 6.976272597482712001e+00, 6.129076666226347392e+00, 8.035847180167429826e+00, 7.787302500417287554e+00, 5.923549310212726127e+00, 9.019980552616953418e+00, 7.071605704199065201e+00, 9.587211866529576909e+00, 7.013274057677537421e+00, 6.322551327373564511e+00, 7.304295083695329538e+00, 7.411531782245980970e+00, 8.200894993420199341e+00
1.921000000000000000e+03, 7.594841592284958587e+00, 6.740051401184518731e+00, 5.577445786019478824e+00, 8.359549025093606645e+00, 6.256296449202992882e+00, 7.402793223448594695e+00, 6.682553080388865752e+00, 5.976356772740714085e+00, 9.129941016086505101e+00, 7.121552344935719425e+00, 9.685945445521982222e+00, 7.116218460876881480e+00, 6.847724632247955689e+00, 7.768343356411554268e+00, 7.099894370889643369e+00, 8.314795705721106600e+00
1.922000000000000000e+03, 7.943088211061743564e+00, 6.664881563060776060e+00, 6.248153394302903507e+00, 7.953243930514503290e+00, 6.278914817684761118e+00, 7.556930632426632322e+00, 8.191412010870564586e+00, 6.493669856882292812e+00, 8.847410161916583249e+00, 6.312775752050878708e+00, 9.311423133062158186e+00, 7.253666923645146092e+00, 6.667205753820287129e+00, 7.463195337174672872e+00, 6.658749578357985754e+00, 8.749030118285212154e+00
1.923000000000000000e+03, 8.189507103959176249e+00, 6.967308851998025965e+00, 5.309990394529809699e+00, 7.606203025548362362e+00, 6.102658488222637345e+00, 8.309199332601814092e+00, 7.496582133761481082e+00, 6.635021509647519800e+00, 8.896879837829134274e+00, 6.599338486953217675e+00, 9.252766630124664715e+00, 6.498210281142912770e+00, 6.692710626933433105e+00, 7.628274472783975746e+00, 5.452677142173793179e+00, 8.249088329693691435e+00
1.924000000000000000e+03, 7.749382592546519177e+00, 6.871988606374607400e+00, 5.847105364980254905e+00, 7.776324171302938737e+00, 5.878141781982106018e+00, 7.960787032854451439e+00, 8.154098906402142077e+00, 6.230467457409616827e+00, 9.143276322362407171e+00, 7.034088829957074296e+00, 9.725727253457687738e+00, 7.448516096313096746e+00, 6.661548612612300246e+00, 7.887742457056969414e+00, 7.473018099785213586e+00, 8.836122846467866054e+00
1.925000000000000000e+03, 7.841288619807627036e+00, 6.010964227760629441e+00, 6.014336935918239035e+00, 7.400970325618287937e+00, 6.758790463538539406e+00, 8.104490457742983267e+00, 8.090511604319619465e+00, 6.011129714212216868e+00, 8.915905836070713519e+00, 7.535598492798603054e+00, 9.314970304393884959e+00, 7.798545664366334229e+00, 7.340669175409661129e+00, 7.490235982073125243e+00, 7.204995378323676647e+00, 8.265087098833415524e+00
1.926000000000000000e+03, 7.528699355207415955e+00, 6.864487792957524093e+00, 5.959294616789744481e+00, 8.019045588917586898e+00, 6.200579864507542283e+00, 7.925446744202830018e+00, 8.070342826881852005e+00, 5.718316397962496467e+00, 8.745907267217656766e+00, 7.363304124140372942e+00, 9.645002211644474244e+00, 6.895697049742318896e+00, 6.690241706072796113e+00, 7.871384152605939377e+00, 6.880830195712393405e+00, 8.535320944708335134e+00
1.927000000000000000e+03, 7.498254694171996526e+00, 6.334979737968629010e+00, 5.924769777906498724e+00, 7.659301012585784108e+00, 6.508538936679384435e+00, 8.104167563412865150e+00, 8.316333987229498348e+00, 6.070775316358418827e+00, 9.279479971338604471e+00, 6.428971553588239907e+00, 9.252499164634876649e+00, 6.908551446910387916e+00, 6.167581424802891732e+00, 7.445912147466621889e+00, 6.223572272770788949e+00, 8.704882752830966908e+00
1.928000000000000000e+03, 8.077063604141736519e+00, 6.253478173406138652e+00, 5.249384592360795132e+00, 8.386444284855359754e+00, 6.206415179014504346e+00, 7.689232432299245801e+00, 8.506417560696052149e+00, 6.122211042235337963e+00, 8.743859005900906922e+00, 6.797805358661349828e+00, 9.206283331786277557e+00, 7.218470364778393211e+00, 6.517704915719274794e+00, 7.588704309815893723e+00, 7.084324096932058445e+00, 8.545345390449851308e+00
1.929000000000000000e+03, 7.570523262216451776e+00, 6.357404065435418694e+00, 6.296138036841212759e+00, 8.005243521023786002e+00, 5.739936217767584559e+00, 7.508551822256129604e+00, 8.167413741677426842e+00, 6.104633494981349884e+00, 8.507344899765072910e+00, 7.198537317537284430e+00, 9.928477106112081785e+00, 7.070851107102990696e+00, 6.687691531873531936e+00, 7.681749272518275440e+00, 7.281352885301732414e+00, 8.343738823617181666e+00
1.930000000000000000e+03, 7.321162802494764144e+00, 6.845313964440657095e+00, 6.278187615775963515e+00, 8.012061154943070918e+00, 6.160765801783739448e+00, 7.844831350444741780e+00, 7.753674279635962563e+00, 6.121861253612078890e+00, 8.809792264411838048e+00, 7.138910567609306312e+00, 9.455956821493897380e+00, 7.712096279887147077e+00, 6.736172801482272376e+00, 8.085782184782518200e+00, 6.016453643217698932e+00, 8.787259049152146062e+00
1.931000000000000000e+03, 7.699901471425363297e+00, 6.883019785400881219e+00, 6.585546327189662819e+00, 7.806803567292086576e+00, 6.612006329750514055e+00, 7.878968330367626116e+00, 7.412036271669623311e+00, 5.920022587382568702e+00, 8.933860346682795495e+00, 6.700479230457542457e+00, 9.212474805786115439e+00, 6.632079569392943519e+00, 6.555603467030391762e+00, 7.692588293985957115e+00, 7.758941572006892606e+00, 8.240871996703603486e+00
1.932000000000000000e+03, 7.713352245647066674e+00, 6.575179444002733575e+00, 6.189673023077682856e+00, 7.906520816439975619e+00, 6.252718714656953836e+00, 7.958843585275240606e+00, 8.575035933178320136e+00, 5.992920156524787600e+00, 9.377314622644043141e+00, 6.213705402303717484e+00, 9.367581908874072383e+00, 7.434740326840536540e+00, 6.286279480681123744e+00, 7.978279678280044251e+00, 7.032318540350525282e+00, 8.303083025532982830e+00
1.933000000000000000e+03, 7.592572344364168835e+00, 6.481681379029460288e+00, 5.512858003354369707e+00, 8.181449823091453410e+00, 6.456745623234038334e+00, 8.266082595822707546e+00, 7.955141437108981251e+00, 6.117218196689518273e+00, 9.233739493154986988e+00, 7.219590815058530175e+00, 1.013130490082579449e+01, 7.202150326501066679e+00, 6.684088224391855348e+00, 8.036615662213465683e+00, 6.651956796766387292e+00, 8.531074822032584493e+00
1.934000000000000000e+03, 7.733241975867851892e+00, 6.274421690483324099e+00, 5.548527180859694319e+00, 7.446074517214653632e+00, 6.595378819742768961e+00, 7.652973009476538024e+00, 8.306193805119745477e+00, 6.025243839936968548e+00, 8.858292946481331143e+00, 7.113678463583926082e+00, 9.529218757639087656e+00, 7.131362112094099537e+00, 6.517463896548397528e+00, 7.667971719464722113e+00, 7.552422875561347837e+00, 8.507136524622424645e+00
1.935000000000000000e+03, 8.056505933941030762e+00, 6.800760508274004579e+00, 5.568916101410387398e+00, 7.748292671015109434e+00, 5.620003334060413636e+00, 7.698144656793760809e+00, 6.913383264653047533e+00, 6.056862491804638537e+00, 8.825051638412521271e+00, 6.371448694442855221e+00, 9.228366352746181889e+00, 5.888323207681541938e+00, 6.197974475062778765e+00, 7.887181913006403811e+00, 7.062425356688343037e+00, 8.439287579652814841e+00
1.936000000000000000e+03, 7.515858852554288205e+00, 7.055593404042151739e+00, 5.524116952268220082e+00, 7.563474534575708397e+00, 6.779179264037810348e+00, 7.412179524053097879e+00, 8.994674376099503377e+00, 6.430549648050141620e+00, 8.810791198024269022e+00, 7.077629022846703144e+00, 9.371753358181157623e+00, 7.875184200633702503e+00, 6.703696846419187061e+00, 7.923172003500983607e+00, 6.228370247982480734e+00, 8.423756294104219222e+00
1.937000000000000000e+03, 7.244019604955147962e+00, 6.136751126409166091e+00, 5.982086772376144168e+00, 7.439691394714041728e+00, 6.704365479848567233e+00, 8.211494450217559304e+00, 7.844675023243152800e+00, 6.391912117292685380e+00, 9.165494680841574038e+00, 6.812785171583488619e+00, 9.900140267233757285e+00, 7.057061406329982134e+00, 6.601144915884186837e+00, 7.710233511030218700e+00, 7.145550393189319394e+00, 8.344662800158408444e+00
1.938000000000000000e+03, 7.513492873046152987e+00, 6.216631147815673941e+00, 5.699631743446676779e+00, 7.897424646811258775e+00, 6.809153692633167942e+00, 7.874747888494594505e+00, 7.076995157469819553e+00, 5.909063021227536794e+00, 8.590104184953283095e+00, 7.058682082216598097e+00, 9.747591520579037550e+00, 7.297731765849493790e+00, 7.003005149136435570e+00, 7.602004372811639321e+00, 7.310246954599619151e+00, 8.613564808133448381e+00
1.939000000000000000e+03, 7.425055172591883412e+00, 6.338603012798947667e+00, 5.829193625347188323e+00, 8.098504849165811592e+00, 6.049430185377074665e+00, 7.787686243001906483e+00, 8.451845183659406402e+00, 5.818544089992347068e+00, 8.687490148154900282e+00, 6.145296360347029641e+00, 9.529282772132283696e+00, 6.936997319690977548e+00, 6.567838894046555076e+00, 7.564901999973278279e+00, 6.465805498752096092e+00, 8.294466428100120581e+00
1.940000000000000000e+03, 7.220512590842708356e+00, 6.295776805361253281e+00, 5.100357693031313921e+00, 8.300042160988166273e+00, 6.750182116658529630e+00, 7.658294907791174388e+00, 8.077654574718215130e+00, 6.215597888254982273e+00, 8.236201074097921904e+00, 6.964264833750564598e+00, 8.798776735868626631e+00, 5.753568678149717286e+00, 6.963806269313592701e+00, 7.888310564491459509e+00, 7.043794841908304072e+00, 8.446910252304187239e+00
1.941000000000000000e+03, 7.144285954633941671e+00, 7.158518681951640872e+00, 5.207326942358074362e+00, 7.235139217590746519e+00, 5.996563852125183836e+00, 7.647109563355077633e+00, 8.178124418329650425e+00, 6.513195530081296702e+00, 8.655573443518557397e+00, 7.131291544967776730e+00, 9.416616972159058463e+00, 7.897129822935117005e+00, 6.127427022234410714e+00, 7.916484435739716830e+00, 7.333489826738903261e+00, 8.799836493688880878e+00
1.942000000000000000e+03, 7.898321546933283699e+00, 6.557803592830013351e+00, 4.950225634398741192e+00, 7.850357352486362572e+00, 6.416602794533174503e+00, 7.720463896288579875e+00, 7.799222127562657647e+00, 6.454622366242865006e+00, 8.917092658303802821e+00, 6.725299938410593370e+00, 9.692449665402204317e+00, 7.304992076689894809e+00, 6.778541743000063846e+00, 7.607810286794594035e+00, 6.380350837591095114e+00, 8.464788494192335477e+00
1.943000000000000000e+03, 7.715525385314884410e+00, 6.642035979117310696e+00, 5.816854141683405643e+00, 8.039740809334606553e+00, 6.097458277012663075e+00, 7.676636350117355789e+00, 6.724561368309000642e+00, 6.236590861487768755e+00, 8.453014313573932625e+00, 6.558781885624756391e+00, 9.629537076896045988e+00, 6.852826012944597700e+00, 6.762065459843833892e+00, 7.413971021449002663e+00, 6.943519187810736071e+00, 8.439830163721316225e+00
1.944000000000000000e+03, 7.675416686244103559e+00, 7.294461708726070803e+00, 5.983270676274743849e+00, 7.359387173700310036e+00, 6.901793892106175221e+00, 7.520608849607068436e+00, 8.090865002270552608e+00, 5.529395978023354807e+00, 8.603104776821430377e+00, 7.526318398114077546e+00, 9.462385201504188714e+00, 6.991093711418748136e+00, 6.499830131581738613e+00, 7.713574631044409102e+00, 7.524540760297841580e+00, 8.857393419385386935e+00
1.945000000000000000e+03, 6.789143709894441159e+00, 6.244387120967185290e+00, 5.836831165212772454e+00, 7.306411920395033732e+00, 6.707393717207001060e+00, 7.828601414425767402e+00, 7.726752127081792487e+00, 6.549625485817648141e+00, 9.139651525275169774e+00, 7.358518354167100206e+00, 9.840778809405652083e+00, 7.054645652005479661e+00, 7.075497192994849804e+00, 7.706363989551688221e+00, 7.520295797935996340e+00, 8.431402524636803619e+00
1.946000000000000000e+03, 8.131305207144574609e+00, 6.979739326193724835e+00, 5.635951455711656344e+00, 7.784262313922821086e+00, 6.369951360742416746e+00, 7.749799299943774145e+00, 8.721123189087979455e+00, 6.401015366906773529e+00, 8.989109279223605142e+00, 6.872837060358878425e+00, 8.955125276593282280e+00, 7.198363214213796546e+00, 6.464469548544821365e+00, 7.841309294477129654e+00, 6.955875485911531264e+00, 8.716278478558914244e+00
1.947000000000000000e+03, 7.126434122343810351e+00, 6.847597884303164406e+00, 5.911414244068080137e+00, 7.706467236310399649e+00, 6.253893906689351745e+00, 7.422035884784953019e+00, 8.150018748753696585e+00, 6.480633147963190233e+00, 8.701384638887768475e+00, 7.063143026607956010e+00, 9.344204022754080796e+00, 6.473253667533204414e+00, 6.793616140015429572e+00, 7.771646755419910235e+00, 5.799401257268216980e+00, 8.618155291333774670e+00
1.948000000000000000e+03, 7.933506359920251327e+00, 6.459509562524575976e+00, 6.324470281337725375e+00, 7.107649578054124007e+00, 6.684830819057204998e+00, 7.234562071141589890e+00, 7.929530050583251999e+00, 6.136149900326589801e+00, 9.159298480745063031e+00, 7.187432026668131968e+00, 9.224504352765778847e+00, 7.555847160743653923e+00, 6.465107457932056434e+00, 7.368129350339775563e+00, 7.106339395343354681e+00, 8.636379512370575995e+00
1.949000000000000000e+03, 7.445527024039692243e+00, 6.345890459106879433e+00, 5.932961253025456294e+00, 7.675032750758999711e+00, 6.670459831746146762e+00, 8.158331142495658383e+00, 6.392214822024223864e+00, 5.399646159474490226e+00, 8.991572104536681209e+00, 6.206969741631728432e+00, 9.070280087925267409e+00, 6.813778734330343312e+00, 6.241630768310988842e+00, 7.849284555938622177e+00, 7.117825361126733696e+00, 8.428237539177386495e+00
1.950000000000000000e+03, 6.697720642721748163e+00, 6.634970713082531724e+00, 5.666861327484201460e+00, 7.524349350683056770e+00, 6.775204285335831855e+00, 7.853667615429532844e+00, 8.118968676235137849e+00, 6.633427645214921675e+00, 8.605138560778646806e+00, 6.950117986757234689e+00, 9.235167151531264551e+00, 6.943508326200356962e+00, 6.438228161359204726e+00, 7.928599049306403579e+00, 7.286657088397468840e+00, 8.702295616087409869e+00
1.951000000000000000e+03, 6.876505581963884950e+00, 6.738862115063360747e+00, 5.454126367887281113e+00, 7.730151405227980277e+00, 6.389145538505887068e+00, 7.485121044560117731e+00, 6.731877523746167213e+00, 6.242167478280838289e+00, 9.051385360694760962e+00, 7.009855209719325408e+00, 9.764090329682797886e+00, 7.645382216324135172e+00, 6.962526281776871606e+00, 7.809608716560296315e+00, 5.694040254734082929e+00, 8.646295006020226381e+00
1.952000000000000000e+03, 7.839291990444601232e+00, 6.296480962542426063e+00, 5.181104371476858539e+00, 7.649163500051731290e+00, 6.228368710200483882e+00, 6.476133044551564133e+00, 8.166247816577715923e+00, 5.890442657235070989e+00, 9.250925559718142566e+00, 6.478338486068891733e+00, 1.027074441499024360e+01, 7.245357143542521250e+00, 6.579152439972614452e+00, 7.729246190667343086e+00, 7.125341555538666327e+00, 8.599197970363791299e+00
1.953000000000000000e+03, 7.127892753563780381e+00, 6.781789686097712710e+00, 5.914127620452779510e+00, 7.864370263672958217e+00, 5.758410341528438892e+00, 8.139582738057912437e+00, 8.531155814514637115e+00, 5.968073782891970325e+00, 8.741262294831075863e+00, 7.049671319273311809e+00, 9.653266686045748557e+00, 7.459245893196184696e+00, 6.656522129428227075e+00, 7.500882216903866251e+00, 7.376291576150626916e+00, 8.765111446510637450e+00
1.954000000000000000e+03, 7.439021370714648640e+00, 6.790199123836534234e+00, 6.443900952807305238e+00, 7.065114957710852295e+00, 5.565093321335423227e+00, 7.620175732614033137e+00, 8.259828666593728386e+00, 6.123710678379071126e+00, 8.813079789460383395e+00, 6.689667254530636598e+00, 8.830672058211527897e+00, 6.195852791593777553e+00, 6.185825683836054800e+00, 7.475324138198243595e+00, 6.561011442590622522e+00, 8.501350489031478830e+00
1.955000000000000000e+03, 7.439377400389751926e+00, 7.140597448644787626e+00, 6.278429302912332588e+00, 8.139102435763637899e+00, 6.768079146032243365e+00, 7.768982806635102101e+00, 7.916993315037433199e+00, 5.865944354839375485e+00, 9.177709903498801225e+00, 7.470569559099947021e+00, 9.481999039939610796e+00, 6.693454887187832547e+00, 6.781828478851771536e+00, 7.834097696531030053e+00, 6.070396770243469575e+00, 9.162625159965040567e+00
1.956000000000000000e+03, 7.558603522310478162e+00, 6.339296872896610147e+00, 5.775158878955957142e+00, 7.862930086041343358e+00, 6.298120851822325506e+00, 6.444013824134279922e+00, 7.781924747903334882e+00, 5.506007467210981332e+00, 9.120679331188732419e+00, 7.420996427737279966e+00, 9.389493633685200180e+00, 7.293855332175496642e+00, 6.739665341321316561e+00, 8.066372793537761154e+00, 6.465200388682051269e+00, 8.738953460520566097e+00
1.957000000000000000e+03, 7.369668927162872585e+00, 6.215321953341790717e+00, 6.274232254882588400e+00, 8.267863352416403799e+00, 6.180545425954529826e+00, 7.803074141628905558e+00, 7.523485997794170821e+00, 6.454814783888741303e+00, 8.843414717301536498e+00, 7.463859015431944854e+00, 9.481336208730674286e+00, 6.630889811708989612e+00, 6.067856985746879595e+00, 7.849024378446627814e+00, 7.268753529839765193e+00, 8.637612561198878325e+00
1.958000000000000000e+03, 7.167458990502876937e+00, 6.441666990523730263e+00, 5.988045341244086828e+00, 7.676730629371296466e+00, 6.243171743708133548e+00, 7.014739821456088542e+00, 8.457414358123772402e+00, 6.856425522327360689e+00, 8.922699126972869266e+00, 6.833593566342996972e+00, 9.724745460229209826e+00, 6.588339941160140434e+00, 6.558789687598570950e+00, 8.005742907438458289e+00, 6.828630792563691543e+00, 8.544786450913127496e+00
1.959000000000000000e+03, 6.964380038243734639e+00, 6.797520609357616372e+00, 5.442414118150553648e+00, 8.000842082251963916e+00, 6.525929267408812073e+00, 7.297276595757121065e+00, 7.150630123180794939e+00, 5.980294008267883044e+00, 9.050586282913423375e+00, 6.387400149490761514e+00, 9.000121918025250523e+00, 7.402894937742760639e+00, 6.623692638316900805e+00, 7.773722098493158761e+00, 6.900063392244983440e+00, 8.848073417363039539e+00
1.960000000000000000e+03, 7.045834677616293007e+00, 6.936322842738925409e+00, 5.085996432631135100e+00, 7.248046617456758156e+00, 6.554897476282341984e+00, 7.798699375843517245e+00, 8.641467975245918254e+00, 5.871481325260210937e+00, 9.035437520344535400e+00, 7.302835006175782517e+00, 1.017313178361256831e+01, 7.360480709486731499e+00, 6.571780027191685747e+00, 7.762042267078947511e+00, 7.060310041916603829e+00, 8.609684653625393480e+00
1.961000000000000000e+03, 6.580100680838357974e+00, 6.394635925737830462e+00, 5.698761916621900347e+00, 7.706470102420915680e+00, 6.261986666582938454e+00, 8.213080915700716744e+00, 8.310146431667543965e+00, 6.249162192702753416e+00, 8.933249028842075390e+00, 7.104495084367853153e+00, 9.447792130222467222e+00, 6.493485315234135413e+00, 6.429238829983022541e+00, 7.568302608256662900e+00, 6.750891908940864994e+00, 8.376018628639613439e+00
1.962000000000000000e+03, 7.631022852592598049e+00, 6.715681108939039134e+00, 6.232071788243022326e+00, 7.160428202736321524e+00, 5.832620540194760395e+00, 7.610859009177139534e+00, 7.766550183060810575e+00, 6.454716441191981069e+00, 9.437450385810313591e+00, 6.146202986186632522e+00, 1.046808773924115066e+01, 6.975675134879310235e+00, 6.473868834961435503e+00, 8.052071021858077771e+00, 7.179712647076625487e+00, 8.558164579084484913e+00
1.963000000000000000e+03, 6.974421016968595843e+00, 6.385967670107945082e+00, 5.971916030202190306e+00, 7.905714610956328769e+00, 6.380370814760727427e+00, 7.014640639159412494e+00, 6.626875792663347475e+00, 6.235794903722802651e+00, 8.718455442656022569e+00, 7.336978887403715177e+00, 9.501715469204906839e+00, 6.969997703069526374e+00, 6.649405193834127203e+00, 7.564473290171503272e+00, 6.580644280985338490e+00, 8.494919352957708725e+00
1.964000000000000000e+03, 7.390028154671862026e+00, 6.476808911569375660e+00, 5.435652920136887722e+00, 7.388358679034221943e+00, 6.182061730913264164e+00, 6.327711297138899127e+00, 7.581961165743749120e+00, 6.062977656098974322e+00, 9.020937232164733643e+00, 7.265557520387943669e+00, 9.476012127442412947e+00, 7.165848008368174149e+00, 7.074373878143816796e+00, 7.680125478848500720e+00, 6.066435475707827152e+00, 8.741460693776295088e+00
1.965000000000000000e+03, 7.373219539595647909e+00, 6.882707993155566584e+00, 5.848141039305834177e+00, 7.270378901971820795e+00, 5.631524640188881214e+00, 7.702099806028470219e+00, 7.816592433310989740e+00, 5.520163246909727484e+00, 9.229625402015859237e+00, 6.579197777830712468e+00, 1.007514933671123103e+01, 6.938484825087931185e+00, 7.019887099614282810e+00, 7.366951460278237107e+00, 6.976020910890783355e+00, 8.550886775684617191e+00
1.966000000000000000e+03, 7.792927759727039216e+00, 6.619202403311547300e+00, 5.634794495099874290e+00, 8.380977520318069196e+00, 6.203613259878350661e+00, 7.469949064061828459e+00, 7.088520829508571097e+00, 6.379901631566386122e+00, 9.069482600207182443e+00, 6.373441317749280799e+00, 9.227252251852274156e+00, 7.266772166639973385e+00, 7.120519254648081109e+00, 7.459076325032589772e+00, 6.869340180360152814e+00, 8.796093201611769885e+00
1.967000000000000000e+03, 8.169481908058600084e+00, 6.488714370463129377e+00, 5.277206836140527990e+00, 7.376657775445119469e+00, 6.301754533846681383e+00, 7.693067620422973540e+00, 6.769554662521644950e+00, 6.486875993660498274e+00, 8.868384757442663968e+00, 6.513634019413078846e+00, 9.772368248441321015e+00, 6.935608092151575477e+00, 6.946091172268699765e+00, 7.416288128568062632e+00, 5.924655001747345828e+00, 8.236478769921525611e+00
1.968000000000000000e+03, 8.098550677786091612e+00, 6.691565399033555295e+00, 5.495213119665014467e+00, 7.322035257906528649e+00, 6.280072206561346349e+00, 7.920899300442241220e+00, 7.726899719351060902e+00, 6.123909760429946836e+00, 8.791402463061174899e+00, 7.265634072737189975e+00, 1.002973141352045694e+01, 7.107616431410280100e+00, 6.247359758621148451e+00, 7.457680406322014122e+00, 6.788241766565678681e+00, 8.411210997358621100e+00
1.969000000000000000e+03, 8.093238804875003467e+00, 6.392700623069739407e+00, 5.902069051367170971e+00, 7.867718544777481782e+00, 6.196461387084706729e+00, 7.887964408188400611e+00, 8.148077230419030315e+00, 5.633666605239043612e+00, 8.844803644503128837e+00, 7.110072066026694948e+00, 1.015605250857611885e+01, 6.453392623674030659e+00, 6.126017429221742638e+00, 7.472964878980561387e+00, 7.120470643152515322e+00, 8.683299547000785878e+00
1.970000000000000000e+03, 8.122559520088397989e+00, 6.428103522979969675e+00, 5.741082737253516477e+00, 7.565416604278150103e+00, 5.889878867332807744e+00, 7.194611135930851553e+00, 8.222695244259977443e+00, 6.418232450351226248e+00, 9.240261171539163598e+00, 7.377817936260353981e+00, 9.445974157189629850e+00, 6.097912055478657223e+00, 6.166597226702590362e+00, 8.249777626024215493e+00, 5.715487176121484048e+00, 8.225946157688655447e+00
