year, MPI-ESM1-2-LR, NorESM2-MM, NorESM2-LM, IPSL-CM6A-LR, EC-Earth3-Veg, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, CESM2-WACCM, CMCC-ESM2
1.947000000000000000e+03, 2.232704385991259275e-09, 8.329459217405772525e-10, 6.045352106278243218e-10, 2.057111673865260565e-10, 7.954433210641547255e-10, 1.448790759529340479e-10, 5.867781642346874396e-10, 5.561322846259969912e-13, 5.526009267908748944e-10, 4.308450081689169286e-10
1.948000000000000000e+03, 2.251142900056637302e-09, 8.369836108902513679e-10, 6.378611568270689722e-10, 2.057460191837965558e-10, 7.857614731355544812e-10, 1.462753692062995104e-10, 5.955420860412510010e-10, 5.277056842992250384e-13, 5.648932440498466653e-10, 4.432263311544280149e-10
1.949000000000000000e+03, 2.276904483205161058e-09, 8.982071712853055483e-10, 6.285281175848744585e-10, 2.051864600333222631e-10, 7.744866042850122242e-10, 1.505406174197824174e-10, 6.146901152306027238e-10, 5.499384165358406333e-13, 5.772444164133535564e-10, 4.491136334051774505e-10
1.950000000000000000e+03, 2.320834289042928891e-09, 8.862642052053272327e-10, 6.570122205506117957e-10, 2.051566965695461358e-10, 8.152081491879544663e-10, 1.526338918400217104e-10, 7.559198871843435115e-10, 8.564620746322566781e-13, 5.809606015972117433e-10, 5.477323934169486177e-10
1.951000000000000000e+03, 2.336573617055242730e-09, 1.036501244359356011e-09, 8.393970770923327987e-10, 3.100974333176395834e-10, 9.217740944277003642e-10, 2.737080739126099100e-10, 7.734515097104778494e-10, 1.389412307957157959e-12, 7.539021921114641136e-10, 5.570954305674079331e-10
1.952000000000000000e+03, 2.332060965241571446e-09, 1.041144566138000089e-09, 8.788933074675198758e-10, 3.116643694756385407e-10, 9.285367218341364715e-10, 2.838960039508778958e-10, 7.883197115367931904e-10, 1.719642757521590977e-12, 7.756395821614660699e-10, 5.661886746464406491e-10
1.953000000000000000e+03, 2.328504957872806768e-09, 1.108342775025159087e-09, 9.553967460099923935e-10, 3.127858100212723046e-10, 9.170549154802470301e-10, 2.941105749373188464e-10, 8.157481993159752406e-10, 1.695743137056869083e-12, 7.930740077639319796e-10, 5.825749021575744787e-10
1.954000000000000000e+03, 2.359568465573964536e-09, 1.155912256757361349e-09, 9.751306611250243275e-10, 3.143344646609167216e-10, 9.375385890358237777e-10, 3.060699292511479705e-10, 8.393487415666796390e-10, 3.887473938775862325e-12, 8.213432851387340413e-10, 5.920554928272151255e-10
1.955000000000000000e+03, 2.385512366592818631e-09, 1.228922125512025820e-09, 9.467333931730823063e-10, 3.174345644979090467e-10, 9.485095767878246809e-10, 3.188919917388719372e-10, 8.503197418447050959e-10, 6.028381852101396270e-12, 8.448631677907465540e-10, 6.048448612201440229e-10
1.956000000000000000e+03, 2.401007633336099806e-09, 1.218840066626316785e-09, 9.756229877041648312e-10, 3.190308445142268881e-10, 9.491117062734417498e-10, 3.310539724586630697e-10, 8.647262527430342208e-10, 7.036458504116294713e-12, 8.638741733497738746e-10, 6.257217426523598895e-10
1.957000000000000000e+03, 2.416600314260645668e-09, 1.340020739582381406e-09, 1.009970749013480009e-09, 3.214894784148629902e-10, 9.622496775604033359e-10, 3.502620125877436577e-10, 8.846860726817639456e-10, 7.502414979548340427e-12, 8.786364479025818996e-10, 6.400074720100369415e-10
1.958000000000000000e+03, 2.444114884958567243e-09, 1.323641512040004507e-09, 1.008713961715673698e-09, 3.220471025492259382e-10, 9.556448214798426454e-10, 3.578417518658778388e-10, 9.067269439204808784e-10, 7.763589573157191237e-12, 8.929007801759069349e-10, 6.453285186688862835e-10
1.959000000000000000e+03, 2.442344645365242817e-09, 1.295863990840327718e-09, 1.011532650806972733e-09, 3.234043942220146359e-10, 9.916700603302421480e-10, 3.680795134076093319e-10, 9.181743639224933895e-10, 8.322851076548266060e-12, 9.154498347692619662e-10, 6.628074796088915864e-10
1.960000000000000000e+03, 2.322164975940544171e-09, 1.259296223392667736e-09, 1.059364860170145560e-09, 3.260416621398767932e-10, 1.030407800367030050e-09, 3.817668061620598249e-10, 7.040925849175673496e-10, 9.417176288470761420e-12, 9.358326081772493159e-10, 5.047055402405874378e-10
1.961000000000000000e+03, 2.222104339173032290e-09, 1.002332533202656690e-09, 9.246923063025530071e-10, 1.538868985524146623e-10, 8.259949262502122309e-10, 2.216043201142392279e-10, 6.957378301376514043e-10, 1.001329372031662471e-11, 6.916295817569020593e-10, 4.971381155936160135e-10
1.962000000000000000e+03, 2.194315522766633179e-09, 9.884370480786943991e-10, 9.040303683082703984e-10, 1.512334859028838134e-10, 8.494383687945313842e-10, 2.158442363084229417e-10, 6.982652615861401117e-10, 1.041011106067928193e-11, 6.974550021210256596e-10, 4.992150400096436744e-10
1.963000000000000000e+03, 2.202378736183223393e-09, 1.057076578565518994e-09, 9.337043212151512777e-10, 1.466891394235889684e-10, 8.107788046994336030e-10, 2.102754656346209106e-10, 7.055894684232035600e-10, 1.072369066754008932e-11, 7.029373630265286266e-10, 5.082838193757141608e-10
1.964000000000000000e+03, 2.176475873746890693e-09, 1.160147536859269011e-09, 9.392032103118847824e-10, 1.441367995601367511e-10, 8.300299501959948228e-10, 2.044538964935903837e-10, 7.079602434591716498e-10, 1.104249284236090077e-11, 7.046350560063751828e-10, 5.160599886798293908e-10
1.965000000000000000e+03, 2.142578579888842374e-09, 1.145371423406897274e-09, 8.875822753161004030e-10, 1.415141347129427367e-10, 8.332852928547496330e-10, 1.985370294447629220e-10, 7.063629053185765614e-10, 1.137346739338471526e-11, 7.066636283752941894e-10, 5.176121199089180756e-10
1.966000000000000000e+03, 2.127523671491153240e-09, 1.105235375705560635e-09, 8.903258342016266982e-10, 1.386501645338306744e-10, 8.249079036467192541e-10, 1.908081201985684916e-10, 7.042252236479160943e-10, 1.172409026482670854e-11, 7.107033209044199878e-10, 5.225663611142341057e-10
1.967000000000000000e+03, 2.099333343609800495e-09, 1.179446710196383557e-09, 9.093037998364879251e-10, 1.355320802040933306e-10, 7.655840663618215330e-10, 1.858076375920288311e-10, 6.993542519146092853e-10, 1.225532621904264269e-11, 7.144992661581194427e-10, 5.237865830755099124e-10
1.968000000000000000e+03, 2.045933343962387635e-09, 1.203782532351843282e-09, 9.412325667864297257e-10, 1.327346533005730402e-10, 7.310357585444829887e-10, 1.776930504241054509e-10, 6.970793853656367709e-10, 1.271588973475092188e-11, 7.162462228743836599e-10, 5.274603719011420311e-10
1.969000000000000000e+03, 2.028487826899652973e-09, 1.223931067900455692e-09, 9.567004536754837393e-10, 1.297711258105939656e-10, 7.308509042079249462e-10, 1.695377634575607183e-10, 6.999774522848925821e-10, 1.540343897490789726e-11, 7.148866310536235598e-10, 5.390986820609275712e-10
1.970000000000000000e+03, 2.064200392429681177e-09, 1.237909474888467678e-09, 9.674661016838741686e-10, 1.260709040657058405e-10, 7.490976663696431440e-10, 1.591732054098203919e-10, 7.601413478855143267e-10, 3.485637085257093563e-11, 7.140287162323454930e-10, 6.012934319912889247e-10
1.971000000000000000e+03, 2.086777491968856008e-09, 1.302944368603746917e-09, 9.229430053183957413e-10, 1.679011127149587560e-10, 8.153309045820286505e-10, 2.636811143652845331e-10, 7.702464551160312401e-10, 5.430662418502292635e-11, 7.894436214676673999e-10, 6.034891477351761632e-10
1.972000000000000000e+03, 2.079344876988358848e-09, 1.272767254912149918e-09, 9.534826007175211766e-10, 1.690139320532918748e-10, 7.992548025246342103e-10, 2.701304450632403815e-10, 7.867458340828779233e-10, 6.506129118735067817e-11, 7.935586529889873458e-10, 6.083849055835780463e-10
1.973000000000000000e+03, 2.072417769893743643e-09, 1.237983310874257281e-09, 9.747227488553478493e-10, 1.693642079780264347e-10, 8.472831788556684089e-10, 2.769351854143983404e-10, 7.944967734874478298e-10, 8.144661275835589906e-11, 7.954029711237951303e-10, 6.093135146914565461e-10
1.974000000000000000e+03, 2.055678557848309537e-09, 1.215677759532180594e-09, 9.794295430459480726e-10, 1.679177347598087654e-10, 8.565088332473390641e-10, 2.792809242125910858e-10, 7.981709491464485988e-10, 9.767442607040159353e-11, 7.995540501302159542e-10, 6.302901018723821837e-10
1.975000000000000000e+03, 2.058913159180359440e-09, 1.219805081353538748e-09, 1.045687657433893269e-09, 1.694564519424191523e-10, 8.459557002857070638e-10, 2.865737153699070318e-10, 8.071455336046378267e-10, 1.079168525246505279e-10, 8.042133115342024026e-10, 6.417236408909521174e-10
1.976000000000000000e+03, 2.083686771346939708e-09, 1.244026861815574349e-09, 1.105171360485017434e-09, 1.688112633047350909e-10, 8.508653108941920374e-10, 2.943015956578904269e-10, 8.079405365992870318e-10, 1.214972246717082108e-10, 8.050044595108128578e-10, 6.346107912500527612e-10
1.977000000000000000e+03, 2.108317168668506003e-09, 1.251100191099803388e-09, 1.047427995836582588e-09, 1.695619386596466837e-10, 8.587265870958150878e-10, 2.988562901836061332e-10, 8.128262502723310376e-10, 1.336193275065661363e-10, 8.058836953423832198e-10, 6.304324789634699503e-10
1.978000000000000000e+03, 2.107774493987759560e-09, 1.263260063411263582e-09, 9.935536007514752403e-10, 1.694182717769426626e-10, 8.507045532335524861e-10, 3.067294368558172380e-10, 8.177120168245530605e-10, 1.411603389537870757e-10, 8.057497367102196899e-10, 6.402238781122506998e-10
1.979000000000000000e+03, 2.112016569888244316e-09, 1.236206337178815162e-09, 1.055509433956216223e-09, 1.705395375941459438e-10, 9.222070846618298551e-10, 3.153508577953996862e-10, 8.133930429133726321e-10, 1.468363238988865320e-10, 8.046398570229979874e-10, 6.411515559805624420e-10
1.980000000000000000e+03, 2.235737125289669850e-09, 1.219570191427992886e-09, 1.048559617999152988e-09, 1.711553547299725442e-10, 8.635545457212977327e-10, 3.199384962468811464e-10, 1.110665217863151621e-09, 1.270870923118289695e-10, 8.048143950924039017e-10, 8.812317491599778276e-10
1.981000000000000000e+03, 2.339603631324280081e-09, 1.611126325984698823e-09, 1.245144707972694465e-09, 4.258035889575205433e-10, 9.965745208207561863e-10, 3.454143789536314348e-10, 1.148114205955271903e-09, 9.793149115553491855e-11, 1.124452595535659272e-09, 9.110704007830206052e-10
1.982000000000000000e+03, 2.421814523075959418e-09, 1.688586293902765178e-09, 1.234564298398707013e-09, 4.299807666027498014e-10, 9.826836423251313354e-10, 3.557962703325289138e-10, 1.175241024979905387e-09, 8.746491037021939625e-11, 1.136464578144114370e-09, 9.298504787595037232e-10
1.983000000000000000e+03, 2.480030947180552462e-09, 1.750075872731952183e-09, 1.305480174099108266e-09, 4.359711636731804435e-10, 1.033834979189386979e-09, 3.707135029338480057e-10, 1.182663751972446379e-09, 8.412875921866877396e-11, 1.159706460724483729e-09, 9.387409786945847394e-10
1.984000000000000000e+03, 2.512278993815771119e-09, 1.802603755613737861e-09, 1.405071212728688517e-09, 4.420035904748326295e-10, 1.012428910827424932e-09, 3.847727312175909064e-10, 1.187991343014754995e-09, 8.337275436438451640e-11, 1.178982938471173424e-09, 9.527871386203120105e-10
1.985000000000000000e+03, 2.546839533486476162e-09, 1.860227568942624357e-09, 1.425847246026643454e-09, 4.442620288360025781e-10, 1.091487586063129971e-09, 3.954414580180785832e-10, 1.201821650535924736e-09, 8.348742882357669232e-11, 1.179837709292842742e-09, 9.699426803643114440e-10
1.986000000000000000e+03, 2.595675864258058654e-09, 1.858997310104136148e-09, 1.424089567268002905e-09, 4.506808877346888853e-10, 1.119155188166632307e-09, 3.997142076699835326e-10, 1.204903951535081019e-09, 8.489830047098464651e-11, 1.187050016196148366e-09, 9.744974432293266215e-10
1.987000000000000000e+03, 2.632452730478202113e-09, 1.938876651661754975e-09, 1.454395859614253448e-09, 4.546571509950108345e-10, 1.118702494027291148e-09, 4.056470450856241631e-10, 1.202036178406969316e-09, 8.716871812186583559e-11, 1.199328529431411660e-09, 9.698484769871713948e-10
1.988000000000000000e+03, 2.637311928056378657e-09, 2.009365475521337473e-09, 1.605375205281570144e-09, 4.564846130046560483e-10, 1.212669871017021407e-09, 4.188837412835678148e-10, 1.195229875740062135e-09, 8.891496423836746350e-11, 1.207592902454066887e-09, 9.736867118799273819e-10
1.989000000000000000e+03, 2.689583878418593673e-09, 1.968791440474616782e-09, 1.510614288994008892e-09, 4.578926876193542900e-10, 1.201354634048547352e-09, 4.199707669319141774e-10, 1.198450815161040633e-09, 9.025374180948355476e-11, 1.203025070115704878e-09, 9.828745494140229185e-10
1.990000000000000000e+03, 2.552015737117920032e-09, 1.826901088269183158e-09, 1.469625734648203131e-09, 4.618468547711273580e-10, 1.229154694840587166e-09, 4.259961352456041159e-10, 9.327507988762248416e-10, 6.804518845689555196e-11, 1.203336728182497680e-09, 7.575074774194116036e-10
1.991000000000000000e+03, 2.421784089588575363e-09, 1.412686938607544863e-09, 1.153571141753483612e-09, 2.131141727130988667e-10, 1.011460524325813992e-09, 2.473131410184230901e-10, 8.997814169320997977e-10, 4.135866333575374509e-11, 9.079704006120708900e-10, 7.430175649956628788e-10
1.992000000000000000e+03, 2.369083665095584382e-09, 1.710495974214455727e-09, 1.179049227147079151e-09, 2.109231336869208947e-10, 1.004853091356819201e-09, 2.430949064940568973e-10, 8.768276734877203253e-10, 3.042361922047680953e-11, 8.821839167981050682e-10, 7.167071457061549891e-10
1.993000000000000000e+03, 2.352568845189001255e-09, 1.724970149665694476e-09, 1.346788780595870311e-09, 2.082001259447343805e-10, 1.033149577035689175e-09, 2.349189825491232764e-10, 8.514451339504279832e-10, 2.511897294107260117e-11, 8.580109102624032363e-10, 6.953147276044290380e-10
1.994000000000000000e+03, 2.342283188347930732e-09, 1.535824891388220458e-09, 1.342610300434155745e-09, 2.055232073595751034e-10, 1.048626616337478303e-09, 2.273829240210409178e-10, 8.280431604697775635e-10, 2.186407128792019088e-11, 8.392672666982047494e-10, 6.871222974729691329e-10
1.995000000000000000e+03, 2.375688659425609008e-09, 1.474466077664773476e-09, 1.250102342661106553e-09, 2.025746020758580056e-10, 1.036286420628291365e-09, 2.188689494752764443e-10, 8.108305257535978749e-10, 1.968695569576229788e-11, 8.218409481050704785e-10, 6.741347758627163947e-10
1.996000000000000000e+03, 2.395261460485943121e-09, 1.479080628742151253e-09, 1.151402496885090874e-09, 2.003461727391653370e-10, 1.021538875663776897e-09, 2.097351874311672074e-10, 7.943320553487280135e-10, 1.793510676120019921e-11, 8.049773061514296583e-10, 6.544173695034991781e-10
1.997000000000000000e+03, 2.380704465945819194e-09, 1.394178490419925406e-09, 1.106951454491238383e-09, 1.972035787459673598e-10, 9.974613231984345353e-10, 1.998577025009744417e-10, 7.763068066769469940e-10, 1.644883462473091482e-11, 7.902185604028252567e-10, 6.404211254553199076e-10
1.998000000000000000e+03, 2.367557878612308267e-09, 1.679703926160323996e-09, 1.130254885032652796e-09, 1.948702711167795781e-10, 9.773825146989979967e-10, 1.898379413531330011e-10, 7.652505911241517506e-10, 1.511008147291068012e-11, 7.775638869096311152e-10, 6.292311149041082720e-10
1.999000000000000000e+03, 2.376540628845421569e-09, 1.740274753425233831e-09, 1.205394237669140876e-09, 1.923977597834660637e-10, 9.890266192174274634e-10, 1.812453076371542776e-10, 7.512513573267274419e-10, 1.390516835531103396e-11, 7.672861491849411584e-10, 6.289493269336682471e-10
2.000000000000000000e+03, 2.501320126367212342e-09, 1.718244178925323290e-09, 1.127124110995299942e-09, 1.872825958302471816e-10, 1.037540711583175277e-09, 1.715500229235287924e-10, 9.878177029527962464e-10, 1.394587866036834706e-11, 7.581838594099351477e-10, 8.032469337251171737e-10
2.001000000000000000e+03, 2.493300023045421916e-09, 2.075567785735917007e-09, 1.437097317482801078e-09, 4.116246856310493226e-10, 1.312180467974137834e-09, 4.095171309652912200e-10, 8.968858639909436467e-10, 1.349495484486864236e-11, 1.095062316355748419e-09, 7.113567538938892581e-10
2.002000000000000000e+03, 2.747971286768779132e-09, 1.848527154956022393e-09, 1.371996168070052301e-09, 2.734950497368040646e-10, 1.113069372845242658e-09, 2.331451682438245846e-10, 1.564455078116725015e-09, 1.267451812305026878e-11, 9.027733202368772093e-10, 1.311263757886508948e-09
2.003000000000000000e+03, 2.997106234886119235e-09, 2.732101594480770331e-09, 2.099035166395288765e-09, 9.190340561648954505e-10, 1.632454982306790770e-09, 6.091674203086528928e-10, 1.591791612467392166e-09, 3.415701256078711125e-11, 1.759903897091905827e-09, 1.370667499391307165e-09
2.004000000000000000e+03, 2.751538259552183748e-09, 2.699340963611056595e-09, 2.087148752996897475e-09, 9.596486670435396101e-10, 1.733715297357859430e-09, 7.359015599546583359e-10, 9.676076629114834884e-10, 5.127293643070100531e-11, 1.784758748796442657e-09, 9.042208537299833762e-10
2.005000000000000000e+03, 2.673458845680335905e-09, 1.655925573430941904e-09, 1.414209393028943075e-09, 1.759152337631541767e-10, 1.026013129693986953e-09, 3.226495342518810664e-10, 1.121474357216163394e-09, 3.013193277962743456e-11, 9.037530707296316508e-10, 9.269070811900642066e-10
2.006000000000000000e+03, 2.687134631603450070e-09, 2.042098746861453236e-09, 1.788036488816608985e-09, 4.720654507824751211e-10, 1.181937591726208656e-09, 4.820746886222528075e-10, 1.047938019951061174e-09, 1.841428220001704871e-11, 1.207462786452143053e-09, 8.521085770472309960e-10
2.007000000000000000e+03, 2.801993847363967031e-09, 2.164362062495061520e-09, 1.616315410863697413e-09, 4.195137719761985115e-10, 1.150082611775163579e-09, 4.539650953777279970e-10, 1.254890227701794667e-09, 1.511253910884446919e-11, 1.108015665937538179e-09, 1.035670499814022043e-09
2.008000000000000000e+03, 2.898442474041332965e-09, 2.438989528150875219e-09, 1.725311013578020055e-09, 6.115618060951370680e-10, 1.413668716905155876e-09, 6.238401172495815590e-10, 1.300341643249493366e-09, 2.381206847025725238e-11, 1.378293559319283235e-09, 1.096697545685600452e-09
2.009000000000000000e+03, 3.278761934907481497e-09, 2.510394576823594379e-09, 1.743376786596687381e-09, 6.696400422711801380e-10, 1.525931141504328068e-09, 6.328048972274573021e-10, 1.604353914902629379e-09, 7.946628456616229525e-11, 1.416749635770915188e-09, 1.388012623510484763e-09
2.010000000000000000e+03, 3.110412842635610069e-09, 3.068848813715671405e-09, 2.308146019856368554e-09, 9.551986371150267823e-10, 2.009280591555583303e-09, 1.209609953643727194e-09, 1.168323090000086923e-09, 1.016601507534762063e-10, 1.963709734323946726e-09, 9.812000986133058534e-10
2.011000000000000000e+03, 2.893746596636355665e-09, 2.404013463662170482e-09, 1.640313729157782862e-09, 4.980900915933746164e-10, 1.358519479849174098e-09, 5.039485111343299200e-10, 9.177989804198250564e-10, 6.208649524140175494e-11, 1.216296393803067375e-09, 7.396885366391848855e-10
2.012000000000000000e+03, 3.061621252307349188e-09, 2.340964058839224520e-09, 1.669890688991797200e-09, 2.794754601429711285e-10, 1.111551526599471818e-09, 5.767584417446218923e-10, 1.444682511557457671e-09, 8.285422538216955949e-11, 1.014793651803916610e-09, 1.223676598622709341e-09
2.013000000000000000e+03, 3.064590604209507090e-09, 2.805653283879594797e-09, 2.068901075895543049e-09, 1.047637315825540981e-09, 1.708031773297967004e-09, 9.386771710721936985e-10, 1.155819500482038563e-09, 1.606236783499767055e-10, 1.679178160191127586e-09, 9.456181440280321704e-10
2.014000000000000000e+03, 2.983628801456103397e-09, 2.280762741013171445e-09, 1.753957501224443655e-09, 5.194488180555302142e-10, 1.438113909538329981e-09, 7.119432037667584228e-10, 1.121440648306488944e-09, 2.018642325173387383e-10, 1.306923215750971452e-09, 9.085664213036413736e-10
