year, EC-Earth3-Veg, ACCESS-ESM1-5, CNRM-ESM2-1, IPSL-CM6A-LR, CESM2-WACCM, UKESM1-0-LL, MPI-ESM1-2-LR, CMCC-CM2-SR5, MIROC-ES2L
1.954000000000000000e+03, 4.830630498805611045e-02, 9.534784940690157473e-01, 8.797223422996471032e-02, 5.158317471410645005e-02, 3.772269573986573588e-01, 1.494135817117347043e-03, 6.879645230688528068e-01, 2.723330092658841628e-01, 1.055094279091727705e+00
1.955000000000000000e+03, 4.959898015347983385e-02, 9.790538510997667254e-01, 9.408652833936489990e-02, 5.543607327528820433e-02, 3.916523387626587582e-01, 2.325676474960683242e-03, 6.985687988952301586e-01, 2.827657436405006663e-01, 1.072013120659705221e+00
1.956000000000000000e+03, 5.092507189747922519e-02, 1.004420307786999311e+00, 9.966948053033648780e-02, 5.872744823471023196e-02, 4.034710932995604904e-01, 2.955643738830240029e-03, 7.097283683805007959e-01, 2.932160437904520744e-01, 1.086965753967116921e+00
1.957000000000000000e+03, 5.228817781207291404e-02, 1.027303372668267656e+00, 1.051694782316002219e-01, 6.162124277213903989e-02, 4.170647461604765072e-01, 3.463578733674235223e-03, 7.182524047819063284e-01, 3.032601538474501424e-01, 1.103310647673111600e+00
1.958000000000000000e+03, 5.361748704305219215e-02, 1.051080477616665121e+00, 1.097415427689546197e-01, 6.412980375137146416e-02, 4.309765355341780846e-01, 3.901966014722780488e-03, 7.292564824004931223e-01, 3.132227488401974069e-01, 1.121851838890826736e+00
1.959000000000000000e+03, 5.507786176325110000e-02, 1.073115691810620609e+00, 1.135596016860012797e-01, 6.606278471938768770e-02, 4.540204531482048833e-01, 4.403266332824030786e-03, 7.399382977004178574e-01, 3.233760288202838784e-01, 1.139434983404936430e+00
1.960000000000000000e+03, 5.669085179826369864e-02, 1.093581719996992829e+00, 1.163526345908448972e-01, 6.777704666004298606e-02, 4.688192921053710438e-01, 5.080882073022660941e-03, 7.359404549505285109e-01, 3.261721305102195934e-01, 1.127597158332067639e+00
1.961000000000000000e+03, 5.656119609298271983e-02, 1.069348536230416258e+00, 1.086513261831167781e-01, 6.540941430365883325e-02, 4.596818725629803204e-01, 5.681334164526619449e-03, 7.311527651257417881e-01, 3.237396313836300443e-01, 1.125600666671477512e+00
1.962000000000000000e+03, 5.660225366056551022e-02, 1.052533986199877702e+00, 1.015403744607482617e-01, 6.207415387368081516e-02, 4.688520438709714022e-01, 6.227071202934938640e-03, 7.275460438350282999e-01, 3.267852675525058648e-01, 1.126299337074658347e+00
1.963000000000000000e+03, 5.653524486128411186e-02, 1.036989418699775456e+00, 9.508327324669289815e-02, 5.902751356038352104e-02, 4.690769173910379619e-01, 6.738649839214407369e-03, 7.307362542754358703e-01, 3.326981690105670908e-01, 1.125911338930807082e+00
1.964000000000000000e+03, 5.660064233548300211e-02, 1.024129851813974978e+00, 8.925385307741227903e-02, 5.662072911465617503e-02, 4.658494700391242471e-01, 7.234275825919637450e-03, 7.319659316927660253e-01, 3.371638609704961653e-01, 1.128791341227810996e+00
1.965000000000000000e+03, 5.668371412441786106e-02, 1.012848012801793374e+00, 8.409140930524067192e-02, 5.480995517512957105e-02, 4.717093210917253088e-01, 7.716720371422285986e-03, 7.303319865612059036e-01, 3.409914077915509045e-01, 1.133427463718277295e+00
1.966000000000000000e+03, 5.674761270223333681e-02, 1.002414132816093817e+00, 7.948862918178135895e-02, 5.376145177887996229e-02, 4.742365183729413403e-01, 8.191121733996817311e-03, 7.274349695091022472e-01, 3.447298976692003136e-01, 1.140899796988567916e+00
1.967000000000000000e+03, 5.664181496580594777e-02, 9.923072034285045362e-01, 7.575833899000603000e-02, 5.256636128331956120e-02, 4.772294341258035977e-01, 8.692098045287102726e-03, 7.251360390377185050e-01, 3.483923561026807114e-01, 1.145330551195333557e+00
1.968000000000000000e+03, 5.620111505990620787e-02, 9.825769648638065235e-01, 7.268031487057093065e-02, 5.162478038104455214e-02, 4.773129228796693657e-01, 9.174250125672588768e-03, 7.187191555107345087e-01, 3.526239331041271519e-01, 1.147123108429811911e+00
1.969000000000000000e+03, 5.562387823277350346e-02, 9.744810541260735537e-01, 7.025652861099132562e-02, 5.163645826475663642e-02, 4.829802161367698354e-01, 1.030295158561604814e-02, 7.151440585625954416e-01, 3.569595196823981964e-01, 1.150668341456535293e+00
1.970000000000000000e+03, 5.507509917609727107e-02, 9.669957555803722071e-01, 6.923910024721004197e-02, 5.218226890872438434e-02, 4.851560298376729752e-01, 1.642655998543493187e-02, 7.181223626984990505e-01, 3.623748065176292110e-01, 1.170277672894044940e+00
1.971000000000000000e+03, 5.484561667367311016e-02, 9.701915853211365848e-01, 7.326575020843328900e-02, 5.434344288522833383e-02, 4.899386741014834512e-01, 2.385643729711825825e-02, 7.238812011508526378e-01, 3.685722850681987794e-01, 1.187435133005477317e+00
1.972000000000000000e+03, 5.461144706961146289e-02, 9.702184917083871429e-01, 7.671508132842197458e-02, 5.642239557022207808e-02, 4.883783299572090342e-01, 2.996139616259990007e-02, 7.268666068548533810e-01, 3.737075677667514029e-01, 1.202847557706272941e+00
1.973000000000000000e+03, 5.457317054639072157e-02, 9.700882692731437329e-01, 7.960130721032630807e-02, 5.853622959902760048e-02, 4.886741136529491047e-01, 3.813429308873537288e-02, 7.288761852191619761e-01, 3.783992488621981676e-01, 1.215763558339487682e+00
1.974000000000000000e+03, 5.455425941911748455e-02, 9.708534858573146797e-01, 8.167375302375989854e-02, 6.000532157830792274e-02, 4.980328728552465001e-01, 4.711395044620850930e-02, 7.294052806466858607e-01, 3.837395439870471270e-01, 1.227109989807960266e+00
1.975000000000000000e+03, 5.457581569483569567e-02, 9.709349201502539550e-01, 8.336750288611452508e-02, 6.143554645234280964e-02, 5.083275851944910606e-01, 5.508117547200985786e-02, 7.311953102765423873e-01, 3.880983297136163523e-01, 1.234972687294238147e+00
1.976000000000000000e+03, 5.461697716894978183e-02, 9.714221730976078106e-01, 8.461986638970664387e-02, 6.341558113788246798e-02, 5.043215338029681805e-01, 6.424191885279167957e-02, 7.354906714295086356e-01, 3.895717057448487286e-01, 1.243374265068236451e+00
1.977000000000000000e+03, 5.470587394858875824e-02, 9.729238212546882369e-01, 8.533649936320163165e-02, 6.476695377348667959e-02, 5.029530234866697036e-01, 7.348053013558679403e-02, 7.402734557018757489e-01, 3.910387868066305117e-01, 1.252143396467829906e+00
1.978000000000000000e+03, 5.475017063870074585e-02, 9.757853049130175149e-01, 8.565216100372577412e-02, 6.587377378949188511e-02, 5.026879178988036267e-01, 8.171165928829877967e-02, 7.456917398522738827e-01, 3.930692856289004777e-01, 1.258996743253269823e+00
1.979000000000000000e+03, 5.513530190950321347e-02, 9.766780264981559379e-01, 8.565887678270629746e-02, 6.680343127807579495e-02, 5.066254713915234742e-01, 8.938250337201900098e-02, 7.491541611700162084e-01, 3.944908973173827382e-01, 1.265616014099834041e+00
1.980000000000000000e+03, 5.529070185031863260e-02, 9.784469457302055195e-01, 8.482491019431349921e-02, 6.767870210387581797e-02, 5.108851916969946449e-01, 8.958755997618847444e-02, 7.655438623010187849e-01, 4.070178701856906889e-01, 1.286779445158557689e+00
1.981000000000000000e+03, 5.666087291160580575e-02, 1.033263366277837214e+00, 8.936246636316859393e-02, 7.286318545023583171e-02, 5.312580755678787403e-01, 8.519567640180431001e-02, 7.797062479885300545e-01, 4.269914597561423331e-01, 1.300214393130958879e+00
1.982000000000000000e+03, 5.809083816109359560e-02, 1.081041575639183794e+00, 9.412400780788972299e-02, 7.839341658056050988e-02, 5.475759318976252121e-01, 8.377293237234770262e-02, 7.980909227504007220e-01, 4.413025135200542293e-01, 1.313419445384571560e+00
1.983000000000000000e+03, 5.974975497690393489e-02, 1.123653208432786821e+00, 9.933090219721241176e-02, 8.389546170961541260e-02, 5.689032684284219821e-01, 8.356421949826138562e-02, 8.159384801851334856e-01, 4.516196334432814874e-01, 1.325617917117952516e+00
1.984000000000000000e+03, 6.132970341597693276e-02, 1.163303496589722652e+00, 1.045174858274119656e-01, 8.919950878614035794e-02, 5.753229528425182204e-01, 8.387753676469834885e-02, 8.301948019807275925e-01, 4.601052650296023616e-01, 1.338247981820326560e+00
1.985000000000000000e+03, 6.332764731066714559e-02, 1.200969479995607880e+00, 1.092659101608609434e-01, 9.374716347870004629e-02, 5.825629714332739573e-01, 8.442388058280286822e-02, 8.402851613589346069e-01, 4.665977987163812402e-01, 1.352305908717827077e+00
1.986000000000000000e+03, 6.544463557591814751e-02, 1.236642577586726022e+00, 1.131915615239933309e-01, 9.811844870082106485e-02, 5.983988118321392768e-01, 8.540499231190810947e-02, 8.534631949143409724e-01, 4.709114790517776594e-01, 1.368748341389993683e+00
1.987000000000000000e+03, 6.762443758688933826e-02, 1.272012033517824880e+00, 1.164114461454709842e-01, 1.020085594524475364e-01, 6.065046279368316862e-01, 8.678762007612940421e-02, 8.656703031465171616e-01, 4.741477256337175983e-01, 1.385167117631081579e+00
1.988000000000000000e+03, 7.022036395173179846e-02, 1.305408880364354429e+00, 1.193077835211771437e-01, 1.047631449551134214e-01, 6.073406808700985149e-01, 8.819274027832961493e-02, 8.731200576804220015e-01, 4.779303929021201935e-01, 1.401496902821299795e+00
1.989000000000000000e+03, 7.269896611618763271e-02, 1.337950691903654787e+00, 1.212910744513445577e-01, 1.064350486368755566e-01, 6.057335933594872879e-01, 8.960234423357299471e-02, 8.844017015747545063e-01, 4.818345522006565185e-01, 1.416495510370129773e+00
1.990000000000000000e+03, 7.528799086878865121e-02, 1.369119529217815545e+00, 1.222121621778411299e-01, 1.079894874466921645e-01, 6.193304579644892671e-01, 8.438532389552871882e-02, 8.827326772202167549e-01, 4.741757164460194685e-01, 1.399614631215717164e+00
1.991000000000000000e+03, 7.462000332321475082e-02, 1.347018260963308567e+00, 1.143999815541267839e-01, 1.037134821401473617e-01, 5.947268252139912281e-01, 7.634153017883484049e-02, 8.718285226922486419e-01, 4.572125031246588867e-01, 1.393133881436713795e+00
1.992000000000000000e+03, 7.400056012646424874e-02, 1.331162479109363472e+00, 1.072182696559396131e-01, 9.969898719926850728e-02, 5.725333020018897878e-01, 7.103569886240554410e-02, 8.630435562245585279e-01, 4.426943956584428741e-01, 1.390851142164036380e+00
1.993000000000000000e+03, 7.364283845785155047e-02, 1.318724536234118450e+00, 1.005869436620734358e-01, 9.701459519044380864e-02, 5.567214433104158422e-01, 6.689852573982314754e-02, 8.578574489207818621e-01, 4.305949324469917627e-01, 1.391561509454153134e+00
1.994000000000000000e+03, 7.345768657548965019e-02, 1.308101292355671630e+00, 9.463394796126889386e-02, 9.433574493729644794e-02, 5.564217744807108401e-01, 6.335802585149545585e-02, 8.542868629559734472e-01, 4.201902228545770224e-01, 1.392644953320111956e+00
1.995000000000000000e+03, 7.330924452280522530e-02, 1.298748938376381501e+00, 8.940209504350123126e-02, 9.203406883681085338e-02, 5.458197613312610885e-01, 6.024413105796497248e-02, 8.518167864549958113e-01, 4.107103995066235802e-01, 1.395412971282243841e+00
1.996000000000000000e+03, 7.314538956128951996e-02, 1.291608110717122448e+00, 8.484411334828985407e-02, 9.023598665890036896e-02, 5.332535638190812888e-01, 5.743091898412457097e-02, 8.530392269676781991e-01, 4.019127947487173835e-01, 1.399531890892979247e+00
1.997000000000000000e+03, 7.298665523988560888e-02, 1.284779017733973516e+00, 8.092450455974667389e-02, 8.915339649696529811e-02, 5.215426338245089388e-01, 5.487287071350688272e-02, 8.545792440061283912e-01, 3.938954156903707871e-01, 1.407050189631516179e+00
1.998000000000000000e+03, 7.270231405713256656e-02, 1.277627465505657645e+00, 7.775688782256100218e-02, 8.835703943053918596e-02, 5.113518383234277875e-01, 5.253015427369869816e-02, 8.502478974271451273e-01, 3.869670084468015414e-01, 1.414192757234212117e+00
1.999000000000000000e+03, 7.275502036620659640e-02, 1.271090965114341609e+00, 7.538887108650106639e-02, 8.866309765088531414e-02, 5.108357214683633130e-01, 5.038364191863988623e-02, 8.489979163214596003e-01, 3.807631333068393076e-01, 1.422523176729179939e+00
2.000000000000000000e+03, 7.291424672097125692e-02, 1.265716519173608390e+00, 7.461516201639227519e-02, 9.020952024259958069e-02, 4.982655052498810577e-01, 4.862525444457065776e-02, 8.664018547169320961e-01, 3.834310327576254673e-01, 1.468305902588900258e+00
2.001000000000000000e+03, 7.595778787011689404e-02, 1.325590203696300318e+00, 8.676844824130773570e-02, 9.730123230558755665e-02, 5.179386297070039946e-01, 4.692836908059687395e-02, 8.691666163539004675e-01, 3.917025108101623299e-01, 1.469575854664952663e+00
2.002000000000000000e+03, 7.594799220426798336e-02, 1.335958469263787807e+00, 8.812293323151081104e-02, 9.983459903727502638e-02, 5.239999727272399710e-01, 4.531667526682269659e-02, 8.935839238773140014e-01, 4.228944967484906114e-01, 1.542922077003097137e+00
2.003000000000000000e+03, 8.100264004488227920e-02, 1.476734267909193266e+00, 1.095928524766023454e-01, 1.147252525812126750e-01, 5.939814531152640686e-01, 4.977696817617760505e-02, 9.309367047826636599e-01, 4.684343793690577962e-01, 1.611116035377059497e+00
2.004000000000000000e+03, 8.724333770937424404e-02, 1.608385587839794573e+00, 1.317906502874556518e-01, 1.299957600728410823e-01, 6.478724708599166160e-01, 5.498806916600085248e-02, 9.259343658125236409e-01, 4.710360589480894200e-01, 1.575343597735567203e+00
2.005000000000000000e+03, 8.452162163161731911e-02, 1.574549498585496199e+00, 1.323307431372261478e-01, 1.284647652894374548e-01, 6.145419653950644490e-01, 5.064313115762920925e-02, 9.180423325900476383e-01, 4.533140376073108158e-01, 1.590676567649166318e+00
2.006000000000000000e+03, 8.591264821950772568e-02, 1.612075083696716815e+00, 1.374589516086506258e-01, 1.308519706299492158e-01, 6.143493464448652741e-01, 4.735047101397443781e-02, 9.205316180856986108e-01, 4.479770419837335593e-01, 1.592804222951858417e+00
2.007000000000000000e+03, 8.668100454461288851e-02, 1.631535035986050985e+00, 1.391300952512378175e-01, 1.314816274008391850e-01, 6.034300532005190121e-01, 4.565454891815017707e-02, 9.323281897407481589e-01, 4.492179322213549764e-01, 1.634522229672892291e+00
2.008000000000000000e+03, 8.983883650231397344e-02, 1.710044702703315656e+00, 1.487305577048652072e-01, 1.390215433028530179e-01, 6.046821276444992455e-01, 4.722767065071759029e-02, 9.491252743197985398e-01, 4.597545207091455199e-01, 1.664726131374162366e+00
2.009000000000000000e+03, 9.346873616516805650e-02, 1.770768253995337105e+00, 1.545481862098869730e-01, 1.421429557810969802e-01, 6.343252042752642872e-01, 6.276716273658895784e-02, 9.972384496321303748e-01, 4.810693196977266495e-01, 1.774756397724139179e+00
2.010000000000000000e+03, 1.017064324709840012e-01, 1.908537173704562884e+00, 1.807387115185383752e-01, 1.537495286154308971e-01, 6.785732833062416702e-01, 7.273996601435747666e-02, 1.006800613230245167e+00, 4.894684773546442713e-01, 1.744443852531837313e+00
2.011000000000000000e+03, 1.042852426777710617e-01, 1.906483320812618398e+00, 1.744592683023145074e-01, 1.506848535394534894e-01, 6.557544703412329090e-01, 6.642301226236656253e-02, 9.947519309387354847e-01, 4.689035924158994617e-01, 1.742866700174114936e+00
2.012000000000000000e+03, 1.050123112107679002e-01, 1.880010356399207883e+00, 1.666850771784457175e-01, 1.440011744013888484e-01, 6.177125365294248160e-01, 7.391638301191372218e-02, 1.009387489597146859e+00, 4.662196406508542501e-01, 1.789093962203254673e+00
2.013000000000000000e+03, 1.109132008463673685e-01, 1.984411127149033227e+00, 1.757783433366307546e-01, 1.542719654920054195e-01, 6.554159525773245454e-01, 9.908918082211186362e-02, 1.016224686006623301e+00, 4.727037106606267747e-01, 1.800307778705723560e+00
2.014000000000000000e+03, 1.143798976967257408e-01, 2.005576002101177480e+00, 1.748900816345013987e-01, 1.525163018440224283e-01, 6.604661669839478888e-01, 1.191743984771830300e-01, 1.011889588730390033e+00, 4.643507211820196434e-01, 1.793105211937837451e+00
