year, CanESM5, UKESM1-0-LL, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, MPI-ESM1-2-LR, NorESM2-LM, EC-Earth3-Veg, INM-CM4-8, INM-CM5-0, ACCESS-ESM1-5, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, TaiESM1, GFDL-ESM4
1.912000000000000000e+03, 4.037608135748665461e+01, 5.322536915885383024e+01, 6.090609472188906182e+01, 3.112347471170828328e+01, 5.443663191661411105e+01, 2.833073409826208433e+01, 5.144740750164472587e+01, 4.241126705627483773e+01, 5.205101863668649997e+01, 5.039236195587292144e+01, 4.934437672986728529e+01, 2.923134605771757322e+01, 6.332717887949085878e+01, 4.554506060457464400e+01, 8.048989590873388522e+01, 3.637867062180661293e+01
1.913000000000000000e+03, 4.035040047022101817e+01, 5.315558545684481118e+01, 6.086771681271910950e+01, 3.117258738941906060e+01, 5.423085640064090285e+01, 2.833666305042401135e+01, 5.115342413434586177e+01, 4.184323541097099763e+01, 5.219033373814502141e+01, 5.062555548341723011e+01, 4.923145266066385517e+01, 2.909562958178396386e+01, 6.307870243736198290e+01, 4.559557331246809753e+01, 8.033799008861436164e+01, 3.638214971872404391e+01
1.914000000000000000e+03, 4.057904984167005580e+01, 5.308379986884366986e+01, 6.087792419992782555e+01, 3.118889986980486029e+01, 5.406525472092403106e+01, 2.830177020783676411e+01, 5.128638186319474812e+01, 4.147755114421526201e+01, 5.228136375500994859e+01, 5.072746009376332665e+01, 4.918179234765767660e+01, 2.910981565451055886e+01, 6.285844490818058006e+01, 4.544127498364195361e+01, 7.949038995863421064e+01, 3.620086409167018360e+01
1.915000000000000000e+03, 4.063204492553681035e+01, 5.304034779059542615e+01, 6.090467800864939107e+01, 3.111073138589579656e+01, 5.414612008829401191e+01, 2.823886754746157379e+01, 5.141383168444664165e+01, 4.181575166803023791e+01, 5.229988222315004265e+01, 5.085328396436540288e+01, 4.913151544409573290e+01, 2.914972026715991404e+01, 6.287854310617047560e+01, 4.556167569787138660e+01, 7.950724332996155397e+01, 3.603683645370805522e+01
1.916000000000000000e+03, 4.066688896417020516e+01, 5.295996167983677338e+01, 6.087753202150614840e+01, 3.098959197660911258e+01, 5.380683412592050985e+01, 2.822865666276657493e+01, 5.121455053037640681e+01, 4.193887153370741316e+01, 5.233384492256787723e+01, 5.088410051960781999e+01, 4.899982596488351305e+01, 2.913785127187220425e+01, 6.287995325138103908e+01, 4.540277099666487715e+01, 7.906478997485849902e+01, 3.617219236615267164e+01
1.917000000000000000e+03, 4.063590186599324028e+01, 5.297879359835672375e+01, 6.074633101890172071e+01, 3.104115369346735065e+01, 5.378049255972652531e+01, 2.810046837684406285e+01, 5.119830856418351317e+01, 4.178081465746873135e+01, 5.241854114142995513e+01, 5.097740637551856224e+01, 4.893148798394747701e+01, 2.903444127729415669e+01, 6.285596761727019555e+01, 4.544538177772075471e+01, 7.856343533474921514e+01, 3.616396384172556822e+01
1.918000000000000000e+03, 4.059314281637654886e+01, 5.300212724549597709e+01, 6.066576107055306721e+01, 3.104750231673951788e+01, 5.452203927962436580e+01, 2.804790820908567994e+01, 5.130247781319938127e+01, 4.163267864677340668e+01, 5.237888667610875615e+01, 5.106525684799885312e+01, 4.893594762679026644e+01, 2.893028906055570104e+01, 6.282445691239556851e+01, 4.556258519720787348e+01, 7.931178750711637804e+01, 3.625205842189269134e+01
1.919000000000000000e+03, 4.075957983750974023e+01, 5.291265591555230685e+01, 6.076459734137861801e+01, 3.116436248271035936e+01, 5.411419931220620327e+01, 2.785161435923353679e+01, 5.107873338026984555e+01, 4.155936211596332441e+01, 5.240256226741977486e+01, 5.094002823594862406e+01, 4.898751350629551382e+01, 2.885560984320635569e+01, 6.258303748941913369e+01, 4.552587424521767190e+01, 7.926128827130334287e+01, 3.602320150339419769e+01
1.920000000000000000e+03, 4.079110874936070275e+01, 5.283341464386663944e+01, 6.070569640395937228e+01, 3.113536484757199574e+01, 5.426880753300110882e+01, 2.747811263373103330e+01, 5.092706738039942849e+01, 4.140307492933829536e+01, 5.242593251525008924e+01, 5.092789635469681997e+01, 4.909657403007813059e+01, 2.886269284840462390e+01, 6.236575894614888682e+01, 4.544796748325315860e+01, 7.829699706308619511e+01, 3.583797697441694652e+01
1.921000000000000000e+03, 4.086737969865956188e+01, 5.275065994567134453e+01, 6.045661722747176725e+01, 3.110253540632646008e+01, 5.406140958847291955e+01, 2.734088152167535668e+01, 5.093419686458532425e+01, 4.136992208562958240e+01, 5.233902477429371913e+01, 5.101224847889491087e+01, 4.901221829451069567e+01, 2.885361132270633178e+01, 6.239502283470789479e+01, 4.546606596421844415e+01, 7.880511958024911223e+01, 3.596127422804858043e+01
1.922000000000000000e+03, 4.088455057648210555e+01, 5.274685602217142133e+01, 6.023080098383800873e+01, 3.107070230734260008e+01, 5.387461694448494853e+01, 2.744586313940589406e+01, 5.103812968903567082e+01, 4.137725507611740028e+01, 5.238010047538735847e+01, 5.104002371057008958e+01, 4.903912378442996101e+01, 2.877547665668343058e+01, 6.248946090655491048e+01, 4.556647876499491190e+01, 7.891854113786416747e+01, 3.601083455443820469e+01
1.923000000000000000e+03, 4.094623367823049165e+01, 5.270757224101214433e+01, 6.042765438069712047e+01, 3.114453871107928151e+01, 5.449117807891632026e+01, 2.746395288358231568e+01, 5.106485390803141655e+01, 4.133731219811458857e+01, 5.220533394727591769e+01, 5.098744209059468346e+01, 4.909869089672260145e+01, 2.872485952004694099e+01, 6.269892657082904464e+01, 4.559204348173257415e+01, 7.778501968174771264e+01, 3.579661991612465499e+01
1.924000000000000000e+03, 4.076759022941421051e+01, 5.262737872873832146e+01, 6.039172013363144487e+01, 3.116646814615964445e+01, 5.467922457182373819e+01, 2.734313576958724212e+01, 5.099375897336106078e+01, 4.138947270529265410e+01, 5.224033488804600012e+01, 5.095166746382411560e+01, 4.908740932646254151e+01, 2.866280476342314643e+01, 6.290220429712938000e+01, 4.556060477775316286e+01, 7.687650631403158741e+01, 3.566113805142418869e+01
1.925000000000000000e+03, 4.066393264875368629e+01, 5.254323182826198035e+01, 6.035132054556010672e+01, 3.106195523097161626e+01, 5.488248146529092963e+01, 2.740368724475719020e+01, 5.114483219227979305e+01, 4.134188662776723078e+01, 5.231320827304679000e+01, 5.103796322383097106e+01, 4.912945400258167439e+01, 2.869317984492513318e+01, 6.304927563626171860e+01, 4.572874519630182988e+01, 7.786561479940274921e+01, 3.576908642735545385e+01
1.926000000000000000e+03, 4.059304450233771178e+01, 5.250741421065655601e+01, 6.044193320083551413e+01, 3.109910098702153292e+01, 5.466407996470976371e+01, 2.736610159499145212e+01, 5.124978719363240032e+01, 4.106149248784247874e+01, 5.226928542924981258e+01, 5.109904840860881592e+01, 4.905042585787328591e+01, 2.867806357133708062e+01, 6.314202014159575072e+01, 4.575772640369675059e+01, 7.814105471377685319e+01, 3.590925186763701049e+01
1.927000000000000000e+03, 4.073736773875967998e+01, 5.253232025903739810e+01, 6.044339955756274918e+01, 3.115504440802490294e+01, 5.457178199205612401e+01, 2.731257286049931565e+01, 5.132156492671625614e+01, 4.077020997975613170e+01, 5.229164998077708049e+01, 5.110997618010176780e+01, 4.902554605685106992e+01, 2.872127453514094242e+01, 6.305669248775856772e+01, 4.568384591807400597e+01, 7.759885985316448398e+01, 3.590032106270018630e+01
1.928000000000000000e+03, 4.079628263728264415e+01, 5.249081591469815322e+01, 6.049069465638815046e+01, 3.117974523591719560e+01, 5.482459417683821812e+01, 2.717010899383516076e+01, 5.138783374685912975e+01, 4.066069144099678567e+01, 5.235480039066865032e+01, 5.111100347561612267e+01, 4.902157944540459056e+01, 2.874620116242661183e+01, 6.320719267084530202e+01, 4.545119714297511848e+01, 7.661839849887387288e+01, 3.565589304477119015e+01
1.929000000000000000e+03, 4.056359222884465510e+01, 5.242978792169026292e+01, 6.054551589084260854e+01, 3.110584720759407062e+01, 5.475585099033006742e+01, 2.708970104280744096e+01, 5.141986999584133144e+01, 4.054543415461830591e+01, 5.232639583832371244e+01, 5.089479455650985074e+01, 4.910485916301644238e+01, 2.871229328021013671e+01, 6.327991142979115580e+01, 4.557293257611235759e+01, 7.744227843034215653e+01, 3.565202043945046029e+01
1.930000000000000000e+03, 4.053154363245139535e+01, 5.227571245567171587e+01, 6.058513545592904848e+01, 3.095811314941137837e+01, 5.464660444729726407e+01, 2.734476874600866125e+01, 5.148000971322595376e+01, 4.048950851001616513e+01, 5.227149301988720964e+01, 5.096579081777500164e+01, 4.907848586697292603e+01, 2.866902263980016485e+01, 6.312775411412367532e+01, 4.571095970929989249e+01, 7.736927213456499430e+01, 3.571371175959926347e+01
1.931000000000000000e+03, 4.061811590774118486e+01, 5.219984514708395551e+01, 6.042396907769300896e+01, 3.108742454289745538e+01, 5.518559047911526960e+01, 2.741945891000268176e+01, 5.151831353130069147e+01, 4.066094894171411056e+01, 5.233289310196925470e+01, 5.101056647481868822e+01, 4.899165472625711715e+01, 2.859439698851421596e+01, 6.298707998114531392e+01, 4.571171173056495718e+01, 7.639069777199536304e+01, 3.570798485494564289e+01
1.932000000000000000e+03, 4.071313803408893506e+01, 5.219797384615920777e+01, 6.029716464741492388e+01, 3.114978705750953125e+01, 5.490284800507829033e+01, 2.744333619333139040e+01, 5.146576048719439456e+01, 4.079377108824391485e+01, 5.240357632719087633e+01, 5.113420174181397471e+01, 4.893929897501894999e+01, 2.858139105487363452e+01, 6.299876393488862902e+01, 4.559828150337026642e+01, 7.705459654735463459e+01, 3.537988560801093740e+01
1.933000000000000000e+03, 4.073128221978983987e+01, 5.220448673789705651e+01, 6.043928190260092492e+01, 3.106559436336437585e+01, 5.513421795104914480e+01, 2.727068929295169042e+01, 5.153434287995168717e+01, 4.063259000077676575e+01, 5.240657653725562426e+01, 5.133402369615485128e+01, 4.896092723729721996e+01, 2.851135948022037070e+01, 6.312167061971856441e+01, 4.544508249144926282e+01, 7.707528790280126429e+01, 3.534805229694764961e+01
1.934000000000000000e+03, 4.076096793756583736e+01, 5.219422466278120254e+01, 6.056417024115886250e+01, 3.091832236710283865e+01, 5.506062468048182268e+01, 2.698425406091311274e+01, 5.163238607960835225e+01, 4.067020017658144582e+01, 5.247818417701181914e+01, 5.137164427687142876e+01, 4.889287057650118840e+01, 2.846463228058043526e+01, 6.304953834245782218e+01, 4.568565871415244573e+01, 7.623753415308695480e+01, 3.550360599975412867e+01
1.935000000000000000e+03, 4.073173706690690210e+01, 5.222226959132807877e+01, 6.036968108918502907e+01, 3.101383875402088464e+01, 5.478515866433661330e+01, 2.683636207398813056e+01, 5.154076447953710982e+01, 4.062207887040004550e+01, 5.247294973404886775e+01, 5.136485533054627695e+01, 4.885475655118191440e+01, 2.840301151371246036e+01, 6.308002963213417047e+01, 4.550452236298865216e+01, 7.673426914849410707e+01, 3.538819640476847894e+01
1.936000000000000000e+03, 4.087099095300593632e+01, 5.209321858082054035e+01, 6.002140729854802004e+01, 3.112183273953871421e+01, 5.508887853499776099e+01, 2.681521486760517092e+01, 5.138543150958678751e+01, 4.052426074373106246e+01, 5.251454411900858332e+01, 5.147581988983895940e+01, 4.887729717144781461e+01, 2.829999566632479713e+01, 6.318895212984405418e+01, 4.549428538677575062e+01, 7.657111201378299370e+01, 3.523534849464166285e+01
1.937000000000000000e+03, 4.097807006419696307e+01, 5.209202267409348508e+01, 6.018074522518985248e+01, 3.097488807179503212e+01, 5.531447757395854836e+01, 2.682261732053930103e+01, 5.161033446288758597e+01, 4.061232495281053190e+01, 5.248774609811115965e+01, 5.147164385182422564e+01, 4.881982653535271766e+01, 2.820840369726064623e+01, 6.309045331082540997e+01, 4.547778682156229735e+01, 7.589104620365199594e+01, 3.516152362524889696e+01
1.938000000000000000e+03, 4.097176115464318968e+01, 5.219329224641373344e+01, 6.021333120566827546e+01, 3.084748330231592561e+01, 5.542797141930584814e+01, 2.668165885904875267e+01, 5.161838693851662896e+01, 4.045081272482750023e+01, 5.246425585540207948e+01, 5.149637830778025460e+01, 4.875517436605680643e+01, 2.822899119565188641e+01, 6.288239142777042900e+01, 4.561087413266223933e+01, 7.632065910327074221e+01, 3.514136001348928318e+01
1.939000000000000000e+03, 4.072160616811980560e+01, 5.225005286985423680e+01, 6.009060172476052486e+01, 3.089455409840834221e+01, 5.560844947437161778e+01, 2.673764679639045383e+01, 5.153588438875016919e+01, 4.016376688373608062e+01, 5.242675149719748617e+01, 5.145547246537295649e+01, 4.879075510368567592e+01, 2.821522747315200164e+01, 6.285922579412137878e+01, 4.557928340913228737e+01, 7.655255592269443810e+01, 3.513061902645070944e+01
1.940000000000000000e+03, 4.057151597431232659e+01, 5.219624450583884112e+01, 6.009880518919734982e+01, 3.100998928226193740e+01, 5.542884757106811833e+01, 2.656654936799123234e+01, 5.141349992446428274e+01, 3.998362397416931913e+01, 5.225718539469561108e+01, 5.136682069565498665e+01, 4.881839816780365737e+01, 2.817238473978880009e+01, 6.286058438616817057e+01, 4.570895011198575730e+01, 7.579406483956562113e+01, 3.488379998427126338e+01
1.941000000000000000e+03, 4.046648974080255101e+01, 5.219974810801872422e+01, 6.011832621567583601e+01, 3.100443268664700369e+01, 5.525452402870851643e+01, 2.625209277719936196e+01, 5.120265053482788886e+01, 3.950637895850100989e+01, 5.229809565298788954e+01, 5.129188774126754424e+01, 4.879265972411025132e+01, 2.809277434705813903e+01, 6.275181407730224947e+01, 4.567208849456353903e+01, 7.624179227528958336e+01, 3.492051395425254867e+01
1.942000000000000000e+03, 4.050999000712338471e+01, 5.210661957149475398e+01, 6.001794370368737219e+01, 3.074091710820522039e+01, 5.553325695736496215e+01, 2.590012223569252825e+01, 5.139283930041304416e+01, 3.976609730452858571e+01, 5.224873382584105030e+01, 5.128747198656098050e+01, 4.874064939684842557e+01, 2.795818297397628172e+01, 6.269922227921933455e+01, 4.556150454811667316e+01, 7.643011595079360632e+01, 3.506034260177846562e+01
1.943000000000000000e+03, 4.062985102232236301e+01, 5.205283315214060735e+01, 5.985413144949986020e+01, 3.067858414446361692e+01, 5.584005617077617956e+01, 2.565494248848429493e+01, 5.152827973010769114e+01, 3.970568403048584827e+01, 5.216046485614550932e+01, 5.135180824088550366e+01, 4.882632537304301223e+01, 2.795146099817461405e+01, 6.272294762983986516e+01, 4.579503161104528886e+01, 7.586745092990351225e+01, 3.486469270300502643e+01
1.944000000000000000e+03, 4.049464332326776628e+01, 5.196280094371645220e+01, 5.961733342765649013e+01, 3.081236250162302781e+01, 5.537342809149228628e+01, 2.586761178568244191e+01, 5.151582079345026699e+01, 3.957949150711225883e+01, 5.217533794669214586e+01, 5.153742812104235327e+01, 4.882398301608637325e+01, 2.796632545808334314e+01, 6.275630815620245073e+01, 4.592178582923452268e+01, 7.583782211127240203e+01, 3.472425831870702950e+01
1.945000000000000000e+03, 4.049150980756281371e+01, 5.196025592296864914e+01, 5.974780468543209366e+01, 3.088472766693738336e+01, 5.530494660410359131e+01, 2.596165951801531335e+01, 5.139912212087774179e+01, 3.961250115969166785e+01, 5.215806596597217748e+01, 5.166579658426676502e+01, 4.873581894354752819e+01, 2.790781780467377615e+01, 6.273216908126719460e+01, 4.591377344050597742e+01, 7.641132959506343525e+01, 3.490362801976451124e+01
1.946000000000000000e+03, 4.037833815509479507e+01, 5.201426189568073255e+01, 5.988663884602077303e+01, 3.076065983599216480e+01, 5.553032693175495638e+01, 2.583913724721096372e+01, 5.142422398607550349e+01, 3.968761565393204904e+01, 5.214001613476344232e+01, 5.172652743223921590e+01, 4.862714719369653693e+01, 2.778408251532430029e+01, 6.258542686672840460e+01, 4.595226492454692391e+01, 7.665187450434881100e+01, 3.499309796094836855e+01
1.947000000000000000e+03, 4.020787181661997067e+01, 5.194340776849380603e+01, 5.995078964703478874e+01, 3.073401790573725734e+01, 5.589718153002755940e+01, 2.575222559152987145e+01, 5.136399650780759174e+01, 3.963865364289496540e+01, 5.210584724512386146e+01, 5.162206839737789466e+01, 4.860770275437806021e+01, 2.771252060597636202e+01, 6.260748288054660549e+01, 4.568380865125424606e+01, 7.575069989117059777e+01, 3.481527886754355450e+01
1.948000000000000000e+03, 4.017628991353394952e+01, 5.184832432220094489e+01, 5.996171968999934165e+01, 3.071893502465783499e+01, 5.508738011418877534e+01, 2.586952853287364817e+01, 5.120019500922366973e+01, 3.966753147952432812e+01, 5.200779926737693160e+01, 5.160258669412262122e+01, 4.866183099582656979e+01, 2.766593754686444839e+01, 6.256446316368068494e+01, 4.570184503585004876e+01, 7.470461592796381467e+01, 3.469385849801054889e+01
1.949000000000000000e+03, 4.003022983935625234e+01, 5.183367815396312750e+01, 5.974113777476139120e+01, 3.063787762591522679e+01, 5.533968372763364840e+01, 2.602989137966793720e+01, 5.118063341910681885e+01, 3.968222737068523998e+01, 5.193788957977363197e+01, 5.163486093079126249e+01, 4.856830361845302946e+01, 2.770027297269315980e+01, 6.254797905396556956e+01, 4.560439822609001936e+01, 7.565153477799384518e+01, 3.465950529803964741e+01
1.950000000000000000e+03, 3.992655022129510201e+01, 5.189848952795996695e+01, 5.936911821090987473e+01, 3.076738923589843466e+01, 5.593434166134902341e+01, 2.587770105072334559e+01, 5.119108609455555836e+01, 3.945746565978550535e+01, 5.183711946380522306e+01, 5.163553320162843363e+01, 4.856920224362246330e+01, 2.758433306000986107e+01, 6.245900055197907363e+01, 4.554616730013805892e+01, 7.603681795702902946e+01, 3.438898296986251779e+01
1.951000000000000000e+03, 3.987902275670467844e+01, 5.199699685322204346e+01, 5.920075252744934602e+01, 3.067342772798181727e+01, 5.523412214953328458e+01, 2.553184616684038133e+01, 5.113369082678737243e+01, 3.932784336631786459e+01, 5.167004520894602848e+01, 5.145571573872461357e+01, 4.854478969026559554e+01, 2.742487163185831989e+01, 6.201263300193168959e+01, 4.548097144694593652e+01, 7.507579577409629223e+01, 3.444047802628253407e+01
1.952000000000000000e+03, 3.967310167958869016e+01, 5.202468942237127436e+01, 5.858319839060320078e+01, 3.049859606562399250e+01, 5.447079737126968979e+01, 2.518845890475447291e+01, 5.101772201461224654e+01, 3.914361473177528694e+01, 5.160224011283712287e+01, 5.143131590565480593e+01, 4.840875376973054500e+01, 2.730609156258066861e+01, 6.171917738617725036e+01, 4.566718916112698423e+01, 7.382993050694638271e+01, 3.435628210461772625e+01
1.953000000000000000e+03, 3.975920205496020543e+01, 5.196580669173893341e+01, 5.850371312779967070e+01, 3.025697015136691448e+01, 5.470460755819149057e+01, 2.499337722669989148e+01, 5.097233822949667825e+01, 3.895705141163665530e+01, 5.159880370541024774e+01, 5.157594461551413900e+01, 4.833061384330324017e+01, 2.720739324696296890e+01, 6.151673669119703902e+01, 4.570380576459667310e+01, 7.464310010055297084e+01, 3.406036891865666405e+01
1.954000000000000000e+03, 3.981280701738297267e+01, 5.176259902638035015e+01, 5.851629006086590579e+01, 3.035639364246355854e+01, 5.540775082866219492e+01, 2.526747521164632815e+01, 5.076946109711936117e+01, 3.893541625400237649e+01, 5.153613764055639024e+01, 5.167504106267438146e+01, 4.829135640766300952e+01, 2.710545944271806817e+01, 6.127153812954870915e+01, 4.544996836492921233e+01, 7.501565713074593589e+01, 3.403915515976499506e+01
1.955000000000000000e+03, 3.976064431897022899e+01, 5.159964604077581640e+01, 5.837011021866630500e+01, 3.036808603017914265e+01, 5.496874251325944982e+01, 2.537776685601080118e+01, 5.029054389984091955e+01, 3.866761588348729362e+01, 5.158441656797583619e+01, 5.159590739310792884e+01, 4.806712408978326323e+01, 2.702258601569867480e+01, 6.111549209368602220e+01, 4.536814478350922286e+01, 7.409541707207444006e+01, 3.390504700474182442e+01
1.956000000000000000e+03, 3.968876763966775911e+01, 5.157681620152103363e+01, 5.806046928790104289e+01, 3.021474092869281947e+01, 5.399266672401082445e+01, 2.528081159926103894e+01, 4.997095974645306882e+01, 3.864234262574911583e+01, 5.156626781603149112e+01, 5.157893341910552465e+01, 4.804157056296658368e+01, 2.692117352431935728e+01, 6.087092873196151999e+01, 4.557227087233793839e+01, 7.339012503146470578e+01, 3.393953671527679461e+01
1.957000000000000000e+03, 3.952756892613756889e+01, 5.149711271827874981e+01, 5.760238439501688390e+01, 3.014911911530542454e+01, 5.372814929772002301e+01, 2.526278622789646988e+01, 4.997703458729787229e+01, 3.848211566086049373e+01, 5.153506134602940847e+01, 5.156633074365393554e+01, 4.814671941509452324e+01, 2.683231537438462766e+01, 6.073117156743439438e+01, 4.545059699623408989e+01, 7.351646974876936724e+01, 3.393468053540240703e+01
1.958000000000000000e+03, 3.937731698395206337e+01, 5.140035997365840359e+01, 5.739164567569127939e+01, 2.997878954335490675e+01, 5.450849922527729774e+01, 2.531187660532715711e+01, 4.975785342992545424e+01, 3.840608062344265505e+01, 5.145444292168769351e+01, 5.142410760506439971e+01, 4.814989948014730459e+01, 2.663055174397054969e+01, 6.058679636087050824e+01, 4.517030294999009499e+01, 7.418897632922092100e+01, 3.377910513019622130e+01
1.959000000000000000e+03, 3.954916693051756482e+01, 5.134818833492212065e+01, 5.736464163024817253e+01, 3.002335221540396049e+01, 5.453571381690721864e+01, 2.503493353419698408e+01, 4.943379620285844567e+01, 3.825170713825910696e+01, 5.147551719003048021e+01, 5.131086031887648602e+01, 4.803522725274642369e+01, 2.653623324079123336e+01, 6.028396577594705974e+01, 4.522870764107787522e+01, 7.383408367299722386e+01, 3.355301698078547901e+01
1.960000000000000000e+03, 3.947762162294979049e+01, 5.135491682105298139e+01, 5.732411549486467806e+01, 2.990695338681843651e+01, 5.416803687979524540e+01, 2.448597569501782800e+01, 4.923456217737728480e+01, 3.824209499451856686e+01, 5.143496681865945419e+01, 5.140060228088695737e+01, 4.799614991524239827e+01, 2.654567911861977692e+01, 5.995021389618598562e+01, 4.517053199543210695e+01, 7.375458387021225803e+01, 3.335010210767413241e+01
1.961000000000000000e+03, 3.934761521049212973e+01, 5.140144593727101352e+01, 5.740335728259677239e+01, 2.988599244362508145e+01, 5.413593033238809937e+01, 2.410293806684295959e+01, 4.926889170730650847e+01, 3.816633601204632953e+01, 5.134658737809814966e+01, 5.153316172294328368e+01, 4.798452372867848226e+01, 2.647442776361735994e+01, 5.975110392961374117e+01, 4.512280693114669106e+01, 7.365253537111711069e+01, 3.331001830556937904e+01
1.962000000000000000e+03, 3.926658229129071742e+01, 5.131568712082581385e+01, 5.745946963100205096e+01, 2.968809055812871733e+01, 5.420542556405761303e+01, 2.428242623429833458e+01, 4.920161799346795561e+01, 3.809693374057184911e+01, 5.133382118373594238e+01, 5.160107858412989401e+01, 4.789086020011221478e+01, 2.636896372979467174e+01, 5.961723630597128931e+01, 4.512514508431789295e+01, 7.369732822670195560e+01, 3.314177421073299712e+01
1.963000000000000000e+03, 3.936846533398396986e+01, 5.118065424797674012e+01, 5.739309478931927799e+01, 2.961680940048519162e+01, 5.409308556201482077e+01, 2.451301795601479583e+01, 4.927720484966048531e+01, 3.804786516715054034e+01, 5.147780484521906885e+01, 5.180929119992089937e+01, 4.786482157395480641e+01, 2.635739852248958570e+01, 5.963229936044726287e+01, 4.509920296296374431e+01, 7.386021237563433317e+01, 3.287415874523512116e+01
1.964000000000000000e+03, 3.944669363647349769e+01, 5.114618947898287615e+01, 5.710979650066799707e+01, 2.964872261566887346e+01, 5.353458783450683001e+01, 2.432143873646811016e+01, 4.936445629696806492e+01, 3.811718245975048802e+01, 5.167551161003282090e+01, 5.198829122384040602e+01, 4.785330732721406832e+01, 2.642353433227300741e+01, 5.976426756330037904e+01, 4.517241550625593760e+01, 7.348563149012868223e+01, 3.305748687305916889e+01
1.965000000000000000e+03, 3.936457871565962563e+01, 5.113489608945217668e+01, 5.711565548250661806e+01, 2.956637028209297569e+01, 5.353697475821967089e+01, 2.410163297474460720e+01, 4.928023693596681198e+01, 3.805811701782188550e+01, 5.185654390592721086e+01, 5.209117856648779110e+01, 4.787070027404376305e+01, 2.651189182036950243e+01, 5.983360408855130430e+01, 4.531411308752462475e+01, 7.317444802817976779e+01, 3.313736506523785152e+01
1.966000000000000000e+03, 3.915469031338168548e+01, 5.098118638348687881e+01, 5.711990017009134135e+01, 2.952984545938772243e+01, 5.414350759288306136e+01, 2.409455141392611566e+01, 4.921672631926422525e+01, 3.796921811156165205e+01, 5.195909940468963129e+01, 5.218574807997844545e+01, 4.794092486756578353e+01, 2.654069500160791506e+01, 5.986736836164454445e+01, 4.542175811378979944e+01, 7.362989438724746094e+01, 3.296560085316443889e+01
1.967000000000000000e+03, 3.910696014929138187e+01, 5.092958220309360939e+01, 5.701034586085817324e+01, 2.949437245819379072e+01, 5.426834749418976145e+01, 2.386060937007683691e+01, 4.922936320799933441e+01, 3.785908361572868586e+01, 5.175198024544822317e+01, 5.220300643761358828e+01, 4.807617155813126431e+01, 2.648406686595582116e+01, 6.001459622356904333e+01, 4.535472399647780861e+01, 7.325516955955741594e+01, 3.269452541241644639e+01
1.968000000000000000e+03, 3.915664102228303989e+01, 5.095362734355303758e+01, 5.687260895040714104e+01, 2.945092692439496673e+01, 5.429879066077044314e+01, 2.365619891083342097e+01, 4.929490272107032922e+01, 3.781146201036062138e+01, 5.161612860961718496e+01, 5.221124870360369385e+01, 4.805825497611548514e+01, 2.651727688057575349e+01, 6.017896398383209799e+01, 4.533317344834890861e+01, 7.282350303244521683e+01, 3.257231714778117038e+01
1.969000000000000000e+03, 3.917336544857362668e+01, 5.093083817696144422e+01, 5.696446826783998318e+01, 2.928628891615021956e+01, 5.435612977785944366e+01, 2.369257680547281453e+01, 4.935327702911256864e+01, 3.782086982543270892e+01, 5.160256676925916963e+01, 5.222538701350615042e+01, 4.800642093532140819e+01, 2.659581546209481928e+01, 6.034543806146709244e+01, 4.510153599679804159e+01, 7.325775858006646502e+01, 3.269924556706340013e+01
1.970000000000000000e+03, 3.928312699690736309e+01, 5.082327012846954517e+01, 5.714664105840780195e+01, 2.934951257760094379e+01, 5.406267257014421546e+01, 2.374301253194253292e+01, 4.935466946051396775e+01, 3.749869009438225476e+01, 5.152319668592695479e+01, 5.221426944599426889e+01, 4.797498140441113890e+01, 2.661000421289831763e+01, 6.044715748629187146e+01, 4.503270729999834998e+01, 7.293421388437305097e+01, 3.257371072247827470e+01
1.971000000000000000e+03, 3.938685908684674786e+01, 5.072830475086494317e+01, 5.723054671109618141e+01, 2.948786080299155543e+01, 5.328941699420877853e+01, 2.368685231464097640e+01, 4.924033617971251431e+01, 3.751708008509998393e+01, 5.160015966145925859e+01, 5.212434097884835893e+01, 4.802937655591286159e+01, 2.654193902760144397e+01, 6.042161685200047572e+01, 4.514077991062443829e+01, 7.209935447131235264e+01, 3.273526410190898162e+01
1.972000000000000000e+03, 3.945153171702566652e+01, 5.065948925284331494e+01, 5.711897341043209764e+01, 2.939706893273283228e+01, 5.329038799289482853e+01, 2.358584045264615270e+01, 4.926271880657104418e+01, 3.752762662368346724e+01, 5.174339525828294484e+01, 5.214932077299314273e+01, 4.796669245993665243e+01, 2.649207593770122671e+01, 6.036825120864256178e+01, 4.521497717982124698e+01, 7.301763234407980008e+01, 3.239538185593369235e+01
1.973000000000000000e+03, 3.954559709351832453e+01, 5.068435091561434547e+01, 5.678160733133211835e+01, 2.924554049232031261e+01, 5.424409717169162093e+01, 2.342322668323045320e+01, 4.933695279607129436e+01, 3.751419952671176361e+01, 5.172545305609475008e+01, 5.215080659523017204e+01, 4.788594253358957076e+01, 2.648219824979303993e+01, 6.034644904637939788e+01, 4.504244675515474228e+01, 7.295833603607243845e+01, 3.217035360959216206e+01
