year, NorESM2-MM, MPI-ESM1-2-LR, INM-CM4-8, ACCESS-ESM1-5, CNRM-ESM2-1, IPSL-CM6A-LR, GFDL-ESM4, CMCC-CM2-SR5, UKESM1-0-LL, MIROC-ES2L, EC-Earth3-Veg, TaiESM1, CanESM5, CESM2-WACCM, NorESM2-LM, INM-CM5-0
1.912000000000000000e+03, 9.119829825551791558e+00, 8.880741537943485753e+00, 1.365582344852042951e+01, 7.813820804039421475e+00, 8.390893377374505135e+00, 6.671206564552028873e+00, 1.017805679505816308e+01, 9.106436812645718248e+00, 1.036223420765951708e+01, 5.572695622280580352e+00, 9.456688262766490993e+00, 1.255153751985167254e+01, 8.981715692061452927e+00, 8.744745266186226829e+00, 7.589732217592430885e+00, 1.304137575239795588e+01
1.913000000000000000e+03, 8.942965998589336607e+00, 9.106719270389353582e+00, 1.377237538607615974e+01, 7.702184381299181481e+00, 8.252449617777367408e+00, 6.950011401195848926e+00, 9.699924054918263039e+00, 9.144039535224205650e+00, 1.009232019623398102e+01, 5.597452948421196339e+00, 9.812583201710573633e+00, 1.187332904198305883e+01, 9.219771572570639506e+00, 8.905269173077343225e+00, 7.586486960697604864e+00, 1.363838902336641112e+01
1.914000000000000000e+03, 9.045898594491632139e+00, 9.130902812946322555e+00, 1.358197621425167689e+01, 7.915042763276803228e+00, 8.103678028926861288e+00, 6.799000378591922633e+00, 9.220624018645573017e+00, 9.129783923199701334e+00, 1.039944993425033459e+01, 5.784138331446278869e+00, 9.934024426111832895e+00, 1.133682187677054642e+01, 9.416295958515915387e+00, 8.785798194974853814e+00, 7.962685017708360569e+00, 1.334501360838155293e+01
1.915000000000000000e+03, 9.173530491894481997e+00, 9.060496651984806249e+00, 1.347414660642659534e+01, 7.834627582452192485e+00, 8.300978079576488255e+00, 6.537543237150220676e+00, 9.324037930422036879e+00, 9.256616869253107893e+00, 1.052621773252787918e+01, 5.920616761058216326e+00, 9.787171191933486725e+00, 1.175713970111708484e+01, 9.212775997595413102e+00, 8.936938313257494215e+00, 7.889062092036486007e+00, 1.343763741548720603e+01
1.916000000000000000e+03, 9.210244142958627478e+00, 9.151810094026672004e+00, 1.365885400048524900e+01, 7.586333699609023817e+00, 8.066237453756777143e+00, 6.552786153155793158e+00, 9.998348746931281283e+00, 8.395822859509408431e+00, 1.069820027887292291e+01, 5.661737100141047030e+00, 9.514061698213421181e+00, 1.127120840120239897e+01, 9.285061701068725526e+00, 8.884617000535657283e+00, 7.736976730163362070e+00, 1.322302744441650368e+01
1.917000000000000000e+03, 9.269322330894590678e+00, 8.864177853911492377e+00, 1.358231612272705213e+01, 7.951188714560714743e+00, 8.278663369808313632e+00, 6.888874273596889530e+00, 9.835972944795640771e+00, 9.032110648943373121e+00, 1.102253603128869131e+01, 5.657562186153507255e+00, 9.457692173397294511e+00, 1.152758138691239154e+01, 9.158024900684605285e+00, 8.784346594719053769e+00, 7.880736331151241281e+00, 1.348163936857139333e+01
1.918000000000000000e+03, 9.220168985333469180e+00, 9.041876608297618745e+00, 1.341204834253633038e+01, 7.996370990246515653e+00, 8.372402774868909603e+00, 6.661314122895666046e+00, 1.002133281099430384e+01, 9.324983321367957601e+00, 1.062388889259375446e+01, 5.605825390261260921e+00, 9.658314430424940866e+00, 1.245876771213318968e+01, 9.259391634970908669e+00, 8.844756909443862725e+00, 7.890907272406934680e+00, 1.333470214954408384e+01
1.919000000000000000e+03, 9.065579051271008382e+00, 8.765002832624112727e+00, 1.367259947684289401e+01, 8.223690767318371897e+00, 8.303915174298026614e+00, 7.178351690300619481e+00, 9.421309642144617413e+00, 8.738225050998320143e+00, 1.036824310376235125e+01, 5.601864223682495592e+00, 9.553328064963437782e+00, 1.205325806594588656e+01, 9.464492497036850693e+00, 9.002217014165751152e+00, 7.581865588101378783e+00, 1.289254755076363956e+01
1.920000000000000000e+03, 9.025984633413576930e+00, 8.437668967534216691e+00, 1.358133258812235944e+01, 8.095095380779541827e+00, 8.044292919062348446e+00, 6.625451581460770178e+00, 9.426207027190795174e+00, 9.443566014865957925e+00, 1.058034975977731840e+01, 5.796386558526934962e+00, 9.417490488217820754e+00, 1.142882513950051404e+01, 9.295543584568845219e+00, 8.834853549331267430e+00, 7.710321283392536529e+00, 1.323267464674266058e+01
1.921000000000000000e+03, 9.175267714864265400e+00, 8.686256942681234605e+00, 1.337972325678217445e+01, 7.846416269701419921e+00, 8.311560809561765240e+00, 6.825269988101018370e+00, 9.735996916690030645e+00, 8.604158129683918688e+00, 1.047962331490151300e+01, 5.697290119954796062e+00, 9.519109724049323873e+00, 1.238256306555895847e+01, 9.411745154870589047e+00, 8.541574489395969749e+00, 7.802286493498862718e+00, 1.360955903276408385e+01
1.922000000000000000e+03, 9.298204488485040997e+00, 9.184002483558089125e+00, 1.370148372903025624e+01, 8.128564738895398989e+00, 8.384940080045536703e+00, 6.772419273115969141e+00, 9.538515196798973861e+00, 8.730720332543132400e+00, 1.090287346531149204e+01, 5.651785822412878524e+00, 9.476766405678015204e+00, 1.211417193329286235e+01, 9.214212992102218891e+00, 8.592618122576391571e+00, 7.880801794320227316e+00, 1.316279446820325560e+01
1.923000000000000000e+03, 9.484723403151301468e+00, 9.133748995761100886e+00, 1.300988768218508262e+01, 8.085285632001024680e+00, 8.204720900911942394e+00, 6.912705088226018368e+00, 9.124315672506357444e+00, 9.307533026668435738e+00, 1.027812768674989563e+01, 5.527183236973145952e+00, 9.464752916822364526e+00, 1.037422356227637366e+01, 9.294106194661720721e+00, 8.840752724050329192e+00, 7.752452656314913426e+00, 1.299151806621525829e+01
1.924000000000000000e+03, 9.563045379599628859e+00, 9.076021748529171873e+00, 1.367268343142627707e+01, 8.154755947763876023e+00, 8.321301822816948857e+00, 6.791445501144568908e+00, 9.213959218699418585e+00, 9.220449680891597666e+00, 1.005263207013502402e+01, 5.678808415023988587e+00, 9.545384860409383165e+00, 1.100507547764024352e+01, 9.087730762912341831e+00, 8.762368287541642431e+00, 7.732617402608370938e+00, 1.337384906917053407e+01
1.925000000000000000e+03, 9.647970756154961691e+00, 9.324190262003716256e+00, 1.355362032452801024e+01, 7.990837702320527036e+00, 8.722167520882791791e+00, 6.665420348069918788e+00, 9.753491712596687790e+00, 9.519611197330005936e+00, 1.092091504107415290e+01, 5.680480831496016236e+00, 9.121800424974058075e+00, 1.228406357033710350e+01, 9.231035308544425888e+00, 8.749658985939040790e+00, 7.933905542094505492e+00, 1.333514013155202527e+01
1.926000000000000000e+03, 9.552398476277410566e+00, 9.129084928330247095e+00, 1.335752023005497868e+01, 7.960327448182772159e+00, 8.655557090204723636e+00, 6.783916969215225024e+00, 9.823235012092577989e+00, 9.067875121941597172e+00, 1.054702383751051364e+01, 5.828814254816664153e+00, 9.430780339874676343e+00, 1.239096436572450877e+01, 9.347107475849060876e+00, 8.870785486152247046e+00, 7.888839805248656134e+00, 1.338475568801439941e+01
1.927000000000000000e+03, 9.390776868121367471e+00, 9.102174781909630141e+00, 1.364322481777610996e+01, 7.844708403828066778e+00, 8.090718947758718471e+00, 7.041173369987507868e+00, 9.555922145309367011e+00, 9.085551178094471325e+00, 1.144067616194094228e+01, 5.759286187376489785e+00, 9.256347840473793553e+00, 1.158712065122915646e+01, 9.376674872202688249e+00, 8.787490673835213428e+00, 7.905242656704976056e+00, 1.342890560219571405e+01
1.928000000000000000e+03, 9.603352504091029473e+00, 9.106068320495003476e+00, 1.369493739946889654e+01, 8.188235676484701742e+00, 7.920115953098484596e+00, 6.807692791132699206e+00, 9.114854629189329316e+00, 9.379860010646213553e+00, 1.044439619679153708e+01, 5.775111741685966749e+00, 9.385988135215724171e+00, 1.125960764511509637e+01, 9.223074263393248984e+00, 8.882265415196201275e+00, 7.990892468379737323e+00, 1.319969239725501531e+01
1.929000000000000000e+03, 9.461907705398434842e+00, 9.313509689202451369e+00, 1.334058528100694296e+01, 8.189312299024404496e+00, 8.495843962938614879e+00, 6.552540562447600081e+00, 9.561907113846098483e+00, 8.876747778810326395e+00, 1.029683654553256389e+01, 5.717277380342622450e+00, 9.445774616176180416e+00, 1.232966921473481570e+01, 9.100450107398369681e+00, 8.891173782867571873e+00, 7.871810821370392119e+00, 1.271806400171098161e+01
1.930000000000000000e+03, 9.161305047816332703e+00, 9.562450357278091673e+00, 1.340015166439237859e+01, 8.127978183431597614e+00, 8.477626141311411345e+00, 6.568037755041849834e+00, 9.610053192485878526e+00, 9.106080573357381525e+00, 9.930181074333891189e+00, 5.616764809884532639e+00, 9.579428960481479294e+00, 1.162883549571904318e+01, 9.310881817743950961e+00, 8.829146501603547748e+00, 7.999721530960095528e+00, 1.350656072993916545e+01
1.931000000000000000e+03, 9.140407796219493619e+00, 9.462904073362947699e+00, 1.374420140745524499e+01, 7.805050220873179789e+00, 8.302551840154801965e+00, 7.083190879033489651e+00, 9.466863963088981038e+00, 9.443296155588184249e+00, 1.094309806684632314e+01, 5.658720708908266950e+00, 9.337045058928451269e+00, 1.138832764238535411e+01, 9.498533153848086386e+00, 8.594032738969794138e+00, 7.891715540473847490e+00, 1.329942088175383219e+01
1.932000000000000000e+03, 9.281264297934630036e+00, 9.353536762345987299e+00, 1.365061279417100693e+01, 7.968028055103834717e+00, 8.004763692620677773e+00, 6.819292388464057275e+00, 8.810444763656706257e+00, 8.846200850668150650e+00, 1.075918085945551539e+01, 5.683968677823784788e+00, 9.383239966412233457e+00, 1.249116924766930659e+01, 9.494588389075781620e+00, 8.761643412079749282e+00, 7.874774115038012390e+00, 1.358465988399656688e+01
1.933000000000000000e+03, 9.429814141660706639e+00, 9.367875099549847207e+00, 1.360892170914104327e+01, 8.110855403751410009e+00, 8.020888531369619656e+00, 6.674238404253054036e+00, 9.548896785090132511e+00, 9.475346629262348941e+00, 1.090837730804455319e+01, 5.664793069619852517e+00, 9.291841960430520686e+00, 1.194480647991747624e+01, 9.327564037775637473e+00, 8.933579668073234004e+00, 7.960228535987317500e+00, 1.377658825350973082e+01
1.934000000000000000e+03, 9.275403044735989866e+00, 8.926659885460892951e+00, 1.365543182542462830e+01, 7.960273507619427313e+00, 8.559613181477972788e+00, 6.578710509895770997e+00, 9.861265296777794731e+00, 8.949148217901830904e+00, 1.098437954989690546e+01, 5.659842076507862529e+00, 9.224398853097707018e+00, 1.159037811394268047e+01, 9.401117534265397424e+00, 9.061712418508733435e+00, 7.978744221193181829e+00, 1.327457095315119417e+01
1.935000000000000000e+03, 9.432590532116508442e+00, 9.272619325301468152e+00, 1.339415334227767929e+01, 7.816718671802550311e+00, 7.800610059906149196e+00, 7.164222931056042576e+00, 9.240912255188145963e+00, 8.895769907157740519e+00, 1.061645645607862498e+01, 5.627983470150319079e+00, 9.429023485889707956e+00, 1.260485065088121814e+01, 9.285689316652442571e+00, 8.604518064323546156e+00, 7.776232718092393803e+00, 1.326456042678389657e+01
1.936000000000000000e+03, 9.477179388079514766e+00, 9.338534120804366623e+00, 1.363145059981232166e+01, 8.096012214904698467e+00, 8.160147206626517047e+00, 7.018217140930099518e+00, 9.333773235599913676e+00, 9.247237753035051355e+00, 1.054845965035076816e+01, 5.508188555871932124e+00, 9.308628885937453745e+00, 1.164947954473814029e+01, 9.664088671567355959e+00, 8.743558338011313325e+00, 7.856513639799845627e+00, 1.377784825439190008e+01
1.937000000000000000e+03, 9.372351679072899344e+00, 9.548618937672845419e+00, 1.340045330545531677e+01, 7.719927543638532619e+00, 8.057772007945699144e+00, 6.421655545382175312e+00, 9.235303891076927840e+00, 9.399878401933742467e+00, 1.171680044370081752e+01, 5.635701920144220445e+00, 9.209676176588697416e+00, 1.152477450435423734e+01, 9.514974500515865685e+00, 8.966854507298407384e+00, 8.134577456029525422e+00, 1.313630513195949412e+01
1.938000000000000000e+03, 9.159672183103435117e+00, 9.148062521335404540e+00, 1.360337221397643503e+01, 8.053556588971600760e+00, 8.637433035404058046e+00, 6.651208216488268654e+00, 9.404196405151781235e+00, 9.335921856309106204e+00, 1.174982003217136750e+01, 5.647913466974027408e+00, 9.077972653246989765e+00, 1.231315484331914867e+01, 9.422656154914324844e+00, 8.826184603761186409e+00, 7.978905111744540868e+00, 1.343795550984121157e+01
1.939000000000000000e+03, 9.161245064250216785e+00, 9.533298589458551575e+00, 1.339956088433449288e+01, 7.993301427306448659e+00, 8.292306644449146447e+00, 6.976602979257981119e+00, 9.263802410343176419e+00, 9.608653500732106778e+00, 1.096850733221220864e+01, 5.755341519263128092e+00, 9.252644761395989903e+00, 1.231145686577963261e+01, 9.158433830824524335e+00, 8.887316824066404664e+00, 7.845498860178691025e+00, 1.307174092141457145e+01
1.940000000000000000e+03, 9.198683175635087750e+00, 9.069039229514721967e+00, 1.319828762831142122e+01, 8.216418691186648360e+00, 8.624571809760015029e+00, 7.194910015965126249e+00, 9.026533884542644159e+00, 9.233534621914087026e+00, 1.089041886730452369e+01, 5.643543742137859809e+00, 9.180226546053415149e+00, 1.176501652591887037e+01, 9.277712403251086926e+00, 8.812612492693183697e+00, 7.631234921014344863e+00, 1.298522478615096531e+01
1.941000000000000000e+03, 9.204112753155172300e+00, 8.962307963406521694e+00, 1.369436969632208267e+01, 7.840547253005834882e+00, 8.105697902009566747e+00, 6.800784610672137021e+00, 9.449537078081174712e+00, 9.077894167715601981e+00, 1.086847831409327547e+01, 5.529576606302963881e+00, 9.362743324137854373e+00, 1.271958458308628437e+01, 9.342847647822530632e+00, 8.909453644462701050e+00, 7.736240643038527764e+00, 1.317452952545636791e+01
1.942000000000000000e+03, 9.230317248011294495e+00, 8.525067794471885563e+00, 1.339538797616193122e+01, 8.081880446580388622e+00, 8.380894044598200310e+00, 6.258888159399814910e+00, 9.612569276056882828e+00, 9.617594044349546678e+00, 1.048228418330656986e+01, 5.582426896161205576e+00, 9.032035249131544319e+00, 1.239182075583400255e+01, 9.521449491373742191e+00, 8.732496047294123542e+00, 7.938289022425125907e+00, 1.330930416508303260e+01
1.943000000000000000e+03, 9.276638110890262467e+00, 8.916941390975710036e+00, 1.340925288798334414e+01, 8.323086776353379790e+00, 8.718200415395410019e+00, 6.859136884092925435e+00, 9.212854324054305266e+00, 9.614263256002770319e+00, 1.089495422154796067e+01, 5.642122347843521624e+00, 9.311369124507951511e+00, 1.181536860240204412e+01, 9.444694258546132204e+00, 8.619421744707778998e+00, 8.032945059924337272e+00, 1.336415659426019786e+01
1.944000000000000000e+03, 9.408549151850019499e+00, 9.648230363060294579e+00, 1.356105124074097645e+01, 8.023042508331268863e+00, 8.671336591307822417e+00, 7.194541005205387307e+00, 9.355521463028512841e+00, 8.982156450000450931e+00, 1.076652574082457647e+01, 5.756694123902814653e+00, 9.162015987459048105e+00, 1.204930047271686711e+01, 9.225488733216568704e+00, 8.682609035202819570e+00, 7.919193746521656863e+00, 1.369517468961235629e+01
1.945000000000000000e+03, 9.285764670372770979e+00, 9.619656179141012231e+00, 1.331681496197136028e+01, 7.718322510348088805e+00, 8.721933137600908381e+00, 6.975363922563106556e+00, 9.826180690414442864e+00, 9.204018072659341243e+00, 1.168186149784952654e+01, 5.555910538844860191e+00, 8.922692469114791081e+00, 1.287985584440608200e+01, 9.401899847266868449e+00, 8.963435909080107677e+00, 7.836146958212214741e+00, 1.345252642064239268e+01
1.946000000000000000e+03, 9.256343750223859246e+00, 9.392063950445310283e+00, 1.346951721535863733e+01, 7.792163851432181154e+00, 8.363357844564793808e+00, 6.886246148580233317e+00, 9.772885903729987334e+00, 9.449798530915083816e+00, 1.137546489777266778e+01, 5.506289912902917472e+00, 9.113308026146377472e+00, 1.271512452349944056e+01, 9.102307918057080727e+00, 9.116736235732295413e+00, 7.918762465244475912e+00, 1.353073999792649751e+01
1.947000000000000000e+03, 9.265096155940275580e+00, 9.355194946108500886e+00, 1.331152219878186571e+01, 8.018487547304372853e+00, 7.966740736102037701e+00, 6.931730515619997313e+00, 9.305053612716722711e+00, 9.558656596126590799e+00, 1.025048520956005405e+01, 5.598023197155059805e+00, 9.047128401434699541e+00, 1.105716319903016753e+01, 9.239709261176770383e+00, 9.053219660782154676e+00, 7.698866661041839698e+00, 1.311269552495446966e+01
1.948000000000000000e+03, 9.320246777117761283e+00, 9.754649913708218989e+00, 1.328114871903477123e+01, 8.089723992166813815e+00, 8.226243424947607963e+00, 6.784939715534001436e+00, 9.335187696715745886e+00, 8.397095839924624272e+00, 1.092323225392028618e+01, 5.625797326128010312e+00, 9.009612958619959144e+00, 1.115825467720295983e+01, 9.311642421598518737e+00, 9.019403769864256404e+00, 7.725291697509446998e+00, 1.343897793591962397e+01
1.949000000000000000e+03, 9.303013778961487290e+00, 9.989558113330371469e+00, 1.334555767296967943e+01, 7.673344241028575041e+00, 7.888284436310227576e+00, 7.024547071531255682e+00, 9.202420223289580647e+00, 9.531482458293842441e+00, 1.125946280626183338e+01, 5.743428172511321428e+00, 8.956870381848197837e+00, 1.252208606857346318e+01, 9.320692298072952298e+00, 8.601130923459095357e+00, 7.712049408618474544e+00, 1.343901769185954720e+01
1.950000000000000000e+03, 9.217478184878510561e+00, 9.549292587700112023e+00, 1.317196143898165950e+01, 8.082615491694166820e+00, 8.314615768103724491e+00, 7.327898438707896034e+00, 8.928157960750127131e+00, 9.448298971575200156e+00, 1.209982373376893605e+01, 5.455638638096404591e+00, 9.143120653102018380e+00, 1.279540226706961903e+01, 9.337636053370749423e+00, 8.597107853807610667e+00, 7.839027753122845610e+00, 1.324479196870537123e+01
1.951000000000000000e+03, 9.018786758406493576e+00, 9.024786457863072542e+00, 1.298739442725812054e+01, 7.985882851636028512e+00, 8.128795384425435699e+00, 6.864627110446894775e+00, 9.599594435024183525e+00, 8.824523972705545560e+00, 1.173431422363101184e+01, 5.566468971502623653e+00, 9.067490532062738140e+00, 1.102154842115827016e+01, 9.340772355344242328e+00, 8.546257812436248713e+00, 8.001753356753530610e+00, 1.298778154868903378e+01
1.952000000000000000e+03, 9.119423972332381112e+00, 9.079880033582272247e+00, 1.315184793985175915e+01, 7.610015264173076943e+00, 8.626669727854284986e+00, 6.659101444536314141e+00, 9.189128918895862697e+00, 8.246092546889505215e+00, 1.126286381443817319e+01, 5.531917522477738380e+00, 8.839312646292876607e+00, 1.102080313712001924e+01, 9.276601358694964716e+00, 8.484151078181856320e+00, 7.956596559579769412e+00, 1.333693032556645619e+01
1.953000000000000000e+03, 9.119933890559730472e+00, 9.311680321211399658e+00, 1.344394883459266588e+01, 8.082043420772322406e+00, 8.608523705765920297e+00, 6.524187704997131299e+00, 8.856206252032423620e+00, 9.285780288382298409e+00, 1.040897015096373934e+01, 5.583843538410510732e+00, 9.121587535765021570e+00, 1.221985930363533335e+01, 9.690683686675781061e+00, 8.808006009890158694e+00, 8.053624217921381501e+00, 1.384885220252721183e+01
1.954000000000000000e+03, 9.166447550527681898e+00, 9.887216344187642392e+00, 1.313717961049692207e+01, 7.663419689789686018e+00, 7.966684616593965984e+00, 7.288371568549322888e+00, 9.305022089656645790e+00, 9.503733816895922004e+00, 9.583018656762025245e+00, 5.566086821764883119e+00, 8.776413456658456624e+00, 1.253344544797074533e+01, 9.451428376775123041e+00, 8.934664992033507502e+00, 7.842483286840129075e+00, 1.342481499548629387e+01
1.955000000000000000e+03, 9.281065779313381725e+00, 9.956788842888014912e+00, 1.370912604666872525e+01, 7.543914875116212393e+00, 8.397019411041858561e+00, 6.914369504213841111e+00, 9.353895504988100740e+00, 9.125930862737760663e+00, 1.072395173234116861e+01, 5.562469733109008274e+00, 8.915426676825040531e+00, 1.156235233974262755e+01, 9.304910134905822972e+00, 8.867849503656096033e+00, 7.667340831560427006e+00, 1.324395370650140435e+01
1.956000000000000000e+03, 9.170929792069108188e+00, 9.604911483555717666e+00, 1.321226566733995433e+01, 8.156972075348212670e+00, 8.855749952492802279e+00, 6.915227989632889205e+00, 9.515633749787923534e+00, 8.357187825700105321e+00, 1.129552859450175539e+01, 5.605642579511614265e+00, 8.628867707475542659e+00, 1.125045866650093807e+01, 9.448073919885388250e+00, 8.649331362435720649e+00, 7.708852827712984634e+00, 1.348491007451411505e+01
1.957000000000000000e+03, 9.340353420508053617e+00, 1.001737636695647105e+01, 1.344992483457085086e+01, 8.205979171875764422e+00, 8.107902308973805816e+00, 6.967794566142156754e+00, 9.613969866216942606e+00, 8.951642430726508337e+00, 1.088552091144384804e+01, 5.476772901974288565e+00, 8.819561292689224175e+00, 1.209142483905696075e+01, 9.245559387379568506e+00, 8.438538875195057187e+00, 7.866593720538099355e+00, 1.339472483961792548e+01
1.958000000000000000e+03, 9.283454046471977250e+00, 1.018884602420910568e+01, 1.307355506003311163e+01, 8.164893084370788756e+00, 7.932441879016010056e+00, 6.769129139232784809e+00, 9.196097356895062802e+00, 9.437543032665452358e+00, 1.070007334749330319e+01, 5.375077336705321507e+00, 8.802885491343907631e+00, 1.258119745107775778e+01, 9.500754874852392007e+00, 8.624604742307742100e+00, 7.702320277213923205e+00, 1.302210852040021472e+01
1.959000000000000000e+03, 9.087055473369266778e+00, 9.531442465701253752e+00, 1.349224303989966245e+01, 7.933434506030495825e+00, 8.379245296704617374e+00, 7.235191313990861239e+00, 9.033579600025159806e+00, 9.542578166512265980e+00, 1.137553308101476013e+01, 5.641630038963975302e+00, 8.957783351203813638e+00, 1.212048947104848295e+01, 9.686298363274421064e+00, 8.778047428058892265e+00, 7.708541337473189259e+00, 1.335862467243427076e+01
1.960000000000000000e+03, 9.007148280130367723e+00, 8.982410567274412116e+00, 1.326484512683227024e+01, 8.093509521310815913e+00, 8.335293243355204496e+00, 6.713975793851282070e+00, 9.060171308367877430e+00, 9.484543331538036526e+00, 1.156815056028181310e+01, 5.613303793282911514e+00, 8.731855290534944913e+00, 1.243776197933635785e+01, 9.334375974012544930e+00, 8.955750934816869346e+00, 7.703562976853383759e+00, 1.363620149052869124e+01
1.961000000000000000e+03, 8.833136010583379161e+00, 9.073928662202352058e+00, 1.310969075084310909e+01, 7.771481999997866374e+00, 8.250244344448113054e+00, 7.018047597020776962e+00, 9.132167228375534407e+00, 9.664061649481194394e+00, 1.174403333906648150e+01, 5.486389189650447307e+00, 8.687601774944074151e+00, 1.220409852710989718e+01, 9.290896898354619182e+00, 8.936547327441560995e+00, 7.768121468223204928e+00, 1.364700348154477361e+01
1.962000000000000000e+03, 8.981980435549690611e+00, 9.780096714496341548e+00, 1.330598172807782831e+01, 7.706779506843726146e+00, 8.232425784878977026e+00, 6.423069187896568444e+00, 8.835368239897698928e+00, 9.632148149129459824e+00, 1.024448489027461306e+01, 5.460808020183335998e+00, 8.845128967915778517e+00, 1.232164522598028356e+01, 9.479406546811693701e+00, 8.943635354733979526e+00, 7.732304340205804927e+00, 1.360053009527760359e+01
1.963000000000000000e+03, 9.036306363327614832e+00, 9.941240273578198838e+00, 1.362639993356859769e+01, 7.835632559906009043e+00, 8.289420398727372685e+00, 6.981891314849962171e+00, 8.927148228539888208e+00, 9.336904558315039182e+00, 1.080802759511598587e+01, 5.632050012257086458e+00, 8.616597458771392937e+00, 1.255621227413665508e+01, 9.630609692158904167e+00, 8.719288454857318627e+00, 7.958504821817216524e+00, 1.388304799440499693e+01
1.964000000000000000e+03, 9.351500585123162068e+00, 9.345391513269344586e+00, 1.356341975300768610e+01, 7.748282962606257485e+00, 8.558749915443872425e+00, 6.884282799101323569e+00, 9.507779898724107781e+00, 8.433718776914345128e+00, 1.136898985071856494e+01, 5.676174573141183011e+00, 8.716921293523400394e+00, 1.146370271235585570e+01, 9.410899500747429869e+00, 8.551419273128805898e+00, 7.934927910759697944e+00, 1.365957094893298773e+01
1.965000000000000000e+03, 9.380838417667375140e+00, 9.516610978247856067e+00, 1.364691788269299444e+01, 8.023858582609118884e+00, 8.764823260853026099e+00, 6.733623987782963560e+00, 9.546166899960152108e+00, 9.200637468358834781e+00, 1.045174472619671846e+01, 5.871848531183506914e+00, 8.701677006102476852e+00, 1.194949810208832019e+01, 9.210776562826536562e+00, 8.731782913612052610e+00, 7.766036756617907599e+00, 1.382191856174792477e+01
1.966000000000000000e+03, 9.367919561437142661e+00, 9.854471896302703371e+00, 1.351999464006951968e+01, 8.065922816595396228e+00, 8.857061223925523308e+00, 7.056287194355691739e+00, 9.167849546148822526e+00, 9.529677079403782614e+00, 1.022240938073467476e+01, 5.612522648000314085e+00, 8.566058086552185813e+00, 1.233557898009055620e+01, 9.240763353682522663e+00, 8.589931654016975671e+00, 7.855744306177905756e+00, 1.387418832842876348e+01
1.967000000000000000e+03, 9.512624800186472385e+00, 9.192085626856808744e+00, 1.271779800447738928e+01, 8.273193524789062892e+00, 8.523869725267182673e+00, 6.830170385931826793e+00, 8.711094250237490400e+00, 9.593142894022506084e+00, 1.160149730831499149e+01, 5.585557709315616570e+00, 8.676267518514576338e+00, 1.168137864585695063e+01, 9.522664100657097563e+00, 8.580314371974086640e+00, 7.845016801267968631e+00, 1.354108627390060526e+01
1.968000000000000000e+03, 9.626521666963739676e+00, 9.271652824570512763e+00, 1.311984058397287001e+01, 8.010259199304343269e+00, 8.479946920297091850e+00, 6.699391668505237263e+00, 9.006469383098982817e+00, 9.842081624128864448e+00, 1.120049032713225756e+01, 5.772725880410342292e+00, 8.726572967569603989e+00, 1.181032071243797965e+01, 9.579004104172986089e+00, 8.484109625488741813e+00, 7.916988999407688077e+00, 1.358336737517262272e+01
1.969000000000000000e+03, 9.752341279655801998e+00, 9.700110223382138130e+00, 1.331510461685138580e+01, 7.764566171358997515e+00, 7.719421890064858793e+00, 6.515796181808700460e+00, 9.513867436745389483e+00, 9.988015099969542732e+00, 1.104336604909764752e+01, 5.855342021105933270e+00, 8.426160312660446294e+00, 1.235584748358939855e+01, 9.519257548420233306e+00, 8.799166952362762473e+00, 7.941767761085668731e+00, 1.354341027102014294e+01
1.970000000000000000e+03, 9.702639957517416036e+00, 9.717738627445543287e+00, 1.302671433861176453e+01, 7.993012464466528577e+00, 8.203439564504821035e+00, 7.121897285891849450e+00, 9.157321170551989908e+00, 9.201617771950617808e+00, 1.035386841246538125e+01, 5.641428244751351073e+00, 8.774840749308163268e+00, 1.148012042312756975e+01, 9.719563883175215580e+00, 8.962558630064339837e+00, 7.866498800806140501e+00, 1.342078495637358238e+01
1.971000000000000000e+03, 9.573141503769814875e+00, 9.752611011285743814e+00, 1.354195313552129498e+01, 8.126952250294220192e+00, 8.474622823546548389e+00, 7.293065305613685823e+00, 9.662587187867298866e+00, 8.436795887111975034e+00, 1.115627248852204723e+01, 5.633797138344550426e+00, 8.745920898863984050e+00, 1.164608289739497948e+01, 9.630567201470887184e+00, 9.015147850469000801e+00, 7.827911383932080192e+00, 1.346549343283020050e+01
1.972000000000000000e+03, 9.528500767259446391e+00, 9.475553836074155356e+00, 1.359588787456983283e+01, 7.754114070042803952e+00, 8.771687944261985947e+00, 6.781956234042411324e+00, 8.702229583197691909e+00, 9.344047029065087884e+00, 1.110559890191619559e+01, 5.619100697776901576e+00, 8.846618812162621026e+00, 1.260530938247267940e+01, 9.730059196589721182e+00, 8.738668119487229546e+00, 7.934340744507430543e+00, 1.355954576541958367e+01
1.973000000000000000e+03, 9.510674010567246484e+00, 9.259651952760988181e+00, 1.317105074953158450e+01, 7.742655957058276250e+00, 8.013929986906379810e+00, 6.785354028391388681e+00, 8.827194312075235416e+00, 9.540540006819048457e+00, 1.202993789562891003e+01, 5.774822387509028765e+00, 8.636429368532457573e+00, 1.211863800344987041e+01, 9.679669238170149015e+00, 8.601180894867418658e+00, 7.990537479735038140e+00, 1.337174335762254529e+01
