year, CMCC-CM2-SR5, MPI-ESM1-2-LR, CanESM5, EC-Earth3-Veg, NorESM2-LM, TaiESM1, CNRM-ESM2-1, UKESM1-0-LL, MIROC-ES2L, CESM2-WACCM, GFDL-ESM4, IPSL-CM6A-LR, ACCESS-ESM1-5, NorESM2-MM
1.919000000000000000e+03, 7.102798620021935960e+01, 2.241180405143254717e+01, 5.138577005781317553e+01, 4.871437727796607220e+01, 3.277955795390604976e+01, 2.865344313120740338e+01, 4.256140780961798242e+01, 6.147305863906641576e+01, 2.496143625518287479e+01, 3.768978611460013184e+01, 1.588118651630773215e+01, 2.347419734166356520e+01, 1.552758155706193577e+01, 4.005945184094346700e+01
1.920000000000000000e+03, 7.109293150818565721e+01, 2.248946310914637436e+01, 5.134231131665231374e+01, 4.869528852768787175e+01, 3.277757991362771151e+01, 2.879057050875568535e+01, 4.256329331441131103e+01, 6.142684289371560880e+01, 2.495120080035491483e+01, 3.768243072677109495e+01, 1.570590747903999684e+01, 2.348195158417304640e+01, 1.555249365428326769e+01, 4.006745020021976700e+01
1.921000000000000000e+03, 7.111290845052761256e+01, 2.243738758900872554e+01, 5.132643266582955022e+01, 4.867735100524354408e+01, 3.276531524318222921e+01, 2.872602555685926617e+01, 4.257025182751732473e+01, 6.147540695683667877e+01, 2.491826322337053057e+01, 3.770687000280253898e+01, 1.577599282266393743e+01, 2.347714171743777456e+01, 1.555762752400591431e+01, 4.005524382279602946e+01
1.922000000000000000e+03, 7.120508536965046176e+01, 2.234249340086299185e+01, 5.130859323000784400e+01, 4.866140064643311547e+01, 3.275355542292670208e+01, 2.869162502017204730e+01, 4.254499314818186662e+01, 6.145436706350879774e+01, 2.488596732439275172e+01, 3.772432740269631068e+01, 1.582108667964935478e+01, 2.348104612436096517e+01, 1.556270899148023545e+01, 4.003553257549825872e+01
1.923000000000000000e+03, 7.118437872648782161e+01, 2.237353407799168536e+01, 5.130462159185923099e+01, 4.865160829328426217e+01, 3.274777342922654810e+01, 2.880833231735241284e+01, 4.255832303290586083e+01, 6.151967871517167197e+01, 2.487526696804987481e+01, 3.768819997436015257e+01, 1.565342436038264751e+01, 2.348419591582300114e+01, 1.558041476855260576e+01, 4.001117229985480606e+01
1.924000000000000000e+03, 7.114827242407203300e+01, 2.239837005139582615e+01, 5.128828364265034168e+01, 4.864853574427933580e+01, 3.275415713394919237e+01, 2.890521655233373366e+01, 4.257677576137543696e+01, 6.159425744680034143e+01, 2.488401458039766467e+01, 3.767296387413248482e+01, 1.557976554132238789e+01, 2.348726053662242208e+01, 1.559171440020859656e+01, 3.998643191140676834e+01
1.925000000000000000e+03, 7.115368559292468831e+01, 2.236110027243840648e+01, 5.127944227240188013e+01, 4.864305371077582407e+01, 3.273317590204722904e+01, 2.872080563700428968e+01, 4.257215139267738380e+01, 6.154201744315400191e+01, 2.485587768311623691e+01, 3.767653625373465331e+01, 1.568910762944619819e+01, 2.348674087631631835e+01, 1.560907001048157916e+01, 3.997638197307826147e+01
1.926000000000000000e+03, 7.118875502135104227e+01, 2.238757255716815564e+01, 5.126523090409679639e+01, 4.859618989355780627e+01, 3.271827661068407167e+01, 2.867711852809334871e+01, 4.257341555275186096e+01, 6.155562966127272517e+01, 2.483323595213650492e+01, 3.765865908548899910e+01, 1.585023542165568244e+01, 2.348471732502627418e+01, 1.561438878045476031e+01, 3.997998241814185860e+01
1.927000000000000000e+03, 7.126088765677430104e+01, 2.235935565717404216e+01, 5.125804422522971038e+01, 4.858488967720987972e+01, 3.271439648642731868e+01, 2.874876906762338180e+01, 4.259988356662277198e+01, 6.156894350397872273e+01, 2.479300809622575841e+01, 3.765671814306787724e+01, 1.584713792048212966e+01, 2.348151363644575795e+01, 1.562029469435844575e+01, 4.000757024552049046e+01
1.928000000000000000e+03, 7.128173646822784804e+01, 2.241642063597961965e+01, 5.124170316897373567e+01, 4.853582315953951820e+01, 3.271173141225421688e+01, 2.887827354008702585e+01, 4.266204482291384181e+01, 6.162371930486407479e+01, 2.474633288482233695e+01, 3.765295574266009737e+01, 1.564044262994056744e+01, 2.348845425796367792e+01, 1.562487291090881847e+01, 4.001038649267648140e+01
1.929000000000000000e+03, 7.130628597451411110e+01, 2.236118961949300754e+01, 5.122072320778350729e+01, 4.849305103513935933e+01, 3.270655952447231840e+01, 2.873062850709915494e+01, 4.265103807991133777e+01, 6.174760682282686020e+01, 2.469331332246041200e+01, 3.763765836272216347e+01, 1.565589574295225894e+01, 2.348785782406515921e+01, 1.564939099462412386e+01, 4.000155226090245719e+01
1.930000000000000000e+03, 7.137887250508653381e+01, 2.227547530171068146e+01, 5.122086139847324660e+01, 4.845938624787462601e+01, 3.270398185952221581e+01, 2.869871998276751413e+01, 4.265140956249197046e+01, 6.180102505485645992e+01, 2.464502714066246369e+01, 3.763344433898158314e+01, 1.572150995051127431e+01, 2.348511054343070015e+01, 1.567012237807951358e+01, 4.002244194184844162e+01
1.931000000000000000e+03, 7.135947954852383646e+01, 2.223529865431810038e+01, 5.121543836971470398e+01, 4.844908954060989004e+01, 3.269596673527239972e+01, 2.882381839509857713e+01, 4.266132963684422919e+01, 6.166756724045347227e+01, 2.460452134330635943e+01, 3.764531118756337236e+01, 1.571510562369005193e+01, 2.347879854358105689e+01, 1.567840491550773407e+01, 4.003518255036984641e+01
1.932000000000000000e+03, 7.137391157012147858e+01, 2.225507282602102777e+01, 5.119912242669639113e+01, 4.843191263419546289e+01, 3.270178595839728075e+01, 2.871891217556506604e+01, 4.269198514200390093e+01, 6.170980893683532997e+01, 2.456993836333562697e+01, 3.765143651671638025e+01, 1.545604117709586411e+01, 2.348379338977671793e+01, 1.567592792507958244e+01, 4.002296051868702875e+01
1.933000000000000000e+03, 7.142134787139518437e+01, 2.234626829476431453e+01, 5.119119846625870451e+01, 4.840593546075564291e+01, 3.269398955682700603e+01, 2.869422247038981055e+01, 4.273216152166151005e+01, 6.175063057965250124e+01, 2.455115735941889454e+01, 3.761785915291380178e+01, 1.543230845649891414e+01, 2.347972698618383802e+01, 1.568972927774078308e+01, 3.999704495117293845e+01
1.934000000000000000e+03, 7.142733769660101473e+01, 2.241449573105055393e+01, 5.117115326674159093e+01, 4.837824798185832265e+01, 3.268256808957739423e+01, 2.880244759810458532e+01, 4.271812204287438419e+01, 6.173000137284872579e+01, 2.450988509177414798e+01, 3.759386244931053511e+01, 1.555781218033309976e+01, 2.347850650443620424e+01, 1.570761582318318261e+01, 3.999615039655707704e+01
1.935000000000000000e+03, 7.150477929106868658e+01, 2.238294955250128737e+01, 5.114319678868444186e+01, 4.834087664164876230e+01, 3.269312275815880753e+01, 2.872675400308752813e+01, 4.274041447285978279e+01, 6.190160646310626191e+01, 2.446624868765535510e+01, 3.760332262994184305e+01, 1.554624402143833173e+01, 2.346948472601678759e+01, 1.570816208312824713e+01, 3.998899252510894797e+01
1.936000000000000000e+03, 7.152630305996873972e+01, 2.238485931023259212e+01, 5.114315693135205976e+01, 4.833476097305562291e+01, 3.271428538046257728e+01, 2.871158376093818987e+01, 4.276935276807135011e+01, 6.190772378772858531e+01, 2.442256211836842539e+01, 3.762711895912837434e+01, 1.547313116966848234e+01, 2.347398265952083563e+01, 1.571017466182989253e+01, 3.996948273910166449e+01
1.937000000000000000e+03, 7.151863801949538413e+01, 2.238367167664061697e+01, 5.113366496341856759e+01, 4.832696394065249024e+01, 3.267999837090099646e+01, 2.879756125755561769e+01, 4.277254957102820754e+01, 6.173473902417324410e+01, 2.445189218937032649e+01, 3.758986666457804660e+01, 1.548419921278807543e+01, 2.347960711655262145e+01, 1.571796756499460379e+01, 3.998036899487605211e+01
1.938000000000000000e+03, 7.151521735089124832e+01, 2.244356513852591206e+01, 5.114014149793979414e+01, 4.829385931375384899e+01, 3.267464345478580157e+01, 2.870337428373694877e+01, 4.277589271449484443e+01, 6.173115841104537083e+01, 2.444447697565722777e+01, 3.756910637058467728e+01, 1.550987334831555486e+01, 2.347206593306633238e+01, 1.570800161156876129e+01, 4.000790272754763066e+01
1.939000000000000000e+03, 7.152525896452446830e+01, 2.236663064504594445e+01, 5.114712695991418911e+01, 4.825296585794261972e+01, 3.268934178387006995e+01, 2.865158072581365900e+01, 4.277725627502651662e+01, 6.179295193112152162e+01, 2.440716344432652818e+01, 3.757687885493189128e+01, 1.544498654219803413e+01, 2.346954773901092750e+01, 1.571266519142697682e+01, 4.000462320143666517e+01
1.940000000000000000e+03, 7.155237144265691995e+01, 2.246650732149105778e+01, 5.116553923106062740e+01, 4.819934965870749721e+01, 3.269719477272008135e+01, 2.875392756613574718e+01, 4.277686976714535660e+01, 6.189132156534635953e+01, 2.435461076313590567e+01, 3.756806557504855704e+01, 1.523336145525294327e+01, 2.346978293713458896e+01, 1.571915721363023088e+01, 3.998968495360647069e+01
1.941000000000000000e+03, 7.162535209272247982e+01, 2.249407023981067866e+01, 5.116173500663437324e+01, 4.816876591058947099e+01, 3.271843492298275180e+01, 2.868870811729983217e+01, 4.277390365372038872e+01, 6.198315554359499657e+01, 2.433508345052910826e+01, 3.756092715472121313e+01, 1.531235111874587140e+01, 2.347776467214138663e+01, 1.573185952405061450e+01, 3.999288528057778080e+01
1.942000000000000000e+03, 7.165566798685412664e+01, 2.258618807225620273e+01, 5.115334139204196617e+01, 4.816842644654168737e+01, 3.268018363082185118e+01, 2.863692259265737405e+01, 4.280349162559392084e+01, 6.202137256076728988e+01, 2.433915348500084974e+01, 3.756703333654480303e+01, 1.538007982446785782e+01, 2.347509566820338733e+01, 1.573247567161618932e+01, 3.998628677769267625e+01
1.943000000000000000e+03, 7.162782871762244952e+01, 2.249102163296249302e+01, 5.113215775878954616e+01, 4.811298987377607261e+01, 3.265529227247809985e+01, 2.871128668473187062e+01, 4.277894177112802510e+01, 6.204136455090359448e+01, 2.432329416140316525e+01, 3.758084268465421474e+01, 1.529468299185457170e+01, 2.346249195468599780e+01, 1.574588686183826880e+01, 3.996736506492806740e+01
1.944000000000000000e+03, 7.167478409341082113e+01, 2.241169172475128946e+01, 5.109530024318041086e+01, 4.810078110444044341e+01, 3.265053566259363294e+01, 2.871930473137603812e+01, 4.277267602366773502e+01, 6.207108092839178681e+01, 2.426707336790160952e+01, 3.758698331601345899e+01, 1.528317930454261919e+01, 2.345632718822314544e+01, 1.576991895087310347e+01, 3.995470534948206875e+01
1.945000000000000000e+03, 7.175853203727523066e+01, 2.242940511772458123e+01, 5.107696179152551963e+01, 4.811017628978730443e+01, 3.266169939038454118e+01, 2.861695640332690616e+01, 4.277687308336774663e+01, 6.194006069433525852e+01, 2.421846541838864297e+01, 3.755894380073636540e+01, 1.544971873536006690e+01, 2.345959403507017171e+01, 1.577183364684468003e+01, 3.995043605919040886e+01
1.946000000000000000e+03, 7.177738294851391743e+01, 2.245770617866153174e+01, 5.105305353389930190e+01, 4.808344446254145765e+01, 3.266146315090491470e+01, 2.857007294555607047e+01, 4.275930995718270111e+01, 6.194314006305209119e+01, 2.420992302715971078e+01, 3.753305449474893152e+01, 1.556099396258612977e+01, 2.346658535289176939e+01, 1.576032468797056474e+01, 3.995619472457448040e+01
1.947000000000000000e+03, 7.174974900502888886e+01, 2.242328872711888010e+01, 5.101798177544148416e+01, 4.808583300217178902e+01, 3.265718129787883584e+01, 2.867671306205112103e+01, 4.279349063739410752e+01, 6.208854102953129228e+01, 2.421690026640090565e+01, 3.751998581422525092e+01, 1.555473035931353820e+01, 2.347360763626754476e+01, 1.575490781834342613e+01, 3.993967596172941370e+01
1.948000000000000000e+03, 7.180996735455437374e+01, 2.235023576432396553e+01, 5.097522222364761291e+01, 4.807548587945291274e+01, 3.267271131431149911e+01, 2.882836375523101680e+01, 4.279482289007857787e+01, 6.207209443609947641e+01, 2.421984233724141333e+01, 3.752418604496233456e+01, 1.552636575264824970e+01, 2.347526499601694994e+01, 1.576485454569824718e+01, 3.993180435336771694e+01
1.949000000000000000e+03, 7.188346962729774248e+01, 2.231645344060937575e+01, 5.092792056046453553e+01, 4.804278841559791857e+01, 3.266644431079121347e+01, 2.864376316863949512e+01, 4.281887738224419593e+01, 6.203589640430956109e+01, 2.418310971254984310e+01, 3.753883209567419499e+01, 1.546631436094127032e+01, 2.347526397282121025e+01, 1.576489868026102315e+01, 3.992110889981161392e+01
1.950000000000000000e+03, 7.179134364329688367e+01, 2.240150741907860521e+01, 5.089647112514884242e+01, 4.800325465918181322e+01, 3.265537329814555534e+01, 2.857169472083118933e+01, 4.284015229392033319e+01, 6.204583942040554234e+01, 2.411612623967015168e+01, 3.756750835181362191e+01, 1.526493374025995919e+01, 2.347948838619968370e+01, 1.575955498783142161e+01, 3.991944401805299236e+01
1.951000000000000000e+03, 7.183817457925249528e+01, 2.244741675971293660e+01, 5.087368178732904767e+01, 4.799070193547838414e+01, 3.263608111354891150e+01, 2.866133961073010639e+01, 4.282806291937789922e+01, 6.217957512648468565e+01, 2.409498126015966690e+01, 3.754294455734972757e+01, 1.533874079660976797e+01, 2.348830881489399047e+01, 1.577217988092975531e+01, 3.992927350954663268e+01
1.952000000000000000e+03, 7.196817672082518413e+01, 2.251739972943815360e+01, 5.084145096678575015e+01, 4.797388492713866270e+01, 3.262143134134932865e+01, 2.882170984725609841e+01, 4.281047485401037278e+01, 6.230556830797328161e+01, 2.404338691559269492e+01, 3.754292112795498326e+01, 1.537039059532886576e+01, 2.348152944134413644e+01, 1.577566291382611574e+01, 3.991488030937374987e+01
1.953000000000000000e+03, 7.200500653638374615e+01, 2.247862970379719982e+01, 5.083352546513291514e+01, 4.794685567436768991e+01, 3.260398178161584326e+01, 2.865982360386509242e+01, 4.283405111461399173e+01, 6.249847257474782936e+01, 2.400668667816617230e+01, 3.750516645224412571e+01, 1.531601488623416785e+01, 2.347283152010232499e+01, 1.577011661632941397e+01, 3.988386019287265327e+01
1.954000000000000000e+03, 7.188868001847608014e+01, 2.235249532688811769e+01, 5.081505685292486874e+01, 4.794003570134644576e+01, 3.260391334607688663e+01, 2.857970002901282669e+01, 4.286397017183994507e+01, 6.264117999170900219e+01, 2.396417635236570121e+01, 3.746050304974162515e+01, 1.533127747432373944e+01, 2.345581043649166375e+01, 1.577927854665301055e+01, 3.987054048718130872e+01
1.955000000000000000e+03, 7.189873962396437435e+01, 2.231261311850878926e+01, 5.080958700314307208e+01, 4.793111496776700164e+01, 3.262174152021358253e+01, 2.869719026882683011e+01, 4.289776586349336185e+01, 6.257623196680235367e+01, 2.391355136994798514e+01, 3.744384488388021026e+01, 1.531921962395664494e+01, 2.345194282692559895e+01, 1.576069278612441771e+01, 3.985455259500841407e+01
1.956000000000000000e+03, 7.202391973507312173e+01, 2.236860104165305785e+01, 5.080988024488468824e+01, 4.793649191288464806e+01, 3.262367863682852231e+01, 2.879431990700476618e+01, 4.287255662177125970e+01, 6.249885700259177668e+01, 2.384153943654246177e+01, 3.744426376355417574e+01, 1.551074780325642521e+01, 2.344655753925710329e+01, 1.575256483489302006e+01, 3.984365173602068211e+01
1.957000000000000000e+03, 7.211873266368083080e+01, 2.232784118288147113e+01, 5.078543983494023450e+01, 4.791175771468033417e+01, 3.258513634973787276e+01, 2.874262841346915920e+01, 4.289254630362351151e+01, 6.256032381370659579e+01, 2.377659578309459576e+01, 3.745411252271296831e+01, 1.566369972324824111e+01, 2.343187570092333161e+01, 1.577673489031828069e+01, 3.983708220552378521e+01
1.958000000000000000e+03, 7.202386464461163484e+01, 2.233090692025103863e+01, 5.077756544807514416e+01, 4.786553780384448231e+01, 3.257745545059801628e+01, 2.860017537914214003e+01, 4.295220780041253761e+01, 6.261633494879299633e+01, 2.377264502671988566e+01, 3.744113587017914568e+01, 1.565129755151578017e+01, 2.341521109698388514e+01, 1.580546340841617869e+01, 3.982401356506619550e+01
1.959000000000000000e+03, 7.197520676299004094e+01, 2.242954205801969891e+01, 5.076256690963798235e+01, 4.784894503383469555e+01, 3.258479566393145177e+01, 2.863123234562272756e+01, 4.294456366243017698e+01, 6.267055090770605830e+01, 2.379086113615251818e+01, 3.740428957541291055e+01, 1.543653165080924339e+01, 2.340539189151620647e+01, 1.582608081704831804e+01, 3.982967244201333301e+01
1.960000000000000000e+03, 7.203403757070169888e+01, 2.256935672577125018e+01, 5.071781084837785869e+01, 4.784946113506198628e+01, 3.257041704674129079e+01, 2.865914859737389264e+01, 4.295455702854134472e+01, 6.271605229303468576e+01, 2.374166424225115435e+01, 3.737506495697201814e+01, 1.541422938241474405e+01, 2.340075671358755471e+01, 1.583568066983082367e+01, 3.982732748886033391e+01
1.961000000000000000e+03, 7.209823889527692131e+01, 2.256578486946336781e+01, 5.067041732934128362e+01, 4.783954079036200113e+01, 3.255066853285293149e+01, 2.866996635290101381e+01, 4.297231389787454248e+01, 6.276246805882847468e+01, 2.368004786245194637e+01, 3.735745853730043109e+01, 1.550925451310462932e+01, 2.338592323260676409e+01, 1.585154018005212073e+01, 3.982501361185394728e+01
1.962000000000000000e+03, 7.213023483536767344e+01, 2.238597095019915528e+01, 5.062188977855452521e+01, 4.781352525603625736e+01, 3.255623001340878631e+01, 2.866438419236054003e+01, 4.299466951184812302e+01, 6.293473857691977003e+01, 2.361401838784788865e+01, 3.735326897218812547e+01, 1.543215540080287163e+01, 2.336722443032332919e+01, 1.584618870698331961e+01, 3.981347649525054067e+01
1.963000000000000000e+03, 7.218073980067804030e+01, 2.233865849321597707e+01, 5.059652438007250908e+01, 4.781665214858838908e+01, 3.254845136350925117e+01, 2.864223577536563070e+01, 4.301645820980853330e+01, 6.293617910083695222e+01, 2.361059540020125169e+01, 3.735505211299550865e+01, 1.527323382844151567e+01, 2.334479035804895730e+01, 1.583792347372176579e+01, 3.978699779704973594e+01
1.964000000000000000e+03, 7.228151858988091760e+01, 2.240934123729452310e+01, 5.057488876106774001e+01, 4.781428216401351250e+01, 3.253508617146494686e+01, 2.868504030846326458e+01, 4.301968691749603124e+01, 6.294779018055263009e+01, 2.361531876472250957e+01, 3.738133712944789266e+01, 1.542358961223847658e+01, 2.333427850522566871e+01, 1.583353023684592742e+01, 3.975685596661467258e+01
1.965000000000000000e+03, 7.236445355844479366e+01, 2.244729828265328209e+01, 5.052731094451373650e+01, 4.780899058185774919e+01, 3.253718055350223182e+01, 2.873343562674957852e+01, 4.300879867216293917e+01, 6.318155531968944416e+01, 2.359155732944864781e+01, 3.737495292663749069e+01, 1.551759367615174767e+01, 2.331479672519655466e+01, 1.583159266152404854e+01, 3.974627528769195806e+01
1.966000000000000000e+03, 7.231191592431576964e+01, 2.242433776546759816e+01, 5.047558234651718578e+01, 4.782065015125949969e+01, 3.253946803073277749e+01, 2.865382011767703574e+01, 4.299215445209608077e+01, 6.329261819086462992e+01, 2.354684998464842138e+01, 3.735919889357648316e+01, 1.536402225233692853e+01, 2.330215593071858393e+01, 1.584033883411542121e+01, 3.974834376386111501e+01
1.967000000000000000e+03, 7.229953126185280610e+01, 2.251379916476283682e+01, 5.045216655326655086e+01, 4.782119039503763958e+01, 3.253099220129394809e+01, 2.869354053577126606e+01, 4.299170815821275937e+01, 6.317969916031557887e+01, 2.354767819262485062e+01, 3.736157715535171775e+01, 1.518901981756622455e+01, 2.329201851747284024e+01, 1.586014416974794372e+01, 3.973580323298645567e+01
1.968000000000000000e+03, 7.233357229665558918e+01, 2.243825536076576554e+01, 5.041864351746493611e+01, 4.781212923089068312e+01, 3.252217200232767169e+01, 2.876825844841556190e+01, 4.300746147110452000e+01, 6.331329641940740061e+01, 2.357165903895027981e+01, 3.736756518551450057e+01, 1.514869581284977151e+01, 2.327892966118399443e+01, 1.589029728296691779e+01, 3.972543039761588091e+01
1.969000000000000000e+03, 7.235487209312466916e+01, 2.239226893242743088e+01, 5.039048926378325177e+01, 4.780845637756551980e+01, 3.252584883696578544e+01, 2.868190682560841509e+01, 4.305037395922680332e+01, 6.346768512254916317e+01, 2.355391704324465962e+01, 3.735250836562293131e+01, 1.531819684111361113e+01, 2.326307492825960210e+01, 1.590195781810135855e+01, 3.972157205740596453e+01
1.970000000000000000e+03, 7.240300476903684057e+01, 2.239377094184752437e+01, 5.038360918224302054e+01, 4.778074306542635696e+01, 3.254067712153026548e+01, 2.870499372436992758e+01, 4.309199328219639824e+01, 6.359676032501792520e+01, 2.353358993853029091e+01, 3.732043252619117624e+01, 1.540495961424853633e+01, 2.324592120927020744e+01, 1.590070672015440856e+01, 3.972577534565021296e+01
1.971000000000000000e+03, 7.253269620628644532e+01, 2.243101271065357594e+01, 5.034829883534646910e+01, 4.777016341408995714e+01, 3.255380064969424581e+01, 2.882811383418388829e+01, 4.308210150859943610e+01, 6.357463145425481343e+01, 2.352440171995084839e+01, 3.730201292089427767e+01, 1.543486366972412860e+01, 2.323679625956474837e+01, 1.590630245922516650e+01, 3.973949401612698296e+01
1.972000000000000000e+03, 7.260235960709351843e+01, 2.240968390262132459e+01, 5.032092408110414539e+01, 4.776640495264962283e+01, 3.254782319931822343e+01, 2.865788639972600649e+01, 4.307405525687549641e+01, 6.353666260105320163e+01, 2.351978254840035021e+01, 3.730781573909332849e+01, 1.529195800348436052e+01, 2.323089462557336660e+01, 1.591822462273687044e+01, 3.975497023177550915e+01
1.973000000000000000e+03, 7.247494811618751953e+01, 2.246658828861389878e+01, 5.029490504906636517e+01, 4.775852968230626772e+01, 3.253575493194298218e+01, 2.864128215142569545e+01, 4.309537395405154570e+01, 6.354854917049392071e+01, 2.352534643405616421e+01, 3.733723523104212916e+01, 1.512723499061446830e+01, 2.321796647386992163e+01, 1.590989125752127364e+01, 3.976169092521781323e+01
1.974000000000000000e+03, 7.245829589551939875e+01, 2.243644982787343167e+01, 5.024903152380331051e+01, 4.774115483942820504e+01, 3.252443225528007531e+01, 2.882348913476178609e+01, 4.314146923881398266e+01, 6.369844878153079293e+01, 2.351108833987674274e+01, 3.733329233861191199e+01, 1.527178743246526871e+01, 2.320712718243561667e+01, 1.589895786418428791e+01, 3.977283279677199346e+01
1.975000000000000000e+03, 7.249685664778785110e+01, 2.234487447304647745e+01, 5.022069479515554491e+01, 4.774380121094343821e+01, 3.251210633492672031e+01, 2.881792121057331713e+01, 4.315603532070230841e+01, 6.390176663750784769e+01, 2.347021586213446653e+01, 3.731017311676375670e+01, 1.552335571369188649e+01, 2.320758325287586388e+01, 1.590299414344325690e+01, 3.978749616696296698e+01
1.976000000000000000e+03, 7.255951933852477964e+01, 2.230061254251993930e+01, 5.019304180999162668e+01, 4.773017112792182104e+01, 3.249392692436556729e+01, 2.884086375141735914e+01, 4.317210211005345855e+01, 6.399318651920985701e+01, 2.345788857193846511e+01, 3.730041709019302232e+01, 1.557262195171585795e+01, 2.320641077422763132e+01, 1.592600264143571209e+01, 3.978981939054280303e+01
1.977000000000000000e+03, 7.264167401725403295e+01, 2.228089515403799226e+01, 5.016153857748685141e+01, 4.768692951996828810e+01, 3.251656773720292648e+01, 2.868226367463894988e+01, 4.318721408562599606e+01, 6.399579662161184501e+01, 2.347533219713931985e+01, 3.730787080347005258e+01, 1.540609248517465169e+01, 2.320019688127644386e+01, 1.594685275212048658e+01, 3.979612826502155087e+01
1.978000000000000000e+03, 7.266213312159220550e+01, 2.226073249334404736e+01, 5.012768655651396443e+01, 4.767190222102776431e+01, 3.253322057641978660e+01, 2.864343444459116128e+01, 4.319317007396358576e+01, 6.403460819608396548e+01, 2.349952869175793424e+01, 3.732268470987072817e+01, 1.534406278823790259e+01, 2.319477238380920170e+01, 1.596494111160236429e+01, 3.980245544780827771e+01
1.979000000000000000e+03, 7.270895069613575856e+01, 2.227282853381091243e+01, 5.010018048094376297e+01, 4.768544827462868341e+01, 3.253020894453143086e+01, 2.873379087015540989e+01, 4.321077266597053779e+01, 6.402789627189702060e+01, 2.350175350249846673e+01, 3.732457938668506614e+01, 1.533498879243123270e+01, 2.319515335680333123e+01, 1.598663162851250163e+01, 3.982179029329414988e+01
1.980000000000000000e+03, 7.283815793704701491e+01, 2.241797258409332372e+01, 5.008813318129861614e+01, 4.768135118407786166e+01, 3.253113352463102359e+01, 2.887505143676586528e+01, 4.323576173462097216e+01, 6.404495881542673885e+01, 2.346255804213419438e+01, 3.730452128172818504e+01, 1.548078833538631649e+01, 2.318689257881720422e+01, 1.599844488164036171e+01, 3.982244814470189453e+01
1.981000000000000000e+03, 7.290670522149989097e+01, 2.236867117227674484e+01, 5.008086715641420739e+01, 4.762010147222854073e+01, 3.255107740506446845e+01, 2.872732800904883277e+01, 4.323107383302118478e+01, 6.416903708079499324e+01, 2.341758790025590642e+01, 3.731187748194717813e+01, 1.552473843244443685e+01, 2.317712808998125951e+01, 1.600447255900848731e+01, 3.980316793463661185e+01
1.982000000000000000e+03, 7.278690266875484838e+01, 2.235811159631983003e+01, 5.005286371221995978e+01, 4.759758588382047861e+01, 3.258047389953902950e+01, 2.865727779661223451e+01, 4.326066145149803077e+01, 6.433384734215887590e+01, 2.338815704365511294e+01, 3.732987174929519369e+01, 1.530050704306549036e+01, 2.317172067143220815e+01, 1.602731715366228116e+01, 3.979587625846470900e+01
1.983000000000000000e+03, 7.276614206955125042e+01, 2.235151885506636660e+01, 5.004415481283162848e+01, 4.760848235752096969e+01, 3.259147958058015604e+01, 2.881972423259059823e+01, 4.326755204032410518e+01, 6.442464799373786377e+01, 2.336144722201242985e+01, 3.730080161442463549e+01, 1.531042379102890649e+01, 2.318438304835608932e+01, 1.605129625253557535e+01, 3.980505765402854479e+01
1.984000000000000000e+03, 7.291229339994872305e+01, 2.240705975636110736e+01, 5.003164773194259851e+01, 4.758856376715488068e+01, 3.258018107656297246e+01, 2.894752908635667055e+01, 4.328758434577924419e+01, 6.448817384450804013e+01, 2.336005110076659719e+01, 3.730163318267685213e+01, 1.533632709236887415e+01, 2.320336108378555551e+01, 1.604986549823345854e+01, 3.980900448079301412e+01
1.985000000000000000e+03, 7.298002269620548077e+01, 2.240864652166808213e+01, 5.001766413225682584e+01, 4.758945142310363252e+01, 3.255653732783560628e+01, 2.874402364293240097e+01, 4.327792068111334345e+01, 6.453738123407011074e+01, 2.335955471137840078e+01, 3.732647860619770341e+01, 1.535421811108292189e+01, 2.322606695645363573e+01, 1.605612202470465633e+01, 3.981229935009659471e+01
1.986000000000000000e+03, 7.296731373347131466e+01, 2.235666012157636118e+01, 5.000513294521020669e+01, 4.758626433962663071e+01, 3.255985797037715912e+01, 2.870123248958040918e+01, 4.328944828454289961e+01, 6.473492432197986091e+01, 2.333353730147626237e+01, 3.729650405403248925e+01, 1.533491776676834561e+01, 2.324560482135277439e+01, 1.607398773832184702e+01, 3.981914037541915263e+01
1.987000000000000000e+03, 7.302521098445950543e+01, 2.238776669668755304e+01, 4.999463870778097885e+01, 4.758618190997002984e+01, 3.256695379520014200e+01, 2.880633015416390208e+01, 4.329288126277872806e+01, 6.474598137662461284e+01, 2.330617109176704105e+01, 3.727209397938075597e+01, 1.528574080113586930e+01, 2.326211632660306705e+01, 1.607477631408875141e+01, 3.980806314188706097e+01
1.988000000000000000e+03, 7.314800287886330921e+01, 2.238752301036010195e+01, 4.999964553427307123e+01, 4.757637362237856138e+01, 3.256155194241669193e+01, 2.893318992397897205e+01, 4.329439415163779614e+01, 6.476902498453353019e+01, 2.330696120448807918e+01, 3.727096669574702759e+01, 1.535191667056787068e+01, 2.326032554451048640e+01, 1.608436397041143451e+01, 3.981337690885890623e+01
1.989000000000000000e+03, 7.315348563675134130e+01, 2.236083588012672863e+01, 5.002087250715074873e+01, 4.756450641953542657e+01, 3.256677055093350504e+01, 2.887753747193351117e+01, 4.330582274987563807e+01, 6.483425043628035667e+01, 2.332364188903839519e+01, 3.729253144698729727e+01, 1.534327166138903564e+01, 2.324624937976859584e+01, 1.609545805998745394e+01, 3.983102538013651639e+01
