year, UKESM1-0-LL, GFDL-ESM4, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1, CMCC-ESM2, CESM2-WACCM, CanESM5
1.850000000000000000e+03, 6.669293665007562212e-10, -7.117743465067486046e-10, 6.645083774138752714e-10, 3.292410388287394183e-10, -7.747690777123302105e-10, 1.188147481855337183e-09, 2.248412844151475389e-10, -8.558301299738641851e-10
1.851000000000000000e+03, 5.852554682111412616e-10, 2.602453215186470286e-09, -4.669028855478680241e-10, -9.496998146647451879e-10, -5.020809321558030692e-10, -1.012508886076503755e-09, 3.152438682940126361e-10, 4.950491693688681055e-10
1.852000000000000000e+03, 1.824179564852834309e-10, -4.221853939261860862e-09, -1.202401292622195900e-09, -1.424399753076974035e-09, 1.554455351958625182e-10, -4.129821172383469809e-09, 9.808392861087358488e-10, 6.240431380916062072e-10
1.853000000000000000e+03, -1.106627821660735832e-09, -2.371223701972308719e-09, -2.204833477209099973e-09, -6.953498407473223146e-10, 5.261441645201608490e-10, -7.532845824008267324e-10, -4.782264674906773051e-10, -8.583492448300291550e-10
1.854000000000000000e+03, -1.996211154665036470e-09, 2.047125614201095058e-09, -6.045080135599183224e-10, -1.568063835490938242e-10, -1.995982347636423261e-10, -1.563671634311767566e-10, -2.994166314415734246e-10, -1.179509182614087254e-09
1.855000000000000000e+03, 2.237861055524166786e-09, 2.511394450842147744e-09, -4.788890921334672650e-11, -2.562823675873886001e-10, 9.277027411924638982e-10, -1.105132181392208747e-09, -4.650124036942314428e-10, 2.576247549611436266e-10
1.856000000000000000e+03, -4.762715099968146240e-11, 2.126045409866359655e-10, -4.419734612469623984e-10, -6.767131994792556000e-10, -5.810893286859161873e-10, -1.934138435581498985e-10, -9.553604328407906686e-10, 6.118005702891510669e-10
1.857000000000000000e+03, -9.746410841437919979e-10, -2.736622387445774322e-09, -1.809030614907734679e-09, -3.002780580244964104e-10, -3.281097601830450743e-10, -1.062601303928277247e-09, -8.601451049835065182e-10, 4.992857922715635917e-10
1.858000000000000000e+03, -7.226405168808935460e-10, -2.566442290653185597e-10, -6.197016588536393322e-10, -1.078724508400353674e-09, 1.367746345547425348e-09, -1.472693990159094127e-09, -1.608580040361905078e-10, -9.145553599854008276e-12
1.859000000000000000e+03, -4.445958095397622321e-10, -1.265622423295872867e-10, 4.951651647103113475e-10, -8.540166188448902270e-11, -1.371981207083686309e-09, -9.748152162932357127e-10, 1.947618210957896790e-10, 1.468465510366895653e-11
1.860000000000000000e+03, 7.684033035969600188e-10, 1.641811876870860569e-09, -8.519980725600652035e-10, -2.457544600024911777e-10, 4.579448366377326234e-10, -9.036879151451759889e-11, -2.084055118390304215e-10, -3.661111202604214951e-10
1.861000000000000000e+03, 6.112995333834391143e-10, -1.554711580815462211e-10, -2.212240895137809696e-09, -1.220079939810880177e-09, 8.799940050545227134e-10, -1.583454345628559210e-09, 7.014608009919542895e-10, 4.467555163144137290e-11
1.862000000000000000e+03, -4.116998326210365966e-10, 1.065962921132126420e-09, -2.295794408895485983e-09, -3.413996886975942451e-10, -7.913609455292642941e-10, -1.445494344084720267e-10, 2.928664954863320444e-10, 2.914033961645495067e-10
1.863000000000000000e+03, 3.309998157552450031e-10, 1.082013082569861710e-09, -2.817274403936494000e-10, -6.466002833495199305e-11, 2.888644647937499690e-10, -2.140286761562194176e-09, 3.759331133343625804e-10, -3.088419547263491766e-10
1.864000000000000000e+03, -9.960100764314631192e-10, -5.850063343306403191e-10, -9.541781240071025707e-10, 1.229868928679201325e-10, -7.980701764861196881e-10, -1.160401725293215237e-09, -4.543327965137100325e-10, 1.131785785653146922e-10
1.865000000000000000e+03, -4.512077723638284309e-10, -2.216225619309442986e-09, -5.610872632251262006e-10, -9.176423645684360272e-10, 1.194539779496750289e-09, -8.699635748552958823e-10, -7.941403215259700642e-10, 1.158500041428623484e-09
1.866000000000000000e+03, 1.137062563599172064e-09, -3.276280607070633963e-09, 4.293157452302575009e-10, -3.893995578127266042e-10, -3.966226721502361754e-10, 5.972820074893974348e-10, -1.201033111616740158e-09, 5.725684915606073474e-10
1.867000000000000000e+03, -1.118575583653907645e-09, -1.966477256268781209e-09, -8.273198336816491372e-10, -5.237639293200594911e-10, 1.106982765632838275e-10, -1.663664202911048628e-11, -5.239150976876607231e-10, -8.892941425837410087e-10
1.868000000000000000e+03, 2.445017296525808720e-10, 4.511724115420943463e-10, -1.485522770255062991e-09, 1.234343290814657795e-10, -1.393772911522738254e-10, -1.521335041579546535e-09, -1.117582265439780126e-09, -2.429958024942569412e-10
1.869000000000000000e+03, -9.927642491423526739e-11, 2.068517149103408728e-09, -7.824354971830657387e-10, -3.735723574958388061e-10, -8.018484896285081943e-10, -3.559985745594829917e-09, -2.278174350252150183e-10, 6.906517307624451908e-10
1.870000000000000000e+03, 1.507795980046790490e-09, 2.149117821568076905e-10, -1.255916669183771253e-09, -2.072363649050984619e-10, 4.084976080459642039e-10, 1.701330580931620288e-09, -4.820822673372613890e-10, -8.095712572102968648e-11
1.871000000000000000e+03, 1.480124823023417950e-09, -3.881641008506735197e-10, -8.129126257238569108e-10, -5.628381942599361401e-11, 9.776176154872515729e-10, 4.035911654467601126e-10, 3.962996029888412312e-11, 5.668414803564471756e-10
1.872000000000000000e+03, -6.620239939717003132e-10, -6.129889589769420766e-10, -5.696606473696594087e-10, -1.178620509454404910e-09, -2.536056929508988485e-10, -1.196993706471119504e-09, 7.736292261173279708e-10, 4.560510146378849518e-10
1.873000000000000000e+03, -1.340613649916417650e-09, 6.393471151136100935e-10, -9.895083202054881978e-10, -6.564726266621897842e-10, -1.615579430906471109e-09, 1.420447750696132505e-10, -1.272607297186110827e-09, 3.648796514120622160e-10
1.874000000000000000e+03, 1.008573324374250675e-09, -1.236939729223615213e-09, -4.595789767109143364e-10, -2.038433901761468927e-10, 9.739092780167071973e-10, -7.990219939133897936e-10, -6.345135334819420550e-11, 1.271741815371928956e-10
1.875000000000000000e+03, -3.263393756991541359e-10, 2.053542182054316096e-10, 1.443167292099180097e-10, 6.381781811863845654e-11, 1.453470989687448370e-09, -3.236000563122584897e-09, 2.079988933964450815e-10, 5.906215848274677040e-10
1.876000000000000000e+03, 1.554633005417970107e-09, 1.438996250793235124e-09, -2.597281271287190249e-10, -1.176759700386577157e-09, -8.675538757300282106e-10, 8.186682805470369935e-10, -5.220111550655690724e-10, -1.113713573623507329e-09
1.877000000000000000e+03, 5.659426151946974719e-11, 3.224954059207012145e-10, -1.845532423042091286e-09, -8.800047011778429573e-10, -4.155472091621421991e-10, 7.639179079997398431e-10, -6.072767582679604782e-13, 1.236524015111006588e-09
1.878000000000000000e+03, -1.786736335866151247e-09, 5.175185776924389260e-10, -1.884698134899558747e-09, -2.785235593893709533e-10, -4.861788751685785025e-10, -1.057691236431167336e-09, -1.280534616544981587e-09, -1.964006527969263039e-10
1.879000000000000000e+03, -9.638889694987116229e-10, -3.477871338566234484e-09, -1.084277321920196143e-09, -2.612692877918957518e-10, 8.805567669319746914e-10, -1.712085350766650839e-09, -1.319435634218786062e-09, 4.315412404440170807e-11
1.880000000000000000e+03, -8.671521064188426573e-10, 5.152133041638997554e-10, -2.514195763668240059e-10, -1.123560907523194925e-10, -5.239959033227844027e-10, -2.993329451489228132e-09, 1.989693970036800682e-10, 7.055705249227417303e-11
1.881000000000000000e+03, 1.790882862312874587e-09, 1.139773573905513891e-09, -3.643658457800040756e-10, 1.631176125784935880e-10, 3.424277394537151258e-10, 1.091800461039998959e-09, 4.873975882477900388e-10, -6.163727957287402820e-10
1.882000000000000000e+03, 1.521500262148922679e-09, 1.554689903485483248e-10, 1.184953777738380478e-09, 2.863129369219035522e-10, 1.168527087813965809e-10, 1.489812690724629486e-09, -1.799738749423069694e-09, 6.833200147928746348e-10
1.883000000000000000e+03, -1.896052024750463294e-09, -2.400087259987395346e-09, 4.481549519377143731e-11, -6.714045095397017080e-10, 9.229595149451155283e-10, -1.267737856339799810e-09, -7.269376062795213897e-10, -1.969037716257215246e-12
1.884000000000000000e+03, 1.603078424939909800e-09, -4.656306201956722054e-10, -1.532672258488276330e-09, 1.843526527420591728e-10, 5.443611981516299107e-10, -3.165378509448485457e-09, -3.276565272554157449e-10, -5.073280738134268350e-10
1.885000000000000000e+03, 5.199040655415638809e-10, -2.950772391209708150e-10, -9.223714493935353053e-10, 4.273510775662428154e-10, 6.631207474777467237e-10, -1.010413872215709048e-09, -1.059095423960766449e-09, 2.440484628976940931e-10
1.886000000000000000e+03, 1.361881788157511400e-09, 1.474907162103202031e-09, -9.112114708144329662e-10, -2.014912561795071061e-10, -1.744637982151835072e-10, 3.101445333315134400e-10, -7.861094513834182341e-10, 1.000293107258983666e-09
1.887000000000000000e+03, 1.358998617150982158e-09, 3.032388144118619637e-09, -1.059313475384755133e-10, 3.412924626796753919e-10, 4.318096055061470906e-10, -1.953400534107956434e-10, -7.832393436376847690e-10, 5.017956041976678198e-10
1.888000000000000000e+03, -1.267355909631678015e-09, -3.136849188938126213e-09, -4.065477076490454668e-10, -6.688201353177230242e-10, -2.540339714511424954e-10, -2.965422198134368120e-11, 8.494838938781677558e-10, 1.460580106290232016e-10
1.889000000000000000e+03, -1.220321295516207706e-09, -7.640497718995970871e-10, -2.092811599928720634e-09, -9.380341182610581783e-10, 1.200584042002609443e-09, -1.185335476783089727e-09, 5.553162398274712713e-11, 4.201486274146761427e-10
1.890000000000000000e+03, 1.332059880812419504e-09, -3.246663309930008728e-10, -1.186032745208832100e-09, 3.453541701332678618e-10, -7.075181473410276963e-10, -2.412468872774442952e-09, -5.987854411369499409e-10, -4.217412726670842962e-10
1.891000000000000000e+03, -9.424557686333901425e-10, 1.276348124210895611e-09, -7.565763036242068058e-10, 6.510970966811871472e-10, -3.045221251319382588e-10, 1.100592139026473602e-09, -2.938884496383581123e-10, 6.814531170774758745e-10
1.892000000000000000e+03, -2.367849971826577248e-09, 7.906405313115313139e-10, 7.516200832920119340e-10, 1.585136883784065022e-10, 1.380778508986051149e-09, -2.024769657201040541e-10, 2.928525756640199820e-10, 1.753427567912625434e-10
1.893000000000000000e+03, 9.915367472664886789e-10, -1.319935855496762423e-09, 6.418833686723375362e-11, -1.222138676772464493e-09, -1.044231571557294874e-09, -5.251322169247401679e-10, -5.580944712996399581e-10, 1.835924002555889077e-10
1.894000000000000000e+03, 4.805090508837064498e-10, 1.579596541803731016e-10, -1.161295270824611941e-09, -1.020801264575503866e-10, 1.211457257475077882e-10, -3.004538448583793141e-09, -8.023473554118033169e-10, 3.552724720360899259e-10
1.895000000000000000e+03, -4.191822255713772751e-11, -5.399765369842617421e-10, -6.174273885522024077e-11, -7.440770948415927551e-11, 8.710626496057263316e-10, 1.096988322615328495e-09, -4.877148633652111338e-10, -1.732182738521354802e-09
1.896000000000000000e+03, 2.378740075516708627e-10, -1.080683436347968908e-09, -1.433268213982247690e-09, -2.462241553097891738e-10, -1.381895601692051656e-10, 2.383155370930444311e-09, -3.066759664781303292e-10, -1.492819612678853768e-10
1.897000000000000000e+03, 6.346520130795315217e-10, 1.241979346502830178e-09, -9.361861673605567759e-10, -7.753345062709950732e-11, 3.990058078573870417e-10, -1.443036804484687517e-09, 1.656784101733178773e-10, -1.031200651196592150e-09
1.898000000000000000e+03, 6.771953551032390539e-11, 6.881683295277121487e-10, 4.534356587156555868e-11, -8.834966620233444826e-10, 6.073827109904096114e-10, -1.332171108652006357e-09, -1.299230491541440712e-09, 3.875109933535766850e-10
1.899000000000000000e+03, 7.503031031726603797e-10, -3.489932089786237264e-09, -8.130675921174708099e-11, -7.914793435187143433e-10, 5.777505049708269643e-10, -2.351826719049258873e-09, -9.119826114818136580e-10, -1.775786835826363400e-10
1.900000000000000000e+03, 1.034470783714312583e-10, -2.435176121741997232e-09, 6.455819569360238551e-10, -1.508002815843293152e-10, -3.203289847312588379e-10, 7.898337775106518899e-10, -3.752235339727311726e-10, 1.770839995813926425e-10
1.901000000000000000e+03, -6.953287184166793229e-10, 6.273227839475889215e-10, 5.168029705768854885e-10, -2.666182728083664834e-10, -1.375153361111138098e-09, -7.990252834975248175e-10, -1.254866396023062926e-10, 8.064559600691789955e-10
1.902000000000000000e+03, 7.496601258485665534e-10, 3.333839707030186153e-09, -7.217167473978466095e-10, -1.306157269880902953e-09, 4.205375042558591478e-10, 1.958469688849802695e-09, -1.285514676986163874e-10, -7.483427140154868636e-10
1.903000000000000000e+03, -1.099911303983919979e-09, -1.057655139770062228e-10, -1.340134674224634234e-09, 4.092667878636203733e-11, -4.960170042584120110e-10, -1.573985261894810262e-09, -5.003013580564607531e-10, 1.492064217818035162e-10
1.904000000000000000e+03, 1.569943970809165201e-09, -5.516531975237174172e-09, -1.113069029166682519e-09, -2.594523673254270146e-10, 4.514019351713712975e-10, -1.744616518890949453e-09, -1.383493320479764393e-09, -2.723384768690589954e-10
1.905000000000000000e+03, -3.874899828876699788e-10, -5.651346071209326888e-10, -2.004591741801986803e-09, -7.683967438471462882e-11, 1.436218005417597308e-09, -1.322239070665274245e-09, 1.733353549747397974e-10, 2.788732900740908404e-10
1.906000000000000000e+03, 3.587439509194916545e-10, 1.538353794227525615e-09, -5.631657712581192807e-10, -4.743307672373321429e-11, 2.329281660045025298e-10, 5.488297506661511696e-10, -2.094450362014254162e-09, -2.137911229581815881e-11
1.907000000000000000e+03, 1.244661711194181923e-09, 5.937342309045957225e-10, 9.080445804813351901e-10, -2.211250245465296431e-10, -4.106073870748827109e-10, 2.434804678377621787e-10, -5.810675286765716097e-10, 2.222495774340658599e-10
1.908000000000000000e+03, -3.930848955863954607e-10, 9.326788516826319832e-11, -3.690441391828427339e-10, -9.548522848573980023e-10, 5.512794552245400745e-10, -9.702084047849807391e-10, 7.693432601412461536e-10, -4.397472652929777292e-10
1.909000000000000000e+03, -1.525011111400884209e-09, -9.268318223555270077e-10, -3.747225336674845625e-10, -9.559520096511184325e-10, -7.868233866769911928e-10, -2.360518547737854156e-09, 5.506241192128998887e-11, -4.465081557520975245e-10
1.910000000000000000e+03, 3.648001427912985137e-10, -3.622765472234822580e-09, -7.979710686880199931e-10, -2.378973151615711291e-10, 9.599840685702952004e-10, 7.294084161957072185e-11, -8.965479516423710754e-10, -9.541763482244679635e-10
1.911000000000000000e+03, -1.968341504658433429e-10, -9.002715953301195169e-10, -1.417370616492471833e-09, -2.074125657923590603e-10, -3.245042379482686878e-10, -4.816648889645494095e-10, -8.106568837244389505e-10, -6.959432887225225817e-10
1.912000000000000000e+03, 2.116932174525395890e-10, 3.395847524519556595e-09, -4.452292866464102530e-10, -1.596423711107727952e-09, 4.405863907312217395e-10, 3.535651516646947323e-09, -5.298939544081802476e-10, -1.228143733264014920e-09
1.913000000000000000e+03, 9.472574120529077381e-10, 1.497390505401151021e-10, -3.140404226527174487e-10, -6.679820764146677991e-10, 1.139531417407465218e-10, -3.878153708138082178e-10, 7.296542829404267941e-11, 8.093588637655972811e-11
1.914000000000000000e+03, -1.985741163260337200e-10, -2.112159289157180106e-09, -4.024179826797579794e-10, 4.890540347184805201e-10, -4.614059518158647380e-10, -2.887443550126394028e-09, -5.766192864043019821e-10, 1.523314102162989051e-09
1.915000000000000000e+03, -6.412028499322603156e-10, -1.467633158056375619e-09, -4.317820637572027767e-10, 5.828326078643248004e-10, 4.626913141216692754e-10, -1.403915123300149109e-10, 2.594572892660574035e-10, 1.895166021117171766e-10
1.916000000000000000e+03, -1.609173577670069368e-09, 2.460337522062716223e-09, 1.690278209520440610e-10, -1.101693795867018869e-09, -5.347909068770973583e-10, 2.873900483741935073e-10, -4.580450498449414881e-10, 6.726809846756754231e-11
1.917000000000000000e+03, 9.263172869375890717e-10, 4.794508272389269600e-10, -1.055177775086668039e-09, -1.134115341005382129e-09, 4.702836066660603350e-10, 1.857233669668571288e-09, -9.937337963396265399e-10, -2.408506567026077984e-10
1.918000000000000000e+03, 5.886331996557900359e-10, 3.382149487965922111e-11, -7.667591210737373616e-10, -7.951240729900509902e-10, 3.960735513434840062e-10, -2.102478173906423596e-09, -1.889011459702680955e-10, -6.047785447907802622e-10
1.919000000000000000e+03, -7.307729503851057834e-10, -3.585848765493883238e-09, -5.656202519258909478e-10, -4.054039528176088636e-10, -3.677304460377162615e-11, -1.900952261293065973e-09, 2.925426751595266715e-10, 1.230737027144269401e-09
1.920000000000000000e+03, -1.899482859239502681e-11, -6.258809553866047053e-10, -1.707628971604604438e-09, 8.392417549525436403e-11, -5.320429515537742682e-10, 3.662287846008747575e-10, -6.697354609803213628e-10, -9.684661923702400353e-11
1.921000000000000000e+03, -8.204465868053801914e-10, 1.030240797501323527e-09, -7.939173376890418551e-10, -4.804487608608202780e-10, 3.107503169023112961e-10, 1.445287136799905346e-09, -1.457419431558499949e-09, 6.449383054234302871e-10
1.922000000000000000e+03, 4.887741057847858941e-10, -9.717911308424676132e-10, -3.342169718598052362e-10, -8.925310743538248581e-10, 4.480709431555805419e-10, -2.160707778319545892e-09, -5.550614970571458489e-10, -7.767418409330226372e-11
1.923000000000000000e+03, -4.150208679310474024e-10, -1.874074937133568961e-09, 4.423892893566503014e-10, -6.595705399626425121e-10, -3.817722660611284597e-10, -3.253875812580406966e-09, 6.596229378235443023e-10, 6.277533278939273073e-10
1.924000000000000000e+03, -1.113358555406735196e-10, -4.086571609852217689e-10, -7.923060693776005577e-10, 1.637528824651669041e-10, 4.922134829519860169e-10, -5.451383893648105977e-10, -4.241931339963193280e-10, -1.592755580300593036e-09
1.925000000000000000e+03, -9.941781509145348178e-10, 2.044653331245562066e-09, 4.607990664933626916e-10, 1.486976779560736381e-10, 1.141187700363999336e-09, 1.434927116915045538e-09, -6.043826297720569316e-11, -1.689868022446597124e-10
1.926000000000000000e+03, -1.447139808546241458e-10, 1.549159465232737863e-09, -4.412759661119944756e-10, 3.075610253430952208e-10, 2.774441914573755316e-10, -1.347511972145579868e-09, 2.720563595766723895e-10, -4.640510177181862562e-10
1.927000000000000000e+03, 1.140532688017867608e-09, -1.375548844561639765e-09, -8.329969628798319090e-10, -3.243622538294854286e-10, -8.154557816108892790e-10, 1.458175899979110701e-10, -2.122281209784295801e-10, 5.633392119059058537e-10
1.928000000000000000e+03, -2.986299573676642320e-10, -2.483903530953025268e-09, -1.238287631521575639e-10, -3.484165429322001913e-10, -6.079654150649894786e-10, -5.544582645151581046e-10, 4.643548776728728566e-10, 2.661765253798606558e-10
1.929000000000000000e+03, 1.063241566828795194e-09, 1.266539461704637599e-09, -7.134053977352106078e-10, -2.296940817399542950e-10, 1.312290886282369146e-09, -1.489740276811313319e-09, 2.166567714847375924e-10, -1.351727850786389422e-09
1.930000000000000000e+03, -1.961488599769682709e-09, 5.206009066823871799e-10, 4.581036086940210924e-10, -3.835174972849549648e-10, 6.447780867395509229e-11, -1.979121852119740334e-09, 2.180055484729513144e-10, -4.428976608913471420e-10
1.931000000000000000e+03, -1.016808548335175230e-09, -1.068867438586804753e-09, 4.108932560174625789e-11, -4.461698120231642531e-10, 4.133974817239880493e-11, 4.763370542071183521e-09, -1.197135957344222346e-09, 7.803020099589660965e-10
1.932000000000000000e+03, 8.573497990414757000e-10, -4.312061383888720033e-09, 5.461964391663996499e-11, -6.013570012956516173e-10, -5.877771120848593719e-10, -5.408012473298634841e-10, -3.217415155090658651e-10, 5.541095017549052439e-10
1.933000000000000000e+03, -2.744329933331146460e-10, 1.316052856003754949e-09, -7.158837007622319199e-11, -5.738686946228712796e-10, 9.540324803965949990e-11, -3.478480612606377656e-09, 5.417486648453930822e-10, -3.376440602939806887e-10
1.934000000000000000e+03, 1.962196936533595339e-10, 1.700667215988490533e-09, -1.278775420935435881e-09, -5.185419686308448987e-10, 8.953430088839598523e-10, 2.360653201583015137e-10, 7.529208167387550847e-10, 1.940183644743552574e-10
1.935000000000000000e+03, 1.493340008564797153e-09, -1.879367565041936096e-09, -1.026161196415954072e-09, -7.144865099555716587e-10, -1.272821590326835195e-09, 3.460925155730168856e-10, -2.225687769405595235e-09, -3.291315684260165290e-10
1.936000000000000000e+03, -2.329080483246920120e-09, 6.495169999714053194e-11, 2.522148404322222423e-10, -1.098356106673740660e-09, 4.442386828158540905e-10, 2.718942121559007210e-09, -8.633302146014314818e-10, 1.375313192390045967e-09
1.937000000000000000e+03, 2.529884244363852245e-10, -7.713464694397231920e-10, 1.997425899323195998e-10, -2.646676286432865262e-11, -1.163473311359456035e-10, -2.447854736836192150e-09, 8.915783256342610212e-10, 7.084127907826600534e-10
1.938000000000000000e+03, 5.859436492819846570e-10, 5.424337904043208023e-10, -3.316861768272472361e-10, -1.090853571528045025e-10, 1.115273603513872678e-09, -1.611901086371021633e-09, -6.802694046610428975e-10, 7.243577008081584154e-10
1.939000000000000000e+03, 1.216436401701035180e-09, -2.431982998396494084e-09, -1.976252221599547987e-10, -1.634875388654334083e-10, -3.508761711904182443e-10, 1.601146191031005756e-09, -7.599717491357045713e-11, -1.867959401564289574e-09
1.940000000000000000e+03, -1.841604123314836793e-10, -1.472355859605845578e-09, -8.110302569469895386e-10, -8.532640411231895872e-10, 8.941224473602399818e-10, 4.097917294048942366e-09, -1.769034462256964789e-10, -1.173535102832927285e-09
1.941000000000000000e+03, 1.103509332576365854e-09, 1.165173798546564452e-09, -9.929092454356314479e-10, -1.357316946370543109e-09, -1.056288165171384248e-09, -1.144484222865493169e-09, 3.411974934437090273e-10, -7.591027163886081450e-10
1.942000000000000000e+03, -1.413703874849893585e-09, 2.757168329956832347e-10, -2.203979429763717737e-09, -1.517172256869783985e-10, 3.620485150824925594e-10, -2.542493682019545987e-09, -6.629318152373006689e-10, 3.918346813975689940e-10
1.943000000000000000e+03, 7.653002214912355027e-10, -1.990737345681367856e-09, -1.156325039482637516e-09, 2.140886534193717287e-10, 9.886239470500934676e-10, 6.681245630872897783e-11, -1.444830226973469859e-09, 5.756862333892769813e-10
1.944000000000000000e+03, -1.810714768556750566e-09, 9.130349163947946113e-10, 9.356918184906025320e-10, 1.577190951525722752e-10, -6.802076092167210899e-12, 5.776176718227571198e-11, -3.567161591823903229e-10, -1.397339437423387237e-09
1.945000000000000000e+03, 7.270822289533058342e-11, 2.421445589013818056e-09, -2.106619889082706886e-10, -1.645615663204965104e-09, 4.305607755523513522e-10, 1.476118180126210417e-10, 6.706323651974544005e-10, 6.928612922129967023e-11
1.946000000000000000e+03, 1.338658661783453755e-09, 1.082059544854118659e-09, -4.671714860182423237e-10, -9.539746055993685626e-10, -4.834802831357268023e-10, 9.536364814688709998e-10, 4.342415134490975306e-10, -9.910067580659337661e-10
1.947000000000000000e+03, -6.173646300845723661e-10, -1.340354654632930521e-09, -6.643718075704926310e-10, -1.676937622176043407e-10, -1.189505188430414487e-09, -1.011857750084581870e-09, 2.504651330861746071e-10, -1.305106155375004387e-09
1.948000000000000000e+03, -8.420479633025160250e-10, 1.625812416403325659e-10, -2.724564748754769764e-10, 2.015792925344983095e-11, 4.226692500480406008e-10, -1.496193616039311551e-09, 1.866394896725152834e-10, -4.566913099602943438e-10
1.949000000000000000e+03, -3.746943435077251728e-10, -2.298468814642295690e-09, 1.055464924725925193e-09, 1.993367206065083415e-10, -9.331180565237712232e-10, 1.280149938116262326e-09, -2.161092608902078493e-09, -9.695338379222184660e-10
1.950000000000000000e+03, 1.208534763939624343e-09, -1.396739444842314132e-09, -5.053035694887147862e-10, -1.982540391461534610e-09, 4.156917256311366572e-10, -9.581423739748559324e-10, -7.969943288716670286e-10, -6.608934137408185146e-10
1.951000000000000000e+03, 1.339175379347944708e-09, 1.982350383251442180e-09, -2.108572767415922945e-09, -5.531181619308192769e-10, -5.253541086523658841e-10, 3.129457947043895581e-10, -2.426875923318326659e-09, -4.773843121625271527e-10
1.952000000000000000e+03, 1.352246235960886747e-09, -1.751737500853920902e-09, -1.247930413520443689e-09, -8.872877390616533513e-10, 1.026495862972689927e-09, 1.402489732208225460e-09, -2.715954841192824187e-09, -1.283819908173933482e-09
1.953000000000000000e+03, 7.404444027877371505e-10, -1.735278644899862023e-09, -8.246168535899638800e-10, -8.456960266644843236e-10, 5.254512396092250125e-10, -6.857097718424202328e-10, -2.256839847249839622e-10, 1.139617756296109786e-09
1.954000000000000000e+03, -1.284745729681888606e-09, -4.956829048588405988e-10, 1.508518730788872748e-10, -7.024017835615068218e-10, -1.474724838693762598e-09, 9.065252695732942211e-10, -6.627609155688897818e-10, 2.373515379062632297e-10
1.955000000000000000e+03, -1.536925402074733552e-09, 1.377480205253625432e-09, 4.195981893361176416e-10, -5.392292679982039577e-10, 4.746150016514892741e-10, 6.959384805444888766e-10, -1.306720286625342633e-09, -2.845897822766404615e-10
1.956000000000000000e+03, -8.915297976850582674e-11, 1.488842502663151172e-09, -7.679669200296913551e-10, -9.958757060763206652e-10, 9.294697217915828274e-10, -1.707880076189348536e-09, -2.002554473631605925e-09, -5.087107460894864129e-10
1.957000000000000000e+03, -4.003067362105430193e-10, 1.114911446011057439e-09, -4.612366177330110956e-11, -1.743058813294283030e-09, -1.127708631993589570e-09, 3.499006756074424191e-10, -2.713327147217686708e-09, -8.875275876150029114e-10
1.958000000000000000e+03, -4.105485261380920993e-10, -2.141420960153459757e-09, 2.628834599485675977e-10, -1.564662541103943867e-09, -9.524139247540767557e-10, 2.722149703187833789e-09, -8.337979786708092149e-10, -9.959128635117091073e-10
1.959000000000000000e+03, 4.577220816298215769e-10, -2.969730266406364705e-09, -8.264790604944936097e-10, -1.860510583369061107e-10, 4.440859086479220480e-10, -1.935514763316011335e-09, -7.040321270533856592e-10, 9.391515790190002056e-10
1.960000000000000000e+03, -6.264262982259052458e-11, 1.648479700210323167e-10, -2.178019070862093513e-09, -5.661306043687779522e-10, -3.001058180115710428e-11, -1.416406305379606473e-09, -3.916837247302715854e-10, -1.160564789195771591e-09
1.961000000000000000e+03, 1.720702254840193750e-09, -4.338312185497273892e-11, -2.091882241029063624e-09, -1.246499595430726327e-09, -2.113112819482455016e-10, 1.098536225748050085e-09, -5.275740406327750219e-11, -7.405156337104861578e-10
1.962000000000000000e+03, -3.130319727558359016e-10, -3.128619552311451334e-09, 1.997683315805831034e-10, -7.617059429681114536e-10, -1.325772586616054491e-10, 3.157255004537159250e-09, 2.619169401289541259e-10, -3.479055348161243202e-10
1.963000000000000000e+03, -1.814160511422188033e-09, -3.277812737813310084e-10, 3.514102658360372055e-10, 2.634704554550810978e-10, 1.094028196279007931e-10, -2.147584268249938877e-09, -8.777990140046336801e-10, 6.336797854226570344e-10
