year, INM-CM5-0, MPI-ESM1-2-LR, NorESM2-LM, IPSL-CM6A-LR, MIROC-ES2L, NorESM2-MM, CESM2-WACCM, ACCESS-ESM1-5, GFDL-ESM4, EC-Earth3-Veg, UKESM1-0-LL, CNRM-ESM2-1, CMCC-CM2-SR5, TaiESM1, CanESM5, INM-CM4-8
1.912000000000000000e+03, -8.307045440370844705e-03, -7.532640116414954234e-02, -1.941056343117216476e-01, -5.957657633689832088e-02, -2.556412578518532097e-01, -1.246151501852661159e-01, -8.322931540743280787e-02, -8.485417767844330439e-02, 5.695519075982746759e-01, -8.261084476133925270e-01, 3.341513930062862264e-02, 7.154684674696197566e-02, 6.231154101234453319e-02, 5.221398493449233014e-01, -2.059843974250140097e-01, 2.389274313162490226e-01
1.913000000000000000e+03, 4.726990646707697752e-01, -5.314659761138311456e-02, -1.640807196857627936e-01, 8.774932690440057081e-02, -1.069664507292043959e-01, -2.948553561878026752e-01, 1.146052449703047552e-02, -1.077090630823955425e-01, 2.511424946535047859e-02, -5.181284046290655088e-01, 1.495217407444678070e-01, 1.809590819800174777e-02, -7.587040557984205125e-02, -4.416187037605865950e-01, 1.357457546196766396e-02, 3.606314006718012721e-01
1.914000000000000000e+03, 2.765097279870168401e-01, -6.696468525887343259e-02, 1.525326510358639698e-01, 1.024193775764382051e-03, 7.831403888771208688e-02, -8.078858996434024053e-02, -9.056836383753921749e-02, -2.340561289449650390e-02, -3.542515803800954100e-01, 4.427832544412907967e-01, -3.134432854477854635e-02, -7.467421922921592403e-02, -4.063384055183257015e-02, -4.653717300587479344e-01, 2.554904030566072515e-01, 2.288500716766704857e-01
1.915000000000000000e+03, 2.249161445063793119e-01, -7.312894894748794838e-02, -3.435818932350052923e-02, -1.746796571235842421e-01, 9.333115009180513455e-02, -5.657199493680363858e-03, 4.075240410545973718e-02, -7.216592740942062711e-02, -2.461515891953219570e-01, 4.028837553961971407e-01, -1.012119462696064315e-01, 7.427347111386181644e-02, 1.260810398606488358e-01, 4.473727049631216757e-02, 3.178574464103566671e-02, 7.988435476428996929e-02
1.916000000000000000e+03, 1.436456333298939125e-01, 2.801767915276379833e-02, -1.930658720574785214e-01, -1.075813089114476401e-01, -1.764183191363425662e-01, -4.108399404224877260e-02, -7.194416091600042140e-02, -1.914608787373913712e-01, 4.126480705945966276e-01, -1.695639425404340747e-02, -2.540032217555169836e-01, -8.626167722346403388e-02, -3.119078192133566407e-01, -4.230611340498647843e-01, 1.128221262176137656e-02, 2.320346218527175597e-01
1.917000000000000000e+03, 2.508788209403446934e-01, -1.760665767234568524e-01, 3.361918154239208062e-02, 1.299093272600473914e-01, -1.816101015704187915e-01, -2.349937828485432548e-02, -1.560836519808001255e-01, 3.099016399535893876e-02, 8.041354368292369381e-02, -2.149382364723988748e-01, 1.462164048148562046e-01, 7.604822785319494127e-02, 2.459904447509674019e-01, -1.186570431879749171e-01, -4.039549773091628826e-02, 2.261714948916485890e-01
1.918000000000000000e+03, 1.677207204988055422e-01, -1.292255633185196706e-01, 3.440395687363009825e-02, -1.049324866717372129e-01, -1.273261708362015132e-01, -1.043023488345439787e-01, -2.967030087434082211e-02, 3.631926324679182055e-02, 5.672544714521752379e-03, -2.256269398204212573e-01, 9.291398468107603392e-02, 6.407007269104592062e-02, 4.090351133680293350e-01, 2.844473702949228411e-01, -1.014335217859437255e-01, -2.915414575592301452e-02
1.919000000000000000e+03, -2.545474242512387186e-01, -9.345492942114141943e-02, -2.595447555577987675e-01, 1.716264916176740152e-01, -6.491884060309682791e-02, -2.248113071207128721e-01, 4.594905523725018037e-02, 1.551387233702339608e-01, -6.014189359208368391e-01, -1.331761800389946460e-01, -1.153503179180705163e-01, -6.035804145288377331e-03, -3.407537073404230954e-01, -4.194936756558154678e-01, 2.064193449501302291e-01, 2.005062855758588947e-01
1.920000000000000000e+03, -1.106101232269078236e-02, -2.866107231555529156e-01, -1.097410668370280146e-01, -1.413009408098445385e-01, 1.343908990984583017e-02, -1.813460219542901430e-01, -1.051939231571898531e-01, 3.224286135198467518e-02, -1.049728203330639320e-01, -3.706827049417750208e-01, -2.998276709308094271e-03, -8.601211422620715086e-02, 3.094884681258771031e-01, -5.158218597311770015e-01, -1.624312526773259366e-02, 7.439831384180783935e-02
1.921000000000000000e+03, 3.044450861911883188e-01, -1.343543393840673505e-01, 1.203319738045687849e-02, 3.504736184199577775e-02, -7.693604442557429313e-02, 3.347463529366060536e-02, -2.289137676340910477e-01, -7.372303326081722230e-02, 1.727920960130456540e-01, 3.782734486496781064e-03, -1.295050324083880100e-01, 5.022880172170997304e-02, -2.499305524594470640e-01, 4.294991040203285926e-01, 1.081691211059550017e-01, -4.051436239647667609e-02
1.922000000000000000e+03, 1.003593565188485304e-01, -5.670673056750596269e-02, 7.030673940854173520e-02, 2.125564216059675285e-02, -1.429243157265288056e-01, 4.043278134208770636e-02, -8.718232775591344685e-02, 1.012684180435639986e-01, -1.629889117111401886e-01, -8.917352083186129430e-02, 7.715152628827351422e-02, 7.261590590252163524e-02, 7.125951451117230884e-02, -1.867696425501126634e-01, -1.302752240848589239e-02, 1.246753698494246776e-01
1.923000000000000000e+03, -8.344170126274232102e-02, 7.618927684067187955e-02, -2.665987712145671470e-02, 6.166057510699327060e-02, -1.056194801573564074e-01, 1.457541022254242036e-01, 1.036055706719828939e-01, 3.456515906416918887e-02, -3.143200475638416314e-01, 1.277156378416121063e-01, -6.550979895089394101e-02, -6.200315439150145408e-02, 4.412934623571896919e-01, -8.545192894740246681e-01, 1.052868548489190176e-01, -3.135829514431948128e-01
1.924000000000000000e+03, 7.802463277910158534e-02, -1.339250439330603171e-01, -6.621499280186106395e-02, -4.812029586171951562e-02, 2.622235723448050268e-02, 8.395585879266583007e-02, -6.662711255590433868e-02, 8.469119928620004456e-02, -6.854002245750356881e-02, 1.620292568172847780e-01, -1.757403079236745380e-02, 7.997009757703744948e-02, 4.880222598035632853e-02, -1.514124602453796320e-01, -2.671371351475340661e-01, 2.013831863815346845e-01
1.925000000000000000e+03, 1.511197124316495943e-01, 7.791703217581333329e-02, 1.379145303797306710e-01, -6.905045447172952766e-02, 2.381151142259330111e-02, 1.239072648736039978e-01, -9.492909307911075872e-03, -5.294843534496999210e-02, 3.429294739471069886e-01, -5.137054487251888624e-01, -1.569280386127554217e-01, 1.847833587324582139e-01, 1.600038998072761676e-01, 5.150717839241321094e-01, -2.834248442618026581e-02, 2.352939377663668119e-01
1.926000000000000000e+03, 1.620959926236365534e-01, -7.487292261039893426e-02, 2.257786022652802371e-02, -2.870854474506450565e-02, 4.925088924566146942e-02, 1.066741511842429491e-01, 4.273131325888413629e-02, -2.125560073445199177e-02, 2.598251900965607430e-01, -5.145130098640801064e-01, -2.284266773964967190e-02, 4.475402735960305051e-02, -1.134129744320707261e-01, -3.274814905744795612e-01, -7.783068599397936771e-02, -6.335250691399289813e-02
1.927000000000000000e+03, 1.461611108501267575e-01, -1.385212119541415210e-01, 6.319520093262409599e-02, 1.271382185478283078e-01, -5.194133236162903206e-02, -6.042750864824734947e-02, -3.333421918158770147e-02, -9.933445156137292453e-02, -2.307071983526487735e-01, -1.921653079633423022e-01, 1.800296632346368442e-01, -1.322349902326904469e-01, 7.255668716246127525e-02, -5.537577441144460044e-01, 9.448331247184346693e-02, 1.263407422423667437e-01
1.928000000000000000e+03, 4.684892631974854615e-02, -2.137446913365521894e-02, 7.544589886059270556e-02, -1.619316856208332517e-02, -5.579323501138563901e-02, 1.663237516365502766e-01, 7.293523214089113471e-02, 1.737801226703766244e-01, -4.166005641094084888e-01, -4.261456055268462162e-01, -4.713784288822794877e-02, -9.831115939514636914e-02, 3.246857764887927100e-01, -2.326236554269539847e-01, 4.464315511616756549e-02, 2.101281342259239404e-01
1.929000000000000000e+03, -4.664682934832993788e-01, -1.200878183396820870e-01, -1.443783547414472304e-02, -1.463218125667306024e-01, -3.678176637478286493e-02, 2.669248902286018924e-02, 3.402981788912620709e-02, 5.346907540166180584e-02, 2.124241330783619430e-01, -9.774412600826615227e-02, 1.678294916263346204e-01, 2.126767977279751254e-01, -1.467146009294676146e-01, 4.707633822727015915e-01, -2.267119387458441104e-01, -1.622185868097517081e-02
1.930000000000000000e+03, 2.557366961039215791e-01, 7.669152256498655562e-02, 9.531454374269662799e-02, -9.251200010277364771e-02, -6.141408119407754107e-02, -1.299221381196257186e-01, 3.424166741945667419e-02, -1.549348051099888775e-02, 8.731523937909875521e-02, 2.041715942034281195e-01, -3.096150910578577276e-01, 1.017847051106134625e-02, 1.457287952118636598e-01, -4.571758413808095223e-01, -7.428284273958067618e-02, -3.670336718175883084e-02
1.931000000000000000e+03, 1.248995484690356705e-01, 5.885687116729015032e-03, -1.060462268996673410e-02, 1.911934316621054508e-01, -7.144682903887901448e-02, -9.361418737824045433e-02, -1.880315964175551247e-01, -1.594946856657543377e-01, -1.792705603597222197e-01, 1.419460885742267475e-01, -1.605001789549882485e-01, 6.945369645403522141e-03, 3.948733816647829187e-01, -4.341528324635894887e-01, 1.308723360121340773e-01, 1.752982122489876726e-01
1.932000000000000000e+03, 3.190505391924395306e-01, 1.028183432744072742e-02, -4.163917096164185261e-02, -5.309185161680912701e-02, -9.629753001010454838e-02, 5.433633924592237013e-02, -5.053525493393717927e-02, 1.969727422263105668e-02, -7.232193934332027396e-01, -1.412977450338407104e-01, 1.353300937511598967e-01, -9.552361675209863900e-02, -2.275711449490952498e-01, 4.604138367581795954e-01, 9.293530450472330118e-02, 1.511607055973916702e-01
1.933000000000000000e+03, 4.925954990140612999e-01, -1.195033297738355357e-02, 9.673968652403981683e-02, -1.434685440552565805e-01, -9.189572537318202450e-02, 1.023439720939268993e-01, 8.509130954009759551e-02, 7.680922080649528472e-02, 2.207285248306735115e-01, -2.006206864568323978e-01, -4.331842470564944286e-02, 1.559311661730264191e-02, 3.030876096308270373e-01, -3.944022486122121807e-01, -5.662969766490647677e-02, 1.423593461829172069e-01
1.934000000000000000e+03, 1.151781847003948145e-01, -2.149140292866214830e-01, 7.202902490938628555e-02, -9.971145926382654623e-02, -8.303605126096759437e-02, -1.525168745735270559e-01, 1.182596699053873324e-01, -6.991621470878427169e-02, 2.852360861499903533e-01, -2.531570863861064002e-01, 3.097268998910491372e-02, 1.448227188308347235e-01, -9.678397818076617254e-02, -4.931764751960745485e-01, 3.254078070277915957e-02, 2.273945573293519318e-01
1.935000000000000000e+03, 3.388035806468384092e-02, -1.725090014031514518e-01, -1.014373841326482312e-01, 1.862200392988858921e-01, -1.144133783859199172e-01, 8.197736409330161345e-02, -3.495840400089383904e-01, -5.916552505524578370e-02, -3.152077276789389537e-01, -6.780290432273752832e-02, 2.357192403700036354e-01, -2.058440171307204525e-01, -6.526609409342251644e-02, 4.519086902433750441e-01, -5.520198162441678630e-02, -2.245341541440901839e-02
1.936000000000000000e+03, 4.219265258203858671e-01, 4.389505459804407539e-02, -3.353089896268004327e-02, 4.207812415576295262e-02, -1.758838425699076613e-01, 9.716928492145730789e-02, -1.356014389937337528e-01, 7.796284285905236144e-02, 1.089370602419967478e-02, 2.016497711221354738e-01, -3.676383670984618712e-01, 7.184620549269947476e-02, 2.834551650631093600e-01, -4.179635038413897496e-01, 2.306676747453925702e-01, 2.196369886326839937e-01
1.937000000000000000e+03, -1.056087258294985814e-01, 3.301918599261766119e-02, 1.935581415915335612e-01, -2.702492227398498592e-01, -4.238221032941748637e-03, -7.975461857274344923e-02, 1.400383096605096744e-01, -2.018144469914599781e-01, -1.293703118047809797e-01, -3.453344887207430158e-01, 3.993346383846061581e-02, -1.875793370415200154e-02, 1.933660808670522313e-01, -2.163177192542127536e-01, 1.188150685341402141e-01, -1.779595693703442047e-02
1.938000000000000000e+03, 2.333625832377968778e-01, -5.504679832891916369e-02, -4.874379217234752620e-02, -3.962343872417403712e-02, -1.746824337532016172e-02, -1.139186639631701164e-01, -1.068484672669940405e-01, 7.071522978204140830e-02, 9.097705295653783775e-02, -5.293652294197567221e-01, 9.248944722315340095e-02, 1.803767245365704708e-01, 8.946945539134947001e-02, 2.475598774620055842e-01, 1.214893505376557631e-01, 1.070637508940533444e-01
1.939000000000000000e+03, -3.846574677896578281e-02, -3.389298080881456010e-02, -3.740121449159328204e-02, 9.193842163853088723e-02, -2.617986677838990764e-02, -9.501372966976406181e-03, -1.193671448473077913e-02, -1.033457279506876623e-02, -4.078924468728213348e-01, -2.479342796693135842e-01, 1.920108367303191288e-01, -5.635163822647585447e-02, 2.309153992440621250e-01, -1.294002285182298262e-01, -3.132943492884277537e-01, -3.486321710948663000e-02
1.940000000000000000e+03, -1.399927868092321059e-01, -1.346622990885610605e-01, -1.386534898208499067e-01, 1.647301543887349229e-01, -1.366363398606324497e-01, -4.461718813272844142e-02, -2.778584771555760516e-02, 1.187013348245022082e-01, -2.469436812009541682e-01, -6.432554226723615765e-01, -2.906916860998329591e-02, 1.446338522720042319e-01, -5.564920924714499700e-02, -4.682293537530288763e-01, -1.968254321273139595e-01, -1.969558999334536098e-01
1.941000000000000000e+03, -2.483806431270145845e-02, -1.675817760591908068e-01, -3.514660143755070354e-02, -1.080169565692525868e-01, -2.173522035907590744e-01, -5.469518941955435476e-02, 5.359116397122939968e-02, -1.298876280947629247e-01, 1.954230732840731288e-01, 3.780085256844444852e-01, 1.741856376473181200e-01, -1.709213205202198826e-01, -9.166865237930987842e-02, 4.016698951365637038e-01, -1.273167882422319153e-01, 1.499220555831324853e-01
1.942000000000000000e+03, 1.581401090976448931e-02, -3.680771347236330149e-01, 1.173203616026612800e-01, -3.540724318303348772e-01, -2.429504281510599592e-02, -5.151352893111441761e-02, -1.041252890035906653e-01, 4.068963333283000250e-02, 4.624325652308655665e-02, -2.187459839309388865e-01, -2.231489155694767745e-01, 5.860251430826760727e-02, 3.941911604109600287e-01, -5.556741737406477311e-02, 6.571855439378765373e-02, -6.450767802795202323e-03
1.943000000000000000e+03, 1.530221391987762469e-01, -1.963819625114417988e-01, 7.286037991596994168e-02, 6.594921739048231757e-02, 3.428281118047389608e-02, -6.938356344756950109e-03, -2.269364080691826102e-01, 1.748894305315328024e-01, -3.338866791200711392e-01, -2.958244360192725519e-01, 1.208003440812401297e-01, 1.602872921766255176e-01, 1.980783373342874520e-01, -3.540885542781294637e-01, 9.655415622682207710e-02, -5.774395801689847368e-02
1.944000000000000000e+03, 4.524850313522235101e-01, 1.578349802743579389e-01, -2.845544382336722550e-02, 1.485449136200962528e-01, 2.525614446310294955e-02, 5.571291713561069697e-02, -5.602864776345303083e-02, -4.538982377849728328e-02, 1.531343131815256775e-01, 3.857642884093976376e-01, -2.858158941185457436e-01, -1.241972016692717996e-03, -3.355067635247097613e-01, -3.403039805735321582e-02, -2.343619189025242799e-01, 2.224180057806174893e-01
1.945000000000000000e+03, 2.688234760389291989e-01, -3.647058746767403714e-02, -9.341139746804373589e-02, -2.539367590138471090e-02, -2.635185478362270239e-01, -8.969170932847278510e-02, 1.053347979932905826e-01, -1.693525087609014934e-01, 4.061251114516303273e-01, -2.461870889415153918e-01, 1.147677486121310986e-02, 6.949717474588514021e-02, 1.128505313872445182e-01, 4.574286897093093884e-01, 1.162067695417946279e-02, 8.597850296224859856e-02
1.946000000000000000e+03, 2.399181975217983542e-01, -7.667059342160856272e-02, 7.090126248150893651e-02, -4.024984693532165231e-02, -1.527634965813228496e-01, -1.037385190310072952e-01, 6.820539012607004792e-02, -1.025667867365736563e-01, 1.814831418244482464e-01, 7.169922908611005286e-02, 2.113032538206649769e-01, -7.826976330927706837e-02, 1.950362632347719671e-01, -7.281873298613203427e-02, -1.662117587505904936e-01, 1.427165887860899485e-01
1.947000000000000000e+03, -2.791317066766205723e-01, -1.118061133939150520e-01, -9.327288544650615132e-02, -1.074901984515322720e-02, -2.685342494535592969e-02, -1.194756465479722765e-02, 3.934002527633300578e-02, 6.984706405242253890e-02, -2.248044250786607468e-01, 7.965610675890377745e-02, -9.744915478070061143e-02, -1.921109702648595985e-01, 2.587738276458035891e-01, -7.199930860780004993e-01, -2.188925430382065163e-01, 1.339560513613065156e-02
1.948000000000000000e+03, 2.033588048569843487e-01, -4.446990741169111472e-02, -4.936143398467670446e-02, -1.079043748803255459e-01, 3.227964076319611488e-03, -4.138582536835293951e-02, 2.931506733415237265e-02, 2.955260094973292256e-02, 2.726814312107498500e-02, -1.605343326655357949e-01, -1.329147448848821689e-01, 6.823279379465142791e-02, -5.429599721348418173e-01, -1.635012355351101176e-01, -7.659631502690651683e-02, 1.405632102916706816e-02
1.949000000000000000e+03, 1.933171658132310511e-01, 1.760829251536207285e-01, -4.651706854278031544e-02, 2.035124268362576913e-02, 3.192052939163122355e-02, -1.595533906698425389e-02, -3.394382156555629249e-01, -1.455836127136519720e-01, -3.854994337885871980e-01, -4.827618265005259590e-01, -5.914437804921758579e-02, -1.510851279083183230e-01, 4.835045014371174288e-01, 5.889272533518288277e-01, -1.626103183027338972e-01, -4.772769085763600011e-02
1.950000000000000000e+03, 8.476864988415393209e-02, -8.368200557588639787e-02, 1.794402236036472809e-02, 1.063911833266695528e-01, -3.174715558839075746e-01, -1.201017876379686933e-01, -1.251822026346394168e-01, 1.154433772439936862e-01, -2.342612880830815258e-01, -1.682507703412817746e-01, 1.907635869143922414e-01, 6.756167196109427731e-02, 1.143677229589283861e-01, -1.100792401946018850e-01, -1.108451135680698224e-01, -3.344757346665081649e-02
1.951000000000000000e+03, -1.832442717723855308e-01, -3.535458082193860263e-01, -7.821471632522322692e-02, -1.685800716949812927e-01, -8.857286550735646302e-02, -4.269800867349403117e-01, -3.811842350648406152e-01, -2.498078787811254878e-02, 3.324800168902658504e-01, 1.411198990607318848e-01, 2.113848161380803559e-01, -8.487358238016234901e-02, -4.199896460206611337e-01, -8.878767446232566085e-01, -8.006694755475667058e-02, -1.663299582348430339e-01
1.952000000000000000e+03, 1.734458019832853248e-02, -2.080920059338495220e-01, -1.297921107522212181e-01, -2.230554559867073960e-01, -1.420846809728582849e-01, -2.055265138535236347e-01, -4.265892453188026567e-01, -2.033813509853281964e-01, -2.938015997534930701e-01, -3.414778397607855509e-01, 2.134480116421967055e-01, 1.664318739844465045e-01, -3.598663938863867484e-01, -2.769927367022697595e-01, -2.153224113961229313e-01, -2.123458484863254350e-02
1.953000000000000000e+03, 5.281207099957494489e-01, -1.408503787955328879e-01, -4.545456834297759152e-02, -1.993173300839756745e-01, -1.354244455983491524e-01, -2.569472790481350799e-01, -3.544770305609655503e-02, 1.100506265270711909e-01, -2.910411186842360443e-01, 9.337161558117454407e-02, 1.168769276657152661e-01, 8.491427939315540629e-02, 3.604013597638767719e-01, 4.175090795778874653e-01, 1.911368111626700617e-01, 1.776444563937664978e-01
1.954000000000000000e+03, 2.423644875444992686e-01, 2.523457055824590914e-02, -2.726001200764825994e-01, 1.577761943450328164e-01, -1.124782062667144256e-01, -2.349692910926934053e-01, -1.040984461564759406e-01, -2.198014880788735081e-01, -8.313598946588419969e-02, -2.621618296987001107e-01, -2.027932592258545885e-01, -2.386263022569728720e-01, 1.943169634074050911e-01, -2.596376921283616857e-01, 3.980862515463565177e-02, -1.021264342637312195e-01
1.955000000000000000e+03, -6.399083537891943341e-02, 7.057137237706469224e-02, -3.951353631378048403e-01, -1.097080071316809263e-01, -8.634878533966645897e-02, -1.053920525255494234e-01, -2.052437737401608120e-01, -1.851584281383406028e-01, 2.310311263731026077e-01, 7.805256036825382326e-02, -2.425990639804778970e-01, 7.670403378728099519e-02, -4.349360520632816751e-01, -6.161383544746485974e-01, -4.773142851917960838e-02, 2.878678284241902863e-01
1.956000000000000000e+03, 1.636994017500955356e-01, -1.263927796822619243e-01, -1.927752130094612104e-01, -1.394684331657883858e-01, -1.594732754180906431e-01, -2.576692489258221030e-01, -3.145369682365968811e-01, 1.771451906595284398e-01, 2.497088227261199112e-01, -2.202204513275659858e-01, -1.407253039979249921e-02, 1.506013248865963883e-01, -5.790774864412695511e-01, -4.036478311082583037e-01, -8.532102038120821519e-02, 1.224964957200801174e-02
1.957000000000000000e+03, 1.114783708650322336e-01, -1.006818903809981146e-02, -6.038090407181066765e-02, -9.232032763481751170e-02, -2.791224813562292462e-01, -1.047481069602730214e-01, -4.261765190198298914e-01, 1.475695686144311014e-01, 1.869930661767825186e-01, -3.264329512529166033e-01, -6.318721740083231564e-02, -1.827068398339169730e-01, 7.224751808463475422e-02, 2.357234139053662469e-01, -1.488562212885976843e-01, 2.078620671431259392e-01
1.958000000000000000e+03, -2.415309314098364746e-01, 4.409455981181327477e-02, -2.575497777158611279e-01, -1.564057388047910835e-01, -2.505552237406585281e-01, -1.912454964255581868e-01, -1.309628735628416973e-01, 2.613625699140145059e-02, -3.591593509484462543e-01, -3.345307571271904368e-01, -6.480385321578729929e-02, -1.541967277922712820e-01, 3.933267412315656353e-01, 2.059116569970021737e-01, -1.670346112771964875e-01, -3.122691893080950520e-02
1.959000000000000000e+03, 2.411664161899839884e-02, -1.375447033195180968e-01, -2.608118849601358535e-01, 9.179006182527803259e-02, -2.979304695049449572e-02, -3.249677765399277551e-01, -1.105808274882772724e-01, -1.181493547424986579e-01, -4.980834757954505920e-01, 1.926096651050663022e-01, 7.225005743069311259e-02, 7.205614139699133280e-02, -1.645078039899206535e-01, -5.149317749325005300e-01, 1.575146026115764042e-01, 1.926393943878437764e-01
1.960000000000000000e+03, 3.429139959200795951e-01, -3.647193483953365400e-01, -1.675482160897753259e-01, -2.034911652132443960e-01, -9.065659624213512346e-02, -3.060308096193870564e-01, -6.152092884687307417e-02, 6.515612142918830729e-02, 2.764831904591051950e-02, 1.398007400152693341e-02, -9.887951191203663004e-03, -5.020738926527852988e-03, -2.114957423009028448e-01, 5.180928445191159554e-03, -1.946500497460820212e-01, 2.050724347903616369e-03
1.961000000000000000e+03, 2.904172439618452617e-01, -3.511757348591862393e-01, 5.835168606920198946e-03, -3.140499605244544135e-02, -1.996066096178358840e-01, -2.161568918305749876e-01, -8.286493148924505350e-03, -1.632125423951036325e-01, -7.276221806679596636e-03, -1.980889343429391158e-01, 2.716076888636332898e-01, -3.402907656829271682e-02, 2.425222633183796508e-02, -8.124808275489717180e-02, -1.241993607607053546e-01, 4.453725447623183703e-03
1.962000000000000000e+03, 2.956511201945011269e-01, 3.120572204141809636e-02, -6.306202107186430206e-02, -3.112236782210901498e-01, -1.219748015634803534e-01, -1.220791992479217380e-01, 4.113873623051452627e-02, -1.209230115505274539e-01, -5.247324037083648252e-01, -6.479037600123045693e-02, -4.941115781157189718e-02, -2.144370293009135314e-02, 7.963518788049224473e-02, -3.506939460184952794e-03, -5.835075326197274037e-02, 7.610700018176563830e-02
1.963000000000000000e+03, 6.543476053453701757e-01, 6.026108934879624568e-02, 7.617508080842214091e-02, 7.617687580214561882e-02, 4.219050254058303445e-02, -1.551956909533704076e-02, -1.378740225155460630e-01, -1.112275717160998538e-02, -5.497551006315044841e-02, 3.585398696514302590e-05, -2.863597942927142981e-01, 1.778645561874048209e-02, 2.541631180905046250e-02, 2.109771931576854276e-01, 1.062808409352836297e-01, 4.677833939989818335e-01
1.964000000000000000e+03, 3.119492018668531541e-01, -1.144460788074527086e-01, 2.148835354352862659e-02, -6.708359324002523272e-02, 9.098133782403521053e-02, 1.042935486106996990e-01, -1.783333653292975551e-01, -4.853099298705435688e-02, 3.687862825118774501e-01, -1.210372184464154482e-01, 2.511248121967488145e-01, 6.387040696418402885e-02, -3.616377365502150831e-01, -3.622211728787861906e-01, 5.647334377867654215e-02, 4.375004416291941034e-01
1.965000000000000000e+03, 4.235563547569894394e-01, -1.312427583231103312e-01, -1.531220468600816842e-01, -1.444966850501707700e-01, 9.941363624883564620e-02, 8.857753050142233575e-03, 3.967954203209740627e-02, 6.913450010669325296e-02, 8.685517145865236099e-02, 6.162580996660252386e-02, 2.358557906821145411e-01, 9.397352362141057902e-02, 2.695740323202999722e-01, 1.010146320601869041e-01, -1.307455086008730283e-01, 4.588575686927671149e-01
1.966000000000000000e+03, 3.665066785711770248e-01, -1.237938480105044321e-02, -4.962633315932267475e-02, 6.211385191178957904e-02, -1.455084027735652208e-01, 2.141808405234575316e-02, -7.054670997452119896e-02, 1.013343108666029668e-01, -3.042403195941516536e-01, -5.872078299314609229e-02, -3.614126424528086301e-01, 8.704745489026546532e-03, 2.884024116152022477e-01, 1.034947162581543179e-01, -2.301087796423651743e-01, 3.627344844648410227e-01
1.967000000000000000e+03, 1.718048358016513733e-01, -2.686579480309369550e-01, 4.066414008655389045e-02, -4.945902646343326714e-02, -5.571528023267505181e-02, 1.343013288691279616e-01, -6.361605506100222185e-02, 1.761215046365396664e-01, -4.413859731291786548e-01, -1.161396073409657753e-01, 1.205546158145839736e-01, -8.610611937741470545e-02, -4.338740545896680595e-02, -4.397988327412651333e-01, -5.195836057876276892e-02, -2.664296371741449732e-01
1.968000000000000000e+03, 2.442641846015841667e-01, -1.945248072301535847e-01, 5.957853019970699160e-02, -1.320259116142004086e-01, 1.166856729463566916e-01, 9.712464392339097141e-02, -9.634262506749864674e-02, -3.449678578715339311e-02, 6.586466235922214252e-02, 3.721505998382999142e-02, 1.131843289934765656e-01, 7.610522473908694352e-02, 1.646684646628383125e-02, 2.175120104140923494e-02, 5.794617358146111896e-02, -1.121256388192440334e-01
1.969000000000000000e+03, 2.241505733088161034e-01, -5.288228265174005002e-03, 5.245867301787530274e-02, -2.018364785792718386e-01, 1.247616225418669428e-01, 1.482545339052469269e-01, 8.695466335591321705e-02, -1.181848383284498094e-01, 3.195349008355137799e-01, -5.198555657489405402e-01, 1.658569964095891747e-01, -2.554925634466641560e-01, 1.330769059044154823e-01, 1.575045559746806045e-01, -2.801229863150879115e-02, 1.569471711941481940e-01
1.970000000000000000e+03, 1.624692578665841089e-02, 4.299041427059301090e-02, -1.445692661744915793e-02, 1.750042479119668370e-01, -1.372589322664559408e-01, 6.751540877898941362e-02, 1.008983977364932144e-01, -1.477050468806407474e-02, 1.134330272932584927e-01, -1.711266940451866281e-01, -1.109296133898821507e-01, 7.370589203880811846e-02, -2.175107304266330199e-01, -5.562571219878947870e-01, 4.826434729939312052e-02, 4.201910646736536220e-02
1.971000000000000000e+03, 1.180237240137560657e-02, -2.299360370488534935e-02, -6.717904406851155086e-02, 9.172150476466331415e-02, -3.160251504684493534e-02, -1.502452929252702345e-02, 1.372628145013974829e-02, 1.358131780250698972e-01, 1.086240230176705179e-01, 1.493587763601642859e-01, -4.405451148104636006e-02, 9.804383093828074325e-02, -5.165629173648303984e-01, -9.037877813110749281e-02, 7.853744814320542944e-02, 2.877648265995639276e-01
1.972000000000000000e+03, 2.861650571832808909e-01, -1.167356747260478722e-01, 2.833952116294368578e-02, -1.626493127580677378e-01, -3.147873532949712477e-02, -2.697622486001877498e-02, -1.694796231074537085e-01, -1.935341190885149221e-01, -5.758376117372980829e-01, 8.689860244595450089e-02, -1.267062631309347764e-01, 8.511590484514282295e-02, 4.235823476565241941e-01, 4.793655239047551753e-01, 6.732396091008269190e-02, 4.558402773504037220e-01
1.973000000000000000e+03, 1.193295324229507598e-01, -1.177513296686635985e-01, 3.860697607351520812e-03, -1.160819012349617457e-01, 4.119197215091790348e-02, -3.611784437973375277e-03, -2.325486045358994003e-01, -1.028984892160432763e-01, -2.822707300939616970e-01, -2.857196449965212492e-01, 1.757788686413996326e-01, -2.747115482704391431e-01, 4.090013867850925133e-01, -4.742423839754966175e-01, 4.554286956343028825e-02, 2.488036944468240141e-01
