year, INM-CM5-0, MPI-ESM1-2-LR, NorESM2-LM, IPSL-CM6A-LR, MIROC-ES2L, NorESM2-MM, CESM2-WACCM, ACCESS-ESM1-5, GFDL-ESM4, EC-Earth3-Veg, UKESM1-0-LL, CNRM-ESM2-1, CMCC-CM2-SR5, TaiESM1, CanESM5, INM-CM4-8
1.860000000000000000e+03, 6.455012143476057673e-02, -1.408007992508059636e-01, 8.018796204311831599e-02, 3.381695293792305601e-02, -3.935357439294530357e-02, -5.189460123288959503e-02, -3.273381010143935205e-02, -2.304731574223344015e-02, 2.753648624201993633e-01, -2.908473293927638093e-01, 1.212901562824615503e-01, 7.370824068403063201e-02, 3.949214148082197395e-02, -4.845994023736109879e-01, -6.140419598691070763e-02, 2.763868133261334070e-01
1.861000000000000000e+03, 3.863665324979242421e-01, -3.713002974847971482e-01, -4.423360762801697293e-02, -6.356952459358738983e-02, -1.953759320429056812e-01, 5.917444057099591204e-02, 1.101769547775171693e-01, 7.827367769421424148e-02, -2.607563915119700051e-02, -7.627214258321888263e-01, 9.649179746156219539e-02, 1.424904123315124116e-01, 7.895785661797828647e-02, -4.764989310692456237e-01, 7.492988266100846992e-03, 1.404085263541929654e-02
1.862000000000000000e+03, 6.861101455240668778e-02, -3.855394789173069436e-01, 7.377931610737177570e-02, 1.220974830554665685e-01, -5.466960008275313643e-02, -2.471242601872606845e-02, 4.599991700664915473e-02, 9.435222600863350448e-03, 1.787834143836381784e-01, 1.558354648851436597e-01, -6.498558349022999503e-02, -1.280311728989571018e-01, 2.060157225312738427e-01, 4.598193044072612645e-01, 4.887420856436015121e-02, 3.693598439192770644e-01
1.863000000000000000e+03, 1.210481759119470951e-01, -4.684665350638572007e-02, -2.536389990430074071e-01, 3.405107115125255435e-02, -1.035425047953835928e-02, 6.176676279881287285e-03, 5.904701384402287478e-02, -7.537242975801761169e-02, 1.814753491651963369e-01, -4.711301704501463794e-02, 5.224732792595775804e-02, 4.682994100533921511e-02, 4.138455669469162657e-01, -1.786749943774282312e-02, -5.179900545907421133e-02, 2.971303855635545887e-01
1.864000000000000000e+03, -3.429784103896438979e-02, -1.612010368096055413e-01, -2.331303527519603958e-01, -1.411143098822604525e-01, 1.969434791859251202e-02, -1.350527147549563656e-01, -7.136108518772112108e-02, -3.221563701983541916e-01, -9.811732454690529071e-02, -3.599170929217996445e-02, -1.572172025598727041e-01, -1.293054922395593387e-01, 1.791718877700919366e-01, -2.270648725081507446e-01, 1.898232322143383541e-02, 5.689961307847179323e-02
1.865000000000000000e+03, -3.648433638512969118e-02, -9.403219876934514054e-02, 6.522725784759927925e-02, -5.190554453861541406e-02, -1.469454798899524350e-01, -1.517176050885424843e-01, -1.247339297763173510e-01, -4.577939179546250403e-02, -3.717055963295773924e-01, -5.283987304274242458e-01, -7.122179325581780296e-02, 1.931710523294365434e-01, 8.051447073786974218e-02, -2.000989541940616789e-01, 1.943037500312104759e-01, -6.780347011736963247e-02
1.866000000000000000e+03, 3.285526100384539849e-01, 7.218263257500416585e-02, 3.853216290957302281e-02, -8.265985515941792761e-02, -6.235599739190004348e-02, -2.116705413675791514e-01, -1.886437141430745146e-01, -5.187523673660039691e-02, -5.494981315005642575e-01, 8.694348062613763140e-02, 1.794819145054305232e-01, -6.381853340353856041e-02, 3.774743169945763976e-01, -1.877699816961706514e-01, 9.603124823607860072e-02, 1.130457832010396957e-01
1.867000000000000000e+03, 1.269357309655003430e-01, -1.382480446972238486e-01, -9.005797930894485215e-02, -3.033641198916380358e-02, -8.387226322008303758e-02, -8.477991252042622883e-02, -8.229022910982870809e-02, 7.470264937558925358e-03, -3.298177743463214795e-01, -4.005739868910634383e-01, -1.765638001815389990e-01, 1.796184271671464466e-02, 1.129288381675293967e-01, 2.368349090411999702e-01, -1.491525080756389565e-01, -6.426686425983019202e-02
1.868000000000000000e+03, 3.261459518782201805e-02, -2.481897337796772907e-01, -1.363078326392448969e-01, 6.616057137135762656e-02, 1.976599754121050392e-02, 1.134168251113525094e-02, -1.755362673800016926e-01, -2.376487516759834551e-01, 7.567068479786034918e-02, -2.406548816999512230e-01, 3.859386452670506007e-02, -2.249906668529481901e-02, -1.393634087345562225e-02, 1.667123482651837740e-01, -4.075528181099893205e-02, 9.053325993134264671e-02
1.869000000000000000e+03, 7.623244425269781743e-02, -1.318825286921120887e-01, -1.264064199114671716e-01, 3.629242109491423451e-02, -5.982152902417894880e-02, 1.300372450139663238e-01, -3.578279955317270611e-02, 4.750572744641304995e-02, 3.469319160135944102e-01, -1.863067443253409450e-01, -1.567048584596857433e-02, -1.298104602497365812e-01, 6.748229026939342456e-02, 3.251144288359826828e-01, 1.158361816605571470e-01, -2.906992748498275075e-02
1.870000000000000000e+03, 6.349247665756778403e-02, -2.117551104994306321e-01, 7.069808317218823079e-02, -1.117867867867929910e-01, -3.318552877182241734e-02, -2.810638966968236670e-03, -7.571963549830577900e-02, 8.507047716325251419e-02, 3.604502693626453896e-02, 2.409452400198433195e-02, 2.380010721008904429e-01, 6.620226465119109782e-02, -3.815728897249558941e-03, -3.648651667747012661e-01, -1.357813772707870160e-02, 2.892648292185765468e-01
1.871000000000000000e+03, 1.144152772356179376e-02, -1.361943032602024040e-01, -2.970187859656448978e-02, -7.332381599510988390e-02, -9.012937038365396308e-03, 9.622925826569452001e-02, 6.224593501889833132e-03, -5.649336166900400010e-07, -6.510292423448794941e-02, -2.258849566757536315e-02, 2.336332629775166314e-01, 1.581354355490816599e-01, 6.553673945193221329e-01, 3.439233191875577106e-02, 9.507071330846060542e-02, -3.020470321484111098e-01
1.872000000000000000e+03, -6.006402691036651087e-02, -9.426176301411531844e-02, -1.446622624550645275e-01, -4.572300527958920308e-02, -1.887368794828579721e-01, -6.037753667673227687e-02, 1.215122956834648604e-01, 1.591060999248630481e-01, -1.028105733255478271e-01, -1.859697135400180043e-02, -1.044985013933307921e-01, -4.090083456721772814e-02, 1.507429802926711915e-01, 1.660609353887528561e-01, 7.648892462740496112e-02, 1.378028859447667787e-01
1.873000000000000000e+03, 2.397326619018164129e-01, -1.672590932007823883e-01, 4.456205543010299808e-02, -8.322607977791851575e-02, -1.051233997951484256e-01, -6.894129210812498243e-03, -1.998857191069479400e-01, -1.297697999958367654e-01, 1.072313660731657597e-01, -6.618732302157530611e-01, -2.116118428325387824e-01, -2.614061286636214509e-01, -2.650344236798580777e-01, -2.056297700931156713e-01, 6.119765390082864548e-02, 1.446092932629543804e-01
1.874000000000000000e+03, 1.050477746330776008e-01, -7.554496838989827046e-02, 4.015784280151610958e-02, -6.294088484105554715e-02, -3.264219912723397010e-02, -1.390166117746293450e-01, -9.966168998367792159e-03, 9.472125348577291673e-03, -2.074596628018733069e-01, -4.171767997738247691e-01, 1.592002735582182249e-01, 1.576692548896011237e-01, 3.203359721172231445e-01, 3.605896782335728523e-01, 2.132966723881549870e-02, -5.847297511762500344e-02
1.875000000000000000e+03, 5.432589393736235450e-02, 2.349331797196852270e-02, 3.768034432418077700e-02, 1.456271192984090468e-01, 1.021938422969753159e-02, -1.382824939679797305e-01, 3.266994340825125215e-02, -2.824849854193059451e-02, 3.444203129491314741e-02, -1.463592671735131912e-01, -5.151169144430515351e-02, 2.350803333068559042e-01, 1.660426029499453837e-01, 2.872723688983028559e-02, 9.905911495681558876e-02, 1.316752275890472820e-02
1.876000000000000000e+03, 5.060801604480912042e-02, -4.252015488807221050e-02, -6.296482891604597565e-02, -1.632453534697658470e-01, -1.884389012159281285e-01, 1.877414459431743163e-02, -8.199118089519356889e-02, 7.607935396623169422e-02, 2.413486040666701360e-01, 1.462669554094342961e-01, 2.453941560458492432e-01, -1.405246141214568090e-01, 1.616314121835460138e-01, -4.353428938597183051e-01, -1.867921588926767795e-01, 1.333432817780090540e-01
1.877000000000000000e+03, -2.845562477085714082e-01, -3.105031448012194328e-01, -1.532325992795703640e-01, -3.998402039475806163e-02, -1.409184210678935123e-01, -1.695651895110552310e-01, -9.538366768108789951e-05, 4.215372467181460053e-02, 5.408896374397786921e-02, 1.856230328829840126e-02, 8.933234399506741891e-03, -6.724434103117424288e-02, 1.763515989872353473e-01, 8.221834298136877078e-03, 2.073899391867397579e-01, 1.270033392912174874e-01
1.878000000000000000e+03, -1.387372536702886558e-03, -3.154674298417635692e-01, -8.179364965423141509e-02, 1.138180602891574605e-01, -4.460101197962559882e-02, 4.633508021715916636e-02, -2.011308462833691080e-01, 5.158589444727528645e-02, 8.679827083342800398e-02, -5.298745702105676081e-01, -2.820309704530212791e-01, -7.876090874791485952e-02, 1.919917174811481275e-01, 7.385887042912218925e-02, -3.294033835334281290e-02, 2.344192865716073493e-01
1.879000000000000000e+03, 4.594742309470614683e-02, -1.824681999013804679e-01, -6.558526282230528470e-02, 3.237599127715373726e-02, -4.183802138771348933e-02, -2.784629439508503473e-02, -2.072409463188738810e-01, 4.447665210283772985e-02, -5.833089504046595763e-01, 2.100633455422891427e-01, -1.521469821930396815e-01, 1.421059669492329980e-01, 6.816277322161623520e-02, -1.568325352360687708e-01, 7.237814269561154180e-03, 2.745225692037429055e-01
1.880000000000000000e+03, 1.640417630007343086e-01, -4.211565483942178445e-02, -3.303644251320499159e-02, -2.648361318103345519e-02, -1.799199809385798252e-02, -3.778882562038501924e-02, 3.125169963137506418e-02, 3.653188887925143402e-02, 8.641163011230167112e-02, -2.147102273508624815e-01, -1.368773585640050972e-01, -8.468038136089979517e-02, 4.322846081230865417e-02, 3.158903330968602097e-01, 1.183383634021431714e-02, -3.112169466039429663e-02
1.881000000000000000e+03, 9.578486958571147403e-02, -6.262136225926541455e-02, -6.229638977668051220e-02, -1.232955802424141600e-01, 2.612062910818508527e-02, -2.309372875928824287e-01, 7.655450163873608882e-02, 1.760875536227160809e-01, 1.911629449086738874e-01, -5.844294678370166585e-01, 2.826854872131630003e-01, 5.547380331337685433e-02, 2.274812150465681526e-01, -1.052228236385620991e-01, -1.033781107850692133e-01, 9.649095796622943200e-02
1.882000000000000000e+03, 1.424997759502817825e-02, 2.002952594790230467e-01, 2.197128965602244619e-02, 7.243287801040974860e-02, 4.584835393304589890e-02, -7.509163810612895507e-02, -2.826811341790219645e-01, -1.042455807303941245e-01, 2.607527557878828658e-02, -4.883401222822414955e-01, 2.401642519182151381e-01, 1.916657042885215947e-02, 5.858614280396649832e-02, -5.460750889619478965e-01, 1.146065054791954863e-01, 1.671887141635076124e-01
1.883000000000000000e+03, -5.944102797145261324e-02, 8.040650199812334961e-03, -4.557919875140767352e-02, 9.536860429245948290e-02, -1.075144976561636795e-01, 1.065297044415663419e-01, -1.141785423503002689e-01, -5.932072845106582844e-03, -4.025428902381405494e-01, 1.075278304972957094e-01, -2.992861239991305711e-01, 1.487995040490806553e-01, 6.287033514784485799e-01, 4.355594729838110912e-01, -3.302472149676132472e-04, 3.186732603117187201e-01
1.884000000000000000e+03, 2.102720369858735727e-01, -2.567526368468345255e-01, -8.265901859393576245e-03, -4.969638206533912722e-02, 2.952107495484678282e-02, 1.484020580100366485e-02, -5.146431323735840141e-02, 1.647477996319723081e-01, -7.809561708932540036e-02, 2.911403124097818873e-01, 2.530411201823640766e-01, 8.819049559983008213e-02, -6.409965389757208386e-03, -2.719001502050653607e-01, -8.508911844016790738e-02, 5.416342855052042049e-01
1.885000000000000000e+03, -6.205369861360360284e-02, -1.547706803665541697e-01, -3.328417772297741911e-02, -6.908703623240237957e-02, 6.843331519899169268e-02, 4.846941636500189804e-02, -1.663498636927241980e-01, 9.867341224351708351e-02, -4.949038589533211879e-02, 2.156177485013489048e-01, 8.206529704679536852e-02, 1.076249142983684848e-01, -2.083711489680592499e-01, -1.712155101449348849e-01, 4.093183412570146340e-02, 1.685408529469854897e-03
1.886000000000000000e+03, 3.206983303289739906e-01, -1.534003913683273934e-01, -4.815610135056928864e-02, -2.433144140614836720e-02, -3.226554317471127392e-02, -5.866110964490997559e-02, -1.234725380987370669e-01, -1.032454284388322624e-01, 2.473715859268694472e-01, -5.395368362177884597e-02, 2.149689546500229698e-01, -2.845002025767361803e-02, 1.972344897229081073e-01, 3.734700715286516925e-01, 1.677692662238606525e-01, 1.757434023462910444e-01
1.887000000000000000e+03, 3.499705950345433636e-01, -1.825472606487649890e-02, 1.583986654949153319e-02, 1.505665955843815684e-01, 5.465242958227478631e-02, -1.476962354924110932e-01, -1.230217363848549877e-01, -3.050962331320617588e-02, 5.085924617023261929e-01, -1.263169032794673186e-01, 2.145138547560818676e-01, 6.977429903603415973e-02, 3.351680136621284500e-01, -4.448291718457534349e-01, 8.416121204842530457e-02, 2.674329900747415278e-01
1.888000000000000000e+03, 2.833425985927149893e-01, -6.729277150654149053e-02, -7.639160020452709712e-03, 1.004251658616490545e-01, -1.071006522138355094e-01, -2.049175110736283223e-01, 1.334266268730782412e-01, -1.548604236590241448e-02, -5.261126792377340822e-01, 2.581012706761096620e-01, -2.000483282999456214e-01, -4.090298791966363173e-02, 2.434504363234472890e-01, -3.247657112622395204e-01, 2.449686506037652631e-02, -1.555753236984082355e-01
1.889000000000000000e+03, 1.118502988642884055e-01, -3.503838373079671276e-01, -4.020352031663117914e-02, 2.582163458620082702e-02, -1.502108871421223013e-01, -7.972394239274210870e-02, 8.722233966056492857e-03, -2.634401532279810887e-01, -1.281465089181262063e-01, -5.032026234226361083e-01, -1.926240555644617158e-01, 1.942514917511369010e-01, -1.213686304459802440e-01, 1.740812018156879526e-01, 7.046737242794230693e-02, 1.138357872548263483e-01
1.890000000000000000e+03, -7.307124741008341751e-02, -1.999663053177696825e-01, -1.060403401784403288e-01, -7.746932332364875329e-02, 5.530284588168075249e-02, 5.811062172441085194e-02, -9.404995457520667901e-02, -6.800719403124383389e-02, -5.445307152775009235e-02, -4.017671289643909294e-01, 2.102616560405618784e-01, -1.144512414584721721e-01, 8.773485591149973728e-02, -9.430689976457480583e-02, -7.073449105888400534e-02, 1.809529139032687306e-01
1.891000000000000000e+03, 2.150511950449620624e-01, -1.271546106502331741e-01, -2.205539321110182305e-01, 3.952680189295317698e-02, 1.042625962149946878e-01, -1.037652761465342605e-01, -4.616043316982355871e-02, 1.531442130604862006e-01, 2.140692429960156518e-01, -1.171211257270528792e-02, -1.487638157355047897e-01, -4.965511530924236056e-02, 3.653673472511902998e-01, -2.392792725298044931e-01, 1.142933891960235537e-01, 1.090879535705975845e-01
1.892000000000000000e+03, -1.256911652963407511e-01, 1.256365595563856685e-01, -1.068191794895654613e-02, -6.594066577143796459e-02, 2.538338562741256077e-02, -1.368538002573281287e-01, 4.599773064979041648e-02, 2.007131220529350946e-01, 1.326063139117843459e-01, -1.833496292948090522e-01, -3.737580145632834472e-01, 2.233074741463802471e-01, -1.117965013568677059e-03, 1.996855295089297877e-01, 2.940850579801372253e-02, 1.788313647627056413e-01
1.893000000000000000e+03, -6.599692381946919983e-02, 1.174386272519433415e-02, 1.225010515592655364e-02, 9.593911575178566686e-02, -1.957056052385514333e-01, 2.616595271623498725e-02, -8.765871056373976400e-02, -1.284156165866694177e-01, -2.213797819181831938e-01, -1.626361343335310516e-01, 1.565111009710549450e-01, -1.689017613952923103e-01, -2.194950073154142978e-01, 7.071140634297450045e-02, 3.079213687631941754e-02, -4.850429384133883581e-02
1.894000000000000000e+03, 3.413580566872988498e-01, -1.949876628345064422e-01, -5.110076844655216805e-02, -5.838276874449754850e-02, -1.634646976721297953e-02, -1.637806915147381123e-02, -1.260229911180463513e-01, 9.008843766280140442e-02, 2.649300998127814347e-02, 9.075243484239307878e-02, 7.584691216709209260e-02, 1.948874801896416376e-02, -1.296482796985370112e-01, -8.534352143366999432e-02, 5.958633675519267592e-02, -1.057065344267889284e-02
1.895000000000000000e+03, 1.872385990307146586e-01, -1.118332127073525667e-02, -1.915104610688662667e-01, -1.048498689121898503e-01, -1.191518286408247036e-02, -1.268986804762051862e-02, -7.660433536603020177e-02, -9.283241214542081385e-03, -9.056492215185896200e-02, -3.055085522318318203e-01, -6.616665677045319854e-03, 1.409976153543400501e-01, 4.350570760083778965e-01, -4.133445108678151514e-01, -2.905218729375136921e-01, 1.593020942182263311e-01
1.896000000000000000e+03, 1.562522165533150320e-01, -2.399905228378251265e-01, -8.695077504681184705e-03, 1.220028158359268006e-01, -3.942878844691438678e-02, -1.643961496478132944e-01, -4.816894121842724141e-02, -8.541074270448265060e-02, -1.812523407595945657e-01, -1.547101832752468376e+00, 3.754769847607373340e-02, -2.214982082152758616e-02, 3.338571108945688204e-01, 5.113965809310713206e-01, -2.503758640404946459e-02, 3.212947076194896945e-02
1.897000000000000000e+03, -4.797682799711331519e-02, -1.574512630720742157e-01, -3.011065049149747735e-02, 2.643304531294400975e-02, -1.241571940205838873e-02, -6.750086769265037367e-02, 2.602275519809973611e-02, -6.450999329755056910e-02, 2.083049079473685283e-01, -3.563781100178354568e-03, 1.001779163247467214e-01, 6.454459174876309158e-02, -1.319043959570826707e-01, 1.019832547079822446e-02, -1.729530827767940815e-01, -6.738973211327124735e-02
1.898000000000000000e+03, 4.113538839506580835e-02, 7.772008057824205882e-03, 1.461337208266737589e-02, 6.875359596990766875e-02, -1.414776017269517572e-01, -1.064199608161707084e-01, -2.040673675702294465e-01, -2.454469640653759166e-01, 1.154196653416231233e-01, 5.842670424449443456e-02, 1.068932552342476139e-02, 9.817474933099860912e-02, -1.144689313973254290e-02, -5.200586800624725781e-01, 6.499338497568661610e-02, -1.961275192998478481e-02
1.899000000000000000e+03, 9.561219146223243204e-02, -1.401866561199553891e-02, -8.186650635449337077e-02, -1.208900249027638624e-01, -1.267425267697176172e-01, -6.056662349354537123e-02, -1.432431674029726598e-01, -2.440594248100964869e-01, -5.853317808806517419e-01, -5.590166582231796341e-03, 1.184330939456256088e-01, 9.341213402315022563e-02, 2.748220522230266152e-02, -6.038006901743179361e-02, -2.978351567701504818e-02, 1.108556225110990945e-01
1.900000000000000000e+03, 1.667392534079969735e-01, 1.074228073944731576e-01, -4.872007481527083211e-03, -9.338005576401268992e-02, -2.414820915049047806e-02, -1.076470064265753201e-01, -5.893556172420810063e-02, -9.273739254932082676e-02, -4.084279978595768967e-01, 2.658648972243056186e-01, 1.632881098233292944e-02, -5.181434404017926793e-02, -5.364823823745956330e-03, 1.797648070717609847e-01, 2.970054722376962164e-02, 2.443867382939400867e-01
1.901000000000000000e+03, -8.698346367417389424e-02, 8.730086170456123618e-02, -6.284704432387214212e-02, 1.463851090723597148e-01, -4.269457422411083308e-02, -1.169480960424131855e-01, -1.970991935272014411e-02, -5.565016491585782210e-02, 1.052146439724967464e-01, 1.828795883811951128e-01, -1.097555522336465805e-01, -2.226880808731258321e-01, -7.801469744354001812e-02, -1.973914675102370342e-01, 1.352588793032994674e-01, 1.053393155363501754e-01
1.902000000000000000e+03, -1.594086607432939895e-01, -1.188307468099308734e-01, -4.323368557927009109e-02, 2.773388235894302251e-02, -2.091598145914560225e-01, 1.978861918140839213e-02, -2.019130537755647187e-02, 2.706840669155645696e-01, 5.591519498610457717e-01, -1.686839149413459915e-01, 1.183316019039329925e-01, 6.784457914590488747e-02, 2.925834032750813662e-01, 2.657586591280542976e-01, -1.255121195010344692e-01, 1.798379033227462953e-01
1.903000000000000000e+03, 1.869746214960862629e-01, -2.259613082149654617e-01, -1.873686895714613276e-01, -1.509496444511106150e-01, 6.553741072528035741e-03, -1.912025240984553676e-01, -7.858126929369120550e-02, 1.084741197476157964e-01, -1.773900324109471335e-02, 9.809975325279483849e-02, -1.736176996279945595e-01, -8.012862656915484272e-02, 2.330274968656606549e-01, -4.229420860819372296e-01, 2.502491691341825544e-02, 4.399371001041868512e-01
1.904000000000000000e+03, 1.368634818545782506e-01, -1.849039974045637025e-01, -1.248311476140838844e-01, -1.950108657978936455e-01, -4.154707116551806245e-02, -1.034283989344995658e-01, -2.173023507371218410e-01, 8.207956162188043137e-02, -9.252333289810275030e-01, 6.242713161027347440e-02, 2.478109460003435904e-01, 7.285860373676898705e-02, 1.134198632235091930e-01, -4.707124683874029381e-01, -4.567663827460161780e-02, 1.367419002934498196e-01
1.905000000000000000e+03, 7.113536554239738297e-02, -3.368100946558899578e-01, -1.368378912149625926e-01, 1.147169354908218614e-01, -1.230462243573487123e-02, 1.335789307920227757e-02, 2.722541521834210068e-02, 1.650100770894747659e-01, -9.478443634805637508e-02, -1.966212284805387844e-01, -6.116413133874998298e-02, 2.326216695606452278e-01, 1.794397272606819416e-01, 8.280532677473424752e-02, 4.677265783962931966e-02, -2.159571307133020465e-02
1.906000000000000000e+03, -7.815658991876504175e-03, -9.497691353102435952e-02, -5.339643416488261407e-02, -6.243058435316652804e-02, -7.595634738489773219e-03, -4.923167801180824282e-02, -3.289708598015382846e-01, -1.115888354859060627e-01, 2.580128618075370195e-01, -4.971312594428837217e-01, 5.662665642993599396e-02, 3.757589433420122776e-02, -1.903453626242702923e-02, 1.818455807819935599e-01, -3.585706985640850324e-03, 4.505539818743308639e-02
1.907000000000000000e+03, -3.583407185274168349e-01, 1.512685148161526660e-01, 1.315700262691412228e-02, 1.047788998291508261e-01, -3.540957142159495419e-02, -9.695385319383995754e-03, -9.126703978205133461e-02, 8.601181317454907604e-02, 9.958116828756913286e-02, -6.239667308101087828e-02, 1.964661171586035149e-01, -6.661216496292061973e-02, 9.066397931560343099e-03, -4.384468830816467544e-01, 3.727572273975744699e-02, 2.433877668018720186e-01
1.908000000000000000e+03, -1.824044824742608942e-02, -6.182143202769455059e-02, -1.120903309228320731e-02, -6.761843122822022711e-02, -1.529040426205428849e-01, -5.138195539935636047e-02, 1.208391081313493626e-01, -1.295036718193899039e-01, 1.564289960950371663e-02, 1.588799910651701513e-03, -6.204727152364836185e-02, 8.935399424961462667e-02, 2.398223084047991227e-01, 8.991540942622384958e-02, -7.375445805511390840e-02, -1.586113215303329438e-01
1.909000000000000000e+03, 1.773930696158105558e-01, -6.348879829061221391e-02, -1.576923882686621647e-01, -5.387844649850636464e-02, -1.530801456360527668e-01, -1.066438063663691094e-02, 8.648535826398334042e-03, 1.446665311296415901e-01, -1.554483317150877619e-01, 1.571351661147830925e-01, -2.407184289401790023e-01, -1.274028838297948663e-01, -3.894854192713564922e-01, 1.267242317486261816e-01, -7.488839532121641107e-02, 2.965440108136954134e-01
1.910000000000000000e+03, -5.015988933329387604e-03, -1.324785498763906555e-01, -4.814035355020412910e-02, -5.800364024260431899e-03, -3.809538060875046483e-02, -5.220985802070122160e-03, -1.408188782385149385e-01, 1.271823531407572372e-01, -6.076106098975777581e-01, -2.511178563507711625e-01, 5.758260814847950687e-02, 1.552951799693774171e-01, 2.967537320205724388e-02, -4.518927981828467222e-01, -1.600345584989976422e-01, 2.788223414342076434e-01
1.911000000000000000e+03, 2.640646703316559263e-01, -2.374225793680900254e-01, 4.114799864965060228e-02, -3.423531884587112384e-02, -3.321374447429569637e-02, -2.519338882497693111e-01, -1.273281510412082873e-01, -1.212022337142813905e-01, -1.509936476165417429e-01, -3.143416929344342581e-01, -3.106968015360071084e-02, -5.254229768668380179e-02, 5.077545654374802098e-01, -1.518372044871923732e-01, -1.167236823238136240e-01, 9.861750644244808572e-02
