year, UKESM1-0-LL, ACCESS-ESM1-5, CESM2-WACCM, MIROC-ES2L, IPSL-CM6A-LR, CMCC-ESM2, CNRM-ESM2-1, MPI-ESM1-2-LR
1.965000000000000000e+03, 1.137346844078530725e-11, 1.888115261884046346e-10, 9.859917785396882047e-10, 2.341078805879866948e-09, 1.275923438875942710e-09, 4.572581249754577092e-10, 1.021251754925801874e-10, 3.676938128565251159e-09
1.966000000000000000e+03, 1.172409025684784714e-11, 1.832011905504644251e-10, 9.845839755872977709e-10, 2.364333776334850519e-09, 1.322486845660392626e-09, 4.613126511930215037e-10, 9.508538899501764443e-11, 3.645156383282968862e-09
1.967000000000000000e+03, 1.225532621786193930e-11, 1.772437000088574146e-10, 9.865972903212184367e-10, 2.361187626637380302e-09, 1.264609521763652848e-09, 4.652214227467426009e-10, 8.745614408442720832e-11, 3.594731675664988041e-09
1.968000000000000000e+03, 1.271588973335964610e-11, 1.714832575408262442e-10, 9.595067061240189586e-10, 2.345456185389220478e-09, 1.303955471327779562e-09, 4.698456567844107329e-10, 8.004890298906874767e-11, 3.490490350912386955e-09
1.969000000000000000e+03, 1.540343897542271702e-11, 1.686615248547848865e-10, 1.042937041603618416e-09, 2.348582399147249694e-09, 1.273710902129203239e-09, 4.753435050528533619e-10, 7.249656547000316727e-11, 3.440461545421513543e-09
1.970000000000000000e+03, 3.485637138427027091e-11, 1.656597666006658682e-10, 1.092047466842204374e-09, 2.453368689843161938e-09, 1.349315906446308661e-09, 4.828715212168632867e-10, 6.462666534676281884e-11, 3.472570805444093317e-09
1.971000000000000000e+03, 5.430662205485501812e-11, 1.836183615975576645e-10, 1.108057945737294456e-09, 2.501619371529657727e-09, 1.504908881597060461e-09, 4.916564302239077161e-10, 6.478676439780635237e-11, 3.515064601786264972e-09
1.972000000000000000e+03, 6.506129118723801358e-11, 1.856184718689690830e-10, 1.040767864128213897e-09, 2.530717968261215458e-09, 1.414584707951084150e-09, 4.991084657630864534e-10, 7.057093136424149555e-11, 3.522979968852642008e-09
1.973000000000000000e+03, 8.144661381084921429e-11, 1.856380124993908893e-10, 9.925317097256230032e-10, 2.554489323097193969e-09, 1.385580541490517025e-09, 5.060340162437295958e-10, 7.633874020781792432e-11, 3.525275031317329833e-09
1.974000000000000000e+03, 9.767442603464061109e-11, 1.869052796412233791e-10, 1.059242692724714888e-09, 2.568728479639197394e-09, 1.482014120165626254e-09, 5.137933862736024666e-10, 8.212447835104015873e-11, 3.504821773886724133e-09
1.975000000000000000e+03, 1.079168493936533511e-10, 1.857601606371825528e-10, 1.175335538743994877e-09, 2.569843285203042588e-09, 1.608586794563209983e-09, 5.199060547015509813e-10, 8.767116097730795181e-11, 3.502014850373023593e-09
1.976000000000000000e+03, 1.214972246810816922e-10, 1.855902210487546398e-10, 1.122201552614386413e-09, 2.582293730762768940e-09, 1.542953255294864303e-09, 5.218087813472891626e-10, 9.334637074967725723e-11, 3.545508282701997756e-09
1.977000000000000000e+03, 1.336193285636961608e-10, 1.872580908734624057e-10, 1.071329334666337567e-09, 2.601652164658304131e-09, 1.528651612110923178e-09, 5.238219634903998513e-10, 9.900535612615145107e-11, 3.585933654414020384e-09
1.978000000000000000e+03, 1.411603431548173251e-10, 1.907749188457340535e-10, 1.052077309434965705e-09, 2.605306149019089096e-09, 1.592333853347847067e-09, 5.266662808274091989e-10, 1.046357898322186520e-10, 3.613886625725379884e-09
1.979000000000000000e+03, 1.468363259714927638e-10, 1.886523756480862876e-10, 1.095166102831947592e-09, 2.611322102835381871e-09, 1.522671467795969616e-09, 5.285343150433179227e-10, 1.104110021539887118e-10, 3.624563954490953963e-09
1.980000000000000000e+03, 1.270870925618241471e-10, 1.892724452938627034e-10, 1.155881017915071970e-09, 2.707573013249748977e-09, 1.474992113377045482e-09, 5.450875771764310770e-10, 1.164579690826755534e-10, 3.769371600251365170e-09
1.981000000000000000e+03, 9.793148722926980897e-11, 2.989599029894968965e-10, 1.127099136175308196e-09, 2.729119338468636952e-09, 1.736151311829994097e-09, 5.721298649113991198e-10, 1.171856408301400595e-10, 3.842759752429379412e-09
1.982000000000000000e+03, 8.746491143337463014e-11, 3.490844093523055322e-10, 1.152809073563018932e-09, 2.753909260950601406e-09, 1.936757288396118262e-09, 5.919721410331285194e-10, 1.192903339193296839e-10, 3.948930541051789779e-09
1.983000000000000000e+03, 8.412875498149124877e-11, 3.732721605516944171e-10, 1.293541583789286747e-09, 2.774982672074245517e-09, 2.208393317678309952e-09, 6.064674557711114268e-10, 1.217703811438264589e-10, 4.044492334714315514e-09
1.984000000000000000e+03, 8.337275488140087235e-11, 3.882902566086143723e-10, 1.252301437543103090e-09, 2.800511691214389814e-09, 2.111557420496512041e-09, 6.177589359829836549e-10, 1.251189041437446202e-10, 4.095790501820457574e-09
1.985000000000000000e+03, 8.348742989387233020e-11, 3.999857458601454136e-10, 1.264114753418327765e-09, 2.838398702386917380e-09, 2.117335395032029168e-09, 6.260294392125418883e-10, 1.289556880821560488e-10, 4.114230342197222111e-09
1.986000000000000000e+03, 8.489829993629679169e-11, 4.093246494255811973e-10, 1.434466583943012377e-09, 2.886709724676448890e-09, 2.230738244558811672e-09, 6.312515621766129625e-10, 1.330451755088810559e-10, 4.181301553286008591e-09
1.987000000000000000e+03, 8.716871811774332251e-11, 4.202841338020479668e-10, 1.494509712059644769e-09, 2.925120985669218967e-09, 2.051982566549298463e-09, 6.350372061245703125e-10, 1.372070794092460677e-10, 4.233557673150544187e-09
1.988000000000000000e+03, 8.891496474618756145e-11, 4.282527293763522503e-10, 1.436455458066014154e-09, 2.959527307424467930e-09, 2.096790664428297552e-09, 6.397218189153769793e-10, 1.413503942972111282e-10, 4.236137296262188135e-09
1.989000000000000000e+03, 9.025374177833064042e-11, 4.364233787522241957e-10, 1.361144403811645856e-09, 2.989039826189523146e-09, 1.993664312790114832e-09, 6.447004105184637005e-10, 1.458343342176944045e-10, 4.304841089501039165e-09
1.990000000000000000e+03, 6.804518790867030481e-11, 4.432206482235953543e-10, 1.522954111594600637e-09, 2.822679057066661590e-09, 2.265758504449286826e-09, 6.337634581626591836e-10, 1.501975142721061113e-10, 4.215611866652901684e-09
1.991000000000000000e+03, 4.135866441252548984e-11, 3.418762145091341762e-10, 1.440792311430425129e-09, 2.800520900647605947e-09, 2.157101404220409031e-09, 6.100253413639095071e-10, 1.527967183051665320e-10, 4.103661197172753166e-09
1.992000000000000000e+03, 3.042362000891316107e-11, 2.991603639899372518e-10, 1.343353705976373783e-09, 2.794401139221992689e-09, 2.092523588350855177e-09, 5.896042471129091074e-10, 1.451108042006652043e-10, 4.046307715248824732e-09
1.993000000000000000e+03, 2.511897240424753460e-11, 2.796522808173301673e-10, 1.300120740088469698e-09, 2.800233031085502512e-09, 2.049267133216534135e-09, 5.726317674209436414e-10, 1.369596030359034076e-10, 4.027739282310684051e-09
1.994000000000000000e+03, 2.186407155512458326e-11, 2.687307402036506257e-10, 1.458297457721355720e-09, 2.794489927003563287e-09, 1.989792095808427536e-09, 5.578079881741008516e-10, 1.282599057308359350e-10, 4.013071838466364137e-09
1.995000000000000000e+03, 1.968695569360235482e-11, 2.613710019988648445e-10, 1.453812158326574406e-09, 2.802907710466302107e-09, 2.124185682399749878e-09, 5.439596330388403589e-10, 1.192746996677099588e-10, 4.033480849467594996e-09
1.996000000000000000e+03, 1.793510662525576357e-11, 2.581438393583061030e-10, 1.407761719450850422e-09, 2.807838887537364112e-09, 2.072918841535004972e-09, 5.309906311198358289e-10, 1.102899860168524410e-10, 4.066599307482248771e-09
1.997000000000000000e+03, 1.644883462484893023e-11, 2.536821240602895838e-10, 1.357818437271880844e-09, 2.837770540956983180e-09, 2.110022457712134559e-09, 5.191019408546555763e-10, 1.011566117641284517e-10, 4.079538300624892801e-09
1.998000000000000000e+03, 1.511008147200573807e-11, 2.475879769860084823e-10, 1.309219166988281895e-09, 2.855376978021359890e-09, 2.230829507150413173e-09, 5.086960723286854567e-10, 9.151462725350783045e-11, 4.029169609888985925e-09
1.999000000000000000e+03, 1.390516796124927125e-11, 2.427382306916767501e-10, 1.396405898517708343e-09, 2.873962843526675138e-09, 2.187206138399611181e-09, 4.992656332962067384e-10, 8.201361467903409181e-11, 4.027390534714301010e-09
2.000000000000000000e+03, 1.394587876320064585e-11, 2.398966098883849669e-10, 1.289064145876786273e-09, 3.120458005777637355e-09, 2.067100350854069084e-09, 5.013864849799631201e-10, 7.248487544811930129e-11, 4.214446768896609247e-09
2.001000000000000000e+03, 1.349495486257927560e-11, 3.705377999549082819e-10, 1.284824322518426366e-09, 3.005852419647259108e-09, 2.422870807550520530e-09, 5.109252298163526299e-10, 7.273600780017677262e-11, 4.178844051881955488e-09
2.002000000000000000e+03, 1.267451791063020993e-11, 3.435000097184430181e-10, 1.386814429643539106e-09, 3.421441119341492837e-09, 2.255912494438606547e-09, 5.489427349429082545e-10, 8.576069558769964069e-11, 4.423708445806852049e-09
2.003000000000000000e+03, 3.415701256379748645e-11, 6.011052904125099188e-10, 1.528922473121449143e-09, 3.646621749905309850e-09, 3.004543618054674731e-09, 6.099043747338397299e-10, 8.847715015533610232e-11, 4.698400483752201166e-09
2.004000000000000000e+03, 5.127293671472982483e-11, 7.367256612565885772e-10, 1.677322309075555258e-09, 3.199501110699432645e-09, 3.288779761531778080e-09, 6.136453590584659640e-10, 1.115668040832856225e-10, 4.452221780112081965e-09
2.005000000000000000e+03, 3.013193502152682219e-11, 4.901405732928832658e-10, 1.703049924223945564e-09, 3.322517234133732629e-09, 2.334851945349408470e-09, 5.893811127660394091e-10, 1.401836218291633812e-10, 4.365070088360986998e-09
2.006000000000000000e+03, 1.841428219159993345e-11, 5.108310851305258513e-10, 1.708195785445457745e-09, 3.291654171519653691e-09, 2.558833630562916034e-09, 5.821697629189332659e-10, 1.447903184117122066e-10, 4.385503370658916073e-09
2.007000000000000000e+03, 1.511253929814887858e-11, 4.897261727046701090e-10, 1.675602503403178468e-09, 3.524158586610857069e-09, 2.795096566467248314e-09, 5.837662696772695608e-10, 1.577899220093081590e-10, 4.513867609644899375e-09
2.008000000000000000e+03, 2.381206847351574623e-11, 6.033899246954962036e-10, 1.533493579759924340e-09, 3.587896809493646810e-09, 3.025602231117277592e-09, 5.968258002965466287e-10, 1.685829531908745044e-10, 4.642010613358455245e-09
2.009000000000000000e+03, 7.946628452640641820e-11, 6.363913893752507494e-10, 1.755075222788447464e-09, 4.161514989619405652e-09, 2.840469384245409723e-09, 6.236097774350212113e-10, 1.879830127919561992e-10, 5.078829868654726771e-09
2.010000000000000000e+03, 1.016601505992216011e-10, 8.224784651884705423e-10, 1.834539759635027153e-09, 3.669048182666044494e-09, 3.217820659670129060e-09, 6.332904715382297374e-10, 2.068301526157416500e-10, 4.935727159133506015e-09
2.011000000000000000e+03, 6.208649483434538709e-11, 6.520633842729952029e-10, 1.728398538271328030e-09, 3.640816934591164681e-09, 3.241448675083016468e-09, 6.044584182214354264e-10, 2.437426649809350477e-10, 4.727057788654188196e-09
2.012000000000000000e+03, 8.285422566596422874e-11, 5.172260178340716491e-10, 1.620397510729276736e-09, 3.910222447766139739e-09, 2.840750719154207451e-09, 5.982456710885668138e-10, 2.496138851065667817e-10, 4.906948236760504207e-09
2.013000000000000000e+03, 1.606236788172267610e-10, 7.127738456892614554e-10, 1.780487991307842922e-09, 3.849213212272539991e-09, 3.455206327107758534e-09, 6.041451450758104936e-10, 2.402420143871537448e-10, 4.916638838271548511e-09
2.014000000000000000e+03, 2.018642322616289317e-10, 6.543254066672284921e-10, 1.972446066147081025e-09, 3.734373318400667898e-09, 3.216466039054931983e-09, 5.913739262940902636e-10, 2.461418931363382511e-10, 4.845943984422794802e-09
