year, MIROC-ES2L, GFDL-ESM4, IPSL-CM6A-LR, INM-CM4-8, MPI-ESM1-2-LR, CNRM-ESM2-1, ACCESS-ESM1-5, EC-Earth3-Veg, INM-CM5-0, CanESM5, NorESM2-MM, CMCC-ESM2, UKESM1-0-LL, TaiESM1, CESM2-WACCM, NorESM2-LM
1.860000000000000000e+03, 2.522431573688111328e+00, 4.154512147311506531e+00, 2.735450439908564846e+00, 2.578530056603071774e+00, 4.031724425690061508e+00, 2.789023689518578042e+00, 1.865803747039843863e+00, 4.140872758339979143e+00, 2.548644364740568324e+00, 2.862821676666338799e+00, 3.035980222837853848e+00, 3.213145733635292878e+00, 4.182975118903996758e+00, 4.055776579858821229e+00, 3.016738126476981030e+00, 2.460683011877419890e+00
1.861000000000000000e+03, 2.521451289005279595e+00, 4.003327885720376678e+00, 2.711410108109479467e+00, 2.551638395050273012e+00, 3.757833124429099225e+00, 2.881640655769599491e+00, 1.871069803679311194e+00, 4.097617216495159198e+00, 2.583260986056373554e+00, 2.877622596798798504e+00, 3.003245918845953710e+00, 3.184217159415712040e+00, 4.180195934460782858e+00, 3.495155151190167953e+00, 3.078119245814342264e+00, 2.520133297710919873e+00
1.862000000000000000e+03, 2.520413937444704100e+00, 4.004280252543694019e+00, 2.755459790703935763e+00, 2.584076459401623893e+00, 3.857617827142063138e+00, 2.765175434480626748e+00, 1.865710845881320079e+00, 4.113955838552410427e+00, 2.534832394177528592e+00, 2.869055994731551706e+00, 3.014265660060904573e+00, 3.102908374983831763e+00, 4.173154759875652431e+00, 3.828101415247259887e+00, 3.134620699709497860e+00, 2.529646719564908164e+00
1.863000000000000000e+03, 2.521684363963627273e+00, 4.215689033138297681e+00, 2.806140031933371137e+00, 2.583437676906573000e+00, 3.997598410093509802e+00, 2.854004049837739032e+00, 1.844402748985022544e+00, 4.215728061501995860e+00, 2.543500355721016959e+00, 2.839329818706072039e+00, 3.019207819715796770e+00, 3.201975123169059412e+00, 4.177715928849167426e+00, 4.200751030182330759e+00, 3.155587074286960281e+00, 2.558903729206887245e+00
1.864000000000000000e+03, 2.520671916183475414e+00, 4.072331883846191047e+00, 2.720490093657371933e+00, 2.564590635857212142e+00, 3.938889332654735842e+00, 2.724060389674171745e+00, 1.724287341659388240e+00, 4.233601654297831196e+00, 2.529618178202285961e+00, 2.879621346189483067e+00, 3.022526296658676781e+00, 3.349465054970212741e+00, 4.171862791810709403e+00, 4.044160292475035057e+00, 3.139542499925784380e+00, 2.427663365156333963e+00
1.865000000000000000e+03, 2.516394896903821010e+00, 3.964403534973688803e+00, 2.644512810029453931e+00, 2.555910112503118725e+00, 4.122235515055574950e+00, 2.823092007742864062e+00, 1.762440248442531221e+00, 4.211602834103802984e+00, 2.523776710420063907e+00, 2.966323022697003875e+00, 2.957380395138507811e+00, 3.608088563737468668e+00, 4.166940390121171234e+00, 3.809796921976924544e+00, 3.120686342783871137e+00, 2.352372412836159832e+00
1.866000000000000000e+03, 2.514528352429552527e+00, 3.828055784074365420e+00, 2.694506668096989355e+00, 2.579872176991456101e+00, 4.186632872574956643e+00, 2.827089452461483798e+00, 1.788009824171852502e+00, 4.226014988764087654e+00, 2.565468762341411413e+00, 2.942126535315840119e+00, 2.916625232693650371e+00, 3.310562051009326101e+00, 4.180874883582605506e+00, 3.621430482112886651e+00, 3.029950832783621539e+00, 2.459238012351139702e+00
1.867000000000000000e+03, 2.510310624297255266e+00, 3.850069764579879372e+00, 2.657998530973483930e+00, 2.558189244943837259e+00, 3.949207635506247982e+00, 2.823794624999109271e+00, 1.838701723429256418e+00, 4.249205442121667176e+00, 2.541320248333458487e+00, 2.850200977753330367e+00, 2.845611066055125704e+00, 3.081577875593553006e+00, 4.181870000304806823e+00, 3.805200709641911594e+00, 2.963018860737875126e+00, 2.520054093215386981e+00
1.868000000000000000e+03, 2.508784410637241447e+00, 3.985234512398638351e+00, 2.735516557242932745e+00, 2.566287951470965112e+00, 3.851720398604802753e+00, 2.813609460563020637e+00, 1.752175499018740590e+00, 4.147309316817293201e+00, 2.544251677054229610e+00, 2.867089484578595915e+00, 2.883993489777909147e+00, 3.118843906672868815e+00, 4.187467553828738254e+00, 4.171748582200807576e+00, 2.968845106956466307e+00, 2.471801680173060234e+00
1.869000000000000000e+03, 2.518353980673054160e+00, 4.167370484241681439e+00, 2.774515473960867507e+00, 2.562082970725948705e+00, 3.973915248647816423e+00, 2.730015794593414480e+00, 1.778593575445755581e+00, 4.175696237012571643e+00, 2.537512383075761768e+00, 2.943994598123377937e+00, 2.960118219733766320e+00, 3.676453376668272099e+00, 4.182360310017587679e+00, 4.465319267827796423e+00, 2.916083053331123498e+00, 2.430121212050984081e+00
1.870000000000000000e+03, 2.504650422032492774e+00, 4.101693776945501746e+00, 2.725884022291784170e+00, 2.593029273332788431e+00, 3.928460034735781203e+00, 2.775349694192245753e+00, 1.828817434320790802e+00, 4.155032843545144239e+00, 2.541880483379891587e+00, 2.847167118747837122e+00, 3.030495887303978009e+00, 3.730436015651059645e+00, 4.203096651578628773e+00, 4.208890823407104520e+00, 2.975683537387536770e+00, 2.408832067890378514e+00
1.871000000000000000e+03, 2.516578858225893445e+00, 4.067947896971436883e+00, 2.645349563721042685e+00, 2.529004575730925630e+00, 3.985745641974298703e+00, 2.895346818140161371e+00, 1.815561155100127388e+00, 4.217921775834316378e+00, 2.532255518067070277e+00, 2.907616797958909149e+00, 3.075297487449355938e+00, 3.319243898428494877e+00, 4.210545422737595800e+00, 4.037016252539722849e+00, 2.987686537677610055e+00, 2.436459261429490653e+00
1.872000000000000000e+03, 2.507900679635798102e+00, 4.080524496824671665e+00, 2.660042555532040165e+00, 2.588885647147860070e+00, 3.980176845034993693e+00, 2.865306364299711639e+00, 1.883046960189569408e+00, 4.192621078596990181e+00, 2.533998627512440649e+00, 2.909167717142283838e+00, 3.124331929531720231e+00, 3.202222146867620189e+00, 4.187387400525135916e+00, 4.145202431854235314e+00, 3.066837245734441275e+00, 2.473504706006051546e+00
1.873000000000000000e+03, 2.485727426705213183e+00, 4.104484056357748933e+00, 2.656383226412857734e+00, 2.576592391795147208e+00, 3.852684062041252133e+00, 2.736579373248029690e+00, 1.811123609965501258e+00, 4.179123134728903288e+00, 2.558442484062161348e+00, 2.908605539339624180e+00, 3.035427014562048775e+00, 3.169448172965537935e+00, 4.206302496615303532e+00, 3.812904923288296999e+00, 3.160085570779159525e+00, 2.430815741988691325e+00
1.874000000000000000e+03, 2.491567125888527467e+00, 3.998812150026333168e+00, 2.645045150469282014e+00, 2.565097950501569635e+00, 4.095086227777846588e+00, 2.707332715976664250e+00, 1.822279629004943224e+00, 4.076719814340111547e+00, 2.561998334321322179e+00, 2.872724335793241490e+00, 3.010432574001022932e+00, 3.020619881886157820e+00, 4.191047490395290787e+00, 3.930532058941013762e+00, 3.046000783409763990e+00, 2.490457677345523368e+00
1.875000000000000000e+03, 2.494167247818628308e+00, 3.994100310518148955e+00, 2.775605123952570530e+00, 2.569080196772899338e+00, 4.168157934399303599e+00, 2.938697274208269761e+00, 1.801116235037739433e+00, 4.129366154217502860e+00, 2.548226141519107646e+00, 2.875432050253691418e+00, 2.956743009012407608e+00, 3.474659706365623713e+00, 4.209588699784931443e+00, 4.278528924322045235e+00, 3.046922822725599111e+00, 2.535841821016195485e+00
1.876000000000000000e+03, 2.500440029855655499e+00, 4.129827098049088541e+00, 2.710055140814261687e+00, 2.579741744420346095e+00, 3.924003519463568068e+00, 2.839317979254528002e+00, 1.836239919382204766e+00, 4.140382105347133468e+00, 2.547114024661156328e+00, 2.822411501967585945e+00, 2.919514026889145519e+00, 3.690426079965957396e+00, 4.193226329343363368e+00, 3.811380024237431829e+00, 3.127440196350483426e+00, 2.579278900897978843e+00
