year, MIROC-ES2L, GFDL-ESM4, IPSL-CM6A-LR, INM-CM4-8, MPI-ESM1-2-LR, CNRM-ESM2-1, ACCESS-ESM1-5, EC-Earth3-Veg, INM-CM5-0, CanESM5, NorESM2-MM, CMCC-ESM2, UKESM1-0-LL, TaiESM1, CESM2-WACCM, NorESM2-LM
1.877000000000000000e+03, 2.476192516412862865e+00, 4.126944340922897858e+00, 2.661649910676606723e+00, 2.571897010081064305e+00, 3.793451496390958688e+00, 2.743884208670353431e+00, 1.852782207616032517e+00, 4.224414088926673472e+00, 2.522220488757094259e+00, 3.042889204759679611e+00, 3.010993047779230825e+00, 3.308161091203792203e+00, 4.203331258964631445e+00, 3.731699914114176675e+00, 3.097553490430909218e+00, 2.526136771502877743e+00
1.878000000000000000e+03, 2.468513612665470980e+00, 4.220632271411074221e+00, 2.748223322895754439e+00, 2.585361170179152346e+00, 3.713017885709515742e+00, 2.757888756502192784e+00, 1.859842855680044371e+00, 4.151100235532110716e+00, 2.549116963373939448e+00, 2.927759016303867146e+00, 2.941843497074878133e+00, 3.163709872148091407e+00, 4.199838564214427805e+00, 3.932626888803246956e+00, 3.060776520200246154e+00, 2.424452627398730353e+00
1.879000000000000000e+03, 2.467823770459347976e+00, 3.873242379134334001e+00, 2.773680384798700604e+00, 2.581362198566414801e+00, 3.789569312004292367e+00, 2.821469207714334182e+00, 1.873353218730189340e+00, 4.165692046758739053e+00, 2.533077913224143440e+00, 2.913706545853804286e+00, 3.011427492884092061e+00, 3.310045577729045174e+00, 4.204146886741920497e+00, 3.922547979582743594e+00, 3.014057923074144441e+00, 2.399210102338467543e+00
1.880000000000000000e+03, 2.479368374501853545e+00, 4.029844521832685267e+00, 2.735216916029501899e+00, 2.556340544513912239e+00, 3.956873387834220157e+00, 2.766620594693196544e+00, 1.868680482780687990e+00, 4.228020907577755949e+00, 2.534533061267069343e+00, 2.874490018226925958e+00, 2.989946072934781540e+00, 3.771369305185513277e+00, 4.202259101002543851e+00, 4.116452204549206684e+00, 2.963602495981724427e+00, 2.399553661361194301e+00
1.881000000000000000e+03, 2.502950863342848997e+00, 4.173913376652870433e+00, 2.657468121082505075e+00, 2.577959097073280414e+00, 4.058022256108716697e+00, 2.779175373109548985e+00, 1.932042207575087156e+00, 4.122271561230827608e+00, 2.548076806273194439e+00, 2.804001360830795875e+00, 2.972410286280402492e+00, 3.791420586599914877e+00, 4.199952493539520937e+00, 4.287864839298101138e+00, 3.049879388774497269e+00, 2.423628749985148545e+00
1.882000000000000000e+03, 2.494404218447575428e+00, 4.043544010582464487e+00, 2.709045060988777731e+00, 2.580179623725094906e+00, 4.243628827862616859e+00, 2.858406645053727324e+00, 1.848182124664678350e+00, 4.051412660636398932e+00, 2.528344973300300058e+00, 2.958701637008650742e+00, 2.913041029187128483e+00, 3.239760562275709965e+00, 4.197992815113075871e+00, 3.644273270932362419e+00, 3.063920200173478658e+00, 2.444804631928215066e+00
1.883000000000000000e+03, 2.476275758798789361e+00, 3.855462002720284165e+00, 2.790572127362918486e+00, 2.562604238530421075e+00, 3.992342958282343979e+00, 2.956177806891449489e+00, 1.814047884836408775e+00, 4.078765012398317680e+00, 2.525899716510588533e+00, 2.848587430323109349e+00, 2.949608232954753273e+00, 2.894612200964999271e+00, 4.195806366805320486e+00, 3.822394695521307728e+00, 2.951596323678784994e+00, 2.508802160745674747e+00
1.884000000000000000e+03, 2.482599929836661445e+00, 3.867401608605689045e+00, 2.761246071424102944e+00, 2.559990632342863837e+00, 3.796679319091050608e+00, 2.853507046972166616e+00, 1.901253058973820131e+00, 4.196386786882484010e+00, 2.502294521742674860e+00, 2.759563589641534698e+00, 3.021497642137688455e+00, 3.251134459828715517e+00, 4.189967553679016632e+00, 3.905309675648828360e+00, 2.969667432822581610e+00, 2.515708651838459264e+00
1.885000000000000000e+03, 2.491337896756789849e+00, 3.879873967941665835e+00, 2.706089584623086353e+00, 2.537281772097707222e+00, 3.865093609058484425e+00, 2.930407329078228429e+00, 1.935370469809875704e+00, 4.184748509120960414e+00, 2.497056126841835866e+00, 2.896295354963728474e+00, 3.051932753117835517e+00, 3.669680370448500373e+00, 4.195631176329963630e+00, 3.626212322813005873e+00, 3.030005125663767007e+00, 2.537543946890564506e+00
1.886000000000000000e+03, 2.490909646254675813e+00, 4.134556510008626340e+00, 2.726098521794070084e+00, 2.587814646729842405e+00, 3.974685465323893663e+00, 2.906156668426767009e+00, 1.854445025043096829e+00, 4.202274661803515166e+00, 2.551910479664766473e+00, 2.969811137402392553e+00, 3.059193206811548382e+00, 3.759942901473652732e+00, 4.197588275074865649e+00, 4.077391361741268483e+00, 2.996546611591239362e+00, 2.521174291303764026e+00
1.887000000000000000e+03, 2.488115678806298359e+00, 4.176679072199278586e+00, 2.747245946494208280e+00, 2.588391746812701566e+00, 4.023545291453467954e+00, 2.867054164501996905e+00, 1.847709388136909103e+00, 4.179992718654105488e+00, 2.571247871919680961e+00, 2.932581522758893389e+00, 3.055355978473581313e+00, 3.555155990381939635e+00, 4.211082123125281740e+00, 4.179914900587948345e+00, 3.006251006071216647e+00, 2.497326262155615595e+00
1.888000000000000000e+03, 2.493880604631332432e+00, 3.928191313818781172e+00, 2.863635629640810532e+00, 2.546766922081394213e+00, 3.870263833943326404e+00, 2.835890376880205288e+00, 1.848244955937039302e+00, 4.237376593188598051e+00, 2.563583046337515992e+00, 2.901050979530202412e+00, 2.964163053992651342e+00, 3.304246744112616430e+00, 4.200287075108177781e+00, 3.630519856131000367e+00, 3.028939156167197222e+00, 2.519722761791684640e+00
1.889000000000000000e+03, 2.479703537584359019e+00, 3.930886841032418921e+00, 2.817071712315978971e+00, 2.571149876757929498e+00, 3.603646560797058029e+00, 2.918658235224711461e+00, 1.782042611834670387e+00, 4.190130202450177421e+00, 2.543647096191424151e+00, 2.935809776341050004e+00, 2.942967519886718009e+00, 3.230910066673367442e+00, 4.193990791998196244e+00, 3.787889861430388194e+00, 3.110853897757013709e+00, 2.524000800367530051e+00
1.890000000000000000e+03, 2.490321595778190567e+00, 3.880341592016240959e+00, 2.751304417538565250e+00, 2.581165669538273644e+00, 3.677138174507216029e+00, 2.826278621148043069e+00, 1.783522317838879712e+00, 4.109602343616685971e+00, 2.532296943418052226e+00, 2.870679245932570289e+00, 2.920715439498423383e+00, 3.636597315809193987e+00, 4.198705248985499239e+00, 4.094910260300699711e+00, 3.137160916552463430e+00, 2.524913293316062290e+00
1.891000000000000000e+03, 2.489625511493042342e+00, 4.134791044472290622e+00, 2.773613851521355311e+00, 2.570358289249982775e+00, 3.866751523841946092e+00, 2.747941862775230781e+00, 1.855080915716464052e+00, 4.113802416792862182e+00, 2.546294960955834519e+00, 2.971976404029369245e+00, 3.011072034020596089e+00, 3.742651256822109307e+00, 4.191488568470966847e+00, 4.012934296274581314e+00, 3.109746880617384246e+00, 2.436578337438894515e+00
