year, TaiESM1, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L, GFDL-ESM4, UKESM1-0-LL, NorESM2-MM, INM-CM4-8, CanESM5, CESM2-WACCM, CMCC-CM2-SR5, INM-CM5-0, ACCESS-ESM1-5, EC-Earth3-Veg, IPSL-CM6A-LR, NorESM2-LM
1.905000000000000000e+03, 2.972393724505469663e+02, 2.962131307981910027e+02, 2.975596266411090483e+02, 2.975357559962184268e+02, 2.967606196664517597e+02, 2.982832794552431892e+02, 2.976162669992543783e+02, 2.975535129124468767e+02, 2.980122964287622267e+02, 2.980568393035701433e+02, 2.978529817162090012e+02, 2.975061470333848206e+02, 2.992292958047977436e+02, 2.962324124639464458e+02, 2.965214490690224238e+02, 2.985990784842954895e+02
1.906000000000000000e+03, 2.968566595859665540e+02, 2.963919561641444034e+02, 2.973531417604262401e+02, 2.976589414913048017e+02, 2.965446146166654557e+02, 2.981411910627700763e+02, 2.976179768864781749e+02, 2.975811048445868323e+02, 2.980941650096668241e+02, 2.981833051809265953e+02, 2.980949441565608709e+02, 2.974623713581580091e+02, 2.997903645416772065e+02, 2.966394140411223361e+02, 2.966960642923041291e+02, 2.987901789300169071e+02
1.907000000000000000e+03, 2.971955548035504080e+02, 2.968207277399593522e+02, 2.968703562234400124e+02, 2.981780873266781100e+02, 2.966397173763814976e+02, 2.982143309022218318e+02, 2.975931459871554807e+02, 2.973793756098185099e+02, 2.980711930588136624e+02, 2.982380253996471993e+02, 2.980128696267567534e+02, 2.977105181390509756e+02, 2.993812423214910154e+02, 2.964153639894822163e+02, 2.965386887456314184e+02, 2.985667737402069974e+02
1.908000000000000000e+03, 2.970390238737745108e+02, 2.963640895386906777e+02, 2.968654339268603621e+02, 2.982335253671190571e+02, 2.965692838475836766e+02, 2.984680418292916784e+02, 2.976193355780254706e+02, 2.977187426069430671e+02, 2.982265868018042738e+02, 2.979655018599619893e+02, 2.979696993748044633e+02, 2.976419795537148616e+02, 2.995795810094107878e+02, 2.963701884436241016e+02, 2.967869971957045436e+02, 2.984491118903706024e+02
1.909000000000000000e+03, 2.969582044188082364e+02, 2.968045987230644300e+02, 2.969071464069402850e+02, 2.976475877935539529e+02, 2.968210553220115457e+02, 2.984970996588660910e+02, 2.978230642177346681e+02, 2.975069762604991297e+02, 2.982032615374158127e+02, 2.979557483227912371e+02, 2.980516376619990524e+02, 2.973402155713812363e+02, 2.993385276011404699e+02, 2.964245589812596222e+02, 2.967009168255988811e+02, 2.988574210694860085e+02
1.910000000000000000e+03, 2.968236804732048881e+02, 2.962825448371939956e+02, 2.972564815891352055e+02, 2.975826050372103850e+02, 2.969619207224409934e+02, 2.981835871128762392e+02, 2.977831342711660341e+02, 2.975440268597666886e+02, 2.984716101860386175e+02, 2.980465974866794454e+02, 2.986160970326868664e+02, 2.974714672216578037e+02, 2.993192189239902632e+02, 2.965516537068846787e+02, 2.965503838131590442e+02, 2.987915590111026631e+02
1.911000000000000000e+03, 2.976466015604692643e+02, 2.965848490420663097e+02, 2.974522634395909790e+02, 2.982477515815599531e+02, 2.970596522929166667e+02, 2.982007985288675513e+02, 2.980247295836749686e+02, 2.976251457190335259e+02, 2.983137590576141065e+02, 2.981502885200685000e+02, 2.983249628220796126e+02, 2.973971930888096153e+02, 2.996836201151782006e+02, 2.965840756226705253e+02, 2.968630764303931642e+02, 2.982428779690274041e+02
1.912000000000000000e+03, 2.968489902347002953e+02, 2.966494348816685829e+02, 2.970442750842763644e+02, 2.983115789183680135e+02, 2.963709125042687447e+02, 2.983606358566353833e+02, 2.982075382945599245e+02, 2.975459314600622633e+02, 2.983075506126305072e+02, 2.980702814701526790e+02, 2.980563025790404481e+02, 2.975960948601859286e+02, 2.996012026953835630e+02, 2.967474288590052538e+02, 2.967369011354106192e+02, 2.983675647835181621e+02
1.913000000000000000e+03, 2.967122196824215621e+02, 2.965506071365567209e+02, 2.969689974816173503e+02, 2.975318252665702516e+02, 2.964059512426894116e+02, 2.982264294553161790e+02, 2.981243554729609855e+02, 2.974863160057479945e+02, 2.980611325275667696e+02, 2.978355998800224711e+02, 2.978596131343452384e+02, 2.973543356004215070e+02, 2.995988834251640469e+02, 2.969533801920894689e+02, 2.965706836457467830e+02, 2.986558300998680693e+02
1.914000000000000000e+03, 2.972138325236795708e+02, 2.967816894283529905e+02, 2.973232939372625196e+02, 2.974133661315348718e+02, 2.967583041099491652e+02, 2.984030680073437907e+02, 2.980013768567141028e+02, 2.974876586323994161e+02, 2.978806382639377830e+02, 2.979251722562692635e+02, 2.981339395041321723e+02, 2.973905794461854271e+02, 2.995619662526595448e+02, 2.962007498162189449e+02, 2.965691514370421373e+02, 2.981009903826175673e+02
1.915000000000000000e+03, 2.971393603522840294e+02, 2.966007420992720540e+02, 2.970626609372299640e+02, 2.979288781811148965e+02, 2.968972985299180323e+02, 2.985486937177551567e+02, 2.980240948786341733e+02, 2.975688673728598701e+02, 2.981791392371225697e+02, 2.979156337617012582e+02, 2.980330351171689358e+02, 2.975033135447920358e+02, 2.996532514075524318e+02, 2.961578892302002259e+02, 2.968693493652909297e+02, 2.982631599974556593e+02
1.916000000000000000e+03, 2.973906578503201104e+02, 2.967262319934608286e+02, 2.969798481353080319e+02, 2.983058105984941335e+02, 2.965193084741836742e+02, 2.986224374926886185e+02, 2.977912320673972886e+02, 2.975466658255550101e+02, 2.982266826394672989e+02, 2.983693696583104611e+02, 2.981604557715017449e+02, 2.974359321325418364e+02, 2.997967434385426486e+02, 2.961194171927663206e+02, 2.969161317878564432e+02, 2.988484757722384870e+02
1.917000000000000000e+03, 2.974836110782380274e+02, 2.965913586596675486e+02, 2.971005682864679898e+02, 2.981902389614891717e+02, 2.965508724391979172e+02, 2.981671496841644853e+02, 2.977484789430818068e+02, 2.974809191890451530e+02, 2.982237686910859793e+02, 2.981165249308392049e+02, 2.983898165206529143e+02, 2.975058707204308917e+02, 2.996302465202678036e+02, 2.964936148947413699e+02, 2.965954250013591604e+02, 2.983099102920612040e+02
1.918000000000000000e+03, 2.971112277338588115e+02, 2.965726627446316002e+02, 2.970186467441572518e+02, 2.976892099151788784e+02, 2.966107497298990552e+02, 2.982476365948885473e+02, 2.978785096091183391e+02, 2.976693692735679520e+02, 2.983772899812962009e+02, 2.982289835888663561e+02, 2.979694749208809981e+02, 2.974691672063714236e+02, 2.996918203180219393e+02, 2.969101974288861925e+02, 2.969622850332353323e+02, 2.982056668835421078e+02
1.919000000000000000e+03, 2.969465885024026761e+02, 2.967261449404667246e+02, 2.971131537836263874e+02, 2.974488879478805075e+02, 2.970090267956394428e+02, 2.986712085978545588e+02, 2.977798292917491381e+02, 2.976054010930727713e+02, 2.980542069907393170e+02, 2.980887042629320263e+02, 2.985108546978386812e+02, 2.977071537246723665e+02, 2.995419386445684040e+02, 2.966030991467100080e+02, 2.966977508171529507e+02, 2.989839224199390628e+02
1.920000000000000000e+03, 2.976742074462484879e+02, 2.968846508356060667e+02, 2.974431482797161266e+02, 2.978777443364153896e+02, 2.968921932608331531e+02, 2.986142667941621767e+02, 2.982079799465829524e+02, 2.976618666134135083e+02, 2.984153295579936298e+02, 2.980150483654269351e+02, 2.982716148487385794e+02, 2.977128406964230862e+02, 2.994775315766217432e+02, 2.965850981978836671e+02, 2.965863983036441027e+02, 2.990543781916062471e+02
1.921000000000000000e+03, 2.972893285287797198e+02, 2.969283859723568639e+02, 2.974821208018153698e+02, 2.980920983456334170e+02, 2.966328379035217608e+02, 2.985056928544385642e+02, 2.978825769780619339e+02, 2.977050898126363450e+02, 2.981034602521418151e+02, 2.982563377850929669e+02, 2.983112989318472614e+02, 2.975418655949559366e+02, 2.996852054875250815e+02, 2.964981233593722436e+02, 2.966010476337817181e+02, 2.984879269441412362e+02
1.922000000000000000e+03, 2.970644099215245433e+02, 2.966649627845189912e+02, 2.972606638230713543e+02, 2.981924611611770501e+02, 2.967497573637723463e+02, 2.982829831938176426e+02, 2.978540037848317752e+02, 2.977547094468079649e+02, 2.981167178493063261e+02, 2.985447520207388834e+02, 2.985111321433057014e+02, 2.974733330619505409e+02, 2.994755745996581027e+02, 2.967078335206102793e+02, 2.966212836131618928e+02, 2.985126818426884938e+02
1.923000000000000000e+03, 2.972531222137512827e+02, 2.966876079314491790e+02, 2.972290557910810662e+02, 2.974046347696532280e+02, 2.968205631978426027e+02, 2.984902392229253110e+02, 2.974546582243029889e+02, 2.977515767574570305e+02, 2.980351101244096981e+02, 2.982896803540731412e+02, 2.982286663091980472e+02, 2.975136107716327842e+02, 2.994807332264608135e+02, 2.963513515894200623e+02, 2.964814718197309844e+02, 2.986772526334694930e+02
1.924000000000000000e+03, 2.978657510487431068e+02, 2.965202857468304387e+02, 2.973528275293944603e+02, 2.974459375500221086e+02, 2.967889916423385444e+02, 2.985688489408552755e+02, 2.976687841967299164e+02, 2.976664241887880848e+02, 2.986781665115437363e+02, 2.984963076105852906e+02, 2.983254224816281521e+02, 2.977300242236071881e+02, 2.995328483064510579e+02, 2.964736269969153568e+02, 2.968134968094084343e+02, 2.989227154467468495e+02
1.925000000000000000e+03, 2.971709954900441062e+02, 2.964654733124546624e+02, 2.968984884091667027e+02, 2.976025395734281460e+02, 2.965743506668706573e+02, 2.984682249549038033e+02, 2.974754241307863936e+02, 2.974349608671004717e+02, 2.983471574861890190e+02, 2.982814861390084502e+02, 2.981558652605268094e+02, 2.975700310331791343e+02, 2.995666008349984963e+02, 2.964658490976248117e+02, 2.968484559229043498e+02, 2.984087068417580326e+02
1.926000000000000000e+03, 2.969426750465103737e+02, 2.966152963044993953e+02, 2.972401554664088508e+02, 2.979418630296449919e+02, 2.965876922747393110e+02, 2.983678058132592241e+02, 2.973283405094952627e+02, 2.977771319885468415e+02, 2.983569280044823131e+02, 2.981097048956989397e+02, 2.981814240658039239e+02, 2.975335230197783858e+02, 2.996536300221295051e+02, 2.970940572495347851e+02, 2.968092585517703128e+02, 2.984081039032812441e+02
1.927000000000000000e+03, 2.971265294718912742e+02, 2.968127288002907562e+02, 2.972531280938475788e+02, 2.982427141594521345e+02, 2.969402975314719129e+02, 2.982883977600170056e+02, 2.976968963675469695e+02, 2.977394598765954470e+02, 2.980122959872453521e+02, 2.980443133036217773e+02, 2.983659859988289327e+02, 2.976273313480680258e+02, 2.996682919509078147e+02, 2.965792722383255864e+02, 2.966771195814597490e+02, 2.985855018605335545e+02
1.928000000000000000e+03, 2.979228089653859115e+02, 2.970665629097901501e+02, 2.973251069432083682e+02, 2.983124991016185845e+02, 2.970209363803272709e+02, 2.983701609717129486e+02, 2.976259830981192636e+02, 2.976246741879084539e+02, 2.982553929262921315e+02, 2.982636680153869975e+02, 2.982759923144605523e+02, 2.975730387513772826e+02, 2.992429403063351856e+02, 2.969282504784007415e+02, 2.965816118837512363e+02, 2.986656763540298130e+02
1.929000000000000000e+03, 2.972246035748738677e+02, 2.964079647614801161e+02, 2.972067458904862747e+02, 2.980560680658119850e+02, 2.966972746862810482e+02, 2.983444879547722053e+02, 2.978567549739120182e+02, 2.976661079070543110e+02, 2.984521308601477472e+02, 2.981704315701310293e+02, 2.984712693736656206e+02, 2.979765012062218830e+02, 2.993600462342551509e+02, 2.967532961085871648e+02, 2.967583466360252942e+02, 2.985966266089542955e+02
1.930000000000000000e+03, 2.971043790842519456e+02, 2.965978211862308740e+02, 2.971670473166176976e+02, 2.978184788310224462e+02, 2.969136294985200379e+02, 2.989180114300427817e+02, 2.979350239028669876e+02, 2.977465021383992507e+02, 2.984127176866710442e+02, 2.979918778360587908e+02, 2.984454272359099036e+02, 2.975661286950159479e+02, 2.995591350302300384e+02, 2.965967726637328497e+02, 2.969603940503906188e+02, 2.984833998287451777e+02
1.931000000000000000e+03, 2.977776509210761446e+02, 2.964785593291047689e+02, 2.970330890568977225e+02, 2.980187011554265837e+02, 2.967055964084599964e+02, 2.984102431864776577e+02, 2.982251133144573600e+02, 2.977482549068481035e+02, 2.982205237707336209e+02, 2.980544158190368194e+02, 2.981509185162474864e+02, 2.975815620321013171e+02, 2.997535852744643989e+02, 2.965861905175473225e+02, 2.965160594366624878e+02, 2.985449714743244840e+02
1.932000000000000000e+03, 2.972326953309092801e+02, 2.969234054937136875e+02, 2.969824261648593620e+02, 2.982316941317155852e+02, 2.971441659018936434e+02, 2.979898758006721096e+02, 2.977473203961986314e+02, 2.977080626729591586e+02, 2.982665049967177993e+02, 2.983637321121424861e+02, 2.982231455193729062e+02, 2.976063474798952484e+02, 2.994249110108212903e+02, 2.967841959066324762e+02, 2.967275168850399609e+02, 2.990627134107180609e+02
1.933000000000000000e+03, 2.969347859948583732e+02, 2.964977707287900444e+02, 2.970478847438274670e+02, 2.981045784869515956e+02, 2.969552486715006694e+02, 2.983335138402966322e+02, 2.976205442974044217e+02, 2.977021124738029698e+02, 2.984402192186889238e+02, 2.981283810553476314e+02, 2.982289014594554715e+02, 2.974452343383669017e+02, 2.990635979208681192e+02, 2.967174091496348183e+02, 2.968697116860933534e+02, 2.984296308216510170e+02
1.934000000000000000e+03, 2.977093427042485700e+02, 2.965279162524574872e+02, 2.974348075313205300e+02, 2.980616414785819188e+02, 2.965855685270753384e+02, 2.981660270262052563e+02, 2.983061076431591232e+02, 2.976318374666369664e+02, 2.983239336380077020e+02, 2.980906089335169895e+02, 2.983336646315362373e+02, 2.975497268022223807e+02, 2.995860052155040307e+02, 2.967001105296523065e+02, 2.969777105659243830e+02, 2.979542192081647158e+02
1.935000000000000000e+03, 2.972338560573413133e+02, 2.967426782107044687e+02, 2.973487091044688100e+02, 2.982414404170152693e+02, 2.968776292052959889e+02, 2.981599141470265977e+02, 2.980213697460649200e+02, 2.977037832971090552e+02, 2.983395700655839846e+02, 2.984017409825285085e+02, 2.985083553264439615e+02, 2.976084035718596397e+02, 2.996219781161348124e+02, 2.966750808257970107e+02, 2.967463762443391033e+02, 2.983633123041997806e+02
1.936000000000000000e+03, 2.972369371743926081e+02, 2.967538490417746857e+02, 2.970283846989443077e+02, 2.979851394650702900e+02, 2.968922680243276204e+02, 2.989756968129883603e+02, 2.975954464267234130e+02, 2.975955162510271066e+02, 2.980988330284758376e+02, 2.988941345926116355e+02, 2.983116013347353146e+02, 2.975503041674675160e+02, 2.994413143774941659e+02, 2.964319408969755614e+02, 2.965579652851013748e+02, 2.989038243762275329e+02
1.937000000000000000e+03, 2.976093645527736840e+02, 2.966562903518791359e+02, 2.969866095384714981e+02, 2.973931606206051583e+02, 2.967718966557087583e+02, 2.983047246295075183e+02, 2.979302091598727884e+02, 2.977422098123956857e+02, 2.981896351932754214e+02, 2.982534556459549435e+02, 2.982646461094405481e+02, 2.977263551175260545e+02, 2.997342399599534133e+02, 2.966340283810516212e+02, 2.968095632222434688e+02, 2.985989969356967322e+02
1.938000000000000000e+03, 2.974731432106361808e+02, 2.968087173866358626e+02, 2.975108355018692805e+02, 2.977850631670488042e+02, 2.967763129406180269e+02, 2.981090895258915907e+02, 2.980021256436319277e+02, 2.977289337385873296e+02, 2.980981288671633251e+02, 2.983333738665997998e+02, 2.980733657442226558e+02, 2.974715705104807171e+02, 2.995490235791588134e+02, 2.968108071445167866e+02, 2.966938261260921195e+02, 2.986833677478865638e+02
1.939000000000000000e+03, 2.971838862112034008e+02, 2.966282311434805479e+02, 2.969209039217322470e+02, 2.983582764138839707e+02, 2.969265468326609039e+02, 2.984160822520311172e+02, 2.980789541308025150e+02, 2.977148402096557902e+02, 2.986747433719711466e+02, 2.982940225408599986e+02, 2.980184690403231684e+02, 2.975749523502029206e+02, 2.996222027435464383e+02, 2.969072377443020514e+02, 2.966895118359868775e+02, 2.986849738683697524e+02
1.940000000000000000e+03, 2.975526740962881718e+02, 2.964147060677069589e+02, 2.973303076930182556e+02, 2.984440531208943526e+02, 2.971878757092411547e+02, 2.983445696428511837e+02, 2.982132513396503555e+02, 2.979446625584124035e+02, 2.986756006094653912e+02, 2.982902821832517475e+02, 2.982231160493929565e+02, 2.976537520382335629e+02, 2.994234565347873058e+02, 2.973471541874546915e+02, 2.965754490656468647e+02, 2.986824309045775294e+02
1.941000000000000000e+03, 2.974344143157244389e+02, 2.968818103257602843e+02, 2.975184528615807835e+02, 2.982517189381183584e+02, 2.968465864728327688e+02, 2.983487164946690200e+02, 2.980291691404569860e+02, 2.978503315030670819e+02, 2.986386135992659092e+02, 2.982580065389144011e+02, 2.984011506232196211e+02, 2.976213784041788699e+02, 2.995773838376471758e+02, 2.965727745011361662e+02, 2.966883861135066809e+02, 2.989229308674778736e+02
1.942000000000000000e+03, 2.969522115364369483e+02, 2.969102179493887093e+02, 2.978531359205541662e+02, 2.975032040841737739e+02, 2.967224593185771937e+02, 2.988146638292525381e+02, 2.980397336090682643e+02, 2.978294411385076614e+02, 2.983147546030622834e+02, 2.982486345143629478e+02, 2.982814311012020312e+02, 2.977675678478018426e+02, 2.997056340062521258e+02, 2.968475551626768834e+02, 2.971782898091715879e+02, 2.983899673205288536e+02
1.943000000000000000e+03, 2.974911944222145621e+02, 2.965441954794513322e+02, 2.975448884505093474e+02, 2.974897504600647267e+02, 2.971872215665171666e+02, 2.986191864923377466e+02, 2.981685644532090009e+02, 2.979657725010640092e+02, 2.982933902727754685e+02, 2.981131131345152312e+02, 2.980975829724876576e+02, 2.976355385200728847e+02, 2.992576335538984154e+02, 2.971244730275610095e+02, 2.969229747229465488e+02, 2.985550090877920297e+02
1.944000000000000000e+03, 2.975814293744905967e+02, 2.968831139654203071e+02, 2.969852525696224461e+02, 2.982435718613729705e+02, 2.968729251124149187e+02, 2.987328196078223641e+02, 2.976998115031050247e+02, 2.976514519254678817e+02, 2.985413077651666072e+02, 2.985376062024330963e+02, 2.983591524612871240e+02, 2.974530450667099899e+02, 2.994954641193541534e+02, 2.963963811815634131e+02, 2.967562397739729931e+02, 2.986326563191994410e+02
1.945000000000000000e+03, 2.972276894235250779e+02, 2.967659978679930077e+02, 2.972380892024217474e+02, 2.985709558251111844e+02, 2.965820655655083442e+02, 2.984223978795398011e+02, 2.979877751114586317e+02, 2.976638146819184954e+02, 2.983389883746033888e+02, 2.981154157778150875e+02, 2.982057916220162497e+02, 2.974464391148928826e+02, 2.997285619695807100e+02, 2.967281250156999590e+02, 2.966505319929086681e+02, 2.984714922223644180e+02
1.946000000000000000e+03, 2.970583208246932827e+02, 2.967773368477242570e+02, 2.973923058464383757e+02, 2.979057094758570088e+02, 2.965806965144019500e+02, 2.982077257743196697e+02, 2.981250511392434532e+02, 2.977887093322686383e+02, 2.984018234991315808e+02, 2.982625297405697893e+02, 2.982353637550141343e+02, 2.975615308991950769e+02, 2.996712521592252187e+02, 2.968688391408875304e+02, 2.968108043749224407e+02, 2.985520368866900185e+02
1.947000000000000000e+03, 2.972180758089778010e+02, 2.971683822171042380e+02, 2.973686520712268475e+02, 2.976078455842446147e+02, 2.969088371018898442e+02, 2.985743814786237635e+02, 2.981158978642825446e+02, 2.978551155301329345e+02, 2.986642708153752892e+02, 2.981154467783629229e+02, 2.980235178881252409e+02, 2.979379846765913840e+02, 2.994083482819340816e+02, 2.966955823671925145e+02, 2.968189096690904876e+02, 2.988436536566227346e+02
1.948000000000000000e+03, 2.978176669199364710e+02, 2.967902951157948905e+02, 2.970781982190844701e+02, 2.975327024310128081e+02, 2.968991064517259701e+02, 2.985441817172870742e+02, 2.983091716035434047e+02, 2.978014769995060647e+02, 2.985579414118769819e+02, 2.979808804065266941e+02, 2.986300432559669389e+02, 2.975411561709975672e+02, 2.994301484019716781e+02, 2.968099271882405219e+02, 2.967824469963140359e+02, 2.987039151636833481e+02
1.949000000000000000e+03, 2.975610495131889479e+02, 2.970262319630621732e+02, 2.969944067598098627e+02, 2.982782786304854881e+02, 2.967730556177186827e+02, 2.984749841359970333e+02, 2.978111630641151919e+02, 2.979575569160253963e+02, 2.988488248152558526e+02, 2.983237740170878851e+02, 2.984560809832451582e+02, 2.975757496686060222e+02, 2.996282317616730779e+02, 2.972061081682800818e+02, 2.969448975859991151e+02, 2.987015669493342784e+02
1.950000000000000000e+03, 2.970688629005909434e+02, 2.969032974088243577e+02, 2.973523545356770228e+02, 2.985914716758884992e+02, 2.970729450928499773e+02, 2.982062716956260715e+02, 2.980873061725060893e+02, 2.977735378431491995e+02, 2.985151051806782903e+02, 2.985769119048167113e+02, 2.980767834439490116e+02, 2.974889790223982118e+02, 2.993958085894486771e+02, 2.971359206178183854e+02, 2.967613976431029528e+02, 2.988802625940967914e+02
1.951000000000000000e+03, 2.971427043321078827e+02, 2.969756554101771258e+02, 2.977484406875446439e+02, 2.978565738254476400e+02, 2.966086883787447732e+02, 2.979861680133116693e+02, 2.983656922199961627e+02, 2.978544121189657403e+02, 2.986455660642575367e+02, 2.983467832501075350e+02, 2.983336614769188486e+02, 2.977393292366783157e+02, 2.995229316140898277e+02, 2.965540167189458884e+02, 2.969570883949337485e+02, 2.987845463173588882e+02
1.952000000000000000e+03, 2.979775361232238424e+02, 2.963894083638202801e+02, 2.976839077320567526e+02, 2.980218405446412362e+02, 2.969190952673718016e+02, 2.981216096694269595e+02, 2.983110481150762894e+02, 2.978168747239945446e+02, 2.986596198425247621e+02, 2.988295359702144651e+02, 2.983890059153977177e+02, 2.977547887638877455e+02, 2.997069804861895364e+02, 2.969287593712226112e+02, 2.970597570475601401e+02, 2.986594496056703179e+02
1.953000000000000000e+03, 2.973489835700672188e+02, 2.963859062481989781e+02, 2.974557450159576319e+02, 2.982498657965278994e+02, 2.970358041907529696e+02, 2.983767199948319444e+02, 2.980375582106615866e+02, 2.978095417991877980e+02, 2.981060193532361495e+02, 2.983105541549081750e+02, 2.985338146511886634e+02, 2.974489232651808948e+02, 2.994260559798434542e+02, 2.968595439226663188e+02, 2.970988559436935930e+02, 2.982269962198673170e+02
1.954000000000000000e+03, 2.971276957974145603e+02, 2.969248767288622730e+02, 2.971163396535356469e+02, 2.981099651182115622e+02, 2.967307854965530964e+02, 2.987787707793936534e+02, 2.981313612346843342e+02, 2.979569162029071094e+02, 2.981571557381214461e+02, 2.983436536238041867e+02, 2.982690064194933939e+02, 2.974634587897710389e+02, 2.997610131857540523e+02, 2.968996626949467554e+02, 2.969122157629611252e+02, 2.985930800414415671e+02
1.955000000000000000e+03, 2.973563310840544887e+02, 2.968947772120952777e+02, 2.971162064056661052e+02, 2.980392245665898372e+02, 2.965046602959336042e+02, 2.985973123271098189e+02, 2.978241304871636999e+02, 2.979182407085925774e+02, 2.981644725788397068e+02, 2.982606404007655101e+02, 2.980544310156468555e+02, 2.977613795907383292e+02, 2.997332723092169431e+02, 2.966111032900737428e+02, 2.968029880644430136e+02, 2.992311250171462120e+02
1.956000000000000000e+03, 2.975991429150432168e+02, 2.964102811416826739e+02, 2.969629401143847645e+02, 2.985217636852751184e+02, 2.967064791834114317e+02, 2.985334408049968147e+02, 2.977390331207731151e+02, 2.978595215221767489e+02, 2.984745307903503431e+02, 2.983709915544707201e+02, 2.983360848093816458e+02, 2.976639796808223650e+02, 2.994095098033556042e+02, 2.965478430539927786e+02, 2.971603785572347078e+02, 2.989708411030256912e+02
1.957000000000000000e+03, 2.974076660831352683e+02, 2.966232859434188640e+02, 2.968498947761540876e+02, 2.986456116024542666e+02, 2.966772603854385579e+02, 2.984972148303602353e+02, 2.975742661103755040e+02, 2.978243516701322164e+02, 2.986290176893006674e+02, 2.986041165212415649e+02, 2.985531543781471555e+02, 2.976347289726213603e+02, 2.992758512369683785e+02, 2.968447905374295033e+02, 2.970899958524251474e+02, 2.987910527871997033e+02
1.958000000000000000e+03, 2.970374478197499002e+02, 2.970654278035186735e+02, 2.969544568288280288e+02, 2.976408197310802279e+02, 2.970995611190824093e+02, 2.986264215717259844e+02, 2.978794632393944539e+02, 2.978006690509267855e+02, 2.985916745526670297e+02, 2.983803396991331169e+02, 2.982271909621404120e+02, 2.978086371935638113e+02, 2.994041003582339044e+02, 2.971426732391387304e+02, 2.972184949342695859e+02, 2.988629294071572531e+02
1.959000000000000000e+03, 2.972810528576310389e+02, 2.967042997525260830e+02, 2.971267308669158638e+02, 2.978035311469158160e+02, 2.972297205339915536e+02, 2.981794275283289153e+02, 2.980319454885338928e+02, 2.978869336108473362e+02, 2.983092549024465256e+02, 2.980288758261978614e+02, 2.980843808481723727e+02, 2.977966866501909067e+02, 2.996474090512656403e+02, 2.966159686634032937e+02, 2.967976807551015668e+02, 2.991076492222752563e+02
1.960000000000000000e+03, 2.972256225468283333e+02, 2.967429361612490197e+02, 2.978149308291494322e+02, 2.983225788840678092e+02, 2.968659755675831207e+02, 2.982676928287788201e+02, 2.981315536480474861e+02, 2.979347015578990181e+02, 2.985957231891782158e+02, 2.979775804200365315e+02, 2.980562652751755763e+02, 2.975467599850366014e+02, 2.993295367807286311e+02, 2.967743724817458428e+02, 2.969641659541586591e+02, 2.985683032771284502e+02
1.961000000000000000e+03, 2.972350910744360704e+02, 2.967721231839830125e+02, 2.979626860954149947e+02, 2.985626820073879912e+02, 2.968520307730869945e+02, 2.980633330535161463e+02, 2.983036991002996388e+02, 2.978434949043545430e+02, 2.985714423770828034e+02, 2.980270115155037729e+02, 2.981427255320261338e+02, 2.976744387048616431e+02, 2.995256186604748336e+02, 2.966940992524858984e+02, 2.969039618148373165e+02, 2.984526030771258434e+02
1.962000000000000000e+03, 2.973085603969039425e+02, 2.968341272426090995e+02, 2.971267701235456116e+02, 2.979324052427851939e+02, 2.967265521046693380e+02, 2.985234412926518530e+02, 2.986197496478079643e+02, 2.978853383616584551e+02, 2.984691875832038477e+02, 2.978656242054766494e+02, 2.981774725488531317e+02, 2.976321980618598104e+02, 2.996344903015525460e+02, 2.967731595706428607e+02, 2.972921147074829946e+02, 2.986447439342296661e+02
1.963000000000000000e+03, 2.969949919293867993e+02, 2.966215471709313647e+02, 2.969019891498509196e+02, 2.974930737546695809e+02, 2.968667744829078856e+02, 2.984704370935547217e+02, 2.981245656982497394e+02, 2.976432154378518931e+02, 2.981060196260775115e+02, 2.980576740572037693e+02, 2.981358935737993079e+02, 2.972824095904841215e+02, 2.995599185589283593e+02, 2.963748850720468226e+02, 2.967806892889121286e+02, 2.985137683716283163e+02
1.964000000000000000e+03, 2.968253767990695451e+02, 2.966541113136401009e+02, 2.967487711874179581e+02, 2.974402562246507387e+02, 2.963440056129009008e+02, 2.978139935940524765e+02, 2.976899887794892265e+02, 2.975890425786317905e+02, 2.980861009459661659e+02, 2.981842890897319194e+02, 2.982166428198664789e+02, 2.976088086686053202e+02, 2.994932859255649760e+02, 2.966485634032201801e+02, 2.969677310561743866e+02, 2.985055908385171506e+02
1.965000000000000000e+03, 2.974273645114773217e+02, 2.965791516140761814e+02, 2.970004853742844944e+02, 2.982891293759460041e+02, 2.964758790852869765e+02, 2.979573168188499608e+02, 2.977983549281651676e+02, 2.976251411709690160e+02, 2.983490007200636001e+02, 2.981083853453438337e+02, 2.986315959914621203e+02, 2.975718207273341136e+02, 2.994277390484743933e+02, 2.966144990993860802e+02, 2.969133368083292339e+02, 2.991199104094456516e+02
1.966000000000000000e+03, 2.972027446546795204e+02, 2.967783409369519632e+02, 2.971202450906406511e+02, 2.985054960171908078e+02, 2.967744986364551210e+02, 2.987158396309356476e+02, 2.977010251065904640e+02, 2.976336363192136218e+02, 2.986057540536335182e+02, 2.980970769281506705e+02, 2.983598111909600448e+02, 2.976815879995209571e+02, 2.994734841606889404e+02, 2.965110360758676507e+02, 2.968480321952456507e+02, 2.990888143546288234e+02
