year, NorESM2-MM, CMCC-CM2-SR5, ACCESS-ESM1-5, CESM2-WACCM, UKESM1-0-LL, IPSL-CM6A-LR, GFDL-ESM4, TaiESM1, EC-Earth3-Veg, CNRM-ESM2-1, MIROC-ES2L, MPI-ESM1-2-LR, CanESM5, NorESM2-LM
1.920000000000000000e+03, 3.477973731601447405e+00, 3.104387753906837411e+00, 2.361174130259267923e+00, 3.320615373994864061e+00, 4.394642452116233500e+00, 2.317094950254999564e+00, 3.981840219051380192e+00, 4.073604094057151848e+00, 3.204926282578101748e+00, 2.544028625703740776e+00, 2.585360636084998553e+00, 3.926435808178654341e+00, 4.015921283365010197e+00, 2.950011285039476405e+00
1.921000000000000000e+03, 3.554498262507125972e+00, 3.057482413953710676e+00, 2.352515687477600981e+00, 3.174241333092703954e+00, 4.492340107886504619e+00, 2.305307193408891120e+00, 3.976889369519875483e+00, 3.680706124403612112e+00, 3.116234972677101922e+00, 2.599734494042501787e+00, 2.598726177203411147e+00, 3.964126931064854809e+00, 4.019974957627329815e+00, 2.935874277514973318e+00
1.922000000000000000e+03, 3.572178568821722688e+00, 3.095828545317459657e+00, 2.326971955136572845e+00, 3.346465802234889431e+00, 4.542183570306510987e+00, 2.298850092463190720e+00, 4.108607376330954963e+00, 3.753710582405395790e+00, 3.165582255464992389e+00, 2.574387317102835748e+00, 2.629524457159007511e+00, 4.100081064573664946e+00, 3.993783440311541089e+00, 2.970894134256691466e+00
1.923000000000000000e+03, 3.692309714103120033e+00, 2.979766454596508130e+00, 2.349825208633180562e+00, 3.392333145027943253e+00, 4.365695928799334879e+00, 2.311062588860664402e+00, 4.117238333093228952e+00, 3.548453005003965099e+00, 3.077797119256559188e+00, 2.552878780603558884e+00, 2.551787165716930428e+00, 3.941282308861047579e+00, 3.940061364050603476e+00, 2.859580551034527129e+00
1.924000000000000000e+03, 3.697546970752645823e+00, 3.100945416175497016e+00, 2.350721001493074169e+00, 3.275784790469377761e+00, 4.201439815115445953e+00, 2.317179445711498254e+00, 3.938283310230327405e+00, 3.819495840391207597e+00, 3.081268409523270080e+00, 2.569808159395243763e+00, 2.525296673476720155e+00, 4.117236672321994639e+00, 4.085654315829958527e+00, 2.955183877563893891e+00
1.925000000000000000e+03, 3.698928365942981245e+00, 3.087387895514120295e+00, 2.368674817036239499e+00, 3.397723575175328747e+00, 4.693958160476241481e+00, 2.304666164105837911e+00, 3.852805120123981464e+00, 3.658386979660409377e+00, 3.324757501701861795e+00, 2.603273446013094627e+00, 2.520043528884351236e+00, 4.029199490217474811e+00, 3.994111288918847258e+00, 3.031494314205757323e+00
1.926000000000000000e+03, 3.626403097085803218e+00, 3.162753316186944552e+00, 2.356794130969165124e+00, 3.352514458306223410e+00, 4.459972960348022930e+00, 2.319132676656743275e+00, 3.935690936354280911e+00, 3.883091563119866141e+00, 3.229151071322598376e+00, 2.653697139795327509e+00, 2.578688775517822940e+00, 4.056817216128903780e+00, 4.148026235778376147e+00, 2.932097496729717978e+00
1.927000000000000000e+03, 3.558420769931585514e+00, 3.118141613784940258e+00, 2.358962465835358291e+00, 3.298734311670930897e+00, 4.636499584874766100e+00, 2.315641539119338344e+00, 4.241753645607241552e+00, 3.728110915157553329e+00, 3.197101815051384577e+00, 2.493550408055301038e+00, 2.609436313698514809e+00, 4.107296336321243579e+00, 4.027202791441124141e+00, 2.965148888330135790e+00
1.928000000000000000e+03, 3.707091634760639742e+00, 3.060331971334209644e+00, 2.307362776069984189e+00, 3.420769979882721135e+00, 4.412991659113997933e+00, 2.302549990947307279e+00, 4.126200942027744567e+00, 3.914505466034601255e+00, 3.239549117465374550e+00, 2.568924608147494570e+00, 2.615785710115400953e+00, 3.959479697668859988e+00, 3.925985116010022313e+00, 3.041487628077933270e+00
1.929000000000000000e+03, 3.571014161350122507e+00, 3.093573317262887201e+00, 2.351643867711748381e+00, 3.370563356420174461e+00, 4.163404609565497516e+00, 2.285018932498803057e+00, 3.875382960200368210e+00, 3.625903600583735731e+00, 3.152763039037727033e+00, 2.572238775263925525e+00, 2.570831684125356453e+00, 4.265320464419194657e+00, 4.098571853261065989e+00, 2.967550255377136459e+00
1.930000000000000000e+03, 3.531356728398701073e+00, 3.168544087513102347e+00, 2.373223648220822657e+00, 3.345731428138742469e+00, 4.361937935227159890e+00, 2.307841534544753603e+00, 3.978081065119805970e+00, 3.579662780196443794e+00, 3.027481433562173585e+00, 2.629849733852734239e+00, 2.538034193358353008e+00, 4.120327633894315333e+00, 4.102365306425242331e+00, 3.049576392167344885e+00
1.931000000000000000e+03, 3.553484210721599368e+00, 2.967619055004312223e+00, 2.387940864008272879e+00, 3.252291882761896513e+00, 4.760330505398447265e+00, 2.295703946412081642e+00, 4.155862414386781722e+00, 4.029619883790726220e+00, 3.032352740755713594e+00, 2.559798738256968686e+00, 2.566001946517894705e+00, 4.165983960681920450e+00, 4.056485226838301372e+00, 2.925229641949973480e+00
1.932000000000000000e+03, 3.621205346251615165e+00, 3.158616556545174703e+00, 2.338106663162929699e+00, 3.420484702405971689e+00, 4.456593499519025947e+00, 2.306259124563986962e+00, 4.201260526648261440e+00, 3.644106055015812196e+00, 3.169958000896386796e+00, 2.537450788284460579e+00, 2.594107776870030690e+00, 4.068989658642803597e+00, 4.085885087452934883e+00, 2.990179672677256040e+00
1.933000000000000000e+03, 3.620513159180661855e+00, 3.132548944093807464e+00, 2.310152927400407119e+00, 3.427545756957417478e+00, 4.620806558973368006e+00, 2.340018723438164194e+00, 3.863094131839920564e+00, 3.732832228765567972e+00, 3.187649062214480189e+00, 2.579682257409221968e+00, 2.581783543092295297e+00, 4.035039706966745854e+00, 4.093405197286206665e+00, 3.066958167653508482e+00
1.934000000000000000e+03, 3.565048442721424404e+00, 3.098212183339814185e+00, 2.376812540975712817e+00, 3.431363736709711176e+00, 4.613575798131841488e+00, 2.300716147713790960e+00, 3.907651849636980312e+00, 3.987561318853956482e+00, 3.194225929526831820e+00, 2.555102963047632958e+00, 2.570401363452592403e+00, 4.033357621919168245e+00, 4.076254140912539015e+00, 2.989840746553465767e+00
1.935000000000000000e+03, 3.700689356801436958e+00, 3.173681734721366610e+00, 2.361434609996323708e+00, 3.195913340607313913e+00, 4.234373789409985100e+00, 2.326586658765651627e+00, 4.114457802566338529e+00, 3.690305970012723424e+00, 3.067458988222242944e+00, 2.548681701769496044e+00, 2.568653986725337734e+00, 4.178345635106578193e+00, 4.075427262282441454e+00, 2.777478438670179184e+00
1.936000000000000000e+03, 3.634772872037044245e+00, 3.053367195298376746e+00, 2.338303454533519066e+00, 3.439369927654084780e+00, 4.674960203678914183e+00, 2.321476209436188487e+00, 3.990376125309427202e+00, 3.650951814828104602e+00, 2.957020705870383015e+00, 2.570847164721863809e+00, 2.566305436386211003e+00, 4.021023340070495777e+00, 4.094655992339194306e+00, 3.068102069656608588e+00
1.937000000000000000e+03, 3.498599218896335294e+00, 3.112846641711779494e+00, 2.386596888882308143e+00, 3.434251393315472356e+00, 4.947358564768522093e+00, 2.301165285515125447e+00, 3.982865633989685517e+00, 3.841414655811234979e+00, 3.225281863276329819e+00, 2.517228787178781513e+00, 2.518338123192871869e+00, 4.086375972186830907e+00, 4.080817307299917651e+00, 3.033774955826556763e+00
1.938000000000000000e+03, 3.529658453882341895e+00, 3.107089636784497344e+00, 2.336573730307211605e+00, 3.325709962175669165e+00, 4.919587347012901901e+00, 2.287408868471843881e+00, 3.907921079416761589e+00, 3.694974914278318145e+00, 3.198201071093526249e+00, 2.644597598110055792e+00, 2.516782777127946513e+00, 3.940256532866815764e+00, 4.007608026602884621e+00, 2.965720608319356355e+00
1.939000000000000000e+03, 3.575082943824866799e+00, 3.095726425665919823e+00, 2.363008755864638655e+00, 3.422937931915412513e+00, 4.418961611486138530e+00, 2.311107125070066548e+00, 4.234351240199218935e+00, 3.645947123771095644e+00, 3.167732850753359752e+00, 2.612392122929398486e+00, 2.562436254683390757e+00, 4.206422806210108334e+00, 4.204221941461361745e+00, 2.959517478879233554e+00
1.940000000000000000e+03, 3.506416843009873663e+00, 3.171332727261345408e+00, 2.339787838278747145e+00, 3.362582818775080806e+00, 4.582141564758359209e+00, 2.315840576494384795e+00, 3.995411561666077915e+00, 3.977420040451934646e+00, 3.189758227659790890e+00, 2.622092752955469841e+00, 2.587283877070614579e+00, 3.944818722891716867e+00, 4.182152728689855437e+00, 2.714687637997288405e+00
1.941000000000000000e+03, 3.554348529876037333e+00, 3.175009904489580759e+00, 2.376843821294751802e+00, 3.362673416193030729e+00, 4.410176245223522251e+00, 2.317658310413472478e+00, 3.835804744726766025e+00, 3.724569061848206797e+00, 2.889100372202862754e+00, 2.536138775607623685e+00, 2.596949009676251752e+00, 3.952169378556780632e+00, 4.173626496893804827e+00, 3.021139032957203874e+00
1.942000000000000000e+03, 3.587981568103140617e+00, 3.100499679085677140e+00, 2.367238902398998146e+00, 3.285324044266101140e+00, 4.545480854970265661e+00, 2.303182533508673746e+00, 4.022578772080803944e+00, 3.676823473851490665e+00, 3.126503813049966496e+00, 2.665501724151847274e+00, 2.484861663071131321e+00, 3.887636979934504300e+00, 4.155045837075915571e+00, 3.031967680134073362e+00
1.943000000000000000e+03, 3.581826865998322784e+00, 3.097424968227060926e+00, 2.343164433890572163e+00, 3.197930894524429135e+00, 4.418464167654920338e+00, 2.304165055082404656e+00, 4.100979519615932212e+00, 3.915344214276782697e+00, 3.119327052819580892e+00, 2.601864953586988438e+00, 2.465330476742267241e+00, 4.051895142548265660e+00, 4.066394988073106731e+00, 3.027977419792754699e+00
1.944000000000000000e+03, 3.639174220595740916e+00, 3.220552844746812582e+00, 2.396053040156454372e+00, 3.359115507823628999e+00, 4.727129302071078065e+00, 2.344182375946448627e+00, 3.840126290766271655e+00, 3.819298139356673616e+00, 2.864407313565275004e+00, 2.622225789907927762e+00, 2.507722173267000088e+00, 3.989690516879156768e+00, 4.211475263066352781e+00, 2.974420084149787868e+00
1.945000000000000000e+03, 3.546262978132654453e+00, 3.169562573998217836e+00, 2.394465345434015902e+00, 3.419697222066246933e+00, 4.930610640953676516e+00, 2.329674027617989029e+00, 3.824846658800040267e+00, 3.714319746915334619e+00, 3.142945761468410204e+00, 2.694011954876688542e+00, 2.638489446296467644e+00, 4.069136980080617860e+00, 4.114793821085053871e+00, 2.948550101015630087e+00
1.946000000000000000e+03, 3.617837508127458968e+00, 3.166532071358769684e+00, 2.366214484139017582e+00, 3.453049152645935038e+00, 4.607193663716705245e+00, 2.331823748072145541e+00, 4.018775021840894190e+00, 3.784677477617273578e+00, 2.950203027138910805e+00, 2.564502854716372404e+00, 2.532941825433090433e+00, 3.947743985031956448e+00, 4.068434426232514056e+00, 2.978172765993568394e+00
1.947000000000000000e+03, 3.567990329522635840e+00, 3.005216531873957209e+00, 2.330853937526510933e+00, 3.408731401469572209e+00, 4.334895900116895184e+00, 2.329468310901214423e+00, 4.101267600624826315e+00, 3.688057772614776297e+00, 2.995746317411129400e+00, 2.620681776583136724e+00, 2.488303702200626688e+00, 4.066538781403250979e+00, 4.209267628553988061e+00, 2.833728232433805783e+00
1.948000000000000000e+03, 3.648243244900676530e+00, 3.175677200717842652e+00, 2.369598632573183483e+00, 3.428759391042056848e+00, 4.680234181836557816e+00, 2.319958054316225482e+00, 3.952992604424471423e+00, 3.808086145516632826e+00, 3.096634654011458210e+00, 2.543885442550071208e+00, 2.486397541368029263e+00, 4.212824302169353885e+00, 4.117275071828344402e+00, 2.947028189201057025e+00
1.949000000000000000e+03, 3.608611730264439821e+00, 3.181247241603797349e+00, 2.364665316827721853e+00, 3.161108032561760872e+00, 4.781128070335840086e+00, 2.352411397370330004e+00, 4.202508618119125572e+00, 3.579434244981929858e+00, 3.193945603683417733e+00, 2.511833540900492157e+00, 2.487364972729393386e+00, 4.043073750177669901e+00, 4.183660931003140959e+00, 2.893268517352618474e+00
1.950000000000000000e+03, 3.532134295924423739e+00, 2.994845450490391414e+00, 2.328596416045271678e+00, 3.357477151093051670e+00, 4.960940711781376855e+00, 2.393274660646083962e+00, 3.960361213782512824e+00, 3.845751862798431286e+00, 3.043540755078029569e+00, 2.632699105228661018e+00, 2.602225466506560725e+00, 4.051758351397038105e+00, 4.186811463571290304e+00, 2.977680994941803050e+00
1.951000000000000000e+03, 3.474275181941649748e+00, 3.159039236312426890e+00, 2.372676474304776129e+00, 3.222380676618027628e+00, 4.777620095128910727e+00, 2.374371769356463879e+00, 3.839026439010576386e+00, 3.636097284949374231e+00, 2.918031283341110615e+00, 2.620150836476329737e+00, 2.482509415206131109e+00, 4.055161043676531740e+00, 4.135263300558635891e+00, 3.022635459771221278e+00
1.952000000000000000e+03, 3.616324902980787126e+00, 3.029801642320800070e+00, 2.379944678035511796e+00, 3.305845876999475852e+00, 4.579044120216236635e+00, 2.341622347188783149e+00, 4.067469539429340308e+00, 3.859181237018972421e+00, 3.121153309911155915e+00, 2.544676835256978187e+00, 2.507377314282859704e+00, 3.947919663342483343e+00, 4.227262912473591427e+00, 3.049980401242500694e+00
1.953000000000000000e+03, 3.529517008798554567e+00, 3.162908143284889118e+00, 2.327041109728548829e+00, 3.435462697621308958e+00, 4.221605029439849943e+00, 2.294220825642398598e+00, 3.960728750365937856e+00, 3.624872167182346061e+00, 2.960709041840169142e+00, 2.584093052586618811e+00, 2.513240848353621271e+00, 4.067328694886960250e+00, 4.199368050975679445e+00, 3.052746982812279963e+00
1.954000000000000000e+03, 3.546807768735796618e+00, 3.003079784859603141e+00, 2.398035944159815358e+00, 3.438291124419075917e+00, 4.156541934736687871e+00, 2.335479002570310048e+00, 3.977484779588696728e+00, 3.752957168367277330e+00, 2.994595005891483641e+00, 2.556612520335784122e+00, 2.480400489767577099e+00, 4.092360924288456658e+00, 4.173922216870403545e+00, 2.888481335003967310e+00
1.955000000000000000e+03, 3.568857137672448498e+00, 3.197422852780702929e+00, 2.347826445054883138e+00, 3.366056297861731661e+00, 4.696426252280724967e+00, 2.318639230302112164e+00, 3.760733280616301855e+00, 3.815424646760224192e+00, 2.918562387942932990e+00, 2.675262338178161059e+00, 2.453228768199913201e+00, 4.056592861535176731e+00, 4.151079231936279257e+00, 2.856563052903728916e+00
1.956000000000000000e+03, 3.521163140308780193e+00, 3.086668986380631807e+00, 2.309983696931940944e+00, 3.268180709278276197e+00, 4.732001061613352988e+00, 2.367483857551808679e+00, 3.808843854807759222e+00, 3.755513289461515303e+00, 3.026084040535151676e+00, 2.632270171454871299e+00, 2.526459587457884570e+00, 4.106709563152942444e+00, 4.266175950847372889e+00, 3.029780778622360060e+00
1.957000000000000000e+03, 3.578030029061473716e+00, 3.245153083727795984e+00, 2.353494542190138095e+00, 3.241363685889414370e+00, 4.598001357393946442e+00, 2.352053678365445766e+00, 3.901199953349188565e+00, 3.713672818342828030e+00, 3.138246418601149834e+00, 2.516895445183470414e+00, 2.543361643127004523e+00, 4.220519508093123484e+00, 4.160163255806028637e+00, 2.954585032837295344e+00
1.958000000000000000e+03, 3.525170922830947351e+00, 2.931737447028734955e+00, 2.382683872557695093e+00, 3.359087704609887037e+00, 4.508489295491774129e+00, 2.327284344069249666e+00, 4.176354873989014393e+00, 3.631290103839706962e+00, 3.075872793687824291e+00, 2.620037302420280323e+00, 2.496617415693648478e+00, 4.140567832959438199e+00, 4.397683364165376751e+00, 2.851638824306793829e+00
1.959000000000000000e+03, 3.510796713795098611e+00, 3.148094537003931936e+00, 2.407294451737447716e+00, 3.339374905371573998e+00, 4.720898053383103310e+00, 2.332472651893023663e+00, 4.232187391092889328e+00, 3.929912272831175279e+00, 2.883540024229243937e+00, 2.541020004112603203e+00, 2.446381732594134828e+00, 3.966460395091152336e+00, 4.218017389985478260e+00, 2.949159285463313740e+00
1.960000000000000000e+03, 3.476287238476386765e+00, 3.313712517930085699e+00, 2.371923525955920375e+00, 3.436865526638964052e+00, 4.878592283340092095e+00, 2.298248025971869613e+00, 3.756202140242867138e+00, 3.760558565192551495e+00, 2.933487056865560660e+00, 2.594746207895709755e+00, 2.482490332885723294e+00, 3.904280333984615936e+00, 4.295550288263935812e+00, 2.971497930501200813e+00
1.961000000000000000e+03, 3.394818510573059278e+00, 3.304183999486699719e+00, 2.395768383009691860e+00, 3.365819947584145488e+00, 4.729627084162857820e+00, 2.332047325121250125e+00, 3.853562940814405646e+00, 3.778305516241724060e+00, 3.088795901294915325e+00, 2.597929943738502612e+00, 2.496196452187876336e+00, 3.977378608340517818e+00, 4.195578579632210925e+00, 2.856138287460678882e+00
1.962000000000000000e+03, 3.487560353672939151e+00, 3.215356629063408800e+00, 2.374778525962287112e+00, 3.401672386732900843e+00, 4.307896450144343525e+00, 2.275074440900576977e+00, 4.084312968050660686e+00, 3.806304825051974206e+00, 2.940087170495800706e+00, 2.558833741797341244e+00, 2.438736172127005553e+00, 4.069576264172376057e+00, 4.292573319997430303e+00, 2.931541108229989145e+00
1.963000000000000000e+03, 3.479111860695486058e+00, 3.156887290380042455e+00, 2.352294044980423493e+00, 3.210879116568197134e+00, 4.769826338329871795e+00, 2.281657905544482112e+00, 3.813450957706598921e+00, 3.701676534300218702e+00, 2.941395855164708806e+00, 2.571004974913255747e+00, 2.415238896611512143e+00, 3.975450897859885480e+00, 4.262474621141258524e+00, 2.977883432073345382e+00
1.964000000000000000e+03, 3.570338993886133405e+00, 3.086664586290971624e+00, 2.350241076395713336e+00, 3.253481447700371287e+00, 4.666928728783236835e+00, 2.288698801951500439e+00, 3.732527436688187539e+00, 3.582819863705094754e+00, 2.967540033093802876e+00, 2.660280688892917134e+00, 2.392262460121474366e+00, 3.908591331513378009e+00, 4.169277061151746899e+00, 2.958824832883316436e+00
1.965000000000000000e+03, 3.537808252074274407e+00, 3.201949462369981791e+00, 2.353387467259533850e+00, 3.296698083934397339e+00, 4.222263397842580090e+00, 2.283302598702733999e+00, 3.991907254405338890e+00, 3.770390115510945606e+00, 2.886523418379442152e+00, 2.649786419797289572e+00, 2.462503334388307152e+00, 4.005986476288765807e+00, 4.179316997564669123e+00, 2.922667143371155074e+00
1.966000000000000000e+03, 3.557823388522733499e+00, 3.122981743877048189e+00, 2.364130747673074850e+00, 3.197821889591641931e+00, 4.563078904452082085e+00, 2.296199064767490139e+00, 4.162422230891330344e+00, 3.729871857260822043e+00, 2.960599327937179392e+00, 2.645481886281479511e+00, 2.512300661068816332e+00, 3.992103226914936354e+00, 4.271288622799765733e+00, 2.956156458827139399e+00
1.967000000000000000e+03, 3.638640195740349359e+00, 3.230056765839069755e+00, 2.353087716922408923e+00, 3.160691200821119207e+00, 4.828118187548547269e+00, 2.261729488830570123e+00, 4.042666628336151646e+00, 3.661459316000291953e+00, 2.998128466581955198e+00, 2.668234947699654747e+00, 2.447801644864460613e+00, 3.918070366804941251e+00, 4.338711852999356466e+00, 2.956782959092378427e+00
1.968000000000000000e+03, 3.628852593404771287e+00, 3.272272822316096175e+00, 2.393451847721487002e+00, 3.195091692291262220e+00, 4.648978303028326486e+00, 2.261208690716652203e+00, 3.768555841117385619e+00, 3.740427259014325490e+00, 2.891591279689106564e+00, 2.576615280282816389e+00, 2.416010932152981905e+00, 3.925351437709055702e+00, 4.258091250832880093e+00, 2.944355735934831131e+00
1.969000000000000000e+03, 3.681914341095217313e+00, 3.288087319360726735e+00, 2.405990571054422045e+00, 3.342863992365442627e+00, 4.511860076726815549e+00, 2.265963767130246609e+00, 3.761075808552971633e+00, 3.766972481259872385e+00, 3.059523702104096632e+00, 2.515408335088369363e+00, 2.433557741585819389e+00, 3.934696384477995856e+00, 4.303472615618463948e+00, 2.890659562973302954e+00
1.970000000000000000e+03, 3.661764499886993374e+00, 3.197838722262253075e+00, 2.400370026939935730e+00, 3.379381999289553740e+00, 4.433545027855712917e+00, 2.247043132431192358e+00, 3.781708191607313196e+00, 3.642287339636688603e+00, 3.035689578391382426e+00, 2.563423172775063819e+00, 2.510325079295435469e+00, 3.889646603452702855e+00, 4.389985522177352273e+00, 2.852475122559213538e+00
1.971000000000000000e+03, 3.614405696024308057e+00, 3.140974559263840060e+00, 2.358295256254574035e+00, 3.370035138072486891e+00, 4.757645052517846196e+00, 2.336066034041202943e+00, 4.082140700071433592e+00, 3.846591254504058810e+00, 2.873803136794567337e+00, 2.609726820554033822e+00, 2.431594418270834446e+00, 3.969529620588498897e+00, 4.271247132483144249e+00, 2.935003475508064064e+00
1.972000000000000000e+03, 3.594799546583163252e+00, 3.203923381287856031e+00, 2.410768348158432328e+00, 3.198493582630293375e+00, 4.826560869089369099e+00, 2.292205420327471099e+00, 4.133895509157637704e+00, 3.582578048269913218e+00, 2.924410898230865641e+00, 2.657475415036382405e+00, 2.425162303429640787e+00, 3.916257557021161961e+00, 4.374165496759882643e+00, 2.969968758722089319e+00
1.973000000000000000e+03, 3.599403523538476257e+00, 2.957607139220292947e+00, 2.381232264356852646e+00, 3.232541401515366619e+00, 4.987653949277328636e+00, 2.305008488147992640e+00, 3.975374436384984556e+00, 3.692628264676080629e+00, 3.024960199104798075e+00, 2.557621503758426229e+00, 2.442739724183847994e+00, 3.817752752047068210e+00, 4.313521049256737072e+00, 3.001284766450848629e+00
1.974000000000000000e+03, 3.476104239829374887e+00, 3.209083105996687557e+00, 2.354981675601631963e+00, 3.321298913013891685e+00, 4.601325073302616531e+00, 2.287325030214685917e+00, 3.648221842407333604e+00, 4.025778904606096553e+00, 2.952000602244593708e+00, 2.597869395791774672e+00, 2.427606346657540382e+00, 4.042407194700668782e+00, 4.325989303800487740e+00, 3.009595695594356357e+00
1.975000000000000000e+03, 3.515664014174308516e+00, 3.271200867786160593e+00, 2.343783808773205912e+00, 3.378645349918535601e+00, 4.424346105857154043e+00, 2.329785370675965694e+00, 3.835695190201269700e+00, 3.410473981159002133e+00, 2.967274070482727399e+00, 2.584459341478133609e+00, 2.492812164832518551e+00, 4.008270444949050493e+00, 4.395816224426233099e+00, 3.106255068277946840e+00
1.976000000000000000e+03, 3.503251836239987593e+00, 3.391595482970727993e+00, 2.382160222919737613e+00, 3.344007772245326748e+00, 4.803619729078559608e+00, 2.346489732187298394e+00, 4.160341858903417567e+00, 3.763832354110540290e+00, 3.163670358622693968e+00, 2.616199894064028975e+00, 2.494526737260111204e+00, 4.090308533826052084e+00, 4.385017987449876031e+00, 3.032173507788268552e+00
1.977000000000000000e+03, 3.482294731569793633e+00, 3.345452536385387088e+00, 2.418046574914489266e+00, 3.286572075581259078e+00, 4.869518970228138954e+00, 2.299286461695247752e+00, 4.169006025281085215e+00, 3.671253952830156653e+00, 3.018025995964275676e+00, 2.612077665111224078e+00, 2.435241231578363141e+00, 4.052073598047713610e+00, 4.374442643060628910e+00, 2.991862688455701136e+00
1.978000000000000000e+03, 3.399069341372104702e+00, 3.242393232047962925e+00, 2.406145847216970335e+00, 3.263345509937713995e+00, 4.783831093078523722e+00, 2.335724058424972771e+00, 4.065182740101183079e+00, 3.846294873730467412e+00, 2.864148263302530584e+00, 2.545680031785360953e+00, 2.441804616651084725e+00, 4.130509662691314254e+00, 4.424184117278157302e+00, 3.004566484668704796e+00
1.979000000000000000e+03, 3.404425330355977941e+00, 3.251759414550563942e+00, 2.429817315547301071e+00, 3.326840582498072685e+00, 4.879125553448343311e+00, 2.295050530916268094e+00, 3.867840371075534911e+00, 3.783552433904426859e+00, 2.935740160287781730e+00, 2.592921576931583871e+00, 2.469077752919145663e+00, 4.008384372292784548e+00, 4.464963126028044904e+00, 3.081901185244122487e+00
1.980000000000000000e+03, 3.507134523985958818e+00, 3.223654017646749192e+00, 2.435128825385144857e+00, 3.332788876661488153e+00, 5.001493710906741441e+00, 2.265009158975248571e+00, 3.841659494594454216e+00, 3.991037758018733506e+00, 3.140566869925502047e+00, 2.684730789506711623e+00, 2.479129081050938321e+00, 3.980143273214411526e+00, 4.397527948682604659e+00, 2.997705652876444749e+00
1.981000000000000000e+03, 3.568741372731198958e+00, 3.229830833932103129e+00, 2.426024006179969827e+00, 3.143337931693441334e+00, 4.421082815547561218e+00, 2.292034543445740091e+00, 4.272080850505520999e+00, 3.661151818298225002e+00, 3.143132900308879929e+00, 2.561360260376292608e+00, 2.495211823992851574e+00, 4.250797901923262678e+00, 4.501047917028740741e+00, 2.897937417707905361e+00
1.982000000000000000e+03, 3.539734798216695566e+00, 3.069469583904699039e+00, 2.432950997221249967e+00, 3.375201603879675716e+00, 4.478349198966434130e+00, 2.303501721300004412e+00, 4.112775026322681882e+00, 3.750789027301344003e+00, 2.828320042423195790e+00, 2.627389148454025491e+00, 2.410234594911836670e+00, 4.215343519358556890e+00, 4.487353317700025102e+00, 2.836676310915232868e+00
1.983000000000000000e+03, 3.557983275878844776e+00, 3.316922419988676651e+00, 2.473909566225056977e+00, 3.380076564321211841e+00, 4.669951641131544484e+00, 2.412538938931862109e+00, 4.005653210051455915e+00, 3.860092941831775537e+00, 2.972116559593866114e+00, 2.605908069895585655e+00, 2.386964791414842413e+00, 4.205591235479890777e+00, 4.554881169727107881e+00, 2.918590169881984053e+00
1.984000000000000000e+03, 3.631196642559165078e+00, 3.506159607492642216e+00, 2.434176632361697568e+00, 3.151983370851944688e+00, 4.773235072526355260e+00, 2.423470998217562844e+00, 3.955198039157113765e+00, 3.833504248081728960e+00, 2.906857213269897322e+00, 2.724473226694247519e+00, 2.482776211139198441e+00, 4.110563990222752651e+00, 4.571458627641188599e+00, 3.078734565566817682e+00
1.985000000000000000e+03, 3.620634426987366261e+00, 3.350331461359477903e+00, 2.400247783293256720e+00, 3.371636949712709441e+00, 4.754148662653244095e+00, 2.366051736080571288e+00, 4.053394003471728624e+00, 3.619998646303693501e+00, 2.916173719609601811e+00, 2.629818017440358258e+00, 2.498830100269272325e+00, 4.117169348673363594e+00, 4.495128169495931303e+00, 3.056763629059481513e+00
1.986000000000000000e+03, 3.684007654113863328e+00, 3.227210361450663090e+00, 2.451153371991845908e+00, 3.438360866191489063e+00, 4.522863421500347592e+00, 2.415069052208338007e+00, 4.137176042249420149e+00, 3.879244680298760350e+00, 3.013479842813561405e+00, 2.676365140385735142e+00, 2.513929518389662832e+00, 4.231414969166938711e+00, 4.582587291067232727e+00, 3.060859382253770189e+00
1.987000000000000000e+03, 3.683621174591164227e+00, 3.341802703205967617e+00, 2.451319898969650524e+00, 3.457379271042631874e+00, 4.997391244631921303e+00, 2.402938637715137826e+00, 4.041387175751819605e+00, 3.864552881189397660e+00, 2.976250733122431047e+00, 2.672255503199611582e+00, 2.435425922916723884e+00, 3.907997516274103411e+00, 4.497532064295138632e+00, 3.055667142130137126e+00
1.988000000000000000e+03, 3.655683592254832082e+00, 3.442792929826643533e+00, 2.437023830005952352e+00, 3.318017364053285956e+00, 5.131920017934290534e+00, 2.370527980461553330e+00, 4.003869237305366369e+00, 3.841005755116556397e+00, 3.029175970138074714e+00, 2.659700222030588534e+00, 2.429900446587164087e+00, 4.133810923755194544e+00, 4.567081917080852982e+00, 3.152583957063519460e+00
1.989000000000000000e+03, 3.603709921378008829e+00, 3.254704426685826046e+00, 2.469292124519166798e+00, 3.362206835913149394e+00, 4.978770241365573668e+00, 2.328808808859517132e+00, 4.254698018394090120e+00, 3.748783699279015114e+00, 2.947977840929359772e+00, 2.666471122104669078e+00, 2.463223707393525697e+00, 4.149501461020790316e+00, 4.644216101072745850e+00, 3.047158598543521890e+00
1.990000000000000000e+03, 3.472720616181026010e+00, 3.282592034303596584e+00, 2.435511214021109261e+00, 3.470449159474725764e+00, 4.824136513576731566e+00, 2.367783951649692131e+00, 4.282686789513451053e+00, 3.685047140383363562e+00, 3.166420335302154054e+00, 2.563673963239571751e+00, 2.484882248426661278e+00, 4.030968236135630711e+00, 4.583749354035401957e+00, 3.054069811561086478e+00
