year, NorESM2-MM, CMCC-CM2-SR5, ACCESS-ESM1-5, CESM2-WACCM, UKESM1-0-LL, IPSL-CM6A-LR, GFDL-ESM4, TaiESM1, EC-Earth3-Veg, CNRM-ESM2-1, MIROC-ES2L, MPI-ESM1-2-LR, CanESM5, NorESM2-LM
1.872000000000000000e+03, 3.662621087315832025e+00, 2.836003069478684857e+00, 2.243501724590366120e+00, 3.511041674313895466e+00, 4.034922590874692183e+00, 2.253490205439661498e+00, 4.146626492696889876e+00, 3.717477760245150531e+00, 3.368132554126794354e+00, 2.517290429084724668e+00, 2.743572433364179108e+00, 4.086225112238057733e+00, 3.705838894254003701e+00, 2.938742989018564788e+00
1.873000000000000000e+03, 3.696621377442136147e+00, 3.002996073952369560e+00, 2.301372601529038775e+00, 3.415497158453677073e+00, 4.459819682833092713e+00, 2.221986004766834277e+00, 4.093409107254247559e+00, 3.862331807071724299e+00, 3.560209202911354787e+00, 2.387723036792099407e+00, 2.684882402514534139e+00, 4.010013336063172673e+00, 3.682219399679284244e+00, 3.063647753000031670e+00
1.874000000000000000e+03, 3.601876204600691356e+00, 2.913671903796860363e+00, 2.273816190807122606e+00, 3.433387199600317352e+00, 4.516442236722942205e+00, 2.261830376296282363e+00, 4.143692339308979733e+00, 3.781011292517637568e+00, 3.440113190796470821e+00, 2.623744335440790110e+00, 2.659716354487099643e+00, 4.278280699407587484e+00, 3.756942874453565118e+00, 3.086578403030133977e+00
1.875000000000000000e+03, 3.598834782744644745e+00, 2.874315536910712510e+00, 2.272658118746202938e+00, 3.512664997963706792e+00, 4.680456475389695115e+00, 2.285211839684438306e+00, 3.895951062057668945e+00, 3.735934835910233787e+00, 3.335843111452112986e+00, 2.546257614776950007e+00, 2.716907860619141246e+00, 4.211485361185363097e+00, 3.659090571672143355e+00, 3.051168035935335254e+00
1.876000000000000000e+03, 3.647878738416807209e+00, 2.933137725099805415e+00, 2.265350963535377460e+00, 3.422054851437831058e+00, 4.349235631800145718e+00, 2.249821916570097891e+00, 3.972536071702025051e+00, 3.908129352534391643e+00, 3.264880330281776377e+00, 2.507877217554894678e+00, 2.742283675989626079e+00, 4.041595423263883546e+00, 3.813831441409511580e+00, 2.909529357810038519e+00
1.877000000000000000e+03, 3.570260339231626112e+00, 2.900850437804919579e+00, 2.281488156989105232e+00, 3.452411485483235065e+00, 4.179069097484403805e+00, 2.246934739506827317e+00, 4.129821527540888937e+00, 3.832824955625082630e+00, 3.280588927928822063e+00, 2.535326975152776274e+00, 2.674872704620367969e+00, 4.093224948041848776e+00, 3.755446222355887542e+00, 2.833874487958597754e+00
1.878000000000000000e+03, 3.708165929730024679e+00, 2.914928513911005048e+00, 2.281713259419086093e+00, 3.253212818306879583e+00, 4.317416361088461052e+00, 2.266987396532185617e+00, 4.138594070576583128e+00, 3.721401779788290565e+00, 3.477146789068016997e+00, 2.489985681286339236e+00, 2.630361701408949315e+00, 3.991563593460576431e+00, 3.733234699747135732e+00, 2.939952375203362500e+00
1.879000000000000000e+03, 3.596602517476283900e+00, 2.966038583592755629e+00, 2.293593549167407097e+00, 3.370043373793247810e+00, 4.664222891506558888e+00, 2.222207291487715342e+00, 4.366073481874649609e+00, 3.817850732863223850e+00, 3.224035548836008847e+00, 2.513892800955026985e+00, 2.637122606107657141e+00, 4.018219535749923743e+00, 3.768309741904109611e+00, 2.845534171137594548e+00
1.880000000000000000e+03, 3.613140100889307593e+00, 2.992586044509087717e+00, 2.288845718238911697e+00, 3.524965509198820346e+00, 4.744255968487162356e+00, 2.239732938148570440e+00, 3.948776242285539695e+00, 3.745591792299515888e+00, 3.309239405326841688e+00, 2.426204539344507971e+00, 2.676273422754892994e+00, 4.133831609462911949e+00, 3.726902133846685672e+00, 2.959737710368091079e+00
1.881000000000000000e+03, 3.457090035351933377e+00, 2.755766716075680467e+00, 2.281368186748093496e+00, 3.506227822631716506e+00, 4.450519680035485592e+00, 2.216691847628571743e+00, 3.950886586963650249e+00, 3.651499660892255417e+00, 3.503940509448649099e+00, 2.590944968200372234e+00, 2.666360524950750488e+00, 4.207369425860974843e+00, 3.770985247992261424e+00, 2.990699950864121881e+00
1.882000000000000000e+03, 3.725480545795628817e+00, 2.983718256227951837e+00, 2.312126516247720254e+00, 3.296320646846639502e+00, 3.954373155221131864e+00, 2.270769521189266449e+00, 4.063913649945826378e+00, 4.097757558352311591e+00, 3.436946696945104129e+00, 2.486018090723581153e+00, 2.646357509328460367e+00, 4.156032534528511846e+00, 3.788345219655901097e+00, 3.068136002987521760e+00
1.883000000000000000e+03, 3.704827671512362031e+00, 2.771146723019348723e+00, 2.296834298387573359e+00, 3.341355351280321351e+00, 4.435064677084270102e+00, 2.252234995339590817e+00, 4.285147213331995886e+00, 3.745265953644222101e+00, 3.209937876216645058e+00, 2.589684902595393634e+00, 2.645045090742676575e+00, 4.033124653123699055e+00, 3.689943071136533081e+00, 2.928933657752204489e+00
1.884000000000000000e+03, 3.638340097305602594e+00, 2.843043024666099150e+00, 2.263343400090731983e+00, 3.332173717318142270e+00, 4.117554140397522211e+00, 2.219063087527012978e+00, 3.958868335151517037e+00, 3.523534434065000109e+00, 3.137926866484498145e+00, 2.584876845786375998e+00, 2.577788668219543666e+00, 4.076677623419180385e+00, 3.722084919970085615e+00, 2.981019559766019622e+00
1.885000000000000000e+03, 3.621925138727201343e+00, 2.917996791839597037e+00, 2.297802307078256057e+00, 3.417589608708732740e+00, 4.507422017233302824e+00, 2.239886089743071906e+00, 3.980620289164141568e+00, 3.959873997559011372e+00, 3.177950915110120622e+00, 2.570624765140901324e+00, 2.623578518828620254e+00, 4.131590242490379872e+00, 3.787491150436429699e+00, 2.954473974522196400e+00
1.886000000000000000e+03, 3.610717785434655269e+00, 3.029845003234524103e+00, 2.318469457773506992e+00, 3.310402112680531417e+00, 4.498655939408905624e+00, 2.255691391083973762e+00, 4.025715290481833186e+00, 3.734369840074680980e+00, 3.311799655905565576e+00, 2.531850265261368804e+00, 2.650880695053734915e+00, 4.189214590402557725e+00, 3.751431488353717203e+00, 2.985916414946879538e+00
1.887000000000000000e+03, 3.531012722740285881e+00, 2.860982544566230246e+00, 2.300049687308906687e+00, 3.414551306330472880e+00, 4.269307107801417978e+00, 2.278120336409558799e+00, 3.838468243656672829e+00, 3.683617318295281606e+00, 3.263544224334366195e+00, 2.539343434736339056e+00, 2.645330225380182476e+00, 4.119544290056315283e+00, 3.808303212248173253e+00, 3.038528741559027857e+00
1.888000000000000000e+03, 3.524786939616731285e+00, 2.907779635542274033e+00, 2.299511892168168981e+00, 3.540778960636449035e+00, 4.271595196569145436e+00, 2.304457623525358212e+00, 4.339204414525787534e+00, 3.899097574686795298e+00, 3.137577023109577201e+00, 2.604377830962407714e+00, 2.696065914166991373e+00, 3.973402613543056461e+00, 3.800771784229394878e+00, 2.943162439909063899e+00
1.889000000000000000e+03, 3.557031652659299326e+00, 3.028698992573891857e+00, 2.335712746651738225e+00, 3.503216113608409898e+00, 4.449085262310736866e+00, 2.278357594733865898e+00, 4.103880061328136541e+00, 3.811259085451423445e+00, 3.392346076219896478e+00, 2.523162616635278077e+00, 2.641628561222807647e+00, 3.936293882772167407e+00, 3.784237952831075891e+00, 2.940277970023685405e+00
1.890000000000000000e+03, 3.653629368306236636e+00, 3.079656041062042160e+00, 2.292694081445026288e+00, 3.416206661263259559e+00, 4.319083198498900877e+00, 2.284703087374206909e+00, 3.982645071948813786e+00, 3.788003023098136968e+00, 3.331985670187829651e+00, 2.448868620938923435e+00, 2.607172086214897710e+00, 3.972397543661802644e+00, 3.816902151108036545e+00, 2.947120313752600307e+00
1.891000000000000000e+03, 3.548059900601438166e+00, 2.904638811510173557e+00, 2.270397700971602539e+00, 3.496617508680387232e+00, 4.155561799517019317e+00, 2.310933336090808421e+00, 4.062880792792020301e+00, 3.952724724056913885e+00, 3.272531663006052582e+00, 2.586508021867103491e+00, 2.618751693574745243e+00, 4.116078576191975813e+00, 3.843965446428101451e+00, 2.845240277161107834e+00
1.892000000000000000e+03, 3.626405936063537450e+00, 2.977809020696363884e+00, 2.283791291397937240e+00, 3.512725032066120967e+00, 4.562683703585043382e+00, 2.280475567495124700e+00, 4.095272236534060362e+00, 3.787927065587551656e+00, 3.304192796034376656e+00, 2.560937193497615727e+00, 2.634950152291640535e+00, 4.094329352242581876e+00, 3.788486956701159869e+00, 3.074328733168195882e+00
1.893000000000000000e+03, 3.617553408255457903e+00, 2.941905851640666647e+00, 2.341850919987713553e+00, 3.424030307003164353e+00, 4.580925357464987968e+00, 2.266706236797599860e+00, 4.031559855406364967e+00, 3.869000255060665694e+00, 3.250033741662666564e+00, 2.518376700926148626e+00, 2.722275585195477188e+00, 3.974879983944747508e+00, 3.834524712028040572e+00, 2.999505730723481811e+00
1.894000000000000000e+03, 3.606212805178350411e+00, 2.776098709265228504e+00, 2.304064730343289735e+00, 3.364462809879851246e+00, 4.479969493712522954e+00, 2.283329667551701192e+00, 3.987095346334204038e+00, 3.482208111573845688e+00, 3.202659041091682646e+00, 2.580776118802149632e+00, 2.617047919861489103e+00, 4.089727258367093832e+00, 3.790428459290238639e+00, 2.841661387647856252e+00
1.895000000000000000e+03, 3.629811165370278925e+00, 2.916689149991924968e+00, 2.332119871456472815e+00, 3.391609214983271947e+00, 4.544016103918171900e+00, 2.289718316133180220e+00, 4.098681408202519805e+00, 3.959409823810743578e+00, 3.413234697714372157e+00, 2.521864740370553193e+00, 2.595877796159482997e+00, 4.083214499875980508e+00, 3.876916782602019662e+00, 2.935282553507860381e+00
1.896000000000000000e+03, 3.586025631733007035e+00, 2.803386696737453665e+00, 2.336946228890291355e+00, 3.406300850318779716e+00, 4.350550013608355471e+00, 2.310327317820779491e+00, 4.006493857715405227e+00, 3.731212932483414235e+00, 3.585137576214331823e+00, 2.593883422787611526e+00, 2.602969157836015679e+00, 3.931440067765962443e+00, 3.856372083435219089e+00, 3.042213735022446297e+00
1.897000000000000000e+03, 3.590594448352705026e+00, 3.022798359452671502e+00, 2.314601626543820956e+00, 3.422798154728343700e+00, 4.397508482275036990e+00, 2.309827017346364197e+00, 4.094778725664287578e+00, 3.829859494514906260e+00, 3.165950495866410641e+00, 2.551969744721468647e+00, 2.660598648713500047e+00, 4.128739654471792697e+00, 3.838043947157722791e+00, 2.949084042520867310e+00
1.898000000000000000e+03, 3.538314640688214663e+00, 3.066195800681422945e+00, 2.323315651300211560e+00, 3.308507247916872451e+00, 4.470512659546232115e+00, 2.307985298844617894e+00, 4.162299415252840085e+00, 3.909956095230984197e+00, 3.187597232676997017e+00, 2.619455984870566301e+00, 2.675701247991054021e+00, 3.977406038248435749e+00, 3.815949408713159574e+00, 3.112068097779547404e+00
1.899000000000000000e+03, 3.614427430808798469e+00, 3.072718439560138570e+00, 2.285693412832636717e+00, 3.373545353424447502e+00, 4.300597181708869954e+00, 2.284620784054391063e+00, 4.299324915036375927e+00, 3.927015865928634497e+00, 3.177547916361811886e+00, 2.605963088490017565e+00, 2.669936894795787996e+00, 4.134712957887384022e+00, 3.843053479383650384e+00, 2.967409513930767684e+00
1.900000000000000000e+03, 3.538718387179700109e+00, 2.997149832062415697e+00, 2.245641800970862967e+00, 3.384021734927731728e+00, 4.564423122336564553e+00, 2.274806017409410686e+00, 4.183979606599861789e+00, 3.617678847844704393e+00, 3.119542305157727569e+00, 2.524314018492039846e+00, 2.614771189296435594e+00, 4.212678760740983464e+00, 3.907799271486201320e+00, 2.989240373518678329e+00
1.901000000000000000e+03, 3.569012404408221428e+00, 2.959844430448432817e+00, 2.247536782219593299e+00, 3.476616788866910390e+00, 4.637558391203546293e+00, 2.264163038389208626e+00, 3.967142363869528232e+00, 3.885086015357023026e+00, 3.193784933215637611e+00, 2.541403550197780525e+00, 2.646443847239432934e+00, 4.124369543041003006e+00, 3.839283407534605175e+00, 3.016458620704125515e+00
1.902000000000000000e+03, 3.614839297839616439e+00, 2.993975618203465583e+00, 2.215839517434801120e+00, 3.450921855677396177e+00, 4.539425528916046559e+00, 2.278026701322170666e+00, 3.894506224393858407e+00, 3.801466259397168201e+00, 3.232839885085226239e+00, 2.506127416182953649e+00, 2.686492800710616358e+00, 4.061866560526534720e+00, 3.927517286372365746e+00, 2.937263180242735583e+00
1.903000000000000000e+03, 3.452067517668709229e+00, 2.914683463569292865e+00, 2.265230914132035700e+00, 3.341604197323675418e+00, 4.601078445998457944e+00, 2.309977468891783570e+00, 4.152384745453103321e+00, 3.653298560128993788e+00, 3.120009651030230202e+00, 2.512928650954042276e+00, 2.596711241823153493e+00, 4.046322309041283205e+00, 3.832769444723062691e+00, 2.854492050715906615e+00
1.904000000000000000e+03, 3.533648027611696385e+00, 2.996153794262053527e+00, 2.271132457839178276e+00, 3.392806507271517003e+00, 4.563155133752148984e+00, 2.267967227451915591e+00, 4.393207377480139897e+00, 3.841434215850140443e+00, 3.179366544028549679e+00, 2.603765955950245292e+00, 2.623328409358208546e+00, 3.879296783388238801e+00, 3.871640388350177098e+00, 2.899032183018418252e+00
1.905000000000000000e+03, 3.611192794369225467e+00, 3.009577690266628025e+00, 2.272255092072872795e+00, 3.435452886994903476e+00, 4.676862661805722077e+00, 2.282275005711458693e+00, 3.922330188006260432e+00, 3.769057439179931634e+00, 3.280365477652868123e+00, 2.577958706788135768e+00, 2.595926159138361999e+00, 3.956239984257977849e+00, 3.877113208781071574e+00, 2.823220829909732554e+00
1.906000000000000000e+03, 3.584237110507762836e+00, 3.109340851689040175e+00, 2.347143601269356061e+00, 3.220431358958358636e+00, 4.447039001610817444e+00, 2.272344908493507010e+00, 3.941541329404600003e+00, 3.668188341211969572e+00, 3.352718578556485252e+00, 2.567336167140934489e+00, 2.587510677211294574e+00, 4.020300915181263868e+00, 3.867163934959509941e+00, 3.006490710635858044e+00
1.907000000000000000e+03, 3.585092962630143099e+00, 3.139996897012902188e+00, 2.292855852243665282e+00, 3.397692188743264285e+00, 4.056102327069607050e+00, 2.291573679570737987e+00, 3.958689869756919499e+00, 3.954293751657919298e+00, 3.189832812347970226e+00, 2.622881972041562815e+00, 2.602490394440090782e+00, 4.043495882099128913e+00, 3.897748401503899451e+00, 2.996666891139241784e+00
1.908000000000000000e+03, 3.576096819165631047e+00, 3.077035699668344115e+00, 2.332435834943591857e+00, 3.485996288388461650e+00, 4.144580552950065666e+00, 2.322103595035793777e+00, 4.027681862466736540e+00, 3.737141155210234711e+00, 3.201016473589692435e+00, 2.540322345798573966e+00, 2.684442135203204405e+00, 4.095539722428830132e+00, 3.946685132535467044e+00, 2.974451622407797036e+00
1.909000000000000000e+03, 3.664216466584002685e+00, 2.743945057401016463e+00, 2.290887416219723693e+00, 3.408700290219197626e+00, 4.626362519860284017e+00, 2.326990616070402584e+00, 4.161296865453249616e+00, 3.739126054939304833e+00, 3.142737331651717092e+00, 2.573786962288112878e+00, 2.633256844381673289e+00, 4.015979176416380803e+00, 3.924483115148135415e+00, 2.889849605585933734e+00
1.910000000000000000e+03, 3.576728058454698989e+00, 2.975223983003875805e+00, 2.332307114307059059e+00, 3.372894027860196875e+00, 4.730383836857387614e+00, 2.275002213062072176e+00, 4.345375889142398584e+00, 3.701801166450314096e+00, 3.254127014757707936e+00, 2.549998961596191993e+00, 2.587248023187795454e+00, 3.946142215537676634e+00, 3.959205972665821527e+00, 2.953136430973862581e+00
1.911000000000000000e+03, 3.532306375798438758e+00, 2.882260892029310462e+00, 2.371761810850012697e+00, 3.328279791278512700e+00, 4.784421384715621173e+00, 2.302863429451970312e+00, 3.967015881794358823e+00, 3.851978034465838530e+00, 3.360542235819454326e+00, 2.560638209284519906e+00, 2.644019301898790530e+00, 4.177085493308267061e+00, 3.875919107259181651e+00, 2.955762334590586349e+00
1.912000000000000000e+03, 3.564314909845515356e+00, 2.912251960226217573e+00, 2.345369120690191433e+00, 3.324026263912414958e+00, 4.324358601703060856e+00, 2.305962533716209517e+00, 3.813284287664166605e+00, 3.638413223645756034e+00, 3.435843257951681995e+00, 2.601160024923221403e+00, 2.673672540088563920e+00, 4.066933364409370810e+00, 3.974248678229479026e+00, 2.735205408729284304e+00
1.913000000000000000e+03, 3.423460000163723205e+00, 3.064511336001564334e+00, 2.335098163546676986e+00, 3.423232852324276987e+00, 4.096328713955371015e+00, 2.319075901488814928e+00, 4.006030290872469202e+00, 3.765864824572439762e+00, 3.295832981309007259e+00, 2.495917058847411774e+00, 2.587122916619733370e+00, 4.103393746086838156e+00, 3.979374632757852748e+00, 2.877305545196002345e+00
1.914000000000000000e+03, 3.520422561359010327e+00, 3.113201009548689058e+00, 2.325565789168850372e+00, 3.348758487087874602e+00, 4.379729662994741979e+00, 2.298288069908821285e+00, 4.159286353344605836e+00, 3.893721215298842964e+00, 3.034833956460695426e+00, 2.593345646019465267e+00, 2.534017823134003589e+00, 4.123923961087924361e+00, 3.898245994684502502e+00, 3.062152769022577825e+00
1.915000000000000000e+03, 3.539955852833992278e+00, 3.099967461991943729e+00, 2.335225707897133240e+00, 3.439739211904792260e+00, 4.474789317359821439e+00, 2.318804144755452601e+00, 4.106942382608980147e+00, 3.662032150969197541e+00, 3.025736405025328146e+00, 2.514324481340711959e+00, 2.575279049477621651e+00, 4.103547126385450383e+00, 3.930056506552207285e+00, 2.903975092173900485e+00
1.916000000000000000e+03, 3.530562977857782503e+00, 2.995688952368338764e+00, 2.333142626715972501e+00, 3.379015011390787748e+00, 4.703446437101131750e+00, 2.312272693477176233e+00, 3.852753854408705880e+00, 3.619908868243832067e+00, 3.110606548003264749e+00, 2.585788623710183476e+00, 2.644798724906006537e+00, 4.042660078792992273e+00, 3.989343861275942427e+00, 2.923116057193023476e+00
1.917000000000000000e+03, 3.581153110152779817e+00, 3.127704539386317428e+00, 2.308109967510745264e+00, 3.322737428292312778e+00, 4.531048024932949225e+00, 2.276934258155868029e+00, 4.062114093718188990e+00, 3.845391695995965087e+00, 3.250292216236538412e+00, 2.590557667241133899e+00, 2.652443680884981614e+00, 4.079625478810933181e+00, 3.949310480258545475e+00, 3.014388826019340328e+00
1.918000000000000000e+03, 3.543356469245813933e+00, 2.876693785244436086e+00, 2.327431984519864994e+00, 3.420781851443432497e+00, 4.371417830484463529e+00, 2.318113767028969541e+00, 4.234259189508027710e+00, 3.710379108910579316e+00, 3.260382235443460619e+00, 2.535209630770137057e+00, 2.596991195479973147e+00, 4.097853686921826721e+00, 4.092477461552716633e+00, 2.927099526555239084e+00
1.919000000000000000e+03, 3.452691861181418798e+00, 3.120752170449294205e+00, 2.321004381408046768e+00, 3.441800398604201394e+00, 4.396690844993697667e+00, 2.342142864759530152e+00, 4.434521381326289813e+00, 3.746872764241644838e+00, 3.220284196038732283e+00, 2.613000864926608102e+00, 2.546188936020052473e+00, 3.936392550178794192e+00, 3.962629714702077699e+00, 2.839830682856439914e+00
