year, ACCESS-ESM1-5, NorESM2-LM, INM-CM4-8, UKESM1-0-LL, CMCC-CM2-SR5, CanESM5, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, INM-CM5-0, CESM2-WACCM, IPSL-CM6A-LR, MPI-ESM1-2-LR, TaiESM1, EC-Earth3-Veg, GFDL-ESM4
2.073000000000000000e+03, 1.101597746461483496e+01, 5.552327338313605587e+00, 2.695380684113806069e+01, 8.609753285911756038e+00, 5.279427013228406906e+00, 8.301595003062821831e+00, 1.314593944140092141e+01, 6.447866334288464785e+00, 1.333343965023200006e+01, 2.398547326566435345e+01, 6.810828812304563940e+00, 4.243567467117950187e+00, 6.177003708422892814e+00, 3.871799400305630190e+00, 8.245225437740911545e+00, 1.390659720223397677e+00
2.074000000000000000e+03, 1.093489950458317317e+01, 5.467228448209024982e+00, 2.697877909118699691e+01, 8.611290766408650654e+00, 5.300441004016668956e+00, 8.291765105288300575e+00, 1.312320975911874399e+01, 6.562635846834678155e+00, 1.329572529332891762e+01, 2.430790946656109952e+01, 6.783717900017864899e+00, 4.149770418144764328e+00, 6.349677756504415349e+00, 4.462090638734637515e+00, 8.393488774489215487e+00, 1.335938180360689120e+00
2.075000000000000000e+03, 1.094774921998164174e+01, 5.534776797288730954e+00, 2.686039875155871570e+01, 8.661589549295722890e+00, 5.631357527455006284e+00, 8.317153268249898090e+00, 1.309838307480346486e+01, 6.580332759333593629e+00, 1.331431132242769522e+01, 2.445561665380951410e+01, 6.707656540702066295e+00, 4.059146682915806714e+00, 6.350233987213232290e+00, 4.208790987529233085e+00, 8.437692161369934496e+00, 1.350046405977781028e+00
2.076000000000000000e+03, 1.102632432082985581e+01, 5.594194532002165765e+00, 2.700739236093085083e+01, 8.687144858874203734e+00, 6.056408129152174524e+00, 8.248162739258031451e+00, 1.314633362185564103e+01, 6.532048860188015560e+00, 1.355767764729620239e+01, 2.418829256020110918e+01, 6.709508753708942841e+00, 4.065963105035622860e+00, 6.355859749388184987e+00, 4.095963381678204840e+00, 8.452310210635838317e+00, 1.389337202804420857e+00
2.077000000000000000e+03, 1.098621606606054613e+01, 5.529870592103247162e+00, 2.716872445644717970e+01, 8.705828489333759634e+00, 5.258295462034371148e+00, 8.291275751417373385e+00, 1.316162220882117140e+01, 6.551973546889032995e+00, 1.350865288257962327e+01, 2.399878234902593377e+01, 6.645628861644306440e+00, 4.088654964263303881e+00, 6.353812543582598948e+00, 4.248648686300923849e+00, 8.514380433479235677e+00, 1.368521772879370157e+00
2.078000000000000000e+03, 1.096824280344320357e+01, 5.553554122937325310e+00, 2.731580619865546566e+01, 8.718008127810257690e+00, 5.058122298966273966e+00, 8.238965615942547061e+00, 1.315882098453086613e+01, 6.508078634693478470e+00, 1.353807698338679266e+01, 2.408662600413115484e+01, 6.856129310110238073e+00, 4.193869985139581757e+00, 6.290866682075207272e+00, 4.167319021960400605e+00, 8.454152296945123268e+00, 1.396982442144478087e+00
2.079000000000000000e+03, 1.100128929790025722e+01, 5.604534477510476620e+00, 2.736099071184777998e+01, 8.692962637832588157e+00, 5.190732601244411271e+00, 8.291017930614433595e+00, 1.311520633311408801e+01, 6.451298755789571793e+00, 1.348000830127613803e+01, 2.410165263680383418e+01, 6.821217922365388375e+00, 4.285362665787470604e+00, 6.342102891855725844e+00, 4.097908051757569226e+00, 8.521622794373181264e+00, 1.429650098550959481e+00
2.080000000000000000e+03, 1.103501317668906267e+01, 5.625124995965913755e+00, 2.726630831488377638e+01, 8.739521602806043177e+00, 5.149214364469398397e+00, 8.337071286995495711e+00, 1.307197089078220209e+01, 6.538197736662021420e+00, 1.350658951222305859e+01, 2.403664899193018201e+01, 6.721121260671055531e+00, 4.220061706741055296e+00, 6.306541245636474891e+00, 3.770419941163312583e+00, 8.666596355444170285e+00, 1.421624740742676751e+00
2.081000000000000000e+03, 1.107993742882418964e+01, 5.614435093128613552e+00, 2.720036466884725712e+01, 8.759224732379003342e+00, 6.145711227046754210e+00, 8.336197412920453687e+00, 1.309534270610340911e+01, 6.536051083632357539e+00, 1.355816703897648523e+01, 2.392492818115626463e+01, 6.818681752574506483e+00, 4.205714345365341167e+00, 6.428179485274058358e+00, 4.198195631228678337e+00, 8.743905529585463299e+00, 1.379869554966526968e+00
2.082000000000000000e+03, 1.106247758733880637e+01, 5.550864727335736326e+00, 2.722886475765822922e+01, 8.737326691254283517e+00, 6.170607580578544749e+00, 8.373642259459252557e+00, 1.314135436942100554e+01, 6.587477847044474366e+00, 1.351611240336637820e+01, 2.388992172726596053e+01, 6.828243693909676892e+00, 4.236482089738007772e+00, 6.463382095614988998e+00, 4.343713118492787295e+00, 8.807434912378820258e+00, 1.387467655397372379e+00
2.083000000000000000e+03, 1.106504692400162426e+01, 5.464333805182306492e+00, 2.719324096744960073e+01, 8.743417850661284518e+00, 5.322389631963613255e+00, 8.447543108197507422e+00, 1.318822812966621960e+01, 6.567679713846071188e+00, 1.352781480163212890e+01, 2.406429147831884663e+01, 6.763204270270275487e+00, 4.172452956435832583e+00, 6.531444761985738978e+00, 4.293548104235323848e+00, 8.767316990264777843e+00, 1.402123041906884415e+00
2.084000000000000000e+03, 1.100337991838956064e+01, 5.498647528476306334e+00, 2.710237079670987370e+01, 8.783349735179164952e+00, 5.241988099518015254e+00, 8.451351005572139030e+00, 1.314991491156226111e+01, 6.601361738237160104e+00, 1.361988946163773484e+01, 2.420267179103308308e+01, 6.642441478639720565e+00, 4.225881583552464349e+00, 6.496769529507210983e+00, 4.393300971573577129e+00, 8.724695924878060893e+00, 1.421198388064699669e+00
2.085000000000000000e+03, 1.093727949398984123e+01, 5.607083737867355033e+00, 2.694963942051748873e+01, 8.785548068384187559e+00, 5.945307724491454060e+00, 8.415229175567354503e+00, 1.308440236918021782e+01, 6.502909202753374807e+00, 1.347564142488322680e+01, 2.411785954348760086e+01, 6.696335764393228196e+00, 4.311695511354519006e+00, 6.442934376249088047e+00, 4.216308769266665202e+00, 8.770606339144773500e+00, 1.364287459278585857e+00
2.086000000000000000e+03, 1.093327771866367115e+01, 5.720809309921062180e+00, 2.684389176640251051e+01, 8.781395901400459891e+00, 5.426787975438768008e+00, 8.360713298404316873e+00, 1.310493822966612498e+01, 6.399394938200105187e+00, 1.337143066916915579e+01, 2.399143733635666464e+01, 6.593720063278407650e+00, 4.366818052602613243e+00, 6.464071533241686929e+00, 3.862845905036344618e+00, 8.929613196370906891e+00, 1.400512885959391163e+00
2.087000000000000000e+03, 1.086713694502426897e+01, 5.780360167231721746e+00, 2.677310192382295995e+01, 8.788966476511305359e+00, 5.403122580869870184e+00, 8.398478080175271643e+00, 1.312631879810715674e+01, 6.573768338891825103e+00, 1.342172409531199406e+01, 2.392539189515512277e+01, 6.694462087891677626e+00, 4.260091000056360322e+00, 6.410911745019690855e+00, 4.127292544093648097e+00, 8.967379496933213900e+00, 1.375084484234424087e+00
2.088000000000000000e+03, 1.081003662210910576e+01, 5.719501063188274337e+00, 2.671392877142374545e+01, 8.773661329835514167e+00, 5.880895735737767360e+00, 8.470874189392366915e+00, 1.310681335160827921e+01, 6.628448286406177559e+00, 1.331219759095344912e+01, 2.394619628366110931e+01, 6.712538651265679945e+00, 4.136547513713273894e+00, 6.401872001699145720e+00, 3.820714620390983196e+00, 8.939024361142863029e+00, 1.373025627461366360e+00
2.089000000000000000e+03, 1.078423956213998203e+01, 5.508321305882710739e+00, 2.669114869734942630e+01, 8.800778244685682594e+00, 6.157591047510790894e+00, 8.491708792007102602e+00, 1.315170130541651616e+01, 6.639189888091267200e+00, 1.355139185420601144e+01, 2.378194881748409983e+01, 6.646473619393236554e+00, 4.231243480787860278e+00, 6.413092501635149212e+00, 4.055986981591439999e+00, 8.996202280970504006e+00, 1.400909158766973084e+00
2.090000000000000000e+03, 1.081335785893211110e+01, 5.446083588953995580e+00, 2.655629526690399089e+01, 8.795477064069057604e+00, 6.169550453708815496e+00, 8.415894497825878062e+00, 1.320971176292089311e+01, 6.664548194315777607e+00, 1.343268081938207281e+01, 2.386477374699718368e+01, 6.750615108603419401e+00, 4.217228605439889755e+00, 6.476572621808736940e+00, 4.150487788282193335e+00, 9.137235762278052675e+00, 1.399259758830736278e+00
2.091000000000000000e+03, 1.086734323125127588e+01, 5.477770202826150125e+00, 2.653287361612699513e+01, 8.793021934507381232e+00, 5.371980984707337647e+00, 8.401097944629199787e+00, 1.320613051555893769e+01, 6.584105629816375149e+00, 1.362595410627039172e+01, 2.373464405064085270e+01, 6.672284879718120898e+00, 4.373517335529001571e+00, 6.481411163717582191e+00, 4.071123499687086422e+00, 9.155279857266906518e+00, 1.390271755758157424e+00
2.092000000000000000e+03, 1.091838666246535183e+01, 5.496852311405803881e+00, 2.659363515093503949e+01, 8.787474462359824656e+00, 5.049514404191500105e+00, 8.452379920577557826e+00, 1.309939491519958565e+01, 6.672510139485248182e+00, 1.340078637788297300e+01, 2.367642455082672726e+01, 6.734231182189694742e+00, 4.451972911556826062e+00, 6.437726162757477333e+00, 4.150422856508810376e+00, 8.656826453769001617e+00, 1.379035615738555709e+00
2.093000000000000000e+03, 1.098132155057518666e+01, 5.579170213086748653e+00, 2.662188943776165573e+01, 8.824727233521882042e+00, 5.536586427430316704e+00, 8.498409495256948887e+00, 1.306925691457552574e+01, 6.647036351003619004e+00, 1.343867463420906638e+01, 2.381390317511672094e+01, 6.860214109285938555e+00, 4.348673092691029751e+00, 6.543394066463952718e+00, 3.827749400999405971e+00, 8.941341081056833673e+00, 1.404294242135767146e+00
2.094000000000000000e+03, 1.114210277822571449e+01, 5.536386317029275084e+00, 2.664528703823709321e+01, 8.882356849270452770e+00, 6.137747786481804191e+00, 8.455752022818060709e+00, 1.307612978438301177e+01, 6.620405934207715504e+00, 1.351718216830337482e+01, 2.382113234753423114e+01, 6.892574844113589450e+00, 4.309849423033204729e+00, 6.547404564682363315e+00, 3.760525364107373036e+00, 9.285319726379857030e+00, 1.421193789938235419e+00
2.095000000000000000e+03, 1.111416260023624325e+01, 5.571609486648295473e+00, 2.664247011680380695e+01, 8.934684718179402907e+00, 6.008643805336970622e+00, 8.510350146149720629e+00, 1.308592646796119929e+01, 6.777206075388961359e+00, 1.351736099850734796e+01, 2.383889675201250569e+01, 6.963589364411288507e+00, 4.486242680525759141e+00, 6.663950506986966005e+00, 4.034747675675584233e+00, 9.319803993324359936e+00, 1.466192045893997875e+00
2.096000000000000000e+03, 1.106139275691992907e+01, 5.693094242779806358e+00, 2.655451883369581267e+01, 8.978756839538275969e+00, 5.542164540695321051e+00, 8.393256410624907460e+00, 1.300848370686971478e+01, 6.808970096896324264e+00, 1.363976236126833008e+01, 2.404571744378970166e+01, 6.859213330260173436e+00, 4.516387025404367428e+00, 6.819085430306905948e+00, 4.153734804044630025e+00, 9.213545903158355088e+00, 1.409735170316665176e+00
2.097000000000000000e+03, 1.106866797387859158e+01, 5.721711096301532962e+00, 2.656472865157963170e+01, 8.987160313217948726e+00, 5.686856620537940721e+00, 8.407902406610523016e+00, 1.285147246875266802e+01, 6.705155506679195021e+00, 1.343654965908025112e+01, 2.394907777008943839e+01, 6.882156901620468226e+00, 4.453257993868304787e+00, 6.681854445827254629e+00, 3.694898836697617206e+00, 9.249516768342644468e+00, 1.460201732377906847e+00
2.098000000000000000e+03, 1.110928392343556581e+01, 5.620849025831644141e+00, 2.652477763151621204e+01, 8.996784430539362276e+00, 6.072485295125810367e+00, 8.366324308719530478e+00, 1.281029947207835207e+01, 6.612502975468522948e+00, 1.337431900175048405e+01, 2.385088133374886610e+01, 6.937426247165232596e+00, 4.460630177383974271e+00, 6.583138176265814323e+00, 3.911280972171063297e+00, 9.391223428936710249e+00, 1.443662729444253667e+00
2.099000000000000000e+03, 1.112354603594213032e+01, 5.607543685461505945e+00, 2.676941585116187383e+01, 8.991372984819328451e+00, 5.917149691204876660e+00, 8.294938249847939815e+00, 1.295365884222352726e+01, 6.622357110130287161e+00, 1.344266928513769876e+01, 2.384509713760434479e+01, 6.827691043475023314e+00, 4.397857215504199502e+00, 6.685977320374175470e+00, 4.013876012416821126e+00, 9.566642394219835310e+00, 1.409158144832889370e+00
2.100000000000000000e+03, 1.103944089455779221e+01, 5.605975367676743204e+00, 2.676130002138015485e+01, 8.928925812991739264e+00, 5.630652619662818381e+00, 8.242504143132928007e+00, 1.303623856327303443e+01, 6.627359433558060786e+00, 1.335100960651450031e+01, 2.382360986043421747e+01, 6.720473922061667160e+00, 4.366112140378283435e+00, 6.796418287988712059e+00, 3.996823454688989141e+00, 9.614844572312374993e+00, 1.444146341159923130e+00
