year, MIROC-ES2L, NorESM2-MM, GFDL-ESM4, CanESM5, ACCESS-ESM1-5, CESM2-WACCM, CMCC-CM2-SR5, EC-Earth3-Veg, TaiESM1, IPSL-CM6A-LR, NorESM2-LM, UKESM1-0-LL, MPI-ESM1-2-LR, INM-CM5-0, INM-CM4-8, CNRM-ESM2-1
2.077000000000000000e+03, 3.891189401299382372e-02, 4.692713355512274226e-02, -1.456740044209288154e-01, 3.797462174173780181e-01, -1.047895904675220230e-01, -3.978190029949652678e-02, -5.052203902190259832e-01, -5.708258099454794135e-03, 3.728473693415831208e-02, 1.177825973838820400e-02, -8.468104778961866100e-03, 1.016204535571962747e-01, 9.885542929691608360e-02, -9.552692527169254211e-02, 2.328065259592240477e-01, -1.121825693600208423e-02
2.078000000000000000e+03, 7.110472203919317689e-03, 2.795041531497447634e-02, 1.036666526722107851e-01, -3.896957136023065926e-01, 3.501680984105678268e-02, 1.906599525137230577e-01, -1.492258744427508305e-02, -7.849368597164527173e-02, -7.847567541819244763e-02, 1.515956024713694950e-01, 5.965385342405279956e-02, 9.309403114678699645e-03, -1.130585397463269720e-01, -9.113463655214398829e-03, 5.033709685675814560e-01, -5.258072458410625871e-02
2.079000000000000000e+03, -9.809927289983065568e-02, -3.240020629706503313e-02, 1.138693071214404579e-01, -5.358392728543197314e-02, 2.269701579706194516e-02, -2.882490987473081134e-02, 4.543026922915609223e-02, 2.707011840868446262e-01, -1.628680544196645930e-01, 1.148994777492321900e-01, 3.156565849371129745e-02, 3.532953260594293848e-02, 1.374530945127400428e-01, -1.941753167496735460e-02, -1.343850027471119556e-02, -5.193276938386836433e-02
2.080000000000000000e+03, -6.985618773691540384e-02, 7.925845905778815259e-02, -6.072383866113614803e-02, 2.420000159299804110e-01, 1.174861911259720421e-01, -2.895800232567998997e-02, 2.454039707410933524e-02, 8.395285497999588342e-02, -7.975456271761142968e-02, -6.891728365322057070e-02, 2.120176942255493427e-02, 4.405247054195731565e-02, -5.519676093496676816e-02, -1.581777083552100283e-01, 4.971278759389506641e-02, 1.446168588510118591e-01
2.081000000000000000e+03, 8.234842185652002655e-02, 4.998727602921380214e-02, -8.928968040394386074e-02, 7.377121242646644816e-02, -4.578569447864614533e-02, 1.270340133029686236e-01, 8.292019618031966077e-01, 1.315859475301265069e-01, 3.135745492326523221e-01, -6.622654391828542222e-03, 2.606038949792883683e-02, 6.702525481379555117e-02, 2.007017049091849858e-01, -3.092776129874141855e-01, -8.354594255453524909e-02, 9.555657287802098512e-03
2.082000000000000000e+03, 8.976416248272692244e-02, 5.906899445582983882e-02, -9.720279220364988482e-02, 1.296083481144056151e-02, 9.225222748703390541e-02, -1.737288825814954293e-02, -1.742112034873706250e-01, -6.209163955112156214e-03, -3.835035953104425077e-02, 2.271837918538892678e-02, -1.610590084901052446e-02, -1.548681839195188426e-01, -2.368979274509205868e-02, 3.771485700978888939e-02, 5.637327421690479373e-02, -9.852484457129274953e-02
2.083000000000000000e+03, 1.295079325080905619e-01, 1.622031245028774304e-03, 1.023604884199863160e-02, 8.760415886942263253e-02, -6.446865481222727179e-02, 7.722759318974421576e-03, -4.327375278918486057e-01, -1.379240247805614827e-01, -1.039052226267212359e-01, -3.530069571493961444e-02, -3.493146017861280261e-02, 1.015960642145779247e-01, 2.859248858128581872e-01, 2.132451433292972542e-01, -1.650981609378754725e-02, 1.530506572293119094e-01
2.084000000000000000e+03, -1.982351739461040152e-01, 6.999300434364337520e-02, -4.881924715235795575e-02, 1.237116825940499237e-01, -1.071428649275762146e-01, -5.598771783934022167e-02, 7.654054596304339653e-02, -1.918321672198613137e-03, 1.884125727907517700e-01, 1.272678114038815755e-01, 1.059689151459516747e-02, 4.015023569033955575e-02, 4.688876087493699940e-02, 2.391936627188610276e-01, -2.836565449240497916e-01, 5.237710649241564959e-02
2.085000000000000000e+03, -5.171885777248170363e-02, -3.882606283594266378e-02, -8.546139518254554368e-02, 1.303878073678403082e-01, -9.754046634006666161e-02, 7.779058901167273943e-02, 3.607046505763704114e-01, 2.650953178045883929e-01, -3.575765475942217497e-01, 1.191757591950709794e-01, 5.971685503943619661e-02, 4.424737112501666431e-02, -3.966276183116199117e-02, -1.815695772156207810e-01, -2.920708466211004994e-01, -3.031123421853488820e-01
2.086000000000000000e+03, 5.228914256117139780e-02, -9.093518673669336028e-02, 8.836364166361240086e-03, -3.065984246870485097e-01, -2.673048606597934126e-02, -6.995939148955454545e-02, -2.395873116586795804e-01, 5.095690692863637933e-02, -8.899343076769250516e-02, 1.038119020563534195e-01, 8.372555397182561421e-02, 3.075138412362785068e-02, -9.055690751613718059e-02, -2.211917005861870067e-01, -1.746179596011575297e-01, 2.746671766711652335e-02
2.087000000000000000e+03, 1.138856995670596284e-01, 1.619315589861722027e-01, -1.399961891204119513e-01, -7.630289306310250597e-02, -1.114717137974631095e-01, 1.051216948268038076e-01, 1.494254362791304080e-01, 3.891503064273169749e-02, 1.991960913309474557e-01, -2.177108932514531803e-01, 9.659493339721136884e-02, -8.418155751458994418e-02, 3.486984973918880182e-02, -1.103392346634708698e-01, -3.299860790813111122e-01, -1.680488857734908636e-01
2.088000000000000000e+03, -7.432710982929198462e-02, 7.017303320280494916e-02, -2.049802967253486208e-02, 1.841013659748853490e-02, -8.168635271626667471e-02, -8.183797368183923920e-03, 3.539162698559077946e-01, -4.122363100202326019e-02, -3.094465098062773589e-01, -7.944158861272528072e-02, 4.038294857776426189e-02, 3.894221071789712163e-02, -9.942553740117535122e-02, -6.357177877030419089e-02, -2.224052601321502010e-01, 1.112468517180367072e-01
2.089000000000000000e+03, 1.342418910489338868e-01, -1.281737297845209761e-02, 2.501470522273560940e-02, 5.125552513040727565e-01, -2.979566172036145905e-02, 7.496487239973666401e-03, 3.441451800113599913e-02, 1.248262202274086352e-01, 3.876687055332222465e-01, 1.056591734968144042e-01, -9.304420293702084233e-02, 6.404393353761730912e-02, 3.414420970262643101e-02, -2.880176311831279534e-01, -2.306824084988403634e-01, 4.428153875433040593e-02
2.090000000000000000e+03, 9.321436347639550091e-02, 7.497070948748404962e-02, -6.177013928707938278e-02, -7.238330091729640661e-03, 7.700851353891491335e-02, 9.896687731877983063e-02, 1.120137683498632769e-01, 1.483801253791558195e-01, -1.425752523976052399e-01, -6.120317986701295093e-02, -3.562638767204721196e-02, 1.304973091586932900e-02, 5.108848004855353481e-02, 1.245436721033340612e-02, -1.161529735157730142e-01, -4.491831217069359311e-02
2.091000000000000000e+03, 2.279032337142804926e-02, -3.205268323396717051e-02, -3.847043668015348583e-02, -1.618406991807085915e-01, 1.221078263899597477e-01, -6.611062301215797632e-02, -5.501983328204961277e-01, -6.915197659584242373e-01, -4.905527575072847479e-02, 3.712441280874597682e-01, 1.357393821420454193e-02, -1.093536566966833538e-02, 5.931881707209726504e-03, -2.261872505266666888e-01, -1.651240792002497404e-01, 1.056716970241600023e-01
2.092000000000000000e+03, -2.033677703001516013e-01, 9.938355404583050501e-02, -1.073070891717498032e-01, -5.962024550494079977e-02, 5.818591716753684744e-03, 8.439277781516500709e-02, -1.447552139493116750e-02, 2.912038273984401404e-01, -1.038854074979187782e-02, 5.763290153597290175e-03, 1.808922643442925377e-04, -7.564416625660537290e-03, -3.928524694924076521e-02, 2.262937782627449240e-02, 1.081300901762708572e-01, -2.365945775656776162e-01
2.093000000000000000e+03, 4.621085091838311038e-02, 2.654367709689936863e-02, 4.000888223563809493e-02, 2.089708964443626471e-01, 2.463055856520282860e-01, 9.123684490904661326e-02, 2.993484003232327328e-01, 5.986863396224085809e-01, -2.397762987615670860e-01, -5.416969389100697446e-02, 1.088741637478863461e-01, 8.063417631260920426e-02, -5.660386184189836883e-02, 9.116342036319617648e-02, 1.203106730925018464e-01, 8.768277372098651212e-02
2.094000000000000000e+03, 5.453345585817525459e-02, -2.993441249282882341e-02, 9.083660732620112144e-02, -1.136285329144101491e-01, 9.073494986620166125e-02, 5.838116564715800649e-02, 4.202377135634587924e-01, 9.276557783318815920e-02, 3.026385183736944595e-02, -7.729901085406343242e-02, -3.536283345643186776e-02, 1.160665899585060779e-01, 8.307472322173896362e-02, 1.562375210728081040e-02, 1.104596077733614734e-01, -1.230230806206876332e-01
2.095000000000000000e+03, -7.039958286487403051e-03, 6.837132019620201229e-02, 2.550113980816763951e-02, 4.383732903237105849e-01, -8.527864290138828518e-02, 1.078357165724663502e-01, -2.816922095125256043e-01, -1.822682585736911109e-01, 2.017581119660299405e-01, 3.157184002220055352e-01, -2.567932846467350927e-02, 2.065937961955105207e-01, 2.581504809230769637e-01, 1.610120493488403359e-01, -1.238709851284070934e-01, 1.599121605880499952e-01
2.096000000000000000e+03, -1.767063161243689340e-01, 1.288114687692502869e-01, -1.175653123381675963e-01, 4.345410430074898855e-02, -4.851461303038760720e-02, -5.418317276743368077e-02, -8.020202658412194097e-02, 2.783509453650573340e-02, 2.639594905647418485e-02, 8.212312459134758769e-02, 1.451682539889479484e-01, 8.463367584674132138e-02, 1.655567538199138045e-01, 4.956542475937838477e-01, 2.163834610311428722e-02, 1.709591831013457935e-02
2.097000000000000000e+03, -2.466681944869672516e-01, -8.310583579229294249e-02, 8.656573174052513420e-02, 1.610648070457527253e-02, 7.604726353259461114e-02, 3.557122477844969904e-02, 1.194919255902855554e-01, 1.613146319751949942e-01, -3.910831887615381364e-01, -5.174660216889877262e-02, 2.742200168871186325e-02, 9.520542729710548824e-02, -7.551649023863783727e-02, -2.347621929561613807e-01, -1.467840277823565832e-02, -3.338577777901589605e-01
2.098000000000000000e+03, 4.717775959967542010e-02, -3.796668861459721878e-02, -7.596469970732362686e-02, 2.095812497802419516e-01, 2.658775818119036780e-02, 6.395217440849455814e-02, 3.369124142502900598e-01, 4.080682225124613316e-01, 2.954849259535003436e-01, -1.185717286635588896e-01, -4.401227688014244105e-02, 7.616060989714448781e-02, -4.838072990480522806e-02, 1.848587569459344757e-03, -3.634847519946298594e-02, 1.976724811675163451e-01
2.099000000000000000e+03, 2.071567607523677468e-01, 2.556237517698297518e-02, -1.251303887995146857e-01, -1.386819967024900402e-01, -4.788859437304359562e-02, -7.476437632311815074e-02, -4.892910452755062228e-02, 7.815486824862738838e-03, -9.512047880412709266e-02, 5.457207353606541300e-02, 1.108381076075451097e-02, -5.595383701028059514e-02, -4.566254456985940902e-02, 1.220422014831370507e-02, 6.034679110357934473e-01, -8.374840672395393593e-02
2.100000000000000000e+03, 7.410589908454473518e-02, -5.297969926543794408e-03, 3.124631598383786901e-02, -1.542350322166440302e-01, -2.257434615151501789e-01, -8.355694574385032214e-02, -1.649610126905173280e-01, -2.111445221574739517e-01, -7.297584741528902186e-02, -1.136178008727256050e-01, -1.185076425006642911e-02, -7.649983917242383913e-02, 1.287537239152321822e-01, -5.728921096924451811e-02, 1.377729459955082669e-01, -1.318189825006600147e-01
