year, NorESM2-LM, TaiESM1, ACCESS-ESM1-5, IPSL-CM6A-LR, CNRM-ESM2-1, NorESM2-MM, UKESM1-0-LL, CESM2-WACCM, GFDL-ESM4, MIROC-ES2L, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, CMCC-CM2-SR5
2.084000000000000000e+03, 1.199380970678830760e+00, 1.368371440546139350e+00, 9.839115424856446079e-01, 1.140451038167044739e+00, 1.666810667826214232e+00, 1.340800718561317995e+00, 1.430141476787916588e+00, 1.337630355860586429e+00, 8.964382081368682531e-01, 1.647239969490503775e+00, 4.315869875790122379e+00, 1.246422328048782280e+00, 1.671531097466622651e+00, 1.868651733261277981e+00
2.085000000000000000e+03, 1.175234567413091069e+00, 1.612492085711431544e+00, 9.565482069359420025e-01, 1.213806797043387231e+00, 1.457437575302796384e+00, 1.149039313392038686e+00, 1.415252223995270509e+00, 1.055806385789307855e+00, 8.705646129581545711e-01, 1.628513031254261723e+00, 4.295475310354171405e+00, 1.255127724319309968e+00, 1.795171292817369313e+00, 1.567014397447684670e+00
2.086000000000000000e+03, 1.297706839470431195e+00, 1.525613872161558859e+00, 9.313025995445406435e-01, 1.225028132754582888e+00, 1.546376473059881462e+00, 1.352486597785811595e+00, 1.473975450434330536e+00, 1.155905539798655512e+00, 8.750614144238659797e-01, 1.549696425944491640e+00, 4.792220500222619251e+00, 1.287148007130206384e+00, 1.613410797880626912e+00, 1.805558487833345049e+00
2.087000000000000000e+03, 1.256669284658545216e+00, 1.335124669793862795e+00, 9.351470646063881897e-01, 1.133973289666535988e+00, 1.461801612251463878e+00, 1.270025457341328989e+00, 1.477890852539818001e+00, 1.352627213148199559e+00, 8.570776527298582526e-01, 1.579787135961829625e+00, 4.540036441705260550e+00, 1.266439835637476641e+00, 1.699786498348107022e+00, 1.838117012370095615e+00
2.088000000000000000e+03, 1.026356533058790932e+00, 1.594543431955314006e+00, 9.054092551644222775e-01, 1.073140528686362449e+00, 1.568640773858717363e+00, 1.334125951510929164e+00, 1.429003370232332371e+00, 1.086080057300438106e+00, 8.386254333714711073e-01, 1.655546918392926781e+00, 4.625290602070820434e+00, 1.308021461071147806e+00, 1.534622052021602734e+00, 1.752405417822215039e+00
2.089000000000000000e+03, 1.017029258061491248e+00, 1.269712989617780119e+00, 9.024541967361424666e-01, 1.101982959924475924e+00, 1.621968535509994869e+00, 1.350048430626086038e+00, 1.473803005503107943e+00, 1.315376391613265472e+00, 8.449365220556258604e-01, 1.574945089518592356e+00, 3.989946490869286766e+00, 1.251460509270857946e+00, 1.805949193446459322e+00, 1.759610657003564560e+00
2.090000000000000000e+03, 1.081119517221015069e+00, 1.482012121544640681e+00, 8.937397671932537646e-01, 1.084239731040591126e+00, 1.559057859553615755e+00, 1.205425276055964945e+00, 1.464032867640846725e+00, 1.164887612838593434e+00, 8.478335979488278440e-01, 1.526453061447372139e+00, 4.390696905005855299e+00, 1.260721440792476278e+00, 1.710868827573013728e+00, 1.817668172446755381e+00
2.091000000000000000e+03, 1.071939217656782128e+00, 1.432887699436878881e+00, 9.372965061662358321e-01, 1.232852856878299264e+00, 1.648294523722191984e+00, 1.349692990652675784e+00, 1.390423440962850421e+00, 1.172466747316076807e+00, 8.428176079302418522e-01, 1.544502572897326731e+00, 4.598822749292427403e+00, 1.347927513790006415e+00, 1.641238495505675132e+00, 1.755015415874475071e+00
2.092000000000000000e+03, 1.122490875575283820e+00, 1.408960773430619984e+00, 9.673248356771199097e-01, 1.221050414458337174e+00, 1.545701898051963452e+00, 1.268062734516317569e+00, 1.505236908474409274e+00, 1.343730770822142429e+00, 8.722288780302358546e-01, 1.603231525048288697e+00, 4.698097912723912195e+00, 1.196442658663390501e+00, 1.634665115732319318e+00, 1.897731232364713527e+00
2.093000000000000000e+03, 1.072613509836635615e+00, 1.512433937633173686e+00, 9.805962836988064701e-01, 1.157804391828890944e+00, 1.547811271881448292e+00, 1.145292255836962036e+00, 1.585416158897752226e+00, 1.229557031145489532e+00, 8.415290926604113153e-01, 1.591464739822125551e+00, 4.309954235464109829e+00, 1.167068199258310734e+00, 1.880371973396724572e+00, 1.759991671133486202e+00
2.094000000000000000e+03, 1.114024325979338981e+00, 1.345168399697938000e+00, 1.022377514929959874e+00, 1.177078421310435719e+00, 1.557299693829370169e+00, 1.386058742153654544e+00, 1.606513746582763691e+00, 1.475260347186450272e+00, 8.677930801093278745e-01, 1.528587524770596673e+00, 4.697807747564893610e+00, 1.291356156614333450e+00, 1.680948079912678361e+00, 1.716204575249602904e+00
2.095000000000000000e+03, 1.195252853988219899e+00, 1.285593124015411481e+00, 1.032241323928143162e+00, 1.287116198193524186e+00, 1.708402003095341737e+00, 1.375271563045824763e+00, 1.637355323086383319e+00, 1.266943392115799538e+00, 9.141911961292289446e-01, 1.570630199488544321e+00, 4.006180815192876388e+00, 1.342184886027050439e+00, 1.845131622318058051e+00, 1.820796171012180498e+00
2.096000000000000000e+03, 1.097684828039690474e+00, 1.373730084390383244e+00, 9.959556688552914094e-01, 1.215828923585725141e+00, 1.696293068751109745e+00, 1.263810244752276546e+00, 1.585556943185124634e+00, 1.231269488131621737e+00, 8.864434423036291477e-01, 1.583653983133354259e+00, 4.401900620446403067e+00, 1.278345264008408089e+00, 1.864058116427625533e+00, 1.964749688431624230e+00
2.097000000000000000e+03, 1.092078573810184139e+00, 1.594541955019118662e+00, 9.778981025879863731e-01, 1.216210846782392219e+00, 1.429075945697678485e+00, 1.255358930075017865e+00, 1.610575933457674358e+00, 1.343357072771545369e+00, 8.854166716676532545e-01, 1.637710551264386361e+00, 4.435464498936605438e+00, 1.234871700219495327e+00, 1.636231799123624153e+00, 1.843213338327182260e+00
2.098000000000000000e+03, 1.033826155766087718e+00, 1.264120462104895815e+00, 1.006027757869947026e+00, 1.170997972419341782e+00, 1.593789139504080188e+00, 1.202162919406161601e+00, 1.598157101486745502e+00, 1.203095727444046581e+00, 8.921814248961403848e-01, 1.534398211206692508e+00, 4.156545628369261891e+00, 1.224749801548273620e+00, 1.760202424553072520e+00, 1.682422664871789264e+00
2.099000000000000000e+03, 1.084110889559693591e+00, 1.456262848429653811e+00, 1.001015925768552473e+00, 1.172776252297444977e+00, 1.533115528224991087e+00, 1.244423926253757751e+00, 1.485407512739437053e+00, 1.078180548142887218e+00, 8.865268678046323014e-01, 1.501156504401670810e+00, 4.436889490033941286e+00, 1.323374412038426096e+00, 1.789248891842119216e+00, 1.853665060641615181e+00
2.100000000000000000e+03, 1.120855179025639359e+00, 1.449402737154015464e+00, 9.743875411593371227e-01, 1.129356033591214059e+00, 1.468333769005236267e+00, 1.252818963678018704e+00, 1.426603552400091290e+00, 1.297106131645107352e+00, 8.503702968981871058e-01, 1.538207505596456359e+00, 4.325475208315504361e+00, 1.340994170088634752e+00, 1.849813872793810932e+00, 1.862045954722431729e+00
