year, UKESM1-0-LL, MPI-ESM1-2-LR, NorESM2-MM, ACCESS-ESM1-5, INM-CM4-8, IPSL-CM6A-LR, CanESM5, GFDL-ESM4, CESM2-WACCM, CMCC-ESM2, EC-Earth3-Veg, TaiESM1, INM-CM5-0, MIROC-ES2L, CNRM-ESM2-1, NorESM2-LM
2.075000000000000000e+03, 1.591003006402151421e+00, 1.397696415655594659e+00, 1.364628260803727899e+00, 7.587759013066273095e-01, 1.584768950971149781e+00, 9.653985280270582781e-01, 1.256610444183715591e+00, 8.713025293791734072e-01, 1.307858485100909185e+00, 1.754173314206008083e+00, 1.877229661290419127e+00, 1.790375065551985223e+00, 1.557721720970463908e+00, 1.121172645716085547e+00, 1.524101331155659711e+00, 1.164873737127029019e+00
2.076000000000000000e+03, 1.623236071663095359e+00, 1.379354981315488171e+00, 1.327556393378811261e+00, 7.248121349399436752e-01, 1.655781124071997734e+00, 9.890253867555414136e-01, 1.234161018767459206e+00, 9.693385455372858228e-01, 1.175004260029572478e+00, 1.489875037995648244e+00, 1.981189967272112495e+00, 1.662101311598365827e+00, 1.459287096971437103e+00, 1.098890655900480962e+00, 1.764849863273336039e+00, 1.178244462143110072e+00
2.077000000000000000e+03, 1.618111978689787733e+00, 1.323458728869201018e+00, 1.346589799931774856e+00, 6.806260441624618629e-01, 1.663624255275361286e+00, 1.014273740553890191e+00, 1.245140457828724401e+00, 8.379324539531091132e-01, 1.292110822944067428e+00, 1.256099880307628647e+00, 1.918874203821641311e+00, 1.779258171346563833e+00, 1.458079808202957128e+00, 1.113352699099377840e+00, 1.643155913104632937e+00, 1.215130241890920670e+00
2.078000000000000000e+03, 1.619616004535262999e+00, 1.270757955544762785e+00, 1.261420625280628149e+00, 7.151926982242085007e-01, 1.704439185728575223e+00, 1.103297742638517320e+00, 1.232614816761508303e+00, 9.736025985186647080e-01, 1.344873096909690480e+00, 1.637253511303291553e+00, 1.809477290141094485e+00, 1.752781300798132325e+00, 1.511552424413224349e+00, 1.092383904513190007e+00, 1.610628192018619842e+00, 1.149501295849223670e+00
2.079000000000000000e+03, 1.567488893089554081e+00, 1.346245335838873958e+00, 1.246452959186652443e+00, 7.230986209825687183e-01, 1.673611350446214896e+00, 1.138257972703521581e+00, 1.271624110451596401e+00, 1.019808932946909996e+00, 1.280752350269748652e+00, 1.680190104781976723e+00, 1.868965416492938347e+00, 1.663891639251244614e+00, 1.506880759804662739e+00, 1.063689132626874256e+00, 1.545955698704344350e+00, 1.186613212307084941e+00
2.080000000000000000e+03, 1.628990782249559288e+00, 1.304752660931373986e+00, 1.247612025511098732e+00, 7.769943073302195691e-01, 1.628092571099424513e+00, 1.060519545724184054e+00, 1.249189689815968451e+00, 9.720483997079427674e-01, 1.321664043296729485e+00, 1.957391375836312841e+00, 1.918463141574877406e+00, 1.454988429798117267e+00, 1.474650035059585695e+00, 1.063067403480591810e+00, 1.576536492108205900e+00, 1.191305119544916025e+00
2.081000000000000000e+03, 1.618149306649526498e+00, 1.379998347801350889e+00, 1.258615703714977219e+00, 7.366844163007889579e-01, 1.603238686800251944e+00, 1.021632844493214121e+00, 1.273328445842144996e+00, 8.528057005334095386e-01, 1.295945921200514883e+00, 1.743475570229921168e+00, 1.947483373718004618e+00, 1.675144844797836097e+00, 1.477869790077882106e+00, 1.103767548915505436e+00, 1.575449387426171688e+00, 1.204695411001923677e+00
2.082000000000000000e+03, 1.540030113167995873e+00, 1.380235630321273943e+00, 1.304689172652470308e+00, 7.798973107598040633e-01, 1.653191640982150101e+00, 1.054781963151420365e+00, 1.280191643622980768e+00, 8.588318926378258888e-01, 1.289223416844631265e+00, 1.191394682355973567e+00, 1.916073696538773685e+00, 1.883327141401427207e+00, 1.531496636272146050e+00, 1.110391990076371904e+00, 1.551825622283472095e+00, 1.134183460372211183e+00
2.083000000000000000e+03, 1.559641517334076521e+00, 1.421331290109099976e+00, 1.305090550924242310e+00, 7.298301197603140889e-01, 1.663100825057839627e+00, 9.687304997057653022e-01, 1.322686701705833690e+00, 8.998567899333711484e-01, 1.221558010788115656e+00, 1.227792165613853292e+00, 1.836319824214772911e+00, 1.951743731495162226e+00, 1.529989122752968278e+00, 1.106267159490845309e+00, 1.599318698979025566e+00, 1.065355076595579265e+00
2.084000000000000000e+03, 1.639586821862055510e+00, 1.360494718610184339e+00, 1.351172192036332875e+00, 6.836564184113481657e-01, 1.564681061870164980e+00, 1.074576576687394702e+00, 1.248489149563222211e+00, 9.410972940519893859e-01, 1.223963873675939951e+00, 1.716672588264960053e+00, 1.810464816915016595e+00, 2.023561185969902976e+00, 1.577071960130794759e+00, 1.074886372254995726e+00, 1.663720763514238810e+00, 1.135033379941723597e+00
2.085000000000000000e+03, 1.608793950283386565e+00, 1.336604400774838775e+00, 1.228115797444619295e+00, 6.654106556066193834e-01, 1.555344270662230688e+00, 1.162894751583923414e+00, 1.232034229575979412e+00, 7.870633218402437459e-01, 1.177021066063630217e+00, 1.962882419721164950e+00, 1.910220325324807344e+00, 1.896950152687790325e+00, 1.504391426436327617e+00, 1.108082752171749341e+00, 1.434657205067259467e+00, 1.207430226515397997e+00
2.086000000000000000e+03, 1.595563467559358850e+00, 1.270481289921611134e+00, 1.187689294993805156e+00, 6.866610024445833904e-01, 1.565706795241873728e+00, 1.187295407602218855e+00, 1.236756245360817852e+00, 8.957288174883304421e-01, 1.145856353399993255e+00, 1.711612871280382420e+00, 1.947709188028441618e+00, 1.600026957074739187e+00, 1.494429389475435244e+00, 1.104204066467502132e+00, 1.461615679181620608e+00, 1.304845727651602560e+00
2.087000000000000000e+03, 1.591875977672768228e+00, 1.245102720352113224e+00, 1.228866300130724509e+00, 6.650614952136764124e-01, 1.550240909784237786e+00, 1.013835379645458890e+00, 1.283911675543372377e+00, 7.972628655583697821e-01, 1.265733526686412258e+00, 1.220913096533839060e+00, 1.837570534861553861e+00, 1.665574468906990013e+00, 1.471398195313263324e+00, 1.119303263322072528e+00, 1.475114899587075090e+00, 1.317596919847412673e+00
2.088000000000000000e+03, 1.543848976294823760e+00, 1.225408204507669740e+00, 1.325564085267804559e+00, 6.495491161489610477e-01, 1.576153184410666652e+00, 9.270820710473230974e-01, 1.328107370713997648e+00, 8.050993443334972799e-01, 1.195715154332487762e+00, 1.399445670281097787e+00, 1.823892124316794261e+00, 1.499762587370514710e+00, 1.477267438515902587e+00, 1.088193348215282796e+00, 1.444022357971728621e+00, 1.184303204493789785e+00
2.089000000000000000e+03, 1.619204925062267764e+00, 1.331562951465351308e+00, 1.345359163571558714e+00, 6.706090004531871651e-01, 1.570282142495490474e+00, 1.043056156932909539e+00, 1.265121836337753880e+00, 8.649231718340402164e-01, 1.212360693102187748e+00, 1.562153750449921663e+00, 1.864710206360876477e+00, 1.635721729793528478e+00, 1.470822939930559237e+00, 1.120818288557155373e+00, 1.667950855017974021e+00, 1.075599969330582661e+00
2.090000000000000000e+03, 1.620712255794409140e+00, 1.319753432907021296e+00, 1.287733755036087002e+00, 7.243033974615348258e-01, 1.594913164629685687e+00, 9.902469347262167210e-01, 1.229899178204560295e+00, 8.251321088426212258e-01, 1.210240481245643096e+00, 1.281888414552782018e+00, 1.909189004810306844e+00, 1.763810801482248669e+00, 1.515158060876337309e+00, 1.109668354550337410e+00, 1.503576330765616254e+00, 1.057560704538752727e+00
2.091000000000000000e+03, 1.592158976621165456e+00, 1.295434282957966365e+00, 1.278622889928947792e+00, 7.672505644932298141e-01, 1.592262092030836351e+00, 1.189093794482431354e+00, 1.271782422459486472e+00, 8.452695483658593245e-01, 1.201174018885580619e+00, 1.271356480083650098e+00, 1.764458507760588768e+00, 1.744215029651773552e+00, 1.439012797210703853e+00, 1.085934101791773188e+00, 1.749878731466898651e+00, 1.053146700176788908e+00
2.092000000000000000e+03, 1.567534328536958288e+00, 1.270854914136426261e+00, 1.290959581061488670e+00, 7.310019224825096140e-01, 1.614379211420255311e+00, 1.158281214641087242e+00, 1.317169072335506064e+00, 8.022195068605619817e-01, 1.262090484902088861e+00, 1.452576179131658263e+00, 1.706896128956732817e+00, 1.742878782946584604e+00, 1.478434503370871234e+00, 1.013750539990111443e+00, 1.418968088225804891e+00, 1.059271074914374999e+00
2.093000000000000000e+03, 1.599443105765480544e+00, 1.370770265353658868e+00, 1.220994978000995435e+00, 8.104346855056876464e-01, 1.616778687267200088e+00, 1.060546511803680758e+00, 1.268823233898816571e+00, 9.194447190092769340e-01, 1.314533381898770559e+00, 1.965614165607591834e+00, 2.040653576841357175e+00, 1.534693447077776218e+00, 1.554657380330544569e+00, 1.077248560711125069e+00, 1.547055303233125123e+00, 1.102450299373691767e+00
2.094000000000000000e+03, 1.651419386034786108e+00, 1.331730522727912591e+00, 1.272432508708691179e+00, 8.071070193049599828e-01, 1.607503356546140738e+00, 1.058594890192859461e+00, 1.276273155897650113e+00, 9.326270118617376870e-01, 1.388592680293604387e+00, 1.584646594059549329e+00, 2.040403105347249557e+00, 1.455493215886337399e+00, 1.494537423194453485e+00, 1.081037694271922867e+00, 1.596630891427972987e+00, 1.099735313097560230e+00
2.095000000000000000e+03, 1.699564973603313156e+00, 1.486009703305212648e+00, 1.373986647250828419e+00, 7.654008037349412374e-01, 1.589826545822201842e+00, 1.251550899121668836e+00, 1.256612625143163520e+00, 9.866449243555979187e-01, 1.348128468910371858e+00, 1.387872061258662582e+00, 1.879019329083660761e+00, 1.656840931321253096e+00, 1.540508936659591877e+00, 1.053853556164529248e+00, 1.650448005500040782e+00, 1.137940635704914882e+00
2.096000000000000000e+03, 1.756351215584958325e+00, 1.485952722318311103e+00, 1.368361975443496137e+00, 7.309651248894101228e-01, 1.606707075995174039e+00, 1.180769641366288480e+00, 1.198138976157363977e+00, 8.022893221437756850e-01, 1.263161511917719526e+00, 1.379093481932234466e+00, 1.856132748859548265e+00, 1.838375947499404361e+00, 1.587979926340397530e+00, 1.003194711666025585e+00, 1.699390007900533295e+00, 1.173846972532111677e+00
2.097000000000000000e+03, 1.690357069858812178e+00, 1.300942904815513668e+00, 1.288446226344931889e+00, 7.672057512401447843e-01, 1.613591584434451498e+00, 1.087846280480878169e+00, 1.254231817147253514e+00, 9.825965461795327371e-01, 1.303261004249053334e+00, 1.301242780349256778e+00, 1.860116517968277039e+00, 1.488950846514462967e+00, 1.464158916300204893e+00, 1.016321949089275867e+00, 1.400433542307748302e+00, 1.172120516767481968e+00
2.098000000000000000e+03, 1.679363758652524297e+00, 1.271340362926197676e+00, 1.212598581351171712e+00, 7.642559002530256995e-01, 1.618300542810253928e+00, 1.117854254452417040e+00, 1.229476784353053853e+00, 8.879895221873799205e-01, 1.300065072024692014e+00, 1.490196050155322860e+00, 1.983374504990762288e+00, 1.539798913346797304e+00, 1.503779318549298250e+00, 1.061901821693605141e+00, 1.538840945591958054e+00, 1.094089746161938992e+00
2.099000000000000000e+03, 1.656991822195737152e+00, 1.361565806937836021e+00, 1.228140700108869554e+00, 7.244330893155768170e-01, 1.720493970798388617e+00, 1.058518852924157594e+00, 1.201116424135611815e+00, 8.246403325481452828e-01, 1.169492012481700316e+00, 1.682691230018409589e+00, 1.951920844010444300e+00, 1.660064050297200167e+00, 1.510826046378882070e+00, 1.089969095190692183e+00, 1.516358446193290188e+00, 1.091071829664504778e+00
2.100000000000000000e+03, 1.566783217357019309e+00, 1.425134902889081845e+00, 1.205685335424708571e+00, 6.409579215724318102e-01, 1.650557190669401875e+00, 9.961921368100539187e-01, 1.218345974594463144e+00, 8.631307569042536709e-01, 1.181099636010224607e+00, 1.616832000454583751e+00, 1.861029917430298886e+00, 1.661249113301816127e+00, 1.504918129622456080e+00, 1.077048011650155068e+00, 1.422424392455063691e+00, 1.125614051110287450e+00
