year, ACCESS-ESM1-5, GFDL-ESM4, TaiESM1, EC-Earth3-Veg, INM-CM4-8, CESM2-WACCM, CanESM5, CNRM-ESM2-1, CMCC-CM2-SR5, NorESM2-LM, MPI-ESM1-2-LR, NorESM2-MM, IPSL-CM6A-LR, INM-CM5-0, UKESM1-0-LL, MIROC-ES2L
2.078000000000000000e+03, 2.928397732106528650e+00, 2.622550108420452997e+00, 4.209979923133925439e+00, 2.402658303390256656e+00, 4.248350474060556436e+00, 3.231289793299907842e+00, 1.943676147259538967e+00, 2.857016264112169246e+00, 3.357011189617848945e+00, 2.593503965368665565e+00, 2.134137035707628804e+00, 2.388118440647879037e+00, 3.083304214430564016e+00, 3.370241055970238708e+00, 1.974087607812057943e+00, 3.412993926605186523e+00
2.079000000000000000e+03, 2.887673262128912288e+00, 2.805541388600269137e+00, 3.503024984452222768e+00, 2.618246799811689840e+00, 3.869790543788438342e+00, 2.314902419440593828e+00, 1.936462832753618413e+00, 3.214340904560621492e+00, 3.769621352017632709e+00, 2.527372169258063739e+00, 2.126697637522407813e+00, 3.374061616386172524e+00, 3.168032131702866128e+00, 3.187531952513935618e+00, 2.326161049183008256e+00, 3.313101025001819799e+00
2.080000000000000000e+03, 3.058320289920843482e+00, 2.455229852990190142e+00, 4.065462789490871032e+00, 2.483716479847958070e+00, 3.917736164124571818e+00, 3.475766827393167890e+00, 1.389578227974854974e+00, 2.931159027082705926e+00, 3.770000620692723903e+00, 2.626154028242739358e+00, 2.413610934303506816e+00, 2.341146507933436371e+00, 2.879460315589796426e+00, 3.320225257095021476e+00, 2.493385633742827512e+00, 3.425313134786727165e+00
2.081000000000000000e+03, 2.306664994056977669e+00, 2.257819739761297573e+00, 4.195723644828844634e+00, 2.519325033443071238e+00, 3.651406589211272813e+00, 3.324126893032765206e+00, 1.734394779520231689e+00, 2.843264017333039018e+00, 4.294772479643598651e+00, 2.270625875654496362e+00, 2.385211798377234516e+00, 3.311349540658494739e+00, 2.764853085907283958e+00, 3.047414788474602343e+00, 2.248520022296494947e+00, 3.435816782050697515e+00
2.082000000000000000e+03, 3.088493495117146548e+00, 2.283511489917703141e+00, 4.279624676848840181e+00, 2.511474287293762320e+00, 4.007651967110398061e+00, 3.214894759707748850e+00, 1.573933636596759111e+00, 2.956565637463341556e+00, 4.182543944111971612e+00, 1.950467296428539887e+00, 2.706226956021597019e+00, 2.776582585326205610e+00, 2.723923227778799028e+00, 3.537950727199214551e+00, 2.043952889545637142e+00, 3.379725207208731153e+00
2.083000000000000000e+03, 2.362734823233619608e+00, 2.424834646935860150e+00, 3.832724215461571493e+00, 2.285477866868055319e+00, 3.874195249914211825e+00, 2.300068236045582193e+00, 1.843443761865103170e+00, 3.103471819025520162e+00, 3.233597044247582097e+00, 2.173614569031900867e+00, 2.266940392573613572e+00, 3.302908065555294481e+00, 2.916423267245819684e+00, 3.475285429001782056e+00, 2.586743505828686285e+00, 3.324036001099085702e+00
2.084000000000000000e+03, 2.589104112472513819e+00, 2.148944075723260738e+00, 4.264540929327734986e+00, 2.771945204974449961e+00, 3.427868191887778693e+00, 3.510678827952574466e+00, 1.500635960323300155e+00, 3.176685010372872320e+00, 4.434947559432615982e+00, 2.984106552337842277e+00, 2.066069072508724958e+00, 3.116348011840508470e+00, 2.916620536273853759e+00, 3.592178572959973781e+00, 2.093644504465509204e+00, 3.137684164579331636e+00
2.085000000000000000e+03, 2.460513503878376085e+00, 2.259350807541722794e+00, 3.919599525532325490e+00, 2.428065661612504922e+00, 3.679688145525752407e+00, 2.119691203773025556e+00, 1.467733050350688240e+00, 2.597575191786383186e+00, 3.764781977971990212e+00, 3.232644731679166661e+00, 2.279793991320859803e+00, 2.255847470330404558e+00, 3.140099822773090299e+00, 3.329669588173469474e+00, 2.080154610639891821e+00, 3.586798011192755098e+00
2.086000000000000000e+03, 2.726077947721979200e+00, 2.280971768900171615e+00, 3.888776496657435189e+00, 2.433397133955218727e+00, 3.704652032682575147e+00, 2.663185810994338265e+00, 2.009362531917286088e+00, 2.843248333571246622e+00, 3.817579045235349966e+00, 3.479771157336393639e+00, 2.018554095544503380e+00, 3.545668793341476999e+00, 3.147727012739661046e+00, 3.279123388788915516e+00, 2.430667463449200039e+00, 3.634280227864842505e+00
2.087000000000000000e+03, 2.371084318840038563e+00, 2.303711041454225672e+00, 3.670974977988170185e+00, 2.593704577932677946e+00, 3.669284136824881415e+00, 3.533945072468096527e+00, 1.891330419450558464e+00, 2.786496204839600033e+00, 4.269914460912382914e+00, 2.960930022341658585e+00, 2.197515030232406907e+00, 2.976473277043838017e+00, 2.347750113854606635e+00, 3.392693152212399976e+00, 1.945796848889007391e+00, 3.182756902714754865e+00
2.088000000000000000e+03, 2.621781417571313888e+00, 2.362360719047010615e+00, 3.448082309604810103e+00, 2.324003557737955195e+00, 3.891934646217514615e+00, 2.160353750162010034e+00, 2.043530586906840085e+00, 3.033148276175388514e+00, 4.449001946673535102e+00, 1.680118278574744828e+00, 1.819855705927932998e+00, 3.123905267531817298e+00, 2.789634120640965165e+00, 3.298957903157545779e+00, 2.071041218179795251e+00, 3.396075692771349352e+00
2.089000000000000000e+03, 2.623432595380779553e+00, 2.219886445492420979e+00, 4.066958324717377060e+00, 2.732923230987956309e+00, 3.557365443562824137e+00, 3.301674144302681135e+00, 1.307536650436300407e+00, 3.092166385317506538e+00, 4.388676556181898114e+00, 1.930429453248067251e+00, 2.545091733847353321e+00, 3.466280268973457535e+00, 2.858920040281526020e+00, 3.252826275887327423e+00, 2.583285795566157006e+00, 3.654049431194056563e+00
2.090000000000000000e+03, 2.869658451179900371e+00, 2.415425746181520061e+00, 3.943959037976561000e+00, 2.604299399249971003e+00, 3.656065654466062131e+00, 2.435143597208762056e+00, 1.547062482794536065e+00, 3.105955620419369900e+00, 4.157313731133243095e+00, 2.016531673431414262e+00, 2.228383137933372726e+00, 2.510084718692272787e+00, 2.850785741151174779e+00, 2.893130636486056062e+00, 2.429621422509030015e+00, 3.605351656556321505e+00
2.091000000000000000e+03, 2.942530535967613492e+00, 2.308017677013111335e+00, 4.127851350791022611e+00, 1.880045756370682719e+00, 3.473255266376754413e+00, 2.777581576781940953e+00, 1.798947512605343135e+00, 2.780108444831346226e+00, 2.997768542287084781e+00, 2.317359837992427618e+00, 2.141401001956604322e+00, 3.120236039967291042e+00, 3.268259004465926765e+00, 2.924248951987883149e+00, 2.005908849746738998e+00, 3.604317503758319052e+00
2.092000000000000000e+03, 2.766005325471574405e+00, 2.195046179939866171e+00, 3.373998559297888722e+00, 3.149311828791342638e+00, 4.010127090675740469e+00, 3.516880139890186996e+00, 1.971182111179035523e+00, 2.957090032840455240e+00, 3.500618760447939071e+00, 2.797762812371529240e+00, 2.144862993234637472e+00, 3.019852615282432762e+00, 2.712658826127272160e+00, 3.525861234160136970e+00, 2.538985428754799045e+00, 3.036408851299764677e+00
2.093000000000000000e+03, 3.214856688477278901e+00, 2.317436560349123376e+00, 3.573596688177253622e+00, 2.994053722361147862e+00, 4.010113332593396862e+00, 2.781730923137720524e+00, 1.556098744851283522e+00, 2.937108019861547348e+00, 4.434598688022552970e+00, 2.060823870903035981e+00, 2.437840184514512565e+00, 2.509172496791841844e+00, 2.875362241601446822e+00, 3.499929388049780599e+00, 2.616813743708453543e+00, 3.516503115929654033e+00
2.094000000000000000e+03, 2.861592507364985494e+00, 2.757521862392634304e+00, 3.889400848879512207e+00, 2.599332208779737474e+00, 4.174101752381034203e+00, 4.403945533660751366e+00, 2.090128438960749069e+00, 2.962421765716718003e+00, 4.466319604630291984e+00, 2.422488557396956566e+00, 2.327362851996389814e+00, 3.589220749839519442e+00, 2.904332780247219414e+00, 3.292728642478106149e+00, 2.472576742222503565e+00, 3.452638110549978379e+00
2.095000000000000000e+03, 2.533748076203982791e+00, 2.374892679679869278e+00, 3.957500583962043184e+00, 2.433462976425896596e+00, 3.508586006244269750e+00, 2.640492846454852494e+00, 1.256402154356637269e+00, 3.538815899355192141e+00, 4.193863838879702044e+00, 2.919315780906950764e+00, 2.705027909785086226e+00, 3.889271376806253677e+00, 3.392059980616235926e+00, 3.357948640842637555e+00, 2.977460170529124373e+00, 3.217911995369306943e+00
2.096000000000000000e+03, 2.768148095413918153e+00, 2.191760244831442606e+00, 3.661197215839282038e+00, 2.193878713145819503e+00, 4.090557516707780117e+00, 2.837785415887174700e+00, 1.505744929740814975e+00, 2.936965691399714640e+00, 4.158003487368085338e+00, 2.708081735327524608e+00, 2.562683305494596109e+00, 3.099845870824452287e+00, 3.220307833281477183e+00, 3.651917112155271372e+00, 2.442576889007388452e+00, 3.141363114561321002e+00
2.097000000000000000e+03, 3.098496570892363966e+00, 2.476401131909223174e+00, 3.759331384460571357e+00, 2.829327017105941700e+00, 3.815147205871379565e+00, 3.613488487035404262e+00, 1.475066305669137323e+00, 2.407933800540953850e+00, 4.509852510973956896e+00, 2.320508613809159737e+00, 1.843685358607140001e+00, 2.696690842221860063e+00, 2.974901832577009575e+00, 2.947033001450488410e+00, 2.478776683359777078e+00, 3.459858192489075446e+00
2.098000000000000000e+03, 2.736540842811882257e+00, 2.372887718280445313e+00, 3.850325904661293208e+00, 2.847327114577958618e+00, 4.125715801568675900e+00, 2.936658329347413776e+00, 1.196194838299350582e+00, 3.336316981991854558e+00, 4.019693791248448278e+00, 1.932968057313257493e+00, 2.248319979051871087e+00, 2.800990300085180795e+00, 2.680168574756726763e+00, 3.213511387298390254e+00, 2.559314210611098872e+00, 3.761472021668244903e+00
2.099000000000000000e+03, 2.459010755852149899e+00, 2.067256695153183887e+00, 4.079425446486045104e+00, 2.620558907939847693e+00, 4.264350092723493191e+00, 2.254077907985270190e+00, 1.434463926633084752e+00, 2.772177560805445307e+00, 4.093143449414403889e+00, 2.244987028974230192e+00, 2.402077007772382977e+00, 2.802890908827161631e+00, 2.895503037207092678e+00, 3.116074656323246206e+00, 2.117102813947916218e+00, 3.647076161648034720e+00
2.100000000000000000e+03, 2.141718052634697056e+00, 2.614238967760422749e+00, 3.632827255353689555e+00, 2.383952700849603534e+00, 4.182265298870186498e+00, 3.449505868867368097e+00, 1.386849564989834471e+00, 2.564281504784533539e+00, 3.414807371946027903e+00, 2.582189872999715696e+00, 2.403491552087900551e+00, 2.940211425373941534e+00, 2.591565623192894741e+00, 3.291753263187543244e+00, 2.031526012397942615e+00, 3.428187284469131235e+00
