year, EC-Earth3-Veg, GFDL-ESM4, MPI-ESM1-2-LR, CESM2-WACCM, CanESM5, NorESM2-LM, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-MM, CMCC-CM2-SR5, TaiESM1, MIROC-ES2L, ACCESS-ESM1-5
2.090000000000000000e+03, 1.030528167529862538e+00, 9.540940628656843225e-01, 6.097637160790954525e+00, 7.136781037590449461e-01, 6.691072257824226988e+00, 8.281542714166377772e-01, 7.403520280074245896e+00, 2.398647727696774368e+00, 7.534102229668929729e-01, 1.387241838768595414e+00, 3.516151849441848110e-01, 4.976969900773484667e+00, 7.290272384530246397e-01
2.091000000000000000e+03, 1.042628146840196557e+00, 9.522553565124945996e-01, 6.109690457253234008e+00, 7.530169273362905535e-01, 6.721113808921566068e+00, 7.743649123115968758e-01, 7.350609972980381102e+00, 2.377183574850052050e+00, 7.794355353153152866e-01, 1.801000671718788526e+00, 3.225784169160874626e-01, 5.018462275068172218e+00, 7.526832033300463465e-01
2.092000000000000000e+03, 1.003526681046097435e+00, 9.484980544953701687e-01, 6.128702110368618783e+00, 6.746934246010920511e-01, 6.501954501369594297e+00, 7.313545547198222474e-01, 7.409016554965244694e+00, 2.460689209669303157e+00, 7.116803715965763777e-01, 1.569422263328812628e+00, 3.415842749727969752e-01, 5.005744182336778536e+00, 7.648896842751979896e-01
2.093000000000000000e+03, 9.949292877499646970e-01, 9.273888929198960129e-01, 6.067253075287064590e+00, 6.987916388551526081e-01, 6.480252556744972914e+00, 7.451540037807140582e-01, 7.322578915848996672e+00, 2.477248188626391734e+00, 7.944858121617391911e-01, 1.226503773170269040e+00, 3.839555510661271653e-01, 4.979354377560718525e+00, 7.744060606012999060e-01
2.094000000000000000e+03, 1.076138456159749568e+00, 9.329017396875182166e-01, 6.057100694330389778e+00, 6.886809663164079609e-01, 6.503897708138462797e+00, 7.722973542125224355e-01, 7.336670594298107417e+00, 2.464944009788644586e+00, 7.341122525082068861e-01, 1.119564875604995180e+00, 2.837557354807020982e-01, 5.007708563992618878e+00, 8.047947759058948769e-01
2.095000000000000000e+03, 1.103816782002100982e+00, 9.678518997472861374e-01, 6.065075440437124321e+00, 7.330784419783266115e-01, 6.564256688623099301e+00, 6.826358722807202017e-01, 7.263483608748185105e+00, 2.432142265082384736e+00, 6.708674481600577222e-01, 1.476668407066339173e+00, 2.486031639531325610e-01, 5.028752255605392740e+00, 8.033293165174888451e-01
2.096000000000000000e+03, 1.073062156014402468e+00, 9.957534262083258536e-01, 6.113848334467398615e+00, 7.712261156659514505e-01, 6.876303949927306647e+00, 6.567653236586451504e-01, 7.300677591510353004e+00, 2.507137581845380936e+00, 7.437697432989366364e-01, 1.507693553491475047e+00, 3.083597843993666765e-01, 5.026690131580212828e+00, 7.837629170899694797e-01
2.097000000000000000e+03, 1.021914805940491666e+00, 9.577514084578676590e-01, 6.227230990738132910e+00, 7.210631694585226681e-01, 6.867414695900571964e+00, 7.201608699543902148e-01, 7.398522639687986846e+00, 2.534716256682397972e+00, 7.984597557309134341e-01, 1.316306125496037316e+00, 4.410462953474312831e-01, 4.957936735072065559e+00, 7.792527948013951988e-01
2.098000000000000000e+03, 1.053884516249381287e+00, 9.976766614031380431e-01, 6.202473649042964610e+00, 7.225597451929365311e-01, 6.942393130607402263e+00, 7.848732626241012866e-01, 7.240155255529501233e+00, 2.528656200998283587e+00, 7.920025777699724046e-01, 1.240127118577871945e+00, 2.522156011960106081e-01, 4.917620023560206555e+00, 7.820090065307063742e-01
2.099000000000000000e+03, 1.087722822264514333e+00, 9.980508577714776175e-01, 6.161713445585361271e+00, 7.885064573822051504e-01, 7.058781721506584006e+00, 7.470351647946499307e-01, 7.305011055974871326e+00, 2.497579858222275462e+00, 7.731903974578894223e-01, 1.489467955808683630e+00, 3.223490851097078891e-01, 4.927752727657271237e+00, 7.811603072933164249e-01
2.100000000000000000e+03, 1.093907298472821532e+00, 9.589779017961554963e-01, 6.097040116011697819e+00, 7.454721237605609341e-01, 7.037960309411261939e+00, 7.229771744012132295e-01, 7.358193714846409605e+00, 2.499783957353646002e+00, 7.510529443005251604e-01, 1.611393384872013890e+00, 3.336011671074008977e-01, 4.974425993667101586e+00, 7.535715985821906937e-01
