year, TaiESM1, UKESM1-0-LL, CMCC-CM2-SR5, MIROC-ES2L, CESM2-WACCM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CanESM5, GFDL-ESM4, INM-CM4-8, EC-Earth3-Veg, NorESM2-MM, ACCESS-ESM1-5, CNRM-ESM2-1, INM-CM5-0, NorESM2-LM
2.066000000000000000e+03, 4.323222753786399863e+00, 2.750519739524307283e+00, 4.348642427858203874e+00, 3.743147752209781576e+00, 3.274592000850740980e+00, 3.297367970276714910e+00, 6.481067849068430142e+00, 6.990516180885588682e+00, 2.067061424996900598e+00, 5.757653207099313164e+00, 5.349906077207887911e+00, 3.411290934869054325e+00, 2.123192538390661799e+00, 4.139718792484418763e+00, 5.354379265943133959e+00, 3.040117862022837070e+00
2.067000000000000000e+03, 4.442361095823422090e+00, 3.205866505808522504e+00, 4.887348780396097325e+00, 3.539273174379534037e+00, 3.247392783722933718e+00, 3.450331798956864038e+00, 5.737572148665622151e+00, 7.078891969100076231e+00, 2.131227330444745327e+00, 6.488496766872905219e+00, 5.285761150049034462e+00, 3.022727353176573484e+00, 2.194177290739295572e+00, 4.868348285649041429e+00, 5.437658915834169271e+00, 3.037006552889031763e+00
2.068000000000000000e+03, 4.254235399668720774e+00, 3.109113050896408659e+00, 4.375204595281118714e+00, 3.494898920612741211e+00, 2.812501916023851134e+00, 3.800229721208217004e+00, 6.298128842429610685e+00, 7.213041376263298332e+00, 2.106353371426195498e+00, 5.840439823859966850e+00, 5.471268965807035478e+00, 3.258948612283026680e+00, 2.175272830912393651e+00, 3.947113356610518764e+00, 5.280457635623008628e+00, 3.238977803168597625e+00
2.069000000000000000e+03, 4.472714705233824084e+00, 2.823230684750149155e+00, 3.961227396446837634e+00, 3.677630544190193085e+00, 3.105352077233423103e+00, 3.643381038169025921e+00, 5.863066271830012610e+00, 6.962412811922320977e+00, 2.135733311499466769e+00, 5.947581013251434179e+00, 5.521268497531405473e+00, 3.692052294257917477e+00, 2.258089401306457855e+00, 3.678488250823160666e+00, 5.107610117505061886e+00, 3.176432935394132961e+00
2.070000000000000000e+03, 4.920012126878198444e+00, 2.892574455875732031e+00, 4.037701467788740395e+00, 3.591729179564983276e+00, 3.361240570446355935e+00, 3.192405718013315852e+00, 6.182236549812467175e+00, 7.303230935486941355e+00, 2.489857954301933241e+00, 6.438246556732972081e+00, 6.061971250035545822e+00, 3.365211371829131881e+00, 2.249740834297767833e+00, 4.740845915020369894e+00, 5.468136082779881058e+00, 2.919316425001920123e+00
2.071000000000000000e+03, 4.629589566867669426e+00, 3.265862664446393282e+00, 3.434300058989310678e+00, 3.783260122464019215e+00, 3.413320502243743171e+00, 3.944568491559570678e+00, 5.672458727900319353e+00, 7.238289586608456005e+00, 2.256557066834518288e+00, 6.575343143929164746e+00, 5.513950806639733138e+00, 3.120596709108213851e+00, 2.346371471297770572e+00, 4.880203188348848364e+00, 4.799009836573446819e+00, 3.162609802160748274e+00
2.072000000000000000e+03, 4.002622660783719866e+00, 3.073168909653025693e+00, 3.906907293346262300e+00, 3.602304102781618500e+00, 3.797118939285904382e+00, 4.214018418820423939e+00, 6.078601946340831397e+00, 7.099445193315466973e+00, 2.494804621704486802e+00, 5.801465175302261024e+00, 5.671493883572191308e+00, 3.246558819368279725e+00, 2.365864147824573660e+00, 4.036008210724205014e+00, 5.077637081827654164e+00, 3.095134665419064124e+00
2.073000000000000000e+03, 4.200491336141800147e+00, 2.956105474397428434e+00, 3.762644213047414699e+00, 3.632759028226385745e+00, 3.710867063628363827e+00, 3.665382064173339227e+00, 6.105862396170053330e+00, 7.431061759241115006e+00, 2.150909739549557553e+00, 6.093101822603428808e+00, 5.825527450850579214e+00, 3.527776100049164310e+00, 2.096257342881996610e+00, 3.866749330767657700e+00, 5.854786678073764961e+00, 3.008849616575058672e+00
2.074000000000000000e+03, 4.857239507837866732e+00, 3.093044867770754713e+00, 4.038692822239232427e+00, 3.484813308048125613e+00, 3.197036828654419072e+00, 3.299439764433134581e+00, 6.830458449793582965e+00, 7.226533266373788678e+00, 2.024124372148092821e+00, 5.929790457528590686e+00, 5.638045604631560792e+00, 3.764969292498679287e+00, 1.969590130676606377e+00, 4.117225467086100821e+00, 5.914082459817710635e+00, 2.819743039239867244e+00
2.075000000000000000e+03, 4.199138372088608406e+00, 3.428397550586556708e+00, 4.282552792192803714e+00, 3.561226921415942215e+00, 3.377959451530280877e+00, 3.006193295028606993e+00, 6.281731556867242716e+00, 7.228126914222093191e+00, 2.161639611157708973e+00, 5.837077499489767618e+00, 5.483886112967576665e+00, 3.473040901870735553e+00, 2.352062155632049567e+00, 4.324533610009387630e+00, 5.517807388787895562e+00, 3.142244193987232759e+00
2.076000000000000000e+03, 4.417644943180107475e+00, 3.290173771883096787e+00, 4.572205752900223352e+00, 3.629669744169744749e+00, 2.993517527539649059e+00, 3.281702470244892034e+00, 6.223103729454010136e+00, 7.269111214312674818e+00, 2.307793093317590749e+00, 6.451306601208906422e+00, 5.422490367801575673e+00, 3.444706610709285854e+00, 2.178208125997668443e+00, 4.874834338776157239e+00, 4.906063977686999422e+00, 3.051537849574975869e+00
2.077000000000000000e+03, 4.441462720247266738e+00, 3.429557951657501658e+00, 3.327462245568076682e+00, 3.555002021671705315e+00, 3.483314509377017920e+00, 3.243827739527743503e+00, 6.027889532320976684e+00, 7.241636771231336311e+00, 2.025615205654088591e+00, 6.258797142307756189e+00, 5.656331648707264570e+00, 3.570866813934678419e+00, 2.015429646785646067e+00, 4.571627184812678379e+00, 5.179348251424158001e+00, 3.110146027509994138e+00
2.078000000000000000e+03, 4.385480203346559414e+00, 3.071924556836210574e+00, 3.736884775179620810e+00, 3.488652096772785427e+00, 3.782605598934738911e+00, 3.681692078728274975e+00, 5.514002543486794750e+00, 7.195221716050686389e+00, 2.371572397741985139e+00, 6.711301432417631219e+00, 5.379288312939451977e+00, 3.167185999015654119e+00, 2.140799977388192943e+00, 4.280896704083048121e+00, 5.239203666881801169e+00, 2.932564214825452709e+00
2.079000000000000000e+03, 4.111313829746858772e+00, 3.021907120878541075e+00, 3.665823034606711772e+00, 3.371675734436388350e+00, 3.252832861465296155e+00, 3.807171665418547679e+00, 6.177219357253416199e+00, 7.400632097135948939e+00, 2.488647844242790175e+00, 6.181473144276075971e+00, 5.591769283844562288e+00, 3.249665099770024490e+00, 2.179160641030050360e+00, 4.210533964872833934e+00, 5.282102041341389942e+00, 3.000576207463129919e+00
2.080000000000000000e+03, 3.965955827945045087e+00, 3.241475515949560737e+00, 3.711266036085573372e+00, 3.446105483083632404e+00, 3.413717919506169984e+00, 3.363588664086931246e+00, 5.819279767578422025e+00, 7.190259722687834198e+00, 2.298463123902159122e+00, 6.067507917881560964e+00, 5.557733093174952010e+00, 3.225213481008100125e+00, 2.350512983982982362e+00, 4.359244344224739720e+00, 5.121454615264015686e+00, 3.126824870035187498e+00
2.081000000000000000e+03, 4.532500501007374005e+00, 3.285675565597850234e+00, 4.997337544470900283e+00, 3.559836077321126169e+00, 3.551000950623394825e+00, 3.261524985728890602e+00, 6.480548831800367005e+00, 7.424767906019657637e+00, 2.138772139774282266e+00, 5.952558671220444353e+00, 5.586687670737154221e+00, 3.326508928577375901e+00, 2.148506048660673073e+00, 4.263899200020648372e+00, 4.946803344384216317e+00, 3.065833088069094714e+00
2.082000000000000000e+03, 4.604635726223906822e+00, 2.697453649035348899e+00, 4.229258294159158105e+00, 3.551693964806049930e+00, 3.304285353980215501e+00, 3.429011931050019335e+00, 6.282909628497295174e+00, 7.280216666516206914e+00, 2.075901800870495695e+00, 6.013137006628864079e+00, 5.683042517088248147e+00, 3.458156861952930150e+00, 2.298585248957383254e+00, 4.123057836814873589e+00, 5.421773412579396378e+00, 2.878910820771822365e+00
2.083000000000000000e+03, 4.580753149777830657e+00, 3.255784819134759811e+00, 3.443455346877312362e+00, 3.631228689926089270e+00, 3.246150273100205652e+00, 3.174271363509182375e+00, 6.529374719741275257e+00, 7.421890127158332184e+00, 2.199128578521629240e+00, 6.079857151224886458e+00, 5.408769153959883447e+00, 3.478313807423653259e+00, 2.142665462472548743e+00, 4.490477276343026070e+00, 5.516867532232974547e+00, 2.613071427668347546e+00
2.084000000000000000e+03, 4.828533614381608885e+00, 3.037730490912884829e+00, 4.019383234106317815e+00, 3.336581879318341937e+00, 3.234131917536606782e+00, 3.580132025169683541e+00, 6.145966577784140128e+00, 7.235133801400988496e+00, 2.200675124324496412e+00, 5.527596466601492509e+00, 5.472673784855113688e+00, 3.635416539987207596e+00, 1.992332439992164250e+00, 4.623708757731168184e+00, 5.630778045569790891e+00, 3.003625274116954458e+00
2.085000000000000000e+03, 4.300733239606135072e+00, 3.039318333954280860e+00, 4.397274073303533370e+00, 3.501126922239843342e+00, 3.035602593489065359e+00, 3.809101359043098878e+00, 5.812677391521429371e+00, 7.240183100977223063e+00, 2.000563581212825515e+00, 5.626810635670170591e+00, 5.756740332789560988e+00, 3.103907094940473232e+00, 1.964840778976367330e+00, 3.595329266408148428e+00, 5.158991501320410400e+00, 3.097580579067460871e+00
2.086000000000000000e+03, 4.139230239755108620e+00, 3.087638457191632657e+00, 3.651311081329744912e+00, 3.506846730996833639e+00, 2.895461575644478813e+00, 3.830086508580291316e+00, 5.459562667162810357e+00, 7.297670477472959938e+00, 2.172466484864399305e+00, 5.702346714672851924e+00, 5.665661481498746710e+00, 3.130566216358316112e+00, 2.027350932563425800e+00, 3.988269165149338491e+00, 5.046875114106699201e+00, 3.447879643841941011e+00
2.087000000000000000e+03, 4.447877580065514813e+00, 2.898404701147937690e+00, 4.166092267446828146e+00, 3.649201947525666068e+00, 3.486201982735787297e+00, 3.017460517153893740e+00, 5.555554286986944312e+00, 7.289043333264430657e+00, 1.938444729982842896e+00, 5.558607381137828263e+00, 5.355715708441663558e+00, 3.486942392987542938e+00, 1.905873696304348330e+00, 3.800738302252935075e+00, 5.144693734202297364e+00, 3.446938916720380774e+00
2.088000000000000000e+03, 3.893827053539766769e+00, 3.026764420097553199e+00, 4.654389621135615052e+00, 3.499703238183849763e+00, 2.953813846969438384e+00, 2.955629106135580386e+00, 5.188298021098423085e+00, 7.477244755070186599e+00, 2.016864968665053937e+00, 5.700965510679711024e+00, 5.599873103886860548e+00, 3.578531144847378886e+00, 1.883194338953924296e+00, 4.123991183521382276e+00, 5.201218532073426104e+00, 2.999010765643685961e+00
2.089000000000000000e+03, 4.535733291437027859e+00, 3.161156161663960074e+00, 4.381032771229325995e+00, 3.661546660824212651e+00, 3.207442731464968944e+00, 3.419135469554669626e+00, 5.921106017699208302e+00, 7.308138257090986301e+00, 2.138291299175198112e+00, 5.579487135125074992e+00, 5.707933089411364236e+00, 3.405739941604549958e+00, 1.967139038790867156e+00, 4.568797303665022902e+00, 4.875768583574080495e+00, 2.552836043871784533e+00
2.090000000000000000e+03, 4.290324425386688567e+00, 3.031621677556109784e+00, 4.664328389113468809e+00, 3.523539803763584111e+00, 3.269452433014842452e+00, 3.113496426488244317e+00, 5.842679218572746080e+00, 7.156662655468331025e+00, 2.033040391785493561e+00, 5.728897077627401302e+00, 5.755158057065964172e+00, 3.345822368333137842e+00, 2.114643971716021031e+00, 4.071704236409171784e+00, 5.229304423626649267e+00, 2.643897991591358299e+00
2.091000000000000000e+03, 4.316183126473650766e+00, 2.867758800690606069e+00, 3.265563313111635058e+00, 3.457971187958758019e+00, 2.981926762817525223e+00, 4.194279385228474766e+00, 5.648511038482922686e+00, 7.225464564065021911e+00, 2.036194598812267387e+00, 5.700703422624316730e+00, 5.155920331492453101e+00, 3.324294648816473519e+00, 2.277790252769889445e+00, 4.825585915497026868e+00, 4.936486451562912769e+00, 2.660470452844615252e+00
2.092000000000000000e+03, 4.314860004983964714e+00, 3.068051081805748037e+00, 3.772897101031869482e+00, 3.226112013892217689e+00, 3.415406135034235291e+00, 3.686236244455809441e+00, 5.377517499719563610e+00, 7.460620446045405529e+00, 1.963626458793251706e+00, 5.996996473950716222e+00, 5.480360027809527246e+00, 3.416915507332176194e+00, 2.137162609748849640e+00, 3.728460938387890167e+00, 5.221025305094455504e+00, 2.782827957272805186e+00
2.093000000000000000e+03, 3.889444332717370223e+00, 3.418932900932276198e+00, 4.319400517456481126e+00, 3.550975191149649213e+00, 3.424943597602054357e+00, 3.319905961874855649e+00, 6.044843966965808946e+00, 7.345794057371730190e+00, 2.163503708937178249e+00, 5.902323074074972808e+00, 5.996351138816605975e+00, 3.125681944824374003e+00, 2.565485487794633368e+00, 4.248140541746760590e+00, 5.318685500108435882e+00, 2.955020691997348514e+00
2.094000000000000000e+03, 3.954127327065486863e+00, 3.603905228700749142e+00, 4.902892578722148009e+00, 3.448355342516992827e+00, 3.741838429959816636e+00, 3.339628624329856521e+00, 5.898834410222420388e+00, 7.406472891786755497e+00, 2.303261715366393680e+00, 6.033148602464032173e+00, 5.940421240562521632e+00, 3.311758477193943229e+00, 2.402803273171023601e+00, 4.182530090713424187e+00, 5.234441174894394422e+00, 2.767789862838770265e+00
2.095000000000000000e+03, 4.383517867692668268e+00, 3.889991929406278359e+00, 4.013444322504621020e+00, 3.428352907429971896e+00, 3.612040941139496031e+00, 4.320821367234812804e+00, 6.772248385781648672e+00, 7.251668570373784206e+00, 2.326859187889236846e+00, 5.671892865818482399e+00, 5.297788594986540645e+00, 3.613937225438417666e+00, 2.140314091753655390e+00, 4.759606390447750357e+00, 5.501152160730232943e+00, 2.793743032345937571e+00
2.096000000000000000e+03, 4.453058340238577273e+00, 3.558031200119608606e+00, 4.161451013234964691e+00, 3.188280666834310662e+00, 3.142742395964913005e+00, 3.821780298389107600e+00, 6.813432651125578943e+00, 7.210400582120759516e+00, 1.984447434174271274e+00, 5.894827703021080723e+00, 5.441121801718780127e+00, 3.602061752412184514e+00, 2.113042089812831037e+00, 4.730605279850027323e+00, 5.745675148775867491e+00, 3.072725569262051870e+00
2.097000000000000000e+03, 3.743698011027970729e+00, 3.587200568596257355e+00, 4.293659649659354649e+00, 3.170082016852590279e+00, 3.401254057301146272e+00, 3.444215222882598848e+00, 5.633482540217261025e+00, 7.261090630230407683e+00, 2.343462678982891845e+00, 5.803121657946913814e+00, 5.528034537588620623e+00, 3.153886601646146648e+00, 2.278658014704725954e+00, 3.376304069688325082e+00, 4.923284538656159448e+00, 2.923409848696532976e+00
2.098000000000000000e+03, 4.307029161271787920e+00, 3.576005143811366249e+00, 4.621466859234124591e+00, 3.404243497671194163e+00, 3.302292690418073828e+00, 3.361922487224314970e+00, 5.576970547830397251e+00, 7.115617505863306214e+00, 2.134299711525172505e+00, 5.796376494712879079e+00, 5.747728596945514745e+00, 3.000143266510998608e+00, 2.267568541154672879e+00, 4.382665871679048308e+00, 5.187415463641129598e+00, 2.680581113501678825e+00
2.099000000000000000e+03, 4.251520044405954657e+00, 3.032584246660983585e+00, 4.241688634437016603e+00, 3.591095848774133792e+00, 2.847734161613117987e+00, 3.509513267363493672e+00, 5.912428846606943011e+00, 7.007348621885328477e+00, 2.003803559029933012e+00, 6.600994466135405858e+00, 5.609463164149143921e+00, 3.246938172275345647e+00, 2.120322565862364783e+00, 4.006441021123189117e+00, 5.231622615032078372e+00, 2.751479844468740499e+00
2.100000000000000000e+03, 4.213834341448595922e+00, 2.801772768031014493e+00, 3.877461765948146066e+00, 3.476335875505693007e+00, 2.990825095735950345e+00, 3.128179156197819832e+00, 6.476410661406498903e+00, 6.884782719466999268e+00, 2.133695584616529750e+00, 5.978548558465288210e+00, 5.356347592985959416e+00, 3.234475241905399479e+00, 1.802447684527740179e+00, 3.622176480422495182e+00, 5.158564722635415656e+00, 2.761196841980792627e+00
