year, MIROC-ES2L, GFDL-ESM4, INM-CM5-0, TaiESM1, NorESM2-LM, CESM2-WACCM, ACCESS-ESM1-5, CMCC-CM2-SR5, MPI-ESM1-2-LR, EC-Earth3-Veg, CanESM5, UKESM1-0-LL, IPSL-CM6A-LR, CNRM-ESM2-1, INM-CM4-8, NorESM2-MM
1.909000000000000000e+03, 5.728712682599999795e+01, 5.248039787999999817e+01, 6.721320502799999019e+01, 4.248015488999999434e+01, 3.772869672599999546e+01, 3.979446240599999385e+01, 4.339612589399999365e+01, 3.889403470799999951e+01, 6.372206339399999564e+01, 5.055639834599999460e+01, 6.454869290999999976e+01, 6.000911330399999599e+01, 4.034348051399999946e+01, 4.255929053999999923e+01, 6.645146871599999372e+01, 3.769304921999999891e+01
1.910000000000000000e+03, 5.774500195199999553e+01, 5.242349116799999820e+01, 6.605268416999999204e+01, 4.111472492999999417e+01, 3.889208341799999857e+01, 3.941257721399999525e+01, 4.312158136199999348e+01, 3.942551485799999966e+01, 6.201608405399999668e+01, 5.003353540799999877e+01, 6.328745395199999280e+01, 6.182395097399999173e+01, 4.223099683799999582e+01, 4.170503942999999936e+01, 6.673701931200000104e+01, 3.814169218199999989e+01
1.911000000000000000e+03, 5.751119798999999233e+01, 5.159554896599999552e+01, 6.748592835599998807e+01, 4.248989557199999467e+01, 3.839113405799999867e+01, 3.950519844599999431e+01, 4.173723768600000028e+01, 4.125933325799999807e+01, 6.158945716199999509e+01, 4.878210414599999467e+01, 6.374035427399999776e+01, 5.962666440599999618e+01, 4.201013446199999635e+01, 4.171788246599999894e+01, 6.576090127199999813e+01, 3.740235431400000010e+01
1.912000000000000000e+03, 5.659628344199999361e+01, 5.342915449799999550e+01, 6.950958559199999343e+01, 4.332857183999999506e+01, 3.740710442399999636e+01, 3.884648236199999616e+01, 4.226520157199999517e+01, 4.082705353799999415e+01, 6.120533291399999598e+01, 4.522486699799999599e+01, 6.247164522599999259e+01, 5.906138160599999765e+01, 4.123434097799999876e+01, 4.154208503399999586e+01, 6.795647701199999346e+01, 3.739937416199999376e+01
1.913000000000000000e+03, 5.671005744599999332e+01, 5.399312066999999615e+01, 6.691239889199999880e+01, 4.162285661399999981e+01, 3.742604573399999879e+01, 3.979222335000000044e+01, 4.317820819199999960e+01, 3.966502289399999626e+01, 5.989518950399999397e+01, 4.906956266999999627e+01, 6.678319589999999550e+01, 5.830470682199999288e+01, 4.151221649999999386e+01, 4.156065185399999962e+01, 6.848739345599999240e+01, 3.725271599399999900e+01
1.914000000000000000e+03, 5.802487212599999822e+01, 5.332209371999999803e+01, 6.709936006799999575e+01, 4.128533468999999911e+01, 3.805089215399999603e+01, 3.909703588200000013e+01, 4.371799019399999509e+01, 3.829672315799999893e+01, 6.098537719799999479e+01, 5.048752372199999883e+01, 6.582205351799998994e+01, 5.874813057599999411e+01, 4.150689479999999776e+01, 4.092677825399999847e+01, 6.804448610400000064e+01, 3.833466884999999991e+01
1.915000000000000000e+03, 5.916077913599999505e+01, 5.217130960199999379e+01, 6.741924548400000106e+01, 4.192084421999999932e+01, 3.849264055799999795e+01, 4.005149263199999865e+01, 4.291053456599999549e+01, 4.002900746399999576e+01, 6.325611899399999771e+01, 4.920275496599999343e+01, 6.608108233800000164e+01, 5.807585006999999422e+01, 4.171756710599999707e+01, 4.207214212199999537e+01, 6.640061691599998994e+01, 3.821141827799999646e+01
1.916000000000000000e+03, 5.745997958399999561e+01, 5.274405854999999832e+01, 6.785743031999999175e+01, 4.211165672999999998e+01, 3.825632159999999971e+01, 3.932055516599999834e+01, 4.228715456999999844e+01, 4.027365192599999943e+01, 6.335191747799999717e+01, 4.822971956999999321e+01, 6.483193349399999761e+01, 6.089635895399999299e+01, 3.973906547999999361e+01, 4.115911973399999368e+01, 6.624979599599998892e+01, 3.872512000799999754e+01
1.917000000000000000e+03, 5.657414516999999421e+01, 5.375008454399999636e+01, 6.805099040399998955e+01, 4.282133498999999688e+01, 3.855704495399999843e+01, 4.000036883399999965e+01, 4.326716730599999750e+01, 3.934819252799999845e+01, 6.344972243999999506e+01, 5.015037234599999749e+01, 6.551804647799998804e+01, 6.003273770999999215e+01, 4.201974505799999804e+01, 4.218158780999999635e+01, 6.689218431599999803e+01, 3.896903914199999974e+01
1.918000000000000000e+03, 5.732158778999999527e+01, 5.193771062399999749e+01, 6.884378967600000010e+01, 4.282746085799999491e+01, 3.865778276399999669e+01, 3.936742160400000046e+01, 4.233791176199999740e+01, 3.991191823799999838e+01, 6.479636877000000084e+01, 4.884736001399999594e+01, 6.523292950199999041e+01, 5.956192099799999795e+01, 4.202207083799999765e+01, 4.328696403000000004e+01, 6.735903537599999424e+01, 3.799663052399999685e+01
1.919000000000000000e+03, 5.793760412999999687e+01, 5.039877353399999294e+01, 6.663233556000000135e+01, 4.161460600799999554e+01, 3.808979969399999987e+01, 4.064541406200000040e+01, 4.425696408599999643e+01, 3.979781310599999955e+01, 6.373217462399999533e+01, 4.989774139199999325e+01, 6.681734150399999805e+01, 5.945427286199999628e+01, 4.128222839399999344e+01, 4.111960118399999686e+01, 6.702392595599999936e+01, 3.817814385599999838e+01
1.920000000000000000e+03, 5.826393077399999498e+01, 5.289636954599999541e+01, 6.721359134399999391e+01, 4.227799730399999589e+01, 3.766914887399999401e+01, 3.995525264399999799e+01, 4.327671482999999597e+01, 4.009380605999999858e+01, 6.234939592199999225e+01, 4.880276022599999663e+01, 6.691053826799999626e+01, 6.115543113599999714e+01, 4.090471093799999380e+01, 4.217092864199999980e+01, 6.660292035599999849e+01, 3.741390437399999769e+01
1.921000000000000000e+03, 5.810473704599999678e+01, 5.488789948199999458e+01, 6.850084355999999275e+01, 4.370813519399999336e+01, 3.829123589399999616e+01, 4.002841222200000004e+01, 4.318792522199999695e+01, 3.880951428599999531e+01, 6.312181505399999537e+01, 4.992645886199999694e+01, 6.633830966399999340e+01, 5.989479530399999874e+01, 4.184588708999999795e+01, 4.208566318199999756e+01, 6.673611265199998854e+01, 3.782582760599999716e+01
1.922000000000000000e+03, 5.676604172999999776e+01, 5.269375862999999782e+01, 6.800247226799999112e+01, 4.278395300399999712e+01, 3.814039920599999789e+01, 4.089641302799999778e+01, 4.452244595999999888e+01, 3.998552326199999385e+01, 6.368327805599999181e+01, 4.968855127799999849e+01, 6.677669948399999100e+01, 6.102983901599999683e+01, 4.236910086599999659e+01, 4.205624009399999608e+01, 6.804427323599999511e+01, 3.975583868999999737e+01
1.923000000000000000e+03, 5.786499248999999878e+01, 5.128767876599999909e+01, 6.792755849999998929e+01, 4.121353510199999448e+01, 3.897393510599999900e+01, 4.123013092199999363e+01, 4.447876859999999510e+01, 4.174751447999999954e+01, 6.373957375799999170e+01, 5.013875132999999806e+01, 6.508643689799998810e+01, 5.842662499799999409e+01, 4.248128624399999609e+01, 4.298382028799999688e+01, 6.783536300400000130e+01, 3.846543287399999400e+01
1.924000000000000000e+03, 5.754982958999999454e+01, 5.446565215199999699e+01, 6.870619022399999665e+01, 4.344569260199999405e+01, 3.821489512199999439e+01, 3.982029433199999602e+01, 4.376864489399999769e+01, 4.010280564600000019e+01, 6.275236687199999608e+01, 4.941344698199999641e+01, 6.392772541799999431e+01, 5.893183960199999660e+01, 4.216777504199999527e+01, 4.277777194799999450e+01, 6.649088871600000061e+01, 3.872914478999999943e+01
1.925000000000000000e+03, 5.818274922599999854e+01, 5.465267245799999785e+01, 6.873629921999999226e+01, 4.346437373999999920e+01, 3.949842608999999527e+01, 4.097047926599999812e+01, 4.273057832399999967e+01, 4.065044799599999692e+01, 6.439125731400000063e+01, 4.853590259399999951e+01, 6.665068951199999958e+01, 6.077647484999999250e+01, 4.163879412000000002e+01, 4.270732052399999645e+01, 6.892780157999999346e+01, 3.817095759000000044e+01
1.926000000000000000e+03, 5.852663747999999799e+01, 5.434433710199999723e+01, 6.677233963199999778e+01, 4.264176900599999698e+01, 3.826280618999999916e+01, 4.063320568799999677e+01, 4.251796655399999736e+01, 4.024575439199999494e+01, 6.281412618599999576e+01, 4.981720238999999850e+01, 6.835737841199998854e+01, 6.061107641399999579e+01, 4.232539196999999831e+01, 4.297823447399999708e+01, 6.850147427999999650e+01, 3.852754302599999647e+01
1.927000000000000000e+03, 5.914559849399999791e+01, 5.290917710399999407e+01, 6.833677751999999828e+01, 4.206786899399999413e+01, 3.792898580399999986e+01, 4.111459090199999622e+01, 4.385072521799999379e+01, 4.050916277399999643e+01, 6.309785951999999298e+01, 5.046769546199999468e+01, 6.807960932399998910e+01, 6.221356248599999361e+01, 4.291179206399999657e+01, 4.152679795799999596e+01, 6.763826300399999525e+01, 3.906630799199999871e+01
1.928000000000000000e+03, 5.690265568199999535e+01, 5.230296057599999671e+01, 6.945955372799998884e+01, 4.203943928999999713e+01, 3.912104660400000000e+01, 4.030557424199999872e+01, 4.439673952199999718e+01, 4.023699526799999404e+01, 6.207857263799999714e+01, 4.883729214599999580e+01, 6.605102064599999778e+01, 5.939162265599999557e+01, 4.323040421399999644e+01, 4.163784409799999509e+01, 6.798504074399998842e+01, 3.957043854599999833e+01
1.929000000000000000e+03, 5.840896483799999572e+01, 5.184389102399999416e+01, 6.785512030799999650e+01, 4.367375306999999651e+01, 3.878564153399999981e+01, 4.094234915399999863e+01, 4.578871096799999663e+01, 4.045616258399999765e+01, 6.198197786999999437e+01, 5.019568169399999391e+01, 6.615208169999999654e+01, 6.049790947799999685e+01, 4.194068430599999431e+01, 4.312318181399999872e+01, 6.846911834399999464e+01, 3.836544010199999377e+01
1.930000000000000000e+03, 5.787643217399999429e+01, 5.212686355199999610e+01, 6.858172551599999167e+01, 4.229111233799999781e+01, 3.893448356999999760e+01, 3.970024072199999665e+01, 4.466834332199999835e+01, 4.062515218199999367e+01, 6.487896549599999219e+01, 5.104474118999999632e+01, 6.632020799999999383e+01, 5.929138153799999600e+01, 4.282212338999999446e+01, 4.212906854399999901e+01, 6.687331001999999103e+01, 3.754999798199999361e+01
1.931000000000000000e+03, 5.790094352999999217e+01, 5.129579534399999829e+01, 6.847421140799998796e+01, 4.324735875599999702e+01, 3.906990703799999665e+01, 3.983302304999999421e+01, 4.415606071199999860e+01, 4.092500435399999503e+01, 6.421149028799999314e+01, 4.837610968199999917e+01, 6.759636742799999354e+01, 6.254987027399999278e+01, 4.358916563399999688e+01, 4.132028446199999649e+01, 6.698445865200000071e+01, 3.796462148399999847e+01
1.932000000000000000e+03, 5.862322042199999572e+01, 4.970122086599999278e+01, 6.783479535600000077e+01, 4.340194822799999486e+01, 3.895204912199999825e+01, 4.102923477599999558e+01, 4.429997918999999484e+01, 4.034595608999999428e+01, 6.520166944199999648e+01, 4.951146875399999914e+01, 6.695863066799999785e+01, 6.201087272999999556e+01, 4.196393816399999821e+01, 4.361805260999999945e+01, 6.865603221599999983e+01, 3.828098275199999989e+01
1.933000000000000000e+03, 5.827102243199999521e+01, 5.147361107999999774e+01, 6.895776078000000098e+01, 4.158691345799999795e+01, 3.909258930599999360e+01, 4.124963987999999659e+01, 4.464966218399999320e+01, 4.072701346199999506e+01, 6.366328817399999451e+01, 4.966735908599999760e+01, 6.694715944799999363e+01, 6.126156160199999334e+01, 4.038105171599999466e+01, 4.173595259399999691e+01, 6.834562336799999116e+01, 3.906182199599999905e+01
1.934000000000000000e+03, 5.827355713799999393e+01, 5.248029144599999540e+01, 6.782877986399999770e+01, 4.293223133399999369e+01, 3.911962354199999936e+01, 4.113122219999999629e+01, 4.514531349599999999e+01, 3.982543075799999599e+01, 6.143164313399999799e+01, 4.786459970399999975e+01, 6.755443243199999870e+01, 6.116657516999999444e+01, 4.068436496399999669e+01, 4.262626906199999866e+01, 6.766923923999999602e+01, 3.819786568199999977e+01
1.935000000000000000e+03, 5.826607127999999847e+01, 5.178131177399999530e+01, 6.731845642799999041e+01, 4.395588989399999491e+01, 3.839764624200000043e+01, 3.882591300600000039e+01, 4.477256191799999385e+01, 4.025467513799999608e+01, 6.260199139799999557e+01, 4.958163635399999691e+01, 6.762451330799999027e+01, 6.188331355199999706e+01, 4.170164930999999342e+01, 4.193641906199999880e+01, 6.800370217199998990e+01, 3.906636712199999550e+01
1.936000000000000000e+03, 5.868743560199999365e+01, 5.305586286599999823e+01, 6.781266496799999288e+01, 4.195549045799999988e+01, 3.814525969199999622e+01, 3.991817419199999506e+01, 4.525066344599999724e+01, 4.097233200599999492e+01, 6.376515733799999452e+01, 5.041352843999999322e+01, 6.974291257199999450e+01, 6.021701832599999449e+01, 4.249189810799999378e+01, 4.281140114999999469e+01, 6.781294090800000163e+01, 3.838149586799999469e+01
1.937000000000000000e+03, 5.928123482999999538e+01, 5.172362454599999637e+01, 6.783035666399999286e+01, 4.373084111399999330e+01, 3.834394043399999674e+01, 4.184745600599999449e+01, 4.388695219799999592e+01, 4.039732823399999972e+01, 6.399727806599999269e+01, 4.958850331799999367e+01, 6.878012637599999834e+01, 6.313032188999999761e+01, 4.304486215799999371e+01, 4.272650229599999960e+01, 6.923631826799999089e+01, 3.867138660599999866e+01
1.938000000000000000e+03, 5.836505095799999765e+01, 5.219494977599999430e+01, 6.902635946399999511e+01, 4.289378894999999403e+01, 3.827091094200000043e+01, 4.120816215600000021e+01, 4.447164146399999396e+01, 4.139823356999999504e+01, 6.475862806199999966e+01, 4.709030812199999616e+01, 6.839254893599999718e+01, 6.205084855199999794e+01, 4.285943047800000016e+01, 4.401530371799999841e+01, 6.762566437199998859e+01, 3.911905589399999883e+01
1.939000000000000000e+03, 5.864847681599999873e+01, 4.993118137799999801e+01, 6.817727631599998972e+01, 4.204636932599999710e+01, 3.852431846999999721e+01, 4.076543613599999816e+01, 4.461764920199999551e+01, 4.116234429000000006e+01, 6.580683345599999257e+01, 4.770166501799999281e+01, 6.705662878799999760e+01, 6.107623241399999614e+01, 4.443181149599999458e+01, 4.319097632999999803e+01, 6.714825663599999928e+01, 3.972285203399999887e+01
1.940000000000000000e+03, 5.792586485399999674e+01, 5.017678768799999744e+01, 6.973975108799999134e+01, 4.178423420999999394e+01, 3.827775425399999421e+01, 4.112016883199999739e+01, 4.516395521399999780e+01, 4.049746685999999585e+01, 6.431434495199999901e+01, 4.874790335399999464e+01, 6.634672977599998944e+01, 6.042358700999999854e+01, 4.351472884799999719e+01, 4.196334292199999538e+01, 6.896472235199999545e+01, 3.901485306599999348e+01
1.941000000000000000e+03, 5.759192620799999673e+01, 5.202081192599999326e+01, 6.911919356399999970e+01, 4.349185342199999837e+01, 3.928143475799999607e+01, 4.094066986200000002e+01, 4.522084615799999341e+01, 4.087010806199999990e+01, 6.348263419799999241e+01, 5.068504157399999599e+01, 6.814186138799999526e+01, 6.183723945599999183e+01, 4.341118039199999856e+01, 4.368227567399999600e+01, 6.709636414799999216e+01, 3.914647644599999410e+01
1.942000000000000000e+03, 5.765158049399999385e+01, 5.274361704599999712e+01, 6.805102193999999827e+01, 4.230186217199999987e+01, 3.921764925599999430e+01, 4.080873112199999753e+01, 4.441571630999999343e+01, 4.140826990199999358e+01, 6.240523829399999300e+01, 4.948175395799999876e+01, 6.785529375599999469e+01, 5.955007528799999506e+01, 4.240356971399999964e+01, 4.301467826399999694e+01, 6.813091839599999844e+01, 3.860214931799999505e+01
1.943000000000000000e+03, 5.871265257599999643e+01, 5.059334671199999889e+01, 6.967376989199999571e+01, 4.204173353399999513e+01, 3.858248662199999757e+01, 4.050285557399999448e+01, 4.537347645599999879e+01, 4.164059955599999796e+01, 6.356755670399999758e+01, 4.989503323799999635e+01, 6.770641229999999666e+01, 6.080153020199999503e+01, 4.345972612199999929e+01, 4.270851494999999431e+01, 6.725853802799998959e+01, 3.991502059199999763e+01
1.944000000000000000e+03, 5.951872456199999561e+01, 5.059844371799999863e+01, 6.994195991999998796e+01, 4.317712414199999671e+01, 3.859002372599999831e+01, 4.126847475599999626e+01, 4.430582517599999903e+01, 4.010748479999999461e+01, 6.488236744199998896e+01, 4.939740304199999343e+01, 6.690044674799999314e+01, 6.100516209599999229e+01, 4.404979227599999803e+01, 4.387775156999999382e+01, 6.832715903999999796e+01, 4.017770364599999766e+01
1.945000000000000000e+03, 5.697434095199999859e+01, 5.323912644599999311e+01, 7.009859923199999798e+01, 4.367424187799999657e+01, 3.944177560800000037e+01, 4.167111457799999386e+01, 4.384746912600000002e+01, 4.027039583399999856e+01, 6.367383696599999610e+01, 5.026011762599999599e+01, 6.822349232399999153e+01, 6.345616760999999428e+01, 4.390061516999999469e+01, 4.496135218199999883e+01, 6.805228337999999155e+01, 3.895353131399999569e+01
1.946000000000000000e+03, 5.833845034199999446e+01, 5.249093484599999471e+01, 6.837981627599999968e+01, 4.242685904999999735e+01, 3.970602757799999694e+01, 4.179021816599999539e+01, 4.473165578399999731e+01, 4.164287408999999940e+01, 6.242779835999999705e+01, 5.008921615799999927e+01, 6.630544126799999560e+01, 6.210425476799999700e+01, 4.381226312399999756e+01, 4.319709431399999744e+01, 6.728471290799998883e+01, 3.874736471399999971e+01
1.947000000000000000e+03, 5.917299933599999662e+01, 5.050724948999999953e+01, 6.919918462799999759e+01, 4.184992369799999778e+01, 3.873748211999999569e+01, 4.156133776199999375e+01, 4.578511586399999800e+01, 4.092447612599999474e+01, 6.318083467799999653e+01, 5.030127210599999898e+01, 6.749456921999998826e+01, 6.041312099999999674e+01, 4.379170165199999332e+01, 4.140920021399999484e+01, 6.613901791199999991e+01, 3.983790718799999553e+01
1.948000000000000000e+03, 5.922796264199999428e+01, 5.130131808599999488e+01, 6.750794836800000098e+01, 4.289595310799999339e+01, 3.933316956599999514e+01, 4.138173630000000003e+01, 4.435003470599999531e+01, 4.001034997799999360e+01, 6.702645671999999877e+01, 4.925147808599999877e+01, 6.746133027599999821e+01, 6.055816688999999542e+01, 4.348760788799999943e+01, 4.234820038199999459e+01, 6.699761704799999507e+01, 3.941100435599999940e+01
1.949000000000000000e+03, 5.922828194399999546e+01, 5.187471746399999262e+01, 7.041604849200000160e+01, 4.383375096599999665e+01, 3.870364793399999570e+01, 4.030246006199999442e+01, 4.402657783799999436e+01, 4.240759843799999373e+01, 6.735234974399999430e+01, 4.852981614599999460e+01, 6.683159577600000034e+01, 6.185467492199999384e+01, 4.273730731799999916e+01, 4.355198863199999693e+01, 6.735014222399999539e+01, 3.905507723399999520e+01
1.950000000000000000e+03, 5.809889500199999901e+01, 5.005351346399999812e+01, 6.762170660399999633e+01, 4.271668277399999880e+01, 3.841482547799999736e+01, 4.094106011999999595e+01, 4.638181246199999919e+01, 3.994598500200000046e+01, 6.438360983399999782e+01, 5.061634039799999840e+01, 6.930327708000000086e+01, 6.253387363799999576e+01, 4.453252171199999765e+01, 4.461356528999999682e+01, 6.737179957200000047e+01, 3.862997983799999702e+01
1.951000000000000000e+03, 5.890160446199999456e+01, 5.168638052999999388e+01, 6.963284404799999550e+01, 4.238893306800000005e+01, 3.909771784799999494e+01, 4.047148119599999916e+01, 4.455232631999999882e+01, 3.991258049399999663e+01, 6.260013077399999304e+01, 4.983123590999999664e+01, 6.735051277200000186e+01, 6.184090945799999872e+01, 4.325311013399999638e+01, 4.413687105599999683e+01, 6.812118953999998894e+01, 3.866146853399999372e+01
1.952000000000000000e+03, 5.885847503999999475e+01, 5.124265718399999514e+01, 6.833689577999999187e+01, 4.311079604999999759e+01, 3.939138107999999505e+01, 4.093114598999999743e+01, 4.445732411999999556e+01, 4.030637446799999424e+01, 6.358369919399999759e+01, 4.889352083399999316e+01, 6.871183516799999325e+01, 6.198482399399999565e+01, 4.296393683999999524e+01, 4.260964170599999790e+01, 6.776093016000000091e+01, 3.956245993799999638e+01
1.953000000000000000e+03, 5.795145631799999819e+01, 4.929319232999999656e+01, 6.973063718399998834e+01, 4.401561513599999387e+01, 4.001848626599999648e+01, 4.165310752199999911e+01, 4.530976979399999749e+01, 4.203453938399999856e+01, 6.396087369599999306e+01, 4.966769021399999673e+01, 7.072294107599999791e+01, 5.885067382199999741e+01, 4.365773278199999652e+01, 4.291445291399999462e+01, 6.712697771999999929e+01, 3.908049130799999915e+01
1.954000000000000000e+03, 5.785392335399999553e+01, 5.122632547799999259e+01, 7.036597720799998967e+01, 4.220752616999999418e+01, 3.879908769599999374e+01, 4.104170726399999580e+01, 4.354734101399999702e+01, 4.158422501399999760e+01, 6.368925806999999395e+01, 4.898444700599999635e+01, 7.013063980799999797e+01, 5.985485495999999728e+01, 4.520574041399999743e+01, 4.360293109799999911e+01, 6.768313873199998909e+01, 3.933529824599999358e+01
1.955000000000000000e+03, 5.889887265599999466e+01, 5.104231291799999326e+01, 6.886933383599999559e+01, 4.175226853199999510e+01, 3.874974173999999749e+01, 4.088839105799999629e+01, 4.366175362199999910e+01, 4.092128310599999708e+01, 6.466305427199999656e+01, 4.917728964599999841e+01, 6.892087942799999212e+01, 6.110159918399999412e+01, 4.485736222199999901e+01, 4.290253624799999699e+01, 6.664683423599998946e+01, 3.917571820199999877e+01
1.956000000000000000e+03, 5.978451391199999421e+01, 5.276215627199999858e+01, 6.974188765199998841e+01, 4.309991612999999688e+01, 4.000602166199999488e+01, 4.131743045399999659e+01, 4.577017962599999379e+01, 4.016270039399999803e+01, 6.543609229799999127e+01, 5.001148780199999777e+01, 6.851475881999999729e+01, 6.195901966199999578e+01, 4.377906359999999353e+01, 4.542133233599999897e+01, 6.771918438000000151e+01, 4.063607940600000035e+01
1.957000000000000000e+03, 5.731692834599999742e+01, 5.068278280799999891e+01, 6.923924323199999264e+01, 4.320053567999999444e+01, 4.034512038599999784e+01, 4.108866042599999702e+01, 4.582209182399999747e+01, 4.286220564599999960e+01, 6.450483815999999138e+01, 4.998378342599999513e+01, 6.790858171200000015e+01, 5.996983127399999347e+01, 4.376050072199999619e+01, 4.378314357000000001e+01, 6.548896240199999852e+01, 4.001937321599999819e+01
1.958000000000000000e+03, 5.909115158999999551e+01, 4.957586526599999388e+01, 7.005900578399999290e+01, 4.271983637399999623e+01, 3.876841499399999691e+01, 4.121249441399999824e+01, 4.617466036199999735e+01, 4.271654874599999374e+01, 6.440089156199999820e+01, 4.820705306999999351e+01, 7.133030078399998786e+01, 6.007888670399999853e+01, 4.381891327799999658e+01, 4.293953980199999876e+01, 6.692333399999999699e+01, 3.964314085199999482e+01
1.959000000000000000e+03, 5.843436708599999463e+01, 5.046983202599999885e+01, 6.986227633199999332e+01, 4.184414472599999613e+01, 3.880756299599999437e+01, 4.198821299999999468e+01, 4.590602094599999816e+01, 4.125740167799999369e+01, 6.428317161599998997e+01, 4.965743312999999404e+01, 7.015416566399998999e+01, 6.182578006199999265e+01, 4.470341529599999575e+01, 4.331433333599999713e+01, 6.786906710399999554e+01, 3.885386966999999458e+01
1.960000000000000000e+03, 5.885070535799999902e+01, 5.102176327199999406e+01, 7.047296308800000020e+01, 4.236366090599999978e+01, 3.993441128999999989e+01, 4.238825110199999813e+01, 4.726571923799999553e+01, 4.062385132200000015e+01, 6.345552506399999260e+01, 4.985884567799999445e+01, 6.799711114799998768e+01, 6.132790546199999682e+01, 4.441547190599999340e+01, 4.334707558799999561e+01, 6.811835130000000049e+01, 3.930039183599999575e+01
1.961000000000000000e+03, 5.856206423399999750e+01, 5.122958551199999278e+01, 7.018751498399998923e+01, 4.333873037399999362e+01, 3.933683956799999493e+01, 4.164196348799999470e+01, 4.536377519399999869e+01, 4.170626144999999951e+01, 6.362538190199999377e+01, 5.095465072199999668e+01, 6.900961384800000076e+01, 6.126546418199999522e+01, 4.469858634599999903e+01, 4.267116844199999548e+01, 6.871308872399998791e+01, 3.914363426399999923e+01
1.962000000000000000e+03, 5.895830224799999542e+01, 4.987187004599999796e+01, 6.878404472399999747e+01, 4.302938586599999837e+01, 3.959206829999999400e+01, 4.122475403400000005e+01, 4.387929683399999448e+01, 4.197956819399999517e+01, 6.535050359399998854e+01, 5.041057588199999628e+01, 7.256441483999999775e+01, 6.037136733599999872e+01, 4.415033692799999443e+01, 4.397907279599999697e+01, 6.831653929200000164e+01, 3.933141931799999469e+01
1.963000000000000000e+03, 6.020649712799999520e+01, 5.068412702999999908e+01, 7.200549442799999156e+01, 4.298821561799999813e+01, 3.968718481799999864e+01, 4.014047539799999953e+01, 4.485642402599999912e+01, 4.143345533999999475e+01, 6.676909930799999415e+01, 5.009284279799999950e+01, 7.190871044399999334e+01, 6.256563827399999411e+01, 4.489049867399999982e+01, 4.682220481799999590e+01, 6.982900585199999455e+01, 4.051016798399999885e+01
1.964000000000000000e+03, 6.037830131399999800e+01, 5.218343519399999764e+01, 7.203493328399999029e+01, 4.204344436199999535e+01, 3.986200463399999450e+01, 4.118406076799999482e+01, 4.659017081399999682e+01, 4.113454924799999901e+01, 6.495028021799998896e+01, 4.972921300799999500e+01, 6.918212365200000136e+01, 6.484282918199998846e+01, 4.550660962199999915e+01, 4.601575045799999941e+01, 6.991930918799999972e+01, 4.034042940599999838e+01
1.965000000000000000e+03, 6.002284328999999730e+01, 5.268929628599999404e+01, 7.050685640399998988e+01, 4.191795473399999850e+01, 3.941902632599999379e+01, 4.147750718999999719e+01, 4.604405795999999640e+01, 4.214593241999999407e+01, 6.312408564599999750e+01, 5.026706342999999322e+01, 6.770043622800000094e+01, 6.121435220999999416e+01, 4.449955082399999640e+01, 4.495836808799999318e+01, 6.819898885199999938e+01, 4.038629063399999808e+01
1.966000000000000000e+03, 5.922352000799999416e+01, 5.071501259999999434e+01, 6.851474305200000003e+01, 4.375754027999999352e+01, 3.998579131799999686e+01, 4.122837673199999386e+01, 4.586512269599999314e+01, 4.292890428599999808e+01, 6.470865532799999187e+01, 4.988881276199999348e+01, 6.953594968799998810e+01, 6.261796438199999670e+01, 4.573251381599999377e+01, 4.303464055199999905e+01, 6.673612842000000001e+01, 4.036495652999999351e+01
1.967000000000000000e+03, 5.902626232799999428e+01, 4.835887919999999696e+01, 7.148177607599998851e+01, 4.236506425799999676e+01, 3.964336554599999829e+01, 4.102400768399999720e+01, 4.746651683399999655e+01, 4.163480087399999974e+01, 6.382188271799999768e+01, 4.920317675999999807e+01, 7.010600230800000077e+01, 6.348116777399999222e+01, 4.454705586599999378e+01, 4.263394019399999735e+01, 6.685378923599999723e+01, 4.061314090799999832e+01
1.968000000000000000e+03, 6.027868697399999576e+01, 5.178142214999999737e+01, 7.042344368399999155e+01, 4.290408151199999764e+01, 4.030149427199999934e+01, 4.087568599199999397e+01, 4.651660915199999380e+01, 4.237251069599999909e+01, 6.522243589800000052e+01, 5.057095220999999441e+01, 7.169998942799999497e+01, 6.210737683199999282e+01, 4.439072402999999412e+01, 4.431427288199999737e+01, 6.735497511599999143e+01, 4.122275938199999956e+01
1.969000000000000000e+03, 6.001455326399999279e+01, 5.185382092199999704e+01, 6.925692704399999400e+01, 4.392953368199999886e+01, 3.995636428799999607e+01, 4.307477405399999526e+01, 4.487214472199999449e+01, 4.294020599999999632e+01, 6.496847649000000047e+01, 4.948953546599999953e+01, 7.204254922799999861e+01, 6.073333360199999476e+01, 4.500765491399999974e+01, 4.374497712599999488e+01, 6.728677063199999964e+01, 4.071527024399999561e+01
1.970000000000000000e+03, 5.946491231999999627e+01, 5.084841382199999771e+01, 7.215076501199999370e+01, 4.167432730799999518e+01, 4.064482276199999689e+01, 4.272428689199999496e+01, 4.689331061399999356e+01, 4.050756232199999829e+01, 6.500040668999999127e+01, 5.085408241799999729e+01, 7.082317825199999106e+01, 5.934191797799999790e+01, 4.645951716599999770e+01, 4.575390704999999514e+01, 6.832198713599998996e+01, 4.126813180199999920e+01
