year, MIROC-ES2L, TaiESM1, CNRM-ESM2-1, ACCESS-ESM1-5, CESM2-WACCM, EC-Earth3-Veg, GFDL-ESM4, MPI-ESM1-2-LR, CanESM5, NorESM2-LM, CMCC-CM2-SR5, NorESM2-MM, IPSL-CM6A-LR
1.925000000000000000e+03, 2.869511606763520035e+02, 1.162421259468800017e+01, 2.449247546900479904e+02, 4.532640887603199786e+01, 3.241854736793600011e+01, 4.911199892275200085e+01, 1.931387233894400026e+02, 2.709606786662399713e+02, 1.006710219079679973e+02, 2.977896910028799837e+01, 4.404078759116799802e+01, 3.227617801011199816e+01, 9.451995765145599648e+01
1.926000000000000000e+03, 2.871246370897919746e+02, 1.149810455347200033e+01, 2.456361422028799950e+02, 4.521080127487999789e+01, 3.255290770227200170e+01, 4.822926150860799765e+01, 1.935388767682559887e+02, 2.710297504645120057e+02, 1.006435408281599990e+02, 3.020714252697599989e+01, 4.431147538841599953e+01, 3.235406204108799955e+01, 9.468409754419199942e+01
1.927000000000000000e+03, 2.865964903301119762e+02, 1.151075562291199894e+01, 2.461875421839359888e+02, 4.510027297587200223e+01, 3.266729685811199602e+01, 4.796151391846400003e+01, 1.939903180963839873e+02, 2.708762724925439898e+02, 1.012512703119359969e+02, 3.065158985318399942e+01, 4.455419556659199998e+01, 3.217574959513599708e+01, 9.466212777983999160e+01
1.928000000000000000e+03, 2.862400080445439698e+02, 1.182260736819199920e+01, 2.462649522585599868e+02, 4.523086682521599755e+01, 3.284297737830399910e+01, 4.841227996364799679e+01, 1.930908412149759954e+02, 2.709162861527040036e+02, 1.016693837004799974e+02, 3.043058148966400012e+01, 4.478501231001600047e+01, 3.208164199628799906e+01, 9.490559034982399567e+01
1.929000000000000000e+03, 2.859749951406079731e+02, 1.131215323135999995e+01, 2.463630150860799972e+02, 4.557888500531199583e+01, 3.276285988044799780e+01, 4.860164859494400247e+01, 1.921352109916159918e+02, 2.704514733834240019e+02, 1.022494223892479965e+02, 3.036899232972799823e+01, 4.382673128652800187e+01, 3.226923643699200284e+01, 9.527734829055999910e+01
1.930000000000000000e+03, 2.859433197568000082e+02, 1.169050881228799987e+01, 2.470968672911359931e+02, 4.571357249535999756e+01, 3.279245908377600216e+01, 4.837128064204799927e+01, 1.916863365775359966e+02, 2.700785997578240085e+02, 1.025015168368639991e+02, 3.040199940505599940e+01, 4.419156023705600234e+01, 3.244680858828800041e+01, 9.511826672844799191e+01
1.931000000000000000e+03, 2.862874540113920148e+02, 1.147471606579200021e+01, 2.475490468167679978e+02, 4.579714819686400062e+01, 3.268531139379199857e+01, 4.910735163391999691e+01, 1.916310556508159948e+02, 2.702454659481600174e+02, 1.020570883850240023e+02, 3.037950535270400110e+01, 4.363661187481599768e+01, 3.225149033676800059e+01, 9.546590742118399930e+01
1.932000000000000000e+03, 2.860875031511039879e+02, 1.130981176115199993e+01, 2.476258696888319832e+02, 4.580514254028799570e+01, 3.238776746803200268e+01, 4.943636542259199729e+01, 1.908513177600000006e+02, 2.705707761663999804e+02, 1.022299440414719953e+02, 3.039320394956800087e+01, 4.384935536230399578e+01, 3.219690566451200198e+01, 9.563432550400000309e+01
1.933000000000000000e+03, 2.855067094876159786e+02, 1.198686784716799991e+01, 2.487515537735679914e+02, 4.596545722777599963e+01, 3.238258540543999686e+01, 4.841382766182400132e+01, 1.894005247836159924e+02, 2.709466864680960043e+02, 1.027297792491520028e+02, 3.051535885926399772e+01, 4.394836610252799858e+01, 3.195384365055999965e+01, 9.570489886310399186e+01
1.934000000000000000e+03, 2.853219923394560169e+02, 1.153651284377600028e+01, 2.489683321815039960e+02, 4.614616462131199626e+01, 3.234528965427200120e+01, 4.788386896281600258e+01, 1.891340522618880016e+02, 2.710550672834559691e+02, 1.026198633185280045e+02, 3.039196662988799957e+01, 4.467961783910399731e+01, 3.198696816640000051e+01, 9.535175524352000309e+01
1.935000000000000000e+03, 2.851041905213439804e+02, 1.114047512576000010e+01, 2.496261332664319923e+02, 4.617994974003200070e+01, 3.290470704742399732e+01, 4.827973995724799749e+01, 1.893677253263360001e+02, 2.705387149066240227e+02, 1.030071821271040022e+02, 3.035671140761600029e+01, 4.472396421529600019e+01, 3.168520477081600006e+01, 9.512809817702400039e+01
1.936000000000000000e+03, 2.849705767731200012e+02, 1.174971351039999945e+01, 2.499397833195519922e+02, 4.626869282406399719e+01, 3.262873232998399686e+01, 4.829346791423999719e+01, 1.893999543582719980e+02, 2.703306270965759950e+02, 1.028400726671359990e+02, 3.038350462156800091e+01, 4.391355337932800040e+01, 3.200258356019200079e+01, 9.519624722841599862e+01
1.937000000000000000e+03, 2.854463786188799759e+02, 1.118678024191999931e+01, 2.504409019842559871e+02, 4.623600241868800254e+01, 3.206545617715200081e+01, 4.848838980403199628e+01, 1.897075813908479915e+02, 2.701977347686399753e+02, 1.034524494397440009e+02, 3.030529133772800066e+01, 4.484676085350400143e+01, 3.208148680704000100e+01, 9.515269357568000430e+01
1.938000000000000000e+03, 2.858309124095999891e+02, 1.149150271897599929e+01, 2.500250283540480041e+02, 4.624580450713600044e+01, 3.226562514124800174e+01, 4.888950787276800014e+01, 1.894831693496319929e+02, 2.700828611706879769e+02, 1.043584862126079997e+02, 3.024939594547199917e+01, 4.366691991551999763e+01, 3.199030892953599903e+01, 9.526384263167999222e+01
1.939000000000000000e+03, 2.855039580241920021e+02, 1.153767571456000063e+01, 2.509838630256639931e+02, 4.632696009523199621e+01, 3.256694394060799880e+01, 4.897316326604799741e+01, 1.895758802452479870e+02, 2.702834831196159939e+02, 1.047174011944959915e+02, 2.993637503795200061e+01, 4.338725211340799603e+01, 3.195068953395199784e+01, 9.543607753113599301e+01
1.940000000000000000e+03, 2.852082092605439811e+02, 1.182019144908800001e+01, 2.513595384463359892e+02, 4.664454859980799739e+01, 3.257183240191999829e+01, 4.887223572889600121e+01, 1.888491583569920067e+02, 2.706692584243199917e+02, 1.044059321794560020e+02, 2.979409795481599943e+01, 4.455890996428799866e+01, 3.211540824064000077e+01, 9.581072115302400505e+01
1.941000000000000000e+03, 2.849412501995519733e+02, 1.127216263987200051e+01, 2.514803847331839961e+02, 4.691592426291200013e+01, 3.263662810726400210e+01, 4.793001888972799662e+01, 1.884310701342720051e+02, 2.702223637217280157e+02, 1.042238238883840040e+02, 2.965225288499199863e+01, 4.456734470963199612e+01, 3.231784212889599672e+01, 9.609255321599999888e+01
1.942000000000000000e+03, 2.850705689804800045e+02, 1.147934133452799976e+01, 2.518880878591999988e+02, 4.685993869312000015e+01, 3.265804841779200274e+01, 4.798941023436800180e+01, 1.885041684643840085e+02, 2.698969360629760104e+02, 1.044255531335680018e+02, 2.985291048550400106e+01, 4.440556201574399608e+01, 3.232908286361600148e+01, 9.588287157043200182e+01
1.943000000000000000e+03, 2.856386455142400109e+02, 1.176753196236800036e+01, 2.522513984716800053e+02, 4.685175141171200153e+01, 3.259469345587199740e+01, 4.800761351372799624e+01, 1.885959230586879869e+02, 2.695564927959039778e+02, 1.050221089914879968e+02, 3.007702053683199850e+01, 4.426604268748799598e+01, 3.217151963955200245e+01, 9.576841740288000437e+01
1.944000000000000000e+03, 2.861168632791039954e+02, 1.105076525465599957e+01, 2.522980559093759894e+02, 4.680372243660799825e+01, 3.255361024819200111e+01, 4.837117578444799904e+01, 1.878190540718079831e+02, 2.695718271713279819e+02, 1.055011152855039995e+02, 3.002485807513599880e+01, 4.522918071500799897e+01, 3.225220756275199818e+01, 9.585465229311999735e+01
1.945000000000000000e+03, 2.852885385707519958e+02, 1.111450609254399957e+01, 2.530190064353279809e+02, 4.667650080768000009e+01, 3.244322036121599950e+01, 4.881792368640000035e+01, 1.873495101276159858e+02, 2.701882053099519680e+02, 1.052450194718719985e+02, 3.004779043225600077e+01, 4.568804596121599815e+01, 3.252829342924800216e+01, 9.622937141247999193e+01
1.946000000000000000e+03, 2.846151346749439881e+02, 1.131464150220799958e+01, 2.538200849448959957e+02, 4.659617569177599705e+01, 3.245276659711999656e+01, 4.761029548441599957e+01, 1.883086300119040004e+02, 2.701660593848320104e+02, 1.060935020052479985e+02, 2.981775382937599872e+01, 4.476491320524799988e+01, 3.258120037990399709e+01, 9.642785426636800139e+01
1.947000000000000000e+03, 2.846525143121920109e+02, 1.155408592895999931e+01, 2.548045887569919898e+02, 4.684248619417599713e+01, 3.266415113011199622e+01, 4.792662989209600255e+01, 1.886638875607039836e+02, 2.694902563471359827e+02, 1.053701187829759931e+02, 2.978985751347200051e+01, 4.439984937369600004e+01, 3.220099720806400256e+01, 9.657219704422399786e+01
1.948000000000000000e+03, 2.851709638410239904e+02, 1.142965351219199910e+01, 2.549073156505600082e+02, 4.684488533606399585e+01, 3.293510945996799677e+01, 4.831130209484799565e+01, 1.883062812016640066e+02, 2.690494182195200210e+02, 1.052701517414400030e+02, 2.995607778099200047e+01, 4.576747349606399951e+01, 3.222114664448000099e+01, 9.669455328051199672e+01
1.949000000000000000e+03, 2.855507664568319797e+02, 1.128780005375999984e+01, 2.549581170606080036e+02, 4.674577393254399738e+01, 3.288001098547199774e+01, 4.821576843263999734e+01, 1.883404060590079894e+02, 2.695640257658880046e+02, 1.048108922306559947e+02, 3.021253011046399806e+01, 4.372303131443199931e+01, 3.220916142080000100e+01, 9.674788805017600168e+01
1.950000000000000000e+03, 2.850518456074240135e+02, 1.150559453183999992e+01, 2.552045575864320028e+02, 4.703293276160000147e+01, 3.271803954790399871e+01, 4.851756118835199771e+01, 1.885118356520959821e+02, 2.696940995215359749e+02, 1.045390761656319967e+02, 3.028830860083199994e+01, 4.398636649676799948e+01, 3.234395586560000169e+01, 9.689027628236799217e+01
1.951000000000000000e+03, 2.851388522496000064e+02, 1.173538052505599971e+01, 2.557532061040639917e+02, 4.721519204761600008e+01, 3.275409168793599690e+01, 4.914281866854400249e+01, 1.880591024783360012e+02, 2.696850230476799766e+02, 1.053071287255040005e+02, 3.007143372390400060e+01, 4.570358585753599812e+01, 3.228514543206399878e+01, 9.709844797849599729e+01
1.952000000000000000e+03, 2.858325565767680132e+02, 1.148922730905599998e+01, 2.569135854714879770e+02, 4.716350144511999787e+01, 3.259112620031999796e+01, 4.968832565247999611e+01, 1.883898988462079842e+02, 2.696710811811839790e+02, 1.057795415736320024e+02, 3.019045548851200067e+01, 4.576793906380800081e+01, 3.224015732736000217e+01, 9.691728760012799171e+01
1.953000000000000000e+03, 2.856591472721920013e+02, 1.129096570470399996e+01, 2.572403720847360091e+02, 4.721082997145600046e+01, 3.245353415475199910e+01, 4.925626200883199601e+01, 1.886113916518399947e+02, 2.690774193930240017e+02, 1.061238100459519984e+02, 3.009348318003199907e+01, 4.428956434431999867e+01, 3.244221792255999759e+01, 9.681608743321599775e+01
1.954000000000000000e+03, 2.856013665402879838e+02, 1.170800849715199909e+01, 2.577108555530239755e+02, 4.717127349043200013e+01, 3.259101085695999700e+01, 4.866498677964799668e+01, 1.878095917219839919e+02, 2.689023323668479861e+02, 1.073556855193599944e+02, 3.023710873190399795e+01, 4.419320440422399798e+01, 3.245401649971199731e+01, 9.680036718182400080e+01
1.955000000000000000e+03, 2.858633595453439966e+02, 1.189283574579200042e+01, 2.580496882073600204e+02, 4.684911319449599887e+01, 3.267574838067199750e+01, 4.865608646655999792e+01, 1.877700478238720052e+02, 2.686224212951040045e+02, 1.079809388052480017e+02, 3.020364447744000103e+01, 4.475784999731200031e+01, 3.267251037798399693e+01, 9.715739472691200262e+01
1.956000000000000000e+03, 2.856657574952960204e+02, 1.126773030911999918e+01, 2.585229566935039998e+02, 4.690145810841600138e+01, 3.264217717145599806e+01, 4.866288543334400174e+01, 1.874516833730559995e+02, 2.689268438794239842e+02, 1.081277729996800048e+02, 3.006220206080000068e+01, 4.590809173196799975e+01, 3.263138942156800226e+01, 9.729729154252800072e+01
1.957000000000000000e+03, 2.851669373091839930e+02, 1.183480754995200002e+01, 2.593782591651839766e+02, 4.717668833689599950e+01, 3.297557610495999825e+01, 4.946006743449599696e+01, 1.878294559457280002e+02, 2.694364685926399829e+02, 1.083834661601279947e+02, 2.995213723238400050e+01, 4.426014549606399839e+01, 3.279142938214400260e+01, 9.733264952524800151e+01
1.958000000000000000e+03, 2.850402693283839994e+02, 1.152138294067199986e+01, 2.598870617948160202e+02, 4.744462047641599867e+01, 3.314989976780800163e+01, 4.957475648307200089e+01, 1.876974024785919823e+02, 2.694504943452159864e+02, 1.086985087221760011e+02, 3.020562628608000111e+01, 4.368480862207999849e+01, 3.297673583001599695e+01, 9.711614794137599915e+01
1.959000000000000000e+03, 2.851799564287999829e+02, 1.166333286809599912e+01, 2.602483255869440200e+02, 4.763952558899200085e+01, 3.315926774579200043e+01, 4.995078422527999606e+01, 1.870210122383359987e+02, 2.693909520056320162e+02, 1.092463938764799991e+02, 3.039027632537599999e+01, 4.497781607628800060e+01, 3.315035275263999637e+01, 9.731588069785600226e+01
1.960000000000000000e+03, 2.851907945103359907e+02, 1.175490081587200031e+01, 2.603033380782080144e+02, 4.803327426559999935e+01, 3.299278323712000116e+01, 4.933586570444799690e+01, 1.868512603668480097e+02, 2.690115352657920198e+02, 1.096740786667519956e+02, 3.037762420736000024e+01, 4.580437078835199571e+01, 3.292236087295999880e+01, 9.745489670963199558e+01
1.961000000000000000e+03, 2.842067772375040136e+02, 1.119733835366399965e+01, 2.609031571046400018e+02, 4.810022374604800177e+01, 3.307359489228799987e+01, 4.909953345126400137e+01, 1.870081273364479841e+02, 2.684880693493760191e+02, 1.089668854579200001e+02, 3.034634518528000058e+01, 4.557852429516800186e+01, 3.255943194214400194e+01, 9.759359395430399786e+01
1.962000000000000000e+03, 2.842015091916799747e+02, 1.140672220364800005e+01, 2.613438106828800187e+02, 4.786067865599999749e+01, 3.309590439526400019e+01, 4.937705376972800053e+01, 1.875757341081599918e+02, 2.682461251174399877e+02, 1.080011217960960010e+02, 3.053452473139200052e+01, 4.513443977625600212e+01, 3.258553309593600034e+01, 9.750777849446399159e+01
1.963000000000000000e+03, 2.854967438213120090e+02, 1.149800179302400061e+01, 2.615086636072960005e+02, 4.763477344255999668e+01, 3.308719492300799914e+01, 5.031574319923199567e+01, 1.869166747320319928e+02, 2.683151969157120220e+02, 1.086212580311039915e+02, 3.066320388096000116e+01, 4.539211264819199698e+01, 3.244017529651200249e+01, 9.761102548172799231e+01
1.964000000000000000e+03, 2.869242500218879854e+02, 1.220962838118400029e+01, 2.625084179087360212e+02, 4.777282057011199612e+01, 3.290220095078399964e+01, 5.024055191142399934e+01, 1.869826259681279907e+02, 2.691486051205120020e+02, 1.100200835809280022e+02, 3.078829690060799962e+01, 4.600186378649599561e+01, 3.270393829785599848e+01, 9.776879842099199891e+01
1.965000000000000000e+03, 2.876718427668479876e+02, 1.202040445337599905e+01, 2.634149579980800127e+02, 4.804592009215999582e+01, 3.279591728742399681e+01, 5.030385234739200229e+01, 1.879532885770239830e+02, 2.694142387814400195e+02, 1.108147531939840036e+02, 3.085087591628800041e+01, 4.538500330291199703e+01, 3.279369220915199890e+01, 9.786506608639999172e+01
1.966000000000000000e+03, 2.873382781583359815e+02, 1.143828748697599984e+01, 2.638626412298240211e+02, 4.808781280051199758e+01, 3.300469506047999602e+01, 5.036781967769599788e+01, 1.890158735523839937e+02, 2.693401002639359945e+02, 1.105832695562239962e+02, 3.077244243148799896e+01, 4.478760858419200019e+01, 3.296877294387199697e+01, 9.789959359692799978e+01
1.967000000000000000e+03, 2.874647448125439837e+02, 1.164717221478399978e+01, 2.636772529930240125e+02, 4.841013248000000146e+01, 3.297087638732799775e+01, 5.033725578444799709e+01, 1.890539242782720066e+02, 2.695989894840320176e+02, 1.104504946688000047e+02, 3.061735384678399896e+01, 4.494182055935999642e+01, 3.309210855014399755e+01, 9.815719097139199789e+01
1.968000000000000000e+03, 2.883262212997120173e+02, 1.187593374924800038e+01, 2.644948738375679795e+02, 4.869858734899199959e+01, 3.299723758796800155e+01, 5.045110597222399917e+01, 1.881951489228800085e+02, 2.691852801146879983e+02, 1.102067888291839921e+02, 3.054545299046399975e+01, 4.568930425241600091e+01, 3.309940244479999905e+01, 9.840390832127999943e+01
1.969000000000000000e+03, 2.891032748359679658e+02, 1.154770639257599996e+01, 2.645857056849919786e+02, 4.858849525760000176e+01, 3.260246550118399966e+01, 4.983567574630399832e+01, 1.885729718272000071e+02, 2.689182874992640109e+02, 1.101298988482560048e+02, 3.071394657075200030e+01, 4.534104280268800125e+01, 3.315686860390400170e+01, 9.825486792294400118e+01
1.970000000000000000e+03, 2.892687652945920149e+02, 1.222157375897599962e+01, 2.648840045854719847e+02, 4.847867160166399714e+01, 3.275033568870399847e+01, 4.928822260531200072e+01, 1.889350912573439984e+02, 2.687337381232640041e+02, 1.100827213168639958e+02, 3.068300099584000051e+01, 4.566069071052800155e+01, 3.285182735974400003e+01, 9.848920368742399489e+01
1.971000000000000000e+03, 2.894800239984639916e+02, 1.151396950835199995e+01, 2.656809726771199962e+02, 4.865809973247999665e+01, 3.298404650188800247e+01, 4.900715390566399776e+01, 1.890052200202239874e+02, 2.685049640058879845e+02, 1.098913352253439939e+02, 3.069814662758399848e+01, 4.655260945612799617e+01, 3.289074840371200281e+01, 9.870538650419199200e+01
1.972000000000000000e+03, 2.904471969464319727e+02, 1.153480261632000037e+01, 2.663291771944959692e+02, 4.885526557491199640e+01, 3.301253840895999758e+01, 4.903559128678399759e+01, 1.894660230348800098e+02, 2.688548025139199922e+02, 1.102440678031359909e+02, 3.077977197772800011e+01, 4.433704386560000188e+01, 3.296533990604800124e+01, 9.889713330585600204e+01
1.973000000000000000e+03, 2.911478805954560016e+02, 1.242389754675200031e+01, 2.665137265704959759e+02, 4.888659283148800228e+01, 3.323894274457600062e+01, 4.938212468326399573e+01, 1.885811926630399853e+02, 2.689754810286079874e+02, 1.104920518328320043e+02, 3.073484678758400079e+01, 4.410937704447999863e+01, 3.303049841868799774e+01, 9.871362411724800268e+01
1.974000000000000000e+03, 2.915390581637120135e+02, 1.213474747187200009e+01, 2.673188819435520145e+02, 4.885028693606400196e+01, 3.308040644198399605e+01, 4.951965171711999858e+01, 1.887165512417279842e+02, 2.690958239989760159e+02, 1.104869851135999994e+02, 3.095030398975999830e+01, 4.552147337215999556e+01, 3.343254762291199711e+01, 9.883598874214399643e+01
1.975000000000000000e+03, 2.914317175357439851e+02, 1.177997646233600015e+01, 2.680579686400000128e+02, 4.900114766233600250e+01, 3.323704062771199830e+01, 4.975639081779199557e+01, 1.892473488015359919e+02, 2.690864958668800000e+02, 1.106809632849920035e+02, 3.078565448908799951e+01, 4.661106127667199672e+01, 3.342820232396800151e+01, 9.918387270451199811e+01
1.976000000000000000e+03, 2.907255645143039828e+02, 1.161735490764800005e+01, 2.687210545479679809e+02, 4.936501611724799687e+01, 3.327614622105600262e+01, 5.006165645721599589e+01, 1.903832837652479952e+02, 2.690774697246719711e+02, 1.108008364933119907e+02, 3.091082929766399801e+01, 4.731983993241600217e+01, 3.299922568806400136e+01, 9.940689223680000453e+01
1.977000000000000000e+03, 2.910644642775039870e+02, 1.155923967999999924e+01, 2.696229305712640212e+02, 4.926681068339200209e+01, 3.306847784140799718e+01, 4.943150422425600254e+01, 1.904685623541759867e+02, 2.695369808936960112e+02, 1.110998400368639949e+02, 3.113240389222399784e+01, 4.692732018687999584e+01, 3.301368555110399683e+01, 9.944932181606399979e+01
1.978000000000000000e+03, 2.915133890232319800e+02, 1.192237727743999898e+01, 2.701651366379520027e+02, 4.926946148351999710e+01, 3.359817020211200145e+01, 4.957560373247999763e+01, 1.902319029452799839e+02, 2.693792079544319904e+02, 1.099737700761599939e+02, 3.120169589145599787e+01, 4.582374847283200126e+01, 3.320957842227200274e+01, 9.946297846988800018e+01
1.979000000000000000e+03, 2.920186181058559782e+02, 1.235839614975999901e+01, 2.708361581690879802e+02, 4.911951092121599771e+01, 3.373633267302400185e+01, 4.965855028838399932e+01, 1.901556672757759827e+02, 2.695477854207999826e+02, 1.091192812994559915e+02, 3.115062814310400086e+01, 4.725285689753599883e+01, 3.354005392588799594e+01, 9.973508813619200453e+01
1.980000000000000000e+03, 2.923649333985279668e+02, 1.216822850355199925e+01, 2.717071976693760007e+02, 4.898023905689599644e+01, 3.378921865216000242e+01, 5.070132976025600158e+01, 1.903788545802239867e+02, 2.696223937003520064e+02, 1.102456029183999959e+02, 3.116361161113599820e+01, 4.653026220441599747e+01, 3.333880073420800016e+01, 9.961863747993599816e+01
1.981000000000000000e+03, 2.922455802839040189e+02, 1.179760721919999966e+01, 2.718595683450880074e+02, 4.910709997568000063e+01, 3.431743252070400274e+01, 5.032104479948799991e+01, 1.904265689825279821e+02, 2.693840565698559999e+02, 1.104506624409600022e+02, 3.122405992038400058e+01, 4.521207634329599756e+01, 3.343157873868799612e+01, 9.981025006387200449e+01
1.982000000000000000e+03, 2.927454071029760030e+02, 1.167800873779200010e+01, 2.723621801820160044e+02, 4.948952822579200017e+01, 3.357187401318400077e+01, 5.037034045440000085e+01, 1.896520823603200085e+02, 2.699623168737280139e+02, 1.100785941217280026e+02, 3.136269844479999946e+01, 4.557838168883199614e+01, 3.324098956492800028e+01, 1.002459375861759980e+02
1.983000000000000000e+03, 2.939720229191680119e+02, 1.261046857727999893e+01, 2.729109629173759686e+02, 4.958121990553599545e+01, 3.323714758246399725e+01, 5.107609082265599909e+01, 1.890691412131839968e+02, 2.706050016870399872e+02, 1.105099782881279964e+02, 3.122584459673599966e+01, 4.696920870092800016e+01, 3.382401459814399658e+01, 1.009880274042880046e+02
1.984000000000000000e+03, 2.947694104412159959e+02, 1.178366954700799951e+01, 2.740603699855359991e+02, 4.948117736652800147e+01, 3.376273581670400148e+01, 5.066620246425599561e+01, 1.893732114759679916e+02, 2.710250528440320181e+02, 1.102855914127359966e+02, 3.145170367283200008e+01, 4.695155487539199868e+01, 3.397129338879999949e+01, 1.016651726192639984e+02
1.985000000000000000e+03, 2.944311482122240022e+02, 1.174176006143999906e+01, 2.742543481569280175e+02, 4.964405057945599964e+01, 3.405435319091199631e+01, 5.107744558284800007e+01, 1.897751935713280034e+02, 2.709519041822720169e+02, 1.101608779775999949e+02, 3.170767365734399945e+01, 4.593186924134399618e+01, 3.391005235609600277e+01, 1.019225183354879931e+02
1.986000000000000000e+03, 2.936596647116799659e+02, 1.200032212582399893e+01, 2.747097824624639770e+02, 4.993882626457600082e+01, 3.347967901695999871e+01, 5.130074613350399915e+01, 1.900919138549759850e+02, 2.702596259184639962e+02, 1.108950489497599960e+02, 3.198187208703999929e+01, 4.591111582515200240e+01, 3.397915770880000252e+01, 1.024288631029759955e+02
1.987000000000000000e+03, 2.940850342461440050e+02, 1.223649499545599895e+01, 2.756418910289920063e+02, 5.016082658099200131e+01, 3.327008545177599785e+01, 5.153138671616000011e+01, 1.901365076951040010e+02, 2.702508346572799951e+02, 1.116341188689920045e+02, 3.196967295385599783e+01, 4.730848175718399773e+01, 3.383195860992000092e+01, 1.024139313807360026e+02
1.988000000000000000e+03, 2.948114205900799902e+02, 1.176589513523200026e+01, 2.756845722664959908e+02, 5.039909240832000137e+01, 3.366622697881599890e+01, 5.139392679116799911e+01, 1.897079840440320027e+02, 2.702854460538879948e+02, 1.114958662205440021e+02, 3.207413419212799965e+01, 4.705034331750400156e+01, 3.384338389401600011e+01, 1.022745378815999970e+02
1.989000000000000000e+03, 2.955883063541759839e+02, 1.172695626547199943e+01, 2.764049859215359675e+02, 5.025787858124800067e+01, 3.363768893439999630e+01, 5.127162088652799810e+01, 1.902828050186240034e+02, 2.705830235340799845e+02, 1.114934167470079984e+02, 3.185371093401600007e+01, 4.591697526784000161e+01, 3.406650408960000220e+01, 1.018225932369919917e+02
1.990000000000000000e+03, 2.958913699839999936e+02, 1.182474646323199963e+01, 2.766154896506880050e+02, 5.009196449791999584e+01, 3.350928451174399925e+01, 5.079943453081600069e+01, 1.904220055797759983e+02, 2.704344948408319738e+02, 1.109946133381120035e+02, 3.206297105203199749e+01, 4.716127007539199667e+01, 3.407402447667200107e+01, 1.020305300520959975e+02
1.991000000000000000e+03, 2.950434830417920011e+02, 1.225316420812800011e+01, 2.766743609016319851e+02, 5.007496917811199921e+01, 3.338684229222399580e+01, 5.080989512499199634e+01, 1.902902876569600039e+02, 2.705556934492159940e+02, 1.116912369008639985e+02, 3.252491282022399588e+01, 4.834780512255999696e+01, 3.369386534502400110e+01, 1.027440314941439965e+02
1.992000000000000000e+03, 2.960347480719360078e+02, 1.172514642329599965e+01, 2.773498787266560157e+02, 5.044415601049600184e+01, 3.361248326451200086e+01, 5.122728709324800178e+01, 1.906826396303359843e+02, 2.710674824232959850e+02, 1.118182991462399940e+02, 3.249388545638399961e+01, 4.671384689049600070e+01, 3.379860550451199686e+01, 1.031450069565439946e+02
1.993000000000000000e+03, 2.981565961338880015e+02, 1.221141096038399887e+01, 2.777622291415040081e+02, 5.055950356479999641e+01, 3.394799822438400128e+01, 5.166185054207999627e+01, 1.919765991915519976e+02, 2.713409845985279958e+02, 1.123805959290880025e+02, 3.202492032614399875e+01, 4.704879561932799703e+01, 3.396337873715199862e+01, 1.035235345039359913e+02
1.994000000000000000e+03, 2.996864433520639750e+02, 1.205752404377600051e+01, 2.791962952335359773e+02, 5.074099529318399959e+01, 3.394713419776000052e+01, 5.234438963200000217e+01, 1.921358988574720001e+02, 2.710930844549120025e+02, 1.126004445675520032e+02, 3.190383706112000084e+01, 4.745890208153599588e+01, 3.412621420134399841e+01, 1.037630208737279958e+02
1.995000000000000000e+03, 3.002101944811519729e+02, 1.198371373055999989e+01, 2.796951321968639945e+02, 5.080874169139200092e+01, 3.412385909964800135e+01, 5.183388411494399861e+01, 1.913230259650559901e+02, 2.714060466421760225e+02, 1.125922656747519994e+02, 3.183808086015999805e+01, 4.874456111513600121e+01, 3.400837942476800180e+01, 1.038564951326719950e+02
1.996000000000000000e+03, 3.000576560332800113e+02, 1.238599047577599954e+01, 2.800774849495039689e+02, 5.062649079398399721e+01, 3.436563346227200100e+01, 5.160122607206400147e+01, 1.910750419353599909e+02, 2.720992644300799839e+02, 1.131180384583679910e+02, 3.185423102771200021e+01, 4.819303949926399611e+01, 3.409908963737599663e+01, 1.040733070950399934e+02
1.997000000000000000e+03, 2.994608233512959714e+02, 1.207558891110399912e+01, 2.806945006223360224e+02, 5.061702844415999891e+01, 3.389907166822399631e+01, 5.144529862655999608e+01, 1.916831321292799828e+02, 2.720322897838079825e+02, 1.125716548648960043e+02, 3.177998974975999857e+01, 4.767020692275200133e+01, 3.365947624652800130e+01, 1.041744737075199936e+02
1.998000000000000000e+03, 2.998296201134079979e+02, 1.143799598284799934e+01, 2.812864008028159901e+02, 5.030564331520000110e+01, 3.389031815577600071e+01, 5.091175799193599971e+01, 1.924798988943360030e+02, 2.721068309544959902e+02, 1.118851479633920007e+02, 3.146054526566399900e+01, 4.915557774131200119e+01, 3.338151133184000230e+01, 1.045223325040639963e+02
1.999000000000000000e+03, 3.007823311011840133e+02, 1.183195647180800059e+01, 2.813008963174399923e+02, 4.984186653900800223e+01, 3.370747586150400110e+01, 5.075327621529599753e+01, 1.924404221050880039e+02, 2.719934840831999736e+02, 1.111233616936959976e+02, 3.139995854438399903e+01, 4.758184971468799773e+01, 3.383015925350400011e+01, 1.048888643420159923e+02
2.000000000000000000e+03, 3.012626627952640206e+02, 1.224812999475200037e+01, 2.821569705410560118e+02, 5.003314357862399930e+01, 3.409651433471999837e+01, 5.178793132031999846e+01, 1.923684981800959974e+02, 2.723914396467200163e+02, 1.117959183400959944e+02, 3.142431486771199900e+01, 4.740026990591999834e+01, 3.429723694694399683e+01, 1.049903329443839937e+02
