year, TaiESM1, EC-Earth3-Veg, NorESM2-MM, GFDL-ESM4, IPSL-CM6A-LR, UKESM1-0-LL, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-LM, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR, CanESM5, CESM2-WACCM
1.919000000000000000e+03, 5.039514305167359680e+02, 1.323666239389695875e+03, 1.431558904872960056e+03, 3.389986145566720097e+02, 5.332098214789119766e+02, 1.758299347222528013e+03, 2.882663132168192078e+03, 1.496835696885759944e+03, 2.429187063283712178e+03, 8.312133422940160017e+02, 1.178927854780416055e+03, 6.922673250631679593e+02, 1.412041633955839870e+03, 1.859043173859327908e+03
1.920000000000000000e+03, 5.042451324600319822e+02, 1.323415520673791889e+03, 1.431711644647424009e+03, 3.383829913927680195e+02, 5.333080688558079601e+02, 1.757714829017088050e+03, 2.882582601531391902e+03, 1.497602482765823879e+03, 2.429118612242431936e+03, 8.315668046807039673e+02, 1.178776859836415952e+03, 6.922161881087999973e+02, 1.411739778285568036e+03, 1.859006935072767874e+03
1.921000000000000000e+03, 5.041470193008639740e+02, 1.323134468751359918e+03, 1.431834051215359978e+03, 3.387059528007679887e+02, 5.332940095487999770e+02, 1.758249686663167950e+03, 2.882548778663935991e+03, 1.498196664647679881e+03, 2.429131765579776129e+03, 8.317501460971519691e+02, 1.178510303428608040e+03, 6.919878837534720333e+02, 1.411429198462976046e+03, 1.859042368552959942e+03
1.922000000000000000e+03, 5.038404995645440181e+02, 1.322725909987327896e+03, 1.431829487812608022e+03, 3.387131670036479818e+02, 5.333831636746240292e+02, 1.758872725356543924e+03, 2.882596023304191931e+03, 1.498721724399616051e+03, 2.429098211147776055e+03, 8.319504660561919991e+02, 1.177905384128511969e+03, 6.919301701304319749e+02, 1.411293370122240049e+03, 1.859027738820607965e+03
1.923000000000000000e+03, 5.042334555176959725e+02, 1.322419625132032024e+03, 1.431821300531199995e+03, 3.377987416227840072e+02, 5.335620759060479941e+02, 1.758797160775679913e+03, 2.882188269846527874e+03, 1.499236046733311923e+03, 2.429021170171904032e+03, 8.323174173245439533e+02, 1.177434145685504063e+03, 6.917987709747200142e+02, 1.411230422007807874e+03, 1.858790307659775863e+03
1.924000000000000000e+03, 5.041600384204799639e+02, 1.322275475292160081e+03, 1.431943572881408045e+03, 3.375917107773440193e+02, 5.336985417809919454e+02, 1.757755094335487911e+03, 2.881708575686655877e+03, 1.499918812315647983e+03, 2.428978488934400048e+03, 8.326508141608959477e+02, 1.177281003257855900e+03, 6.920332493455359781e+02, 1.410922929192960055e+03, 1.858787354869760065e+03
1.925000000000000000e+03, 5.037936575774720040e+02, 1.322213869355008001e+03, 1.432056584208384038e+03, 3.379408110878720208e+02, 5.337283716710400086e+02, 1.756822146908159993e+03, 2.881684684931071843e+03, 1.500760491687935883e+03, 2.428864403865599797e+03, 8.329866940252160248e+02, 1.177167991930879907e+03, 6.922537019637759386e+02, 1.410686034903040081e+03, 1.858755411050495923e+03
1.926000000000000000e+03, 5.039268686725120006e+02, 1.321936038658047892e+03, 1.432244757463040060e+03, 3.380980471562239700e+02, 5.338592339558399544e+02, 1.756816778199040073e+03, 2.881609254567935750e+03, 1.501517748109311924e+03, 2.428833533788159912e+03, 8.331731895582719289e+02, 1.176942506147840049e+03, 6.924769060454399323e+02, 1.410362704396287882e+03, 1.858730714988543923e+03
1.927000000000000000e+03, 5.039961585745920161e+02, 1.321660355444736069e+03, 1.432391323222015899e+03, 3.381678068203519842e+02, 5.339452339650559907e+02, 1.757210170359807989e+03, 2.881721997459455906e+03, 1.502496463781887996e+03, 2.429017680510975879e+03, 8.333213659299839264e+02, 1.176735139758079868e+03, 6.923572509409279974e+02, 1.410179362979839880e+03, 1.858727225327615997e+03
1.928000000000000000e+03, 5.044166627164159991e+02, 1.321432453742591861e+03, 1.432448768409600007e+03, 3.371195328102400026e+02, 5.341244146319360198e+02, 1.757808915644415947e+03, 2.881878226894848012e+03, 1.503092390494208075e+03, 2.429131497144319837e+03, 8.335053113262080160e+02, 1.176267122540544051e+03, 6.925515982110720188e+02, 1.410075075805184042e+03, 1.858765745815552009e+03
1.929000000000000000e+03, 5.042016123617279959e+02, 1.321186298429440058e+03, 1.432531714965504079e+03, 3.366998675292160215e+02, 5.342988976783359476e+02, 1.757501288611839982e+03, 2.881754209714175886e+03, 1.503633153720320024e+03, 2.429103311421440139e+03, 8.338966231121919463e+02, 1.175728506798079934e+03, 6.921764596613120375e+02, 1.409786641907712010e+03, 1.858801581948928060e+03
1.930000000000000000e+03, 5.043627407441919672e+02, 1.320974771290111903e+03, 1.432737336524799957e+03, 3.363099314749439941e+02, 5.343932191866880430e+02, 1.756288228786175978e+03, 2.881774073937920093e+03, 1.504239952068607863e+03, 2.429142502998015971e+03, 8.343265896038400342e+02, 1.175364374102015972e+03, 6.918806437887999436e+02, 1.409432307105792006e+03, 1.858839162912767961e+03
1.931000000000000000e+03, 5.043913962291200050e+02, 1.320822702604287997e+03, 1.432853300641791975e+03, 3.359727094333439936e+02, 5.346108532326400109e+02, 1.755365616123903919e+03, 2.881634487500799878e+03, 1.505187931881471968e+03, 2.429175252123648079e+03, 8.346774347448319986e+02, 1.175134593351679996e+03, 6.922608826122240089e+02, 1.409107231768575957e+03, 1.858919156678656009e+03
1.932000000000000000e+03, 5.040460875694079732e+02, 1.320809146613760049e+03, 1.432946984615935889e+03, 3.349188989419519658e+02, 5.348103007764480026e+02, 1.755953758207999954e+03, 2.881449267036160109e+03, 1.505751780556799986e+03, 2.429203169411071940e+03, 8.350159318548479632e+02, 1.175064263262207987e+03, 6.928364082298879794e+02, 1.408796920381440032e+03, 1.858859295571968005e+03
1.933000000000000000e+03, 5.041820501278720030e+02, 1.320575876202495920e+03, 1.432979733741567998e+03, 3.344679944847359820e+02, 5.349000588820480289e+02, 1.756410232700927963e+03, 2.881375178850304110e+03, 1.506496957382655864e+03, 2.429235381665791920e+03, 8.353979826175999506e+02, 1.174993664737279914e+03, 6.933704605696000272e+02, 1.408462986674175909e+03, 1.858731788730367953e+03
1.934000000000000000e+03, 5.045636646830079712e+02, 1.320030683791359934e+03, 1.432970472718335941e+03, 3.344773897256960140e+02, 5.348658333614080220e+02, 1.756744032190463940e+03, 2.881369810141183734e+03, 1.507215022227456075e+03, 2.429293632159743993e+03, 8.358311703347200137e+02, 1.174769789566975987e+03, 6.935212541870080258e+02, 1.408234950754304009e+03, 1.858670048575487954e+03
1.935000000000000000e+03, 5.042016123617279959e+02, 1.319723056758783969e+03, 1.432894639702015866e+03, 3.344539687321599786e+02, 5.348167432273919530e+02, 1.757259159830528006e+03, 2.881461883502591718e+03, 1.508036568940543930e+03, 2.429350808911871809e+03, 8.362403330785280104e+02, 1.174377471148031873e+03, 6.930026368860160346e+02, 1.407923565625344054e+03, 1.858758095405055883e+03
1.936000000000000000e+03, 5.043019401134079658e+02, 1.319528172617727932e+03, 1.432896116097023878e+03, 3.344407147315200177e+02, 5.349014346137599887e+02, 1.756563643564031963e+03, 2.881344040337407932e+03, 1.508845096534015966e+03, 2.429465699287040025e+03, 8.366124517294080078e+02, 1.173960993538047887e+03, 6.928176177479680291e+02, 1.407679289360384018e+03, 1.858828559712256038e+03
1.937000000000000000e+03, 5.043930068418559927e+02, 1.319191420338175931e+03, 1.433010066948095982e+03, 3.343409574051839854e+02, 5.349714627133439535e+02, 1.756297892462592017e+03, 2.881375984156672075e+03, 1.509594970980351945e+03, 2.429504085557247890e+03, 8.369714841518079993e+02, 1.173788121104383890e+03, 6.927827211386879753e+02, 1.407516349038591898e+03, 1.858551534321663894e+03
1.938000000000000000e+03, 5.040714547199999629e+02, 1.318841246285823900e+03, 1.433103214051327996e+03, 3.342714326220799990e+02, 5.350182711459840448e+02, 1.757331637403648074e+03, 2.881301627535359785e+03, 1.510031044378624074e+03, 2.429599111708671899e+03, 8.372477042360319501e+02, 1.173750137487360007e+03, 6.929317699256320111e+02, 1.407348845314048049e+03, 1.858311687241727896e+03
1.939000000000000000e+03, 5.042324153303039793e+02, 1.318636564250623906e+03, 1.433087913230335971e+03, 3.336095043420160096e+02, 5.351675212595199582e+02, 1.757891459547136037e+03, 2.881042855755776145e+03, 1.510690456076288001e+03, 2.429596695789568003e+03, 8.375349301739520342e+02, 1.173522101567487880e+03, 6.933994515988480316e+02, 1.407122554224639998e+03, 1.858258805456895971e+03
1.940000000000000000e+03, 5.046484902871039822e+02, 1.318427050377215892e+03, 1.433060935467007994e+03, 3.329379459399680172e+02, 5.353951545262079890e+02, 1.757317141889024015e+03, 2.881013327855615898e+03, 1.511460865835008008e+03, 2.429562336051199964e+03, 8.379328857374720201e+02, 1.172989525622783958e+03, 6.939732323860480392e+02, 1.406806471475199942e+03, 1.858262160900095978e+03
1.941000000000000000e+03, 5.046336927825919929e+02, 1.317940376895488043e+03, 1.433081739214847858e+03, 3.327736298864639934e+02, 5.356171506483200346e+02, 1.757717110718464028e+03, 2.881091979444223853e+03, 1.512196244766719929e+03, 2.429443150708736084e+03, 8.384633141985279963e+02, 1.172255086215167921e+03, 6.935745386250239335e+02, 1.406345299361792058e+03, 1.858262831988736025e+03
1.942000000000000000e+03, 5.045669865717759990e+02, 1.317585773658111975e+03, 1.433147774337023975e+03, 3.330667614044160132e+02, 5.356287604817920283e+02, 1.757267615547391870e+03, 2.881143250616320074e+03, 1.512791634608127879e+03, 2.429280210386943963e+03, 8.388819392921599274e+02, 1.171839279693823983e+03, 6.933712658759679925e+02, 1.405951638765568077e+03, 1.858326988062719920e+03
1.943000000000000000e+03, 5.049325956628479730e+02, 1.317133057261567956e+03, 1.433135426306047975e+03, 3.325951203082240113e+02, 5.356261432360960271e+02, 1.756445263527936049e+03, 2.880911859253248167e+03, 1.513439637798911917e+03, 2.429312154206208106e+03, 8.392094305484799861e+02, 1.171706135707647945e+03, 6.930824293253119777e+02, 1.405570057764864032e+03, 1.858320814047232034e+03
1.944000000000000000e+03, 5.047837146480640058e+02, 1.316845160235008052e+03, 1.433106166841344020e+03, 3.320354994913279825e+02, 5.357441877278720312e+02, 1.755741291544575915e+03, 2.880882331353087920e+03, 1.514089251602431887e+03, 2.429356446056448021e+03, 8.395494040535039630e+02, 1.171571515326463896e+03, 6.932467118243839650e+02, 1.405051574681599959e+03, 1.858331551465471875e+03
1.945000000000000000e+03, 5.044877981122559731e+02, 1.316776306540544056e+03, 1.433239847698431959e+03, 3.323772178268159792e+02, 5.359560504115199819e+02, 1.755487754256384051e+03, 2.881116407070720015e+03, 1.514656589938688057e+03, 2.429395906068480144e+03, 8.397928079032319602e+02, 1.171030483664895883e+03, 6.939553143193600135e+02, 1.404715627708415923e+03, 1.858277327503359857e+03
1.946000000000000000e+03, 5.043530770677759847e+02, 1.316347212464128006e+03, 1.433462380691456019e+03, 3.327337001123839855e+02, 5.361485186334720083e+02, 1.756145018470399918e+03, 2.881251966975999949e+03, 1.515414249013248082e+03, 2.429353761701887834e+03, 8.399401118597120330e+02, 1.170677222604799908e+03, 6.940644333322239845e+02, 1.404227075178496079e+03, 1.858239075450879909e+03
1.947000000000000000e+03, 5.046021851709439829e+02, 1.315932211249152033e+03, 1.433525194588160048e+03, 3.324638553702399690e+02, 5.363099825602560031e+02, 1.756464456663039982e+03, 2.881027286499328056e+03, 1.516376724340736018e+03, 2.429276183855104136e+03, 8.403024997253120318e+02, 1.170588907339775915e+03, 6.935450778337279871e+02, 1.403761339662336013e+03, 1.858211158163456048e+03
1.948000000000000000e+03, 5.047350271672319764e+02, 1.315705114853376017e+03, 1.433576868413440025e+03, 3.320649602826239857e+02, 5.364930890956800340e+02, 1.756070259195903873e+03, 2.881090637266943759e+03, 1.517320006533120022e+03, 2.429264372695040038e+03, 8.407229367582719988e+02, 1.170538978344960015e+03, 6.933269740257279636e+02, 1.403185545609215978e+03, 1.858334772690943964e+03
1.949000000000000000e+03, 5.044028382904319869e+02, 1.315297764048895942e+03, 1.433615120465919972e+03, 3.320233192325119944e+02, 5.365993559818240328e+02, 1.755635527974912065e+03, 2.881147545583615738e+03, 1.517994987487232038e+03, 2.429268399226879865e+03, 8.409478856703999554e+02, 1.170342886244352030e+03, 6.940373213511679751e+02, 1.402337558003712047e+03, 1.858488720424959865e+03
1.950000000000000000e+03, 5.044155889745919694e+02, 1.315084223643647874e+03, 1.433730010841087960e+03, 3.313549485015039977e+02, 5.368602752450559592e+02, 1.756285141778432035e+03, 2.880594836979711999e+03, 1.518557225549823897e+03, 2.429326918156287775e+03, 8.412672567541759463e+02, 1.169819839758336002e+03, 6.942714641776640292e+02, 1.401502992171007918e+03, 1.858596228825088019e+03
1.951000000000000000e+03, 5.045790326128640118e+02, 1.314945308295167933e+03, 1.433849196183552067e+03, 3.310338996961280031e+02, 5.370368051118080075e+02, 1.757555378356223855e+03, 2.880755629817856061e+03, 1.519265895153663905e+03, 2.429394027020287922e+03, 8.417652045250559922e+02, 1.169374236901375980e+03, 6.942989117030399484e+02, 1.400718892204032045e+03, 1.858588981067775876e+03
1.952000000000000000e+03, 5.047297591214079944e+02, 1.314840752685056032e+03, 1.433867315576831970e+03, 3.311443273318399747e+02, 5.370726076907519655e+02, 1.757920450576383928e+03, 2.881177341919231822e+03, 1.520084489076735963e+03, 2.429399127293952006e+03, 8.421194051092479640e+02, 1.169334240018431956e+03, 6.942957575864319324e+02, 1.399915464884223866e+03, 1.858612871823359910e+03
1.953000000000000000e+03, 5.045103802449920067e+02, 1.314652579430400010e+03, 1.433932948045823878e+03, 3.306923826872319978e+02, 5.371035448770560379e+02, 1.758374106497024059e+03, 2.881107011829759813e+03, 1.521141587902463925e+03, 2.429403422261248124e+03, 8.424121339740160010e+02, 1.169444566990847989e+03, 6.939424294174719989e+02, 1.399429596708863983e+03, 1.858545762959359990e+03
1.954000000000000000e+03, 5.045331637043199748e+02, 1.314404545069055985e+03, 1.434054146654207898e+03, 3.304196858183680092e+02, 5.372652101304320240e+02, 1.757292848480255998e+03, 2.880756166688767735e+03, 1.522033733140480081e+03, 2.429405569744895729e+03, 8.426676845281280066e+02, 1.169465102303232015e+03, 6.939265917255679597e+02, 1.399049492103167950e+03, 1.858482949062655962e+03
1.955000000000000000e+03, 5.050318832271360066e+02, 1.314066047959039906e+03, 1.434136690556927988e+03, 3.300043490590720126e+02, 5.374712678973439779e+02, 1.756169177661440017e+03, 2.880577925545983817e+03, 1.522792600174592053e+03, 2.429449861595136099e+03, 8.427182846115839538e+02, 1.169420407799807890e+03, 6.937721742295040031e+02, 1.398678245867519990e+03, 1.858567640449023884e+03
1.956000000000000000e+03, 5.050228235304959981e+02, 1.313842978095103945e+03, 1.434218563371008031e+03, 3.302484911063040158e+02, 5.375866951434239809e+02, 1.756192665763840068e+03, 2.880681004761087934e+03, 1.523671994728447999e+03, 2.429471067996159945e+03, 8.428506232913920257e+02, 1.169260957138943922e+03, 6.942613978480640071e+02, 1.398221905592319899e+03, 1.858565895618560035e+03
1.957000000000000000e+03, 5.049981274685439985e+02, 1.313745267589119976e+03, 1.434293993734143896e+03, 3.304734064639999929e+02, 5.376798086922240145e+02, 1.756236286525439937e+03, 2.880757240430591992e+03, 1.524713926950912082e+03, 2.429415233421311768e+03, 8.431914021027839681e+02, 1.168724623097856011e+03, 6.949173198848000084e+02, 1.397742211432447903e+03, 1.858570190585855926e+03
1.958000000000000000e+03, 5.049947384709120115e+02, 1.313558033858560066e+03, 1.434488609439743868e+03, 3.298027875860479980e+02, 5.376607833292799796e+02, 1.755696731258879936e+03, 2.880168829911040120e+03, 1.525670496698367970e+03, 2.429455498739711857e+03, 8.436515004743679356e+02, 1.168739923918848035e+03, 6.951626027827200005e+02, 1.397251645636607918e+03, 1.858610187468799950e+03
1.959000000000000000e+03, 5.051459682959359725e+02, 1.313490388123648017e+03, 1.434808181850112078e+03, 3.292410528399360032e+02, 5.377392671457280358e+02, 1.755868529950719903e+03, 2.879844828315648101e+03, 1.526633777332223872e+03, 2.429656825331711843e+03, 8.441117330636799352e+02, 1.168841660956672058e+03, 6.952687690055679468e+02, 1.396801747812352005e+03, 1.858700113346559874e+03
1.960000000000000000e+03, 5.056058317864959690e+02, 1.313316978819071892e+03, 1.435102923980799915e+03, 3.289400024760320207e+02, 5.378587209236479794e+02, 1.756156158541823970e+03, 2.880030585651199999e+03, 1.527467403640831890e+03, 2.429720444534783837e+03, 8.446775950049279800e+02, 1.168930110439423970e+03, 6.950446253998079555e+02, 1.396150254960640041e+03, 1.858706690015231970e+03
1.961000000000000000e+03, 5.055510709534719922e+02, 1.313103438413824051e+03, 1.435281299341311978e+03, 3.287255561011199916e+02, 5.379091867893760082e+02, 1.756613035687935962e+03, 2.880398879096831934e+03, 1.528395385012223869e+03, 2.429718028615679941e+03, 8.453330472796160393e+02, 1.168691068665855937e+03, 6.945898957373440226e+02, 1.395419439431680075e+03, 1.858843189444608015e+03
1.962000000000000000e+03, 5.053909156495359980e+02, 1.312961570275328086e+03, 1.435422227955712060e+03, 3.284741998510079952e+02, 5.379439491809280298e+02, 1.756635718483968049e+03, 2.880570409353215837e+03, 1.529228474449919986e+03, 2.429866741858304067e+03, 8.456975155200000245e+02, 1.168321835696127891e+03, 6.944905075097599365e+02, 1.394674531041280034e+03, 1.859077802033152011e+03
1.963000000000000000e+03, 5.052634759167999619e+02, 1.313050690846720045e+03, 1.435518998937599918e+03, 3.280274225889280046e+02, 5.379802215219200434e+02, 1.756229709856768068e+03, 2.880708116742143829e+03, 1.530003044958207965e+03, 2.430026997825536000e+03, 8.458977683701759815e+02, 1.168370825166847908e+03, 6.946851903242239814e+02, 1.394056055750656014e+03, 1.859320870338559871e+03
1.964000000000000000e+03, 5.056205957365759787e+02, 1.313170278842367907e+03, 1.435665027825664083e+03, 3.281648950968319696e+02, 5.381113186877439603e+02, 1.757835222319103877e+03, 2.880921522929663752e+03, 1.530925926055935861e+03, 2.430260805107711803e+03, 8.462027781570559455e+02, 1.168678989070336002e+03, 6.956526988165119292e+02, 1.393605621055487973e+03, 1.859533873872896038e+03
1.965000000000000000e+03, 5.061796125736959766e+02, 1.313099680317440061e+03, 1.435913464840191864e+03, 3.285195989975039765e+02, 5.382056066416639624e+02, 1.759206793281535965e+03, 2.881066746511359725e+03, 1.531943027998720027e+03, 2.430460789522432151e+03, 8.467053564395520198e+02, 1.169306591166463932e+03, 6.959971686154240160e+02, 1.393015331487743879e+03, 1.859598835253247898e+03
1.966000000000000000e+03, 5.061628353576959967e+02, 1.313103169978367987e+03, 1.436204180439039874e+03, 3.284140367544320043e+02, 5.383385828556799879e+02, 1.758659050733567938e+03, 2.880959372328959944e+03, 1.533138371084287883e+03, 2.430607355281407763e+03, 8.471502882078719949e+02, 1.169667905290240014e+03, 6.960046176993280369e+02, 1.392350148427776048e+03, 1.859787545378816048e+03
1.967000000000000000e+03, 5.060373417820159716e+02, 1.313070420852735879e+03, 1.436431276834815890e+03, 3.275120265134079887e+02, 5.384635395604479982e+02, 1.758496915718144010e+03, 2.880754556076031804e+03, 1.533871199879167989e+03, 2.430725466882047840e+03, 8.476815219752959365e+02, 1.169707633737727974e+03, 6.964025061539839498e+02, 1.391651947806720045e+03, 1.859980013600767961e+03
1.968000000000000000e+03, 5.063811069378559750e+02, 1.313010291310592038e+03, 1.436732192980992068e+03, 3.273851236515839673e+02, 5.386150378209280234e+02, 1.759679642337280029e+03, 2.880912396124159841e+03, 1.534740528103423912e+03, 2.430924914425856059e+03, 8.483990499491840183e+02, 1.169981974773759930e+03, 6.961237359329279570e+02, 1.390963545079808000e+03, 1.860209391697919955e+03
1.969000000000000000e+03, 5.063455056855040084e+02, 1.312892582363135944e+03, 1.437093238669311859e+03, 3.274784049725440127e+02, 5.386406734069760205e+02, 1.759717357518848075e+03, 2.881024870580224160e+03, 1.535666630426623897e+03, 2.431154158305279907e+03, 8.489249821163519982e+02, 1.170528509362176010e+03, 6.960948791214079847e+02, 1.390300375285760083e+03, 1.860319047581695941e+03
1.970000000000000000e+03, 5.065019700019199718e+02, 1.312541066133504046e+03, 1.437426635505664080e+03, 3.272984861081599774e+02, 5.387779781427200305e+02, 1.759556698898431932e+03, 2.881056545964032011e+03, 1.536379594997760023e+03, 2.431471985885184040e+03, 8.492286497259519820e+02, 1.170631185924095917e+03, 6.961705108111359550e+02, 1.389715722862591974e+03, 1.860377969164288061e+03
1.971000000000000000e+03, 5.067481924239359614e+02, 1.312294642384895951e+03, 1.437768890712063921e+03, 3.273494217359360050e+02, 5.390199055974400153e+02, 1.759275646975999962e+03, 2.881509128142848112e+03, 1.537261539688448011e+03, 2.431704182554623912e+03, 8.496771382640639558e+02, 1.170733862486016051e+03, 6.960993754152959809e+02, 1.389073356816383921e+03, 1.860588556779519877e+03
1.972000000000000000e+03, 5.063838584012800084e+02, 1.312030233460735872e+03, 1.438171812331519959e+03, 3.265181106831360012e+02, 5.392245205237759365e+02, 1.759316314947584033e+03, 2.881613012664319740e+03, 1.538354340429823878e+03, 2.431926983983104037e+03, 8.502240083967999453e+02, 1.170998002974720066e+03, 6.965140410859519307e+02, 1.388493536231424059e+03, 1.860812834603008014e+03
1.973000000000000000e+03, 5.067574198927359816e+02, 1.311802197540863972e+03, 1.438541716389888052e+03, 3.257759537561599927e+02, 5.392379422965759659e+02, 1.759915597103103892e+03, 2.881029433982976116e+03, 1.539180450545663916e+03, 2.432199445970943998e+03, 8.506657189396479453e+02, 1.171294087282687997e+03, 6.967685850071039795e+02, 1.387844056645632008e+03, 1.861114153402367947e+03
1.974000000000000000e+03, 5.073753583124479860e+02, 1.311720190509056010e+03, 1.438986111287295898e+03, 3.258283657789439758e+02, 5.393777300602879450e+02, 1.760605878878207932e+03, 2.880924744155136068e+03, 1.540195673440255860e+03, 2.432473250136064053e+03, 8.510224696606719590e+02, 1.171716738908159869e+03, 6.970450735267839946e+02, 1.386875407302655958e+03, 1.861354403135487928e+03
1.975000000000000000e+03, 5.075525257134079880e+02, 1.311630130413567940e+03, 1.439441243602944041e+03, 3.260621059522559904e+02, 5.396078463549439448e+02, 1.761942821666815917e+03, 2.881153182728191950e+03, 1.541229149945856079e+03, 2.432836174872576066e+03, 8.514504899952639789e+02, 1.172148919992320089e+03, 6.972743174062079561e+02, 1.385922729869311979e+03, 1.861576399257599860e+03
1.976000000000000000e+03, 5.077447254999040069e+02, 1.311527453851648033e+03, 1.439782693502975917e+03, 3.259968425820159723e+02, 5.398026633871360218e+02, 1.761882960560127913e+03, 2.881654888595455759e+03, 1.542286651424768024e+03, 2.433075619299328082e+03, 8.520780249825279498e+02, 1.172558149844991931e+03, 6.974989978828799622e+02, 1.385243453947904072e+03, 1.861903353643007904e+03
1.977000000000000000e+03, 5.072536228331520078e+02, 1.311260629008384058e+03, 1.440094078631935872e+03, 3.253487387279359950e+02, 5.399877496340479865e+02, 1.762107104165887904e+03, 2.882190685765631770e+03, 1.543396363599872075e+03, 2.433522564333567971e+03, 8.526583824383999399e+02, 1.173173135474688024e+03, 6.982190759935999722e+02, 1.384406606413823965e+03, 1.862155146100735919e+03
1.978000000000000000e+03, 5.073849884344319889e+02, 1.311036216967168002e+03, 1.440464385343487947e+03, 3.250783906693120002e+02, 5.401830028738560259e+02, 1.762350843559936038e+03, 2.882383690858495811e+03, 1.544429437452287857e+03, 2.433989910462463740e+03, 8.530851948134400118e+02, 1.173966093811711971e+03, 6.982830307409919897e+02, 1.383547478736895982e+03, 1.862497535524863906e+03
1.979000000000000000e+03, 5.079831297392639726e+02, 1.310930319179776006e+03, 1.440957903929343956e+03, 3.251917710950399965e+02, 5.403569826037760322e+02, 1.761869136134143901e+03, 2.882799228944384140e+03, 1.545520359145471957e+03, 2.434378068131839882e+03, 8.535546213171199952e+02, 1.174571281547263879e+03, 6.988131236577279424e+02, 1.382811294498815869e+03, 1.862913073610752008e+03
1.980000000000000000e+03, 5.084406444195839754e+02, 1.310921863462911915e+03, 1.441399748689919988e+03, 3.255296306708480074e+02, 5.404935826964480157e+02, 1.761983355420672069e+03, 2.883235436560383732e+03, 1.546770194628607896e+03, 2.434702338162687738e+03, 8.538902998548479673e+02, 1.174961452482559935e+03, 6.990806195896319650e+02, 1.382105309249536049e+03, 1.863222713909247886e+03
1.981000000000000000e+03, 5.085289932390400054e+02, 1.310986556407807939e+03, 1.441800522825727967e+03, 3.252817640816639937e+02, 5.405914609745919961e+02, 1.762271386664959891e+03, 2.883350058500096111e+03, 1.547711195119615923e+03, 2.435104722911231875e+03, 8.542061812776960323e+02, 1.174886693208063889e+03, 6.990799485009920318e+02, 1.381431804690432045e+03, 1.863840920764416069e+03
1.982000000000000000e+03, 5.084349737205760107e+02, 1.310884550934528079e+03, 1.442073253249023992e+03, 3.244079731179519968e+02, 5.409411988193279512e+02, 1.762586261454848000e+03, 2.883138262925312119e+03, 1.548620654444544016e+03, 2.435498517725183774e+03, 8.547403007262720394e+02, 1.174877029531648077e+03, 6.999818916331520313e+02, 1.380690385960959929e+03, 1.864334707785727915e+03
1.983000000000000000e+03, 5.089078898851839767e+02, 1.311037022273535968e+03, 1.442512145219583999e+03, 3.243761635164159998e+02, 5.414517630566399475e+02, 1.762778192805888011e+03, 2.883448842747904109e+03, 1.549725534781440047e+03, 2.435825203675135981e+03, 8.553993768796159429e+02, 1.175230424809471970e+03, 7.008306174361599687e+02, 1.379837700734975897e+03, 1.864481139326976063e+03
1.984000000000000000e+03, 5.093600023019519654e+02, 1.310828582141951983e+03, 1.443047137083392045e+03, 3.246935884431359796e+02, 5.418942453514239332e+02, 1.762233537265663927e+03, 2.884008799109119991e+03, 1.550991476391935976e+03, 2.436162895478783867e+03, 8.558140425502720063e+02, 1.175998015995903870e+03, 7.014675476643840284e+02, 1.379236405313535897e+03, 1.864786216222719986e+03
1.985000000000000000e+03, 5.090451610664960072e+02, 1.310772613349375888e+03, 1.443547634991103905e+03, 3.247452622684160133e+02, 5.423417272565759504e+02, 1.762623037112319935e+03, 2.884239116730368096e+03, 1.552095819857919878e+03, 2.436525014908927915e+03, 8.563133324984320325e+02, 1.176954317307903921e+03, 7.016895437864959604e+02, 1.378662087655423875e+03, 1.865364023541759934e+03
1.986000000000000000e+03, 5.091859890175999794e+02, 1.310747380416511987e+03, 1.444114839109631930e+03, 3.247058022563840041e+02, 5.428885973893119399e+02, 1.763643628716032026e+03, 2.884251733196800160e+03, 1.553113190236159880e+03, 2.436993434779647941e+03, 8.570161636311039501e+02, 1.177345025114111877e+03, 7.012297138503679435e+02, 1.378112600276991998e+03, 1.865726814060544029e+03
1.987000000000000000e+03, 5.096529996021760098e+02, 1.310848714801152028e+03, 1.444587956600832058e+03, 3.244364608307199660e+02, 5.432299130716160107e+02, 1.763219366477823996e+03, 2.884551038730239725e+03, 1.554272294535167930e+03, 2.437447359135744136e+03, 8.577046334668799545e+02, 1.177621916286975875e+03, 7.014266112573440068e+02, 1.377585527259135915e+03, 1.865895525744640054e+03
1.988000000000000000e+03, 5.101124939939840033e+02, 1.310866028888063965e+03, 1.445096641789951946e+03, 3.242375166033920095e+02, 5.434316087623680005e+02, 1.764309617082368050e+03, 2.885085493723136096e+03, 1.555402407804927861e+03, 2.437949333438463782e+03, 8.584112898047999352e+02, 1.178482520358911870e+03, 7.015894173614079818e+02, 1.377104893575168035e+03, 1.866215769243647856e+03
1.989000000000000000e+03, 5.101587991101440025e+02, 1.310907233730559938e+03, 1.445623714807808028e+03, 3.242106059489279914e+02, 5.434799606988799496e+02, 1.765165120880639961e+03, 2.885240649416703945e+03, 1.556507959230463939e+03, 2.438423927324672150e+03, 8.590219804672000237e+02, 1.179481234472960068e+03, 7.021316569825279430e+02, 1.376562385518592009e+03, 1.866651171553279937e+03
