year, EC-Earth3-Veg, ACCESS-ESM1-5, TaiESM1, CESM2-WACCM, MIROC-ES2L, NorESM2-LM, CNRM-ESM2-1, INM-CM4-8, CMCC-CM2-SR5, GFDL-ESM4, MPI-ESM1-2-LR, INM-CM5-0, IPSL-CM6A-LR, NorESM2-MM, UKESM1-0-LL, CanESM5
1.910000000000000000e+03, 1.322977931279999950e+02, 1.037210525279999871e+02, 1.195258156199999888e+02, 9.854971617599998979e+01, 1.077440054399999951e+02, 9.800020137599999259e+01, 9.011114773199999206e+01, 1.420997180399999991e+02, 9.233743953599999088e+01, 1.108633258079999848e+02, 1.206537400799999915e+02, 1.419743939759999876e+02, 1.010663205119999901e+02, 9.623931785999998567e+01, 1.219471339319999856e+02, 1.251624498839999973e+02
1.911000000000000000e+03, 1.306739808359999984e+02, 1.022308188479999984e+02, 1.204535101319999910e+02, 9.933342519599999321e+01, 1.080939525479999901e+02, 9.735655161599999019e+01, 9.108003614399999037e+01, 1.407274447679999980e+02, 9.559289293199999804e+01, 1.092815352359999963e+02, 1.198006518599999879e+02, 1.443927005999999835e+02, 1.016296874999999886e+02, 9.443395281599998725e+01, 1.181957532839999914e+02, 1.249774833599999937e+02
1.912000000000000000e+03, 1.276349353559999855e+02, 1.017031269599999916e+02, 1.213346890439999868e+02, 9.782761273199999152e+01, 1.069419740039999880e+02, 9.578887340399998607e+01, 9.072701427599999136e+01, 1.435169458799999802e+02, 9.653649735599999815e+01, 1.114357593959999946e+02, 1.189810785239999973e+02, 1.467206092799999908e+02, 9.983988547199999175e+01, 9.394773076799999956e+01, 1.166093426879999839e+02, 1.232244917279999896e+02
1.913000000000000000e+03, 1.314557898119999777e+02, 1.020110444639999940e+02, 1.209382499879999955e+02, 9.880667150399999343e+01, 1.059890901119999853e+02, 9.541715068799999244e+01, 8.993628061199999024e+01, 1.444481566559999806e+02, 9.599397566399998993e+01, 1.119091226399999925e+02, 1.174286243159999970e+02, 1.421515316879999773e+02, 9.976568126399999414e+01, 9.481485250799998710e+01, 1.151658847799999847e+02, 1.283566524839999943e+02
1.914000000000000000e+03, 1.313333434079999904e+02, 1.041395352479999872e+02, 1.203621818759999940e+02, 9.807539108399998895e+01, 1.078138655639999968e+02, 9.572682632399998681e+01, 8.994007281599999715e+01, 1.439805250799999783e+02, 9.279287456399998746e+01, 1.126101284999999876e+02, 1.190508992279999916e+02, 1.427954337359999784e+02, 1.000930801319999972e+02, 9.559738681199999633e+01, 1.161044828639999906e+02, 1.270343322359999831e+02
1.915000000000000000e+03, 1.294547044679999885e+02, 1.030730271479999942e+02, 1.199775530519999904e+02, 9.921320996399998648e+01, 1.102735631879999971e+02, 9.695152688399998908e+01, 9.163130907599999375e+01, 1.416657669119999809e+02, 9.412653988799999638e+01, 1.105408386719999925e+02, 1.229930805599999957e+02, 1.440087182639999810e+02, 1.009296119519999877e+02, 9.576505583999998805e+01, 1.155817421279999877e+02, 1.279491758279999942e+02
1.916000000000000000e+03, 1.279234424519999891e+02, 1.021426441919999917e+02, 1.206505628279999911e+02, 9.854697254399999906e+01, 1.085158569239999906e+02, 9.764565001199999017e+01, 8.996602694399999223e+01, 1.409155885440000020e+02, 9.516281284799998730e+01, 1.112323600799999923e+02, 1.231149277799999879e+02, 1.446029511119999995e+02, 9.743027489999998636e+01, 9.688947980399998983e+01, 1.206562866119999882e+02, 1.267182626759999948e+02
1.917000000000000000e+03, 1.312176062879999847e+02, 1.035027918719999889e+02, 1.227312608039999873e+02, 9.911677287599999886e+01, 1.067556987359999852e+02, 9.703517612399998882e+01, 9.122622915599998805e+01, 1.424073832560000028e+02, 9.315232189199998913e+01, 1.124370746999999966e+02, 1.228171017959999887e+02, 1.456904700719999823e+02, 1.004056491959999988e+02, 9.789178849199998922e+01, 1.180299054599999948e+02, 1.277654470919999881e+02
1.918000000000000000e+03, 1.308701111039999887e+02, 1.017964419839999977e+02, 1.227733692479999945e+02, 9.859437115199999369e+01, 1.068418235519999939e+02, 9.775209977999999467e+01, 9.395028518399999484e+01, 1.433733940079999911e+02, 9.375836497199999542e+01, 1.097567354519999867e+02, 1.249306445159999868e+02, 1.469735753039999793e+02, 1.012712414399999972e+02, 9.611416724399998657e+01, 1.176606504359999974e+02, 1.271015591039999890e+02
1.919000000000000000e+03, 1.332291458159999991e+02, 1.047442301639999869e+02, 1.216721005919999925e+02, 1.008211596479999912e+02, 1.078503448319999904e+02, 9.668448003599999652e+01, 9.190763539199998888e+01, 1.428070389840000018e+02, 9.409300923599998612e+01, 1.070364400919999923e+02, 1.234707484679999965e+02, 1.434804744959999994e+02, 9.972516538799999353e+01, 9.652337049599999830e+01, 1.182950995679999977e+02, 1.291342514039999969e+02
1.920000000000000000e+03, 1.308534679799999765e+02, 1.044564483959999990e+02, 1.214633401559999868e+02, 9.987010484399999655e+01, 1.088071076519999849e+02, 9.618950674799999945e+01, 9.105382184399999801e+01, 1.420348484879999944e+02, 9.551600816399999871e+01, 1.108026899639999954e+02, 1.220145263639999911e+02, 1.440844046639999760e+02, 9.949444012799999371e+01, 9.528727755599999227e+01, 1.207101343319999955e+02, 1.294628801759999988e+02
1.921000000000000000e+03, 1.319431944600000008e+02, 1.033215465959999904e+02, 1.229987018519999964e+02, 1.008947331359999993e+02, 1.090370445119999943e+02, 9.669554917199998556e+01, 9.132301313999998627e+01, 1.418880326399999774e+02, 9.228827491199999145e+01, 1.140521278679999853e+02, 1.230925372199999970e+02, 1.463754635279999832e+02, 1.009608956639999917e+02, 9.557628134399999453e+01, 1.183500116279999901e+02, 1.285477921799999876e+02
1.922000000000000000e+03, 1.311399883079999995e+02, 1.056064086359999976e+02, 1.243405428839999871e+02, 1.011667863239999861e+02, 1.069586644319999920e+02, 9.618026669999999001e+01, 9.120163895999999681e+01, 1.452430846079999753e+02, 9.340785809999999856e+01, 1.105879219199999852e+02, 1.245014868599999858e+02, 1.449337322159999815e+02, 1.014984977399999906e+02, 9.846028796399998839e+01, 1.207329900479999907e+02, 1.289357953559999999e+02
1.923000000000000000e+03, 1.324021772879999901e+02, 1.063485926279999916e+02, 1.206339748919999977e+02, 1.018173503519999912e+02, 1.077905210399999874e+02, 9.835781173199998761e+01, 9.363908005199999707e+01, 1.448029681919999803e+02, 9.682842610799998795e+01, 1.076015494439999856e+02, 1.244905990559999935e+02, 1.451770009199999834e+02, 1.020886939799999880e+02, 9.648182969999999159e+01, 1.152444409559999912e+02, 1.270587962879999964e+02
1.924000000000000000e+03, 1.306457639999999856e+02, 1.046109905639999909e+02, 1.231622396639999835e+02, 9.932585655599999086e+01, 1.072649341799999974e+02, 9.786752153999999848e+01, 9.294328551599998889e+01, 1.423612460880000015e+02, 9.588151828799999521e+01, 1.132166998079999871e+02, 1.228545665639999953e+02, 1.473342840720000027e+02, 1.016127053639999929e+02, 9.749148627599998918e+01, 1.170213368759999923e+02, 1.258686828359999907e+02
1.925000000000000000e+03, 1.289839665959999877e+02, 1.033001967239999885e+02, 1.231258471199999889e+02, 1.009402001639999895e+02, 1.085398715879999969e+02, 9.895155577199999186e+01, 9.213347257199998808e+01, 1.463088279600000021e+02, 9.739296781199999486e+01, 1.140724291679999851e+02, 1.247388504479999938e+02, 1.469135622959999807e+02, 1.008684557639999895e+02, 9.645973873199999105e+01, 1.202738968439999923e+02, 1.289122221959999877e+02
1.926000000000000000e+03, 1.326811920479999856e+02, 1.020439995839999909e+02, 1.240924176359999933e+02, 1.014804118439999883e+02, 1.092501647999999932e+02, 9.767654740799999047e+01, 9.365593604399998640e+01, 1.456089022079999893e+02, 9.630242927999999836e+01, 1.132592734079999843e+02, 1.225414850399999835e+02, 1.430165326319999792e+02, 1.020015600119999988e+02, 9.667433332799998880e+01, 1.191165887159999954e+02, 1.312315215479999893e+02
1.927000000000000000e+03, 1.314393989759999783e+02, 1.046015139959999942e+02, 1.234515824639999835e+02, 1.022241884039999889e+02, 1.104298240679999878e+02, 9.695018660399999533e+01, 8.950461584399999992e+01, 1.443788720639999781e+02, 9.636859180799999081e+01, 1.112953611239999958e+02, 1.234267951679999840e+02, 1.465274828160000027e+02, 1.027105838999999889e+02, 9.840338125199998842e+01, 1.221306103799999931e+02, 1.306536874199999829e+02
1.928000000000000000e+03, 1.308440544839999973e+02, 1.047986297639999975e+02, 1.215490707719999932e+02, 1.007861546879999963e+02, 1.072320263639999922e+02, 9.819466023599999005e+01, 9.019059479999999951e+01, 1.447896915359999923e+02, 9.489362155199999904e+01, 1.096414082999999948e+02, 1.218827058839999893e+02, 1.486719781199999773e+02, 1.035351714599999866e+02, 9.885015176399998893e+01, 1.172375792279999871e+02, 1.285551164160000042e+02
1.929000000000000000e+03, 1.314691926120000005e+02, 1.076911274519999893e+02, 1.229638072679999965e+02, 1.017414353159999933e+02, 1.091993681879999940e+02, 9.883515639599998792e+01, 9.225884393999999133e+01, 1.459587152879999792e+02, 9.528527501999998606e+01, 1.089506989439999955e+02, 1.218676868639999924e+02, 1.460844177839999816e+02, 1.013067194399999948e+02, 9.710786660399999448e+01, 1.193138621639999855e+02, 1.282643466119999971e+02
1.930000000000000000e+03, 1.317921843239999760e+02, 1.068424858079999922e+02, 1.225004488199999884e+02, 9.966966202799999053e+01, 1.079498330279999863e+02, 9.821638065599999834e+01, 9.285816985199998896e+01, 1.434051192239999750e+02, 9.540312505199999293e+01, 1.094782646879999959e+02, 1.257339058559999927e+02, 1.466951281919999985e+02, 1.021924947239999852e+02, 9.538842927599999655e+01, 1.179362908439999842e+02, 1.288477468439999996e+02
1.931000000000000000e+03, 1.271090015999999849e+02, 1.055715298199999950e+02, 1.235806277759999858e+02, 9.949779082799999230e+01, 1.081042490519999859e+02, 9.900672800399999574e+01, 8.921464232399999617e+01, 1.430885135519999949e+02, 9.592156112399999301e+01, 1.076814064799999926e+02, 1.252246861799999920e+02, 1.463548389839999970e+02, 1.038039212519999950e+02, 9.477296481599999822e+01, 1.228437575999999893e+02, 1.303007286239999871e+02
1.932000000000000000e+03, 1.306672952039999984e+02, 1.051209276839999944e+02, 1.240927802999999869e+02, 1.010841462359999952e+02, 1.094522238359999875e+02, 9.842640253199999734e+01, 9.349566220799999883e+01, 1.455368897519999791e+02, 9.528280732799998987e+01, 1.045941897599999919e+02, 1.271095771319999841e+02, 1.452088207439999792e+02, 1.016016992999999928e+02, 9.548395181999998726e+01, 1.213960975199999837e+02, 1.293771732120000024e+02
1.933000000000000000e+03, 1.301751759240000013e+02, 1.063039534199999849e+02, 1.221831099359999939e+02, 1.025366470919999955e+02, 1.087257841919999919e+02, 9.825028185599998665e+01, 8.974392677999999535e+01, 1.454047539119999897e+02, 9.590536738799998773e+01, 1.075216529879999854e+02, 1.246962768479999966e+02, 1.474488228239999899e+02, 9.858126005999999109e+01, 9.755539397999999096e+01, 1.204150835159999957e+02, 1.293404180039999858e+02
1.934000000000000000e+03, 1.282335832439999876e+02, 1.073307813479999879e+02, 1.235096165879999859e+02, 1.022840594999999979e+02, 1.087080215399999901e+02, 9.871869394799999498e+01, 9.198536374799999749e+01, 1.443393416879999904e+02, 9.447565129199999490e+01, 1.095480144359999883e+02, 1.206957381479999896e+02, 1.451973101039999960e+02, 9.813564061199998889e+01, 9.588135272399999565e+01, 1.202717681639999938e+02, 1.303867903679999927e+02
1.935000000000000000e+03, 1.286612902439999857e+02, 1.066740599159999903e+02, 1.254677104799999938e+02, 9.871177179599999363e+01, 1.091597195519999985e+02, 9.856634353199999055e+01, 9.027034934399999599e+01, 1.444335870239999906e+02, 9.436645789199999967e+01, 1.087108282439999982e+02, 1.231158502079999835e+02, 1.443301647119999984e+02, 1.000037544119999922e+02, 9.692986953599999822e+01, 1.227983694119999853e+02, 1.303787250359999916e+02
1.936000000000000000e+03, 1.300887357479999764e+02, 1.075164968519999888e+02, 1.230905583359999866e+02, 9.859862062799999194e+01, 1.092163976279999957e+02, 9.717782921999999246e+01, 9.235591963199999554e+01, 1.444026659759999802e+02, 9.621375004799999431e+01, 1.105790208839999877e+02, 1.244579987159999916e+02, 1.451622420719999980e+02, 1.017470644919999927e+02, 9.622807527599999844e+01, 1.201271756039999872e+02, 1.327907638799999859e+02
1.937000000000000000e+03, 1.296333953279999776e+02, 1.055563846559999917e+02, 1.249749289439999842e+02, 1.014438458519999955e+02, 1.098353152799999890e+02, 9.664288405199999943e+01, 9.219231874799999105e+01, 1.477638359279999918e+02, 9.554111081999998589e+01, 1.081369755359999942e+02, 1.255131302039999923e+02, 1.453452139439999939e+02, 1.032425962199999958e+02, 9.769282786799999485e+01, 1.239994179719999892e+02, 1.317466463399999839e+02
1.938000000000000000e+03, 1.274190083639999926e+02, 1.059203731679999976e+02, 1.241081304479999972e+02, 1.027395970199999908e+02, 1.088657094239999878e+02, 9.745023718799998846e+01, 9.644130593999999235e+01, 1.443661157519999847e+02, 9.716327535599998555e+01, 1.087344881279999953e+02, 1.268681532839999875e+02, 1.474178544719999877e+02, 1.026641629079999944e+02, 9.792162154799999030e+01, 1.228015387799999871e+02, 1.315551991680000015e+02
1.939000000000000000e+03, 1.251746148959999942e+02, 1.058076950399999987e+02, 1.230031168919999942e+02, 1.016159535719999951e+02, 1.096301735999999920e+02, 9.731788059599999485e+01, 9.393559729199999708e+01, 1.436243732639999848e+02, 9.755632429199999933e+01, 1.053721828799999969e+02, 1.283789011319999815e+02, 1.453937320799999782e+02, 1.053573057719999895e+02, 9.912558718799999724e+01, 1.208803183559999894e+02, 1.298253549599999985e+02
1.940000000000000000e+03, 1.283197001759999978e+02, 1.071771064199999870e+02, 1.215320570999999887e+02, 1.021851626039999985e+02, 1.090515274199999851e+02, 9.675616924799999197e+01, 9.211940751599999544e+01, 1.466744248079999977e+02, 9.646391725199998746e+01, 1.054127302919999920e+02, 1.266474091679999958e+02, 1.484513364959999819e+02, 1.039340782079999883e+02, 9.850284579599998835e+01, 1.187235240119999844e+02, 1.292459203800000012e+02
1.941000000000000000e+03, 1.300381993080000029e+02, 1.077210787679999981e+02, 1.236749519519999865e+02, 1.022394991319999917e+02, 1.081416507479999893e+02, 9.818065825199998642e+01, 9.455326138799999569e+01, 1.433311673039999903e+02, 9.665672835599998791e+01, 1.075283543879999968e+02, 1.251968083559999911e+02, 1.477324260719999813e+02, 1.040996343239999931e+02, 9.864255027599999437e+01, 1.216101323519999937e+02, 1.310780673719999925e+02
1.942000000000000000e+03, 1.283256998999999894e+02, 1.062953362079999948e+02, 1.224764893439999867e+02, 1.022003314199999977e+02, 1.073919454199999848e+02, 9.857738113199999930e+01, 9.407279465999999957e+01, 1.450638970560000018e+02, 9.661264891199999738e+01, 1.093747556519999904e+02, 1.233057836519999881e+02, 1.458464944319999859e+02, 1.025086431239999882e+02, 9.744662631599999258e+01, 1.181738515319999863e+02, 1.301081934599999954e+02
1.943000000000000000e+03, 1.307222624519999954e+02, 1.073635630199999866e+02, 1.216214537759999956e+02, 1.017062726759999975e+02, 1.088062877159999857e+02, 9.796071830399999669e+01, 9.379733558399999538e+01, 1.436387379119999821e+02, 9.798489853199998834e+01, 1.062628935479999939e+02, 1.250914150439999872e+02, 1.476650021039999956e+02, 1.039530865319999862e+02, 9.908784647999999606e+01, 1.201966021079999933e+02, 1.304694856440000024e+02
1.944000000000000000e+03, 1.268277714359999919e+02, 1.062214788959999936e+02, 1.230440742719999889e+02, 1.018618712999999900e+02, 1.108286440919999905e+02, 9.748017273599998589e+01, 9.554153655599999695e+01, 1.450284348239999872e+02, 9.551702519999999197e+01, 1.052822816279999927e+02, 1.266857884799999852e+02, 1.480139637119999918e+02, 1.048173621479999866e+02, 1.005297039359999900e+02, 1.212108235199999910e+02, 1.294478375039999776e+02
1.945000000000000000e+03, 1.298343032999999878e+02, 1.056148287479999937e+02, 1.243282201919999892e+02, 1.032651129239999932e+02, 1.076787180359999923e+02, 9.909108680399998548e+01, 9.746264660399998547e+01, 1.441634181119999880e+02, 9.491607518399999321e+01, 1.096880185079999848e+02, 1.256590630439999927e+02, 1.489152152879999846e+02, 1.048711152599999963e+02, 9.938162797199998977e+01, 1.253760432119999848e+02, 1.307802256199999817e+02
1.946000000000000000e+03, 1.289018626200000028e+02, 1.058679209159999886e+02, 1.239998437079999860e+02, 1.034309213279999966e+02, 1.086249951359999955e+02, 1.000519887239999974e+02, 9.455640710399998738e+01, 1.429749051119999876e+02, 9.655314836399999479e+01, 1.088865310679999965e+02, 1.239056299079999945e+02, 1.468731331439999792e+02, 1.044946227239999956e+02, 9.754612239599998702e+01, 1.227956967359999965e+02, 1.287008048519999761e+02
1.947000000000000000e+03, 1.280141557559999796e+02, 1.077155915039999883e+02, 1.219974259679999875e+02, 1.036009240199999937e+02, 1.096058514599999967e+02, 9.844921094399998651e+01, 9.083171379599998829e+01, 1.408466035439999757e+02, 9.665865993599999229e+01, 1.058213501279999917e+02, 1.253341555199999959e+02, 1.481904233999999860e+02, 1.044094834079999856e+02, 9.900462297599999317e+01, 1.196725526279999912e+02, 1.299049912440000014e+02
1.948000000000000000e+03, 1.273836407399999899e+02, 1.065861611999999923e+02, 1.224029868119999946e+02, 1.029785610599999899e+02, 1.096818689879999908e+02, 9.974313302399998804e+01, 9.017887129199999663e+01, 1.425573527039999817e+02, 9.452137849199999664e+01, 1.062806404319999984e+02, 1.305552793319999978e+02, 1.445895167759999822e+02, 1.043891821079999858e+02, 9.882158014799999535e+01, 1.198574876159999860e+02, 1.302577687079999862e+02
1.949000000000000000e+03, 1.280807282520000001e+02, 1.047516490079999869e+02, 1.244478993119999899e+02, 1.016394242399999968e+02, 1.103584107959999869e+02, 9.816548155199998860e+01, 9.341451219599998979e+01, 1.436868303119999837e+02, 9.773142004799998972e+01, 1.076770623959999966e+02, 1.320766469280000024e+02, 1.500770961359999944e+02, 1.028398972679999872e+02, 9.766383839999998884e+01, 1.215627258599999863e+02, 1.292809568759999763e+02
1.950000000000000000e+03, 1.301291964360000009e+02, 1.082529649439999986e+02, 1.235247380999999933e+02, 1.019836396799999960e+02, 1.090345847039999967e+02, 9.831133555199998852e+01, 9.655109852399999681e+01, 1.434188373839999997e+02, 9.550882583999998587e+01, 1.040129260919999865e+02, 1.272053756159999836e+02, 1.449268258319999916e+02, 1.050552854999999965e+02, 9.784710197999999082e+01, 1.229216909399999906e+02, 1.322816939999999875e+02
1.951000000000000000e+03, 1.269390619799999911e+02, 1.065792626999999868e+02, 1.228817584799999878e+02, 1.010060315639999970e+02, 1.092379682519999875e+02, 9.855306687599998838e+01, 9.612851612399998658e+01, 1.439622026639999888e+02, 9.512303806799999961e+01, 1.065763140839999892e+02, 1.246934070719999852e+02, 1.487029464719999794e+02, 1.036759560479999891e+02, 9.733088919599998690e+01, 1.223924774399999933e+02, 1.301103063719999966e+02
1.952000000000000000e+03, 1.266883428959999947e+02, 1.052573051159999977e+02, 1.236574494719999961e+02, 1.014986081159999856e+02, 1.093240772999999848e+02, 9.892506553199999075e+01, 9.365943653999998730e+01, 1.435019662799999765e+02, 9.368680978799999082e+01, 1.060304732279999911e+02, 1.261853358119999911e+02, 1.462927761359999863e+02, 1.029934145159999872e+02, 9.811447995599999672e+01, 1.214393570279999892e+02, 1.314605832839999948e+02
1.953000000000000000e+03, 1.264531079879999851e+02, 1.070319462119999940e+02, 1.250734552919999913e+02, 1.021784296679999926e+02, 1.083406271399999952e+02, 9.917790541199998700e+01, 9.317668345199999180e+01, 1.422497032559999752e+02, 9.680707623599998612e+01, 1.025621281799999878e+02, 1.259471601719999967e+02, 1.480422357359999808e+02, 1.037849365799999930e+02, 9.820735347599999443e+01, 1.160919315359999899e+02, 1.338791343119999908e+02
1.954000000000000000e+03, 1.247278128479999850e+02, 1.047609600119999982e+02, 1.239133325759999877e+02, 1.018050276599999933e+02, 1.076826994559999946e+02, 9.818124166799999841e+01, 9.416772590399999388e+01, 1.435872711600000002e+02, 9.706414982399999758e+01, 1.061491983839999875e+02, 1.256118299999999834e+02, 1.493481888000000026e+02, 1.065368704319999864e+02, 9.819222407999998836e+01, 1.192856453279999869e+02, 1.329491849759999980e+02
1.955000000000000000e+03, 1.251927559799999869e+02, 1.041283005479999986e+02, 1.215235266119999977e+02, 1.017483259319999860e+02, 1.092514577759999952e+02, 9.848734585199999003e+01, 9.365377582799999345e+01, 1.416825755999999785e+02, 9.734321977199999765e+01, 1.051576750079999982e+02, 1.271815580519999855e+02, 1.477236275279999802e+02, 1.066072824359999913e+02, 9.794826946799999234e+01, 1.210733029079999881e+02, 1.317147634439999990e+02
1.956000000000000000e+03, 1.241951934599999845e+02, 1.074586125239999888e+02, 1.229781246119999878e+02, 1.020836639879999979e+02, 1.112187601799999896e+02, 9.967461317999999437e+01, 9.699247637999999938e+01, 1.433767683599999998e+02, 9.454587407999999016e+01, 1.081191971159999952e+02, 1.288565059679999933e+02, 1.488993053760000009e+02, 1.045245267359999986e+02, 1.006562973239999934e+02, 1.218779675999999910e+02, 1.311886247039999773e+02
1.957000000000000000e+03, 1.247547840119999876e+02, 1.080564877799999977e+02, 1.230855046919999864e+02, 1.019054698199999933e+02, 1.074870106919999984e+02, 1.005899298119999941e+02, 9.533288649599998621e+01, 1.394170608959999811e+02, 9.818379608399999370e+01, 1.049501129399999968e+02, 1.271747856959999865e+02, 1.478318275439999923e+02, 1.042733740319999924e+02, 1.002594009959999966e+02, 1.179951685559999959e+02, 1.301959660320000012e+02
1.958000000000000000e+03, 1.231565868359999882e+02, 1.091649545279999955e+02, 1.228572628919999943e+02, 1.022394281759999899e+02, 1.093632528959999917e+02, 9.856198367999999732e+01, 9.373463413199999650e+01, 1.421848652399999935e+02, 9.949195666799998605e+01, 1.028854983239999967e+02, 1.277249864039999920e+02, 1.494331152479999787e+02, 1.039485926519999879e+02, 9.919747349999998676e+01, 1.180932297479999846e+02, 1.348567818479999971e+02
1.959000000000000000e+03, 1.241798117759999940e+02, 1.084568846039999954e+02, 1.225447253639999872e+02, 1.031895999719999963e+02, 1.084151545919999933e+02, 9.809726918399999818e+01, 9.326235099599999501e+01, 1.443852896399999963e+02, 9.990280767599999479e+01, 1.042314548039999949e+02, 1.275145309079999834e+02, 1.491024287519999802e+02, 1.054169561159999944e+02, 9.842581123199998672e+01, 1.216737798839999840e+02, 1.331670829679999883e+02
1.960000000000000000e+03, 1.254438929159999958e+02, 1.106340354359999907e+02, 1.215928190879999846e+02, 1.045373697719999910e+02, 1.095086732759999961e+02, 9.874439578799999140e+01, 9.349223266799999976e+01, 1.447264460879999888e+02, 9.743324716799999408e+01, 1.048076569439999872e+02, 1.263407925239999940e+02, 1.499092615439999747e+02, 1.053999976319999945e+02, 9.876017955599999709e+01, 1.201268602439999853e+02, 1.304873192519999918e+02
1.961000000000000000e+03, 1.273687636319999967e+02, 1.085310730439999958e+02, 1.232272117079999845e+02, 1.031291454599999895e+02, 1.096252776359999928e+02, 9.796958780399998545e+01, 9.263062184399998955e+01, 1.460560984560000009e+02, 9.792375811199998736e+01, 1.049887445399999990e+02, 1.272223340999999834e+02, 1.492588000079999802e+02, 1.056987933479999953e+02, 9.786428121599999486e+01, 1.194810423839999913e+02, 1.317431143080000027e+02
1.962000000000000000e+03, 1.245561702839999896e+02, 1.053743667479999857e+02, 1.236405461759999866e+02, 1.022412966839999910e+02, 1.090566993239999931e+02, 9.976050147599998752e+01, 9.484723209599999905e+01, 1.446296147999999846e+02, 9.861585505199998636e+01, 1.027423406519999958e+02, 1.287883803240000020e+02, 1.464075356399999919e+02, 1.051146362519999968e+02, 9.695105384399998627e+01, 1.197988385399999913e+02, 1.361427883919999999e+02
1.963000000000000000e+03, 1.231831716839999871e+02, 1.060135935839999917e+02, 1.235841046199999909e+02, 1.008341209439999915e+02, 1.105337194199999971e+02, 9.948438014399999929e+01, 9.983048774399999559e+01, 1.451071959839999863e+02, 9.723211844399999393e+01, 1.034835233759999937e+02, 1.313701538039999832e+02, 1.507797182159999920e+02, 1.056601302119999986e+02, 9.922303342799999371e+01, 1.226678576759999970e+02, 1.350432384479999826e+02
1.964000000000000000e+03, 1.235809352519999891e+02, 1.086003260999999895e+02, 1.217747423879999928e+02, 1.010133479159999865e+02, 1.109758699079999928e+02, 9.938925968399999533e+01, 9.956117818799998531e+01, 1.457495843039999954e+02, 9.596722525199999154e+01, 1.061072633879999927e+02, 1.280679482879999966e+02, 1.518710530319999918e+02, 1.070422348319999912e+02, 1.004354822519999857e+02, 1.266443501759999890e+02, 1.318059024840000006e+02
1.965000000000000000e+03, 1.230879644999999840e+02, 1.089113498999999905e+02, 1.205839903319999848e+02, 1.019440698839999868e+02, 1.111335814439999865e+02, 9.876882830399999591e+01, 9.791537741999999866e+01, 1.432108259279999913e+02, 9.754056417599998952e+01, 1.067402776319999873e+02, 1.253697044759999955e+02, 1.491705622799999844e+02, 1.054296966599999905e+02, 1.005974984519999964e+02, 1.209326444639999920e+02, 1.298173763519999966e+02
1.966000000000000000e+03, 1.239233610239999877e+02, 1.082971074599999923e+02, 1.230503105159999961e+02, 1.022359355639999876e+02, 1.104537441239999964e+02, 9.927509936399999901e+01, 9.439916072399999791e+01, 1.407143573279999771e+02, 9.952756081199999016e+01, 1.043186045399999955e+02, 1.283312029319999965e+02, 1.456948851119999802e+02, 1.074412834919999966e+02, 9.981812563199999033e+01, 1.232286860159999975e+02, 1.321212309479999760e+02
1.967000000000000000e+03, 1.211698188359999904e+02, 1.109905735679999879e+02, 1.233022358519999955e+02, 1.014381220679999984e+02, 1.093640176439999863e+02, 9.844008915599999909e+01, 9.435584602799998777e+01, 1.408071520080000028e+02, 9.880213820399998781e+01, 9.932833213199998568e+01, 1.269992642039999851e+02, 1.508600877119999950e+02, 1.055714667479999918e+02, 1.002451861439999874e+02, 1.248645765959999920e+02, 1.323993705839999961e+02
1.968000000000000000e+03, 1.239875288999999867e+02, 1.104118170119999860e+02, 1.230992701559999887e+02, 1.003865935679999950e+02, 1.109900138039999860e+02, 9.961330719599999384e+01, 9.511644704399999739e+01, 1.429390171439999904e+02, 1.003133669759999975e+02, 1.054061471519999884e+02, 1.290723068159999798e+02, 1.487106570239999996e+02, 1.054294128359999974e+02, 1.019901676319999950e+02, 1.215960594119999882e+02, 1.349654233679999891e+02
1.969000000000000000e+03, 1.232953846559999960e+02, 1.071587209319999943e+02, 1.244230804799999959e+02, 1.043910979199999929e+02, 1.109940425279999943e+02, 9.912408134399998971e+01, 9.476735140799999613e+01, 1.419325457039999776e+02, 1.008373139639999891e+02, 1.059211852199999981e+02, 1.292214720959999852e+02, 1.468478728079999769e+02, 1.061143432199999950e+02, 1.010270030039999938e+02, 1.186357120199999855e+02, 1.353969304559999784e+02
1.970000000000000000e+03, 1.273012214039999890e+02, 1.099057430519999912e+02, 1.218405028319999843e+02, 1.041650478719999882e+02, 1.108652100839999974e+02, 1.008125187839999910e+02, 9.829976183999998796e+01, 1.434831708239999841e+02, 9.685115567999999087e+01, 1.035127178279999924e+02, 1.294165143719999946e+02, 1.527656978159999994e+02, 1.085607484199999959e+02, 1.016229703319999942e+02, 1.159628862239999876e+02, 1.336686630479999849e+02
1.971000000000000000e+03, 1.253222585639999949e+02, 1.098039448439999859e+02, 1.245470879159999953e+02, 1.041032057759999958e+02, 1.116070944839999868e+02, 1.010699471519999975e+02, 9.692254529999999590e+01, 1.438990360559999999e+02, 9.647448181199999340e+01, 1.051077535199999886e+02, 1.314023835959999928e+02, 1.506768635519999862e+02, 1.106449784279999875e+02, 1.019193062399999974e+02, 1.192523433119999936e+02, 1.349547957359999941e+02
