year, CESM2-WACCM, INM-CM4-8, CanESM5, IPSL-CM6A-LR, CMCC-CM2-SR5, NorESM2-LM, GFDL-ESM4, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-MM, INM-CM5-0, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR, TaiESM1, EC-Earth3-Veg
1.910000000000000000e+03, 2.915958082303404808e+00, 2.999941608868539333e+00, 2.853261656127870083e+00, 2.994290424976497889e+00, 3.091913613025099039e+00, 2.868789446074515581e+00, 2.992049627937376499e+00, 2.910686912946403027e+00, 3.069441521074622869e+00, 2.831392746884375811e+00, 3.000258130487054586e+00, 3.200875315815210342e+00, 3.173474979121237993e+00, 2.818581636529415846e+00, 3.072420659009367228e+00, 2.881456911563873291e+00
1.911000000000000000e+03, 2.922381239477545023e+00, 3.002831793855875731e+00, 2.867537818383425474e+00, 2.997617202345281839e+00, 3.061463416088372469e+00, 2.845703484490513802e+00, 2.985366212669759989e+00, 2.931218070443719625e+00, 3.066059108823537827e+00, 2.856190816964954138e+00, 3.008495236281305552e+00, 3.225243708584457636e+00, 3.199150634463876486e+00, 2.831686637364327908e+00, 3.095807426143437624e+00, 2.870020014233887196e+00
1.912000000000000000e+03, 2.908839017618447542e+00, 3.008169599343091249e+00, 2.867028617765754461e+00, 2.995425753761082888e+00, 3.061586630064994097e+00, 2.862309396732598543e+00, 2.970010042190551758e+00, 2.928084286395460367e+00, 3.068399860057979822e+00, 2.855096349958330393e+00, 3.009371878579258919e+00, 3.219039319083094597e+00, 3.211879392620176077e+00, 2.821761625818908215e+00, 3.064566396642476320e+00, 2.873980463482439518e+00
1.913000000000000000e+03, 2.915946452412754297e+00, 2.997324254829436541e+00, 2.864583826158195734e+00, 2.984701108653098345e+00, 3.041533555369824171e+00, 2.869336993899196386e+00, 2.967347425874322653e+00, 2.904991095419973135e+00, 3.076098219025880098e+00, 2.859235333744436502e+00, 2.998034935444593430e+00, 3.203443635720759630e+00, 3.161427041050046682e+00, 2.811543352436274290e+00, 3.061452100519090891e+00, 2.894815569743514061e+00
1.914000000000000000e+03, 2.899665548466145992e+00, 2.993306599091738462e+00, 2.844162681140005589e+00, 2.978933311533182859e+00, 3.052882128395140171e+00, 2.825629350263625383e+00, 2.978260035160928965e+00, 2.918995998334139585e+00, 3.078977402765303850e+00, 2.860183955635875463e+00, 2.994793653488159180e+00, 3.220552147831767797e+00, 3.174932801630347967e+00, 2.821158757433295250e+00, 3.090007568243891001e+00, 2.863932866603136063e+00
1.915000000000000000e+03, 2.892197587061673403e+00, 2.992383122909814119e+00, 2.853910101111978292e+00, 2.986570692155510187e+00, 3.051267773844301701e+00, 2.837649313732981682e+00, 2.979146107099950314e+00, 2.919002599082887173e+00, 3.079517092555761337e+00, 2.860043139662593603e+00, 3.007076703943312168e+00, 3.219610755331814289e+00, 3.183241572696715593e+00, 2.823581860866397619e+00, 3.071585821453481913e+00, 2.857190044596791267e+00
1.916000000000000000e+03, 2.921217307448387146e+00, 2.985395130235701799e+00, 2.850290376227349043e+00, 2.995110803749412298e+00, 3.078027837909758091e+00, 2.868952893186360598e+00, 2.972965606022626162e+00, 2.906773926224559546e+00, 3.086704364977777004e+00, 2.845559839624911547e+00, 3.003825678024441004e+00, 3.226374008227139711e+00, 3.216826182324439287e+00, 2.828472701366990805e+00, 3.097814053762704134e+00, 2.863539650570601225e+00
1.917000000000000000e+03, 2.908209117595106363e+00, 2.990826917812228203e+00, 2.872543071862310171e+00, 2.995274250861257315e+00, 3.060968045610934496e+00, 2.851327008102089167e+00, 2.975351619534194469e+00, 2.924810943659394979e+00, 3.069992840755730867e+00, 2.846808324102312326e+00, 3.011060727294534445e+00, 3.216423222329467535e+00, 3.202056221198290586e+00, 2.823280112352222204e+00, 3.101183578837662935e+00, 2.871912543196231127e+00
1.918000000000000000e+03, 2.924201160203665495e+00, 3.011021122802048922e+00, 2.861073485109955072e+00, 2.994515479076653719e+00, 3.055694361682981253e+00, 2.858831430785357952e+00, 2.956143755000084639e+00, 2.917992370203137398e+00, 3.079001605510711670e+00, 2.843837672844529152e+00, 3.002194664441049099e+00, 3.212425683159381151e+00, 3.178201743867248297e+00, 2.810480003245174885e+00, 3.069469809997826815e+00, 2.890535769984126091e+00
1.919000000000000000e+03, 2.897261304315179586e+00, 2.999565994832664728e+00, 2.866606798488646746e+00, 2.981474914122372866e+00, 3.069736354518681765e+00, 2.880304295103996992e+00, 2.984274260234087706e+00, 2.924481534864753485e+00, 3.095274965744465590e+00, 2.858163183555006981e+00, 3.012453485280275345e+00, 3.202256758231669664e+00, 3.166886174585670233e+00, 2.816795662511140108e+00, 3.077859990298748016e+00, 2.877521293703466654e+00
1.920000000000000000e+03, 2.921332663390785456e+00, 3.002346167340874672e+00, 2.865176007617264986e+00, 2.979991002939641476e+00, 3.063531650695949793e+00, 2.889617008622735739e+00, 2.988200762774795294e+00, 2.926579630002379417e+00, 3.083080553915351629e+00, 2.854915300849825144e+00, 3.012115275487303734e+00, 3.200083854608237743e+00, 3.184255887754261494e+00, 2.829908207058906555e+00, 3.090476535726338625e+00, 2.889170672278851271e+00
1.921000000000000000e+03, 2.936015871819108725e+00, 3.001721610780805349e+00, 2.859945385716855526e+00, 2.992665697820484638e+00, 3.074533212929964066e+00, 2.867555734701454639e+00, 2.974848391022533178e+00, 2.926782052963972092e+00, 3.064116288442164660e+00, 2.857436158228665590e+00, 3.015479142777621746e+00, 3.217947052326053381e+00, 3.206783614587038755e+00, 2.831387089099735022e+00, 3.070026158820837736e+00, 2.875711431261152029e+00
1.922000000000000000e+03, 2.929515077266842127e+00, 3.014181309845298529e+00, 2.859523252118378878e+00, 2.983126358594745398e+00, 3.079039324074983597e+00, 2.851541375275701284e+00, 2.974758495111018419e+00, 2.922760311048477888e+00, 3.066895517986267805e+00, 2.859669097233563662e+00, 3.014302637893706560e+00, 3.204125713091343641e+00, 3.192764252889901400e+00, 2.832719811704009771e+00, 3.083417506422847509e+00, 2.884287061169743538e+00
1.923000000000000000e+03, 2.914843184407800436e+00, 3.024935815483331680e+00, 2.845468057785183191e+00, 2.975282783154398203e+00, 3.073531156405806541e+00, 2.868321735877543688e+00, 2.981609129346907139e+00, 2.941081475000828505e+00, 3.065453411545604467e+00, 2.816604555118829012e+00, 3.013691597152501345e+00, 3.198014048393815756e+00, 3.163807082455605268e+00, 2.835490554571151733e+00, 3.107582847587764263e+00, 2.886616182513535023e+00
1.924000000000000000e+03, 2.934286475647240877e+00, 3.007230407092720270e+00, 2.874571701977401972e+00, 2.990490908268839121e+00, 3.051220311317592859e+00, 2.884613012429326773e+00, 2.979748032521456480e+00, 2.920396614354103804e+00, 3.086621698457747698e+00, 2.823650068603456020e+00, 3.022672387305647135e+00, 3.201407461892813444e+00, 3.180759691167622805e+00, 2.827094087842851877e+00, 3.123110008891671896e+00, 2.871728036552667618e+00
1.925000000000000000e+03, 2.920451620593667030e+00, 3.025073802564293146e+00, 2.879757690243422985e+00, 2.992116578388959169e+00, 3.062278451398015022e+00, 2.860604203306138515e+00, 2.965409320313483477e+00, 2.918525773566216230e+00, 3.078492404893040657e+00, 2.819945162627846003e+00, 3.015964140649884939e+00, 3.215783578343689442e+00, 3.194198815617710352e+00, 2.817834494635462761e+00, 3.074111707974225283e+00, 2.880077983718365431e+00
1.926000000000000000e+03, 2.908338932320475578e+00, 3.018034889828413725e+00, 2.871189918369054794e+00, 2.991840604227036238e+00, 3.062578628305345774e+00, 2.853861066978424788e+00, 2.965313452295958996e+00, 2.917577151674777269e+00, 3.070416860282421112e+00, 2.824242564383894205e+00, 2.996329113375395536e+00, 3.213745832908898592e+00, 3.180817526299506426e+00, 2.821981650777161121e+00, 3.071730409283190966e+00, 2.899824280757457018e+00
1.927000000000000000e+03, 2.928381005767732859e+00, 3.017613699194043875e+00, 2.859773137606680393e+00, 2.980105101596564054e+00, 3.078603046014904976e+00, 2.862539794296026230e+00, 2.980523463338613510e+00, 2.921586635056883097e+00, 3.063772106543183327e+00, 2.839125366881489754e+00, 3.016510745510458946e+00, 3.222017514053732157e+00, 3.205929289106279612e+00, 2.829290879890322685e+00, 3.091571317054331303e+00, 2.881877159234136343e+00
1.928000000000000000e+03, 2.923623751848936081e+00, 3.013521234970539808e+00, 2.858769509475678205e+00, 2.982427936512976885e+00, 3.062867803964763880e+00, 2.865467069204896688e+00, 2.997261390555649996e+00, 2.929080370813608170e+00, 3.060783224646002054e+00, 2.828919980674982071e+00, 3.035722381900995970e+00, 3.198285622056573629e+00, 3.197788994293659925e+00, 2.830082655418664217e+00, 3.104001155588775873e+00, 2.887730451766401529e+00
1.929000000000000000e+03, 2.910584758501499891e+00, 3.021350980270653963e+00, 2.863671979866921902e+00, 3.002267586998641491e+00, 3.079538152087479830e+00, 2.864334883634001017e+00, 2.962835028301924467e+00, 2.923061745241284370e+00, 3.076330816838890314e+00, 2.847377874422818422e+00, 3.034896659664809704e+00, 3.193777624983340502e+00, 3.192947502247989178e+00, 2.834939549211412668e+00, 3.071988781448453665e+00, 2.891280397307127714e+00
1.930000000000000000e+03, 2.916873700451105833e+00, 3.022758511360734701e+00, 2.867497899569571018e+00, 2.995584171731024981e+00, 3.068088367581367493e+00, 2.869252127129584551e+00, 2.966308908071368933e+00, 2.928160352166742086e+00, 3.108801471535116434e+00, 2.852045861072838306e+00, 3.020694991573691368e+00, 3.216364758554846048e+00, 3.177690342999994755e+00, 2.832275675609707832e+00, 3.094271651934832335e+00, 2.890552743338048458e+00
1.931000000000000000e+03, 2.929699269589036703e+00, 3.003716294188052416e+00, 2.868125285021960735e+00, 2.979167166631668806e+00, 3.051642130594700575e+00, 2.847152820322662592e+00, 2.975644252728670835e+00, 2.920888841617852449e+00, 3.066529019270092249e+00, 2.871405857149511576e+00, 3.017726854886859655e+00, 3.211274952627718449e+00, 3.184083639644086361e+00, 2.826964587438851595e+00, 3.111366019584238529e+00, 2.877317927777767181e+00
1.932000000000000000e+03, 2.922073518857359886e+00, 3.013132105115801096e+00, 2.862844057381153107e+00, 2.975857991259545088e+00, 3.062765335198491812e+00, 2.879310096614062786e+00, 2.969995269086211920e+00, 2.931722556240856647e+00, 3.073173773009330034e+00, 2.824381494428962469e+00, 3.009312471840530634e+00, 3.210002265404909849e+00, 3.197359945625066757e+00, 2.838541672099381685e+00, 3.077461745124310255e+00, 2.898245130199939013e+00
1.933000000000000000e+03, 2.920811518561094999e+00, 3.016605984885245562e+00, 2.865084225777536631e+00, 2.985633385833352804e+00, 3.053054690826684237e+00, 2.850676991511136293e+00, 2.972659142687916756e+00, 2.898089855443686247e+00, 3.068660118151456118e+00, 2.834069507662206888e+00, 3.008405340369790792e+00, 3.190303116571158171e+00, 3.191997937392443419e+00, 2.821951161604374647e+00, 3.083590383175760508e+00, 2.888843778055161238e+00
1.934000000000000000e+03, 2.905231236945837736e+00, 3.011693456210196018e+00, 2.867027989123016596e+00, 2.990823460277169943e+00, 3.070061362814158201e+00, 2.845779864583164454e+00, 2.967929863370954990e+00, 2.917241456452757120e+00, 3.062345716170966625e+00, 2.864316967315971851e+00, 3.011286095716059208e+00, 3.208441974129527807e+00, 3.189087950158864260e+00, 2.829315396957099438e+00, 3.118278575129806995e+00, 2.878089272417128086e+00
1.935000000000000000e+03, 2.923520968761295080e+00, 3.018553520087152719e+00, 2.863478986546397209e+00, 2.984571608249098063e+00, 3.076048556249588728e+00, 2.863287879154086113e+00, 2.967337996233254671e+00, 2.914428280200809240e+00, 3.068411175627261400e+00, 2.854906499851495028e+00, 3.010349103715270758e+00, 3.211475803982466459e+00, 3.200949809979647398e+00, 2.832466468680649996e+00, 3.087418817449361086e+00, 2.879966399632394314e+00
1.936000000000000000e+03, 2.955147356260567904e+00, 3.009070444386452436e+00, 2.870189433451741934e+00, 2.990770968608558178e+00, 3.078454057686030865e+00, 2.873446431476622820e+00, 2.977594302501529455e+00, 2.917970367707312107e+00, 3.107946517411619425e+00, 2.829375432338565588e+00, 3.003062505740672350e+00, 3.210363420657813549e+00, 3.188204707112163305e+00, 2.820067747961729765e+00, 3.088842693250626326e+00, 2.876326872501522303e+00
1.937000000000000000e+03, 2.924020111095160246e+00, 3.029939497355371714e+00, 2.859354147221893072e+00, 2.994469273835420609e+00, 3.069548704661428928e+00, 2.843329729512333870e+00, 2.958952216431498528e+00, 2.925420727115124464e+00, 3.059497650247067213e+00, 2.835203893482685089e+00, 3.004958177916705608e+00, 3.214156336616724730e+00, 3.164884890429675579e+00, 2.829079970251768827e+00, 3.106417658273130655e+00, 2.872439660131931305e+00
1.938000000000000000e+03, 2.923238079529255629e+00, 3.017711138818413019e+00, 2.860785566736012697e+00, 3.009431913960725069e+00, 3.058609692379832268e+00, 2.855995623394846916e+00, 2.958800713531672955e+00, 2.946954569779336452e+00, 3.053048404399305582e+00, 2.851496112998574972e+00, 3.018690878525376320e+00, 3.208406141493469477e+00, 3.185037604998797178e+00, 2.834309020545333624e+00, 3.081306838430464268e+00, 2.886796602979302406e+00
1.939000000000000000e+03, 2.923333004582673311e+00, 3.014652791898697615e+00, 2.869604167062789202e+00, 2.997614687774330378e+00, 3.049580182414501905e+00, 2.855646726675331593e+00, 2.968252671416848898e+00, 2.923368837218731642e+00, 3.068296134006232023e+00, 2.859950100537389517e+00, 3.006567817647010088e+00, 3.208519925829023123e+00, 3.192928014323115349e+00, 2.826634550001472235e+00, 3.083766403142362833e+00, 2.879941568244248629e+00
1.940000000000000000e+03, 2.916438365355134010e+00, 3.028051997534930706e+00, 2.870020957197993994e+00, 2.991085604298859835e+00, 3.048759803641587496e+00, 2.856084262020885944e+00, 2.980290551204234362e+00, 2.921297459397464991e+00, 3.065843170043081045e+00, 2.867909974884241819e+00, 3.025580802932381630e+00, 3.204924718011170626e+00, 3.206708491779863834e+00, 2.839648083318024874e+00, 3.085257229395210743e+00, 2.898282220121473074e+00
1.941000000000000000e+03, 2.919188677333295345e+00, 3.020918788388371468e+00, 2.876667911186814308e+00, 2.985120413359254599e+00, 3.079722658731043339e+00, 2.884531288873404264e+00, 2.951258572284132242e+00, 2.929903578478842974e+00, 3.066580567974597216e+00, 2.855721220839768648e+00, 3.018219396471977234e+00, 3.205894713755697012e+00, 3.191700589377433062e+00, 2.836883941199630499e+00, 3.070760413538664579e+00, 2.882240829057991505e+00
1.942000000000000000e+03, 2.929843857418745756e+00, 3.029060969129204750e+00, 2.851513400673866272e+00, 3.015679365489631891e+00, 3.052055463194847107e+00, 2.848543692380189896e+00, 2.960084402002394199e+00, 2.927996905054897070e+00, 3.083555179182440042e+00, 2.861262077931314707e+00, 3.016690851654857397e+00, 3.204763785470277071e+00, 3.181949083227664232e+00, 2.845941111445426941e+00, 3.071407601237297058e+00, 2.895484759937971830e+00
1.943000000000000000e+03, 2.927420439664274454e+00, 3.025014081504195929e+00, 2.860391407739371061e+00, 3.016424935776740313e+00, 3.047616931144148111e+00, 2.838934573810547590e+00, 2.965702582150697708e+00, 2.914115216117352247e+00, 3.071508498396724463e+00, 2.865751530043780804e+00, 3.002780559472739697e+00, 3.204254899173974991e+00, 3.172256040852516890e+00, 2.844472602009773254e+00, 3.092175757046788931e+00, 2.904518356081098318e+00
1.944000000000000000e+03, 2.944009692873805761e+00, 3.028792224358767271e+00, 2.857710560783743858e+00, 3.000007616356015205e+00, 3.058789798524230719e+00, 2.849990199320018291e+00, 2.961333515122532845e+00, 2.939241437707096338e+00, 3.084801777731627226e+00, 2.844047325197607279e+00, 3.008778125513345003e+00, 3.210182057227939367e+00, 3.189926559571176767e+00, 2.830093656666576862e+00, 3.093326173257082701e+00, 2.877567498944699764e+00
1.945000000000000000e+03, 2.909669454675167799e+00, 3.023658727761358023e+00, 2.858404896687716246e+00, 3.004702320322394371e+00, 3.062991646584123373e+00, 2.849424420855939388e+00, 2.948696224484592676e+00, 2.931501902639865875e+00, 3.075275954324752092e+00, 2.850698994006961584e+00, 3.024973848368972540e+00, 3.201342083048075438e+00, 3.213049296755343676e+00, 2.818736282642930746e+00, 3.073191689327359200e+00, 2.888450247701257467e+00
1.946000000000000000e+03, 2.916123101022094488e+00, 3.020366211421787739e+00, 2.857422328088432550e+00, 2.995974244549870491e+00, 3.054726880509406328e+00, 2.860075200442224741e+00, 2.944878162816166878e+00, 2.924428100232034922e+00, 3.066924435552209616e+00, 2.839661284815520048e+00, 3.019121184479445219e+00, 3.216585726477205753e+00, 3.195035853423178196e+00, 2.837899827864021063e+00, 3.069966437760740519e+00, 2.897084027063101530e+00
1.947000000000000000e+03, 2.896459470503032207e+00, 3.020627098158001900e+00, 2.860267565120011568e+00, 3.006747609470039606e+00, 3.051190765108913183e+00, 2.871506439987570047e+00, 2.959102776367217302e+00, 2.920573262963443995e+00, 3.078460344113409519e+00, 2.848715626168996096e+00, 3.031852142885327339e+00, 3.201329195871949196e+00, 3.167442523408681154e+00, 2.840441430453211069e+00, 3.104089165572077036e+00, 2.892345318105071783e+00
1.948000000000000000e+03, 2.893046883400529623e+00, 3.031904948875308037e+00, 2.864608971867710352e+00, 3.009475918952375650e+00, 3.079898678697645664e+00, 2.871610166039317846e+00, 2.955661586020141840e+00, 2.913351100869476795e+00, 3.074606135487556458e+00, 2.864568738732486963e+00, 3.009273810312151909e+00, 3.207907942123711109e+00, 3.175295842811465263e+00, 2.839870308525860310e+00, 3.089581348467618227e+00, 2.893938927445560694e+00
1.949000000000000000e+03, 2.933635201770812273e+00, 3.032918006647378206e+00, 2.876908052712678909e+00, 3.002081194426864386e+00, 3.068701608572155237e+00, 2.856412099208682775e+00, 2.962388691958039999e+00, 2.910120505839586258e+00, 3.060652781277894974e+00, 2.849837124813348055e+00, 3.023479564581066370e+00, 3.205059876199811697e+00, 3.191020083613693714e+00, 2.842264494393020868e+00, 3.083102556411176920e+00, 2.896249818149954081e+00
1.950000000000000000e+03, 2.913148049265146255e+00, 3.031815367285162210e+00, 2.874105249065905809e+00, 2.993039111606776714e+00, 3.061605803668498993e+00, 2.871397684793919325e+00, 2.956817660015076399e+00, 2.932745357975363731e+00, 3.045258577913045883e+00, 2.852726995479315519e+00, 3.006890940014272928e+00, 3.199042507912963629e+00, 3.212690341752022505e+00, 2.832064451649785042e+00, 3.062395693268626928e+00, 2.915389160625636578e+00
1.951000000000000000e+03, 2.931075368542224169e+00, 3.026811999734491110e+00, 2.866717439610511065e+00, 3.000994271133095026e+00, 3.087322006467729807e+00, 2.866923005785793066e+00, 2.937067905440926552e+00, 2.941946173086762428e+00, 3.059038112405687571e+00, 2.870530157815665007e+00, 3.025462932419031858e+00, 3.200790763366967440e+00, 3.173982293810695410e+00, 2.841125393752008677e+00, 3.090383182279765606e+00, 2.873758866917341948e+00
1.952000000000000000e+03, 2.946688968222588301e+00, 3.020391671452671289e+00, 2.869648486375808716e+00, 3.013588499743491411e+00, 3.082690166775137186e+00, 2.854071662295609713e+00, 2.956402755808085203e+00, 2.916201052721589804e+00, 3.049232542980462313e+00, 2.870246954262256622e+00, 3.010479232762008905e+00, 3.213262092322111130e+00, 3.176029154565185308e+00, 2.851013315375894308e+00, 3.125008509960025549e+00, 2.891949901822954416e+00
1.953000000000000000e+03, 2.924203674774616957e+00, 3.022865066304802895e+00, 2.863750874530524015e+00, 3.018844581674784422e+00, 3.077482490334659815e+00, 2.838375710416585207e+00, 2.956211334094405174e+00, 2.912190940696746111e+00, 3.055719507392495871e+00, 2.849958452861756086e+00, 3.005374025087803602e+00, 3.198233444709330797e+00, 3.203249699436128139e+00, 2.829174266662448645e+00, 3.079325042199343443e+00, 2.892871806398034096e+00
1.954000000000000000e+03, 2.916086954064667225e+00, 3.040190460160374641e+00, 2.853570005390793085e+00, 3.001553134527057409e+00, 3.059026168193668127e+00, 2.852840151172131300e+00, 2.960033796261996031e+00, 2.931554079987108707e+00, 3.098662721458822489e+00, 2.858927613124251366e+00, 3.009527467656880617e+00, 3.200206754263490438e+00, 3.176892909687012434e+00, 2.827126148622483015e+00, 3.069750184658914804e+00, 2.884372870903462172e+00
1.955000000000000000e+03, 2.934129943605512381e+00, 3.026438271626830101e+00, 2.848864614497870207e+00, 3.008191601838916540e+00, 3.065244073513895273e+00, 2.882558922283351421e+00, 2.941069530788809061e+00, 2.937639027368277311e+00, 3.086368355434387922e+00, 2.843330358155071735e+00, 3.031261533033102751e+00, 3.209879680071026087e+00, 3.176984377205371857e+00, 2.820971736218780279e+00, 3.099798678886145353e+00, 2.874643995892256498e+00
1.956000000000000000e+03, 2.930750988889485598e+00, 3.031786764040589333e+00, 2.857086947187781334e+00, 3.013801295310258865e+00, 3.085318207740783691e+00, 2.867133601102977991e+00, 2.951727539766579866e+00, 2.901650173589587212e+00, 3.070850938092917204e+00, 2.855190332047641277e+00, 3.035429434385150671e+00, 3.193669812753796577e+00, 3.188779286574572325e+00, 2.823445131070911884e+00, 3.091942844912409782e+00, 2.873843733686953783e+00
1.957000000000000000e+03, 2.928255905862897635e+00, 3.012629190925508738e+00, 2.853749797213822603e+00, 3.009310585912317038e+00, 3.082413563970476389e+00, 2.855047944467514753e+00, 2.938562503550201654e+00, 2.933779160957783461e+00, 3.066993586253374815e+00, 2.826689870562404394e+00, 3.017903189174830914e+00, 3.194332087878137827e+00, 3.190661442931741476e+00, 2.817954251077026129e+00, 3.068638744298368692e+00, 2.882884873542934656e+00
1.958000000000000000e+03, 2.914555580355226994e+00, 3.023248852696269751e+00, 2.851661760360002518e+00, 3.024940530303865671e+00, 3.054933389648795128e+00, 2.868989354465156794e+00, 2.944255177862942219e+00, 2.931329654529690742e+00, 3.076551156118512154e+00, 2.830569539219141006e+00, 3.026245278306305408e+00, 3.196744190063327551e+00, 3.170256328303366899e+00, 2.815334068145602942e+00, 3.053030173759907484e+00, 2.894420467782765627e+00
1.959000000000000000e+03, 2.888495195657014847e+00, 3.034102683886885643e+00, 2.862019278109073639e+00, 2.993140323087573051e+00, 3.055029257666319609e+00, 2.880280406679958105e+00, 2.982911362778395414e+00, 2.918401302304118872e+00, 3.063797252252697945e+00, 2.847572125028818846e+00, 3.022895869798958302e+00, 3.207029099576175213e+00, 3.183539549354463816e+00, 2.816512458957731724e+00, 3.080616274382919073e+00, 2.872677287086844444e+00
1.960000000000000000e+03, 2.896598086226731539e+00, 3.047094843350350857e+00, 2.862677152734249830e+00, 3.001998842228204012e+00, 3.050068637821823359e+00, 2.854029543232172728e+00, 2.950730826705694199e+00, 2.923446474596858025e+00, 3.060534282121807337e+00, 2.857617835979908705e+00, 3.003831964451819658e+00, 3.194613091181963682e+00, 3.195771051105111837e+00, 2.836685290094465017e+00, 3.065005817916244268e+00, 2.890652383212000132e+00
1.961000000000000000e+03, 2.906294586136937141e+00, 3.036998840980231762e+00, 2.874310500919818878e+00, 3.001571993809193373e+00, 3.049531776923686266e+00, 2.826858975458890200e+00, 2.951515687163919210e+00, 2.928582171443849802e+00, 3.050867328420281410e+00, 2.868471038527786732e+00, 3.017852269113063812e+00, 3.189383412245661020e+00, 3.213690512347966433e+00, 2.849285805132240057e+00, 3.073161514475941658e+00, 2.899833081755787134e+00
1.962000000000000000e+03, 2.895288937725126743e+00, 3.029767249245196581e+00, 2.864618087187409401e+00, 3.027159953489899635e+00, 3.066418692469596863e+00, 2.844929939601570368e+00, 2.956313802860677242e+00, 2.930867916438728571e+00, 3.078505292069166899e+00, 2.873409027233719826e+00, 3.000464639626443386e+00, 3.205550531856715679e+00, 3.182419307995587587e+00, 2.826822199858725071e+00, 3.077529638539999723e+00, 2.884349925443530083e+00
1.963000000000000000e+03, 2.906074246857315302e+00, 2.998608257621526718e+00, 2.849492628592997789e+00, 2.993741619866341352e+00, 3.063485759776085615e+00, 2.837625110987573862e+00, 2.952127985190600157e+00, 2.929245075210928917e+00, 3.069221496116369963e+00, 2.856758481357246637e+00, 2.996253676246851683e+00, 3.205376712139695883e+00, 3.162788366898894310e+00, 2.814921678509563208e+00, 3.050666162744164467e+00, 2.862570912111550570e+00
1.964000000000000000e+03, 2.916805492714047432e+00, 3.013478172942996025e+00, 2.826241648290306330e+00, 2.991131495218724012e+00, 3.069586737547069788e+00, 2.829557110089808702e+00, 2.908883022610098124e+00, 2.936126827262341976e+00, 3.024653869215399027e+00, 2.826478960923850536e+00, 3.007947374135255814e+00, 3.184486599639058113e+00, 3.169310849625617266e+00, 2.803009527269750834e+00, 3.056666243355721235e+00, 2.861030108761042356e+00
1.965000000000000000e+03, 2.899272332433611155e+00, 2.996012277435511351e+00, 2.830915607046335936e+00, 3.003555675968527794e+00, 3.086013800930231810e+00, 2.860368462279438972e+00, 2.934980497229844332e+00, 2.901742269750684500e+00, 3.049103042576462030e+00, 2.827236789744347334e+00, 3.006443660706281662e+00, 3.180419909767806530e+00, 3.177671483717858791e+00, 2.803757612127810717e+00, 3.065358486492186785e+00, 2.872693946119397879e+00
1.966000000000000000e+03, 2.907218690961599350e+00, 3.003598109353333712e+00, 2.861969929654151201e+00, 2.988815261051058769e+00, 3.069313277956098318e+00, 2.866282418835908175e+00, 2.943114819936454296e+00, 2.929224958643317223e+00, 3.080130333546549082e+00, 2.826230961363762617e+00, 2.999441523570567369e+00, 3.183214226737618446e+00, 3.187753970269113779e+00, 2.809487690683454275e+00, 3.047894162591546774e+00, 2.878619532566517591e+00
1.967000000000000000e+03, 2.905035100411623716e+00, 3.019332408439368010e+00, 2.838007325772196054e+00, 3.003996668849140406e+00, 3.053710993845015764e+00, 2.849930792581290007e+00, 2.937681775074452162e+00, 2.940983092412352562e+00, 3.039569675456732512e+00, 2.803343022242188454e+00, 3.007441945374011993e+00, 3.175253409426659346e+00, 3.159909811802208424e+00, 2.815411705523729324e+00, 3.063799452502280474e+00, 2.871813846286386251e+00
1.968000000000000000e+03, 2.907694259192794561e+00, 3.027772251516580582e+00, 2.857134724035859108e+00, 2.993443643208593130e+00, 3.064405464101582766e+00, 2.820978022646158934e+00, 2.953035745304077864e+00, 2.909154596272855997e+00, 3.030281793326139450e+00, 2.814526576548814774e+00, 2.999329625163227320e+00, 3.168640402145683765e+00, 3.156263998243957758e+00, 2.826944156549870968e+00, 3.065198811236768961e+00, 2.862494846340268850e+00
1.969000000000000000e+03, 2.911874733399599791e+00, 3.003362368326634169e+00, 2.856332890223711729e+00, 3.012651507742702961e+00, 3.072069876361638308e+00, 2.814598556142300367e+00, 2.941915998235344887e+00, 2.938270813319832087e+00, 3.036419546697288752e+00, 2.812594128772616386e+00, 2.996689325664192438e+00, 3.202182892709970474e+00, 3.177287068683654070e+00, 2.827099116984754801e+00, 3.050217626150697470e+00, 2.875688800122588873e+00
1.970000000000000000e+03, 2.895982016343623400e+00, 3.003538073971867561e+00, 2.837208635173738003e+00, 2.986850438173860312e+00, 3.078033810015767813e+00, 2.836586593184620142e+00, 2.939616737421602011e+00, 2.929300081450492144e+00, 3.040782327298074961e+00, 2.821460820268839598e+00, 3.022342349868267775e+00, 3.203253785613924265e+00, 3.185394674073904753e+00, 2.809536724817007780e+00, 3.071846393868327141e+00, 2.899595454800873995e+00
1.971000000000000000e+03, 2.890846633818000555e+00, 3.013519349042326212e+00, 2.838798786979168653e+00, 2.998975070659071207e+00, 3.102238755673170090e+00, 2.850158361252397299e+00, 2.940474520437419415e+00, 2.938267670106142759e+00, 3.044782381039112806e+00, 2.815346641000360250e+00, 3.011048154439777136e+00, 3.184030519332736731e+00, 3.165471099782735109e+00, 2.814885531552135944e+00, 3.084828809369355440e+00, 2.870383055415004492e+00
