year, MIROC-ES2L, CNRM-ESM2-1, NorESM2-MM, ACCESS-ESM1-5, CMCC-CM2-SR5, TaiESM1, INM-CM5-0, CESM2-WACCM, EC-Earth3-Veg, MPI-ESM1-2-LR, CanESM5, INM-CM4-8, UKESM1-0-LL, IPSL-CM6A-LR, GFDL-ESM4, NorESM2-LM
1.909000000000000000e+03, -6.039735915937499700e-01, 1.013104594124999869e+00, -6.095602679062499529e-01, 5.990955513749999239e-01, -1.361434373437499845e+00, 2.062872775546874815e-01, 1.769839370437499948e+00, -3.625581511406249513e-01, 2.320445211328124868e-01, 4.329215268749999623e-01, -4.246003652343749435e-01, 9.928320584062498844e-01, -1.149836682937499965e+00, -6.035938661249999893e-01, -1.603209798562499788e+00, -7.655578962187499226e-01
1.910000000000000000e+03, -8.992087730859374406e-02, 1.422322751812499897e+00, -2.029213638984374846e-01, 1.637413177499999761e-01, -7.773788455312499179e-01, -2.304396620999999978e+00, -1.056422662382812405e-01, -3.869076387656249505e-01, 7.186081834687499947e-01, -9.266358386249998746e-01, -1.812390057562499823e+00, 8.599947887812499081e-01, 1.892903282578124735e-01, 9.337497319687498853e-01, -1.714138417687499860e+00, 1.176133041210937341e-01
1.911000000000000000e+03, -1.562635901249999959e+00, 4.581340353281249667e-01, -1.321537021874999995e+00, -1.573037730562499847e+00, 1.113119663062499987e+00, -5.569479953437499464e-01, 1.525681129499999900e+00, -9.042790935937499164e-01, -1.278663213937499821e+00, -1.135263108937499821e+00, -1.985855057437499793e+00, 4.438491820312499489e-03, -1.084045442062499864e+00, 1.066165638749999867e-01, -1.877247906749999862e+00, -2.253150651796874959e-01
1.912000000000000000e+03, -2.654694320624999992e+00, 9.041777102812499356e-01, -1.154591474062499845e+00, -7.325504831249999294e-01, 1.079047478812499961e+00, 1.394896409999999864e+00, 4.534057356749999990e+00, -1.267191008437499988e+00, -6.634123856999999624e+00, -7.898321778749999300e-01, -2.245348663874999762e+00, 2.671285213125000002e+00, -8.796700499062499734e-01, -3.853809144843749479e-01, 9.189853405312499168e-01, -9.812226220312498803e-01
1.913000000000000000e+03, -5.628803357812499630e-01, 1.079959066312499827e+00, -1.043862049124999913e+00, 7.558259605312499518e-01, 5.165581709531249510e-01, -4.847905168593749647e-01, 2.212297211249999673e+00, -4.994629796249999698e-01, -1.057892243062499960e+00, -2.011517231062499800e+00, 1.789030011937499776e+00, 3.708725005124999807e+00, -7.003573394062500013e-01, 2.990545637343750007e-01, 1.263519281812499839e+00, -1.044293082187499833e+00
1.914000000000000000e+03, 6.757777991249999117e-01, 5.909326548749999075e-01, -4.936197345468749664e-01, 7.360564609687499926e-01, -1.434866688562499881e+00, -1.801585035562499826e+00, 1.693838595937499969e+00, -1.025955760499999814e+00, 1.683844394062499861e+00, -1.236785623312499860e+00, 1.647313510499999856e+00, 3.499411210874999512e+00, -1.602270617062499847e+00, 2.206484455078124851e-01, -4.925415975468749874e-01, -4.289927387343749898e-01
1.915000000000000000e+03, 9.387990644062499390e-01, 1.517548167562499772e+00, -4.171417008749999655e-01, -3.726754481249999751e-01, 1.699876631250000006e-02, -1.228692327749999924e+00, 1.165014614812500016e+00, -2.711774788593749874e-01, -9.864066599999998797e-02, 8.008225354687499298e-01, 8.233935651562499514e-01, 7.836028939687499362e-01, -1.760003094937499846e+00, -4.338833748749999497e-01, -1.988867607749999822e+00, -2.025818437499999833e-02
1.916000000000000000e+03, -2.257806369374999900e+00, 6.126001658437499886e-01, -4.474338227929686856e-02, -8.163423126562499021e-01, 1.261557413085937496e-01, -6.971714642812499863e-01, 2.629677156749999689e+00, -1.179056634749999999e+00, -1.179525855937499923e+00, 2.997028687499999622e-01, -6.872615226562499569e-01, 5.134978546874999772e-01, -9.275912192812498791e-01, -1.678340992499999906e+00, -1.076889110624999812e+00, -4.909471817343749600e-01
1.917000000000000000e+03, -2.786435221499999670e+00, 1.041662536312499832e+00, -1.929149972578124983e-01, 3.679231515468749936e-01, -8.148500808749998825e-01, -7.895518031249999791e-03, 1.424382446812499925e+00, -4.658963568749999729e-01, 1.400154422062499959e+00, 1.736184145078124852e-01, -9.580519155937499143e-01, 1.092883529249999874e+00, 3.872520710156249768e-01, 7.976237256562499489e-01, 1.058940922851562411e-01, -3.157061568749999769e-01
1.918000000000000000e+03, -3.061929713906249573e-01, 2.411404921124999934e+00, -8.314316727187499589e-01, -4.433736166874999718e-01, -1.728400234921874945e-01, 5.162738849999999602e-02, 2.791238302124999571e+00, -6.856305817499999122e-01, -1.521829425937499813e+00, 1.335581012812499857e+00, -4.213841243906249479e-01, 1.681574048437499913e+00, -7.890842449687499593e-01, 1.661804764453124750e-01, -2.190084041250000002e+00, -9.474704019140624267e-02
1.919000000000000000e+03, 7.513624462499999268e-01, -1.420511248828124906e-01, -4.476683332968749429e-01, 1.938147371999999757e+00, -7.259006370937499675e-01, -1.589012439187499792e+00, -2.032110701015624743e-01, -2.409773395078124714e-01, -1.816949966062499922e+00, 1.916945324999999867e-01, 6.327217352812499751e-01, 1.258176393562499884e+00, -1.550545787249999918e+00, -9.159379435546874393e-02, -3.406181925374999864e+00, -9.618467065312499287e-01
1.920000000000000000e+03, 4.285326950156249648e-01, 9.159071928749998870e-01, -1.042592848312499987e+00, 3.280188398906249692e-01, 3.873236737499999999e-02, -1.327089452062499841e+00, -1.324164149296874760e-01, -5.180836325625000072e-01, -1.814471063999999911e+00, -1.050164814374999978e+00, 6.404178127499999817e-01, 6.676057251562499406e-01, -6.410414571679687312e-02, -5.723419980937499707e-01, 5.348747047499999852e-01, -7.681688552812498960e-01
1.921000000000000000e+03, -8.528837903437499479e-01, 6.512621931562500022e-01, -1.121394044249999888e+00, 8.723255649609373830e-02, -2.088444991499999848e+00, 9.860622277499999644e-01, 2.030455091812499724e+00, -1.077734423249999907e+00, -1.668023792999999921e+00, -2.375375287499999766e-01, 5.509440213749999815e-01, 7.055102725312499823e-01, 1.916896049999999851e-01, -3.815108790820312401e-02, 1.548361796062499796e+00, -7.018174192499999631e-01
1.922000000000000000e+03, -2.159952132374999945e+00, 7.272104897812499136e-01, 1.249320813749999898e-01, 1.691444200499999884e+00, 6.872219799499511674e-04, -3.455611402499999540e-01, 1.815237906187499917e+00, -8.934560862187499453e-01, -3.129304037343749734e-01, -5.214061226249999681e-01, 6.989206035937499673e-01, 1.389911750999999862e+00, 1.938581977499999887e-01, 6.168080044687499486e-01, -1.822523584499999849e+00, -4.155361673906249886e-01
1.923000000000000000e+03, 5.132040524999999936e-02, 1.184702441062500000e+00, -4.204693648124999683e-01, 1.402372782562499864e+00, 1.927910490749999761e+00, -2.576354954624999749e+00, 1.651051019249999863e+00, 1.496430011249999803e-01, -3.116663459999999830e-01, -6.512808406640624437e-02, -2.015014123828124948e-01, 1.060820902687499956e+00, -1.383843411562499792e+00, 6.036337172812499263e-01, -2.538566696249999755e+00, -5.060728205156249659e-01
1.924000000000000000e+03, 1.079710489335937440e-01, 1.246350516749999970e+00, -6.821039699999998929e-01, 6.188478662812499920e-01, 6.386163187499999117e-02, 5.055077594531249829e-01, 1.809082965937499843e+00, -9.388828934999999820e-01, -9.444375256640624716e-02, -1.019745447468749955e+00, -3.892079743874999664e+00, -8.978848000312499300e-01, -1.878967234687499932e+00, -1.850558195390624994e-01, 2.095110174374999801e+00, -6.973079560312499536e-01
1.925000000000000000e+03, 4.043008822499999932e-01, 1.284861023437499972e+00, -5.319567624375000081e-01, -6.247681343437500034e-01, 3.488970577499999615e-01, 1.894430807578124931e-01, 2.353410956249999852e+00, -2.237506301249999885e-01, -3.050569177874999927e+00, 7.919420717812499788e-01, -5.188564493437499703e-01, 3.071065606874999965e+00, -6.905651650312499834e-01, -3.935972743593749712e-01, 7.951741422187499353e-01, 3.140762630624999718e-01
1.926000000000000000e+03, -2.313461250000000032e-03, 1.392560774999999973e+00, -1.092891551835937364e-01, -6.166984907812499417e-01, -7.053021472499999556e-01, -8.820141232499999484e-01, 3.432877457343749827e-01, -2.980606869843749895e-01, -2.343315986999999989e+00, -1.089333511874999827e+00, 1.514425857187499780e+00, 2.308290577874999805e+00, 1.622321014921874749e-01, -1.219290780937499902e-01, 5.063793726093749337e-01, -2.318558748749999787e-01
1.927000000000000000e+03, -4.594261259179686918e-02, -2.936796467343749661e-01, -1.524843650830078057e-02, 3.142526367656249819e-01, -1.827468546328124832e-01, -9.884461522499998765e-01, 1.537216899749999977e+00, -3.130096748906249782e-01, 5.264731324687499381e-01, -5.392396690312499796e-01, 1.255513572562499958e+00, 1.285815972937499829e+00, 1.196448369187499861e+00, 7.083205489687499634e-01, -2.015187848999999698e+00, -6.442865777812499806e-01
1.928000000000000000e+03, -1.959881958562499804e+00, 3.811635596249999813e-01, 4.155391854843749622e-01, 1.464769715062499866e+00, -6.552217473749999410e-01, -1.933727281312499935e+00, 2.654048818124999709e+00, -6.878800470937499467e-01, -2.224580236874999617e+00, -1.791684948937499966e+00, 5.609022524999999343e-02, 1.609401202312499946e+00, -6.529447496249999316e-01, 5.769965145937500095e-01, -3.085659876374999833e+00, 8.377057968749998876e-03
1.929000000000000000e+03, -5.023828621406249972e-01, 1.752684648749999852e+00, -4.388723762343749724e-01, 2.579552409374999744e+00, -3.173480922656249925e-01, 1.008262093499999956e+00, 2.517384759609374578e-01, -4.143260349843749801e-01, -1.264544694562499849e+00, -1.480356383062499948e+00, -1.044864795374999877e+00, 1.810037915437499922e+00, -8.812204877812499504e-01, -9.253535183437499034e-01, -1.762798342499999782e+00, -2.176086245624999915e-01
1.930000000000000000e+03, -3.775059687656249774e-01, 1.742419434374999909e-01, -1.158248418187499906e+00, 7.749811240312499683e-01, -6.186395562187499975e-01, -9.301694104687499021e-01, 1.850077302187499884e+00, -8.937267907499999442e-01, 1.723797795937499933e+00, 9.498334615312499229e-01, -9.379661937187498966e-01, -8.978888190234374234e-02, -2.643948674999999859e+00, 4.402868151093749516e-01, -1.182329603437499932e+00, -2.750456895468749718e-01
1.931000000000000000e+03, -2.070329314921874886e-01, 3.209844640781249758e-01, -1.330501992187499871e+00, 3.522030714843749633e-01, 4.709939480156249414e-01, -6.604421872499999235e-01, 2.083738489874999988e+00, -1.645738558312499933e+00, -1.112657709937499906e+00, 1.066851423562499956e+00, -4.826569093593749415e-01, 1.914336983671874881e-01, 2.721231584999999620e-01, 1.009108637999999836e+00, -2.273847845624999753e+00, -2.812975167656249775e-01
1.932000000000000000e+03, -4.852055047499999607e-01, 1.126843243312499965e+00, -6.374533671562500059e-01, 5.386816296562499939e-01, -2.310122098828124859e-01, 7.041951227812499603e-01, 9.465301271249999537e-01, -5.755749308437499989e-01, -1.405090421999999784e+00, 7.631049867187499336e-01, 8.969695169062499307e-01, 2.314168099874999829e+00, 8.529933040312499548e-01, -5.283378216562499841e-01, -5.280670678499999937e+00, -7.757949622499998865e-01
1.933000000000000000e+03, -6.095743112812499476e-01, 2.446242746484374730e-01, -1.044953752148437415e-01, 1.047627521437499931e+00, -6.249589440820312036e-02, -2.286568433249999810e+00, 2.631853879874999969e+00, 1.130512186669921718e-02, -2.177608103999999933e+00, -5.775818399999999714e-02, -6.470346445312499251e-01, 2.256830231624999961e+00, 2.213230202578124750e-01, -1.897213643999999810e+00, -7.929620642812499343e-01, -5.851403786249999017e-01
1.934000000000000000e+03, -5.207240950312499450e-01, 9.456394199062498895e-01, -1.502290902937499784e+00, 1.536695447062499831e+00, -4.675979150156249764e-01, -1.259817374249999844e+00, 1.121034706312499907e+00, -1.965135043124999759e-01, -4.392131559749999248e+00, -2.074353573374999815e+00, 1.198129863164062447e-01, 1.113866672062499896e+00, -6.455796846679687229e-02, -1.379645181562499934e+00, 2.307866227734374776e-01, -6.644202811874999615e-01
1.935000000000000000e+03, -1.095168041437500017e+00, 2.965690711406249735e-01, -4.275198473906249852e-01, 6.022457637187499380e-01, -2.378545363828124815e-01, 1.121948387999999852e+00, 2.606653351406249541e-01, -2.005865881312499877e+00, -1.284321954937500010e+00, -1.321140234937499880e+00, -3.954391738593749928e-01, 1.686002639062499808e+00, 6.161414984999999955e-01, -1.660063663124999866e-01, -5.353743532499999347e-01, -9.992129861249998690e-01
1.936000000000000000e+03, 1.964606568749999727e-01, 9.579776335312498725e-01, -4.098997233281249652e-01, 1.180562601937499956e+00, 1.737367514999999807e-01, -2.115575067375000007e+00, 7.927573266562499832e-01, -1.925871860812499836e+00, -1.141163035664062436e-01, 3.496375686093749491e-01, 1.649794999499999859e+00, 1.633352794312499912e+00, -1.932020148937499959e+00, 2.700169294218749960e-01, 2.810180043281249596e-01, -1.404892336499999894e+00
1.937000000000000000e+03, 1.111884338812499928e+00, 6.298834336874999940e-01, -1.986735817265624926e-01, -4.143145477499999840e-01, -6.435074168437499020e-01, 1.183645476914062383e-01, 1.130030473499999966e+00, 2.200424861953124700e-01, -1.867244588999999788e+00, -4.468856384179686891e-02, 1.393793019562499902e+00, 2.408022685124999729e+00, 6.498273051562499791e-01, -9.538112474999999035e-02, -1.219801762687499957e+00, -6.986068450312499234e-01
1.938000000000000000e+03, -4.265482983749999679e-01, 9.296518997812499574e-01, -5.965147732499999078e-01, 2.991628147499999502e-01, 7.191205202812499531e-01, -4.292430557343749897e-01, 2.666132033624999842e+00, -4.151348225156249461e-01, -6.726210947999999412e+00, 5.496400200937499037e-01, 5.049742343906249431e-01, 1.046813991187499848e+00, 1.133574824249999891e+00, -1.644267945937499809e-01, -1.807984287421874892e-01, -1.234800333562499963e+00
1.939000000000000000e+03, -5.591428886249999453e-01, 1.053960960374999978e+00, -1.366520169374999816e-01, 7.818399576562499176e-01, 7.249947162187498906e-01, -1.029797424281249985e+00, 1.208763916312499909e+00, -1.053350319937499835e+00, -2.141170226999999926e+00, 1.293850508062499793e+00, -1.788872331937499949e+00, -7.247813554687498883e-02, -4.847060102343749843e-01, 1.277475932812499826e+00, -3.034455267374999821e+00, -8.828870914687498850e-01
1.940000000000000000e+03, -1.882867104562499838e+00, -1.680460895390624987e-01, -1.969885923046874876e-01, 1.440271170562499981e+00, -1.819253171953124915e-01, -2.417929916624999898e+00, 3.061463633999999878e+00, -3.794013624374999449e-01, -2.983508859374999656e+00, -1.079305926187499987e+00, -2.153135182499999800e+00, 2.229027551999999801e+00, -6.970668164999999084e-01, 4.131112830468749442e-01, -1.669055611499999925e+00, -8.811618505312499572e-01
1.941000000000000000e+03, -1.866101408999999878e+00, 1.417566359249999852e+00, -7.253150037187499066e-01, 1.061214117187500028e+00, -4.757496322499999430e-01, 2.826547350468749942e-01, 2.097577620000000032e+00, -7.674324404062499161e-01, 3.594598007343749457e-01, -1.708935839999999873e+00, -1.010910686343750031e+00, -2.982228017343749871e-01, 4.114191487499999633e-01, -2.247160967578124835e-01, 4.350037651874999467e-01, -7.501829875312499007e-01
1.942000000000000000e+03, -6.372728358749999433e-01, 4.045571122499999617e-01, -1.641553755749999954e+00, -2.231180276660156211e-02, 6.919804662187499789e-01, -9.118588204687498866e-01, 6.299476143749999091e-01, -1.052443536750000019e+00, -9.790265584687499745e-01, -1.691986718249999910e+00, 3.283086384843749705e-01, 1.409713032937499833e+00, -2.240675422874999878e+00, -1.409091675187499781e+00, 4.860777954374999599e-01, -1.554743740078124992e-01
1.943000000000000000e+03, 7.087326727499999590e-01, 5.710204425937499551e-01, -4.968837721406249575e-01, 1.243268981437499976e+00, 1.335951068062499969e+00, -2.445730871624999914e+00, 3.408931470374999773e+00, -6.809113918124999332e-01, -1.207558772999999919e+00, -9.479048380312499189e-01, -6.215110568437499650e-01, 2.832785257499999543e-01, -6.964251944062499478e-01, -1.548605922890624875e-01, -3.108354955874999881e+00, -1.016641122468749936e+00
1.944000000000000000e+03, 4.016975300156249706e-01, 1.332214791187499969e+00, 1.713703042265624921e-01, -1.815245767089843781e-02, -8.870074669687498803e-01, -3.595980787031249903e-01, 3.781197689624999914e+00, -5.177024288437499511e-01, -8.686768589999999124e-01, 1.305743891624999931e+00, -1.942503897937499779e+00, 2.047542183562499840e+00, -1.747691120249999841e+00, 6.620293965937499303e-01, -1.542104363812499823e+00, -6.047007674062500060e-01
1.945000000000000000e+03, -3.663254527874999500e+00, 2.087906662124999979e+00, -9.945686325937499461e-01, -7.679180455312499820e-01, -1.097180186062499896e+00, 2.735681478750000006e-01, 3.570982162874999588e+00, -4.778012276718749396e-01, -2.756722150124999882e+00, -6.215178321562500052e-01, 2.988601738593749668e-01, 1.986135185812499815e+00, 1.009461754968749903e+00, 1.303878093749999967e-01, 1.695376838249999851e+00, -4.872228540468749869e-01
1.946000000000000000e+03, -5.835202782187499659e-01, 3.552892571249999798e-01, -1.384373117812499832e+00, 6.950992041562499280e-01, 5.607706266562499930e-01, -9.582728523749999283e-01, 6.090554455312499060e-01, -1.087493090624999936e-01, -9.111795029999999462e-01, -1.529584571812499849e+00, -2.475525985874999613e+00, 9.389937006562498745e-01, 4.504967798906249765e-01, -8.303665166015623822e-02, -7.626753703124999895e-02, -5.173222722187499345e-01
1.947000000000000000e+03, 6.016621013437499776e-01, -1.006773803718749916e+00, 8.546046581249999718e-02, 1.676395738687499914e+00, 3.745354253906249542e-01, -1.918417046062499853e+00, 1.906109629312499942e+00, 1.328063957578125009e-01, 2.173572758671874772e-01, -1.309297235062499842e+00, -1.401017720062499805e+00, -1.288592495999999921e+00, -5.841027087187499189e-01, -3.004272112499999786e-02, -2.802353756624999637e+00, -1.057516397999999969e+00
1.948000000000000000e+03, 9.699143790937498899e-01, 4.725611701874999904e-01, -1.180112474812499812e+00, -3.373487223749999653e-01, -2.187324641250000035e+00, -1.106628913687499827e+00, -4.873517312695312131e-02, -3.499006663124999972e-01, -2.910810988124999721e+00, 2.016116682749999889e+00, -2.163314165624999674e+00, -3.120518304843749591e-01, -1.439152751249999973e+00, -6.699285486562499559e-01, -7.090251198749999428e-01, -6.533210258437499585e-01
1.949000000000000000e+03, -1.154374433085937346e-01, 1.271410796249999864e+00, -6.339594616874999478e-01, -3.369727849218749904e-01, 1.176016613624999874e+00, 4.618012348124999611e-01, 3.099099878999999724e+00, -1.513375683749999867e+00, -2.371074811874999799e+00, 1.699253672062499776e+00, -3.140326546874999902e+00, 3.631612155468749714e-01, -2.397654208828124689e-01, -8.829319317187499516e-01, -4.440536424843749552e-01, -7.350782906249999638e-01
1.950000000000000000e+03, -2.353957908749999994e+00, 1.223504655750000003e+00, -9.477912591562499545e-01, 2.279065082624999850e+00, -2.171219877421874944e-01, -6.816297597187499502e-01, 1.308861490078124801e-01, -7.456416187499999015e-01, -8.959646764687498877e-01, -8.283466881562498996e-01, 9.406252574999998672e-02, 6.167408056875000044e-01, 9.780981558749999305e-01, 8.563219534687499523e-01, -2.318395894874999641e+00, -1.337763156187499858e+00
1.951000000000000000e+03, 2.790811888593749956e-01, 1.319672209499999971e+00, -1.432905666749999973e+00, -1.827645936328124998e-01, -1.741199631749999810e+00, -1.676509440749999857e+00, 2.421745279874999657e+00, -2.066217038999999644e+00, -8.416235443359373902e-02, -2.209555057499999808e+00, -1.747719576562499766e+00, 1.971417851999999860e+00, 6.720631416562499183e-01, -1.040685659437500021e+00, 3.182132380781249603e-01, -8.147820197812499776e-01
1.952000000000000000e+03, 1.478594924999999949e-02, -1.370657267578124783e-01, -8.724475667812499058e-01, -3.181988251406249746e-01, -1.297594668937499973e+00, -1.390606035749999858e+00, 1.424805965437499822e+00, -1.554487294499999894e+00, -3.358936562624999844e+00, -1.543225493249999802e+00, -1.081046811937499852e+00, 1.694137079249999900e+00, 6.781093073437499674e-01, -1.549732256999999835e+00, -8.138104399687499102e-01, -9.575797994999999396e-01
1.953000000000000000e+03, -1.702723247999999856e+00, 7.064078782499999543e-01, -9.569072573437499285e-01, 8.827578677812499830e-01, 7.358905889999999284e-01, 5.124717028124999851e-01, 3.582536903999999911e+00, -4.360839039843749654e-01, -2.545907192999999680e+00, -5.742451217812499786e-01, 1.347887690437499897e+00, 7.401791770312499130e-01, -1.511789151937499964e+00, -5.870015569687500046e-01, -3.378172537124999764e+00, -4.322281044374999825e-01
1.954000000000000000e+03, -1.185606637312499823e+00, 3.059322450468749954e-01, -8.295462880312499676e-01, -1.083596177250000014e+00, 6.827396790937499960e-01, -1.544618867062499845e+00, 2.880481486499999910e+00, -6.485160974062499362e-01, -1.726889063062499785e+00, -6.566490593437499523e-01, 4.533809996249999474e-01, 1.540892321999999925e+00, -2.602000128374999832e+00, 7.977056453437499917e-01, -6.897903772499999198e-01, -1.232427003187499981e+00
1.955000000000000000e+03, -3.713553015820312414e-02, -1.790139192187499839e-01, -7.520202674999999504e-01, -9.407184488437498882e-01, -1.619187124921874776e-01, -2.455633422000000010e+00, 5.223399454687499555e-01, -1.597101669562499771e+00, -2.143712816999999937e+00, 4.224917339999999522e-01, -1.046019062249999854e+00, 6.228300254062499874e-01, -1.262394703124999795e+00, -8.811310074609374210e-02, -5.051349324843749100e-01, -1.610937350437499971e+00
1.956000000000000000e+03, -4.688596629843749808e-01, 2.071788070499999801e+00, 2.510084860839843432e-02, 1.530256805999999914e+00, -2.311096296374999692e+00, -1.294692001874999943e-01, 2.227763894624999796e+00, -3.542691722343749849e-01, 7.250099914687498925e-01, 3.237715812656249970e-01, -1.648598602499999899e+00, 1.895326288312499941e+00, -9.161642235937499379e-01, -1.241978838749999925e+00, 1.321527043687499958e+00, -4.085078585624999925e-01
1.957000000000000000e+03, -2.642974754624999978e+00, -6.268554156445312053e-02, -3.152792197968749544e-01, 1.616575765499999928e+00, 1.172762738999999943e+00, -4.440973740468749931e-01, 1.700100339749999856e+00, -9.931727950312498887e-01, -6.304959835312499150e-01, -4.662135954843749652e-01, -2.001991018500000052e+00, -1.102767231937499925e+00, -9.883503739687499179e-01, -1.173662623687499851e+00, -1.633285410749999889e+00, -3.485015026874999644e-01
1.958000000000000000e+03, -1.126295074335937479e-01, -1.110133721249999955e-01, -9.916010457187499627e-01, 1.575165055499999855e+00, 1.500440133937499976e+00, -3.427161557343749720e-01, 1.736318819812499914e+00, -1.980911204296874895e-01, -3.307717171124999744e+00, -7.238948366249999822e-01, 7.637841194062499062e-01, 6.271486095937499616e-01, -1.916062809749999873e+00, -1.068269188499999967e+00, -2.689824931874999603e+00, -1.351593909562499807e+00
1.959000000000000000e+03, -6.141963678749999822e-01, -4.475525062499999263e-03, -1.285666669687499875e+00, 1.112765498999999991e+00, -6.205251872812499458e-01, -1.816919045999999760e+00, 2.407061083499999921e+00, -5.638577054062499094e-01, -1.554345752062499919e+00, -7.684435634062499743e-01, -4.164154797656249851e-01, 1.559013572812499859e+00, 1.518457630078124954e-01, 6.730792537499999395e-02, -1.563560300249999813e+00, -1.395996843937499898e+00
1.960000000000000000e+03, -5.072591777343750108e-01, 1.900688270624999732e-01, -1.226059934062499801e+00, 2.476238009624999847e+00, -1.572625052437499837e+00, -1.417746336187499789e+00, 3.017876693624999884e+00, -3.996877259531249615e-01, -1.396492304062499912e+00, -2.238030340874999968e+00, -2.846451185999999911e+00, 1.679842771312499927e+00, -6.269862484687499515e-01, -5.123648992499999499e-01, -2.750823994218749569e-01, -7.063555851562499655e-01
1.961000000000000000e+03, -1.962088493062499772e+00, 4.789075746093749419e-01, -1.295064397687499813e+00, 2.042504646328124895e-01, -8.711040069140624231e-02, 4.687651781718749633e-01, 2.345704838999999708e+00, -1.164443271187499906e+00, 9.881148856640624423e-02, -1.602764475749999917e+00, -2.481540245999999783e+00, 2.068451906625000003e+00, 2.666352294799804665e-03, -2.802680388281249546e-01, -3.668775129492186926e-02, -5.495365425937499548e-01
1.962000000000000000e+03, 8.406920466562499694e-01, 9.156204123749999146e-01, -1.061769569625000020e+00, -1.334740011749999899e+00, 3.308400800156249821e-01, -2.263642993124999891e-01, 6.196399003124999361e-01, -1.118516261062499906e+00, 6.830382239999999161e-01, 2.040644515078124943e-01, 1.120730186812499918e+00, 2.588788268999999698e+00, -1.755443925562499841e+00, -1.154772066937499897e+00, -2.208501804374999988e+00, -3.245728543593749960e-01
1.963000000000000000e+03, 2.757211450874999858e+00, 2.852861617124999860e+00, 7.800986253515623803e-02, -1.405702879453124832e-01, 7.861563706640624372e-02, 4.310931779999999658e-01, 4.821214317749999978e+00, -1.427663669062499974e+00, -1.057605708937499944e+00, 2.148155943749999963e+00, 1.879639838437499932e+00, 4.842976621499999190e+00, -4.878126449999999753e-02, 2.930303254218749598e-01, -7.188315839999999124e-01, 3.497650368750000044e-02
1.964000000000000000e+03, 2.777892168374999748e+00, 1.725630579562499767e+00, 8.422702787109374867e-02, 2.025034964999999687e+00, -4.762681592343749881e-01, -1.603788902999999877e+00, 4.559503952250000047e+00, -6.613881440624999053e-01, -1.115858613937499966e+00, -4.737387194999999607e-01, -5.608258146562499213e-01, 5.027001007500000007e+00, 2.947658833124999767e+00, 5.126217143906249829e-01, 1.488481830562499830e+00, -1.062600977460937401e-01
1.965000000000000000e+03, 1.322608013999999832e+00, 1.146465410624999848e+00, -3.662791296679687031e-02, 1.112625188437500023e+00, 6.951320336249999787e-01, -1.518612630749999859e+00, 3.229457630624999798e+00, 1.200232269580078087e-02, 6.188526089999999424e-01, -1.482164405999999879e+00, -2.667941657999999716e+00, 2.698484520374999640e+00, -6.491680672499999805e-01, -4.389606708749999586e-01, 1.329563303437499844e+00, -6.942633769687499568e-01
1.966000000000000000e+03, -8.818421534999999478e-01, 3.152437995410155985e-02, 3.717386071875000003e-02, 8.260025532187499353e-01, 4.756820023124999630e-01, 9.381955072499998938e-01, 3.092911678124999897e-01, -5.364274215937500090e-01, -1.871526216937499765e+00, -6.212464500937499023e-01, -2.521157099624999898e+00, 7.065327287812499524e-01, -1.370475227249999817e+00, 5.854892456249999322e-01, -1.558946558812499772e+00, -8.084455011562499127e-01
1.967000000000000000e+03, 5.385314640937499675e-01, -1.876977140624999929e-01, 4.241038580156249460e-01, 2.719336222124999924e+00, 4.390944524999999543e-01, -6.557107401562499716e-01, 3.913289674874999680e+00, -7.146691399687499224e-01, -1.585072656562499960e+00, -1.275728148562499831e+00, -6.665268490312499239e-01, 2.324800197421874881e-01, 5.370232795312499530e-01, -3.672680404218749972e-01, -3.817351249874999741e+00, -3.156637495781249858e-01
1.968000000000000000e+03, 2.224191457124999882e+00, 1.460961003937499836e+00, 4.911688576406249562e-01, 1.458777998249999985e+00, -5.084539117031249278e-01, -1.041738419812499927e+00, 3.518390708999999728e+00, -6.210580348124999928e-01, -6.805757674687499259e-01, -1.146172609335937426e-01, 2.952448055156249862e-01, 7.079451966562499976e-01, 7.949667406640624490e-02, -7.243619020312499490e-01, 1.225173599999999974e+00, -1.903941190546874773e-01
1.969000000000000000e+03, 1.379323538999999821e+00, 3.425754756093749576e-01, -3.762798835781249740e-01, -7.575375892499999209e-01, 9.778564004062498816e-01, 6.014845881562499441e-01, 1.761205158562499928e+00, 3.528864849374999668e-01, -1.423301106937499894e+00, -5.515491183749999804e-01, 1.662108113671874887e-01, 9.310128752812498742e-01, -1.218205622249999953e+00, -2.888866058906249812e-01, 2.667076512187499526e-01, -7.957682293359374937e-02
1.970000000000000000e+03, -5.576618669062499700e-01, 2.342798353124999622e+00, 3.423041243437499603e-01, 1.558049876999999972e+00, -6.904465354687499001e-01, -2.166282738000000041e+00, 4.715182894499999833e+00, 3.131605179843749975e-01, -6.400546559999999996e-01, 1.366123043671874926e-01, -2.456974687499999810e-01, 1.943589918937499883e+00, -1.073705822437500013e+00, 1.083108231562500023e+00, -9.697285507499999735e-01, 4.470412781249999412e-02
