year, CNRM-ESM2-1, IPSL-CM6A-LR, UKESM1-0-LL, CESM2-WACCM, GFDL-ESM4, ACCESS-ESM1-5, NorESM2-LM, MPI-ESM1-2-LR, CanESM5, NorESM2-MM, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, MIROC-ES2L
1.920000000000000000e+03, 3.826010197799999446e+01, 3.841270468199999755e+01, 5.964111577799999253e+01, 3.732806338199999630e+01, 4.585180267799999854e+01, 4.268837921399999402e+01, 3.520359737999999794e+01, 5.946277181399999279e+01, 6.621428645999999674e+01, 3.509330416199999547e+01, 4.074309287999999896e+01, 4.108968928799999532e+01, 3.719214716399999787e+01, 5.474918838599999305e+01
1.921000000000000000e+03, 3.839215897799999766e+01, 3.873291334199999625e+01, 5.817466812599999315e+01, 3.752860080600000003e+01, 4.601965303799999418e+01, 4.283422927199999464e+01, 3.594790610999999814e+01, 5.935413029399999374e+01, 6.573095783999998787e+01, 3.533603281199999913e+01, 4.138308840599999883e+01, 4.038573086999999617e+01, 3.759280416000000002e+01, 5.583308070599999695e+01
1.922000000000000000e+03, 3.821519471399999901e+01, 3.861640358999999734e+01, 5.923269304199999397e+01, 3.851680895999999876e+01, 4.676251111199999855e+01, 4.256186072399999887e+01, 3.546590200199999998e+01, 6.004631395799999183e+01, 6.602128219799999442e+01, 3.627350742599999478e+01, 3.972888329399999918e+01, 4.081328807399999903e+01, 3.745333619999999542e+01, 5.577816470399999815e+01
1.923000000000000000e+03, 3.874360404599999441e+01, 3.869559836999999902e+01, 5.825566834199999278e+01, 3.771851848200000035e+01, 4.659555558599999614e+01, 4.280542901999999827e+01, 3.615818421599999510e+01, 5.973978403799999626e+01, 6.523152614999999344e+01, 3.529483496999999659e+01, 4.046537503799999769e+01, 4.084409874600000023e+01, 3.729633028199999956e+01, 5.465307454199999881e+01
1.924000000000000000e+03, 3.831475386599999666e+01, 3.911486160599999806e+01, 5.924265053399999204e+01, 3.737697177599999776e+01, 4.575812104799999958e+01, 4.287762280799999814e+01, 3.596550319800000040e+01, 5.945087879999999814e+01, 6.776331901199999663e+01, 3.585605750999999941e+01, 3.940138587599999909e+01, 4.029368122799999696e+01, 3.726545653799999513e+01, 5.427688948199999430e+01
1.925000000000000000e+03, 3.833848470599999558e+01, 3.887268877799999700e+01, 5.988897296999999753e+01, 3.759968294999999472e+01, 4.604870557799999631e+01, 4.308181446599999731e+01, 3.624720640199999622e+01, 5.929154710199999556e+01, 6.711314129999999523e+01, 3.510217366199999844e+01, 4.093140221999999540e+01, 4.082878013399999872e+01, 3.789318850199999389e+01, 5.459887204199999644e+01
1.926000000000000000e+03, 3.832076935799999973e+01, 3.916581589799999819e+01, 5.887162555199999758e+01, 3.745434929399999646e+01, 4.639059129599999665e+01, 4.285853958599999913e+01, 3.545210105999999683e+01, 5.983983988199999260e+01, 6.678657025199998998e+01, 3.530539952999999542e+01, 4.134619916999999845e+01, 4.125176855999999503e+01, 3.796653335399999918e+01, 5.532828789599999908e+01
1.927000000000000000e+03, 3.868941731399999640e+01, 3.889695178799999553e+01, 5.931940521599999272e+01, 3.813491194199999512e+01, 4.709336711399999587e+01, 4.325988248999999541e+01, 3.546227142000000043e+01, 5.954989789799999755e+01, 6.676768807199999856e+01, 3.574394702999999396e+01, 4.027779102599999561e+01, 4.047520638599999643e+01, 3.805280402399999673e+01, 5.596826765399999459e+01
1.928000000000000000e+03, 3.819874868999999507e+01, 3.924447062399999453e+01, 5.841670298399999695e+01, 3.744569266199999902e+01, 4.705127049599999367e+01, 4.265411534999999787e+01, 3.642870790799999980e+01, 5.967374765399999603e+01, 6.593856326999998885e+01, 3.603170120399999377e+01, 4.075881357599999433e+01, 4.122432829799999610e+01, 3.803953919399999961e+01, 5.562466716599999472e+01
1.929000000000000000e+03, 3.824585558999999790e+01, 3.947482927799999430e+01, 5.975630495999999425e+01, 3.786736445999999745e+01, 4.575456142199999476e+01, 4.292979123599999980e+01, 3.624296086799999728e+01, 5.931389824199999339e+01, 6.714076683599999740e+01, 3.530587256999999823e+01, 4.124485035000000011e+01, 4.034946052799999450e+01, 3.747586867199999716e+01, 5.564742827399999925e+01
1.930000000000000000e+03, 3.849819089399999683e+01, 3.900044111399999736e+01, 6.026916310199999316e+01, 3.700588372200000009e+01, 4.590749131199999766e+01, 4.361260476599999691e+01, 3.605829393599999833e+01, 5.990331002399999250e+01, 6.719765778000000012e+01, 3.532809756599999673e+01, 3.966250395599999479e+01, 4.059938332799999472e+01, 3.805801140599999854e+01, 5.489119893599999500e+01
1.931000000000000000e+03, 3.813209735399999545e+01, 3.909806868599999774e+01, 6.061205008799999661e+01, 3.736442438999999638e+01, 4.600359332999999395e+01, 4.348018510200000009e+01, 3.605607458999999437e+01, 5.882934760199999857e+01, 6.801821661599998947e+01, 3.536598807000000022e+01, 3.939447554999999568e+01, 4.137258691799999610e+01, 3.755045919599999849e+01, 5.469758760599999903e+01
1.932000000000000000e+03, 3.927995650799999794e+01, 3.904183999800000038e+01, 5.948628190199999466e+01, 3.784873456799999758e+01, 4.593519568799999320e+01, 4.341863865599999883e+01, 3.625352936999999542e+01, 6.026725517399999887e+01, 6.600084686999998951e+01, 3.492473635799999698e+01, 4.074753157199999976e+01, 4.014381821399999950e+01, 3.770260068599999670e+01, 5.566519092599999396e+01
1.933000000000000000e+03, 3.802011695999999574e+01, 3.881673208799999486e+01, 5.931697300199999745e+01, 3.774392072999999925e+01, 4.502875643999999511e+01, 4.324944013199999659e+01, 3.629150265599999869e+01, 5.951093911199999553e+01, 6.753344522399999050e+01, 3.579233507999999375e+01, 4.151120340599999992e+01, 4.128833060999999560e+01, 3.772400574599999601e+01, 5.540384815199999480e+01
1.934000000000000000e+03, 3.830228531999999575e+01, 3.868095383999999370e+01, 5.948058571199999278e+01, 3.768316268399999558e+01, 4.484698293599999630e+01, 4.324824570599999873e+01, 3.646120969799999756e+01, 5.940695309399999502e+01, 6.737388094799999294e+01, 3.607573728599999896e+01, 4.089822240599999503e+01, 4.153529296800000026e+01, 3.757054368600000060e+01, 5.529655873799999455e+01
1.935000000000000000e+03, 3.837297720599999451e+01, 3.840662611799999837e+01, 5.955835742999999383e+01, 3.689960740199999378e+01, 4.497977708999999891e+01, 4.380502561199999434e+01, 3.593346262200000041e+01, 5.973881824799999407e+01, 6.795942562799999109e+01, 3.583315054799999899e+01, 4.020023611799999941e+01, 4.040604793800000039e+01, 3.783168541799999929e+01, 5.583816194399999233e+01
1.936000000000000000e+03, 3.854105225999999362e+01, 3.872252222999999560e+01, 6.033538870199999593e+01, 3.804149442599999986e+01, 4.532352737399999398e+01, 4.369972690799999526e+01, 3.609688611600000030e+01, 5.924576865599999564e+01, 6.803254972799999223e+01, 3.526687830599999529e+01, 4.017771152999999629e+01, 4.124055751199999520e+01, 3.786390338399999678e+01, 5.494736455199999625e+01
1.937000000000000000e+03, 3.867645995999999542e+01, 3.952091914199999678e+01, 6.062293394999999663e+01, 3.804621299999999451e+01, 4.510934668799999514e+01, 4.392593069399999450e+01, 3.559280680799999885e+01, 5.972145767999999322e+01, 6.732578854799999135e+01, 3.566901749399999488e+01, 4.034812024799999364e+01, 4.096954895399999685e+01, 3.832258661999999561e+01, 5.459603774399999310e+01
1.938000000000000000e+03, 3.944529975599999716e+01, 3.947542451999999713e+01, 5.910059267999999832e+01, 3.789184822200000013e+01, 4.525800344999999680e+01, 4.379288425199999324e+01, 3.606902011799999741e+01, 5.969897645399999675e+01, 6.782713210800000070e+01, 3.603084973200000007e+01, 4.117245157799999333e+01, 4.074774443999999818e+01, 3.809579153399999996e+01, 5.519624666399999313e+01
1.939000000000000000e+03, 3.861921817799999701e+01, 3.944097143999999844e+01, 5.975231959799999260e+01, 3.790137209399999563e+01, 4.523288896799999748e+01, 4.345266994199999999e+01, 3.582616138199999511e+01, 6.000790310999999377e+01, 6.878519578799999579e+01, 3.629406889799999902e+01, 3.955378359599999527e+01, 4.041659672999999486e+01, 3.756541908599999857e+01, 5.559839767799999777e+01
1.940000000000000000e+03, 3.855414364199999966e+01, 3.943660370399999948e+01, 5.929164959399999191e+01, 3.790338251400000047e+01, 4.465774722599999791e+01, 4.333720876199999594e+01, 3.558063785399999546e+01, 6.096306153599999789e+01, 6.843621841199998812e+01, 3.604452058799999747e+01, 4.093363733399999660e+01, 4.131283408199999485e+01, 3.780637777799999810e+01, 5.610369900599999227e+01
1.941000000000000000e+03, 3.905257800599999740e+01, 3.984648103800000030e+01, 5.954523056999999397e+01, 3.770314468199999425e+01, 4.428106547399999471e+01, 4.378008063599999389e+01, 3.652110444599999539e+01, 6.080265761399999747e+01, 6.908899784399999078e+01, 3.589470881999999818e+01, 4.000144894199999612e+01, 4.050036028799999599e+01, 3.822126539399999956e+01, 5.568824374199999738e+01
1.942000000000000000e+03, 3.907498433399999982e+01, 3.996702345599999973e+01, 5.986385848799999820e+01, 3.778421585399999572e+01, 4.486698070199999933e+01, 4.405985620199999886e+01, 3.586141862999999574e+01, 5.971024268999999407e+01, 6.746329339199999708e+01, 3.592820399400000042e+01, 4.003069858199999942e+01, 4.040739215999999345e+01, 3.803353946999999380e+01, 5.448893754599999539e+01
1.943000000000000000e+03, 3.869279166599999797e+01, 3.971565394199999588e+01, 5.962053065399999241e+01, 3.754913074199999556e+01, 4.535283220199999477e+01, 4.375274286599999840e+01, 3.617324265599999933e+01, 6.012610792199999565e+01, 6.826428414000000089e+01, 3.645043227000000030e+01, 4.071250295999999480e+01, 4.153562015400000007e+01, 3.759611149799999907e+01, 5.418108705599999553e+01
1.944000000000000000e+03, 3.931454755799999390e+01, 3.941233675199999453e+01, 6.079355553599999240e+01, 3.818415540599999503e+01, 4.444792245000000008e+01, 4.394547907199999770e+01, 3.595617642599999897e+01, 5.913576714599999207e+01, 6.877917241199999410e+01, 3.624798691799999517e+01, 3.935229614999999370e+01, 4.066667326799999671e+01, 3.801749947199999724e+01, 5.527584746999999510e+01
1.945000000000000000e+03, 3.942789582599999676e+01, 3.974704408799999555e+01, 6.043246439399999304e+01, 3.815598981599999462e+01, 4.399266086999999459e+01, 4.423536192599999595e+01, 3.631010495399999627e+01, 5.971503616199999698e+01, 6.786089139599999953e+01, 3.619221944399999558e+01, 4.178882663999999636e+01, 4.070608144199999856e+01, 3.808772620199999892e+01, 5.675891853599999592e+01
1.946000000000000000e+03, 3.922830842399999796e+01, 3.982863166199999938e+01, 5.967858842999999780e+01, 3.812002694999999619e+01, 4.472370476999999767e+01, 4.365105109199999589e+01, 3.677494165199999543e+01, 5.946199918199999246e+01, 6.871740127199998938e+01, 3.593005673399999722e+01, 4.058323295399999608e+01, 4.061151680399999719e+01, 3.813455716200000012e+01, 5.501860043399999256e+01
1.947000000000000000e+03, 3.885161090399999750e+01, 3.974115079799999961e+01, 5.906930896799999431e+01, 3.771162786600000061e+01, 4.516427845799999830e+01, 4.372549970399999353e+01, 3.630916675799999638e+01, 5.995582140599999832e+01, 6.883208981999999310e+01, 3.625416403199999849e+01, 3.961246026599999936e+01, 4.069600174799999337e+01, 3.758061155399999365e+01, 5.464868315399999688e+01
1.948000000000000000e+03, 3.844324729799999574e+01, 4.009407017399999518e+01, 6.005515586399999250e+01, 3.804067448999999357e+01, 4.473556230599999850e+01, 4.430288838599999934e+01, 3.642578688599999737e+01, 6.048841714199999586e+01, 6.956106022799998811e+01, 3.655628285399999555e+01, 4.110876462599999570e+01, 4.113862921799999839e+01, 3.876556886999999563e+01, 5.432120544599999334e+01
1.949000000000000000e+03, 3.894049117799999493e+01, 3.951887324399999812e+01, 6.013852127999999198e+01, 3.771970502399999958e+01, 4.458336956999999501e+01, 4.397968380599999705e+01, 3.585392094599999524e+01, 6.111795454199999256e+01, 6.990848445599999650e+01, 3.559530209399999734e+01, 4.058485311599999790e+01, 4.075117397999999724e+01, 3.868961835599999688e+01, 5.538015278999999680e+01
1.950000000000000000e+03, 3.975365482199999434e+01, 3.959019979199999995e+01, 5.958058242599999232e+01, 3.805832676600000042e+01, 4.460602030199999746e+01, 4.370950700999999583e+01, 3.614348449799999941e+01, 6.079181711399999699e+01, 6.911474698799999317e+01, 3.576949118999999655e+01, 4.071677608799999604e+01, 4.050440083799999513e+01, 3.690498823199999379e+01, 5.623959945599999344e+01
1.951000000000000000e+03, 3.932501750999999501e+01, 4.000464590400000020e+01, 5.918777000999999416e+01, 3.761085457799999432e+01, 4.373034442199999461e+01, 4.430028666599999809e+01, 3.605681568600000020e+01, 6.009145774199999579e+01, 6.900279418799999576e+01, 3.558729194999999379e+01, 3.968572627799999708e+01, 4.097499679799999939e+01, 3.840148969199999840e+01, 5.431126372199999253e+01
1.952000000000000000e+03, 3.861271387799999388e+01, 4.011821098199999369e+01, 5.925112583399999266e+01, 3.811751983799999977e+01, 4.419456616799999438e+01, 4.432480590599999459e+01, 3.621920243399999606e+01, 6.045727534199999553e+01, 6.969745342799998866e+01, 3.626608858199999474e+01, 4.086906737399999656e+01, 4.158202537799999732e+01, 3.846825140400000009e+01, 5.448978901799999619e+01
1.953000000000000000e+03, 3.839464243799999821e+01, 3.992182448399999828e+01, 5.834622002399999730e+01, 3.808259371799999826e+01, 4.430156781599999505e+01, 4.396343882399999359e+01, 3.670975279799999669e+01, 5.990815474199999358e+01, 6.927968026799999279e+01, 3.602757392999999553e+01, 4.130396458199999898e+01, 4.093495396199999448e+01, 3.844547058599999900e+01, 5.523197300999999726e+01
1.954000000000000000e+03, 3.950375567399999710e+01, 3.995747198999999483e+01, 6.039057275999999774e+01, 3.750107776199999421e+01, 4.420930530599999742e+01, 4.416712590599999544e+01, 3.609767451599999788e+01, 5.973823877399999560e+01, 6.958184245199998941e+01, 3.598086911400000076e+01, 3.989602015199999840e+01, 4.088025082799999410e+01, 3.797666035199999612e+01, 5.456361479399999581e+01
1.955000000000000000e+03, 3.907289507399999451e+01, 4.040954843399999419e+01, 6.018666098399999242e+01, 3.803444612999999919e+01, 4.374671160599999808e+01, 4.413804182999999881e+01, 3.652615414799999627e+01, 5.953701938399999705e+01, 6.987149272799999267e+01, 3.561450751799999637e+01, 4.081660723799999602e+01, 4.123814500799999649e+01, 3.804956764199999952e+01, 5.441858467199999438e+01
1.956000000000000000e+03, 3.927968450999999561e+01, 4.044789620999999613e+01, 6.064334956799999787e+01, 3.745921372199999411e+01, 4.362804163799999912e+01, 4.377159350999999532e+01, 3.673748870999999383e+01, 6.020365888799999254e+01, 7.006817487600000049e+01, 3.660180112799999819e+01, 3.899628624599999682e+01, 4.028074752599999897e+01, 3.857693628599999869e+01, 5.569075085399999381e+01
1.957000000000000000e+03, 3.969075232799999498e+01, 4.035912236999999436e+01, 5.874093642599999754e+01, 3.790441531799999808e+01, 4.387818913199999571e+01, 4.373180690399999548e+01, 3.720728444399999546e+01, 6.015336290999999846e+01, 6.981572919599999238e+01, 3.604790676599999699e+01, 3.968478019799999856e+01, 4.082434538399999724e+01, 3.923313737399999468e+01, 5.534379966599999534e+01
1.958000000000000000e+03, 3.911289848999999919e+01, 4.029490718999999643e+01, 5.974892947799999376e+01, 3.734753686199999834e+01, 4.437988352999999364e+01, 4.412202154199999882e+01, 3.615604765199999804e+01, 6.010454123999999609e+01, 7.047199335599999870e+01, 3.632678355599999520e+01, 4.033455582599999900e+01, 4.028763814199999871e+01, 3.790141151399999586e+01, 5.453974204199999321e+01
1.959000000000000000e+03, 3.908357000999999542e+01, 3.998890549799999405e+01, 5.944024722599999677e+01, 3.839015644199999855e+01, 4.423892549400000007e+01, 4.431273550199999534e+01, 3.613223402999999934e+01, 5.995758742199999602e+01, 7.047636109199999055e+01, 3.583493627400000037e+01, 4.017229522199999536e+01, 4.077113232600000003e+01, 3.871345168799999925e+01, 5.435492531399999905e+01
1.960000000000000000e+03, 3.922972360199999997e+01, 4.020450924599999354e+01, 5.963638537799999284e+01, 3.859684338599999620e+01, 4.351974701399999645e+01, 4.430508013799999389e+01, 3.673883687400000042e+01, 6.095761763399999467e+01, 7.079228873999998939e+01, 3.655270746000000059e+01, 4.026995432999999736e+01, 4.106102306399999691e+01, 3.905659096199999425e+01, 5.507494738199999773e+01
1.961000000000000000e+03, 3.892584270599999741e+01, 4.034087090999999958e+01, 5.896957636799999847e+01, 3.848846992200000017e+01, 4.351288399199999901e+01, 4.473350458199999480e+01, 3.607234716600000013e+01, 6.020469563399999657e+01, 7.144170958799999482e+01, 3.631183154999999374e+01, 4.046957326799999777e+01, 4.036211828999999796e+01, 3.912753513599999877e+01, 5.630807593799999466e+01
1.962000000000000000e+03, 3.950508806999999933e+01, 4.061770180199999913e+01, 5.984585143199999635e+01, 3.802442556599999790e+01, 4.357335821399999531e+01, 4.481531684999999499e+01, 3.618620789399999893e+01, 6.037360244999999281e+01, 7.139406657600000017e+01, 3.612701876399999890e+01, 3.916464118199999689e+01, 4.059784200599999338e+01, 3.872307410999999888e+01, 5.391132811199999253e+01
1.963000000000000000e+03, 4.043369318399999912e+01, 3.984840473399999894e+01, 6.023248673399999831e+01, 3.729463916399999590e+01, 4.314837513599999852e+01, 4.461103452599999741e+01, 3.587815636199999858e+01, 5.968996504199999720e+01, 6.997935373199999276e+01, 3.628635046199999437e+01, 3.972604111199999721e+01, 3.980292982199999585e+01, 3.825556867799999594e+01, 5.324564651399999349e+01
1.964000000000000000e+03, 4.055813423999999401e+01, 4.030534954799999525e+01, 5.954571937799999404e+01, 3.767040242999999577e+01, 4.264537593599999354e+01, 4.418695022399999317e+01, 3.635414497799999367e+01, 6.059686550399999305e+01, 6.969310145999999406e+01, 3.614813999999999794e+01, 4.009653786599999847e+01, 4.097230441199999973e+01, 3.846758520599999542e+01, 5.337652485599999608e+01
1.965000000000000000e+03, 4.012354844999999415e+01, 4.027156266599999412e+01, 5.955639431399999495e+01, 3.739612201199999930e+01, 4.328611255799999924e+01, 4.455816047999999796e+01, 3.652387567199999552e+01, 5.966244199799999848e+01, 7.031877569999998911e+01, 3.642821515800000043e+01, 3.925097886599999697e+01, 4.063385611799999708e+01, 3.866694002999999924e+01, 5.444535479399999645e+01
1.966000000000000000e+03, 3.974575505399999997e+01, 4.049397030599999425e+01, 6.151772064599999368e+01, 3.759393551399999467e+01, 4.384996046999999919e+01, 4.467022365599999745e+01, 3.691708622999999534e+01, 6.030406951199999810e+01, 7.200752849999999228e+01, 3.604574260799999763e+01, 4.062497479199999617e+01, 4.030360324199999411e+01, 3.915129751199999930e+01, 5.580799775999999923e+01
1.967000000000000000e+03, 3.963620687399999554e+01, 4.015796210999999971e+01, 6.054026232599999702e+01, 3.737375904599999643e+01, 4.348515202199999408e+01, 4.438239064199999717e+01, 3.639610362599999860e+01, 6.015854269799999798e+01, 7.072316971200000069e+01, 3.620627661599999669e+01, 3.966704119799999972e+01, 4.025639384999999493e+01, 3.832555888799999622e+01, 5.417148828599999888e+01
1.968000000000000000e+03, 3.932161162199999893e+01, 4.036345068600000019e+01, 5.965501132799999340e+01, 3.760541461799999752e+01, 4.314384577799999931e+01, 4.469469559199999509e+01, 3.643678506599999878e+01, 6.040495317599999225e+01, 7.135549804800000118e+01, 3.661138412999999758e+01, 3.990419980199999372e+01, 4.122970518599999679e+01, 3.937231362600000040e+01, 5.372728007399999939e+01
1.969000000000000000e+03, 4.018363241399999453e+01, 4.053959107200000034e+01, 5.956306417799999764e+01, 3.859537696199999601e+01, 4.329072469799999823e+01, 4.526789786999999876e+01, 3.626220176999999723e+01, 6.042035851199999286e+01, 7.182706373999999983e+01, 3.659259261599999746e+01, 4.018967155799999347e+01, 4.088701529999999451e+01, 3.951562897799999519e+01, 5.427578966399999416e+01
1.970000000000000000e+03, 4.020010603199999366e+01, 4.062888131399999736e+01, 5.809420007999999314e+01, 3.831653170799999941e+01, 4.318795675799999856e+01, 4.497621352199999478e+01, 3.663076300199999480e+01, 5.986735898399999201e+01, 7.103158390799998756e+01, 3.694883115599999712e+01, 4.067469523799999820e+01, 4.094720963999999697e+01, 3.834788637599999817e+01, 5.566917234599999631e+01
1.971000000000000000e+03, 4.029968489399999498e+01, 4.126422133799999870e+01, 5.994562739399999884e+01, 3.816898658999999583e+01, 4.340790458999999402e+01, 4.486236067799999461e+01, 3.668121271799999761e+01, 6.060528561599999620e+01, 7.139077894799999058e+01, 3.649069585799999516e+01, 4.121957818799999984e+01, 4.099514830199999693e+01, 3.953078990999999576e+01, 5.445625442399999372e+01
1.972000000000000000e+03, 3.991906902599999540e+01, 4.098245506199999966e+01, 6.003849302999999793e+01, 3.798782409599999710e+01, 4.403241199799999350e+01, 4.508142550199999476e+01, 3.692018464199999528e+01, 6.117499528199999759e+01, 7.118191601999998852e+01, 3.682617188399999719e+01, 4.023049096799999802e+01, 4.047324721199999686e+01, 3.952736825399999532e+01, 5.415239323799999482e+01
1.973000000000000000e+03, 4.046377852799999886e+01, 4.122346105799999805e+01, 6.089195968199999243e+01, 3.846062757600000026e+01, 4.323039632999999782e+01, 4.520990316599999659e+01, 3.687282151199999447e+01, 6.017731055999999512e+01, 7.216760523599999999e+01, 3.656262158999999912e+01, 4.051641211199999759e+01, 4.133616283799999991e+01, 3.889884788999999898e+01, 5.467702219199999547e+01
1.974000000000000000e+03, 4.028875766999999541e+01, 4.046149610999999879e+01, 5.987498675399999826e+01, 3.848766575399999823e+01, 4.255356281399999574e+01, 4.514282609399999302e+01, 3.706576664399999999e+01, 6.047483695199999687e+01, 7.233912165599998900e+01, 3.639123525599999454e+01, 4.091798365199999665e+01, 4.152453919199999888e+01, 3.947820362999999588e+01, 5.498568473399999590e+01
1.975000000000000000e+03, 4.018301746199999513e+01, 4.084847436599999781e+01, 5.793479742599999582e+01, 3.846297700799999575e+01, 4.263594272999999646e+01, 4.480689673799999895e+01, 3.765390910200000008e+01, 6.002989552799999728e+01, 7.208939595599998995e+01, 3.673728372599999403e+01, 4.063145149799999700e+01, 4.058737993799999799e+01, 3.908382229799999408e+01, 5.606107021799999757e+01
1.976000000000000000e+03, 4.123429367399999990e+01, 4.151442401999999987e+01, 6.105803219999999243e+01, 3.873673708199999766e+01, 4.370303030399999500e+01, 4.505097355199999498e+01, 3.736902076199999811e+01, 6.070935835799999580e+01, 7.199034137999998961e+01, 3.667933632599999783e+01, 4.128109309799999949e+01, 4.094341743599999717e+01, 3.995433809999999397e+01, 5.553874339199999355e+01
1.977000000000000000e+03, 4.072282311599999360e+01, 4.142646223199999866e+01, 6.021207505799999637e+01, 3.879380147399999856e+01, 4.366900690199999957e+01, 4.594029269399999293e+01, 3.720304679399999515e+01, 6.109239067199999340e+01, 7.253902047599999037e+01, 3.706003103399999787e+01, 4.135968080999999330e+01, 4.045321790999999934e+01, 4.027784621400000020e+01, 5.452449438599999354e+01
1.978000000000000000e+03, 4.119632432999999594e+01, 4.134820170599999756e+01, 5.919009184799999446e+01, 3.833569376999999889e+01, 4.341848885999999652e+01, 4.562547668999999928e+01, 3.727644289199999861e+01, 6.170379487199999602e+01, 7.425426351599999464e+01, 3.655820654999999419e+01, 4.174196808599999997e+01, 4.094063832599999841e+01, 3.935566655999999597e+01, 5.490323386199999334e+01
1.979000000000000000e+03, 4.086121885200000037e+01, 4.128393133799999504e+01, 6.064697620799999811e+01, 3.930989599799999468e+01, 4.304540615399999837e+01, 4.605717299399999831e+01, 3.826862458199999395e+01, 6.157914883199999423e+01, 7.211924477999998828e+01, 3.648765263399999981e+01, 4.062198281399999900e+01, 4.150572796799999509e+01, 4.007763203399999696e+01, 5.486133434399999231e+01
1.980000000000000000e+03, 4.074112582199999366e+01, 4.136812457399999943e+01, 6.199122974399999464e+01, 3.854522683799999783e+01, 4.256131278599999490e+01, 4.602554238599999792e+01, 3.828360023999999839e+01, 6.245150160599999367e+01, 7.267535060399998770e+01, 3.668562775799999542e+01, 4.079476067399999550e+01, 4.163562869399999755e+01, 3.928645686599999465e+01, 5.587516943999999341e+01
1.981000000000000000e+03, 4.086323321399999742e+01, 4.182914935799999512e+01, 6.053639128199999675e+01, 3.827388320999999394e+01, 4.391275652999999579e+01, 4.558147214399999569e+01, 3.786734080799999447e+01, 6.260543670599999189e+01, 7.411463787599998909e+01, 3.737774834999999740e+01, 4.293180559799999685e+01, 4.098653897399999835e+01, 4.004868592799999760e+01, 5.657639999399999908e+01
1.982000000000000000e+03, 4.039911395999999399e+01, 4.145225079599999418e+01, 5.950920857399999875e+01, 3.919030360200000018e+01, 4.365501280199999456e+01, 4.545352664999999348e+01, 3.806283641399999595e+01, 6.166981088999999372e+01, 7.328069200799998839e+01, 3.728122453799999647e+01, 4.006860485400000016e+01, 4.047718921199999897e+01, 3.960249883199999488e+01, 5.482800079199999743e+01
1.983000000000000000e+03, 4.082401031399999880e+01, 4.169540518199999468e+01, 5.937044228999999262e+01, 3.938898040199999429e+01, 4.261077700199999896e+01, 4.629031075799999684e+01, 3.780995317200000017e+01, 6.238981718999999515e+01, 7.368291003599999556e+01, 3.706065781199999520e+01, 4.188933975599999826e+01, 4.144497386399999783e+01, 4.023112562999999398e+01, 5.448408888599999500e+01
1.984000000000000000e+03, 4.108104053999999650e+01, 4.193263079999999832e+01, 6.148474581599999311e+01, 3.857779958399999742e+01, 4.310522206199999573e+01, 4.611891259799999432e+01, 3.831114299399999368e+01, 6.256690365599999382e+01, 7.452179917199998727e+01, 3.827120264999999932e+01, 4.062692608199999711e+01, 4.163395728599999757e+01, 3.998672162999999813e+01, 5.528460659399999599e+01
1.985000000000000000e+03, 4.145419814399999581e+01, 4.196047708799999754e+01, 6.028817930999999675e+01, 3.902980901399999425e+01, 4.323049093799999554e+01, 4.605760267199999447e+01, 3.812137511399999568e+01, 6.164220112199999591e+01, 7.453446875999999577e+01, 3.806028199799999356e+01, 4.100411635199999694e+01, 4.097450010599999359e+01, 4.024336159799999990e+01, 5.695156801799999613e+01
1.986000000000000000e+03, 4.205678408999999363e+01, 4.261617754199999553e+01, 5.954735924999999241e+01, 3.987601450199999675e+01, 4.360718057399999736e+01, 4.642432298999999318e+01, 3.842259910199999950e+01, 6.291437912999999327e+01, 7.336004446799999812e+01, 3.840748153199999848e+01, 4.100967062999999513e+01, 4.161574524599999592e+01, 3.987783176399999974e+01, 5.698068362999999437e+01
1.987000000000000000e+03, 4.111459090199999622e+01, 4.270059941399999559e+01, 6.243706600199999457e+01, 4.022807452200000000e+01, 4.345884705599999620e+01, 4.681243259999999395e+01, 3.872488348799999613e+01, 6.185494297799999686e+01, 7.465450265999999147e+01, 3.806843011199999438e+01, 4.204312111799999485e+01, 4.205562514199999669e+01, 4.046482315799999441e+01, 5.557251844799999674e+01
1.988000000000000000e+03, 4.224782129399999775e+01, 4.269823421399999575e+01, 6.134229770399999637e+01, 4.002979192199999403e+01, 4.314079466999999823e+01, 4.692479142599999875e+01, 3.895843910399999999e+01, 6.266076661799999670e+01, 7.474117935599998930e+01, 3.856412478599999361e+01, 4.085163190799999455e+01, 4.182366209399999946e+01, 4.092002560799999600e+01, 5.560682961599999885e+01
1.989000000000000000e+03, 4.138244980199999645e+01, 4.310976324599999998e+01, 6.099773930999999294e+01, 4.031196422399999335e+01, 4.370834806199999889e+01, 4.709236190399999344e+01, 3.888356869799999771e+01, 6.331427531999999303e+01, 7.562254748399999471e+01, 3.853639281599999578e+01, 4.241561646599999591e+01, 4.153973954399999968e+01, 4.081859006399999856e+01, 5.581322879399999692e+01
1.990000000000000000e+03, 4.172689781999999781e+01, 4.258089664199999902e+01, 6.175522614599999827e+01, 3.991885221599999767e+01, 4.405884704999999713e+01, 4.699134026999999492e+01, 3.817960239599999994e+01, 6.333859351799999615e+01, 7.533331505999998967e+01, 3.892670994599999545e+01, 4.203011251799999570e+01, 4.146076157399999573e+01, 4.035799101599999972e+01, 5.743232645399999825e+01
