year, GFDL-ESM4, MIROC-ES2L, CanESM5, CNRM-ESM2-1, INM-CM5-0, MPI-ESM1-2-LR, CESM2-WACCM, EC-Earth3-Veg, TaiESM1, NorESM2-LM, UKESM1-0-LL, CMCC-CM2-SR5, INM-CM4-8, NorESM2-MM, IPSL-CM6A-LR, ACCESS-ESM1-5
1.900000000000000000e+03, 3.951780618567680108e+02, 5.211149251379199541e+02, 5.084361816801280156e+02, 4.935530798120959730e+02, 5.817622457221119703e+02, 3.992354302197759921e+02, 5.180601967575039453e+02, 3.835546723942400149e+02, 5.528530557337600158e+02, 5.018862223360000030e+02, 5.851445995765759562e+02, 3.992497244078080030e+02, 5.778334914969599367e+02, 5.002866825625599745e+02, 3.594305457356799707e+02, 6.372248361369599934e+02
1.901000000000000000e+03, 3.939483254783999655e+02, 5.207592817131519496e+02, 5.085458375639040014e+02, 4.936875324211200109e+02, 5.823534077050879887e+02, 3.991364110909439660e+02, 5.175117495664640046e+02, 3.828378490634240165e+02, 5.513676010291200100e+02, 5.014392773017600007e+02, 5.849495141089280423e+02, 3.980607902187520040e+02, 5.784398200831999475e+02, 4.999661370736640151e+02, 3.598418559631359699e+02, 6.355316794982400097e+02
1.902000000000000000e+03, 3.948960368558080063e+02, 5.200287681740800281e+02, 5.085702987448319732e+02, 4.947575832576000039e+02, 5.836925650862079920e+02, 3.980199880294400145e+02, 5.172051627212799758e+02, 3.826094775992319796e+02, 5.521269378252800379e+02, 5.009608582103039680e+02, 5.846662475939839396e+02, 3.986313162260479999e+02, 5.797148884992000148e+02, 5.000211663421439994e+02, 3.605861268193280011e+02, 6.358568219443200178e+02
1.903000000000000000e+03, 3.949507976888319831e+02, 5.195945402695680286e+02, 5.075789666058240073e+02, 4.935145257697279817e+02, 5.850199113072640102e+02, 3.974633535569919900e+02, 5.161439031459840407e+02, 3.827152411688960001e+02, 5.510349088358400422e+02, 4.996335455436799862e+02, 5.845763888250879745e+02, 4.005988139007999962e+02, 5.811216245063679935e+02, 4.992613597839359727e+02, 3.600501618769919787e+02, 6.371292060057600111e+02
1.904000000000000000e+03, 3.935386929725439700e+02, 5.195745418280960166e+02, 5.065168681697280135e+02, 4.928335721267200142e+02, 5.859437990379519761e+02, 3.971084147752960121e+02, 5.149990259261439860e+02, 3.830817226752000124e+02, 5.488292753571839739e+02, 4.981853362585599712e+02, 5.844497543987199606e+02, 4.010174389944319842e+02, 5.814479078031359904e+02, 4.988316281733119695e+02, 3.584888070471679953e+02, 6.373597920624639528e+02
1.905000000000000000e+03, 3.919941153587199665e+02, 5.189905269391359752e+02, 5.068715049615360044e+02, 4.931802565181440059e+02, 5.860434557009920127e+02, 3.951912487485440124e+02, 5.147765264875520188e+02, 3.836065139916800035e+02, 5.483550841241600438e+02, 4.974979066101760168e+02, 5.846946346434559700e+02, 4.024909483212799728e+02, 5.816707763404799607e+02, 4.992521994239999685e+02, 3.585620899266559718e+02, 6.380177944739839404e+02
1.906000000000000000e+03, 3.920662238330879745e+02, 5.185560977080319844e+02, 5.067317843066879846e+02, 4.929167535636480011e+02, 5.862057920430079321e+02, 3.948444301393919886e+02, 5.139501814906880099e+02, 3.823872465960960199e+02, 5.492132722769920292e+02, 4.972375913267200076e+02, 5.848001968865279423e+02, 4.020274609520640183e+02, 5.824950074081280036e+02, 4.990389610086400012e+02, 3.586928179937279992e+02, 6.379218287984639346e+02
1.907000000000000000e+03, 3.920253209804799894e+02, 5.184108741263360116e+02, 5.071337328476159882e+02, 4.922829438975999778e+02, 5.855469172162560199e+02, 3.954694485442560108e+02, 5.130134759669759887e+02, 3.807395562127359767e+02, 5.479273993338879336e+02, 4.975103217500159758e+02, 5.843931816263680048e+02, 4.021180914728959692e+02, 5.836143832596479797e+02, 4.989169235394559792e+02, 3.587881796894719741e+02, 6.375650109685759617e+02
1.908000000000000000e+03, 3.915535456665600123e+02, 5.177641795583999738e+02, 5.066478646722559915e+02, 4.914098911313919871e+02, 5.850404466196480371e+02, 3.960554095902720064e+02, 5.126239425658880009e+02, 3.789587889520639692e+02, 5.470047531171840092e+02, 4.976926565335039641e+02, 5.840595163545599462e+02, 4.008171190353920110e+02, 5.838522841825280238e+02, 4.983172722851840035e+02, 3.583376107765760139e+02, 6.376431927951359739e+02
1.909000000000000000e+03, 3.900686278328319645e+02, 5.171189278310399686e+02, 5.070263922196480166e+02, 4.921368143462399871e+02, 5.851560751923200314e+02, 3.962590514380800073e+02, 5.125200244899839390e+02, 3.774093795000320029e+02, 5.474710255042559766e+02, 4.970014352343039832e+02, 5.837228982927359766e+02, 4.004054061547519723e+02, 5.837891347415039718e+02, 4.972698706903040033e+02, 3.579155966853119821e+02, 6.373312036863999310e+02
1.910000000000000000e+03, 3.897508338073599816e+02, 5.169146148945919776e+02, 5.059138279178239941e+02, 4.917445294817279660e+02, 5.850685652336640032e+02, 3.952713096232960197e+02, 5.120608656424959690e+02, 3.775869495541759875e+02, 5.459315146096639637e+02, 4.965632814612479820e+02, 5.835300945264640404e+02, 3.989969253171199739e+02, 5.835668030750720163e+02, 4.970215007846400113e+02, 3.582939564605439955e+02, 6.376391662632960333e+02
1.911000000000000000e+03, 3.888840221655040068e+02, 5.167845579161599971e+02, 5.045251106406399799e+02, 4.920678264340480155e+02, 5.850017248051200340e+02, 3.947194063257600192e+02, 5.115368796323840002e+02, 3.774904805621760033e+02, 5.437577578414079653e+02, 4.965628116991999832e+02, 5.834762061086720450e+02, 4.005551260303359982e+02, 5.832226017116159937e+02, 4.962967921623039729e+02, 3.590909748838399764e+02, 6.372667120680960124e+02
1.912000000000000000e+03, 3.888830155325439932e+02, 5.160862230773759620e+02, 5.030243886694399862e+02, 4.921891257057279745e+02, 5.864079239413759979e+02, 3.940883816775680089e+02, 5.101296738631679659e+02, 3.767404718981119913e+02, 5.451939881943039836e+02, 4.956865041530879807e+02, 5.830283215503359315e+02, 4.023427048407040161e+02, 5.839144269905920055e+02, 4.954787015557120071e+02, 3.587730801950719979e+02, 6.362890030284800105e+02
1.913000000000000000e+03, 3.887067541012480092e+02, 5.147457570734079582e+02, 5.030674725601280102e+02, 4.921389282754560099e+02, 5.870762611179519581e+02, 3.918775137075199950e+02, 5.091149207306239646e+02, 3.716811346411519708e+02, 5.457704868904960449e+02, 4.942798352547840182e+02, 5.822992508518400427e+02, 4.031896858132479906e+02, 5.852669390356479653e+02, 4.939999241830399797e+02, 3.583690512793600078e+02, 6.358677606891519645e+02
1.914000000000000000e+03, 3.887269874237439922e+02, 5.149793294745600178e+02, 5.047643201863679678e+02, 4.924681643622399747e+02, 5.868651366318080136e+02, 3.910745897041919648e+02, 5.087308231475199705e+02, 3.713329738547199668e+02, 5.437666497658880189e+02, 4.934166139371519648e+02, 5.814457603194880448e+02, 4.002934014607359927e+02, 5.860836539105280281e+02, 4.935101301391359812e+02, 3.587122795642879964e+02, 6.364347634810879981e+02
1.915000000000000000e+03, 3.874115194716159749e+02, 5.159311680471039381e+02, 5.053241087754240084e+02, 4.928288073973760106e+02, 5.876405124464639584e+02, 3.914621433937920187e+02, 5.079303486177279865e+02, 3.723909786501120038e+02, 5.418381423411200331e+02, 4.938951672463359728e+02, 5.807494387466240369e+02, 3.996260038082559731e+02, 5.864952996823039939e+02, 4.935697228103679777e+02, 3.588047555788800196e+02, 6.364645598167039680e+02
1.916000000000000000e+03, 3.870655732776959894e+02, 5.165710175109120428e+02, 5.053231692513280109e+02, 4.929677227458560083e+02, 5.878602939760639856e+02, 3.910296603197439822e+02, 5.077535838699519672e+02, 3.719383293624320004e+02, 5.417054345625599581e+02, 4.937266233344000170e+02, 5.800952615403519985e+02, 4.007459836395519801e+02, 5.858709188116480391e+02, 4.930972428533759739e+02, 3.577504082165759769e+02, 6.356345573867520216e+02
1.917000000000000000e+03, 3.861548724387839684e+02, 5.155458289500160163e+02, 5.053585020682239701e+02, 4.930324827996159911e+02, 5.886125843415039753e+02, 3.910855955578879843e+02, 5.069067706695680045e+02, 3.720035927326720184e+02, 5.424194728755200003e+02, 4.935535831285760082e+02, 5.799129938657280263e+02, 3.998124322324479749e+02, 5.858497124106239653e+02, 4.932239443886080039e+02, 3.574971058094079694e+02, 6.356377786122239968e+02
1.918000000000000000e+03, 3.859136496271360102e+02, 5.146424094228480044e+02, 5.048485418106880047e+02, 4.943086920663039905e+02, 5.898636277841919764e+02, 3.917454770175999670e+02, 5.062578279546879685e+02, 3.726011971665919873e+02, 5.425285583339519917e+02, 4.937244758507520146e+02, 5.795681885224960297e+02, 3.997049573867519712e+02, 5.866590453104639664e+02, 4.923888752394240100e+02, 3.583928749260799691e+02, 6.352186166476799372e+02
1.919000000000000000e+03, 3.846336151552000047e+02, 5.148119264133119941e+02, 5.056055633510399616e+02, 4.944564993392639849e+02, 5.899665727815679475e+02, 3.922627185868799984e+02, 5.059833527009279805e+02, 3.719019899125759707e+02, 5.418070038282239693e+02, 4.932818593382399968e+02, 5.788974354268159459e+02, 3.993405898096639817e+02, 5.868994292613119796e+02, 4.918801564958719723e+02, 3.578162084577280098e+02, 6.355771793080319867e+02
1.920000000000000000e+03, 3.842294184673280029e+02, 5.151115339366399439e+02, 5.067571179028479946e+02, 4.935277462159359629e+02, 5.898357104967680016e+02, 3.920898125987839649e+02, 5.060966660177920176e+02, 3.715407428976640176e+02, 5.396547554508799749e+02, 4.924878943682559793e+02, 5.786757077401599645e+02, 4.002929652531199736e+02, 5.870308284170239403e+02, 4.906808204328959846e+02, 3.577717488353279691e+02, 6.366228025180159875e+02
1.921000000000000000e+03, 3.852934630604800077e+02, 5.153859756359679523e+02, 5.071259482193920007e+02, 4.935317056389120012e+02, 5.902482286837760057e+02, 3.915830735667199747e+02, 5.054617155010560055e+02, 3.705370627276799951e+02, 5.401711581593599476e+02, 4.915033402245119873e+02, 5.784099566387200184e+02, 3.978635908218880104e+02, 5.867152825384960124e+02, 4.897274383564799791e+02, 3.577136325591039849e+02, 6.360099643719679534e+02
1.922000000000000000e+03, 3.849511742996480166e+02, 5.146766349434880112e+02, 5.075404796723199752e+02, 4.933897032826880036e+02, 5.909549521305599455e+02, 3.914874434355199924e+02, 5.046938223247360042e+02, 3.701267926876159891e+02, 5.415912488304639965e+02, 4.909825418854400141e+02, 5.781206503260159479e+02, 3.974133238988799803e+02, 5.873401331712000228e+02, 4.895962405273600098e+02, 3.577974515302399823e+02, 6.367187681935359933e+02
1.923000000000000000e+03, 3.833657273876480076e+02, 5.143586060369920006e+02, 5.073853239787520124e+02, 4.940257610956799681e+02, 5.910030020771839645e+02, 3.916675636264960190e+02, 5.054983233863679857e+02, 3.696144165109760138e+02, 5.385952071516160231e+02, 4.910322359992320003e+02, 5.772889701744639979e+02, 4.001457284055039736e+02, 5.884740716462080172e+02, 4.894113556070399795e+02, 3.582518456483840055e+02, 6.379753145630719473e+02
1.924000000000000000e+03, 3.838897133977599765e+02, 5.139303843758079893e+02, 5.049311528222719971e+02, 4.940647177912319989e+02, 5.917240197119999721e+02, 3.909676852838400123e+02, 5.042791902085119773e+02, 3.698035628441600124e+02, 5.379565656473599802e+02, 4.903975203635200160e+02, 5.766788834918399971e+02, 4.011125322547200085e+02, 5.882182526566399474e+02, 4.890119907573759974e+02, 3.580576325959680162e+02, 6.380314846822400341e+02
1.925000000000000000e+03, 3.847518609735680002e+02, 5.141420457328639486e+02, 5.044655515238399630e+02, 4.936653193871359804e+02, 5.923143092797439522e+02, 3.908747395071999904e+02, 5.041723864514559637e+02, 3.693385655255040092e+02, 5.385681958338559525e+02, 4.905276444508160125e+02, 5.763939392552960044e+02, 4.010016013025280017e+02, 5.888632359485440020e+02, 4.884061319331839854e+02, 3.576863863603200002e+02, 6.378469353062399705e+02
1.926000000000000000e+03, 3.845824782008319858e+02, 5.143253200404479912e+02, 5.052117685370880054e+02, 4.942395028275199707e+02, 5.922565285478399346e+02, 3.902376750612480123e+02, 5.038461031546879667e+02, 3.671234361425919701e+02, 5.386705032970239699e+02, 4.902717583523839835e+02, 5.763040133775359664e+02, 4.010772329922559720e+02, 5.899275825315839938e+02, 4.876818595184639662e+02, 3.576861514792959724e+02, 6.366920588656639666e+02
1.927000000000000000e+03, 3.840020200816639999e+02, 5.151412967178239342e+02, 5.065457585356799655e+02, 4.926257359749120042e+02, 5.922529717780479359e+02, 3.896016172482559909e+02, 5.037169521459200041e+02, 3.659845987205119968e+02, 5.382034256035840372e+02, 4.889432377262079967e+02, 5.765192986132479973e+02, 4.002652828467199697e+02, 5.900234139893759675e+02, 4.876715247534079936e+02, 3.578560375685119652e+02, 6.369306979860480169e+02
1.928000000000000000e+03, 3.822600417443840115e+02, 5.149197368033279645e+02, 5.073599568281599659e+02, 4.921612419727359793e+02, 5.935109274337279430e+02, 3.881798488555519953e+02, 5.032520890449919762e+02, 3.659556076912639924e+02, 5.349649195991039505e+02, 4.887557691146240018e+02, 5.761281881538559446e+02, 3.990381972684800189e+02, 5.901368279695359433e+02, 4.881612852428800124e+02, 3.583286181887999646e+02, 6.371964490874879630e+02
1.929000000000000000e+03, 3.816288828784639691e+02, 5.144671210700799975e+02, 5.056551232471039725e+02, 4.925276563701759756e+02, 5.939298209628159384e+02, 3.873503161876479908e+02, 5.026906562887679684e+02, 3.650723543777280042e+02, 5.357326114488320172e+02, 4.891137949040639796e+02, 5.756894304010239694e+02, 4.002477338787840040e+02, 5.906998713384959956e+02, 4.879332828774399786e+02, 3.577976864112640101e+02, 6.388365897236479896e+02
1.930000000000000000e+03, 3.811153658511360049e+02, 5.142207644303359757e+02, 5.054396366848000071e+02, 4.929693333585919959e+02, 5.939345185832960397e+02, 3.877578012098559839e+02, 5.022138813644800166e+02, 3.650637644431359945e+02, 5.350769242931199869e+02, 4.886793321185280092e+02, 5.750408903393280298e+02, 3.989452850462719766e+02, 5.905243145502720381e+02, 4.868588028559360055e+02, 3.573114826915839899e+02, 6.396567942594559781e+02
1.931000000000000000e+03, 3.800027344404479663e+02, 5.137511030456320213e+02, 5.053985996144639898e+02, 4.910150561300479808e+02, 5.946213106974720404e+02, 3.881385769041920071e+02, 5.008871726776320088e+02, 3.651225182535679892e+02, 5.344102983925760100e+02, 4.883476801126399778e+02, 5.746927295528960258e+02, 3.996373116518399797e+02, 5.904007671316479673e+02, 4.856731234467840181e+02, 3.578230535618559998e+02, 6.396928988282879800e+02
1.932000000000000000e+03, 3.778979320299520168e+02, 5.137956297768960212e+02, 5.059169149255679940e+02, 4.913377155481599630e+02, 5.942526817075199688e+02, 3.883138652569600140e+02, 4.999585873264639986e+02, 3.643353648332799821e+02, 5.353511311114240243e+02, 4.877215879659519828e+02, 5.750077385605119389e+02, 3.998010908344319887e+02, 5.911891620659199589e+02, 4.843062836592640110e+02, 3.578444948439039877e+02, 6.393499725332479784e+02
1.933000000000000000e+03, 3.762346723901439987e+02, 5.136721830215680029e+02, 5.055368103198720178e+02, 4.902540080578559696e+02, 5.951277812940800231e+02, 3.878290708234239901e+02, 5.000337828085760066e+02, 3.636004221091839668e+02, 5.341293806878719579e+02, 4.871568333209600041e+02, 5.750117650923519932e+02, 3.997375722946559904e+02, 5.915438995210239455e+02, 4.842284038225919858e+02, 3.565624135516159754e+02, 6.396802823618560296e+02
1.934000000000000000e+03, 3.763395299901440012e+02, 5.135717881610239601e+02, 5.061918263869440011e+02, 4.899897669058560155e+02, 5.957790057103360368e+02, 3.860257885388799650e+02, 5.002632615690239959e+02, 3.620518179635199658e+02, 5.318737511055360301e+02, 4.864781949337599940e+02, 5.748095660851199682e+02, 3.987873107804159645e+02, 5.921493556920320316e+02, 4.835760050012160036e+02, 3.550252514672640132e+02, 6.402583581163520421e+02
1.935000000000000000e+03, 3.760215346380799701e+02, 5.134412278661119444e+02, 5.058099769507840051e+02, 4.889904823664639935e+02, 5.950426872545280048e+02, 3.855775013273599825e+02, 4.986746940948480074e+02, 3.590959744942080079e+02, 5.333216584007680012e+02, 4.859130376355839758e+02, 5.747941981552639845e+02, 3.980344499896319803e+02, 5.918673642455039499e+02, 4.832977716510719688e+02, 3.550759186595839765e+02, 6.404524369510399993e+02
1.936000000000000000e+03, 3.758326231859199993e+02, 5.132372169195519973e+02, 5.068211397591039713e+02, 4.884728381439999794e+02, 5.947774730239999599e+02, 3.853047373496319778e+02, 4.964248358748159831e+02, 3.581338011566080013e+02, 5.321425556602879396e+02, 4.842790374604799695e+02, 5.743928871485439913e+02, 3.992418055618559833e+02, 5.925548274483199975e+02, 4.827816038236159670e+02, 3.551549729013759702e+02, 6.410675567984640111e+02
1.937000000000000000e+03, 3.747487479234559942e+02, 5.135904108707840123e+02, 5.083117618462719633e+02, 4.879136870891520061e+02, 5.954674192547839766e+02, 3.856679640760319785e+02, 4.969141601566719828e+02, 3.578241944125439886e+02, 5.311814225100799831e+02, 4.835182913781760021e+02, 5.739843283845119686e+02, 3.980051234160640092e+02, 5.936280995102720226e+02, 4.821781609185279649e+02, 3.552782518845439768e+02, 6.408846851440639512e+02
1.938000000000000000e+03, 3.742665036267520122e+02, 5.139057554227199489e+02, 5.085606015139840110e+02, 4.884831729090560088e+02, 5.962260178534399984e+02, 3.858382863728639904e+02, 4.972820845035519710e+02, 3.556298687774719838e+02, 5.316000140492799346e+02, 4.825303482367999663e+02, 5.742833654824960377e+02, 3.994477962199039780e+02, 5.936716531630079317e+02, 4.819144901918720052e+02, 3.549654574694399685e+02, 6.407346968330240315e+02
1.939000000000000000e+03, 3.737017154273279971e+02, 5.137643906007040187e+02, 5.074186770841599810e+02, 4.879748568186880107e+02, 5.963372172410879557e+02, 3.861426250711039643e+02, 4.965196606996480000e+02, 3.508820844216319870e+02, 5.305410697297919569e+02, 4.818072502271999724e+02, 5.738735987589119532e+02, 4.009172454604799896e+02, 5.935730031329279655e+02, 4.819820017090559645e+02, 3.556390291374079879e+02, 6.404698181468160101e+02
1.940000000000000000e+03, 3.724177886412799694e+02, 5.131065895157760224e+02, 5.064350289100800069e+02, 4.874850627747840122e+02, 5.972749965066240065e+02, 3.856119617290240171e+02, 4.957113344327680124e+02, 3.498210261729279864e+02, 5.275874744074239970e+02, 4.810062388264959736e+02, 5.732831078645759817e+02, 3.999550050140159669e+02, 5.936084366131200341e+02, 4.817465167052799870e+02, 3.558655886622719891e+02, 6.406269199974400408e+02
1.941000000000000000e+03, 3.720868077240319849e+02, 5.121969959731200106e+02, 5.049814844702719938e+02, 4.877057502740480004e+02, 5.983242435952639653e+02, 3.845330860769279866e+02, 4.950730620272639726e+02, 3.486118586613760044e+02, 5.272634728120319778e+02, 4.804257471528960082e+02, 5.731646607196159948e+02, 3.997605570805760067e+02, 5.937820472442880373e+02, 4.810708646625279812e+02, 3.555568207790079782e+02, 6.413495482449919791e+02
1.942000000000000000e+03, 3.724815420620799955e+02, 5.109522607636479847e+02, 5.051909312348159915e+02, 4.878494639063039813e+02, 5.978536091320320338e+02, 3.837692529868800193e+02, 4.940341497036799865e+02, 3.492972414894080089e+02, 5.270339940515840453e+02, 4.803159906058239699e+02, 5.725500777431039978e+02, 3.994348777635839838e+02, 5.933028228464639824e+02, 4.798637104168959695e+02, 3.547047059783679970e+02, 6.411433227059200135e+02
1.943000000000000000e+03, 3.710461505699839790e+02, 5.106849997127679899e+02, 5.052847494266879949e+02, 4.880636082913279665e+02, 5.984865799372799984e+02, 3.827682571714560140e+02, 4.935056002908160053e+02, 3.486353803182079787e+02, 5.242133749432319973e+02, 4.795329979351039924e+02, 5.719350250045439452e+02, 4.011565221150719935e+02, 5.931494790922239417e+02, 4.790854489210880160e+02, 3.541832029962239972e+02, 6.414863832186879335e+02
1.944000000000000000e+03, 3.699026155274240182e+02, 5.109535693864959853e+02, 5.035560250900479673e+02, 4.881958798622719655e+02, 5.997062164316159851e+02, 3.826433340211199834e+02, 4.927043204546559991e+02, 3.470552350064639882e+02, 5.241175099310080441e+02, 4.786642065817599700e+02, 5.713219855319040335e+02, 4.004453359288319803e+02, 5.932624904191999349e+02, 4.791817501409279885e+02, 3.543988908851200108e+02, 6.414126305771519583e+02
1.945000000000000000e+03, 3.701224977203199842e+02, 5.106374195281919697e+02, 5.035347180257280115e+02, 4.890290364088319848e+02, 6.007133862625279335e+02, 3.818474228940800117e+02, 4.927888776232960026e+02, 3.467929064570880087e+02, 5.244674155479040110e+02, 4.782078327521280130e+02, 5.713968790241279976e+02, 3.985699116154879675e+02, 5.935087799500799974e+02, 4.787235979263999752e+02, 3.546345101066240204e+02, 6.411407054602240123e+02
1.946000000000000000e+03, 3.701398789160959950e+02, 5.092941013975039937e+02, 5.022482411028479987e+02, 4.886315506073599977e+02, 6.009380667391999395e+02, 3.807278792703999670e+02, 4.925799006208000037e+02, 3.467402259988480182e+02, 5.245030503546879572e+02, 4.783532912148480136e+02, 5.713424537354239874e+02, 3.989530696744959641e+02, 5.932068571709439766e+02, 4.770083624714239932e+02, 3.539437585694719814e+02, 6.408047584870399760e+02
1.947000000000000000e+03, 3.681580870533119878e+02, 5.094105352765440102e+02, 5.015588988518400129e+02, 4.871264330055680034e+02, 6.008876008734720244e+02, 3.801966790574080051e+02, 4.926086232145920007e+02, 3.460587019304959995e+02, 5.223165764567039560e+02, 4.778163531939840141e+02, 5.711170350612479751e+02, 4.007378970214400056e+02, 5.919672222351359778e+02, 4.768028415754239973e+02, 3.537053207756799793e+02, 6.414306157527039431e+02
1.948000000000000000e+03, 3.667396069949439834e+02, 5.096974927790079732e+02, 5.009158617169919694e+02, 4.856068869980159661e+02, 6.005387018895360143e+02, 3.811320759582719688e+02, 4.921682548490239810e+02, 3.456716180029440011e+02, 5.200392036024319395e+02, 4.769742711685120184e+02, 5.702975687229439927e+02, 3.983308027330559753e+02, 5.909051573534719637e+02, 4.763013034803199730e+02, 3.534765802127359962e+02, 6.418535358136319928e+02
1.949000000000000000e+03, 3.668906354933760099e+02, 5.101196075335680007e+02, 4.990995938672639909e+02, 4.860920840847359727e+02, 6.010965107671039505e+02, 3.822131997573119975e+02, 4.914234471219199918e+02, 3.436249654231040154e+02, 5.210695595458560092e+02, 4.761084997140479800e+02, 5.696741944852479946e+02, 3.993338789232639670e+02, 5.909289810001920387e+02, 4.754349280460800173e+02, 3.527131497758720116e+02, 6.407929473269759910e+02
1.950000000000000000e+03, 3.651742591877119821e+02, 5.093972141670399765e+02, 4.988668938813439695e+02, 4.868016932126719780e+02, 6.015613738680319784e+02, 3.818081306542080142e+02, 4.902401836318720143e+02, 3.417147451637760014e+02, 5.206226145116160069e+02, 4.752713166356479633e+02, 5.696421164482559334e+02, 4.010731393515520153e+02, 5.907752345927680153e+02, 4.744688288399360090e+02, 3.522110412554239929e+02, 6.415378557173760328e+02
1.951000000000000000e+03, 3.649231042641919771e+02, 5.084109823016959808e+02, 4.986631849246720094e+02, 4.862771703316479943e+02, 6.011559021117440125e+02, 3.805064535736319726e+02, 4.890103130357759937e+02, 3.398701238190079721e+02, 5.191125979627520337e+02, 4.738942427463679792e+02, 5.694399845498879813e+02, 3.979684819763199926e+02, 5.909203239567359560e+02, 4.725637088542719653e+02, 3.518340236574720166e+02, 6.418036068188159788e+02
1.952000000000000000e+03, 3.646297714196479660e+02, 5.079978265804799662e+02, 4.966574016430079723e+02, 4.856565475573759727e+02, 6.015833855754240176e+02, 3.785861669847039934e+02, 4.868923572879359654e+02, 3.390011982479359745e+02, 5.171091299368960108e+02, 4.728440896880640025e+02, 5.692446977556479624e+02, 3.953318418186240137e+02, 5.908772400660479889e+02, 4.714397360455679973e+02, 3.508381616701440180e+02, 6.409264939663360110e+02
1.953000000000000000e+03, 3.625196338544640184e+02, 5.069140519813120136e+02, 4.976098441953279803e+02, 4.844962352988159751e+02, 6.019189298954239575e+02, 3.783133694525440092e+02, 4.861077540044800003e+02, 3.371665090150399919e+02, 5.177115997634559790e+02, 4.723547654062080028e+02, 5.684769723514880297e+02, 3.967186129387520168e+02, 5.907040991969280412e+02, 4.705713473454080145e+02, 3.496637565501440008e+02, 6.408163683205119696e+02
1.954000000000000000e+03, 3.618173395927040019e+02, 5.052740455628799623e+02, 4.977803678187519836e+02, 4.836027143290879735e+02, 6.034561926430719723e+02, 3.780383573278720064e+02, 4.859321972162559859e+02, 3.359183848079359791e+02, 5.174102809640960459e+02, 4.717593084559359795e+02, 5.674755738828799849e+02, 3.982573185269760074e+02, 5.904900219207679584e+02, 4.695549164912640094e+02, 3.500208428154879812e+02, 6.404034474803199828e+02
1.955000000000000000e+03, 3.611670882549759654e+02, 5.046701664501759979e+02, 4.975097177702400018e+02, 4.827680478330879623e+02, 6.032275527434239848e+02, 3.779678259118080064e+02, 4.847537655644159713e+02, 3.342398914560000094e+02, 5.142890812538879572e+02, 4.703421034659839961e+02, 5.665592694538239584e+02, 3.984155276738559905e+02, 5.900446203904000413e+02, 4.686665629040639942e+02, 3.499751416791040128e+02, 6.390989182730239690e+02
1.956000000000000000e+03, 3.613454300610559926e+02, 5.046943927500799987e+02, 4.960448319324160025e+02, 4.826853361582079742e+02, 6.031035355627519721e+02, 3.777005984153599911e+02, 4.837170678333440037e+02, 3.337137244078080016e+02, 5.137005029621759604e+02, 4.694573402030080160e+02, 5.657300723302399774e+02, 3.959402507796480108e+02, 5.900133476597759454e+02, 4.680314110607359908e+02, 3.489274045399039892e+02, 6.393701723013119818e+02
1.957000000000000000e+03, 3.606889040445440173e+02, 5.035979681300480024e+02, 4.944774037504000148e+02, 4.818488577228799841e+02, 6.029973693399040258e+02, 3.763369798533120161e+02, 4.826179588587519902e+02, 3.335115589550080131e+02, 5.126270631280640373e+02, 4.697185279016960067e+02, 5.647180706611200094e+02, 3.963646472355840160e+02, 5.891395231416320257e+02, 4.680760049008640067e+02, 3.478501059461119667e+02, 6.400975652782079806e+02
1.958000000000000000e+03, 3.591520103956480057e+02, 5.025928115650559675e+02, 4.940256939868160089e+02, 4.803798782443519713e+02, 6.034405562777600380e+02, 3.754542298562560063e+02, 4.817150762024959931e+02, 3.324992888504319808e+02, 5.131060526448640076e+02, 4.687590724730879970e+02, 5.635007158681600004e+02, 3.995642972078080106e+02, 5.880492725370879725e+02, 4.671447016407039996e+02, 3.464755821936639677e+02, 6.408127444418560117e+02
1.959000000000000000e+03, 3.583230481530879956e+02, 5.019654107955199720e+02, 4.947425173176320072e+02, 4.790398820024319662e+02, 6.038893803601920354e+02, 3.745325567180800022e+02, 4.811983043952640173e+02, 3.301231988572159821e+02, 5.117883029913600126e+02, 4.666825900032000050e+02, 5.628156350300159829e+02, 3.994408168980480127e+02, 5.888704165969919586e+02, 4.654697650585599717e+02, 3.464243110215679735e+02, 6.411506375720960023e+02
1.960000000000000000e+03, 3.577851034992639825e+02, 5.017993163571200057e+02, 4.933018242252799723e+02, 4.779526512967680105e+02, 6.044617518612479898e+02, 3.735888383180799792e+02, 4.813487624683519925e+02, 3.291190824796159973e+02, 5.091163971256319769e+02, 4.655541880094720000e+02, 5.619694593638399738e+02, 3.975917328138239668e+02, 5.891163034746880385e+02, 4.640005171445760084e+02, 3.457967760343040027e+02, 6.420857324830719790e+02
1.961000000000000000e+03, 3.575591143997439758e+02, 5.018771290849280149e+02, 4.918416695623679971e+02, 4.774847682969599987e+02, 6.052802786754559747e+02, 3.726241483980799671e+02, 4.808006508216320185e+02, 3.289612424314880172e+02, 5.096079359999999951e+02, 4.657158197084160065e+02, 5.612966594478079969e+02, 3.964317896540159722e+02, 5.898824182661120403e+02, 4.634623040552959878e+02, 3.456597061795840204e+02, 6.427783630684159561e+02
