year, CMCC-CM2-SR5, CanESM5, EC-Earth3-Veg, MIROC-ES2L, INM-CM4-8, NorESM2-LM, ACCESS-ESM1-5, IPSL-CM6A-LR, MPI-ESM1-2-LR, NorESM2-MM, TaiESM1, CNRM-ESM2-1, INM-CM5-0, UKESM1-0-LL, CESM2-WACCM, GFDL-ESM4
1.903000000000000000e+03, 2.869937744140625000e+02, 2.866773681640625000e+02, 2.868210449218750000e+02, 2.879720458984375000e+02, 2.863530883789062500e+02, 2.876371765136718750e+02, 2.875326843261718750e+02, 2.859789123535156250e+02, 2.864435729980468750e+02, 2.869820251464843750e+02, 2.867702941894531250e+02, 2.866999816894531250e+02, 2.863356933593750000e+02, 2.865040588378906250e+02, 2.869500427246093750e+02, 2.865269165039062500e+02
1.904000000000000000e+03, 2.870268249511718750e+02, 2.866099548339843750e+02, 2.867174072265625000e+02, 2.880456237792968750e+02, 2.864375610351562500e+02, 2.877906188964843750e+02, 2.875187072753906250e+02, 2.859363098144531250e+02, 2.866451416015625000e+02, 2.869841613769531250e+02, 2.869474487304687500e+02, 2.866952819824218750e+02, 2.862254943847656250e+02, 2.863967590332031250e+02, 2.870738830566406250e+02, 2.868102722167968750e+02
1.905000000000000000e+03, 2.870083007812500000e+02, 2.865675354003906250e+02, 2.868898620605468750e+02, 2.881000671386718750e+02, 2.864608459472656250e+02, 2.877040100097656250e+02, 2.874861755371093750e+02, 2.858812561035156250e+02, 2.867969665527343750e+02, 2.868543090820312500e+02, 2.868171691894531250e+02, 2.864704589843750000e+02, 2.864417724609375000e+02, 2.864555358886718750e+02, 2.870621032714843750e+02, 2.867878723144531250e+02
1.906000000000000000e+03, 2.870910339355468750e+02, 2.866673278808593750e+02, 2.870389099121093750e+02, 2.881402587890625000e+02, 2.864984436035156250e+02, 2.877320861816406250e+02, 2.876339721679687500e+02, 2.858753967285156250e+02, 2.866850891113281250e+02, 2.868811340332031250e+02, 2.869163208007812500e+02, 2.866963806152343750e+02, 2.865012512207031250e+02, 2.864359436035156250e+02, 2.871371154785156250e+02, 2.867174377441406250e+02
1.907000000000000000e+03, 2.871600646972656250e+02, 2.867372436523437500e+02, 2.870618896484375000e+02, 2.882637634277343750e+02, 2.865073547363281250e+02, 2.876300354003906250e+02, 2.876502380371093750e+02, 2.858651428222656250e+02, 2.866431579589843750e+02, 2.867673339843750000e+02, 2.868243713378906250e+02, 2.868505249023437500e+02, 2.865159606933593750e+02, 2.866001281738281250e+02, 2.869449462890625000e+02, 2.867335510253906250e+02
1.908000000000000000e+03, 2.871256713867187500e+02, 2.867744140625000000e+02, 2.870599060058593750e+02, 2.882344055175781250e+02, 2.866120300292968750e+02, 2.876159362792968750e+02, 2.877156677246093750e+02, 2.860751037597656250e+02, 2.865907897949218750e+02, 2.868522644042968750e+02, 2.867723083496093750e+02, 2.867596740722656250e+02, 2.864807434082031250e+02, 2.865657043457031250e+02, 2.867875671386718750e+02, 2.867506408691406250e+02
1.909000000000000000e+03, 2.874081726074218750e+02, 2.868131408691406250e+02, 2.870105285644531250e+02, 2.881085205078125000e+02, 2.865405883789062500e+02, 2.878041076660156250e+02, 2.876381835937500000e+02, 2.860793151855468750e+02, 2.865293273925781250e+02, 2.868943786621093750e+02, 2.867438659667968750e+02, 2.868211975097656250e+02, 2.864116821289062500e+02, 2.865170593261718750e+02, 2.869564514160156250e+02, 2.869034118652343750e+02
1.910000000000000000e+03, 2.874771423339843750e+02, 2.869299011230468750e+02, 2.868712158203125000e+02, 2.881644287109375000e+02, 2.866152648925781250e+02, 2.875819396972656250e+02, 2.877512512207031250e+02, 2.860731506347656250e+02, 2.866819152832031250e+02, 2.869087219238281250e+02, 2.869305114746093750e+02, 2.865940246582031250e+02, 2.865076904296875000e+02, 2.864881286621093750e+02, 2.869622802734375000e+02, 2.869203491210937500e+02
1.911000000000000000e+03, 2.872593078613281250e+02, 2.869245605468750000e+02, 2.868539733886718750e+02, 2.884142150878906250e+02, 2.866001281738281250e+02, 2.875738525390625000e+02, 2.878868103027343750e+02, 2.861186218261718750e+02, 2.867470397949218750e+02, 2.871654357910156250e+02, 2.869996948242187500e+02, 2.868160095214843750e+02, 2.865624084472656250e+02, 2.865373840332031250e+02, 2.870389099121093750e+02, 2.869200744628906250e+02
1.912000000000000000e+03, 2.871396789550781250e+02, 2.868525085449218750e+02, 2.869970092773437500e+02, 2.884522094726562500e+02, 2.865010070800781250e+02, 2.876175842285156250e+02, 2.877016601562500000e+02, 2.860445556640625000e+02, 2.866788940429687500e+02, 2.870642089843750000e+02, 2.867835388183593750e+02, 2.867496337890625000e+02, 2.864730224609375000e+02, 2.864495239257812500e+02, 2.869710388183593750e+02, 2.865582580566406250e+02
1.913000000000000000e+03, 2.870377197265625000e+02, 2.865896911621093750e+02, 2.870427246093750000e+02, 2.880096740722656250e+02, 2.864364318847656250e+02, 2.875879821777343750e+02, 2.876052246093750000e+02, 2.858890075683593750e+02, 2.867661437988281250e+02, 2.870904235839843750e+02, 2.867979431152343750e+02, 2.865846252441406250e+02, 2.863869323730468750e+02, 2.865321044921875000e+02, 2.869740905761718750e+02, 2.864725341796875000e+02
1.914000000000000000e+03, 2.871489562988281250e+02, 2.865124206542968750e+02, 2.868501281738281250e+02, 2.880456237792968750e+02, 2.863942871093750000e+02, 2.872685241699218750e+02, 2.877314758300781250e+02, 2.859115905761718750e+02, 2.868489685058593750e+02, 2.871637878417968750e+02, 2.869622497558593750e+02, 2.866411132812500000e+02, 2.864290466308593750e+02, 2.866451721191406250e+02, 2.869608154296875000e+02, 2.867608337402343750e+02
1.915000000000000000e+03, 2.871856994628906250e+02, 2.866579895019531250e+02, 2.867790832519531250e+02, 2.883190002441406250e+02, 2.865486450195312500e+02, 2.875043029785156250e+02, 2.878619079589843750e+02, 2.860721130371093750e+02, 2.867743225097656250e+02, 2.870431518554687500e+02, 2.869774475097656250e+02, 2.866576232910156250e+02, 2.865358886718750000e+02, 2.866602172851562500e+02, 2.869479675292968750e+02, 2.868236389160156250e+02
1.916000000000000000e+03, 2.873981323242187500e+02, 2.867642517089843750e+02, 2.867007141113281250e+02, 2.885237731933593750e+02, 2.865315246582031250e+02, 2.876253967285156250e+02, 2.878790283203125000e+02, 2.862245483398437500e+02, 2.866401062011718750e+02, 2.869402770996093750e+02, 2.871486206054687500e+02, 2.865054931640625000e+02, 2.864290161132812500e+02, 2.865377502441406250e+02, 2.870506896972656250e+02, 2.867996520996093750e+02
1.917000000000000000e+03, 2.873700256347656250e+02, 2.868814392089843750e+02, 2.869427185058593750e+02, 2.884396362304687500e+02, 2.865423889160156250e+02, 2.875058288574218750e+02, 2.877213134765625000e+02, 2.860679626464843750e+02, 2.865292663574218750e+02, 2.870259399414062500e+02, 2.871348876953125000e+02, 2.865733642578125000e+02, 2.865831604003906250e+02, 2.864384155273437500e+02, 2.871058654785156250e+02, 2.867417297363281250e+02
1.918000000000000000e+03, 2.873358459472656250e+02, 2.868703308105468750e+02, 2.869794006347656250e+02, 2.880678710937500000e+02, 2.865646667480468750e+02, 2.877139892578125000e+02, 2.877259521484375000e+02, 2.860419921875000000e+02, 2.865096130371093750e+02, 2.870234069824218750e+02, 2.869632263183593750e+02, 2.865517272949218750e+02, 2.866189270019531250e+02, 2.865462646484375000e+02, 2.871078186035156250e+02, 2.868183288574218750e+02
1.919000000000000000e+03, 2.873490905761718750e+02, 2.868548583984375000e+02, 2.871161499023437500e+02, 2.881044616699218750e+02, 2.865826110839843750e+02, 2.879136047363281250e+02, 2.875657653808593750e+02, 2.859353942871093750e+02, 2.866177368164062500e+02, 2.871589050292968750e+02, 2.870166625976562500e+02, 2.867893981933593750e+02, 2.866874694824218750e+02, 2.866765136718750000e+02, 2.870247802734375000e+02, 2.869314270019531250e+02
1.920000000000000000e+03, 2.873601989746093750e+02, 2.867871398925781250e+02, 2.871246643066406250e+02, 2.882869262695312500e+02, 2.865726623535156250e+02, 2.879153442382812500e+02, 2.875857849121093750e+02, 2.860887145996093750e+02, 2.868141174316406250e+02, 2.871730957031250000e+02, 2.869964904785156250e+02, 2.867154235839843750e+02, 2.866861267089843750e+02, 2.865648498535156250e+02, 2.870917358398437500e+02, 2.869439392089843750e+02
1.921000000000000000e+03, 2.875704956054687500e+02, 2.868146057128906250e+02, 2.871417236328125000e+02, 2.884506835937500000e+02, 2.866355895996093750e+02, 2.877102050781250000e+02, 2.877146911621093750e+02, 2.862276306152343750e+02, 2.868549804687500000e+02, 2.870989990234375000e+02, 2.869739074707031250e+02, 2.868236389160156250e+02, 2.866756286621093750e+02, 2.864244079589843750e+02, 2.872604675292968750e+02, 2.867405090332031250e+02
1.922000000000000000e+03, 2.875639038085937500e+02, 2.867395019531250000e+02, 2.870789184570312500e+02, 2.883343811035156250e+02, 2.867506408691406250e+02, 2.877806701660156250e+02, 2.875536193847656250e+02, 2.858757019042968750e+02, 2.868414916992187500e+02, 2.868972778320312500e+02, 2.871623229980468750e+02, 2.867335510253906250e+02, 2.866383056640625000e+02, 2.864325561523437500e+02, 2.871697082519531250e+02, 2.868003845214843750e+02
1.923000000000000000e+03, 2.873340148925781250e+02, 2.868182067871093750e+02, 2.870287170410156250e+02, 2.880852966308593750e+02, 2.867497558593750000e+02, 2.878882141113281250e+02, 2.875748596191406250e+02, 2.858064880371093750e+02, 2.868664245605468750e+02, 2.867716979980468750e+02, 2.872047424316406250e+02, 2.867769775390625000e+02, 2.866123352050781250e+02, 2.864559631347656250e+02, 2.872178344726562500e+02, 2.868859558105468750e+02
1.924000000000000000e+03, 2.872065429687500000e+02, 2.870192871093750000e+02, 2.869155578613281250e+02, 2.880855102539062500e+02, 2.866966247558593750e+02, 2.878661804199218750e+02, 2.877065124511718750e+02, 2.860863037109375000e+02, 2.868462219238281250e+02, 2.867721862792968750e+02, 2.872429199218750000e+02, 2.866653137207031250e+02, 2.865763244628906250e+02, 2.866254577636718750e+02, 2.872866516113281250e+02, 2.867901916503906250e+02
1.925000000000000000e+03, 2.872706298828125000e+02, 2.870649108886718750e+02, 2.871217956542968750e+02, 2.881337890625000000e+02, 2.866813659667968750e+02, 2.877697448730468750e+02, 2.877899780273437500e+02, 2.860031433105468750e+02, 2.867058410644531250e+02, 2.867374572753906250e+02, 2.870372619628906250e+02, 2.866684265136718750e+02, 2.865986328125000000e+02, 2.866153259277343750e+02, 2.870725402832031250e+02, 2.867424011230468750e+02
1.926000000000000000e+03, 2.873076171875000000e+02, 2.868714904785156250e+02, 2.871615905761718750e+02, 2.882247009277343750e+02, 2.866434936523437500e+02, 2.876153259277343750e+02, 2.877967834472656250e+02, 2.861143798828125000e+02, 2.868581542968750000e+02, 2.868849182128906250e+02, 2.869938354492187500e+02, 2.866811218261718750e+02, 2.866347045898437500e+02, 2.865863647460937500e+02, 2.871164245605468750e+02, 2.866994018554687500e+02
1.927000000000000000e+03, 2.874150085449218750e+02, 2.868222961425781250e+02, 2.871949768066406250e+02, 2.883802185058593750e+02, 2.867159423828125000e+02, 2.877646484375000000e+02, 2.877909240722656250e+02, 2.860068359375000000e+02, 2.869341735839843750e+02, 2.869725646972656250e+02, 2.871386108398437500e+02, 2.867851562500000000e+02, 2.866233215332031250e+02, 2.864367065429687500e+02, 2.872795104980468750e+02, 2.868547058105468750e+02
1.928000000000000000e+03, 2.874740600585937500e+02, 2.868373413085937500e+02, 2.872005920410156250e+02, 2.884283752441406250e+02, 2.867080383300781250e+02, 2.877795715332031250e+02, 2.876553344726562500e+02, 2.860771789550781250e+02, 2.870569763183593750e+02, 2.869586181640625000e+02, 2.871930847167968750e+02, 2.868995666503906250e+02, 2.866907653808593750e+02, 2.865200195312500000e+02, 2.872215270996093750e+02, 2.869549865722656250e+02
1.929000000000000000e+03, 2.875018615722656250e+02, 2.868978576660156250e+02, 2.871894836425781250e+02, 2.883426513671875000e+02, 2.867639770507812500e+02, 2.878375244140625000e+02, 2.875994873046875000e+02, 2.862051391601562500e+02, 2.870038452148437500e+02, 2.869779357910156250e+02, 2.870298767089843750e+02, 2.867864685058593750e+02, 2.867548217773437500e+02, 2.865088195800781250e+02, 2.870672302246093750e+02, 2.868702087402343750e+02
1.930000000000000000e+03, 2.874312438964843750e+02, 2.869156494140625000e+02, 2.870914611816406250e+02, 2.881835937500000000e+02, 2.868417968750000000e+02, 2.877552490234375000e+02, 2.877479553222656250e+02, 2.860538940429687500e+02, 2.868373107910156250e+02, 2.872090759277343750e+02, 2.870926818847656250e+02, 2.868020935058593750e+02, 2.867240905761718750e+02, 2.866048583984375000e+02, 2.871336364746093750e+02, 2.868089599609375000e+02
1.931000000000000000e+03, 2.872832031250000000e+02, 2.868540954589843750e+02, 2.870727539062500000e+02, 2.882782287597656250e+02, 2.867487792968750000e+02, 2.876615905761718750e+02, 2.877438659667968750e+02, 2.859201660156250000e+02, 2.868434448242187500e+02, 2.872718811035156250e+02, 2.871574401855468750e+02, 2.868569946289062500e+02, 2.866009826660156250e+02, 2.864214782714843750e+02, 2.872490539550781250e+02, 2.868923645019531250e+02
1.932000000000000000e+03, 2.873113708496093750e+02, 2.868021850585937500e+02, 2.872474975585937500e+02, 2.883949279785156250e+02, 2.867087097167968750e+02, 2.877854309082031250e+02, 2.877723693847656250e+02, 2.861182250976562500e+02, 2.867683410644531250e+02, 2.869121398925781250e+02, 2.870209655761718750e+02, 2.868184814453125000e+02, 2.866056823730468750e+02, 2.864649353027343750e+02, 2.872509460449218750e+02, 2.869662475585937500e+02
1.933000000000000000e+03, 2.872785034179687500e+02, 2.868702697753906250e+02, 2.871319274902343750e+02, 2.883603210449218750e+02, 2.866840515136718750e+02, 2.875288391113281250e+02, 2.875765075683593750e+02, 2.862210083007812500e+02, 2.868254394531250000e+02, 2.870672607421875000e+02, 2.871086730957031250e+02, 2.867070007324218750e+02, 2.865341796875000000e+02, 2.864862060546875000e+02, 2.871015930175781250e+02, 2.869158325195312500e+02
1.934000000000000000e+03, 2.873153991699218750e+02, 2.868828430175781250e+02, 2.871777343750000000e+02, 2.883794860839843750e+02, 2.867547912597656250e+02, 2.876036682128906250e+02, 2.876948547363281250e+02, 2.862325744628906250e+02, 2.868958129882812500e+02, 2.871910705566406250e+02, 2.873293151855468750e+02, 2.866406250000000000e+02, 2.865742492675781250e+02, 2.864303894042968750e+02, 2.870020446777343750e+02, 2.868002319335937500e+02
1.935000000000000000e+03, 2.874100036621093750e+02, 2.868519592285156250e+02, 2.870540466308593750e+02, 2.884584960937500000e+02, 2.867356262207031250e+02, 2.877636718750000000e+02, 2.877007751464843750e+02, 2.861195373535156250e+02, 2.869448547363281250e+02, 2.870421142578125000e+02, 2.871542663574218750e+02, 2.866952209472656250e+02, 2.866520080566406250e+02, 2.864697875976562500e+02, 2.873486022949218750e+02, 2.867895202636718750e+02
1.936000000000000000e+03, 2.874623718261718750e+02, 2.868099670410156250e+02, 2.870688476562500000e+02, 2.882528991699218750e+02, 2.867362976074218750e+02, 2.877163391113281250e+02, 2.876643981933593750e+02, 2.862000732421875000e+02, 2.868757324218750000e+02, 2.868928527832031250e+02, 2.872136840820312500e+02, 2.866633300781250000e+02, 2.865841979980468750e+02, 2.866178894042968750e+02, 2.874668273925781250e+02, 2.867191467285156250e+02
1.937000000000000000e+03, 2.874077453613281250e+02, 2.869143981933593750e+02, 2.871070861816406250e+02, 2.881789245605468750e+02, 2.867950439453125000e+02, 2.876382141113281250e+02, 2.877993774414062500e+02, 2.863740234375000000e+02, 2.868603210449218750e+02, 2.869683227539062500e+02, 2.872687377929687500e+02, 2.866983642578125000e+02, 2.865758666992187500e+02, 2.863273620605468750e+02, 2.872265319824218750e+02, 2.866867980957031250e+02
1.938000000000000000e+03, 2.872197875976562500e+02, 2.869742431640625000e+02, 2.872572326660156250e+02, 2.883935852050781250e+02, 2.866923828125000000e+02, 2.876907043457031250e+02, 2.877044982910156250e+02, 2.863154602050781250e+02, 2.869198303222656250e+02, 2.871275329589843750e+02, 2.871436767578125000e+02, 2.868832702636718750e+02, 2.865507202148437500e+02, 2.863093566894531250e+02, 2.873068542480468750e+02, 2.867831115722656250e+02
1.939000000000000000e+03, 2.872538757324218750e+02, 2.869523010253906250e+02, 2.871604919433593750e+02, 2.884714050292968750e+02, 2.867252502441406250e+02, 2.876887512207031250e+02, 2.877283630371093750e+02, 2.861667785644531250e+02, 2.868201904296875000e+02, 2.872075500488281250e+02, 2.870995788574218750e+02, 2.865727233886718750e+02, 2.865647277832031250e+02, 2.864893493652343750e+02, 2.872525329589843750e+02, 2.868470153808593750e+02
1.940000000000000000e+03, 2.871824340820312500e+02, 2.870799560546875000e+02, 2.873280334472656250e+02, 2.886150512695312500e+02, 2.867510070800781250e+02, 2.878480834960937500e+02, 2.876576843261718750e+02, 2.861031188964843750e+02, 2.870057067871093750e+02, 2.872943420410156250e+02, 2.872353820800781250e+02, 2.868327941894531250e+02, 2.866225891113281250e+02, 2.863861999511718750e+02, 2.871194152832031250e+02, 2.868704528808593750e+02
1.941000000000000000e+03, 2.873858032226562500e+02, 2.870930480957031250e+02, 2.871959838867187500e+02, 2.884755554199218750e+02, 2.868753356933593750e+02, 2.877981872558593750e+02, 2.876386413574218750e+02, 2.862459106445312500e+02, 2.870082702636718750e+02, 2.872187500000000000e+02, 2.870975341796875000e+02, 2.868186950683593750e+02, 2.866424865722656250e+02, 2.864620971679687500e+02, 2.872194213867187500e+02, 2.866615295410156250e+02
1.942000000000000000e+03, 2.872812805175781250e+02, 2.868625488281250000e+02, 2.871708068847656250e+02, 2.882750549316406250e+02, 2.868469238281250000e+02, 2.875932922363281250e+02, 2.877406311035156250e+02, 2.865001525878906250e+02, 2.871349792480468750e+02, 2.872037658691406250e+02, 2.871125183105468750e+02, 2.868237609863281250e+02, 2.866939086914062500e+02, 2.866305236816406250e+02, 2.873129882812500000e+02, 2.866730346679687500e+02
1.943000000000000000e+03, 2.871412658691406250e+02, 2.869472045898437500e+02, 2.873400878906250000e+02, 2.881446533203125000e+02, 2.868546142578125000e+02, 2.875630798339843750e+02, 2.877263183593750000e+02, 2.864473571777343750e+02, 2.871803283691406250e+02, 2.870781250000000000e+02, 2.872712097167968750e+02, 2.866675109863281250e+02, 2.864947204589843750e+02, 2.864331359863281250e+02, 2.872256774902343750e+02, 2.867947082519531250e+02
1.944000000000000000e+03, 2.872919311523437500e+02, 2.869982910156250000e+02, 2.871735534667968750e+02, 2.885071105957031250e+02, 2.868252258300781250e+02, 2.876926879882812500e+02, 2.878097229003906250e+02, 2.863058776855468750e+02, 2.869368896484375000e+02, 2.870260620117187500e+02, 2.871476745605468750e+02, 2.868144226074218750e+02, 2.865075683593750000e+02, 2.865673828125000000e+02, 2.873045959472656250e+02, 2.867209167480468750e+02
1.945000000000000000e+03, 2.874380798339843750e+02, 2.869399108886718750e+02, 2.873603820800781250e+02, 2.885879821777343750e+02, 2.867662658691406250e+02, 2.877463684082031250e+02, 2.878327331542968750e+02, 2.863128356933593750e+02, 2.869864807128906250e+02, 2.871077270507812500e+02, 2.870232543945312500e+02, 2.867204895019531250e+02, 2.865916442871093750e+02, 2.864177246093750000e+02, 2.870409851074218750e+02, 2.865028991699218750e+02
1.946000000000000000e+03, 2.873225097656250000e+02, 2.870152282714843750e+02, 2.873595886230468750e+02, 2.883319396972656250e+02, 2.867118225097656250e+02, 2.878909606933593750e+02, 2.877117614746093750e+02, 2.862413024902343750e+02, 2.871439208984375000e+02, 2.870441589355468750e+02, 2.870631408691406250e+02, 2.867863769531250000e+02, 2.866823120117187500e+02, 2.864903259277343750e+02, 2.870016784667968750e+02, 2.865919189453125000e+02
1.947000000000000000e+03, 2.874336547851562500e+02, 2.869672546386718750e+02, 2.872796020507812500e+02, 2.881993103027343750e+02, 2.868474426269531250e+02, 2.878908386230468750e+02, 2.876602478027343750e+02, 2.863356018066406250e+02, 2.870892639160156250e+02, 2.870332031250000000e+02, 2.872314758300781250e+02, 2.868218078613281250e+02, 2.866690673828125000e+02, 2.865961608886718750e+02, 2.869183349609375000e+02, 2.867900695800781250e+02
1.948000000000000000e+03, 2.877107238769531250e+02, 2.871026306152343750e+02, 2.873280334472656250e+02, 2.882760925292968750e+02, 2.868645935058593750e+02, 2.877864685058593750e+02, 2.877831420898437500e+02, 2.864335632324218750e+02, 2.868753662109375000e+02, 2.872471923828125000e+02, 2.871299438476562500e+02, 2.867561035156250000e+02, 2.866548461914062500e+02, 2.865559997558593750e+02, 2.870130920410156250e+02, 2.866979980468750000e+02
1.949000000000000000e+03, 2.874789123535156250e+02, 2.872239379882812500e+02, 2.874083251953125000e+02, 2.884264526367187500e+02, 2.868843078613281250e+02, 2.878280334472656250e+02, 2.877892761230468750e+02, 2.863619079589843750e+02, 2.868823547363281250e+02, 2.872241210937500000e+02, 2.870998535156250000e+02, 2.867245483398437500e+02, 2.866547546386718750e+02, 2.863555603027343750e+02, 2.873505859375000000e+02, 2.866495361328125000e+02
1.950000000000000000e+03, 2.873965454101562500e+02, 2.871611633300781250e+02, 2.873458557128906250e+02, 2.885513305664062500e+02, 2.868621826171875000e+02, 2.877865295410156250e+02, 2.875657653808593750e+02, 2.862265930175781250e+02, 2.869521484375000000e+02, 2.872874755859375000e+02, 2.869798889160156250e+02, 2.867596740722656250e+02, 2.867225646972656250e+02, 2.863167419433593750e+02, 2.872475891113281250e+02, 2.867409362792968750e+02
1.951000000000000000e+03, 2.875686950683593750e+02, 2.870664978027343750e+02, 2.871461181640625000e+02, 2.882343444824218750e+02, 2.868050842285156250e+02, 2.877436828613281250e+02, 2.877485961914062500e+02, 2.863831481933593750e+02, 2.871395263671875000e+02, 2.873733215332031250e+02, 2.871383666992187500e+02, 2.866771240234375000e+02, 2.866603088378906250e+02, 2.863284606933593750e+02, 2.873756103515625000e+02, 2.866448059082031250e+02
1.952000000000000000e+03, 2.876260070800781250e+02, 2.870497436523437500e+02, 2.873200988769531250e+02, 2.882348327636718750e+02, 2.868141174316406250e+02, 2.877145690917968750e+02, 2.878092041015625000e+02, 2.865295715332031250e+02, 2.871969299316406250e+02, 2.871958312988281250e+02, 2.872203063964843750e+02, 2.866289672851562500e+02, 2.865710449218750000e+02, 2.864082336425781250e+02, 2.874734497070312500e+02, 2.866665039062500000e+02
1.953000000000000000e+03, 2.875787658691406250e+02, 2.868611145019531250e+02, 2.872351989746093750e+02, 2.884472961425781250e+02, 2.867865295410156250e+02, 2.876771240234375000e+02, 2.876741638183593750e+02, 2.864105224609375000e+02, 2.870325012207031250e+02, 2.871694946289062500e+02, 2.871091308593750000e+02, 2.867738647460937500e+02, 2.864753723144531250e+02, 2.864486389160156250e+02, 2.873025207519531250e+02, 2.867831726074218750e+02
1.954000000000000000e+03, 2.873255615234375000e+02, 2.868612060546875000e+02, 2.872011108398437500e+02, 2.882830810546875000e+02, 2.868419494628906250e+02, 2.878617248535156250e+02, 2.877509155273437500e+02, 2.862932739257812500e+02, 2.869635314941406250e+02, 2.872567443847656250e+02, 2.870621643066406250e+02, 2.867759704589843750e+02, 2.866260070800781250e+02, 2.867341308593750000e+02, 2.872369079589843750e+02, 2.867803344726562500e+02
1.955000000000000000e+03, 2.875452880859375000e+02, 2.869136047363281250e+02, 2.872175292968750000e+02, 2.882851867675781250e+02, 2.868847961425781250e+02, 2.881091918945312500e+02, 2.878675842285156250e+02, 2.864211425781250000e+02, 2.868558044433593750e+02, 2.870818786621093750e+02, 2.871734924316406250e+02, 2.868810119628906250e+02, 2.867626037597656250e+02, 2.865466918945312500e+02, 2.873286132812500000e+02, 2.867160644531250000e+02
1.956000000000000000e+03, 2.877171630859375000e+02, 2.868930969238281250e+02, 2.870850219726562500e+02, 2.885372924804687500e+02, 2.868527526855468750e+02, 2.878299255371093750e+02, 2.876243591308593750e+02, 2.864628906250000000e+02, 2.868262939453125000e+02, 2.869746398925781250e+02, 2.870766601562500000e+02, 2.866482238769531250e+02, 2.867709045410156250e+02, 2.866192321777343750e+02, 2.872872924804687500e+02, 2.866566467285156250e+02
1.957000000000000000e+03, 2.875541687011718750e+02, 2.869011840820312500e+02, 2.872018127441406250e+02, 2.884640197753906250e+02, 2.868573913574218750e+02, 2.879172973632812500e+02, 2.875412902832031250e+02, 2.865669250488281250e+02, 2.868572998046875000e+02, 2.869015808105468750e+02, 2.869650573730468750e+02, 2.868658752441406250e+02, 2.867334899902343750e+02, 2.865703735351562500e+02, 2.871393127441406250e+02, 2.867014465332031250e+02
1.958000000000000000e+03, 2.873588562011718750e+02, 2.869424133300781250e+02, 2.873151245117187500e+02, 2.882743530273437500e+02, 2.868163146972656250e+02, 2.878880004882812500e+02, 2.876507568359375000e+02, 2.865923461914062500e+02, 2.868432922363281250e+02, 2.869848937988281250e+02, 2.869690551757812500e+02, 2.869170837402343750e+02, 2.867601623535156250e+02, 2.866681213378906250e+02, 2.870107116699218750e+02, 2.868279113769531250e+02
1.959000000000000000e+03, 2.874194335937500000e+02, 2.870706481933593750e+02, 2.872238159179687500e+02, 2.883162841796875000e+02, 2.869280090332031250e+02, 2.879485778808593750e+02, 2.876656494140625000e+02, 2.863506164550781250e+02, 2.869319763183593750e+02, 2.871963195800781250e+02, 2.870578613281250000e+02, 2.867851562500000000e+02, 2.867491760253906250e+02, 2.865209045410156250e+02, 2.868372802734375000e+02, 2.868863525390625000e+02
1.960000000000000000e+03, 2.873131103515625000e+02, 2.871291503906250000e+02, 2.872935485839843750e+02, 2.885329284667968750e+02, 2.869492492675781250e+02, 2.876543884277343750e+02, 2.874983825683593750e+02, 2.864437255859375000e+02, 2.871201477050781250e+02, 2.872656250000000000e+02, 2.870684509277343750e+02, 2.868720397949218750e+02, 2.865887451171875000e+02, 2.865395507812500000e+02, 2.869400634765625000e+02, 2.867711791992187500e+02
1.961000000000000000e+03, 2.873629760742187500e+02, 2.872483520507812500e+02, 2.872265014648437500e+02, 2.886493225097656250e+02, 2.869597473144531250e+02, 2.875907897949218750e+02, 2.876600036621093750e+02, 2.864527282714843750e+02, 2.871907653808593750e+02, 2.873970947265625000e+02, 2.870830078125000000e+02, 2.869490661621093750e+02, 2.866685485839843750e+02, 2.864461975097656250e+02, 2.871225891113281250e+02, 2.867000427246093750e+02
1.962000000000000000e+03, 2.874972229003906250e+02, 2.869781188964843750e+02, 2.871076354980468750e+02, 2.882315368652343750e+02, 2.868869628906250000e+02, 2.876115417480468750e+02, 2.878135681152343750e+02, 2.866773986816406250e+02, 2.869332580566406250e+02, 2.873924255371093750e+02, 2.870729064941406250e+02, 2.869030456542968750e+02, 2.866901550292968750e+02, 2.866007385253906250e+02, 2.871898193359375000e+02, 2.867223205566406250e+02
1.963000000000000000e+03, 2.875704345703125000e+02, 2.867763671875000000e+02, 2.870445251464843750e+02, 2.880329895019531250e+02, 2.866694030761718750e+02, 2.875935363769531250e+02, 2.878417968750000000e+02, 2.864821777343750000e+02, 2.867529602050781250e+02, 2.871027526855468750e+02, 2.869350585937500000e+02, 2.867256164550781250e+02, 2.866938476562500000e+02, 2.863600158691406250e+02, 2.872584228515625000e+02, 2.865848999023437500e+02
1.964000000000000000e+03, 2.875781555175781250e+02, 2.867404479980468750e+02, 2.870018615722656250e+02, 2.879922180175781250e+02, 2.866675109863281250e+02, 2.875890502929687500e+02, 2.874978332519531250e+02, 2.863698425292968750e+02, 2.866996154785156250e+02, 2.868940429687500000e+02, 2.868351440429687500e+02, 2.867644958496093750e+02, 2.865660095214843750e+02, 2.860771179199218750e+02, 2.872549133300781250e+02, 2.862861022949218750e+02
