year, CanESM5, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, EC-Earth3-Veg, MIROC-ES2L, GFDL-ESM4, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, CNRM-ESM2-1, ACCESS-ESM1-5
2.084000000000000000e+03, 7.498501904429507370e+00, 1.386728841829941716e+00, 2.831099114025488639e+00, 1.318668793196331901e+00, 1.721345743261850858e+00, 4.975479172160239827e+00, 1.421309309275821331e+00, 1.374880341236339065e+00, 1.139866743962833384e+00, 8.807490995245979448e+00, 2.427476242139345874e-01, 1.550329698048931348e+01, 1.762376381510667445e+00
2.085000000000000000e+03, 7.372475133439984951e+00, 1.340080311607336538e+00, 2.875608228898772989e+00, 1.153820790513114369e+00, 1.718861042598583744e+00, 4.944224475361328253e+00, 1.408495222786003920e+00, 1.435599031221239885e+00, 1.208816454929040107e+00, 8.887962325598161684e+00, 2.682353000486625283e-01, 1.558367659642200032e+01, 1.766578136756542960e+00
2.086000000000000000e+03, 7.402136364243506961e+00, 1.444771089359025984e+00, 2.913105153491251986e+00, 1.111225806838282315e+00, 1.972027897597885548e+00, 4.932057089021874674e+00, 1.442518993728229892e+00, 1.437261611831709862e+00, 1.236827261253053534e+00, 8.875642509168050864e+00, 2.232020707099600099e-01, 1.564479315595668218e+01, 1.763315852482854940e+00
2.087000000000000000e+03, 7.330683491424439424e+00, 1.456740891256039561e+00, 2.929065278440192266e+00, 1.387659916194684984e+00, 1.908916179003507185e+00, 4.965181647406726739e+00, 1.405304021925183333e+00, 1.464827208093526068e+00, 1.229094384584479283e+00, 8.869084030691128717e+00, 2.864050064207629420e-01, 1.567473949166481972e+01, 1.770314061031557307e+00
2.088000000000000000e+03, 7.208751098556025028e+00, 1.401439327995298356e+00, 2.929911232744990546e+00, 1.418767041344592750e+00, 1.716158555928031459e+00, 5.023521601410211979e+00, 1.370503418960183017e+00, 1.298604039858981762e+00, 1.211743845012352994e+00, 8.871887533765582035e+00, 2.885352570761088864e-01, 1.582794778537829039e+01, 1.768250872818538877e+00
2.089000000000000000e+03, 7.255587070767576918e+00, 1.497742053489907743e+00, 2.901154604942909110e+00, 1.425915865154255613e+00, 1.828317679924522210e+00, 5.019741216300605657e+00, 1.424275780196636587e+00, 1.327986183110458684e+00, 1.194840965404781130e+00, 8.909801160938165765e+00, 2.345535888390454793e-01, 1.593532015234790400e+01, 1.777260845745641360e+00
2.090000000000000000e+03, 7.306828097700456048e+00, 1.542186820033231598e+00, 2.901925002043430180e+00, 1.256174309922601706e+00, 2.296422799449622687e+00, 5.015168302799416722e+00, 1.443836975155555313e+00, 1.322345910563073490e+00, 1.209401221289669648e+00, 8.948474796400331499e+00, 2.361759765907974207e-01, 1.597702359125930194e+01, 1.805246172864913401e+00
2.091000000000000000e+03, 7.268845197707503480e+00, 1.348036550242610820e+00, 2.873093289942186601e+00, 1.325057601224514547e+00, 2.086889166658978834e+00, 5.041762849051738549e+00, 1.465782864209223657e+00, 1.385496575811957509e+00, 1.246781688083622441e+00, 9.036575514255490660e+00, 2.424436099379952969e-01, 1.605723569051759725e+01, 1.806252123194716175e+00
2.092000000000000000e+03, 7.125966042562771108e+00, 1.487878044531882216e+00, 2.847280347276167856e+00, 1.303510265355772857e+00, 1.867286995608119504e+00, 5.013684056636993347e+00, 1.545437296136461969e+00, 1.416215873589540486e+00, 1.155754637837137944e+00, 9.029299275514039991e+00, 2.483965025250506053e-01, 1.606185160417735602e+01, 1.744193231077218575e+00
2.093000000000000000e+03, 7.214301216920077309e+00, 1.384376613829464420e+00, 2.886275321931598636e+00, 1.343918909349787416e+00, 1.710053283621116638e+00, 4.975366480863409713e+00, 1.533906514768924367e+00, 1.338079744900016355e+00, 1.160267885616849792e+00, 9.049124403661460647e+00, 2.541518230692374480e-01, 1.603655295618483123e+01, 1.757665261349494079e+00
2.094000000000000000e+03, 7.248535649182926477e+00, 1.408395637135104295e+00, 2.920551208253437725e+00, 1.491081527965619546e+00, 1.743095406466739661e+00, 5.004439508292941596e+00, 1.515128121919310011e+00, 1.362119556938077514e+00, 1.283292594685454979e+00, 9.049346501189530656e+00, 2.601990198343147043e-01, 1.614173042457866813e+01, 1.789580519968570815e+00
2.095000000000000000e+03, 7.240158751864713693e+00, 1.461488867186603313e+00, 2.949878272578161376e+00, 1.469851151536593736e+00, 2.119060206801939739e+00, 5.050628150701760077e+00, 1.529055900225687159e+00, 1.304131404951626161e+00, 1.346198214440067042e+00, 9.054932481894439888e+00, 2.627903689283981326e-01, 1.616079262851155818e+01, 1.793934915436087962e+00
2.096000000000000000e+03, 7.570680455530935937e+00, 1.443848418295238245e+00, 2.941957380238216846e+00, 1.364226261476315205e+00, 2.019654863219662033e+00, 5.081089144697074289e+00, 1.561192401666931850e+00, 1.480570976143352757e+00, 1.257892479040904954e+00, 9.133718707988681018e+00, 2.466241407755020154e-01, 1.620409621024971969e+01, 1.800009749940757242e+00
2.097000000000000000e+03, 7.673969759965068249e+00, 1.560487933041203368e+00, 2.919382319909945345e+00, 1.361672415705831751e+00, 1.760507109304115136e+00, 5.042203824676441570e+00, 1.532082384624022131e+00, 1.473397818089611011e+00, 1.214088265097229558e+00, 9.107884882717950603e+00, 2.594232488731976760e-01, 1.614544853052252904e+01, 1.799795340940189670e+00
2.098000000000000000e+03, 7.715575859977834128e+00, 1.384964483190435081e+00, 2.934397663430758918e+00, 1.423314509108710268e+00, 1.711156491257377787e+00, 5.022737014491292840e+00, 1.523141291139962217e+00, 1.375211657621949302e+00, 1.225484148829380615e+00, 9.119623647798249522e+00, 2.409744506508280648e-01, 1.626428070603412834e+01, 1.826971744259773489e+00
2.099000000000000000e+03, 7.627059704418636343e+00, 1.496530247895137222e+00, 2.938462322025971130e+00, 1.355055148510630136e+00, 1.922658651343404301e+00, 5.092448945081978096e+00, 1.579219595045312063e+00, 1.320121933657385505e+00, 1.307788396288804611e+00, 9.211242781610810226e+00, 2.482485778958099798e-01, 1.637657963365340663e+01, 1.825192075590294838e+00
2.100000000000000000e+03, 7.567408585259291165e+00, 1.548554819730114662e+00, 2.968264581618937026e+00, 1.235698602311201100e+00, 2.014552841786467763e+00, 5.137977809552066510e+00, 1.593327150722147811e+00, 1.467432554734448447e+00, 1.227153091365182247e+00, 9.233273616830919295e+00, 2.968124652420013887e-01, 1.643207774381778563e+01, 1.808176672918034189e+00
