year, UKESM1-0-LL, CanESM5, EC-Earth3-Veg, MIROC-ES2L, GFDL-ESM4, INM-CM4-8, IPSL-CM6A-LR, CNRM-ESM2-1, CMCC-CM2-SR5, INM-CM5-0, NorESM2-MM, ACCESS-ESM1-5, TaiESM1, NorESM2-LM, CESM2-WACCM, MPI-ESM1-2-LR
2.084000000000000000e+03, 1.040639359410694548e-01, -2.913026196860581465e-02, 8.205163267800420490e-01, -6.468457045471456834e-02, -7.458188643013553831e-02, 3.451184303197928765e-02, 1.337416923277517378e-01, 2.438913107106354949e-01, -8.739505610470603425e-02, 1.683959301127491703e-01, 8.043300871399153285e-02, 9.416332468536144085e-02, 3.532581029612488766e-02, 2.037547259554697565e-01, -5.852319044081977922e-02, 1.499520781845524176e-01
2.085000000000000000e+03, 1.582804115844872739e-01, 7.126587379239220088e-02, 3.451229572612732888e-01, 3.095540485389078889e-01, 1.331915231503671970e-01, 4.977066826540501449e-02, 1.640124683390595806e-01, 3.445931777029702103e-01, 2.032096937790710545e-01, 2.757489944579663010e-01, 7.105771517397592441e-02, -1.475486332066855248e-02, -5.670644213739516049e-02, 1.338533638852964502e-01, 2.813674112634352853e-01, 7.935265362308867310e-02
2.086000000000000000e+03, 3.491160142750979883e-02, 1.247192818137186354e-01, -8.429643469038999859e-01, 1.996756933747963758e-01, 1.325117726043551630e-02, -5.866713179482176133e-02, 3.473461862922289783e-02, 3.023755216477023167e-01, 2.757187450134301887e-01, 1.719966223382161097e-01, 9.533687809378934425e-03, 4.100264603666298885e-02, 1.579850346487521318e-01, -1.496918489407634556e-01, 1.852062012529092153e-02, -7.384968341182894525e-02
2.087000000000000000e+03, -1.117366543535627810e-01, -2.187373936471748159e-02, 1.970865297408874173e-01, 6.971672051287983174e-02, -1.861601659985222951e-02, 1.671906348975275569e-01, 1.277356162604374734e-02, 2.554865087708663718e-01, -9.885370741342493217e-02, 2.315419782848311958e-01, -8.804566651005185651e-02, 3.683650431224008009e-02, -3.874293493242308983e-02, 5.609343678208410927e-02, 4.725284042851889826e-02, 5.741835265913267788e-02
2.088000000000000000e+03, 1.891251910206822803e-02, 6.753631843143198532e-02, 1.198709856137422758e+00, -8.078332187635711703e-02, 2.146328252288126348e-01, 2.484529891024763598e-03, -5.039065400034625775e-02, 3.763821226266061415e-01, 3.606219722287823653e-03, 2.958375796816478109e-01, 1.690360123084355681e-01, 1.060412454837838386e-02, -7.909226169396177397e-02, 8.332630780859756614e-02, 1.766715217319956288e-01, 1.725220784149423536e-01
2.089000000000000000e+03, 1.844084787428787453e-02, 9.910076969320982809e-02, 2.933986986666968153e-02, 4.173477562849514655e-02, 8.722759761178719429e-02, 1.177097239518469368e-01, 4.283147143085548614e-02, 2.133575055961092759e-01, -4.505110408049541049e-02, 4.710674630880778424e-01, 1.059391385196190721e-02, 6.267611868520392426e-02, 4.013977343444585094e-02, -7.545542555504952675e-02, 6.046671948374300609e-02, 1.012742673108125019e-01
2.090000000000000000e+03, 1.825927546385019418e-01, 1.033052922799069379e-01, -5.849026590055965702e-01, -1.384053407480292062e-02, 1.561331418755722844e-01, 5.465579543848508165e-02, -2.468665651403613090e-02, 2.242986823788584161e-01, 2.187611574660764113e-01, -8.232385298400786769e-03, 1.501880966465794498e-01, 9.267076216273810452e-02, 6.089627380840983983e-02, 1.533751092485156620e-01, -1.318479506778635901e-01, 3.525644681511607703e-01
2.091000000000000000e+03, 3.880139482170925219e-02, -2.331869123088590318e-02, -7.236764034520434263e-01, -1.921486576299053783e-01, 2.698335131438807377e-02, 1.648762333259862489e-01, -9.730139151825802080e-02, 1.213592266272609937e-01, 5.196885803754729138e-02, 1.818478325042943841e-03, 7.456523886797468414e-02, -1.841876163159574253e-01, 4.237710543963867788e-02, -1.417786952030616332e-01, 2.036285910432326374e-01, -1.429659482341719134e-01
2.092000000000000000e+03, -7.209282262398936103e-02, 3.211341083744193581e-01, 2.408555928521762535e-01, -1.590294614979698498e-02, -2.905942531553373231e-01, 2.249519375632594298e-01, 1.792554050077612149e-01, 1.729273029289650765e-01, 1.131958177177454089e-01, 6.816229712084539982e-02, -8.815133234366578918e-02, -6.205936153032782371e-02, 5.159622956684312145e-02, 8.678908123658021778e-02, -1.629214581425987851e-01, 1.458417194727049948e-01
2.093000000000000000e+03, -3.285748215752202356e-02, 1.652774161986939883e-01, 1.243336492717779018e+00, 2.128207488745290643e-01, 2.704574753246840116e-02, 1.966026276205850853e-01, 1.396410553787001130e-01, 2.248715435469384460e-01, 1.565544715119511210e-01, 9.503868162730438451e-04, 1.491103714263249391e-01, 1.948461226946984481e-01, 1.337574542869695259e-02, 2.218386043828643461e-01, 1.982812261766065676e-01, 1.457362387462580837e-02
2.094000000000000000e+03, 3.689387097005342175e-02, 1.230519719386231371e-02, 2.733142563528146440e-01, 7.452365285511905468e-02, 5.941395770081523559e-02, 2.157048158012223604e-01, 8.436287023096515625e-02, 2.236635927060863505e-01, -9.620130684292585443e-02, 1.561149245784328454e-01, 4.633426166659192907e-02, 3.534106775976609410e-02, -1.220526941313324065e-02, 1.272771773483955260e-01, 1.558411825787028859e-01, 4.904040029915290866e-03
2.095000000000000000e+03, 1.926562039431201079e-01, 2.589354402244260500e-01, -7.612504362767278376e-01, -2.704117180950095164e-02, 8.496268403363821040e-03, 8.351214616843978533e-02, 2.532335367413928937e-02, 2.423676401881454667e-01, -2.516387934287711917e-02, -1.681179895666645441e-01, 2.721347631165706993e-01, 6.949724581007041269e-02, 1.261433006213031130e-02, -1.033947841625508512e-01, -3.423273692698421133e-02, 2.732298268127434926e-01
2.096000000000000000e+03, -6.693036742443014830e-02, 1.557435941796351808e-01, -4.827947163052762058e-01, -1.366705956953850713e-02, -7.685278681082494123e-02, 1.201321447566322947e-01, -8.636518489946133637e-02, 1.339338747192035939e-01, 8.517042628612887800e-02, -3.469080713342516387e-02, -6.234937463606865515e-02, -3.954140480330970570e-02, 3.046168464663443279e-03, 3.712171289197919305e-02, 3.170024648998925332e-01, -6.283789620958966926e-02
2.097000000000000000e+03, 8.804442552676161604e-02, 1.627570673484665109e-01, 6.582013288862451628e-01, 3.170154696413408080e-01, 1.402695916959708911e-01, 1.781630433027630023e-01, 7.996720546240250471e-02, 2.457143304315493604e-01, 3.743007119378113229e-02, 1.459155285920309131e-01, -2.471206867440596880e-02, 1.387238971768671170e-01, -6.525894082021859756e-03, 1.663703269548488795e-02, -2.223924088823241996e-01, 1.110844045976744632e-01
2.098000000000000000e+03, 2.196459868206319943e-01, 1.369101941775790754e-01, 3.015808104511126797e-01, 3.641629331911143130e-01, 1.289664968535526868e-01, -6.817474277214268484e-03, 2.180310402311251127e-03, 2.726959941879693039e-01, -4.820282835883248074e-02, 2.695969332888615289e-01, 6.693052873425110738e-02, 5.201785056102702781e-02, 5.563950171806530953e-02, 2.594458407376129538e-01, 2.465284752081329245e-01, 1.736543018759997004e-01
2.099000000000000000e+03, 6.027861510930856981e-02, -3.357957771835185651e-02, -3.750463762063599438e-01, -5.091908981586898419e-02, 2.475675988057960547e-02, 1.062017514407536528e-01, 1.204872191030147838e-01, 2.093059471667126636e-01, 1.499914750838961808e-01, 1.762528201261993333e-01, 2.941676983778782062e-01, -7.828446162036785394e-02, 6.601332265614834327e-02, -1.207096491424838047e-01, 6.687440602158860325e-02, 3.023388158269939806e-03
2.100000000000000000e+03, 9.590048940050313608e-02, 1.640020778458113893e-01, 1.107805526907473248e-01, -2.008615478061455129e-01, 1.377404321140140997e-01, 4.509057972409922788e-01, -5.387017287419477302e-02, 8.085860246231073301e-02, 2.037444742966243449e-01, 3.345166884330743051e-01, -2.430974741507706260e-01, 1.363289048770125432e-02, -1.273256724692069797e-01, 2.041742780922338185e-01, -1.523100524126123345e-01, 5.194736708958478527e-02
