year, CNRM-ESM2-1, TaiESM1, CMCC-CM2-SR5, NorESM2-MM, MIROC-ES2L, CanESM5, CESM2-WACCM, NorESM2-LM, INM-CM4-8, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, ACCESS-ESM1-5, GFDL-ESM4, MPI-ESM1-2-LR, IPSL-CM6A-LR
2.070000000000000000e+03, 6.118070699812336422e+00, 1.802842770070555822e+00, 1.711400080325618855e+00, 1.942245498829376471e+00, 5.772980836755203349e+00, 6.808289053102794419e+00, 2.583702748485818379e+00, 2.011651090767956340e+00, 1.024726739238611373e+01, 4.796913951173986668e+00, 1.175306819103413680e+01, 6.241974883816142849e+00, 5.996598893537261610e+00, 4.584394093165514938e+00, 2.591287889948102219e+00, 2.801325254204706905e+00
2.071000000000000000e+03, 6.107263268608137174e+00, 1.918897394359294184e+00, 1.746147311553795767e+00, 1.925389047445053681e+00, 5.791601392020610639e+00, 6.741909623575732979e+00, 2.634879527632795870e+00, 2.007280662741664390e+00, 1.029691406864523984e+01, 4.610048237155925932e+00, 1.188500413441148851e+01, 6.180343436864981221e+00, 5.992706298587640923e+00, 4.591913009713305627e+00, 2.539220732465457431e+00, 2.844234250856302548e+00
2.072000000000000000e+03, 6.144012398910974504e+00, 1.797570422619733765e+00, 1.545362783451034616e+00, 2.065847821053718114e+00, 5.795564726784379062e+00, 6.767485418073646564e+00, 2.665534907697540312e+00, 1.975614733475707929e+00, 1.039708853423650048e+01, 4.617254653755994198e+00, 1.188307198280132937e+01, 6.220608869117296713e+00, 6.050736452873037408e+00, 4.625426080034862331e+00, 2.397258881037918954e+00, 2.873279999250143213e+00
2.073000000000000000e+03, 6.235086577432209509e+00, 1.760246169700959928e+00, 1.498520266767982001e+00, 2.168349094460208626e+00, 5.668129295775516496e+00, 6.819067228677906378e+00, 2.573124903616416770e+00, 1.942194755502647530e+00, 1.054491039332304858e+01, 5.333066621432502430e+00, 1.187957798753421379e+01, 6.249841966031341123e+00, 6.076544775669933784e+00, 4.760122829209397999e+00, 2.510324614503664620e+00, 2.862817354144708837e+00
2.074000000000000000e+03, 6.311652916203978059e+00, 1.728275404619371569e+00, 1.635706909404046394e+00, 2.158959506116953975e+00, 5.536656860493303967e+00, 6.861713886750555602e+00, 2.625980268815655716e+00, 2.072209264470302514e+00, 1.057735437605902895e+01, 5.198427757170001939e+00, 1.202592335815032065e+01, 6.236341930138186385e+00, 6.052021641488460446e+00, 4.867797425440548942e+00, 2.597478655977549789e+00, 2.891572602841948392e+00
2.075000000000000000e+03, 6.320875711002336139e+00, 1.753143141894013546e+00, 1.696577865021178688e+00, 2.268851271447482443e+00, 5.687913385130735300e+00, 7.019109544234440001e+00, 2.724544720415332577e+00, 2.090949971846068234e+00, 1.069693303903946280e+01, 5.230037327736417829e+00, 1.201401994959521424e+01, 6.260629819861254219e+00, 6.027309502836589949e+00, 4.883416728784705008e+00, 2.574824799753101967e+00, 2.916264129113980363e+00
2.076000000000000000e+03, 6.314317938962216381e+00, 1.774551845558816954e+00, 1.688083822833009506e+00, 2.144306138490479796e+00, 6.069523757672043551e+00, 7.152522657770526315e+00, 2.587332366167321762e+00, 2.217030499806125654e+00, 1.068307611511147037e+01, 5.369673133986678337e+00, 1.205413197712243800e+01, 6.343680632744238324e+00, 5.975561650511020062e+00, 4.825763211016155907e+00, 2.533633071420596572e+00, 2.999043063170357293e+00
2.077000000000000000e+03, 6.356623846903483255e+00, 1.906863208177193902e+00, 1.529866826547131797e+00, 1.963332391519633457e+00, 6.156179226182418418e+00, 7.209151861347692147e+00, 2.562906641419882003e+00, 2.153183748735552960e+00, 1.078150373957316432e+01, 5.634094295155490428e+00, 1.205067566599902129e+01, 6.334361435568338194e+00, 5.982649347433929954e+00, 4.832592696729611781e+00, 2.542580187758373356e+00, 2.923558937532465762e+00
2.078000000000000000e+03, 6.329688291077372853e+00, 1.830481757735282544e+00, 1.638183498282456574e+00, 1.870738211053192268e+00, 6.111344085234425627e+00, 7.198317284843099628e+00, 2.686002732994383635e+00, 2.029570924712849056e+00, 1.080940073633055576e+01, 5.196041862300818437e+00, 1.214028133422654676e+01, 6.316098055825080770e+00, 6.033638476814618734e+00, 4.913313120960099312e+00, 2.579824322936430825e+00, 2.928556249598029293e+00
2.079000000000000000e+03, 6.403454044457394190e+00, 1.808730742086337662e+00, 1.605828829515533851e+00, 1.935067552050107720e+00, 6.065513013961767896e+00, 7.286984130436869656e+00, 2.519839787743050064e+00, 2.042790307250756943e+00, 1.082519159488767180e+01, 4.946380033685671584e+00, 1.221923475334470943e+01, 6.327005462102549771e+00, 6.081898295747854455e+00, 4.945540212544077718e+00, 2.623785865917062310e+00, 2.989104773282619920e+00
2.080000000000000000e+03, 6.406506394480297573e+00, 1.807667788833853262e+00, 1.747416292083298961e+00, 2.173652999500199634e+00, 6.124952492757978817e+00, 7.393397554852598752e+00, 2.472672379253114006e+00, 2.210525758251788542e+00, 1.077352534879729973e+01, 5.442520183066568151e+00, 1.226081179664461551e+01, 6.352442530373438423e+00, 6.100728713272597581e+00, 5.022253920550123318e+00, 2.607206642144042963e+00, 2.989965864500311543e+00
2.081000000000000000e+03, 6.562764885809421855e+00, 1.806547177169852691e+00, 1.912105416228714549e+00, 2.172875141303965751e+00, 6.274509747908583179e+00, 7.468498560974696332e+00, 2.687414632164530914e+00, 2.181089112117879480e+00, 1.092553407395393350e+01, 5.683310330884753014e+00, 1.236732341233117616e+01, 6.446117235432355486e+00, 6.086138168252823277e+00, 5.102524384852116235e+00, 2.593425470347032302e+00, 2.980303842774696843e+00
2.082000000000000000e+03, 6.469290318682536345e+00, 1.855342959048134288e+00, 1.686053231518485740e+00, 2.240073275383335005e+00, 6.339460538624140717e+00, 7.422355309881433882e+00, 2.725330650470749294e+00, 2.149276776565479441e+00, 1.096195713184434695e+01, 5.326703530896686800e+00, 1.246088775896423684e+01, 6.469058709221952697e+00, 6.057457338824556281e+00, 5.208493265262392313e+00, 2.644153091530438093e+00, 2.995561559057731582e+00
2.083000000000000000e+03, 6.515601596467425871e+00, 1.854807886194219657e+00, 1.636544259649550304e+00, 2.377675741335393500e+00, 6.264190696059579011e+00, 7.398707525121301032e+00, 2.846552663219234169e+00, 2.072840003863146041e+00, 1.098320049125520370e+01, 5.100145255977832193e+00, 1.242144759889709427e+01, 6.456496242405712849e+00, 6.009657196804186086e+00, 5.238934214268257783e+00, 2.549106674601677724e+00, 2.997119234989501724e+00
2.084000000000000000e+03, 6.602359235074009902e+00, 1.919293751107399970e+00, 1.541664091157043392e+00, 2.332510636767336276e+00, 6.185049071507490837e+00, 7.396817800568007861e+00, 2.803720829932760061e+00, 2.212189541275146887e+00, 1.103563902267750407e+01, 5.347912955266054702e+00, 1.250196105365445653e+01, 6.508476845601927963e+00, 6.048058947468373248e+00, 5.186124837197469084e+00, 2.645523979571128503e+00, 3.038436026347941521e+00
2.085000000000000000e+03, 6.618653327766665484e+00, 1.858315372953061928e+00, 1.744596706306839051e+00, 2.260162384819434322e+00, 6.295481854565462498e+00, 7.438933617603689541e+00, 2.882384361750301327e+00, 2.235427029978333646e+00, 1.108383864430333965e+01, 5.565150555178552949e+00, 1.262998485658382819e+01, 6.564356154721990855e+00, 6.102131296457583787e+00, 5.237289767413345842e+00, 2.537065925973859493e+00, 3.147832089372960773e+00
2.086000000000000000e+03, 6.749987089881528846e+00, 1.940777089953017009e+00, 2.076972885172242211e+00, 2.198779104734046363e+00, 6.533506173046425225e+00, 7.515242275286376561e+00, 2.885766247830909403e+00, 2.118207843418583813e+00, 1.106806529926882021e+01, 5.409735547248513576e+00, 1.275238247928447777e+01, 6.582977003397756377e+00, 6.114138855875901335e+00, 5.293941863861162389e+00, 2.541102859178402618e+00, 3.169548143651654382e+00
2.087000000000000000e+03, 6.807497424101438988e+00, 1.975279222162752868e+00, 1.822471243019694098e+00, 2.080826810645350911e+00, 6.630587075860841395e+00, 7.547943149209729974e+00, 2.831334530175471986e+00, 2.095778522156575452e+00, 1.114902038347570645e+01, 5.289003971659929526e+00, 1.279079356117599531e+01, 6.533036408359818914e+00, 6.150267350502209851e+00, 5.306427816405931530e+00, 2.569702045197233886e+00, 3.135039692920285059e+00
2.088000000000000000e+03, 6.897574972680391880e+00, 1.797585552751012727e+00, 1.667209100688462842e+00, 2.225030526308236389e+00, 6.557793078999435643e+00, 7.656682379489495816e+00, 2.918976830021415836e+00, 2.117390303422568287e+00, 1.117695484307587073e+01, 5.538375699574847211e+00, 1.295504359278375794e+01, 6.518670249206678591e+00, 6.169793850044830386e+00, 5.425811377980263472e+00, 2.576406532126912730e+00, 3.106945232981710436e+00
2.089000000000000000e+03, 6.842444782024632133e+00, 1.813907151559051023e+00, 1.574491655128814616e+00, 2.277500660486805550e+00, 6.522328602004185072e+00, 7.697098300125052361e+00, 2.860381567295251504e+00, 2.096298810964587034e+00, 1.123552522862732062e+01, 6.108010295182837446e+00, 1.315273443791267560e+01, 6.551047293677827454e+00, 6.198170431796396151e+00, 5.529866002625869470e+00, 2.666122324475232563e+00, 3.130586682615855487e+00
2.090000000000000000e+03, 6.863482883642406662e+00, 1.866846909273591093e+00, 1.826174113267664101e+00, 2.299119043180212874e+00, 6.542698232147183823e+00, 7.710462347047909226e+00, 2.752007032439243606e+00, 2.110892320995883864e+00, 1.128483669700325009e+01, 5.688482145843933857e+00, 1.313813376693830826e+01, 6.628453543947403048e+00, 6.235638538891933536e+00, 5.657439774058422799e+00, 2.730285202669333611e+00, 3.139483237467530774e+00
2.091000000000000000e+03, 6.776739255630880976e+00, 1.915577407591829484e+00, 1.892263042824751329e+00, 2.264746217854252563e+00, 6.435941241276408320e+00, 7.769082717684233863e+00, 2.867154999748067645e+00, 2.017587496920296264e+00, 1.136638778131805871e+01, 5.420268036994035477e+00, 1.311584765180714385e+01, 6.676545335390701830e+00, 6.173736160281002583e+00, 5.701376735537310836e+00, 2.646346861517147264e+00, 3.067512932646390578e+00
2.092000000000000000e+03, 6.743564650360130308e+00, 1.921677092561298261e+00, 1.928194662206071719e+00, 2.169150709988279857e+00, 6.377070086373313629e+00, 7.985276997559131118e+00, 2.730416487743569487e+00, 2.063277324953579850e+00, 1.153565587806483705e+01, 5.207795905210166332e+00, 1.316600463050529335e+01, 6.638145888816145757e+00, 6.122647148831535269e+00, 5.566796397892307624e+00, 2.634247677496763806e+00, 3.201047861235948311e+00
2.093000000000000000e+03, 6.933144641108930806e+00, 1.940958321990369440e+00, 2.010929323697074000e+00, 2.261959758009740362e+00, 6.502022803113061578e+00, 8.105814332240550257e+00, 2.849779515542421926e+00, 2.183185581280920218e+00, 1.159752841390888101e+01, 5.757325726802466903e+00, 1.317769460343740384e+01, 6.620197928687743705e+00, 6.181796683544797055e+00, 5.471150780079755194e+00, 2.610981791619071402e+00, 3.292241440683922438e+00
2.094000000000000000e+03, 6.846290815687596343e+00, 1.884261460945070299e+00, 1.836204659059224920e+00, 2.284562507225895267e+00, 6.609913755193086438e+00, 8.141708828741002435e+00, 2.930389946216044095e+00, 2.190317278624815511e+00, 1.167576953192607014e+01, 6.195238400677411050e+00, 1.325153453717489427e+01, 6.663910542883423993e+00, 6.243465467130132396e+00, 5.504734126943199080e+00, 2.708277794073556510e+00, 3.362488679954219961e+00
2.095000000000000000e+03, 6.918470639949848788e+00, 1.871856359041246254e+00, 1.695687256925187514e+00, 2.423348283901004319e+00, 6.587895142984835140e+00, 8.151220488649315143e+00, 2.924774703252999597e+00, 2.088759079678413233e+00, 1.172493458866581406e+01, 5.941130272797646938e+00, 1.326170842996092425e+01, 6.731908604453231248e+00, 6.258974724788916255e+00, 5.543727422810441396e+00, 2.755135794140302519e+00, 3.335837383013861235e+00
2.096000000000000000e+03, 6.894709189285429751e+00, 1.884079741368016370e+00, 1.796626259161889339e+00, 2.286403563463134336e+00, 6.542370098673128354e+00, 8.118327639333241308e+00, 3.020049957836888233e+00, 2.102279059322371690e+00, 1.176264859902053139e+01, 5.678440137422139600e+00, 1.324215974665501960e+01, 6.720421880708937756e+00, 6.244805456669952903e+00, 5.524724995324079124e+00, 2.711512141531961184e+00, 3.302899667359338043e+00
2.097000000000000000e+03, 7.057559323534993823e+00, 1.835062118640711004e+00, 1.838994239702068878e+00, 2.195222465078529250e+00, 6.662234051828575865e+00, 8.081331459568421138e+00, 2.884258450714995980e+00, 2.119853774335536567e+00, 1.182365456146747285e+01, 5.904917043071857385e+00, 1.334962443168252477e+01, 6.784325197685062037e+00, 6.280281391022239923e+00, 5.571892142113233248e+00, 2.759246170333877313e+00, 3.339978251255881325e+00
2.098000000000000000e+03, 7.024580222770570259e+00, 1.882763986961583313e+00, 1.713523796432599999e+00, 2.299083454108075131e+00, 6.984252085033421764e+00, 8.148033988925599047e+00, 3.017201564233161992e+00, 2.251502709865649710e+00, 1.178682051395559682e+01, 6.121744431424929189e+00, 1.350011609949045699e+01, 6.850389516021818892e+00, 6.345112586799204202e+00, 5.696859564369257889e+00, 2.870650435135939205e+00, 3.347789449134596307e+00
2.099000000000000000e+03, 7.087596379467621333e+00, 1.914722041232250538e+00, 1.782215560482735883e+00, 2.487503918437495187e+00, 7.050272652870381407e+00, 8.215144301163093132e+00, 3.016664359228209413e+00, 2.173557413531459481e+00, 1.183137558585492677e+01, 6.200504758411279127e+00, 1.358668642871959165e+01, 6.899672313933881362e+00, 6.303599054113416145e+00, 5.754606544703224635e+00, 2.783904897604147610e+00, 3.376937499593273717e+00
2.100000000000000000e+03, 6.958979315964180401e+00, 1.828707647247818757e+00, 2.125132520454002361e+00, 2.294958299715409655e+00, 6.875604107267451859e+00, 8.257710848020494154e+00, 2.841615016803537230e+00, 2.294064970690397498e+00, 1.201914869569898947e+01, 6.007560857399941057e+00, 1.371189353696309432e+01, 6.956689129079774325e+00, 6.286871500290927450e+00, 5.826992522737158176e+00, 2.683929711059505507e+00, 3.349706818812029585e+00
