year, EC-Earth3-Veg, NorESM2-LM, INM-CM5-0, ACCESS-ESM1-5, CNRM-ESM2-1, CanESM5, TaiESM1, MIROC-ES2L, MPI-ESM1-2-LR, NorESM2-MM, INM-CM4-8, CESM2-WACCM, CMCC-CM2-SR5, IPSL-CM6A-LR, GFDL-ESM4, UKESM1-0-LL
2.071000000000000000e+03, 2.295602629471644285e+00, 1.027949721099209679e+00, 2.200226132713006155e+00, 1.512752853683012599e+00, 1.566421611332682540e+00, 2.817724811017613185e+00, 7.098786035214408319e-01, 1.171992038761741295e+00, 1.758500578898360978e+00, 1.006633032571801145e+00, 1.846371633431122650e+00, 1.418657344394333331e+00, 8.888007188986764007e-01, 1.174457521767322099e+00, 7.533048428402093766e-01, 1.097287373557709778e+00
2.072000000000000000e+03, 3.700446803474108481e+00, 9.023745979385431326e-01, 1.853087277538022271e+00, 1.612198151749450581e+00, 1.562779800968421284e+00, 3.127031215185248847e+00, 5.877574187113996373e-01, 8.478182981118843609e-01, 1.241217206580684573e+00, 1.302753410544014612e+00, 1.933412685991068969e+00, 1.358017087426517833e+00, 8.358463852768556190e-01, 1.187591319073271867e+00, 8.302303149837085838e-01, 1.506158570711693789e+00
2.073000000000000000e+03, 3.506030662485345228e+00, 8.213224013592985706e-01, 2.079867329235126405e+00, 1.505249965377520427e+00, 1.720881392792655395e+00, 3.121820592668639538e+00, 6.632473956897663170e-01, 8.024562640774138833e-01, 1.848536286997594535e+00, 1.333245438543570138e+00, 1.956464395762278041e+00, 1.078627602921078621e+00, 8.844634328906211262e-01, 1.044999410516922023e+00, 1.080544850924324063e+00, 1.395143190147698720e+00
2.074000000000000000e+03, 2.730958587896695988e+00, 1.171914628244153045e+00, 2.192259452977710410e+00, 1.485312580481873646e+00, 1.771416748269833752e+00, 3.131139816829071609e+00, 6.099904246933091079e-01, 8.238698518930843706e-01, 1.936582933703118625e+00, 1.161235107609480233e+00, 1.956165432169857610e+00, 1.401336445492969762e+00, 9.642625219708239603e-01, 1.146086363033110400e+00, 9.820254364764618993e-01, 1.254581476766888803e+00
2.075000000000000000e+03, 2.872637312939473109e+00, 1.049984335488434173e+00, 1.901681268808852909e+00, 1.460715684332101860e+00, 1.664667199315716495e+00, 3.504581993214004321e+00, 6.992175472306952910e-01, 1.334664598883959385e+00, 1.728083347111242452e+00, 1.407954618722572215e+00, 1.980325287287677094e+00, 1.462656465474027279e+00, 1.017377545895256974e+00, 1.175043842400593119e+00, 8.590348164381940155e-01, 1.413270802096725509e+00
2.076000000000000000e+03, 3.604919307646334836e+00, 1.316018622718322595e+00, 2.117835520289918616e+00, 1.378277026810693195e+00, 1.678018062467061311e+00, 3.316409802135189988e+00, 6.964205951856512478e-01, 1.450833888772667501e+00, 1.656818819840741197e+00, 1.067299357312786023e+00, 1.790775763356753147e+00, 1.052494285684849595e+00, 8.277372069200299443e-01, 1.353762324519820037e+00, 6.691768341246130403e-01, 1.656113747291009464e+00
2.077000000000000000e+03, 2.769319540776619348e+00, 8.986921704025107038e-01, 1.948111510968627336e+00, 1.525805311285483468e+00, 1.623584453633729163e+00, 3.296719736449087446e+00, 7.401558613220532434e-01, 9.125365692346865121e-01, 1.686021114791147690e+00, 8.219852484887887334e-01, 2.021317600656881375e+00, 1.305722268809240694e+00, 9.225373305622076581e-01, 9.533354910138841509e-01, 8.892831508369672955e-01, 1.285254190443932742e+00
2.078000000000000000e+03, 2.414052127439711537e+00, 8.015237861234595362e-01, 2.208360495302763571e+00, 1.510744401205456056e+00, 1.615132897014252666e+00, 3.170716415854912373e+00, 6.055214709801568507e-01, 1.040055993539246826e+00, 1.768251557101435667e+00, 7.122671182176628646e-01, 1.916553819349341214e+00, 1.389966218740817716e+00, 9.722364308176907333e-01, 1.140157287938302400e+00, 8.747406504793524551e-01, 1.258868846914048989e+00
2.079000000000000000e+03, 2.925962526590489610e+00, 1.035246180606859356e+00, 2.096428294738209797e+00, 1.596183338355286585e+00, 1.572710451990240399e+00, 3.380675402275775454e+00, 7.087965567046884408e-01, 9.599723450979419370e-01, 1.883968713895006752e+00, 1.100308430282830985e+00, 1.797185952929819974e+00, 9.414323604756839048e-01, 9.567126686166822491e-01, 1.214203858581460072e+00, 8.360519983432443958e-01, 1.402043934741595610e+00
2.080000000000000000e+03, 4.002287305872673784e+00, 1.362488637699404981e+00, 2.058349889640569419e+00, 1.509338607649566955e+00, 1.654961500446585632e+00, 3.487295273943783691e+00, 6.540795670127508288e-01, 1.193488115794896887e+00, 1.781908978906894481e+00, 1.460855790620607664e+00, 1.718391877342082985e+00, 1.228739839521732824e+00, 1.048745727993643628e+00, 1.111229403315049158e+00, 9.828182451528688635e-01, 1.352819433081783318e+00
2.081000000000000000e+03, 2.516842912956650302e+00, 9.785359500376568098e-01, 2.277339348558129029e+00, 1.543892798473248895e+00, 1.882894418041379803e+00, 3.478374682205754187e+00, 6.951379889403312973e-01, 1.235278459576298227e+00, 1.823430958567436422e+00, 1.134242973469575588e+00, 2.085545754401885166e+00, 1.518727216093387122e+00, 1.064538846955986440e+00, 1.088700866977646786e+00, 1.006724014257993405e+00, 1.801505444670773892e+00
2.082000000000000000e+03, 2.735181724203186615e+00, 1.099884030482189079e+00, 2.233389780702443872e+00, 1.451390516986261980e+00, 1.629505699207417058e+00, 3.232180281616847672e+00, 6.777307953350713010e-01, 1.059982621135982184e+00, 1.894755321533941217e+00, 1.407740963600962347e+00, 1.832823160798775053e+00, 1.340034762587321904e+00, 8.798275090396512343e-01, 1.137821121575621541e+00, 1.029852175223348931e+00, 1.411890620604219437e+00
2.083000000000000000e+03, 2.293280328060669504e+00, 1.005807724642641787e+00, 1.977255567922263202e+00, 1.421190757997347731e+00, 1.775202582127002549e+00, 3.215475510789444602e+00, 7.221105922002333255e-01, 9.179741121628416378e-01, 1.553367193893471443e+00, 1.461008534869163489e+00, 1.850314586924071802e+00, 1.595356437064273880e+00, 9.033169063956213440e-01, 1.124719073529734992e+00, 8.707832174724606800e-01, 1.390447219992495542e+00
2.084000000000000000e+03, 3.769581735333823680e+00, 1.347136850298790156e+00, 2.188952181416841114e+00, 1.607300665579052712e+00, 1.789565405358399808e+00, 3.252421462043101119e+00, 6.831558396880976769e-01, 9.648176925895621814e-01, 2.021471698678734441e+00, 1.240024328442606238e+00, 1.888425957616975293e+00, 1.330454919463938124e+00, 8.818190763755769934e-01, 1.257996168594307296e+00, 8.281764859401514745e-01, 1.564164678987567392e+00
2.085000000000000000e+03, 2.956962200130728302e+00, 1.079541641439084154e+00, 2.339567589346783993e+00, 1.528516435521796835e+00, 1.884712668820557324e+00, 3.379815751644858590e+00, 6.439795165420511003e-01, 1.380831926573895529e+00, 1.545032226277723408e+00, 1.228737348055320977e+00, 1.888498226922881162e+00, 1.608667748904973660e+00, 1.167443044752298542e+00, 1.423666895548466371e+00, 1.057036152839920806e+00, 1.710437005857459392e+00
2.086000000000000000e+03, 2.476932488135935806e+00, 8.211884176098729338e-01, 2.288763397868032179e+00, 1.561539726019349983e+00, 2.033608150299194506e+00, 3.447812492645471849e+00, 7.836892458338879930e-01, 1.271862022491046851e+00, 1.818798571380354501e+00, 1.130074986682579885e+00, 1.785154085987008088e+00, 1.294404289136681374e+00, 1.198382935222190415e+00, 1.254926559659820917e+00, 9.603108238646159700e-01, 1.489031852430396263e+00
2.087000000000000000e+03, 3.472869140049404724e+00, 1.047315030133383340e+00, 2.242105434501981076e+00, 1.574311531840966838e+00, 2.002847366562190867e+00, 3.520569358024236539e+00, 6.510489336010384376e-01, 1.128757152642120953e+00, 1.814966115852498119e+00, 1.051119459721731264e+00, 1.971540242662644271e+00, 1.466410684566042955e+00, 8.906991882970476393e-01, 1.150402291341569683e+00, 9.327026438827786814e-01, 1.235346705377688981e+00
2.088000000000000000e+03, 3.578468143385965305e+00, 1.163363280766107177e+00, 2.442595588804467699e+00, 1.544093939651355996e+00, 2.052644995922086935e+00, 3.503587531207947858e+00, 6.757691034175691280e-01, 9.995406313675505583e-01, 1.879050094956330019e+00, 1.466924216291260352e+00, 1.853918127884320866e+00, 1.541431542754227335e+00, 9.626927211856024513e-01, 1.077097112552442448e+00, 1.174289548998625810e+00, 1.443960836150576466e+00
2.089000000000000000e+03, 3.259086857609341692e+00, 9.253144143923219822e-01, 2.543878305627860215e+00, 1.602606443239111611e+00, 1.898357209331581696e+00, 3.508819625861842706e+00, 7.000265555284254093e-01, 1.136696536679615566e+00, 2.093749138481360017e+00, 1.255902786089768242e+00, 1.957811140882575351e+00, 1.362576808939199413e+00, 9.369091119145437352e-01, 1.180544882132962492e+00, 1.099027703292962510e+00, 1.471235342419880299e+00
2.090000000000000000e+03, 2.747838058155518404e+00, 1.124347157291970989e+00, 2.186649455472133408e+00, 1.637608569364933597e+00, 1.848949026917894090e+00, 3.465115039105920669e+00, 7.166373657984825840e-01, 1.055675567174999774e+00, 2.084570470236484230e+00, 1.340726597251394203e+00, 1.895724689383555317e+00, 1.320683919772873693e+00, 1.196372603453582872e+00, 1.154823938887443058e+00, 1.187505762574619261e+00, 1.815214224961839706e+00
2.091000000000000000e+03, 2.351338820384651029e+00, 8.528766921143180468e-01, 2.177598451533639956e+00, 1.388485989649953734e+00, 1.526611672290268285e+00, 3.548111605493478482e+00, 7.053782970624726811e-01, 8.701298775707628774e-01, 1.586251782543722566e+00, 1.211479647053502973e+00, 2.065579566104805753e+00, 1.576775187925905986e+00, 1.116330340162688062e+00, 9.445534662105738999e-01, 1.049258787389806713e+00, 1.620984704415499911e+00
2.092000000000000000e+03, 3.103852655870786847e+00, 1.131751007616145221e+00, 2.269317078289596168e+00, 1.478718123239159743e+00, 1.664396646572062100e+00, 3.983403979499303027e+00, 7.524280415598524341e-01, 1.066426303594101066e+00, 1.792600878869461400e+00, 1.060301801573787728e+00, 2.119104862172611625e+00, 9.591455508781022710e-01, 1.121039510654715299e+00, 1.372793955484846729e+00, 7.352954424690776314e-01, 1.305629132629412270e+00
2.093000000000000000e+03, 4.119462466210595863e+00, 1.275294509409808930e+00, 2.201654329020539702e+00, 1.714748993978183478e+00, 1.872938909918931305e+00, 3.807647103439003367e+00, 6.663157075372434512e-01, 1.285903503242646906e+00, 1.814037278795724850e+00, 1.438979934974795372e+00, 2.066947370838855935e+00, 1.577552105674156158e+00, 1.143077189597074605e+00, 1.476291733722289168e+00, 1.042286691637497320e+00, 1.361494356850783127e+00
2.094000000000000000e+03, 3.395153973965284067e+00, 1.137262749282238694e+00, 2.303087793637309311e+00, 1.635348849874174171e+00, 1.789275590212763944e+00, 3.704610970621980304e+00, 6.655004497107329664e-01, 1.122153252029862269e+00, 2.108381815942932835e+00, 1.274462977822764298e+00, 2.086164288803745492e+00, 1.425387387235879322e+00, 9.335467463724319570e-01, 1.445325383624150195e+00, 1.093455352942309888e+00, 1.636477126657361891e+00
2.095000000000000000e+03, 2.867224249648417267e+00, 9.381698954236371568e-01, 2.066138930407507512e+00, 1.642769649595334780e+00, 1.780734209628936693e+00, 3.646624006298325060e+00, 6.992139332692549614e-01, 1.019153693765720181e+00, 2.070960648147394334e+00, 1.620539326038655803e+00, 2.004768676195324062e+00, 1.323589484814209127e+00, 9.818287237077005791e-01, 1.286041472144874964e+00, 1.047408731012781313e+00, 1.761048428209890604e+00
2.096000000000000000e+03, 2.936067685321928522e+00, 1.251694739440312620e+00, 2.183462076500205296e+00, 1.556564681144986473e+00, 1.732336523758056579e+00, 3.513112452808836661e+00, 6.725194087021227896e-01, 1.066918746323917366e+00, 1.853162107962587068e+00, 1.108886340108155233e+00, 2.045983999126730346e+00, 1.575260293900110575e+00, 1.091247201949191448e+00, 1.188331302151464319e+00, 9.658907067907204214e-01, 1.408822638128364169e+00
2.097000000000000000e+03, 3.854870556301073670e+00, 1.078760085749460584e+00, 2.378090733878581720e+00, 1.718482808531625938e+00, 2.087417342646989304e+00, 3.677063223944923465e+00, 6.717713052421793174e-01, 1.431184011231029007e+00, 2.024225931723103056e+00, 1.169957590392208147e+00, 2.052690937324967546e+00, 1.158439636426547903e+00, 1.014589421292938276e+00, 1.400034933257757075e+00, 1.193215560348280579e+00, 1.699792798584009113e+00
2.098000000000000000e+03, 3.070986163956976878e+00, 1.368339924825642706e+00, 2.392191705247002975e+00, 1.656802390174950013e+00, 1.954020245880012663e+00, 3.836626716694377937e+00, 7.431321092159656194e-01, 1.458952797402404356e+00, 2.327650716856517921e+00, 1.446866564792254728e+00, 1.903039059370486452e+00, 1.664047904040055537e+00, 9.746515501409634963e-01, 1.246549904887859217e+00, 1.203080831647756366e+00, 1.869403135405396821e+00
2.099000000000000000e+03, 3.048392971361788106e+00, 1.036982076655963647e+00, 2.342417404546252691e+00, 1.554380780732437461e+00, 1.812012995335627430e+00, 3.810548351361586317e+00, 7.923820185925628534e-01, 1.027624909401357645e+00, 1.716130214155450417e+00, 1.662561550047747083e+00, 2.036130546466836222e+00, 1.441277037603666100e+00, 1.188085025568144548e+00, 1.344661799170297822e+00, 1.103438018649449015e+00, 1.713649510367253326e+00
2.100000000000000000e+03, 3.035444286413457426e+00, 1.463540381933617462e+00, 2.543748149393466829e+00, 1.626665081700208182e+00, 1.702865921605624333e+00, 3.803395092814612521e+00, 6.340658378837286113e-01, 9.127044770815508912e-01, 1.662522647100761919e+00, 9.944508397643253561e-01, 2.296323204568104792e+00, 1.182058612493323002e+00, 1.230413067802234028e+00, 1.157140561615109142e+00, 1.240636806745522458e+00, 1.808548562689316519e+00
