year, CESM2-WACCM, UKESM1-0-LL, CMCC-CM2-SR5, ACCESS-ESM1-5, TaiESM1, IPSL-CM6A-LR, INM-CM5-0, GFDL-ESM4, NorESM2-LM, NorESM2-MM, CNRM-ESM2-1, MIROC-ES2L, INM-CM4-8, MPI-ESM1-2-LR, CanESM5, EC-Earth3-Veg
2.075000000000000000e+03, 7.609064563884072596e-01, 7.017952663571077609e-01, 9.470648230959816116e-01, 8.047437965108592550e-01, 7.263900287768063624e-01, 1.040215785079509958e+00, 6.893513290726169807e-01, 7.446937300419479433e-01, 5.932633214461787707e-01, 6.707298106203848365e-01, 8.903244737109127227e-01, 1.169054486146486438e+00, 7.505775771390512663e-01, 5.574676873700505908e-01, 1.018072439247846406e+00, 8.415244982886093128e-01
2.076000000000000000e+03, 5.213032146928988642e-01, 8.102070949853895643e-01, 6.347364407502597006e-01, 8.553604659867269921e-01, 7.448997063244854333e-01, 1.107578955625040829e+00, 8.448139118680043635e-01, 6.100842829594648187e-01, 6.620798874077781226e-01, 5.954342302634725304e-01, 1.029695742306521611e+00, 1.070983112269069837e+00, 6.782952692052255372e-01, 6.159022834695151438e-01, 7.785242125152258552e-01, 8.874700274459003113e-01
2.077000000000000000e+03, 7.617780500425782586e-01, 5.416707344241425970e-01, 7.810101595497660476e-01, 9.815317593390741058e-01, 7.321723733278209245e-01, 9.128858076663858290e-01, 7.687694508555787953e-01, 8.943168314472135227e-01, 4.389354190977279857e-01, 4.053903302810742959e-01, 1.009259112917658685e+00, 7.568335829714171181e-01, 7.869831501097975801e-01, 5.423109798812411064e-01, 7.029867960471718469e-01, 5.901328201945261753e-01
2.078000000000000000e+03, 6.426070911470859182e-01, 5.370746960609917853e-01, 8.006166937079147727e-01, 9.583496579551772365e-01, 6.295389660515666730e-01, 8.993900160272518818e-01, 9.284225151057151626e-01, 7.313049682729698686e-01, 3.926788530220737261e-01, 3.719079171509374615e-01, 8.781100703756492543e-01, 8.580188191699718026e-01, 7.298475705605819153e-01, 6.663530800251076247e-01, 7.065060389128825502e-01, 5.789621197016019405e-01
2.079000000000000000e+03, 5.875210245735070780e-01, 6.898657304972815041e-01, 7.512228004307414109e-01, 9.712209587769127239e-01, 7.388180051166476359e-01, 1.014720285353376772e+00, 8.103924167236272735e-01, 7.310320840626486349e-01, 5.164252798307193970e-01, 5.813478582924688221e-01, 9.260589427177881028e-01, 9.006765823623320566e-01, 6.315270862189538148e-01, 6.000333841487817121e-01, 9.646804728073803403e-01, 7.987713012992803119e-01
2.080000000000000000e+03, 6.828969271701161858e-01, 6.281244008098086917e-01, 7.873189984810021746e-01, 9.956046041841648542e-01, 7.506137337315624825e-01, 1.020352645958050308e+00, 7.490672530328739143e-01, 8.802834603881043440e-01, 6.444594522180429053e-01, 6.250029748256891171e-01, 9.251789419694264049e-01, 9.838738438766897465e-01, 6.898065961645504229e-01, 5.653821569141389558e-01, 7.187387964325174794e-01, 8.473384894324982319e-01
2.081000000000000000e+03, 7.005388816769536620e-01, 8.877480854447025171e-01, 8.473904355736413541e-01, 8.594525005268153217e-01, 6.254465826586694810e-01, 9.131028853743852203e-01, 8.736417422613003136e-01, 8.871605343735191607e-01, 4.516835408495382120e-01, 5.999114708871600143e-01, 9.320921705459852546e-01, 9.958157862785649295e-01, 8.044570433952232813e-01, 6.977500296147370884e-01, 7.828621796619680273e-01, 4.778095793268705704e-01
2.082000000000000000e+03, 7.559759698858047328e-01, 5.580002995652951769e-01, 8.748532562156241532e-01, 7.485946109085770406e-01, 5.705539272998606526e-01, 9.526825291126655992e-01, 8.409393671737688258e-01, 9.303994511445914384e-01, 5.033978611914400325e-01, 7.134239742988034427e-01, 8.466849906485014454e-01, 8.454520860455525533e-01, 6.423779706617628316e-01, 5.267267309169353373e-01, 7.797617390284861116e-01, 5.504709851289828482e-01
2.083000000000000000e+03, 8.154053602737544315e-01, 5.898732802039370338e-01, 5.954245510311964029e-01, 8.843068159218888669e-01, 9.173147627699350659e-01, 8.853010736824494797e-01, 7.163034845568839737e-01, 6.321511342645096398e-01, 6.008242511558287147e-01, 7.052835905673181527e-01, 9.858518662435142854e-01, 8.406122443030675795e-01, 7.170323956299856638e-01, 5.443923726312837053e-01, 4.873029755771355886e-01, 7.195433275497453707e-01
2.084000000000000000e+03, 7.492017671290081005e-01, 6.890193926073236996e-01, 6.877701723812676970e-01, 9.544773319177813908e-01, 6.593888179977906994e-01, 1.044882306579499431e+00, 7.717808737277785935e-01, 7.247200065886851839e-01, 6.992599288580528816e-01, 4.982073205055874143e-01, 9.790879394684932624e-01, 8.846906108252958756e-01, 6.632707849863878069e-01, 6.813027650907922395e-01, 6.798406133793352124e-01, 7.335965254437510907e-01
2.085000000000000000e+03, 7.028163381210164040e-01, 8.121689653546293464e-01, 1.034766661396675946e+00, 9.423801547896124564e-01, 6.546300648363339025e-01, 1.292396862777941857e+00, 8.517942667558159320e-01, 8.455032229095549301e-01, 4.145888889583335679e-01, 5.702052661272007938e-01, 9.532594179652020827e-01, 1.220023730289655495e+00, 7.039050604740877404e-01, 5.038548814572517687e-01, 6.652216445055167959e-01, 5.527885304522918153e-01
2.086000000000000000e+03, 6.829360624971738680e-01, 5.164160022923018900e-01, 9.006663208695978584e-01, 9.752019102814578622e-01, 8.576023202810421076e-01, 9.567707736413473274e-01, 8.791607676854913400e-01, 7.793309292907224517e-01, 4.167282864364550976e-01, 5.077619264909883912e-01, 1.045239710946262557e+00, 9.441784362423839561e-01, 6.786705841810429796e-01, 5.879301496236195579e-01, 6.071061850516348279e-01, 4.961922943734668467e-01
2.087000000000000000e+03, 7.080347447264272454e-01, 4.798922678306552503e-01, 9.131212688341856509e-01, 7.860515971589850936e-01, 6.359392613471388511e-01, 8.718115665858017227e-01, 9.069118894042792478e-01, 8.994393197619586777e-01, 4.575941561933501434e-01, 5.251295866355133457e-01, 1.083881607101692790e+00, 9.370019457900317095e-01, 7.005298310349241664e-01, 5.699658913407075200e-01, 8.788005189440777354e-01, 7.949507799023699528e-01
2.088000000000000000e+03, 7.484979817349108888e-01, 6.874308149712283766e-01, 7.035715360237175808e-01, 1.127394925624164657e+00, 6.973129077797645126e-01, 8.915994029918229424e-01, 9.277616852916547030e-01, 9.923497113630466160e-01, 5.854535178371028659e-01, 6.891258033985013798e-01, 1.007016098162860196e+00, 8.360515613806269730e-01, 7.568652898653616123e-01, 6.134942105547511737e-01, 7.774382106800812320e-01, 7.313565034530871145e-01
2.089000000000000000e+03, 6.203475004640720547e-01, 6.748382569014110821e-01, 8.039565296425259522e-01, 1.018796908809668444e+00, 5.878157766306170151e-01, 9.359368107341566878e-01, 9.836557499707925256e-01, 8.100717398536151359e-01, 4.732086375254881960e-01, 6.679917970593896026e-01, 9.444841987530339100e-01, 9.635225214441796027e-01, 6.779837291103253394e-01, 7.531639973334983695e-01, 7.425643946910772675e-01, 7.289097974479178399e-01
2.090000000000000000e+03, 8.178878698485153587e-01, 7.830922561932593950e-01, 8.637632769957120926e-01, 9.023608753668721505e-01, 6.363782427256503560e-01, 9.146510131354140816e-01, 7.804874927785484529e-01, 8.682445909851936872e-01, 4.423288369993913505e-01, 5.837803969912918056e-01, 1.034711541755259923e+00, 8.431021727602330262e-01, 7.122610614426694298e-01, 6.724691604752635055e-01, 6.897991521850677099e-01, 6.460992640445520907e-01
2.091000000000000000e+03, 7.432354578498072684e-01, 6.888014502078613210e-01, 9.127379942484646902e-01, 8.138369318597707958e-01, 6.760686788904870514e-01, 1.119373056801303168e+00, 7.369595372575342695e-01, 7.940427671616114846e-01, 4.325109645889415044e-01, 4.806967142417770122e-01, 7.904349861252470966e-01, 9.228839029007802619e-01, 8.393844784499618905e-01, 5.906559116687601918e-01, 9.031846730588776184e-01, 4.751405124366285260e-01
2.092000000000000000e+03, 4.855854318704803663e-01, 4.741184522573616000e-01, 1.237807872215272331e+00, 9.770776538139012146e-01, 7.677982830770003764e-01, 9.768347453543148040e-01, 8.149125480555474699e-01, 7.055310926492123214e-01, 5.377111332055286574e-01, 5.407604125083268487e-01, 1.033682659474186805e+00, 9.666270720926304350e-01, 7.903268905389547738e-01, 5.390943724978881635e-01, 9.313429033908307009e-01, 8.020277539687032942e-01
2.093000000000000000e+03, 7.570121310569399853e-01, 6.370180261539407640e-01, 8.997306804718208095e-01, 1.156835520752857560e+00, 5.908782153709892793e-01, 1.037351597210526055e+00, 7.609093035506628855e-01, 8.075378896253172512e-01, 5.799304915081675560e-01, 6.271835837923951384e-01, 9.848645619391294126e-01, 1.127548269924036228e+00, 7.611672255813277665e-01, 6.626191711935219830e-01, 8.182602797112957793e-01, 8.140990625457353858e-01
2.094000000000000000e+03, 6.088714667099514033e-01, 8.090228579876934667e-01, 8.284586105276248169e-01, 1.129679288425967654e+00, 7.563073828645252572e-01, 1.042315610631304512e+00, 8.162569828422612250e-01, 7.524204085052917934e-01, 4.658177563511426977e-01, 5.591588724149464396e-01, 9.649269808521507841e-01, 8.686730577199445191e-01, 7.819802999369636076e-01, 6.986853547002188636e-01, 8.798362196363377352e-01, 6.587616038558162801e-01
2.095000000000000000e+03, 6.918658688918146726e-01, 6.611133637617353509e-01, 7.101755853293781895e-01, 1.055973204691713407e+00, 6.509029526228494733e-01, 1.056903367677959116e+00, 6.850993695662350724e-01, 8.001745591414258785e-01, 4.755886121907098585e-01, 7.924392246300324683e-01, 8.673423736947428742e-01, 8.713033108307224328e-01, 6.915815510895124696e-01, 6.532714075322120229e-01, 6.937282426290746207e-01, 5.491666960279243392e-01
2.096000000000000000e+03, 6.795772981314435190e-01, 7.074034707153304957e-01, 6.773602555347209009e-01, 8.778406482435955338e-01, 6.709167714145305439e-01, 7.707741781493866462e-01, 7.998094266744413261e-01, 6.862191076108082877e-01, 5.536143197358692758e-01, 4.874937338099827322e-01, 1.016184632710872338e+00, 9.641307057972586803e-01, 7.569201209273689335e-01, 6.274167268037939005e-01, 6.213444793154903056e-01, 6.784539993726360629e-01
2.097000000000000000e+03, 6.103211357583824270e-01, 7.701395166460708319e-01, 7.146321623576558091e-01, 1.026354702881101755e+00, 6.905557505413510988e-01, 1.056269619797896464e+00, 8.691230560966195506e-01, 9.341876716512000911e-01, 5.792970885511568024e-01, 5.254430730364398894e-01, 1.176066904751637221e+00, 1.132813949169216183e+00, 7.196867772587055567e-01, 7.080343084775758689e-01, 6.769447014217158110e-01, 7.961549318595145808e-01
2.098000000000000000e+03, 7.469956752893677221e-01, 7.909909258926055564e-01, 7.272429050219409996e-01, 1.133782440225477472e+00, 7.039346570442390760e-01, 9.887525534548264883e-01, 8.653857559280400125e-01, 9.364464498083058253e-01, 5.925819524637458979e-01, 6.567957701442442842e-01, 9.258364794681857024e-01, 1.144058579667328823e+00, 6.852231901004253167e-01, 7.297083812857888541e-01, 6.937949804136054333e-01, 6.273746839329111813e-01
2.099000000000000000e+03, 6.810906129661876696e-01, 8.380410359851168112e-01, 8.945094616224534834e-01, 1.048198370700936799e+00, 8.395433146116897394e-01, 1.056064857305346161e+00, 8.683581697697377866e-01, 7.913195600915005068e-01, 5.069183376424417631e-01, 6.483154361837302204e-01, 8.871619365073974972e-01, 8.002559692284910708e-01, 7.254756927107944842e-01, 4.879634617285639187e-01, 8.719187131209023001e-01, 6.677899071216610860e-01
2.100000000000000000e+03, 6.019185517100386074e-01, 8.159376834962763780e-01, 8.877708386977851696e-01, 1.043840877520421540e+00, 6.275457973433760106e-01, 8.577618644431208583e-01, 8.756221405219231091e-01, 8.938972180821488367e-01, 7.418037250961241336e-01, 5.003189038189724824e-01, 1.005715039190307136e+00, 9.061543708576146328e-01, 8.217260823813741233e-01, 4.761188940525887259e-01, 7.805519890531320559e-01, 7.500452080010757694e-01
