year, GFDL-ESM4, CNRM-ESM2-1, NorESM2-MM, EC-Earth3-Veg, CNRM-ESM2-1, MPI-ESM1-2-LR, TaiESM1, NorESM2-MM, TaiESM1, GFDL-ESM4, NorESM2-LM, CESM2-WACCM
2.091000000000000000e+03, 1.633596643810357911e-10, 3.929825002421959938e-10, 2.591683203489920060e-10, 4.598490213937910056e-10, 3.929825002421959938e-10, 6.718994473922279777e-10, 3.449424695017337776e-11, 2.591683203489920060e-10, 3.449424695017337776e-11, 1.600378667741622061e-10, 1.890121520488829395e-10, 2.678506630691254539e-10
2.092000000000000000e+03, 2.448312008889872287e-10, 3.491689684067607606e-10, 2.393762154098642688e-10, 1.711495238690687941e-10, 3.491689684067607606e-10, 6.979575790537559519e-10, 2.679194929773369916e-11, 2.393762154098642688e-10, 2.679194929773369916e-11, 2.413439221683998518e-10, 1.550196125366033147e-10, 3.768210902310212504e-10
2.093000000000000000e+03, 1.748085941097578373e-10, 4.643308729714791944e-10, 2.271013050858136750e-10, 1.719560513709792553e-10, 4.643308729714791944e-10, 5.403554726330402427e-10, 3.710971563350983525e-11, 2.271013050858136750e-10, 3.710971563350983525e-11, 1.712996326836241280e-10, 1.953499232520853760e-10, 2.392444237181055977e-10
2.094000000000000000e+03, 1.451776249931187382e-10, 3.166896239484602986e-10, 2.407008336803108328e-10, 3.800274096182821738e-10, 3.166896239484602986e-10, 6.002942676469285124e-10, 2.845687174365953448e-11, 2.407008336803108328e-10, 2.845687174365953448e-11, 1.420063396888405964e-10, 2.480632652349297228e-10, 2.997760962975936246e-10
2.095000000000000000e+03, 1.776170868999132735e-10, 3.580699259039974763e-10, 1.995019538553678443e-10, 5.393082472937778468e-10, 3.580699259039974763e-10, 5.556911341483477257e-10, 3.219745641170071650e-11, 1.995019538553678443e-10, 3.219745641170071650e-11, 1.743009963244696489e-10, 2.721979730344482344e-10, 2.940145541453712345e-10
2.096000000000000000e+03, 2.084669930022310816e-10, 3.169063226463481036e-10, 2.571876290783467354e-10, 3.145096947389321502e-10, 3.169063226463481036e-10, 6.407958760716862351e-10, 3.058608712806876590e-11, 2.571876290783467354e-10, 3.058608712806876590e-11, 2.049751146500387822e-10, 1.977322888564075930e-10, 2.574677427425948219e-10
2.097000000000000000e+03, 1.556459886503073070e-10, 4.010396765435374200e-10, 2.454768309917421021e-10, 2.249437268588314312e-10, 4.010396765435374200e-10, 6.687019975786035951e-10, 3.531011168102189368e-11, 2.454768309917421021e-10, 3.531011168102189368e-11, 1.521786917342012064e-10, 2.073300593944890368e-10, 2.698627161606454833e-10
2.098000000000000000e+03, 1.632012827325634219e-10, 3.273812340420972760e-10, 2.097871805287267203e-10, 4.121386406791750222e-10, 3.273812340420972760e-10, 4.522353465233196101e-10, 2.918689157944429072e-11, 2.097871805287267203e-10, 2.918689157944429072e-11, 1.599650761476643721e-10, 2.061939924413707195e-10, 2.738701099031627208e-10
2.099000000000000000e+03, 2.110457715396025669e-10, 4.413863537021361024e-10, 2.138561087313974412e-10, 5.142969216895479403e-10, 4.413863537021361024e-10, 6.881584861371874361e-10, 2.952207012902230518e-11, 2.138561087313974412e-10, 2.952207012902230518e-11, 2.076671857482854591e-10, 2.486851212519639877e-10, 2.747750180182999363e-10
2.100000000000000000e+03, 2.054719219109333279e-10, 3.277707623056707497e-10, 2.535972630965594928e-10, 4.133607555465230493e-10, 3.277707623056707497e-10, 7.851682231156903623e-10, 3.818696862606966410e-11, 2.535972630965594928e-10, 3.818696862606966410e-11, 2.018919874815985147e-10, 1.642914082485309846e-10, 3.215655132077647078e-10
