year, NorESM2-LM, TaiESM1, CanESM5, ACCESS-ESM1-5, EC-Earth3-Veg, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, IPSL-CM6A-LR, CMCC-CM2-SR5, GFDL-ESM4, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-MM
1.918000000000000000e+03, 5.287761820229379239e+00, 8.610512885091994306e+00, 1.580095782381204117e+01, 9.897363795156099542e+00, 9.720381530002651260e+00, 6.729885693698684612e+00, 1.077174409068173766e+01, 1.086425292022069833e+01, 1.057040363090411539e+01, 5.791328353421116404e+00, 9.313911762951322615e+00, 6.037296610666856189e+00, 1.076477296377645843e+01, 5.368947894501847173e+00
1.919000000000000000e+03, 5.078533400482359461e+00, 9.131687721183444850e+00, 1.593001291708716671e+01, 9.699834384517190600e+00, 1.007885919231906513e+01, 6.657114668219177744e+00, 1.068211813434388091e+01, 1.150933871328233771e+01, 1.002382807837161849e+01, 5.671361929005342972e+00, 9.215647583655442787e+00, 5.818444239257735795e+00, 1.094066652196202050e+01, 5.660990736617716124e+00
1.920000000000000000e+03, 5.417884379975236087e+00, 8.757756532902700286e+00, 1.588421867623944372e+01, 1.003335054355110856e+01, 9.986453625881591023e+00, 6.726344985322211478e+00, 1.087832604196846731e+01, 1.101562753607468359e+01, 1.017157308585851183e+01, 5.691304084756140469e+00, 9.210804293673078291e+00, 6.378267234974868138e+00, 1.027820949538797635e+01, 5.680805849103671257e+00
1.921000000000000000e+03, 5.365554289491411666e+00, 8.698852771367658221e+00, 1.571104986515631730e+01, 9.965458853704889819e+00, 9.931778806868249987e+00, 6.892941578423079640e+00, 1.106262297966758545e+01, 1.113315750964046025e+01, 1.057147621638037904e+01, 5.902943190857124378e+00, 9.364281674372801234e+00, 5.657536988228899943e+00, 1.007500387727864855e+01, 5.683950985713233095e+00
1.922000000000000000e+03, 5.091761568698055740e+00, 8.694749201799458760e+00, 1.578509942144294698e+01, 9.936570437174614412e+00, 1.007059240226828578e+01, 6.656867019161129662e+00, 1.090714243978675313e+01, 1.104175538963411540e+01, 1.042439002139057891e+01, 5.707064691626986708e+00, 9.574309831987841690e+00, 5.916321190180096501e+00, 1.067468433406803996e+01, 5.610718815838548146e+00
1.923000000000000000e+03, 5.252332682455122637e+00, 9.038349617679646286e+00, 1.591898180757067927e+01, 1.005750570558526924e+01, 9.887338178439240011e+00, 6.791079580418263539e+00, 1.056236894251926373e+01, 1.105848233168596373e+01, 1.036048774971063757e+01, 5.756165814366111633e+00, 9.465605135617447985e+00, 5.701401840552077438e+00, 1.021594181401394685e+01, 5.438192702177385485e+00
1.924000000000000000e+03, 5.182936824037189361e+00, 8.771254986677524457e+00, 1.639641778595456856e+01, 1.004738233058884767e+01, 9.776681406135743657e+00, 6.583916662156448218e+00, 1.064795290412436479e+01, 1.083323807671418493e+01, 1.059357395547005609e+01, 5.701792010135606326e+00, 9.427030791996783066e+00, 5.580813906239818323e+00, 1.038815573964115657e+01, 5.385799345887388512e+00
1.925000000000000000e+03, 5.250824156738757686e+00, 8.953259644864704825e+00, 1.627274413388200358e+01, 1.005245032898930724e+01, 9.736336804585690174e+00, 6.610737735262841142e+00, 1.080633554181117972e+01, 1.092385203333981636e+01, 1.051225582669698078e+01, 5.676644385435106521e+00, 9.414269368861740261e+00, 5.706214529167333183e+00, 1.043419069402403210e+01, 5.218574280929153986e+00
1.926000000000000000e+03, 4.992652244877224810e+00, 8.601287661184899846e+00, 1.600963294381275759e+01, 1.008719636241366047e+01, 9.844566264905710185e+00, 6.371800052160597083e+00, 1.087573404723251258e+01, 1.090076327396175415e+01, 1.053867519995932689e+01, 5.878802408886671493e+00, 9.620736662398382322e+00, 5.625402743667174299e+00, 1.071621142282211281e+01, 5.248840728740087336e+00
1.927000000000000000e+03, 4.975929697273399732e+00, 8.713480911514402294e+00, 1.605948103905856783e+01, 1.001626122026244303e+01, 9.825239606708503715e+00, 6.693708549337344493e+00, 1.096717605531061501e+01, 1.069495890320049725e+01, 1.045551811980648438e+01, 5.573744693157675734e+00, 9.542137702022678525e+00, 5.749522842541567869e+00, 1.085868186825088166e+01, 5.356384176135797759e+00
1.928000000000000000e+03, 5.493432195431030785e+00, 9.083082786214346172e+00, 1.624156169828296470e+01, 9.952614012180248437e+00, 1.011623391544460127e+01, 6.452088801702113408e+00, 1.100870238771540954e+01, 1.041218408154581354e+01, 1.078264922786355839e+01, 5.875502626357734570e+00, 9.513174368045994811e+00, 5.162471632664467514e+00, 1.006956227773889800e+01, 5.362559175315259274e+00
1.929000000000000000e+03, 5.355765449394107591e+00, 9.086270922987317533e+00, 1.619536567118405301e+01, 9.977338660335060894e+00, 1.005947591673587560e+01, 6.781100947541610857e+00, 1.089664279371459976e+01, 1.066573600881063832e+01, 1.080796687363897846e+01, 5.873341979388705170e+00, 9.321045235321751221e+00, 5.627300406002530231e+00, 1.056999528663958543e+01, 5.370162204019851337e+00
1.930000000000000000e+03, 5.085597861466761849e+00, 8.808841152819949727e+00, 1.630762284379094496e+01, 1.022788097903726090e+01, 9.885513236349540378e+00, 6.464177038988741408e+00, 1.077365860226830563e+01, 1.079614656247146876e+01, 1.053055154841174890e+01, 5.783526690868365350e+00, 8.977928560772246769e+00, 5.692127545617287510e+00, 1.050875060736441036e+01, 5.387839906911471743e+00
1.931000000000000000e+03, 5.010693943563822472e+00, 8.872144078125209887e+00, 1.612154733732326051e+01, 1.008509870949259835e+01, 1.002018449309284875e+01, 6.584724454818115191e+00, 1.074074363403054555e+01, 1.052530597852799410e+01, 1.038652137240407569e+01, 5.769146893156606559e+00, 8.998966053019875844e+00, 5.460872647693291171e+00, 1.057276642772826314e+01, 5.544749816327365188e+00
1.932000000000000000e+03, 5.301081242160999629e+00, 8.812151084475935647e+00, 1.628197404442282803e+01, 1.016685441990341054e+01, 9.976541183323373474e+00, 6.641285288217048333e+00, 1.100369019503466284e+01, 1.102925672011187785e+01, 1.041272863782420011e+01, 5.818236185507815073e+00, 9.164256532810041378e+00, 5.728499512544943606e+00, 1.094401041410005249e+01, 5.062098151441754901e+00
1.933000000000000000e+03, 5.194258001406149461e+00, 8.994001470203746962e+00, 1.622333632539619686e+01, 1.008563931426382076e+01, 9.522525286211370954e+00, 6.514781413377053632e+00, 1.093496963869715799e+01, 1.067293859916795640e+01, 1.050532625928351926e+01, 5.779863794053798465e+00, 9.192258397631176692e+00, 5.614214609073824747e+00, 1.015305544898167511e+01, 5.414680601312110042e+00
1.934000000000000000e+03, 5.108991170560164718e+00, 9.021897844254244347e+00, 1.620005949543266510e+01, 1.024690872193900759e+01, 9.836935712509065510e+00, 6.923200509329980434e+00, 1.083917287312677757e+01, 1.061642180691648107e+01, 1.053112283470697541e+01, 5.868648968897907992e+00, 9.030983780588169196e+00, 5.413378527614798763e+00, 1.059549525561977923e+01, 5.587835316061138258e+00
1.935000000000000000e+03, 5.170879835959292237e+00, 8.913065451798937389e+00, 1.618776689552769099e+01, 1.026393736130209788e+01, 1.006875983771175775e+01, 6.633365043466570299e+00, 1.105681381424766130e+01, 1.078212414073859726e+01, 1.041048274635297055e+01, 5.769571343535735863e+00, 8.963096143771604574e+00, 5.794735169605964131e+00, 1.087575397243221431e+01, 5.360792882789627178e+00
1.936000000000000000e+03, 5.178847169825941954e+00, 8.970200839473001508e+00, 1.638386070239466363e+01, 1.028769308684632655e+01, 9.842946535049630796e+00, 6.597509909475169465e+00, 1.074997466103899058e+01, 1.087016951987572355e+01, 1.022480885015600016e+01, 5.845253188404319289e+00, 8.899332536716551445e+00, 5.863626119431859962e+00, 1.062794909137154242e+01, 5.282610052339546058e+00
1.937000000000000000e+03, 5.163752976279214479e+00, 8.807481620815098111e+00, 1.620804590188045324e+01, 1.039647411913366781e+01, 9.773155942015563369e+00, 6.608774706431484347e+00, 1.067190308662043918e+01, 1.125034387485485077e+01, 1.071749671022007355e+01, 5.818725582059390611e+00, 8.930915106414438753e+00, 5.959804461640231921e+00, 1.043921966264864309e+01, 5.614903243400815924e+00
1.938000000000000000e+03, 5.083168978130806259e+00, 9.084318255764960881e+00, 1.644294166518721667e+01, 1.012137577128257959e+01, 1.007932681343361381e+01, 6.783315285849640830e+00, 1.086987770557606581e+01, 1.156325747091756462e+01, 1.085847529821292312e+01, 5.704961390338793237e+00, 9.043700794693840805e+00, 5.758371086163614372e+00, 1.028908065568442964e+01, 5.627915274589800454e+00
1.939000000000000000e+03, 4.997669526035043219e+00, 9.060553297650088211e+00, 1.664803699460386355e+01, 1.011994890082094756e+01, 1.019125613180052525e+01, 6.527527881394560971e+00, 1.098038596978274484e+01, 1.151583787308971552e+01, 1.064952391574685819e+01, 5.835619541106754404e+00, 8.967186043326510259e+00, 5.814675592629259704e+00, 1.062847263327617320e+01, 5.827163152249297262e+00
1.940000000000000000e+03, 4.860985074034269715e+00, 8.775498836628440102e+00, 1.661600597648471833e+01, 1.008811851229241974e+01, 9.972519427810951242e+00, 6.812015285312686963e+00, 1.117341808541856096e+01, 1.159199721927345728e+01, 1.077316583499642988e+01, 5.702823902848368931e+00, 8.882634448341114819e+00, 5.805927822302942687e+00, 1.065267686951450443e+01, 5.769532871080977898e+00
1.941000000000000000e+03, 5.041681127183921696e+00, 8.662744553837290695e+00, 1.671264175841116284e+01, 1.004891095167459270e+01, 9.703427348994820179e+00, 6.722744657448363803e+00, 1.106376794940249653e+01, 1.172422023729076557e+01, 1.079530168523880995e+01, 5.955185723931189834e+00, 8.751393755889274928e+00, 6.066621875888585258e+00, 1.062869977119699172e+01, 5.671293031550361796e+00
1.942000000000000000e+03, 5.010141818372404465e+00, 8.860034733419295705e+00, 1.639597027882993174e+01, 1.033598220388079447e+01, 9.609651521693043819e+00, 6.660292985239475883e+00, 1.080992464481086479e+01, 1.119596550009195646e+01, 1.101511308212084295e+01, 5.698166469216928043e+00, 8.726543281371078820e+00, 6.071391340720698970e+00, 1.053999807573521785e+01, 5.526485188849283858e+00
1.943000000000000000e+03, 4.993071067567021792e+00, 9.052495555930679672e+00, 1.686124116369274617e+01, 1.014987664567010128e+01, 9.759081100040212675e+00, 7.017961870580106343e+00, 1.060086855572774489e+01, 1.091528340454661894e+01, 1.080436093812173048e+01, 5.752782269569671314e+00, 8.845864036046544143e+00, 6.007220472053506732e+00, 1.012055283692088103e+01, 5.898276764590552723e+00
1.944000000000000000e+03, 5.253456797027037162e+00, 8.862886726514060953e+00, 1.667754537808973225e+01, 1.012385634865771955e+01, 1.004726148567700506e+01, 6.887316235040604084e+00, 1.105439167955979229e+01, 1.108050794201125733e+01, 1.068906188338734786e+01, 5.828935847109604218e+00, 8.829479502916095512e+00, 6.269739810682838588e+00, 1.059521656085783370e+01, 5.652281927550779628e+00
1.945000000000000000e+03, 5.189658397657458622e+00, 8.965946798393069628e+00, 1.679671443087369198e+01, 1.022193662036641726e+01, 1.019853607224145442e+01, 6.366372359653298396e+00, 1.114993563993671621e+01, 1.119403769021715256e+01, 1.069597072866830345e+01, 5.698846349764178143e+00, 8.723107607516855211e+00, 5.982313210186854135e+00, 1.076658419127452682e+01, 5.911307127517090976e+00
1.946000000000000000e+03, 5.185111734098523328e+00, 8.816291193305765717e+00, 1.690314033210670530e+01, 1.020587887585718789e+01, 9.713979694403166221e+00, 6.720423662332454029e+00, 1.089081952396062114e+01, 1.121374220360331542e+01, 1.069300067362633655e+01, 5.739120240089901515e+00, 8.901622627852299630e+00, 6.152530664530485360e+00, 1.043576793251466128e+01, 5.519972146149541459e+00
1.947000000000000000e+03, 5.256438524272248003e+00, 9.002863529057702152e+00, 1.675333529079299666e+01, 1.018017052983889670e+01, 9.768541978318548757e+00, 6.714329224276007757e+00, 1.075623990847969935e+01, 1.103012889377822248e+01, 1.087326972592675034e+01, 5.746472307071353036e+00, 8.827726123275148495e+00, 5.977478593917891381e+00, 1.092808749099222432e+01, 5.591922225626060339e+00
1.948000000000000000e+03, 5.373531085819331032e+00, 9.003527924411283578e+00, 1.699806832659360367e+01, 1.026558952490157672e+01, 9.931708446863719786e+00, 6.485180213538841443e+00, 1.065589246984135308e+01, 1.115025259463615370e+01, 1.082117824526063643e+01, 5.961204671034809444e+00, 8.618438589029992158e+00, 5.661816028036552595e+00, 1.098342801239438415e+01, 5.339362537244933371e+00
1.949000000000000000e+03, 5.206519539788026840e+00, 9.211196164354559457e+00, 1.695385760510140472e+01, 1.035582649700421243e+01, 9.830989013456752801e+00, 6.720681350288309375e+00, 1.090112802600500430e+01, 1.146990844354482419e+01, 1.082212529643638632e+01, 5.804551285886841328e+00, 8.491891208997143892e+00, 5.865857464194816906e+00, 1.063038219234506876e+01, 5.001246546240384561e+00
1.950000000000000000e+03, 5.329148173296347935e+00, 8.645747782221729238e+00, 1.696257142389861272e+01, 1.017582107398303037e+01, 1.004975245564574315e+01, 6.843441708745069185e+00, 1.106828175828739447e+01, 1.133119411665458642e+01, 1.057593945333780994e+01, 5.792723096749728739e+00, 8.677597363133532582e+00, 6.107859268521687035e+00, 1.026267992389546713e+01, 5.349627689998408542e+00
1.951000000000000000e+03, 5.151241923603524064e+00, 8.930546768117075374e+00, 1.703798101151069133e+01, 1.031119440228074247e+01, 1.019652821693069455e+01, 6.722186134468833174e+00, 1.069615150297850548e+01, 1.157600278068617250e+01, 1.096392337535208128e+01, 5.848852855945289697e+00, 8.426481020568241220e+00, 5.848760325431153539e+00, 1.019048602629800016e+01, 5.147173622514443991e+00
1.952000000000000000e+03, 5.113321467857713465e+00, 8.793742560967327648e+00, 1.706421934562983367e+01, 1.028194735602585475e+01, 1.012865861822795743e+01, 6.797610737369613076e+00, 1.079427147402198095e+01, 1.109518691565001625e+01, 1.111709425240170113e+01, 6.071404537895568332e+00, 8.480672708880002020e+00, 6.206216754493388166e+00, 1.057507866165084032e+01, 5.359224599684010215e+00
1.953000000000000000e+03, 5.001666663113189415e+00, 9.053885046363644662e+00, 1.671894360055522100e+01, 1.019787802264216126e+01, 1.001153615158328058e+01, 6.760809880939119054e+00, 1.095465258439487144e+01, 1.095824314860630544e+01, 1.096551372932988144e+01, 5.845661266160876224e+00, 8.639369660863376765e+00, 5.648746309130103782e+00, 1.019927568660699890e+01, 5.335633386629300645e+00
1.954000000000000000e+03, 5.133771238929035086e+00, 8.647350671442413983e+00, 1.705040000001134359e+01, 1.032538112650866502e+01, 9.806424854788254208e+00, 6.621970034188591647e+00, 1.073117695044873443e+01, 1.085648036504933422e+01, 1.072009685145303770e+01, 5.784085596146946173e+00, 8.415737378318905115e+00, 6.240116245144515794e+00, 1.062837907326169429e+01, 5.474787451150175066e+00
1.955000000000000000e+03, 5.464370815040990870e+00, 8.992570053295986909e+00, 1.735002306032047059e+01, 1.019082650739428431e+01, 9.786824044775073617e+00, 6.586366238560589004e+00, 1.075425651036355212e+01, 1.104061634580289386e+01, 1.083946916848415754e+01, 5.819928902365475665e+00, 8.468292867047040318e+00, 5.580539092919159394e+00, 1.087684145146975645e+01, 5.417848136893497646e+00
1.956000000000000000e+03, 5.261927575474302010e+00, 8.861235589038125582e+00, 1.744701170259321898e+01, 1.010688760537770925e+01, 9.794223178496379134e+00, 6.624678079017256138e+00, 1.089293237788217361e+01, 1.091096613010101990e+01, 1.104237311840806157e+01, 6.000874425994839889e+00, 8.387252275417406366e+00, 5.851617714772418211e+00, 1.065271819282966348e+01, 5.812155729336653032e+00
1.957000000000000000e+03, 5.436745007265597174e+00, 9.076082987769625632e+00, 1.735274457241154877e+01, 1.031958345112437847e+01, 9.928284196580854370e+00, 6.955498515398278236e+00, 1.086247808878845511e+01, 1.124270918889908799e+01, 1.103188854648582407e+01, 5.706469683184617558e+00, 8.320740771337176156e+00, 6.315106755738877808e+00, 1.087678008585769973e+01, 5.466299602080899156e+00
1.958000000000000000e+03, 5.270533261216967524e+00, 8.850791639806848465e+00, 1.742387022529345231e+01, 1.032787024764397188e+01, 1.023846249665322894e+01, 6.960811692148455521e+00, 1.058911871806295757e+01, 1.122216061436593293e+01, 1.117535612219382024e+01, 5.856845357241467376e+00, 8.485032030703562711e+00, 5.785207711959461818e+00, 1.095231609007492146e+01, 5.323353649963464385e+00
1.959000000000000000e+03, 5.307131453283205680e+00, 8.768739784460212405e+00, 1.745508216424362047e+01, 1.053924072134413414e+01, 1.011856929192342669e+01, 6.800997542956701558e+00, 1.069839451807581909e+01, 1.151375868792794677e+01, 1.087654780655522124e+01, 5.743763299272338863e+00, 8.333060906571255089e+00, 5.869231640393717697e+00, 1.015797287972545782e+01, 5.539152490996376521e+00
1.960000000000000000e+03, 5.215100627668547872e+00, 8.850576296151333011e+00, 1.785060931237532955e+01, 1.024300404864202996e+01, 1.005750272123206379e+01, 6.455409282478774102e+00, 1.086280205414712974e+01, 1.161466069168149495e+01, 1.070070949878453348e+01, 5.914391926616049844e+00, 8.271692802771580588e+00, 5.557374508963503601e+00, 1.015441268294361699e+01, 5.712731637548180252e+00
1.961000000000000000e+03, 5.110467801183954606e+00, 8.855099168622105665e+00, 1.784925557906924709e+01, 1.058891779298489055e+01, 9.881260934656602046e+00, 6.602742257928674086e+00, 1.105773338344980417e+01, 1.100915372605377485e+01, 1.107668486661225948e+01, 5.741341187157289028e+00, 8.397216113895554557e+00, 5.599799849322530498e+00, 9.855102966659471164e+00, 5.499575936652613350e+00
1.962000000000000000e+03, 5.134519196502134619e+00, 9.061381685736812130e+00, 1.747269576864698237e+01, 1.048414294088833287e+01, 9.908049785474972282e+00, 6.460141608652525846e+00, 1.061483484480563355e+01, 1.090733537142540044e+01, 1.103656521964707515e+01, 5.877165589651637490e+00, 8.241816009520624320e+00, 5.781711165313702772e+00, 1.026995319797863004e+01, 5.613951533521733595e+00
1.963000000000000000e+03, 4.877801435319990553e+00, 8.892397430243795142e+00, 1.736964797516931824e+01, 1.026632291920715723e+01, 9.977826795701101759e+00, 6.590980682891416365e+00, 1.036655315756063800e+01, 1.070426432391218441e+01, 1.064518459298599851e+01, 5.749313693844536388e+00, 8.300329675333925294e+00, 6.356735424675886925e+00, 1.039377207622855082e+01, 5.563642477264734154e+00
1.964000000000000000e+03, 5.084604139457158389e+00, 8.930690992076881329e+00, 1.773699636699933890e+01, 1.011559556997940490e+01, 9.891675962299192548e+00, 6.778306406683323182e+00, 1.045542090657662015e+01, 1.132873927785247226e+01, 1.108437989217705599e+01, 5.941657602987756803e+00, 8.361969217498881335e+00, 6.324136415374092657e+00, 1.063874873403875831e+01, 5.271454304963130610e+00
1.965000000000000000e+03, 5.196441496656089676e+00, 8.917797979689085608e+00, 1.776862524563849988e+01, 1.041483274572755491e+01, 9.794118099982657810e+00, 6.739622455289730141e+00, 1.081254277216643800e+01, 1.113372776556547095e+01, 1.105270842299138678e+01, 5.947255661465901788e+00, 8.379097690309619040e+00, 5.871124930640894135e+00, 1.067756622372513498e+01, 5.586100783319226437e+00
1.966000000000000000e+03, 5.131125619743497346e+00, 8.827995163091824082e+00, 1.796136276795197162e+01, 1.041895270655313688e+01, 1.003674124787796806e+01, 6.724024202537706607e+00, 1.093663041142354508e+01, 1.108710991068640261e+01, 1.110611637851383371e+01, 5.737865147979022140e+00, 8.539234032340850433e+00, 6.027228302488223832e+00, 1.108912033544953246e+01, 5.423296144567070876e+00
1.967000000000000000e+03, 5.114725878147307725e+00, 8.772341092797494966e+00, 1.758366561672342954e+01, 1.036845750919278508e+01, 9.907214466919182172e+00, 6.708979071795035054e+00, 1.054977599522602105e+01, 1.124057431953733577e+01, 1.096227290800072929e+01, 5.947304320381846310e+00, 8.667194390670255544e+00, 5.476863262702308610e+00, 1.035296759439268044e+01, 5.203509553325874393e+00
1.968000000000000000e+03, 4.680004690966569569e+00, 8.841773697106056318e+00, 1.798307942706256668e+01, 1.052974928462907300e+01, 9.996804864684627034e+00, 6.856704373211740311e+00, 1.048713336913756500e+01, 1.126265575003426633e+01, 1.087948749931666548e+01, 5.935078626721894679e+00, 8.517990983951504447e+00, 5.816181235784521952e+00, 1.046324762008669396e+01, 5.253592004887354783e+00
1.969000000000000000e+03, 4.839978521822451363e+00, 8.971731259618476173e+00, 1.788909433693880402e+01, 1.074532670314868632e+01, 9.747120761797035016e+00, 6.700147987903681823e+00, 1.072244689507154902e+01, 1.119631352163448668e+01, 1.111198133552436218e+01, 5.937979812200126162e+00, 8.513863301872465428e+00, 5.801210137834801550e+00, 1.062820120516874667e+01, 4.996676775371288848e+00
1.970000000000000000e+03, 5.166637022915477218e+00, 9.131322300977934958e+00, 1.770383393269857208e+01, 1.073526287623643860e+01, 9.670127964497080342e+00, 6.572218748462109517e+00, 1.087093497638452178e+01, 1.119320573701392796e+01, 1.107797982046448837e+01, 6.026734928808264335e+00, 8.573735235771923868e+00, 5.928216563750675405e+00, 1.064173236163406955e+01, 5.599639172482610228e+00
1.971000000000000000e+03, 5.121169805107729900e+00, 8.982769287785904666e+00, 1.786680831356396482e+01, 1.053927897285451465e+01, 9.947595241500161833e+00, 6.571027509638180497e+00, 1.060145741113091233e+01, 1.116186312714335394e+01, 1.119060681322651618e+01, 6.122278794450464190e+00, 8.502078683237490608e+00, 5.844326660893107039e+00, 1.045440575110406556e+01, 5.294894825374938385e+00
1.972000000000000000e+03, 5.154213995389586245e+00, 9.000477904912946414e+00, 1.773724269141146337e+01, 1.069134190765275250e+01, 9.915730129065606135e+00, 7.081911224684731998e+00, 1.056356639408173059e+01, 1.158849936435677286e+01, 1.119410876076888250e+01, 5.995809728751176237e+00, 8.404416054910335276e+00, 5.438612573973963471e+00, 1.088420844891967754e+01, 5.597760055996103823e+00
1.973000000000000000e+03, 5.374294202976212631e+00, 9.019347362738209029e+00, 1.819753027886624963e+01, 1.066224504880088730e+01, 1.014809045987081504e+01, 6.914405109284074591e+00, 1.068810715538690737e+01, 1.120651975571824543e+01, 1.118415115694696560e+01, 5.990970371587152066e+00, 8.283252571667329534e+00, 6.128919329834396024e+00, 1.088114690948919439e+01, 5.415984902100606568e+00
1.974000000000000000e+03, 5.198085940273916350e+00, 8.880797150510655769e+00, 1.835660562398940598e+01, 1.063954469820737536e+01, 1.012552532695948138e+01, 6.581593694242833692e+00, 1.091516359887935472e+01, 1.093448714708689273e+01, 1.084926756094217204e+01, 6.102234075279501901e+00, 8.199990300395969101e+00, 5.842485945998817876e+00, 1.036885877580256299e+01, 5.492362946103959587e+00
1.975000000000000000e+03, 5.168661049989601963e+00, 9.190834675397191234e+00, 1.814373070325633464e+01, 1.052455774811299705e+01, 1.007500683330953883e+01, 6.746763060251254274e+00, 1.111966943884552528e+01, 1.109490663271870758e+01, 1.079002172376695867e+01, 5.923590469930885227e+00, 8.189616781578031635e+00, 5.888220214012609866e+00, 1.016221014970478365e+01, 5.510298462143008891e+00
1.976000000000000000e+03, 5.220296522265221562e+00, 8.920647713840130777e+00, 1.807852750906521777e+01, 1.055751813812252315e+01, 1.005726665492231398e+01, 6.403135724296232567e+00, 1.093724200328149543e+01, 1.126662553941210554e+01, 1.108361933384318121e+01, 6.133070112311643562e+00, 8.222236536627740122e+00, 6.317879861558947319e+00, 1.060833294208321931e+01, 5.226578924180116381e+00
1.977000000000000000e+03, 5.212650156905541898e+00, 8.992803546829664540e+00, 1.826149540563510243e+01, 1.084615043298467008e+01, 1.007039033865090261e+01, 6.767261874228367446e+00, 1.060179260393493372e+01, 1.132123807244558122e+01, 1.135660567469045823e+01, 6.036207266855648790e+00, 8.216943117260431251e+00, 6.140241100508438521e+00, 1.186629438433607397e+01, 5.495787432010538431e+00
1.978000000000000000e+03, 5.004120808267265019e+00, 8.686862192683914685e+00, 1.853133509473494911e+01, 1.069092372857947382e+01, 9.931832840982321997e+00, 6.777955588269001019e+00, 1.072586978688315540e+01, 1.137831329516984979e+01, 1.122499848804132228e+01, 6.101380515095609525e+00, 8.461279767425647691e+00, 6.402251547993802916e+00, 1.127397835218063804e+01, 5.661311433608046784e+00
1.979000000000000000e+03, 5.316777730671177871e+00, 8.854818108412507272e+00, 1.809861503535973881e+01, 1.084678624273017000e+01, 1.013966323753687959e+01, 6.861986651170528084e+00, 1.086324309168966984e+01, 1.152701391147602372e+01, 1.114004352249476781e+01, 6.100321392990311509e+00, 8.535807135312811766e+00, 5.959237123782936685e+00, 1.056328475056382743e+01, 5.492357357614651825e+00
1.980000000000000000e+03, 5.290836608745619785e+00, 8.764374973022139415e+00, 1.839668461531379151e+01, 1.087505939925058129e+01, 1.020450882840289175e+01, 6.905609046554629593e+00, 1.100406119220026113e+01, 1.187942739094124889e+01, 1.139684064516463202e+01, 6.254336883959724425e+00, 8.346961873363431650e+00, 6.091382459189725651e+00, 1.066843844332338342e+01, 5.541872342549285513e+00
1.981000000000000000e+03, 5.352609219722597622e+00, 9.143763384028430252e+00, 1.832519794969682181e+01, 1.064200589492375926e+01, 1.029725104411428482e+01, 6.783727573831443536e+00, 1.109120485017762370e+01, 1.158892179128926969e+01, 1.177482396533751086e+01, 6.009903063813650803e+00, 8.469654237150393783e+00, 5.859256578463654996e+00, 1.119336703081155626e+01, 5.286413670184360036e+00
1.982000000000000000e+03, 5.011716477727567565e+00, 8.847540718325674902e+00, 1.856646522857943893e+01, 1.058962309842961247e+01, 1.000767189792119538e+01, 6.728594897616988924e+00, 1.066808050165401056e+01, 1.173586046983419173e+01, 1.118064968619352939e+01, 6.018301274528663924e+00, 8.322179539301538753e+00, 5.843889997485846699e+00, 1.047383012443665251e+01, 5.362501356053883228e+00
1.983000000000000000e+03, 5.026420301297446436e+00, 9.069164688619103742e+00, 1.819248531944605674e+01, 1.070044741189142101e+01, 1.019242394663105067e+01, 6.668135823813876151e+00, 1.052131415901399691e+01, 1.187132514750838830e+01, 1.125675859896699649e+01, 6.158415197449943257e+00, 8.240414894436277393e+00, 6.014509771432440921e+00, 1.088331106344238464e+01, 5.453727178092687033e+00
1.984000000000000000e+03, 4.924829341171375496e+00, 8.988526558011416867e+00, 1.860755237406394613e+01, 1.075661882248652113e+01, 1.001740863603881770e+01, 6.815461611893368854e+00, 1.093466282889092334e+01, 1.183820096664361188e+01, 1.121232029485057780e+01, 6.103018139753878302e+00, 8.372334074179596186e+00, 6.384389873617570821e+00, 1.087668955978423035e+01, 5.677289639313608305e+00
1.985000000000000000e+03, 5.078124659506849881e+00, 8.928246375940574353e+00, 1.859406898423622678e+01, 1.066985716122675321e+01, 9.874610150966415034e+00, 6.942103062142400027e+00, 1.131764453913880253e+01, 1.131167200214758317e+01, 1.124323260983673123e+01, 6.064873907561379340e+00, 8.431401304377269312e+00, 6.168684954542865029e+00, 1.075160758893695423e+01, 5.633527435094144664e+00
1.986000000000000000e+03, 5.091678561581717943e+00, 8.809948767898195143e+00, 1.832971589246948341e+01, 1.086651303737706620e+01, 9.996003861484370034e+00, 6.594091061058538372e+00, 1.115329868719444129e+01, 1.110475834063912437e+01, 1.135546340067628535e+01, 6.004461537926795600e+00, 8.519120778544451156e+00, 6.203719478484260641e+00, 1.079007857811222060e+01, 5.769761108133192096e+00
1.987000000000000000e+03, 5.274080521770240892e+00, 9.076943729934567884e+00, 1.882832287520323788e+01, 1.094720017941085288e+01, 9.910975383557918406e+00, 6.573551669293668631e+00, 1.070722261082691595e+01, 1.146033577373733081e+01, 1.141175901231291689e+01, 6.129378205599788743e+00, 8.393692494205319932e+00, 6.217781393652422217e+00, 1.070723879578897453e+01, 5.401812054538102537e+00
1.988000000000000000e+03, 4.907673444061285473e+00, 9.233601929533911346e+00, 1.891257817491651849e+01, 1.096547534397841162e+01, 1.001314128632239431e+01, 6.732539601513375160e+00, 1.085342698069777079e+01, 1.130711084009606004e+01, 1.161464462416496168e+01, 6.132176254732738307e+00, 8.448014162912365066e+00, 6.461056001410948824e+00, 1.115555693762303413e+01, 5.428577127214073705e+00
