year, CMCC-CM2-SR5, IPSL-CM6A-LR, NorESM2-LM, GFDL-ESM4, INM-CM4-8, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, TaiESM1, ACCESS-ESM1-5, CanESM5, NorESM2-MM, UKESM1-0-LL, EC-Earth3-Veg, INM-CM5-0, MIROC-ES2L
1.909000000000000000e+03, 2.975620895394305876e+02, 2.946536674442739354e+02, 2.975343192065831204e+02, 2.960277399141824048e+02, 2.955629026840804272e+02, 2.961899032529215106e+02, 2.965534142053404025e+02, 2.971764760517510808e+02, 2.960376891623259326e+02, 2.962663627831270787e+02, 2.962167435228908516e+02, 2.962786015028435145e+02, 2.966783012803167594e+02, 2.955654891863039211e+02, 2.957850952767099102e+02, 2.973866113986841810e+02
1.910000000000000000e+03, 2.975321061225344010e+02, 2.948544413208630885e+02, 2.969518088647336072e+02, 2.961292820665395880e+02, 2.956192239722849422e+02, 2.963401108804673640e+02, 2.963089307324887045e+02, 2.970697640827451664e+02, 2.969548171426794738e+02, 2.965435029103704210e+02, 2.962754649370785955e+02, 2.961806236561881178e+02, 2.967106736885063469e+02, 2.953168764289233081e+02, 2.957556660822025947e+02, 2.971152298735544832e+02
1.911000000000000000e+03, 2.967570389723729249e+02, 2.948828913361194850e+02, 2.965546452714600036e+02, 2.960995322621621995e+02, 2.957764654021382285e+02, 2.966995865365916529e+02, 2.964767393774183688e+02, 2.969865513708501794e+02, 2.968341882466508537e+02, 2.970038771443183236e+02, 2.965352531929054294e+02, 2.969655927128422945e+02, 2.969171205690471993e+02, 2.953935021258911888e+02, 2.959065341311961106e+02, 2.975806316343534945e+02
1.912000000000000000e+03, 2.967776261823480581e+02, 2.949850658702508213e+02, 2.970724884300953477e+02, 2.956709879507616847e+02, 2.955537974341506242e+02, 2.963373242490916937e+02, 2.967768344113952708e+02, 2.969620423260308257e+02, 2.961196088110761480e+02, 2.964830687823067024e+02, 2.958875328768415329e+02, 2.968495612382186550e+02, 2.967862225123340636e+02, 2.958255600268651051e+02, 2.957120947517656191e+02, 2.979332940227595827e+02
1.913000000000000000e+03, 2.967955799674149944e+02, 2.946172556396515461e+02, 2.971638998217939616e+02, 2.953951265285076602e+02, 2.955893515559200182e+02, 2.964329862619522942e+02, 2.965126576560189164e+02, 2.967918328463804869e+02, 2.963772605497657651e+02, 2.963564208233599970e+02, 2.956550311578839114e+02, 2.965750496055461554e+02, 2.969418521661772274e+02, 2.956545667856418618e+02, 2.955200303628092229e+02, 2.970077271936907550e+02
1.914000000000000000e+03, 2.971514701593732752e+02, 2.945812067813277508e+02, 2.960339123805895269e+02, 2.958062475723245370e+02, 2.954538228060475262e+02, 2.967763921361803341e+02, 2.966451330676307521e+02, 2.969326707720419449e+02, 2.968795886546279235e+02, 2.966234920586257431e+02, 2.957941066973941702e+02, 2.967065580375833633e+02, 2.967808596293412506e+02, 2.951915351399248948e+02, 2.958415210004794176e+02, 2.968066478330175642e+02
1.915000000000000000e+03, 2.968625864491831976e+02, 2.950130915522564692e+02, 2.970828155050132295e+02, 2.958452230967282048e+02, 2.957743819460974919e+02, 2.964563875757529559e+02, 2.967418529118756965e+02, 2.968433719178595993e+02, 2.968125074657941127e+02, 2.966947421855927587e+02, 2.958632904486390203e+02, 2.966699027018207744e+02, 2.969606268668208031e+02, 2.952622292658572292e+02, 2.957950899259110997e+02, 2.975146475997009929e+02
1.916000000000000000e+03, 2.975116175457819168e+02, 2.951967168721906205e+02, 2.970486084146700705e+02, 2.959270319155895663e+02, 2.956424105777704767e+02, 2.963542400885223742e+02, 2.965273889407071124e+02, 2.973277417651142969e+02, 2.969852886878488221e+02, 2.971395420763010975e+02, 2.959060731464469995e+02, 2.963275418439720283e+02, 2.969212195349480226e+02, 2.951406050742061780e+02, 2.957853935736213771e+02, 2.979215856505320517e+02
1.917000000000000000e+03, 2.972271643027505661e+02, 2.946321311674329877e+02, 2.969908296858872632e+02, 2.958684696018672753e+02, 2.955048162173733317e+02, 2.963546078290198125e+02, 2.966281513690650513e+02, 2.971984948219341049e+02, 2.969043222380850580e+02, 2.966530650116129095e+02, 2.960353462210518956e+02, 2.964336599808270307e+02, 2.967516835829819115e+02, 2.953723324696196073e+02, 2.959616078210068508e+02, 2.978340430691538359e+02
1.918000000000000000e+03, 2.971712032880005268e+02, 2.949503438760328891e+02, 2.965712411095619245e+02, 2.958856511484829639e+02, 2.957024110749073884e+02, 2.960942432824315347e+02, 2.963677082266173102e+02, 2.972092199542199751e+02, 2.961896600558697514e+02, 2.970081359835637613e+02, 2.964097765129851041e+02, 2.969439268795855469e+02, 2.967901436952575978e+02, 2.954487181403429759e+02, 2.959402854163612346e+02, 2.971243765582885885e+02
1.919000000000000000e+03, 2.972342208248261386e+02, 2.947668375423747875e+02, 2.973311987260644287e+02, 2.963363598157893080e+02, 2.958125543819642189e+02, 2.961940408491981884e+02, 2.969401941479982270e+02, 2.969699973374161459e+02, 2.968721485505473083e+02, 2.965306569849566358e+02, 2.960480865410081606e+02, 2.968283885612829636e+02, 2.971647903229102212e+02, 2.955256144729194716e+02, 2.959362255146456278e+02, 2.972193027861842438e+02
1.920000000000000000e+03, 2.974246696870163191e+02, 2.947088616791333493e+02, 2.975533013684509456e+02, 2.961483105762129071e+02, 2.957790997958464345e+02, 2.966336195490219438e+02, 2.964397747528453237e+02, 2.969937568641167331e+02, 2.969679920157104220e+02, 2.966897952021232641e+02, 2.961256720325720266e+02, 2.969558726154357942e+02, 2.968182990158361463e+02, 2.950947418991202653e+02, 2.957889830315669997e+02, 2.974191641960547372e+02
1.921000000000000000e+03, 2.974985444636343459e+02, 2.951778530728055330e+02, 2.970390598545095031e+02, 2.954866803596995624e+02, 2.955916362584546278e+02, 2.966884822835256728e+02, 2.969736934237193964e+02, 2.973392492219747965e+02, 2.962722081390884910e+02, 2.968359405952700740e+02, 2.958873919559932233e+02, 2.968367383904018766e+02, 2.969015682866871657e+02, 2.954446777681186518e+02, 2.959440401271988890e+02, 2.978956568889343544e+02
1.922000000000000000e+03, 2.975120288055794049e+02, 2.947907311526380454e+02, 2.970610841950444865e+02, 2.958605596725096234e+02, 2.957302420084359369e+02, 2.964140401427004008e+02, 2.967125545587298916e+02, 2.972413439317184611e+02, 2.968951000950835351e+02, 2.967114827881012502e+02, 2.957173458515550806e+02, 2.962909399486103439e+02, 2.968682216835587155e+02, 2.955457732441105918e+02, 2.956637570757852700e+02, 2.978974405116101138e+02
1.923000000000000000e+03, 2.971605690127744879e+02, 2.945316694769154537e+02, 2.972822818885172751e+02, 2.961317018558743825e+02, 2.960377101392986674e+02, 2.967288325727548113e+02, 2.969163648067820986e+02, 2.970915270508137951e+02, 2.971869380364747144e+02, 2.965977547768075056e+02, 2.960498645700744191e+02, 2.959820046597511691e+02, 2.967258759190247588e+02, 2.952518710995049105e+02, 2.958721073258343495e+02, 2.970184972111797492e+02
1.924000000000000000e+03, 2.970549937150749997e+02, 2.948045767919468858e+02, 2.975529624559478634e+02, 2.958700848921037618e+02, 2.958089544309824532e+02, 2.966270676891301719e+02, 2.966774729974845854e+02, 2.976881931914284110e+02, 2.970454752411542927e+02, 2.965096467738453043e+02, 2.965751572349055891e+02, 2.960935982256277725e+02, 2.968552060793187479e+02, 2.954039579310087333e+02, 2.960325682505190912e+02, 2.970893923595052684e+02
1.925000000000000000e+03, 2.970679020788199978e+02, 2.948313117475060494e+02, 2.970990194028602787e+02, 2.958108313236413665e+02, 2.956356019077190922e+02, 2.962112242587290893e+02, 2.966833223127272277e+02, 2.969046463559124049e+02, 2.963197813298683059e+02, 2.967844943832708964e+02, 2.962104877261378419e+02, 2.959728146518478411e+02, 2.971047426824231366e+02, 2.953521224473443567e+02, 2.959723667414640431e+02, 2.971164312400152880e+02
1.926000000000000000e+03, 2.971703788479700847e+02, 2.948425758140765538e+02, 2.969424262003479953e+02, 2.959263001785137703e+02, 2.958306805519878822e+02, 2.963002421777665063e+02, 2.967140024952634008e+02, 2.972545627737840732e+02, 2.963741191355896376e+02, 2.969046338373369736e+02, 2.960672824294790644e+02, 2.960307025450634342e+02, 2.968350941612488327e+02, 2.956389273000528419e+02, 2.958308740543232034e+02, 2.971922215803083418e+02
1.927000000000000000e+03, 2.973700627323593153e+02, 2.946650904578041832e+02, 2.972596057636165483e+02, 2.960145951093567191e+02, 2.957375346135513610e+02, 2.968456415724849649e+02, 2.969559545053702436e+02, 2.971085404068932689e+02, 2.969377605137082696e+02, 2.966794754298037446e+02, 2.959448441913867782e+02, 2.962077995633829346e+02, 2.964293709602909530e+02, 2.954531929574657738e+02, 2.959263426870751346e+02, 2.972639077819970908e+02
1.928000000000000000e+03, 2.972294062800181109e+02, 2.946776558869105997e+02, 2.969685383617957655e+02, 2.959835156364439968e+02, 2.958259195486252224e+02, 2.969066051029549840e+02, 2.971722457710773710e+02, 2.973327351281783422e+02, 2.968651688577247683e+02, 2.965944837027180370e+02, 2.961152499282959525e+02, 2.961691370258074585e+02, 2.968173721997827670e+02, 2.956600371970234846e+02, 2.961139292745642138e+02, 2.978380670189177408e+02
1.929000000000000000e+03, 2.976264222848661802e+02, 2.951079869637578668e+02, 2.971407489208835955e+02, 2.961612211148620872e+02, 2.959640349021315728e+02, 2.967817599626655465e+02, 2.966279786635474238e+02, 2.970232366796581687e+02, 2.967481614064425344e+02, 2.963702681429662107e+02, 2.961690492484638639e+02, 2.964156219146953504e+02, 2.967650471188645156e+02, 2.956044713733860476e+02, 2.962049909922880033e+02, 2.974786609187963791e+02
1.930000000000000000e+03, 2.973772591604775357e+02, 2.948250639809944573e+02, 2.970383597657927339e+02, 2.960142378825355536e+02, 2.962174309442012259e+02, 2.964089306758418729e+02, 2.969697821572561338e+02, 2.970758575839049058e+02, 2.969671935759441794e+02, 2.968166604645115285e+02, 2.963363620900664159e+02, 2.967396316973586181e+02, 2.975141058603707052e+02, 2.954602598478418258e+02, 2.958724152502078368e+02, 2.971375315109684720e+02
1.931000000000000000e+03, 2.970455654844434434e+02, 2.945456171133945418e+02, 2.968634734760983633e+02, 2.959884920476364414e+02, 2.959465275036852177e+02, 2.965682219556907171e+02, 2.971030215821616594e+02, 2.973070383480415444e+02, 2.970674801244851437e+02, 2.965857260303172325e+02, 2.959587001255794121e+02, 2.969130367608801180e+02, 2.968467878506141915e+02, 2.955902314111946225e+02, 2.957010006174585328e+02, 2.972869605311043983e+02
1.932000000000000000e+03, 2.971117151236757650e+02, 2.948270502274235128e+02, 2.977997155599947519e+02, 2.962171483168986015e+02, 2.957146261125415663e+02, 2.964274598135693282e+02, 2.968364054879206719e+02, 2.971162533651420858e+02, 2.962809032222401129e+02, 2.967182743150925148e+02, 2.962120407128812190e+02, 2.959983311880665724e+02, 2.967012138918319692e+02, 2.957250956835268880e+02, 2.961881530715129429e+02, 2.977141865304329826e+02
1.933000000000000000e+03, 2.974660087915302711e+02, 2.951730779846280370e+02, 2.966584394965423144e+02, 2.961383805151889987e+02, 2.958535363405467820e+02, 2.963188637532113603e+02, 2.965005534211393865e+02, 2.970876662564380126e+02, 2.968766341755049893e+02, 2.964234227698974564e+02, 2.961795508058829682e+02, 2.966031212055112860e+02, 2.966478533391300516e+02, 2.953476813443391507e+02, 2.959118047800795352e+02, 2.976443271815190883e+02
1.934000000000000000e+03, 2.972845740357068394e+02, 2.953489770539161441e+02, 2.968553255955064856e+02, 2.960969378207163345e+02, 2.958567319286586326e+02, 2.970133480326152267e+02, 2.965693510739587850e+02, 2.969450504363992422e+02, 2.971117870846823621e+02, 2.967096865936503036e+02, 2.961486323669715830e+02, 2.973290771108846116e+02, 2.966887862483388858e+02, 2.955837114560342229e+02, 2.959040176297207836e+02, 2.973029086825332570e+02
1.935000000000000000e+03, 2.976928855737382378e+02, 2.949205178778252048e+02, 2.973680609571196669e+02, 2.960076859037839654e+02, 2.957006561965467881e+02, 2.968396780194088365e+02, 2.967026653672504608e+02, 2.974471373829106824e+02, 2.968593793372186838e+02, 2.965291226984158470e+02, 2.961261390319074280e+02, 2.970111168438047002e+02, 2.970060569456342137e+02, 2.955064357324598632e+02, 2.963096818908483669e+02, 2.978242374639776244e+02
1.936000000000000000e+03, 2.973071505974149318e+02, 2.947860200481409834e+02, 2.971563073133877424e+02, 2.959005936235174090e+02, 2.957924750472639630e+02, 2.962306696205950516e+02, 2.967635714872170638e+02, 2.980808228245855958e+02, 2.969665635976123212e+02, 2.967553723778552239e+02, 2.959237203859595979e+02, 2.963707900879499562e+02, 2.972390264031394622e+02, 2.952544209009769247e+02, 2.959864274269479552e+02, 2.972229050128893277e+02
1.937000000000000000e+03, 2.971697656291933072e+02, 2.950086365907543495e+02, 2.968603649388720669e+02, 2.961247759255100505e+02, 2.958787076177619610e+02, 2.962533422150391971e+02, 2.965279824361022065e+02, 2.974131856739767841e+02, 2.969043748076261409e+02, 2.970784612873398487e+02, 2.957579895850415710e+02, 2.964390995848321495e+02, 2.966039333979729804e+02, 2.953309912044143175e+02, 2.959467353261683797e+02, 2.970202050226490087e+02
1.938000000000000000e+03, 2.970486569826010168e+02, 2.950975913630817900e+02, 2.971176529013764593e+02, 2.958315276546255745e+02, 2.959620275315431854e+02, 2.963604961758626359e+02, 2.969402079275183155e+02, 2.975115285624776789e+02, 2.966898799148326020e+02, 2.965235959578698157e+02, 2.961978190527921129e+02, 2.967009666938461123e+02, 2.967357407446426123e+02, 2.956434145123002963e+02, 2.959198836252498381e+02, 2.974783011868375979e+02
1.939000000000000000e+03, 2.969650690726065250e+02, 2.948570124233916090e+02, 2.970851026167630948e+02, 2.964903171544270890e+02, 2.959937788845026034e+02, 2.960549872142882464e+02, 2.967442219003662558e+02, 2.976278520232111759e+02, 2.967494767871348245e+02, 2.968521300737039041e+02, 2.965120132215406556e+02, 2.969013391414745229e+02, 2.969996584206868988e+02, 2.956210454468389912e+02, 2.959825895714474200e+02, 2.976498908849509917e+02
1.940000000000000000e+03, 2.971165414682059236e+02, 2.947470078106780988e+02, 2.972473446484886495e+02, 2.967835909090846940e+02, 2.960135752614602893e+02, 2.967607963598709375e+02, 2.969015901720554211e+02, 2.972415781259417713e+02, 2.969250495530057492e+02, 2.967022047211744962e+02, 2.965212093047440476e+02, 2.970769875311286228e+02, 2.969673529965183434e+02, 2.960964795154196167e+02, 2.959759944717325197e+02, 2.983016315663307978e+02
1.941000000000000000e+03, 2.973831279553167519e+02, 2.949120601412905103e+02, 2.974627627397956076e+02, 2.960926431483477472e+02, 2.960269733024307470e+02, 2.966492490720381170e+02, 2.967684902977552497e+02, 2.973337541098335919e+02, 2.965883929561335890e+02, 2.964067261441114738e+02, 2.965528151374655863e+02, 2.968537208176331319e+02, 2.967048969398107943e+02, 2.955710509782027202e+02, 2.961765355589385535e+02, 2.979263079566999295e+02
1.942000000000000000e+03, 2.970564116412888893e+02, 2.952974569305861223e+02, 2.967846568117806783e+02, 2.959926960262484386e+02, 2.959440406660019107e+02, 2.971793000258896882e+02, 2.968050016640054878e+02, 2.975879710531285127e+02, 2.966828589819636477e+02, 2.970620447106070401e+02, 2.961780099942102993e+02, 2.969505929777998858e+02, 2.970270222862748142e+02, 2.958864350085257797e+02, 2.962367869154140863e+02, 2.975125613656828136e+02
1.943000000000000000e+03, 2.969626269518907975e+02, 2.950383854959741257e+02, 2.970903506017899645e+02, 2.962681398772387524e+02, 2.960066093840163148e+02, 2.970547829123648853e+02, 2.967443089432305783e+02, 2.976743892342878439e+02, 2.971792166208410322e+02, 2.967042800042170256e+02, 2.962042233504184310e+02, 2.968871149702065395e+02, 2.969820278440871562e+02, 2.957545666510251294e+02, 2.957827702619417209e+02, 2.967192718778722451e+02
1.944000000000000000e+03, 2.971351439440313698e+02, 2.947910817712514131e+02, 2.970728037181426657e+02, 2.963185982829626823e+02, 2.959683454016720248e+02, 2.964501758535353133e+02, 2.963541064747766427e+02, 2.976615163751475279e+02, 2.969607073422238273e+02, 2.966449990705286837e+02, 2.961113386149166331e+02, 2.960528833301351597e+02, 2.969734408082720734e+02, 2.955729805307601055e+02, 2.956552834611145499e+02, 2.978528877977252023e+02
1.945000000000000000e+03, 2.972702691477578014e+02, 2.949980040442218296e+02, 2.973118061476832850e+02, 2.956956937697765966e+02, 2.958612900284227294e+02, 2.963677673423088663e+02, 2.965246257036531574e+02, 2.970363018226137228e+02, 2.967184367647558929e+02, 2.968780306952747310e+02, 2.960383521778055638e+02, 2.965643586532472682e+02, 2.969775739895300148e+02, 2.956389572438735058e+02, 2.960205635917840254e+02, 2.984503333586800977e+02
1.946000000000000000e+03, 2.970855606139683687e+02, 2.948580382339592347e+02, 2.974802479104148460e+02, 2.959947836322973558e+02, 2.958104504899477547e+02, 2.967849421452852994e+02, 2.967951563627500491e+02, 2.971939740565076136e+02, 2.965787156579475550e+02, 2.967072098937667306e+02, 2.965518491032926818e+02, 2.968399036674820763e+02, 2.969031873808671094e+02, 2.957222310104708072e+02, 2.962829864416914916e+02, 2.976781128271002785e+02
1.947000000000000000e+03, 2.971065209824607791e+02, 2.949275873856238945e+02, 2.974530238559576674e+02, 2.963393315615629149e+02, 2.958087804076792509e+02, 2.967634248873176261e+02, 2.970150391753774102e+02, 2.969635765830634000e+02, 2.968845408069984160e+02, 2.964181198172575478e+02, 2.962725621228220234e+02, 2.969332407160454181e+02, 2.968605800528322902e+02, 2.959493821093115002e+02, 2.961224039775012216e+02, 2.971819388282434602e+02
1.948000000000000000e+03, 2.976833675820331564e+02, 2.952096332537462899e+02, 2.971638530053392060e+02, 2.961777280716569862e+02, 2.961791975243560273e+02, 2.965135853574509497e+02, 2.969051078065179468e+02, 2.967419017062369448e+02, 2.971687677221291324e+02, 2.967934489119572277e+02, 2.965396444239075322e+02, 2.970311534455190099e+02, 2.971136246041701838e+02, 2.957908358956597681e+02, 2.959121465904428305e+02, 2.971561256209673161e+02
1.949000000000000000e+03, 2.972368071188507201e+02, 2.947304541870131516e+02, 2.972398917000231222e+02, 2.960547220377749227e+02, 2.961629448533759614e+02, 2.963815706643355838e+02, 2.966361544941312900e+02, 2.974434300296076117e+02, 2.967897023898182738e+02, 2.969259358388553096e+02, 2.967903778877688978e+02, 2.964236729880242365e+02, 2.966990227511028593e+02, 2.959528991110172456e+02, 2.958702661073608624e+02, 2.976287162386707337e+02
1.950000000000000000e+03, 2.972332365074842073e+02, 2.948324206665412817e+02, 2.973998373690144490e+02, 2.964665819456785698e+02, 2.961256042969415034e+02, 2.965957773099069072e+02, 2.968229894774759146e+02, 2.974035284197607325e+02, 2.963929583239891485e+02, 2.963971449369559537e+02, 2.962865491482269249e+02, 2.969088112351382165e+02, 2.966501934258556048e+02, 2.958447114210148925e+02, 2.961850282436117823e+02, 2.977645182738814356e+02
1.951000000000000000e+03, 2.975585381077898433e+02, 2.949557915494697795e+02, 2.970714695162247381e+02, 2.960199967723000896e+02, 2.959785220993749135e+02, 2.969419430422489654e+02, 2.968658034424212815e+02, 2.976180621134827220e+02, 2.969678896130918702e+02, 2.968924321369053700e+02, 2.966481939943064958e+02, 2.971555684106400577e+02, 2.966742412493608754e+02, 2.955916597139242867e+02, 2.960501938839236686e+02, 2.972375283732764615e+02
1.952000000000000000e+03, 2.979604437287368910e+02, 2.954106449774577072e+02, 2.970826952765490887e+02, 2.961358357194187647e+02, 2.960091133995801442e+02, 2.971050243306198695e+02, 2.963865621378278092e+02, 2.975157411844130593e+02, 2.973269429324433872e+02, 2.967470422789317013e+02, 2.963402255444212301e+02, 2.968380547836337087e+02, 2.968336907832053271e+02, 2.959310352078492770e+02, 2.959741670509114329e+02, 2.972582943045007369e+02
1.953000000000000000e+03, 2.974811408132354700e+02, 2.950688882324228075e+02, 2.967224523623591494e+02, 2.964064143449201651e+02, 2.960578031001189174e+02, 2.968852076684011649e+02, 2.965263386820471396e+02, 2.972250031221981317e+02, 2.966919240597483736e+02, 2.964770622418122912e+02, 2.961399730323248605e+02, 2.966347923812953127e+02, 2.969037001313091082e+02, 2.958574527019881089e+02, 2.958276598671156421e+02, 2.980780210340772101e+02
1.954000000000000000e+03, 2.971133553919005976e+02, 2.948840923048292098e+02, 2.972262844323590230e+02, 2.960395720883116155e+02, 2.961045406849106030e+02, 2.966359667538825420e+02, 2.968374711535724373e+02, 2.972602463365947756e+02, 2.966085094836160465e+02, 2.969096999198424669e+02, 2.959073769525990656e+02, 2.966268493133260904e+02, 2.975259633093421598e+02, 2.955619962841655592e+02, 2.957091199227627385e+02, 2.974518891056000598e+02
1.955000000000000000e+03, 2.971502605307929912e+02, 2.952606553152601236e+02, 2.979290965422984527e+02, 2.960555406207321312e+02, 2.961253623999808724e+02, 2.969264018382914401e+02, 2.972031808593721394e+02, 2.972101743872289035e+02, 2.970694169492375636e+02, 2.969682024049380402e+02, 2.962446465186670821e+02, 2.965514633207629913e+02, 2.969467393621781639e+02, 2.955119815281565820e+02, 2.962460278926799333e+02, 2.975120875868927897e+02
1.956000000000000000e+03, 2.976148369124859414e+02, 2.953696580579385795e+02, 2.969494708597539443e+02, 2.959997677380281402e+02, 2.961539938345325709e+02, 2.963559453914364781e+02, 2.964656378615629819e+02, 2.977856492739046530e+02, 2.970400538348957298e+02, 2.965165828964371144e+02, 2.965129950215167014e+02, 2.963783691337077357e+02, 2.968288063747693286e+02, 2.953305707087519067e+02, 2.962082019765502992e+02, 2.977436444054164895e+02
1.957000000000000000e+03, 2.973235942711465896e+02, 2.954603749593283055e+02, 2.974028912948605239e+02, 2.962334861123418364e+02, 2.961975227098948835e+02, 2.964542080820872343e+02, 2.968107215902516600e+02, 2.975497475971501444e+02, 2.966377679329864918e+02, 2.967505958208251968e+02, 2.964889379178134163e+02, 2.961720477327907588e+02, 2.971622652740037438e+02, 2.954212161492138762e+02, 2.961674946475916386e+02, 2.979879580975871249e+02
1.958000000000000000e+03, 2.967262997975219605e+02, 2.954995759726273263e+02, 2.973677510155456503e+02, 2.962498337098099341e+02, 2.960504768760125103e+02, 2.962591701508297319e+02, 2.969965327136447399e+02, 2.971997816841147824e+02, 2.965613050782782238e+02, 2.965389932991440105e+02, 2.959224485473736763e+02, 2.962525934214479548e+02, 2.968768371700493276e+02, 2.958706959699628669e+02, 2.961696118704721812e+02, 2.975117494522398260e+02
1.959000000000000000e+03, 2.969892528431774963e+02, 2.949923020900864685e+02, 2.982500836800860498e+02, 2.963892460756438823e+02, 2.960018009727665458e+02, 2.964552211226027794e+02, 2.966935879242606688e+02, 2.967121015803370483e+02, 2.968955417905822287e+02, 2.968687822078932186e+02, 2.963503701631821627e+02, 2.968784129194611978e+02, 2.968298414216787933e+02, 2.956792887547563851e+02, 2.959249271313316854e+02, 2.975513815619327715e+02
1.960000000000000000e+03, 2.970590350462450147e+02, 2.950914821045544159e+02, 2.972194207211605317e+02, 2.962281022755939830e+02, 2.961782272938286269e+02, 2.971863482525192808e+02, 2.969639291457944523e+02, 2.970122239256282910e+02, 2.969806033834777281e+02, 2.961700430395546277e+02, 2.966986358243353834e+02, 2.969704099050883883e+02, 2.968891172747810856e+02, 2.956007539645750626e+02, 2.959212987030780369e+02, 2.977617831611539145e+02
1.961000000000000000e+03, 2.970505545186854874e+02, 2.951101432758438818e+02, 2.970643620015894157e+02, 2.961653953072182617e+02, 2.960788581273665159e+02, 2.974365416639302566e+02, 2.971389513890682679e+02, 2.974778648006378035e+02, 2.968299457549376257e+02, 2.966470919110163891e+02, 2.962969091284695082e+02, 2.970667972529806775e+02, 2.969217358758777436e+02, 2.956859146282957909e+02, 2.958136496981713321e+02, 2.985829682959592901e+02
1.962000000000000000e+03, 2.973240193667073754e+02, 2.954751634624473127e+02, 2.970699135473217325e+02, 2.960577457305903408e+02, 2.961441175632003819e+02, 2.969283775247240555e+02, 2.969646405088371353e+02, 2.970922213560949672e+02, 2.968919118216017523e+02, 2.968975220544451190e+02, 2.961061380568784784e+02, 2.975555744849582993e+02, 2.975283245004142145e+02, 2.953304786188628555e+02, 2.959346435795633852e+02, 2.975607160185288649e+02
1.963000000000000000e+03, 2.973551125307988059e+02, 2.948315733074817331e+02, 2.966269265585381163e+02, 2.957315232866303631e+02, 2.956305968274688212e+02, 2.960336774560701656e+02, 2.965607820156865273e+02, 2.973216375560888309e+02, 2.964768087574138349e+02, 2.970999053515624837e+02, 2.958971282350363481e+02, 2.970213578140198933e+02, 2.966351895802189347e+02, 2.952712167602141449e+02, 2.958889925119067925e+02, 2.968272398325688641e+02
1.964000000000000000e+03, 2.975908031614238212e+02, 2.949286458564627083e+02, 2.968962206430607011e+02, 2.953717472264928006e+02, 2.956351951656589563e+02, 2.959659943523776064e+02, 2.961278722266138175e+02, 2.973679554530143605e+02, 2.967155503018976788e+02, 2.962753423277755473e+02, 2.958265571634945559e+02, 2.965856884743979549e+02, 2.961099262130508123e+02, 2.952684028585509850e+02, 2.958636227411853952e+02, 2.970823798589969442e+02
1.965000000000000000e+03, 2.979378544135045672e+02, 2.951616869326082906e+02, 2.977368422817231703e+02, 2.953718832134612740e+02, 2.958882592162088372e+02, 2.965421836436243552e+02, 2.967982640972015815e+02, 2.971493609688812398e+02, 2.966812625286464709e+02, 2.966855420003735730e+02, 2.961825957379317629e+02, 2.963609733940249384e+02, 2.966796305328677477e+02, 2.953789492249718478e+02, 2.958390839229327298e+02, 2.978809322676747797e+02
1.966000000000000000e+03, 2.969412728827861088e+02, 2.949087172243818600e+02, 2.976403266236958984e+02, 2.958436532242200201e+02, 2.960257750484631174e+02, 2.965788219766298539e+02, 2.973055426676954767e+02, 2.971763861498865253e+02, 2.964704925293032147e+02, 2.966352911848343865e+02, 2.965362151809098918e+02, 2.964639777549087398e+02, 2.968973541679854407e+02, 2.955878815129495933e+02, 2.960745440561242958e+02, 2.981434871246520402e+02
1.967000000000000000e+03, 2.969683060676306354e+02, 2.953128227480260080e+02, 2.970768170183712868e+02, 2.958100652007910298e+02, 2.958931497424862300e+02, 2.966804302181899402e+02, 2.976271911244926969e+02, 2.971942445659917666e+02, 2.968035481220460383e+02, 2.962407693627096137e+02, 2.963307970561616003e+02, 2.959554163951568739e+02, 2.965031137000234480e+02, 2.952585418973833384e+02, 2.959609874960040088e+02, 2.974589839941399418e+02
1.968000000000000000e+03, 2.973266495549261208e+02, 2.952143158594698775e+02, 2.966028279809294759e+02, 2.955566342767468200e+02, 2.962030067902409201e+02, 2.967719351954132208e+02, 2.968274828985739759e+02, 2.971679330731391246e+02, 2.966291591377819827e+02, 2.961997341801871926e+02, 2.963053195819931602e+02, 2.959659152561398514e+02, 2.964972347645635864e+02, 2.954355108579321723e+02, 2.958717089243534133e+02, 2.970134476630546487e+02
1.969000000000000000e+03, 2.974263982565007609e+02, 2.952965033188673374e+02, 2.966880792785128733e+02, 2.958483417802603412e+02, 2.959506627764531004e+02, 2.968242212277084491e+02, 2.971878260939168399e+02, 2.971386535660920458e+02, 2.963940925495320471e+02, 2.967355885699119540e+02, 2.962798598462022142e+02, 2.961329201545367482e+02, 2.967195493404328772e+02, 2.956695673973837302e+02, 2.960622435275773228e+02, 2.974530946663025475e+02
1.970000000000000000e+03, 2.975915926094324391e+02, 2.949748111268251023e+02, 2.971274519725293430e+02, 2.959797896884226702e+02, 2.960486058244309220e+02, 2.965829857625825525e+02, 2.967496009801418495e+02, 2.970235683658160042e+02, 2.972164600541105983e+02, 2.967695883213591515e+02, 2.961560885833973771e+02, 2.963276730240175425e+02, 2.970744255145006605e+02, 2.955304043359256525e+02, 2.960703384720198414e+02, 2.979736867468250807e+02
