year, TaiESM1, GFDL-ESM4, CNRM-ESM2-1, GFDL-ESM4, TaiESM1, CESM2-WACCM, CNRM-ESM2-1, NorESM2-MM, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-MM, NorESM2-LM
1.928000000000000000e+03, 5.228077612184316929e-10, 1.552419245041899126e-09, 8.099839171886691283e-10, 1.532716401634569013e-09, 5.228077612184316929e-10, 1.131951332361373107e-09, 8.099839171886691283e-10, 8.612591723438674534e-10, 6.407260486110242696e-10, 1.357801210307094337e-09, 8.612591723438674534e-10, 4.649136987212416811e-10
1.929000000000000000e+03, 5.643836824865833211e-10, 2.319623337208883635e-09, 7.576782297791625128e-10, 2.299737427678472208e-09, 5.643836824865833211e-10, 8.284056208572581052e-10, 7.576782297791625128e-10, 7.260509852716719975e-10, 5.933661831668435336e-10, 1.399667586395031296e-09, 7.260509852716719975e-10, 5.136982607947449974e-10
1.930000000000000000e+03, 5.389957825181163717e-10, 1.332692228530138188e-09, 9.435651444375718424e-10, 1.312546505715825583e-09, 5.389957825181163717e-10, 9.637714804126531608e-10, 9.435651444375718424e-10, 8.376060533353559576e-10, 5.731966891117288786e-10, 1.305277493795405797e-09, 8.376060533353559576e-10, 8.345593296809206355e-10
1.931000000000000000e+03, 3.981681738843680337e-10, 1.156432728749767447e-09, 6.081535643459664597e-10, 1.135690872038399865e-09, 3.981681738843680337e-10, 9.471005954115244541e-10, 6.081535643459664597e-10, 9.866326204445252292e-10, 6.680770470130198129e-10, 1.859150299410605305e-09, 9.866326204445252292e-10, 7.792580461177690922e-10
1.932000000000000000e+03, 6.096477686664178152e-10, 1.368566878528891249e-09, 9.592750156936321407e-10, 1.347797562106479047e-09, 6.096477686664178152e-10, 9.670079376803974598e-10, 9.592750156936321407e-10, 9.079945333762544071e-10, 6.646213324917147699e-10, 1.234569623624022576e-09, 9.079945333762544071e-10, 7.735417210525447388e-10
1.933000000000000000e+03, 4.748447619617692447e-10, 1.477975719105018348e-09, 7.834932127793253899e-10, 1.456513183555870647e-09, 4.748447619617692447e-10, 8.422488915796954361e-10, 7.834932127793253899e-10, 8.847371368368992488e-10, 6.224170497865834706e-10, 1.458054941220281684e-09, 8.847371368368992488e-10, 7.405163228993920086e-10
1.934000000000000000e+03, 4.761925460062291824e-10, 1.544653986135736874e-09, 1.057516769266408844e-09, 1.522275201858582978e-09, 4.761925460062291824e-10, 7.161211435293811667e-10, 1.057516769266408844e-09, 8.717413564130588558e-10, 6.118723347340235248e-10, 1.718420325129954672e-09, 8.717413564130588558e-10, 9.944639590283766514e-10
1.935000000000000000e+03, 5.901857204525874947e-10, 1.380352399487089326e-09, 8.847464565332529850e-10, 1.358020648447313780e-09, 5.901857204525874947e-10, 8.333939405407260312e-10, 8.847464565332529850e-10, 1.062078137934643855e-09, 5.380170484512193428e-10, 1.744295679972651809e-09, 1.062078137934643855e-09, 6.952153037252817715e-10
1.936000000000000000e+03, 4.791111749455859656e-10, 1.308862002065830003e-09, 8.558636900221083429e-10, 1.286765932550432912e-09, 4.791111749455859656e-10, 1.036448459312364383e-09, 8.558636900221083429e-10, 7.840028057924617395e-10, 5.673011243856790589e-10, 1.329829998705509023e-09, 7.840028057924617395e-10, 7.288000911811726526e-10
1.937000000000000000e+03, 3.234716033817722321e-10, 1.327584469310012605e-09, 9.193276043833762998e-10, 1.304820182851617505e-09, 3.234716033817722321e-10, 9.379894549106354767e-10, 9.193276043833762998e-10, 6.673448681131379240e-10, 6.069731385521766251e-10, 1.635292597558657948e-09, 6.673448681131379240e-10, 7.268298262807679010e-10
1.938000000000000000e+03, 5.712825492010740183e-10, 1.127094800946807020e-09, 1.112699564394220606e-09, 1.103695077655622313e-09, 5.712825492010740183e-10, 7.343623594808951583e-10, 1.112699564394220606e-09, 8.888525337937815610e-10, 6.396928934747687648e-10, 1.945914443671157305e-09, 8.888525337937815610e-10, 7.448134239224003743e-10
1.939000000000000000e+03, 5.386696756434542464e-10, 1.200920133095779882e-09, 8.570474417152684190e-10, 1.177086703765319839e-09, 5.386696756434542464e-10, 1.249688182228253356e-09, 8.570474417152684190e-10, 9.811296653163564236e-10, 6.602694941347293334e-10, 1.595532426267653377e-09, 9.811296653163564236e-10, 8.855203741524816778e-10
1.940000000000000000e+03, 4.739151006745410181e-10, 1.257406905788861542e-09, 9.510717072652106882e-10, 1.233190669282288309e-09, 4.739151006745410181e-10, 8.343537930278958181e-10, 9.510717072652106882e-10, 6.774810140306009781e-10, 6.562387190478257647e-10, 1.374561123336901064e-09, 6.774810140306009781e-10, 8.925142444423515795e-10
1.941000000000000000e+03, 5.145936342461442328e-10, 1.286539166277499897e-09, 9.364936320552832380e-10, 1.259082412877041024e-09, 5.145936342461442328e-10, 1.188754014078568001e-09, 9.364936320552832380e-10, 1.117854306376071682e-09, 5.977360965548830596e-10, 1.454372149767533376e-09, 1.117854306376071682e-09, 9.697306244961914959e-10
1.942000000000000000e+03, 5.400769691682862372e-10, 1.060955649016412235e-09, 1.064997010245094506e-09, 1.031309421997740575e-09, 5.400769691682862372e-10, 1.264260545785429688e-09, 1.064997010245094506e-09, 1.508004472857714238e-09, 6.332794085574151757e-10, 1.242569621613238090e-09, 1.508004472857714238e-09, 1.016052895784386211e-09
1.943000000000000000e+03, 4.938753918547150125e-10, 1.186388552021961352e-09, 8.505367012225668697e-10, 1.155186244500474046e-09, 4.938753918547150125e-10, 7.560758423520901567e-10, 8.505367012225668697e-10, 9.943384068382289266e-10, 6.584195827029921265e-10, 1.326703080335451360e-09, 9.943384068382289266e-10, 9.324264314785068396e-10
1.944000000000000000e+03, 5.126703058221776824e-10, 1.315524340382736801e-09, 8.487685920859629566e-10, 1.282360911238087572e-09, 5.126703058221776824e-10, 9.213829932544199648e-10, 8.487685920859629566e-10, 1.031177621562728945e-09, 6.563534806706884898e-10, 2.028168210514558170e-09, 1.031177621562728945e-09, 8.229122917825636432e-10
1.945000000000000000e+03, 4.762842922126633839e-10, 1.445562177562379294e-09, 1.060623058614402978e-09, 1.411395657738923311e-09, 4.762842922126633839e-10, 1.467344313594965603e-09, 1.060623058614402978e-09, 9.229969082632878834e-10, 6.225365624578217949e-10, 1.204967039040456918e-09, 9.229969082632878834e-10, 9.825408630768801706e-10
1.946000000000000000e+03, 5.406789141260497310e-10, 1.359973055889865053e-09, 1.052456418758963431e-09, 1.323930595927708349e-09, 5.406789141260497310e-10, 9.721645341842912652e-10, 1.052456418758963431e-09, 1.495142994251463038e-09, 6.485721854764387433e-10, 1.397215870344765846e-09, 1.495142994251463038e-09, 9.105142000387066625e-10
1.947000000000000000e+03, 4.603026905268661689e-10, 1.303062122919581721e-09, 9.609437726556108668e-10, 1.266072198417152293e-09, 4.603026905268661689e-10, 9.080494380434247912e-10, 9.609437726556108668e-10, 1.055748501275292823e-09, 6.138278614939022682e-10, 1.484580687635584692e-09, 1.055748501275292823e-09, 8.570593502683703076e-10
1.948000000000000000e+03, 4.485407096259643259e-10, 1.199523661862297658e-09, 9.215184877789005616e-10, 1.162275107937221010e-09, 4.485407096259643259e-10, 1.168219675495872468e-09, 9.215184877789005616e-10, 1.395035245712522820e-09, 6.492234325894268021e-10, 1.144329357157042439e-09, 1.395035245712522820e-09, 8.297014969320387049e-10
1.949000000000000000e+03, 4.833168079130018061e-10, 1.301310042548117985e-09, 8.369876009920286942e-10, 1.263260087795091995e-09, 4.833168079130018061e-10, 9.902745528977927047e-10, 8.369876009920286942e-10, 1.448564993543885461e-09, 6.318127304942288092e-10, 9.904443516915201275e-10, 1.448564993543885461e-09, 9.271516351255857583e-10
1.950000000000000000e+03, 6.679599265990457075e-10, 1.274597723869522471e-09, 8.900010740509540308e-10, 1.235738811276148801e-09, 6.679599265990457075e-10, 1.024093072979220795e-09, 8.900010740509540308e-10, 1.082125428634550604e-09, 6.607595633265998970e-10, 1.497247337270278661e-09, 1.082125428634550604e-09, 8.804398272840741360e-10
1.951000000000000000e+03, 4.939497718011026981e-10, 1.197484476456296203e-09, 9.752708148357327820e-10, 1.157493578640707463e-09, 4.939497718011026981e-10, 1.257506077989457124e-09, 9.752708148357327820e-10, 1.322931191981013430e-09, 6.875991809298961278e-10, 1.494240397194860480e-09, 1.322931191981013430e-09, 9.067604453301216787e-10
1.952000000000000000e+03, 5.791369194954497685e-10, 9.405077909382628734e-10, 1.065617650538837820e-09, 8.999730685647110169e-10, 5.791369194954497685e-10, 9.076044687533406997e-10, 1.065617650538837820e-09, 1.156837879394122022e-09, 6.571602955530794317e-10, 1.202794786830673589e-09, 1.156837879394122022e-09, 1.042009991994491027e-09
1.953000000000000000e+03, 4.592569641361297898e-10, 1.317775305290608242e-09, 1.030855883751941689e-09, 1.276160125624178811e-09, 4.592569641361297898e-10, 8.558059454959468841e-10, 1.030855883751941689e-09, 9.592998257761912683e-10, 6.377564169691397746e-10, 1.431560388589951787e-09, 9.592998257761912683e-10, 9.338378861769892357e-10
1.954000000000000000e+03, 5.719772140477453621e-10, 1.248922078471773919e-09, 8.156725519886592624e-10, 1.207326849681636624e-09, 5.719772140477453621e-10, 8.631188283579066623e-10, 8.156725519886592624e-10, 1.067410329281264585e-09, 6.299809084081148483e-10, 9.428018621330102220e-10, 1.067410329281264585e-09, 9.900039893971037069e-10
1.955000000000000000e+03, 4.814606406798169051e-10, 1.084596125110847334e-09, 9.911227925471062472e-10, 1.042255005874656910e-09, 4.814606406798169051e-10, 1.280055931022974355e-09, 9.911227925471062472e-10, 9.722116605994737626e-10, 6.388893432220500622e-10, 1.290090522710919517e-09, 9.722116605994737626e-10, 7.688148179615322062e-10
1.956000000000000000e+03, 3.733726430288043220e-10, 1.096107608834737390e-09, 1.065202741868646093e-09, 1.052575490776113034e-09, 3.733726430288043220e-10, 9.845891320437697959e-10, 1.065202741868646093e-09, 6.527950130312387802e-10, 6.515141371375482043e-10, 1.116150560612913878e-09, 6.527950130312387802e-10, 7.019853633128843909e-10
1.957000000000000000e+03, 4.638526414885262772e-10, 1.133911278344371928e-09, 9.392956724300713492e-10, 1.090042623253185936e-09, 4.638526414885262772e-10, 8.184903034486979803e-10, 9.392956724300713492e-10, 1.219699296504361636e-09, 6.976132092888284313e-10, 1.156200480296520537e-09, 1.219699296504361636e-09, 6.250146415978666361e-10
1.958000000000000000e+03, 5.420316339138755454e-10, 1.017665447246900205e-09, 8.858704684363938132e-10, 9.729310566613671501e-10, 5.420316339138755454e-10, 5.224099891748944891e-10, 8.858704684363938132e-10, 1.106251444504607844e-09, 7.140992825014897563e-10, 1.151253971544524703e-09, 1.106251444504607844e-09, 7.742976785897369910e-10
1.959000000000000000e+03, 4.786115868252450487e-10, 1.003804800831694193e-09, 1.016830078313796910e-09, 9.587315156130558990e-10, 4.786115868252450487e-10, 8.919488714928752392e-10, 1.016830078313796910e-09, 9.810210155461427554e-10, 6.628230381509158984e-10, 1.349486055431451580e-09, 9.810210155461427554e-10, 8.172492844307545323e-10
1.960000000000000000e+03, 4.489435378868345737e-10, 9.386226211378805063e-10, 8.213554745109847286e-10, 8.938741346953096245e-10, 4.489435378868345737e-10, 1.307101647763180450e-09, 8.213554745109847286e-10, 7.552816449913095254e-10, 6.385627505129976289e-10, 1.440214441912381256e-09, 7.552816449913095254e-10, 8.470157865565336529e-10
1.961000000000000000e+03, 3.940627153347656073e-10, 1.223180895617521620e-09, 6.281740748341205804e-10, 1.180343244064708702e-09, 3.940627153347656073e-10, 9.639643750936382902e-10, 6.281740748341205804e-10, 6.601565732189785709e-10, 6.697937827233706803e-10, 1.068506979650497221e-09, 6.601565732189785709e-10, 6.299095246298543598e-10
1.962000000000000000e+03, 4.345520893092554035e-10, 1.048158497910568620e-09, 1.089939995119319708e-09, 1.007036814824494656e-09, 4.345520893092554035e-10, 8.502320271608976744e-10, 1.089939995119319708e-09, 8.462173342215676413e-10, 5.792077032166412209e-10, 1.235749879307349851e-09, 8.462173342215676413e-10, 5.902183342994386964e-10
1.963000000000000000e+03, 5.584153057515434175e-10, 1.279810575707319377e-09, 9.928880990744389562e-10, 1.240172287279781954e-09, 5.584153057515434175e-10, 7.015859497598448650e-10, 9.928880990744389562e-10, 8.463260796060679759e-10, 6.514066963966317935e-10, 1.146850130654596807e-09, 8.463260796060679759e-10, 7.124704991724972788e-10
1.964000000000000000e+03, 3.534594027796409827e-10, 1.112701224738535934e-09, 1.182061547278584086e-09, 1.073747645960316462e-09, 3.534594027796409827e-10, 7.708101056543392601e-10, 1.182061547278584086e-09, 8.686507068362084365e-10, 6.398543157639084388e-10, 1.146182876951414762e-09, 8.686507068362084365e-10, 5.893117223385734038e-10
1.965000000000000000e+03, 4.969559225199095045e-10, 1.024016199361008120e-09, 1.055607236631364389e-09, 9.851147934780090568e-10, 4.969559225199095045e-10, 6.867932059808477865e-10, 1.055607236631364389e-09, 7.567480686537300343e-10, 7.463853739186087096e-10, 1.266968267908275470e-09, 7.567480686537300343e-10, 5.158133043901276331e-10
1.966000000000000000e+03, 5.223969431023430504e-10, 1.236024588985011352e-09, 7.805748558970881699e-10, 1.196596729800089983e-09, 5.223969431023430504e-10, 8.840107696426125301e-10, 7.805748558970881699e-10, 8.545018184025085145e-10, 7.203170440131115106e-10, 1.307400975939108235e-09, 8.545018184025085145e-10, 7.943645789900621722e-10
1.967000000000000000e+03, 4.550942425195392004e-10, 1.467338032624787945e-09, 7.582030492872619636e-10, 1.428180155037274715e-09, 4.550942425195392004e-10, 7.753218699782944944e-10, 7.582030492872619636e-10, 8.513047029040592796e-10, 6.778343248970357199e-10, 1.248668250751561675e-09, 8.513047029040592796e-10, 6.082981559251933567e-10
1.968000000000000000e+03, 4.099591739744619361e-10, 1.039427598672799727e-09, 9.801791420777460894e-10, 1.000056102285297741e-09, 4.099591739744619361e-10, 6.007755670903326195e-10, 9.801791420777460894e-10, 8.927262224948234550e-10, 6.463632438763580728e-10, 1.405063110584035115e-09, 8.927262224948234550e-10, 9.846852724197635022e-10
1.969000000000000000e+03, 4.613815469773688120e-10, 1.274644146628549688e-09, 9.515391839583730130e-10, 1.234191551432654418e-09, 4.613815469773688120e-10, 7.818642231516934893e-10, 9.515391839583730130e-10, 1.093633910980104514e-09, 6.857782417545608191e-10, 9.797004634779086166e-10, 1.093633910980104514e-09, 7.315851207664801648e-10
1.970000000000000000e+03, 4.143368543629160270e-10, 1.404348744418582097e-09, 7.625260939312429733e-10, 1.363075536645228815e-09, 4.143368543629160270e-10, 8.392986542508501184e-10, 7.625260939312429733e-10, 6.638036146906324838e-10, 7.537744692949526376e-10, 1.044083216006287061e-09, 6.638036146906324838e-10, 5.707265448613966526e-10
1.971000000000000000e+03, 3.765632715346089731e-10, 9.857454936911735448e-10, 9.593114558776614164e-10, 9.442500109550209259e-10, 3.765632715346089731e-10, 9.910197952196666760e-10, 9.593114558776614164e-10, 7.929925713796983232e-10, 7.199920992173482360e-10, 1.435274625005114223e-09, 7.929925713796983232e-10, 7.223354366012584447e-10
1.972000000000000000e+03, 5.278527637529109770e-10, 1.061588358595926863e-09, 7.536286911512324103e-10, 1.018614157186283298e-09, 5.278527637529109770e-10, 4.951744303612280602e-10, 7.536286911512324103e-10, 8.623713942286478759e-10, 6.354293196252729314e-10, 9.136076911240028565e-10, 8.623713942286478759e-10, 6.938469662668622240e-10
1.973000000000000000e+03, 4.371792472935705040e-10, 1.232521266296399797e-09, 9.591041671792563041e-10, 1.189874044672116228e-09, 4.371792472935705040e-10, 8.503769105910885846e-10, 9.591041671792563041e-10, 7.668767617513580615e-10, 7.389005459222080005e-10, 1.322885421085813972e-09, 7.668767617513580615e-10, 5.198824038973177122e-10
1.974000000000000000e+03, 4.060682085677404017e-10, 1.082298961448622583e-09, 1.011396715223761030e-09, 1.039914733358495519e-09, 4.060682085677404017e-10, 8.531254161677084089e-10, 1.011396715223761030e-09, 7.810574604221313042e-10, 7.678294497489347144e-10, 1.419464504441151697e-09, 7.810574604221313042e-10, 7.807943457371837433e-10
1.975000000000000000e+03, 4.686201950667947528e-10, 1.657032760587764461e-09, 9.743639376566522376e-10, 1.614363052926403848e-09, 4.686201950667947528e-10, 8.484852140557846198e-10, 9.743639376566522376e-10, 9.147714650599303185e-10, 7.663797111549611098e-10, 1.240995835264657172e-09, 9.147714650599303185e-10, 6.955227902905232156e-10
1.976000000000000000e+03, 4.440783048700197113e-10, 9.803237211119145933e-10, 9.778894493840304975e-10, 9.368246950302022302e-10, 4.440783048700197113e-10, 1.161172818040553867e-09, 9.778894493840304975e-10, 8.582083949022720868e-10, 6.677906551730989672e-10, 1.179862621248287287e-09, 8.582083949022720868e-10, 5.931957055129986748e-10
1.977000000000000000e+03, 5.242384532481688623e-10, 1.261013487083632070e-09, 8.818881398224238938e-10, 1.218895290351198251e-09, 5.242384532481688623e-10, 7.793468621861202522e-10, 8.818881398224238938e-10, 7.905949935468879680e-10, 7.405669664904768748e-10, 1.450502148656355491e-09, 7.905949935468879680e-10, 6.566645249797704502e-10
1.978000000000000000e+03, 6.206955858995035115e-10, 1.093359964847712312e-09, 1.047303673614720861e-09, 1.051333890762996657e-09, 6.206955858995035115e-10, 7.295274689556061660e-10, 1.047303673614720861e-09, 7.579286530422751377e-10, 7.060504634432774790e-10, 1.218459498566116317e-09, 7.579286530422751377e-10, 8.763346650235788976e-10
1.979000000000000000e+03, 3.952204148031741765e-10, 1.112152229911621478e-09, 1.254670023846001546e-09, 1.069291463422862648e-09, 3.952204148031741765e-10, 8.148863665042628973e-10, 1.254670023846001546e-09, 8.447677835211538107e-10, 7.309825938586636072e-10, 1.396276166469352808e-09, 8.447677835211538107e-10, 7.123671303602244668e-10
1.980000000000000000e+03, 4.472484420077734804e-10, 1.380287732652501477e-09, 7.395360354462431883e-10, 1.336377668671040102e-09, 4.472484420077734804e-10, 7.359947038350561380e-10, 7.395360354462431883e-10, 9.446012222431714235e-10, 6.877865982327452804e-10, 1.038859787399332329e-09, 9.446012222431714235e-10, 6.728449394111175155e-10
1.981000000000000000e+03, 6.020197590261682486e-10, 1.237341716616902225e-09, 8.972970310553881605e-10, 1.192207349577430177e-09, 6.020197590261682486e-10, 9.494177902519708921e-10, 8.972970310553881605e-10, 8.704015103274269536e-10, 7.514870289092363844e-10, 1.114610333564461221e-09, 8.704015103274269536e-10, 5.639608145946593684e-10
1.982000000000000000e+03, 4.913146734491570924e-10, 1.166986805541834584e-09, 8.970909191209996391e-10, 1.121330515987784980e-09, 4.913146734491570924e-10, 7.538831640103661009e-10, 8.970909191209996391e-10, 6.889032177469291098e-10, 7.935826194427548408e-10, 1.428154033480755998e-09, 6.889032177469291098e-10, 7.624181460801172939e-10
1.983000000000000000e+03, 4.369306524197753412e-10, 1.261232132675876521e-09, 7.823065009766195596e-10, 1.216139612382360628e-09, 4.369306524197753412e-10, 9.689707714986057341e-10, 7.823065009766195596e-10, 7.211670132589410879e-10, 7.231439683806402513e-10, 1.829892137924289716e-09, 7.211670132589410879e-10, 7.605574440448245616e-10
1.984000000000000000e+03, 4.560489924994923709e-10, 1.455834048739295864e-09, 8.677323387740745355e-10, 1.410957086321571572e-09, 4.560489924994923709e-10, 7.895165051863681571e-10, 8.677323387740745355e-10, 6.744609405768915948e-10, 8.053169630471408185e-10, 1.168102118572734452e-09, 6.744609405768915948e-10, 7.524989070298904898e-10
1.985000000000000000e+03, 6.467651590256466671e-10, 1.468673409296320914e-09, 1.055163284067202647e-09, 1.422728343693438317e-09, 6.467651590256466671e-10, 8.334670427562556172e-10, 1.055163284067202647e-09, 8.179074038073084800e-10, 7.899331181680486009e-10, 1.134075088612096525e-09, 8.179074038073084800e-10, 6.617561905325071180e-10
1.986000000000000000e+03, 4.456150316536460194e-10, 1.087632535255796628e-09, 8.981517568968890364e-10, 1.040622433446182021e-09, 4.456150316536460194e-10, 9.769312298066243587e-10, 8.981517568968890364e-10, 7.605953704819632901e-10, 7.127108230697804172e-10, 1.023552013492620733e-09, 7.605953704819632901e-10, 6.642083602089665633e-10
1.987000000000000000e+03, 5.056793795208091881e-10, 1.521025861609096695e-09, 1.001099237170241710e-09, 1.473446370758732528e-09, 5.056793795208091881e-10, 8.992505016801649443e-10, 1.001099237170241710e-09, 8.422809167300281435e-10, 6.257288423569356310e-10, 9.888318232049028333e-10, 8.422809167300281435e-10, 5.349061798368171266e-10
1.988000000000000000e+03, 4.712434536397459471e-10, 1.214904222989180919e-09, 9.512311569152344566e-10, 1.166980526619034614e-09, 4.712434536397459471e-10, 7.982421601246892386e-10, 9.512311569152344566e-10, 9.000074337972357829e-10, 7.062850615316161682e-10, 1.138847615005759324e-09, 9.000074337972357829e-10, 7.532546442653676335e-10
1.989000000000000000e+03, 4.847471714494950712e-10, 1.008860293227205060e-09, 9.781740721912406085e-10, 9.605299323656969397e-10, 4.847471714494950712e-10, 4.882759183477310408e-10, 9.781740721912406085e-10, 7.679102165633311512e-10, 7.672155323913890828e-10, 1.039142155474670332e-09, 7.679102165633311512e-10, 7.225961255676630062e-10
1.990000000000000000e+03, 4.230620185655419364e-10, 1.401283937924302665e-09, 9.596222435138596146e-10, 1.352616627399942319e-09, 4.230620185655419364e-10, 1.263825395965947428e-09, 9.596222435138596146e-10, 7.293052416544500744e-10, 6.516920519594268645e-10, 9.789238796797219563e-10, 7.293052416544500744e-10, 5.570980399106556277e-10
1.991000000000000000e+03, 4.683611441369856718e-10, 9.553597341500934848e-10, 8.108431808080095276e-10, 9.055806557136226850e-10, 4.683611441369856718e-10, 6.781490193155045876e-10, 8.108431808080095276e-10, 6.528934811793984594e-10, 7.265735265110550700e-10, 1.466574193548245712e-09, 6.528934811793984594e-10, 6.882419095407466586e-10
1.992000000000000000e+03, 5.395290576527970990e-10, 1.302103231711737571e-09, 8.904234051086876881e-10, 1.252259091124435467e-09, 5.395290576527970990e-10, 6.120174730990766486e-10, 8.904234051086876881e-10, 8.577418393314183500e-10, 7.783609789921298586e-10, 1.592110986971057807e-09, 8.577418393314183500e-10, 8.913465000290206485e-10
1.993000000000000000e+03, 4.205404305949437413e-10, 1.321365271324533481e-09, 9.327309944210905456e-10, 1.271456655492875320e-09, 4.205404305949437413e-10, 7.710449704724701277e-10, 9.327309944210905456e-10, 6.619174182091891393e-10, 7.557436902508912372e-10, 9.062129916322850135e-10, 6.619174182091891393e-10, 6.131085016057797734e-10
1.994000000000000000e+03, 3.832518117627909994e-10, 1.141494210525805724e-09, 8.083965679350354619e-10, 1.090742945055848637e-09, 3.832518117627909994e-10, 7.313561185863527061e-10, 8.083965679350354619e-10, 6.722496654791991566e-10, 6.666043539804400447e-10, 1.102059590195783984e-09, 6.722496654791991566e-10, 6.010854498894626520e-10
1.995000000000000000e+03, 4.719682456516414236e-10, 1.351143898728438267e-09, 9.722500177497255719e-10, 1.300155688626911220e-09, 4.719682456516414236e-10, 7.338765562536595414e-10, 9.722500177497255719e-10, 7.291863576098623019e-10, 6.926349735703654972e-10, 1.003477053865044243e-09, 7.291863576098623019e-10, 7.246106756244974270e-10
1.996000000000000000e+03, 4.052017620028812024e-10, 1.561037981864098159e-09, 9.092479948716749223e-10, 1.509544620702637244e-09, 4.052017620028812024e-10, 9.936585472853595057e-10, 9.092479948716749223e-10, 8.585412481653724414e-10, 7.882458768500324231e-10, 1.147591670014126135e-09, 8.585412481653724414e-10, 5.808868590057290267e-10
1.997000000000000000e+03, 5.040915641299585132e-10, 1.106562608911052289e-09, 9.503121732451136551e-10, 1.055527217006857083e-09, 5.040915641299585132e-10, 6.496589103719271960e-10, 9.503121732451136551e-10, 7.676985413866366263e-10, 7.984176921709510969e-10, 1.269904953041747896e-09, 7.676985413866366263e-10, 6.403557243957522464e-10
1.998000000000000000e+03, 4.328307242381069096e-10, 1.298649321923702325e-09, 8.519747142122928798e-10, 1.245039171977197512e-09, 4.328307242381069096e-10, 6.224274408320154429e-10, 8.519747142122928798e-10, 6.756577217852383605e-10, 7.753431841547168029e-10, 1.150574342738885364e-09, 6.756577217852383605e-10, 6.768107317680205021e-10
1.999000000000000000e+03, 4.084507344254186718e-10, 1.455439496508343183e-09, 9.917663313508663498e-10, 1.402121791741748747e-09, 4.084507344254186718e-10, 8.077422872217235685e-10, 9.917663313508663498e-10, 6.817847724279976586e-10, 7.016389855067329068e-10, 1.237861751544355968e-09, 6.817847724279976586e-10, 6.517939165237783031e-10
2.000000000000000000e+03, 3.997900050917688578e-10, 1.987167695579203491e-09, 1.064788406896716489e-09, 1.933928845444702931e-09, 3.997900050917688578e-10, 6.379804595320164526e-10, 1.064788406896716489e-09, 1.086030709580069438e-09, 6.996231146095689205e-10, 1.414319392754610189e-09, 1.086030709580069438e-09, 7.000612060524477960e-10
2.001000000000000000e+03, 4.986264149360737436e-10, 1.168630225075860936e-09, 8.386507677085838803e-10, 1.115053522867772893e-09, 4.986264149360737436e-10, 8.256810557787369161e-10, 8.386507677085838803e-10, 7.065196283355820808e-10, 7.225439296881605610e-10, 1.354271631444992031e-09, 7.065196283355820808e-10, 5.885454896696663209e-10
2.002000000000000000e+03, 4.321490244451898018e-10, 1.359564053504622245e-09, 9.034376043066907283e-10, 1.306127473067300914e-09, 4.321490244451898018e-10, 9.318282708582946221e-10, 9.034376043066907283e-10, 8.542235953908056798e-10, 7.249829834445103014e-10, 1.095499909382795260e-09, 8.542235953908056798e-10, 4.751599273004216655e-10
2.003000000000000000e+03, 4.700670415355770123e-10, 1.014864758803421470e-09, 8.042922044418064465e-10, 9.607493353910771914e-10, 4.700670415355770123e-10, 6.179175260036572277e-10, 8.042922044418064465e-10, 8.402026657717233591e-10, 7.473149425380548793e-10, 9.479394002994134818e-10, 8.402026657717233591e-10, 5.920909855210525587e-10
2.004000000000000000e+03, 3.333875825153762621e-10, 1.258492216704658053e-09, 6.319958050450531324e-10, 1.203600318916590720e-09, 3.333875825153762621e-10, 8.636380507291915838e-10, 6.319958050450531324e-10, 5.679310034678474230e-10, 7.299676791396952684e-10, 1.350901363834209632e-09, 5.679310034678474230e-10, 6.961406728481103626e-10
2.005000000000000000e+03, 3.558941799658688809e-10, 1.264677725523102525e-09, 1.006592691908123409e-09, 1.208790064704061143e-09, 3.558941799658688809e-10, 8.373229712525083586e-10, 1.006592691908123409e-09, 7.534181904447511013e-10, 7.109785403610248078e-10, 2.231544974592703569e-09, 7.534181904447511013e-10, 6.466206986033254938e-10
2.006000000000000000e+03, 4.322421913454553130e-10, 1.320867256025565493e-09, 7.641584207086934716e-10, 1.266188254893803999e-09, 4.322421913454553130e-10, 8.901530598716975201e-10, 7.641584207086934716e-10, 9.592422086009606955e-10, 7.199569817296370932e-10, 1.065966503037068801e-09, 9.592422086009606955e-10, 7.416549082513607320e-10
2.007000000000000000e+03, 4.744846251048796001e-10, 1.468685986522521275e-09, 8.952114499993279160e-10, 1.414377436251441217e-09, 4.744846251048796001e-10, 1.015164251328420784e-09, 8.952114499993279160e-10, 9.549281940032757479e-10, 8.079551954561355845e-10, 9.520531456115345079e-10, 9.549281940032757479e-10, 5.278112910467870542e-10
2.008000000000000000e+03, 4.189549056285784435e-10, 1.393017175702122839e-09, 9.241503274802482913e-10, 1.338443548316804372e-09, 4.189549056285784435e-10, 6.225666333739430905e-10, 9.241503274802482913e-10, 1.019185594074216558e-09, 7.439565877763949894e-10, 1.487870748165798939e-09, 1.019185594074216558e-09, 5.980392608832533733e-10
2.009000000000000000e+03, 4.075158560402099645e-10, 1.319482166362440196e-09, 1.036977756038791713e-09, 1.264061888097044758e-09, 4.075158560402099645e-10, 7.679143638882533274e-10, 1.036977756038791713e-09, 9.326059873586376367e-10, 7.840092257330099521e-10, 1.275646068867135519e-09, 9.326059873586376367e-10, 6.378631019215204660e-10
