year, CESM2-WACCM, UKESM1-0-LL, MPI-ESM1-2-LR, MIROC-ES2L, GFDL-ESM4, CNRM-ESM2-1, CanESM5, CMCC-ESM2
1.960000000000000000e+03, -6.733280600505702370e-10, -3.077425905195192341e-10, -6.373855868644802868e-10, -3.076725550789325117e-10, 2.634119850087869073e-10, -6.670521908129708101e-10, -6.503930502802909831e-10, -1.462055877258461766e-10
1.961000000000000000e+03, -3.814634815347209614e-10, -3.126960520165192482e-10, -1.099196190954882073e-09, -9.242014015019635422e-10, -3.073214949415628646e-10, -1.440261592064389276e-10, -6.829258996155948221e-11, 1.652709860156713782e-11
1.962000000000000000e+03, -6.256427893439866749e-11, -9.412215825399004532e-10, -1.116507335456301283e-09, 1.845162876700497859e-11, 7.122241104970652682e-11, -6.433178043012298822e-12, 6.372492797581421545e-10, 2.046188388448961861e-10
1.963000000000000000e+03, -1.348561797047789456e-12, 2.051127111488725975e-11, 6.589416462582934874e-10, 4.727115530613220266e-10, -2.373625233217403108e-10, 7.974824998464268793e-10, 4.955209546603366609e-10, -4.183232749947613293e-10
1.964000000000000000e+03, -2.620483694071813476e-11, 1.142956674330808533e-09, 5.163169024815349885e-10, 5.721437007355486378e-10, 1.681648409299470695e-10, 9.593386685043228164e-10, -1.798865034961222934e-10, -3.541997563493517865e-10
1.965000000000000000e+03, 1.893414653079183463e-10, -5.639865557932339384e-10, -6.200630050338050866e-10, 1.300959986477628099e-10, 7.875305152316095247e-10, -4.078857281603417650e-10, -2.766368412391251126e-10, -5.618229472709024584e-11
1.966000000000000000e+03, -1.274243171926384629e-10, 7.868104934649048063e-10, -2.086673439422510124e-10, -2.857481904026071806e-10, 4.133207589293254358e-10, -2.745270668118153001e-10, -4.302412170704527986e-11, -1.046147772846811865e-10
1.967000000000000000e+03, 1.591854946577335801e-11, -3.438696191331642304e-10, -7.112152122502702178e-10, -9.443906515147623045e-11, -7.133382788154065658e-10, -7.446426824404575047e-10, -5.371713718078150684e-12, -4.304388313504875723e-11
1.968000000000000000e+03, 1.393115468290938900e-10, 3.196767845183629862e-11, -1.092041928495862193e-10, 4.767894448591507599e-10, 5.615332984405697867e-10, 2.283103696143337391e-10, 3.572933737907442016e-10, -2.964096424358213029e-10
1.969000000000000000e+03, 5.666635821439084346e-11, -3.350149208542468007e-10, 4.081015773792265262e-10, 1.802233303512146281e-10, -2.510749145467012170e-10, -1.408387307795230204e-10, 4.492386352373238158e-10, -5.391332469817158937e-11
1.970000000000000000e+03, -9.425589564614153221e-11, -4.275808544185136080e-10, -4.567271157855419992e-10, -1.170944046667143873e-10, -5.669672948562292923e-10, 6.241655249905392735e-10, 2.644755235621737947e-10, -2.693983034271539787e-10
1.971000000000000000e+03, -1.935916813304715874e-10, -2.833246797351377735e-10, 2.979028351690574563e-10, 1.940670746172731787e-10, 1.875006672169790932e-10, -1.759555698922260120e-10, 4.086301453181769241e-10, -2.538032757375149083e-10
1.972000000000000000e+03, 4.487739089224702155e-10, -5.281269869941834358e-11, -5.100739762089360488e-10, 3.881169087193148116e-10, -7.950974171296574862e-10, -5.648585332563595582e-10, 1.933929530412245192e-10, -6.020944362473713998e-11
1.973000000000000000e+03, -7.535114338213864814e-11, 4.300651158763870525e-10, -3.656484444943301445e-10, 3.602253442679522931e-10, -4.958212878835650008e-12, 1.945432978845645271e-10, -3.452366798385557844e-10, -7.072366770778910421e-11
1.974000000000000000e+03, -1.047999228708114264e-10, 6.251730615434231802e-10, -1.420348251779633719e-10, -1.019757867131985525e-10, -2.919483289129762267e-10, 1.868060079703205997e-10, -2.911442281277187288e-10, 2.447734091874192440e-10
1.975000000000000000e+03, 2.771099585158533869e-11, -5.661009024371073669e-10, -5.212606716933542128e-10, -4.492808702837732238e-10, -7.717966519919597199e-10, 3.020991045104603637e-10, 2.071510865171173076e-10, -5.605854034365071792e-10
1.976000000000000000e+03, -5.647306550855684169e-10, 2.986760241136847842e-10, 1.268559542912648137e-10, -1.729032075535074822e-10, 1.116112924133773580e-10, 2.234941511065867397e-10, 1.213283046086303047e-10, -5.180909434065374019e-11
1.977000000000000000e+03, 3.972255434765517793e-11, 6.323672601460528554e-10, -5.206874077044840816e-10, 5.909674975315276228e-10, 5.342833886233408270e-10, 2.762006421995035907e-10, -2.812703706640128216e-10, -1.500530557198177397e-10
1.978000000000000000e+03, 7.566729475480387029e-11, 5.044094582955916511e-10, 8.091092308512752396e-10, 4.133016643330573343e-10, 4.431787071076876695e-10, 9.371567154969889773e-10, 2.576018056319981924e-10, 3.548032666003251441e-11
1.979000000000000000e+03, 1.733449794131130014e-10, -4.825621345411119750e-10, 4.743771585157721812e-10, 3.904530298204218654e-10, 3.094177287641812800e-10, -1.227755619377195800e-10, 4.180136647888035500e-10, -4.133333606592857313e-10
1.980000000000000000e+03, 1.567430104146882453e-10, -8.397467648912398716e-11, -7.158895014508109381e-10, -2.709479141315282798e-11, -2.245890883379021043e-10, -8.362285112173334250e-11, 1.747515479384247586e-10, 8.046801656401251863e-11
1.981000000000000000e+03, -3.814343922862609441e-10, -2.145855569333964444e-10, 2.450454787045351475e-10, -3.571783924799177355e-10, -5.221912244822103834e-10, -2.975085650002959828e-11, -6.098144768558070178e-11, -3.205995359653442345e-10
1.982000000000000000e+03, 4.556508948903789534e-11, -4.338236710988293299e-10, 1.096483029733936918e-09, 5.589049892965287994e-10, -2.287553751780837328e-10, 1.944127960241954617e-10, -2.411621619616818581e-10, -5.875228340671411373e-10
1.983000000000000000e+03, 8.194556128419828353e-12, -1.156186806668948763e-10, 2.542259043811266448e-10, 9.275442726882835143e-10, 5.775526832164903461e-10, -9.249907762735407236e-12, 1.706290272102291647e-10, 1.159186256623917330e-10
1.984000000000000000e+03, 1.656384021681220339e-10, -5.116929703141625904e-10, -2.349236027370987309e-10, 6.991818900866780867e-10, 3.701983039073448906e-10, 5.538969232938824687e-10, 3.659821430326680656e-10, -3.850423068903402038e-11
1.985000000000000000e+03, 1.138061255010048000e-10, 4.501421663509084521e-10, -8.701677048379673300e-10, -1.271073794883874994e-10, -5.001891638662166310e-10, 9.061370132805780992e-11, 1.288627033589237469e-10, -2.297436986104329792e-10
1.986000000000000000e+03, -1.362683699435614806e-10, 1.725479479565212085e-10, -7.986704806414385105e-10, -3.338991403823409993e-11, 3.824665539191132517e-10, 1.774854215604657744e-11, 5.054717728200585122e-10, -3.338165100938035276e-10
1.987000000000000000e+03, -4.264955382994064271e-12, 1.387534514500866208e-10, -4.851930606451903726e-10, 7.349382820776170719e-10, -5.267826220345951655e-10, 1.231985763650271048e-10, 5.081345429461502056e-10, -1.665923871188607858e-11
1.988000000000000000e+03, 7.470353465036920156e-11, 5.021223412488018091e-10, 3.734510683372276381e-10, 5.715956997241750172e-10, 1.723524130440719455e-10, 3.688253085525112707e-10, 4.196965172527029353e-10, -3.952542910627659291e-10
1.989000000000000000e+03, 5.791179594808091004e-10, -2.558220077256246796e-10, 9.668770520055535397e-10, 7.527675529604384892e-10, 2.993684059210315937e-10, 4.450929538287813393e-11, 7.569529792764951120e-12, -2.008260631293490257e-10
1.990000000000000000e+03, -5.292107131003450396e-10, -6.022612956219307629e-10, 6.619407459833530370e-10, 3.101580474648217458e-10, -5.721652659622383206e-10, 8.553414825216143870e-11, 2.864234390679118443e-10, -2.308667845365883974e-10
1.991000000000000000e+03, 2.461797245916955712e-10, 4.819875478674294831e-10, -6.561140191794521971e-12, -2.950093075092740019e-10, 2.403051359395151628e-10, -2.017366019481490711e-10, 1.661591766704289952e-10, -9.847427350028456165e-11
1.992000000000000000e+03, 3.586813008692882901e-10, 4.325781895626436276e-10, -9.139161074507392115e-11, 4.823770727909905387e-10, 3.808018152205780892e-10, 7.457508694325621468e-10, 4.965886388270044134e-10, -3.920026450772845044e-10
1.993000000000000000e+03, 5.827768051751443150e-11, 5.571476950069995544e-10, -5.412897111455276368e-10, 8.737900770172490427e-10, 8.540151053974654797e-10, 6.238366768277951124e-11, 1.001836364300775300e-09, -4.962439380803560685e-10
1.994000000000000000e+03, 2.083521809442793257e-10, 1.730620866890573641e-11, 2.757010302826476947e-10, 8.973952872190688569e-10, 4.756095118024966206e-10, -2.932332912113449808e-11, 4.520085614444531529e-10, -1.659692411068270847e-10
1.995000000000000000e+03, 2.451695767096999815e-10, 2.233173671185873489e-10, 1.211156182690471246e-09, 1.356989404817746646e-10, 5.435884787312535567e-10, 3.422790770036961369e-10, 3.612137326281561959e-10, -3.470115554343470321e-10
1.996000000000000000e+03, -3.320900136860334740e-10, -8.180937118423738968e-10, 2.789992958700372339e-10, -1.427844715935890464e-10, 5.301439707411213055e-11, 3.276559127723166191e-10, 7.004519952556890658e-10, -5.759504208637633947e-11
1.997000000000000000e+03, 3.291121416583017932e-10, -7.796438279838970376e-11, -5.303147143282747647e-10, -4.326709972981295840e-10, 6.914121825938055351e-10, 1.514589214226275424e-10, 3.806064467196522203e-10, -2.011372863066296880e-10
1.998000000000000000e+03, 2.864599567957412474e-10, -1.307173616255207516e-09, -4.217029855330300808e-10, 3.618229276239748422e-10, -5.939973642176628628e-12, -1.884675655241391755e-10, 7.340211044278464859e-10, -6.383816317266919860e-11
1.999000000000000000e+03, 7.639429093337713771e-11, 7.938672719141851778e-10, -3.996237145309713425e-10, 6.231716001581405167e-10, -2.860910130094657259e-11, 3.212696243253070856e-10, 5.833055674312145330e-10, 3.071155494333650194e-11
2.000000000000000000e+03, 1.513909130151637559e-10, 2.916898386289762728e-10, 5.439446245242247484e-10, 5.275166920845597607e-10, -8.063966501081112591e-10, 6.269626877015344164e-11, -1.780971135559627123e-10, -2.563260059238980039e-10
2.001000000000000000e+03, -3.664943126658704286e-11, 6.915236660941014010e-11, 9.435561540494182379e-10, 2.318913995904670603e-10, -3.271726222714393901e-11, -6.903307120579054149e-10, 4.617738259729173027e-10, -2.516529932935850826e-10
2.002000000000000000e+03, -3.826033784698557784e-11, -5.452214102975890612e-10, 5.182346263934578142e-10, 2.029506624524056420e-10, -3.377668085317837978e-10, 4.603952218165633699e-10, 6.136807740068003181e-11, -3.672929921811852803e-10
2.003000000000000000e+03, 3.211814988950977710e-10, 4.772854593705302914e-10, 6.089245436306160757e-11, 5.177729119613938136e-10, 7.089047200810013902e-10, -4.680866232871246834e-10, 3.161702757177249615e-10, -1.955538789998768367e-10
2.004000000000000000e+03, -6.153706919092284588e-11, -3.506373759867317396e-10, -1.019485222001998036e-10, -3.387412921236288706e-10, -7.092079930523087799e-10, 1.434329868573015617e-10, 2.519553576477624525e-10, -1.385754589548712459e-10
2.005000000000000000e+03, 3.796304197657524239e-11, 2.064936936006811207e-10, 1.002277896085591017e-09, -4.576640160793022103e-10, 4.485968324760644022e-11, 5.024520399004603378e-10, -1.227845032395050119e-10, -3.293025861316606542e-10
2.006000000000000000e+03, 9.683873336751529664e-11, 8.116130196389908392e-10, 7.608076498216756359e-10, 2.872911665783947844e-10, 5.359705729903112848e-10, -3.247234964826538318e-10, 6.916446478076629786e-10, -3.441979231614068556e-10
2.007000000000000000e+03, -2.113346311139256211e-10, 4.631180610618868984e-10, -1.366415183181210136e-10, 7.000896631208811524e-10, -8.618661494260567570e-10, 6.438112627758402932e-10, 8.955237773758473759e-10, 4.442752846802350474e-11
2.008000000000000000e+03, 5.427278777859860667e-10, -2.723610098696361077e-10, -1.337590875645793914e-10, 4.393873868489818340e-10, -1.223832390064763949e-10, 5.366683025442727798e-10, 5.803377480831427167e-10, -3.394490378951520416e-10
2.009000000000000000e+03, 1.692223341291679247e-10, -6.975522595963021246e-10, 2.548450481504173031e-10, 4.978531233289734179e-10, -2.439463196303807702e-10, 2.319438649639030054e-10, 3.831654912156560103e-10, -1.080736848029473891e-10
2.010000000000000000e+03, -5.472762088228362126e-11, -4.642813877090669025e-10, 6.393919816719992304e-10, -7.511000358450580249e-10, 4.155271789234425396e-10, -3.078628081154589323e-11, -2.817025816198378440e-10, -1.255091350126712822e-10
2.011000000000000000e+03, -3.946481772458388566e-10, -1.008760749597969001e-11, -3.930274383074089759e-10, 1.502290890025431848e-10, 4.225062380767391317e-10, -5.444294137223250699e-10, 3.574902540363578216e-10, -1.787954917058929358e-10
2.012000000000000000e+03, 1.107297417065639541e-10, 5.217912930017304670e-10, 1.612928457063316969e-11, 2.683703854848947055e-10, -6.273653868394024514e-10, 8.012154510150967614e-11, 7.615162863306428179e-10, 1.568636195697516309e-11
2.013000000000000000e+03, 2.594359394193547724e-10, 7.718240045586768952e-10, 1.277686446396955588e-10, 6.679693861221092446e-10, -5.071942338710433536e-10, -3.297032399200315378e-12, 1.817508744587828470e-10, -1.229523733611537949e-10
2.014000000000000000e+03, 3.057469582791819540e-10, 3.255775103702424739e-10, -1.012545951066217803e-10, 2.074442359784299980e-10, 2.486644612375096171e-10, 3.042226637839660121e-10, -3.131481567804268595e-10, -3.022213770622543152e-10
