year, IPSL-CM6A-LR, INM-CM5-0, NorESM2-MM, CMCC-CM2-SR5, TaiESM1, UKESM1-0-LL, NorESM2-LM, CanESM5, INM-CM4-8, CNRM-ESM2-1, MPI-ESM1-2-LR, EC-Earth3-Veg, GFDL-ESM4, MIROC-ES2L, ACCESS-ESM1-5, CESM2-WACCM
1.971000000000000000e+03, 2.659671243269362151e+01, 3.453640719079987775e+01, 1.850465488067547781e+01, 1.611795510279586097e+01, 2.847522464258951302e+01, 2.027290401319971735e+01, 1.652382709798859395e+01, 3.168142284884736526e+01, 3.077809920090270523e+01, 1.670749800526719753e+01, 2.536239767026466296e+01, 2.684980986389852831e+01, 2.233714172806171305e+01, 2.225516101875912156e+01, 2.761308821191317264e+01, 2.060170213898134506e+01
1.972000000000000000e+03, 2.547063669790411566e+01, 3.357764612785827296e+01, 1.833464987212055775e+01, 1.691485968104550963e+01, 2.647004835488316488e+01, 2.129205704891579032e+01, 1.686452335595531693e+01, 3.125657762822192609e+01, 3.007806204721779153e+01, 1.408275986764690657e+01, 2.525835551253876687e+01, 2.791263851896079373e+01, 2.073068410945950291e+01, 2.247385051307033166e+01, 2.794506076702421637e+01, 2.168645044217240070e+01
1.973000000000000000e+03, 2.630910806050071571e+01, 3.474211839496318532e+01, 1.767834117009946127e+01, 1.648929136597847744e+01, 2.690897408530654644e+01, 2.221603076562615442e+01, 1.711691810359100785e+01, 3.131201357294159848e+01, 3.059917670174235482e+01, 1.707875679397291790e+01, 2.465029126424575168e+01, 2.714390596043271486e+01, 2.179639690555149301e+01, 2.270853507664739013e+01, 2.722794409148720263e+01, 2.185541721035878737e+01
1.974000000000000000e+03, 2.500997043504915851e+01, 3.342992464934845742e+01, 1.759338941062407713e+01, 1.604973251215298902e+01, 2.786694378840826758e+01, 2.169844691874887133e+01, 1.646835912742025343e+01, 3.166644206586580523e+01, 2.893639777633235610e+01, 1.657034885644097955e+01, 2.459379149101588524e+01, 2.730866333339865193e+01, 2.102955058446052661e+01, 2.247976430540735038e+01, 2.665213744215943592e+01, 2.101992674308222320e+01
1.975000000000000000e+03, 2.524553909322031942e+01, 3.230001046053930480e+01, 1.796024135546590372e+01, 1.553896514212824620e+01, 2.728833167471021426e+01, 1.919091956405041444e+01, 1.678492296903183956e+01, 3.194921099354754190e+01, 3.081795630940955633e+01, 1.666075187370325850e+01, 2.432640232475258912e+01, 2.683021810686009800e+01, 2.103280502414019892e+01, 2.241729568318091381e+01, 2.724870393955370318e+01, 2.113788455557214263e+01
1.976000000000000000e+03, 2.574288004267316055e+01, 3.197160630263984160e+01, 1.762314025748640844e+01, 1.641405032825384680e+01, 2.811081825849336369e+01, 2.141321907936554680e+01, 1.660063047328843666e+01, 3.167418188456254313e+01, 3.173011767211596634e+01, 1.757431362725752422e+01, 2.544090597205345361e+01, 2.790322956451307235e+01, 2.147156070645737458e+01, 2.237168366388936747e+01, 2.814333081130980574e+01, 1.976802007960314000e+01
1.977000000000000000e+03, 2.701444171473885447e+01, 3.367161482550651641e+01, 1.831813832373268269e+01, 1.609406428857288063e+01, 2.598015281163933210e+01, 2.479179713868862933e+01, 1.688694902057367031e+01, 3.154274816135422910e+01, 2.931858004349804858e+01, 1.693520931019415698e+01, 2.465820102300199324e+01, 2.749088243622226102e+01, 2.276270871426062214e+01, 2.276356395844585734e+01, 2.762759467960485793e+01, 2.076200598824449273e+01
1.978000000000000000e+03, 2.614283193409008987e+01, 3.498086991799152656e+01, 1.840621637414018252e+01, 1.657238213556496831e+01, 2.500609279284485353e+01, 2.374708385731160476e+01, 1.681573823608416518e+01, 3.253787894828126781e+01, 3.075457510221117019e+01, 1.969244658894388422e+01, 2.666350764430731957e+01, 2.952652924229395381e+01, 2.304707193949112920e+01, 2.279706336672698797e+01, 2.835769884358295556e+01, 2.091722747080948963e+01
1.979000000000000000e+03, 2.625790671028738288e+01, 3.293049669075711705e+01, 1.825702167386207009e+01, 1.600444152541610876e+01, 2.712536043465143010e+01, 2.019775352164093718e+01, 1.722731919300512615e+01, 3.206147694972129614e+01, 3.001703447457816409e+01, 1.774138878259947205e+01, 2.714590962494464677e+01, 2.639460183657836367e+01, 2.316533058330541550e+01, 2.305636138970036697e+01, 2.824299363507934046e+01, 2.146225330567605738e+01
1.980000000000000000e+03, 2.727040447860634842e+01, 3.390040966359099883e+01, 1.850248727119764780e+01, 1.644133253468392653e+01, 2.850850658431710727e+01, 2.100291603161860010e+01, 1.700336065765065285e+01, 3.221113535998645006e+01, 3.052392132254414747e+01, 1.602284922340247775e+01, 2.579370647884561407e+01, 2.832333315992310929e+01, 2.225053419507700880e+01, 2.288267677010870216e+01, 2.675982142735269420e+01, 2.192562829906350075e+01
1.981000000000000000e+03, 2.834092686615432655e+01, 3.317545518448920916e+01, 1.764622824860203920e+01, 1.689218413197172808e+01, 2.555156760676604577e+01, 2.210084832471615357e+01, 1.684143221341853547e+01, 3.188972679097681606e+01, 2.896389610564630956e+01, 1.655734774638882101e+01, 2.677286318058573400e+01, 2.776294599136840802e+01, 2.156817056868984039e+01, 2.262815075277490706e+01, 2.732844602862186889e+01, 2.094302739752791354e+01
1.982000000000000000e+03, 2.679375575314339386e+01, 3.572382978810072984e+01, 1.824314331571872572e+01, 1.607853731272982500e+01, 2.614639300292493118e+01, 2.013776945021185583e+01, 1.598813903460626484e+01, 3.200759260909637760e+01, 2.955472415509925099e+01, 1.680435478133233218e+01, 2.848430515573013011e+01, 2.828041977125604944e+01, 2.155550168171609826e+01, 2.301190645917425570e+01, 2.763479142656809984e+01, 2.098509702910692809e+01
1.983000000000000000e+03, 2.689366151687916684e+01, 3.290101783936661661e+01, 1.852657530947248432e+01, 1.608056310131241062e+01, 2.712215392473191500e+01, 2.143076334709745012e+01, 1.585782458099231818e+01, 3.200889743664733800e+01, 2.998838513738911971e+01, 1.604589235384673174e+01, 2.742936332570933544e+01, 2.698336435173199277e+01, 2.272495949111254987e+01, 2.329310526518526459e+01, 2.768503705665315096e+01, 2.078297127277599188e+01
1.984000000000000000e+03, 2.651740982994114759e+01, 3.363161864433482151e+01, 1.905414143610981270e+01, 1.606489686048997001e+01, 2.794777840086053899e+01, 2.061868659411681648e+01, 1.620625154420197944e+01, 3.278177686937219448e+01, 3.056129424619297197e+01, 1.838643612187629373e+01, 2.656520066960496251e+01, 2.844474880930319216e+01, 2.324961323183470441e+01, 2.376845153141929501e+01, 2.785679650538312302e+01, 2.159315416821602795e+01
1.985000000000000000e+03, 2.761902207119445407e+01, 3.293337139565621641e+01, 1.877788849102299196e+01, 1.667697506918630523e+01, 2.526895515828835670e+01, 2.194585420067521753e+01, 1.650956920398778749e+01, 3.245730832778955488e+01, 3.071219964157950955e+01, 1.822394258261170208e+01, 2.461662147105618814e+01, 2.814899289044916131e+01, 2.210513327445858422e+01, 2.334873372300548411e+01, 2.877843264497157350e+01, 2.199694067335181202e+01
1.986000000000000000e+03, 2.682856675410080527e+01, 3.531479996929228804e+01, 1.923053852679197107e+01, 1.662549055511394158e+01, 2.670465290443799233e+01, 2.189254225493919748e+01, 1.610528231672829946e+01, 3.246443778773584654e+01, 3.172972862070776401e+01, 1.704748592645968586e+01, 2.416471514010808974e+01, 2.912092248778260384e+01, 2.304974061521050999e+01, 2.327732410313201328e+01, 2.896587552855054781e+01, 2.152207265134414627e+01
1.987000000000000000e+03, 2.616098502275833937e+01, 3.475727018182286088e+01, 1.896568689221900783e+01, 1.647374998165510718e+01, 2.735622459953816588e+01, 2.151997954379113054e+01, 1.727605403632095360e+01, 3.325357035244257986e+01, 3.087802913272846439e+01, 1.759640308109113249e+01, 2.488641335370311580e+01, 2.789663956591665439e+01, 2.208895277239975741e+01, 2.343046471103385286e+01, 2.908578179935548036e+01, 2.100218884228587513e+01
1.988000000000000000e+03, 2.658806889849014254e+01, 3.474992940893972104e+01, 1.844517972530093886e+01, 1.626933309105323744e+01, 2.789963607164215276e+01, 2.305679589501879789e+01, 1.647171388635466016e+01, 3.333102042188908598e+01, 2.989430519313654244e+01, 1.838744957655335099e+01, 2.610550771813243287e+01, 2.839186885497846902e+01, 2.259856673586566700e+01, 2.346133245307519033e+01, 2.842926738728843006e+01, 2.085468511646586620e+01
1.989000000000000000e+03, 2.845447941354910171e+01, 3.452890495426471773e+01, 1.888549534078574155e+01, 1.647307483291852748e+01, 2.801105167271075658e+01, 2.087724068961034618e+01, 1.671030123133425960e+01, 3.264781154344359493e+01, 3.023454485251982149e+01, 1.771100473394942654e+01, 2.812934502041178675e+01, 2.761676943591603717e+01, 2.255546340979152475e+01, 2.387103560026366011e+01, 2.761004689362677311e+01, 2.222801970219278545e+01
1.990000000000000000e+03, 2.799293810022765783e+01, 3.545070166296827807e+01, 1.868686241303580076e+01, 1.714496116496863465e+01, 2.869160980115859516e+01, 2.023598077077101465e+01, 1.744305876058498939e+01, 3.295642517638887625e+01, 3.256886636726136430e+01, 1.757120302602825390e+01, 2.827730887875779331e+01, 2.901562478155702962e+01, 2.178739965958931890e+01, 2.390712109836051980e+01, 2.819801871045043740e+01, 2.092260866664093300e+01
1.991000000000000000e+03, 2.747758315861196010e+01, 3.669520878248218310e+01, 1.927827547725947710e+01, 1.628931502315135660e+01, 2.830564117548918546e+01, 2.334818280664173784e+01, 1.692836283044651324e+01, 3.271609233751151180e+01, 3.263986732847382655e+01, 1.624432129404652159e+01, 2.758801311777785514e+01, 2.827012305551274096e+01, 2.247679513307200239e+01, 2.351839379667260843e+01, 2.883902758087961260e+01, 2.153709594301086838e+01
1.992000000000000000e+03, 2.679723564429410487e+01, 3.543420511899057601e+01, 1.961804496953434906e+01, 1.693561532592094210e+01, 2.679592614592870348e+01, 2.085350400791917025e+01, 1.623240851033211740e+01, 3.357049783994640535e+01, 3.289708621838170188e+01, 1.867143140745013952e+01, 2.643227229682046087e+01, 2.861966201038293534e+01, 2.276787100082632520e+01, 2.334132573674591526e+01, 2.888691989154925821e+01, 2.175916755599499552e+01
1.993000000000000000e+03, 2.782158371578346134e+01, 3.423816993812592102e+01, 1.975906379263857104e+01, 1.683462456859107448e+01, 2.763427791258504129e+01, 2.396449820584721024e+01, 1.772643694379238610e+01, 3.354931001109308397e+01, 3.280919197075571248e+01, 1.743675682864713394e+01, 2.513353013443914108e+01, 2.864502235469112890e+01, 2.362605485514324144e+01, 2.377748827977563550e+01, 2.912914228395654348e+01, 2.179052855591930182e+01
1.994000000000000000e+03, 2.817657639464141894e+01, 3.715992719371822517e+01, 1.965868510179799244e+01, 1.685635083491539277e+01, 2.873528872827199976e+01, 2.366417624128239439e+01, 1.789690734626230295e+01, 3.330382220977119090e+01, 3.510861126894985773e+01, 1.665260121164103779e+01, 2.715249787034896300e+01, 2.847151261681852219e+01, 2.360749395737534329e+01, 2.419316804077015348e+01, 2.896881616915840851e+01, 2.191976710519132610e+01
1.995000000000000000e+03, 2.851469883792126936e+01, 3.541301473400391586e+01, 1.887610397740430912e+01, 1.709725309827326356e+01, 2.805710986384370287e+01, 2.251982159017141072e+01, 1.836334502332522689e+01, 3.362079924441658818e+01, 3.484113193887917248e+01, 1.865621274519818229e+01, 2.917860993969095063e+01, 2.921964302741350039e+01, 2.425956046585882575e+01, 2.371383749690383524e+01, 2.853970764824351747e+01, 2.235877235424574394e+01
1.996000000000000000e+03, 2.785747225383490289e+01, 3.606735648236301728e+01, 1.808998819450110318e+01, 1.674438227709101312e+01, 2.824285725679125392e+01, 2.017193952180362970e+01, 1.773586009937252683e+01, 3.446781531363404838e+01, 3.249001390761097952e+01, 1.868465920118918788e+01, 2.799296133092465055e+01, 2.753342057505441431e+01, 2.375789570046218913e+01, 2.361011132419836400e+01, 2.859716037235870090e+01, 2.182249514500777821e+01
1.997000000000000000e+03, 2.867313826416511802e+01, 3.577839966405760208e+01, 1.937659449506332621e+01, 1.705728408535619067e+01, 2.815072139651432437e+01, 2.219427877466156218e+01, 1.743014134730405118e+01, 3.449381776057037996e+01, 3.464864171468985177e+01, 1.888775169869557402e+01, 2.575669140044853478e+01, 2.872292266791007620e+01, 2.443753948093221240e+01, 2.348698400888446258e+01, 2.861912766955614629e+01, 2.256183616873521558e+01
1.998000000000000000e+03, 2.867167732900524868e+01, 3.616927015024524650e+01, 2.060352298438621688e+01, 1.694994315155970810e+01, 2.825923569818050396e+01, 2.028085286583315039e+01, 1.700878041293875498e+01, 3.467642516833920041e+01, 3.329983365151953478e+01, 1.696616239126733205e+01, 2.643143237600089179e+01, 2.854454736548122185e+01, 2.356934116116870470e+01, 2.349629579913165145e+01, 2.805624828361984768e+01, 2.206543782134810527e+01
1.999000000000000000e+03, 2.805148691850105180e+01, 3.532173419793360836e+01, 2.018803290569101350e+01, 1.657724585818442975e+01, 2.916852315712905863e+01, 2.516726227681906636e+01, 1.694155688496836021e+01, 3.470547757540773404e+01, 3.449630735340719667e+01, 1.833648609028609044e+01, 2.595244369157709130e+01, 2.851021498234792517e+01, 2.382618603927905099e+01, 2.384504004164534408e+01, 2.870111044660273691e+01, 2.212039025725687580e+01
2.000000000000000000e+03, 2.807718365082000744e+01, 3.498128917564854845e+01, 1.956288694947565077e+01, 1.723412264325499166e+01, 2.877667957437438062e+01, 2.330774280006230725e+01, 1.740481967765254367e+01, 3.379929718568993735e+01, 3.428361953894200553e+01, 1.865394203123037897e+01, 2.752808913034151317e+01, 2.919142871450188892e+01, 2.353316653304414174e+01, 2.412724354415902184e+01, 2.949643646713178669e+01, 2.224860361210504323e+01
2.001000000000000000e+03, 2.832195919555577746e+01, 3.609883233539722625e+01, 1.988520593908346967e+01, 1.654155962436806604e+01, 2.728967014499209753e+01, 2.408872116703544464e+01, 1.861890120555366934e+01, 3.464825830997791911e+01, 3.441754025919581039e+01, 1.534380200441708553e+01, 2.948093567826022010e+01, 2.879970774942551870e+01, 2.313365101405201685e+01, 2.435168228868755236e+01, 2.788427957170809890e+01, 2.203545705433075597e+01
2.002000000000000000e+03, 2.843714073243380014e+01, 3.472932256794951655e+01, 2.001661379373551952e+01, 1.669716027219360299e+01, 2.779197187388882995e+01, 2.225232627849056044e+01, 1.870169782490043175e+01, 3.439138011362781810e+01, 3.293413549220471026e+01, 1.747245442081711886e+01, 2.890017244103290039e+01, 2.948032481790080439e+01, 2.306534432832371095e+01, 2.415939993950062004e+01, 2.805318592130172561e+01, 2.195813746089956808e+01
2.003000000000000000e+03, 2.930006318542392663e+01, 3.517548527800347813e+01, 1.948884440061717171e+01, 1.796317758489244554e+01, 2.744258524525214682e+01, 2.424193488645997974e+01, 1.800957901805260875e+01, 3.463119554429447788e+01, 3.465551531373584027e+01, 1.600904362465401931e+01, 2.822667152192471463e+01, 3.057743568645063448e+01, 2.377037010757023694e+01, 2.481919946021661261e+01, 2.872001470074977902e+01, 2.238388964899860412e+01
2.004000000000000000e+03, 2.877789147795410685e+01, 3.521267262997714909e+01, 2.022828086312751239e+01, 1.737570650806147654e+01, 2.970887039897286641e+01, 2.222608082340585156e+01, 1.714010176292618226e+01, 3.483612538403218650e+01, 3.404214812283961322e+01, 1.742088438376859116e+01, 2.725601468830513241e+01, 2.950128932154999362e+01, 2.212079228065344338e+01, 2.432178250785975848e+01, 2.832910139397792904e+01, 2.190424600235066066e+01
2.005000000000000000e+03, 2.792852634776086163e+01, 3.650694374996538016e+01, 1.944614677433766303e+01, 1.723749081009399475e+01, 2.971458142117824863e+01, 2.334150830795620024e+01, 1.740918389626627061e+01, 3.490927222319132994e+01, 3.356684573444152875e+01, 1.938743033882767719e+01, 2.953967393454462353e+01, 2.763686790356797829e+01, 2.277457033861863778e+01, 2.392475207672927695e+01, 2.817203218921377683e+01, 2.189449651317623946e+01
2.006000000000000000e+03, 2.889302667663553947e+01, 3.729921656989673551e+01, 1.925465331458241991e+01, 1.785253680543884869e+01, 2.822697125498901372e+01, 2.628930253998083089e+01, 1.761884413533480043e+01, 3.556102682716191055e+01, 3.455177435248283757e+01, 1.687746002907016774e+01, 3.003905074495467531e+01, 2.882089442774279320e+01, 2.354066369148612736e+01, 2.373092795749304784e+01, 2.914360516038189530e+01, 2.192677435068080527e+01
2.007000000000000000e+03, 2.916516601376771689e+01, 3.678290802285363981e+01, 1.901472288420585244e+01, 1.717136855465408019e+01, 2.794273939111434046e+01, 2.386280311164498613e+01, 1.843302324063733977e+01, 3.608259002211739386e+01, 3.500844599509703414e+01, 1.970788356614177417e+01, 2.848450115175036146e+01, 2.967111213359782340e+01, 2.197403575536144160e+01, 2.436311021922761810e+01, 3.034422513339425009e+01, 2.154504935377354968e+01
2.008000000000000000e+03, 2.972914660679069598e+01, 3.545708810364742192e+01, 1.914532514034675259e+01, 1.731013583918637266e+01, 2.856465779755500023e+01, 2.258183622631371179e+01, 1.843960652844921455e+01, 3.546125017289065795e+01, 3.513513341608597074e+01, 2.084956343520041955e+01, 2.901025275033234507e+01, 2.908304291691737475e+01, 2.260202357910768711e+01, 2.447109545177465861e+01, 2.990956054909161566e+01, 2.278790955206876134e+01
2.009000000000000000e+03, 2.931558465518427781e+01, 3.798525150290450370e+01, 1.922446613389082160e+01, 1.715358500710761902e+01, 2.889016721761252171e+01, 2.051493416899986855e+01, 1.809861220175227103e+01, 3.588328230446632006e+01, 3.488449616025229716e+01, 2.024034331366581085e+01, 2.883210400593017653e+01, 2.892279273751139357e+01, 2.239440842315451619e+01, 2.490988254834270776e+01, 3.016673678426746363e+01, 2.246771714089484107e+01
2.010000000000000000e+03, 2.845100485984654526e+01, 3.785909505840535871e+01, 1.963552954317634658e+01, 1.790142420094040432e+01, 2.963549646090261191e+01, 2.162060425325557134e+01, 1.706092053746219150e+01, 3.651183100258761982e+01, 3.532573042808996178e+01, 2.029810929233950034e+01, 3.084363183793592711e+01, 2.806325354098804326e+01, 2.301323939320349510e+01, 2.408981521270916559e+01, 3.008161007434961931e+01, 2.235820383157612312e+01
2.011000000000000000e+03, 3.012329928354514763e+01, 3.746772422506501954e+01, 2.002970639444823675e+01, 1.720699994187917525e+01, 3.014494881880228050e+01, 2.305378855962638696e+01, 1.740272711393616589e+01, 3.659942471636951922e+01, 3.675422314885470598e+01, 1.769045816583487607e+01, 2.970300715292875537e+01, 2.896751259953563107e+01, 2.317120117145777414e+01, 2.465637035508742869e+01, 2.923690846461335013e+01, 2.120989590167791761e+01
2.012000000000000000e+03, 2.994984539063460360e+01, 3.613060592914129643e+01, 1.969956823103602517e+01, 1.754776226544786155e+01, 2.985533771798827729e+01, 2.599091419005031511e+01, 1.900434823828480191e+01, 3.659188033941590135e+01, 3.638720345906234854e+01, 1.803350547128509263e+01, 2.956328780322229122e+01, 2.981412838773298901e+01, 2.226300494696575427e+01, 2.449145775546770665e+01, 2.940936492381949918e+01, 2.162460711878964759e+01
2.013000000000000000e+03, 2.975153095771612399e+01, 3.636103942749166151e+01, 1.953168193864942737e+01, 1.777553106680222683e+01, 2.797500239428493884e+01, 2.652851057528679846e+01, 1.816614494292910464e+01, 3.691331523617924404e+01, 3.493263647257675331e+01, 1.897333249302106495e+01, 2.905156619138963592e+01, 2.850350865194890915e+01, 2.241532471457983533e+01, 2.499387225713118355e+01, 2.932284087419127161e+01, 2.279808663209698949e+01
2.014000000000000000e+03, 2.922349852800848424e+01, 3.774257440918449902e+01, 1.965583642318226154e+01, 1.746478037910568304e+01, 2.805102202262108690e+01, 2.510165442323278384e+01, 1.910621809428604223e+01, 3.640972108105139426e+01, 3.746682424290509061e+01, 1.937317870363228067e+01, 2.876257347296046163e+01, 2.930454048130065914e+01, 2.258064910019240656e+01, 2.496748919866152505e+01, 2.882795260621116995e+01, 2.288843959490364810e+01
