year, IPSL-CM6A-LR, INM-CM5-0, NorESM2-MM, CMCC-CM2-SR5, TaiESM1, UKESM1-0-LL, NorESM2-LM, CanESM5, INM-CM4-8, CNRM-ESM2-1, MPI-ESM1-2-LR, EC-Earth3-Veg, GFDL-ESM4, MIROC-ES2L, ACCESS-ESM1-5, CESM2-WACCM
1.909000000000000000e+03, 2.378785253159818680e+01, 3.078320110618050620e+01, 1.657275641549291123e+01, 1.578134036439729648e+01, 2.546675673133568552e+01, 2.018926251435500419e+01, 1.658303072980681847e+01, 2.814603460052447659e+01, 2.984387893048438301e+01, 1.763264331630594839e+01, 2.331327408403226897e+01, 3.003027079731121418e+01, 2.390272239290159817e+01, 2.182631012490593747e+01, 2.536815066347459791e+01, 2.022807687317670045e+01
1.910000000000000000e+03, 2.496747064523690085e+01, 3.062663270601144205e+01, 1.728600996857590744e+01, 1.557281688835945843e+01, 2.684826828782463437e+01, 2.097421523977420676e+01, 1.702654406479606308e+01, 2.872990581368495455e+01, 3.024236743354225254e+01, 1.554315156920710805e+01, 2.400358723323110155e+01, 2.973261883004230199e+01, 2.459978931784811351e+01, 2.205195132295936844e+01, 2.514316287355021728e+01, 2.073788308615266018e+01
1.911000000000000000e+03, 2.464975776899691340e+01, 3.157416113141188774e+01, 1.654737325265155690e+01, 1.514877325822012644e+01, 2.745573179290395416e+01, 1.862624957001805370e+01, 1.602528457643171933e+01, 2.835114114450265888e+01, 2.997416819532715948e+01, 1.679463214420048089e+01, 2.230136762237430048e+01, 2.840074223831468458e+01, 2.317603045063530942e+01, 2.199811413346784761e+01, 2.510728115614132960e+01, 2.126231119874998399e+01
1.912000000000000000e+03, 2.421994469458650556e+01, 3.172719668918495728e+01, 1.750757003563647274e+01, 1.565152272890147778e+01, 2.543801699600496491e+01, 1.930561829005327468e+01, 1.618622680845134809e+01, 2.908665439309505629e+01, 3.132101390038488020e+01, 1.635441347526495903e+01, 2.237174616153234652e+01, 2.784244719332492934e+01, 2.389704444343748335e+01, 2.159408849974785838e+01, 2.489579739957099846e+01, 2.059721617573075036e+01
1.913000000000000000e+03, 2.403445707135632148e+01, 3.135318295806674271e+01, 1.769657144158234630e+01, 1.571768636458338797e+01, 2.541455491143997847e+01, 1.978051686534922027e+01, 1.591985521230269107e+01, 2.928315479784157915e+01, 3.121567233014951626e+01, 1.574356531834709294e+01, 2.211992176654091935e+01, 2.867249484292536366e+01, 2.445033774772273460e+01, 2.169545368043247180e+01, 2.558980773849564017e+01, 2.051526054600365612e+01
1.914000000000000000e+03, 2.467825513668200088e+01, 3.030543482684455370e+01, 1.774408335095369083e+01, 1.556636874792461711e+01, 2.691862803254906211e+01, 2.149042162848417448e+01, 1.584073120705860660e+01, 2.813909547289823720e+01, 3.143709056127504553e+01, 1.669562133621803568e+01, 2.088351364314124936e+01, 2.858398843758996932e+01, 2.516065293819522353e+01, 2.175732956359017223e+01, 2.533329113608003880e+01, 2.072548062846997041e+01
1.915000000000000000e+03, 2.469217347258549822e+01, 3.125097495715392171e+01, 1.823413048332664488e+01, 1.492135238134213893e+01, 2.612858023169321697e+01, 1.923153207067842629e+01, 1.660247541896857015e+01, 2.808703093870478185e+01, 3.053672244853156315e+01, 1.596099632852483552e+01, 2.234156299975226645e+01, 2.841026582515594257e+01, 2.471109697384327575e+01, 2.236760366673159695e+01, 2.517754123594889748e+01, 2.049694033738018106e+01
1.916000000000000000e+03, 2.386954112529958749e+01, 3.084094166632031175e+01, 1.751899964322587522e+01, 1.545976907181155902e+01, 2.645099272765055787e+01, 2.081662450511811002e+01, 1.673942975921788445e+01, 2.860621704840333024e+01, 2.948629108935771725e+01, 1.547618999834181608e+01, 2.366950154930717432e+01, 2.895089161052760218e+01, 2.391224853180403187e+01, 2.183134679037460302e+01, 2.423090484581936366e+01, 2.017670092193510811e+01
1.917000000000000000e+03, 2.484392582914464498e+01, 3.321498482215416459e+01, 1.683547993622439165e+01, 1.480016537645881058e+01, 2.841860704405657501e+01, 1.975491428967768570e+01, 1.691094322415094098e+01, 2.905303074658193907e+01, 3.080008124148937299e+01, 1.526451587418670286e+01, 2.387331982955758392e+01, 2.998344638773484405e+01, 2.412743351749126930e+01, 2.145981089668440944e+01, 2.603212593806504316e+01, 1.935263049693847393e+01
1.918000000000000000e+03, 2.473171287944930086e+01, 3.272061027429781888e+01, 1.711562687724837417e+01, 1.518755724631810722e+01, 2.567634627844260464e+01, 2.164487142309827306e+01, 1.690457329134474307e+01, 2.890337787274931358e+01, 3.093817999948606712e+01, 1.703966447465602485e+01, 2.385002302429936805e+01, 3.015027256251822863e+01, 2.346753951349733214e+01, 2.176680202804955755e+01, 2.481676941726433583e+01, 2.038994486462360811e+01
1.919000000000000000e+03, 2.303895749712267715e+01, 3.069239209516525335e+01, 1.829082881394069560e+01, 1.541373705199921673e+01, 2.608452838078263980e+01, 2.141101304704648456e+01, 1.539126397801887336e+01, 2.876386237057923623e+01, 3.177548468077837995e+01, 1.670684341630492042e+01, 2.478287131838860446e+01, 2.913087156631935315e+01, 2.320616242143005792e+01, 2.219997492452932875e+01, 2.619748185857933720e+01, 2.054614339061575734e+01
1.920000000000000000e+03, 2.428235719748681021e+01, 3.167356977383721173e+01, 1.839867215731650418e+01, 1.516688333869595873e+01, 2.722837858874149219e+01, 2.007536493861396565e+01, 1.656695621902571247e+01, 2.939722643461891138e+01, 3.078684334201356521e+01, 1.766986449277056437e+01, 2.417575132895584744e+01, 2.953556549779443685e+01, 2.445831996234910477e+01, 2.216327239595407050e+01, 2.601863745031612751e+01, 2.071189703442460583e+01
1.921000000000000000e+03, 2.485160828518927900e+01, 3.211475345656424452e+01, 1.818758066134129692e+01, 1.523620839267586291e+01, 2.517229113204503932e+01, 1.907076708170309587e+01, 1.654038353861286126e+01, 2.895172399458231283e+01, 3.063824064854965457e+01, 1.528248192878362666e+01, 2.406636975934002720e+01, 2.867565027670712752e+01, 2.546938639750710465e+01, 2.202283304213872128e+01, 2.604689838124705048e+01, 2.136351123880897163e+01
1.922000000000000000e+03, 2.508577414234342129e+01, 3.181948650807161627e+01, 1.838274662276807092e+01, 1.550361988433118299e+01, 2.697959722531830451e+01, 2.092993133201963474e+01, 1.555585332731445725e+01, 2.942898605772474241e+01, 3.138367427147495548e+01, 1.548098456647875842e+01, 2.385256183774234984e+01, 2.860523865592640647e+01, 2.526092998511211007e+01, 2.173278333024282105e+01, 2.636324308274537742e+01, 2.086480906775948085e+01
1.923000000000000000e+03, 2.524698427107927756e+01, 3.242327164962507169e+01, 1.797385015607498815e+01, 1.550925279056683159e+01, 2.741714148558984121e+01, 1.999101658638610246e+01, 1.646949589406399639e+01, 2.858820595813194387e+01, 3.235054246444797599e+01, 1.556630240214392025e+01, 2.345785058532732137e+01, 2.844458805196990170e+01, 2.381058913623826001e+01, 2.206563856385918143e+01, 2.712861241475497209e+01, 2.047069427847185352e+01
1.924000000000000000e+03, 2.505594401131316218e+01, 3.310815939839355337e+01, 1.786360123899466501e+01, 1.546937061803235203e+01, 2.731591572066555074e+01, 1.949801416500424622e+01, 1.667622790907999430e+01, 2.887767707967688224e+01, 2.995131861926226335e+01, 1.575950698822535934e+01, 2.273035422171629705e+01, 2.901584119738387813e+01, 2.521441441118846427e+01, 2.215002210180864850e+01, 2.564869410891878942e+01, 1.948881884719856927e+01
1.925000000000000000e+03, 2.483372453107198652e+01, 3.188162769945052233e+01, 1.753299197095162398e+01, 1.464408984052091967e+01, 2.505624914402990200e+01, 2.087491128674590968e+01, 1.666439162773009386e+01, 2.961735821256851864e+01, 3.325465594452422380e+01, 1.463454400209991313e+01, 2.304923018845754257e+01, 2.953001519075371917e+01, 2.530108541668000655e+01, 2.220207096988971074e+01, 2.550098939369033957e+01, 2.019395927894094456e+01
1.926000000000000000e+03, 2.513579467350038144e+01, 3.191370853778607852e+01, 1.689712849358140900e+01, 1.576653940788461838e+01, 2.605305179206572674e+01, 2.074290380812220391e+01, 1.586334608859629292e+01, 3.012442762025287735e+01, 3.286679362567198837e+01, 1.652361082103575285e+01, 2.318836764810356854e+01, 2.941656464448012187e+01, 2.467329770642109921e+01, 2.227011165476779553e+01, 2.527096346907268298e+01, 1.989561370625605363e+01
1.927000000000000000e+03, 2.535397478401610982e+01, 3.230534332186119428e+01, 1.758583908723466749e+01, 1.540064082637928067e+01, 2.708155167914580019e+01, 2.230066807962419162e+01, 1.552646943653766520e+01, 2.929587081119725767e+01, 3.192557146072785912e+01, 1.411393872526630311e+01, 2.332161489458104242e+01, 2.949034599828673464e+01, 2.521317127355854026e+01, 2.240216362842397757e+01, 2.581445591166136566e+01, 2.042897016720392145e+01
1.928000000000000000e+03, 2.624805535889318620e+01, 3.413336106230325839e+01, 1.758278359458883955e+01, 1.501364578287889096e+01, 2.743044400071487487e+01, 1.956599160569172824e+01, 1.680730507543800556e+01, 2.936753598232861506e+01, 3.044640111690258877e+01, 1.358852415184346896e+01, 2.135900974436257727e+01, 2.925300361435810359e+01, 2.458312151651923827e+01, 2.198926387057863252e+01, 2.559124485067411570e+01, 2.009810114126636549e+01
1.929000000000000000e+03, 2.564540052914285440e+01, 3.293168932923293113e+01, 1.743114669171633224e+01, 1.593455462394142330e+01, 2.571189284891185522e+01, 2.026731490160944205e+01, 1.739509544590440271e+01, 2.853715987825768607e+01, 3.220723327557377758e+01, 1.473666515266849508e+01, 2.232930627167409554e+01, 2.861073590318246929e+01, 2.178125080169204253e+01, 2.204219206714314794e+01, 2.683728323170403485e+01, 2.061652183939131078e+01
1.930000000000000000e+03, 2.484631790725456213e+01, 3.280282330027907989e+01, 1.694624158219887988e+01, 1.554774398496732246e+01, 2.625280310463058697e+01, 1.948798753886713442e+01, 1.631752994928316980e+01, 2.932353539699540690e+01, 3.134660688073806156e+01, 1.625589854238754839e+01, 2.318458475833301691e+01, 2.964432245193365745e+01, 2.263979540953516434e+01, 2.197000586795146404e+01, 2.645173174063481625e+01, 2.000507592145725511e+01
1.931000000000000000e+03, 2.459647734146449238e+01, 3.297997110735390436e+01, 1.766428406871569123e+01, 1.511160913696492258e+01, 2.817136719785861843e+01, 2.104277101323982180e+01, 1.587483504525229883e+01, 2.940509640861066387e+01, 3.086161961280186006e+01, 1.438108957871535942e+01, 2.330880536026412386e+01, 2.710854844239569772e+01, 2.423497252993736240e+01, 2.226561953489257206e+01, 2.606218930402097556e+01, 2.021191284303963442e+01
1.932000000000000000e+03, 2.440426517414174157e+01, 3.101337955340677865e+01, 1.732499265722004722e+01, 1.567010610227881884e+01, 2.567214602208995800e+01, 2.187990015147587997e+01, 1.604971618905856801e+01, 2.915708033990571835e+01, 3.091746659380315876e+01, 1.624018577858223011e+01, 2.398983027301531123e+01, 2.892306637261243196e+01, 2.355973207771594602e+01, 2.202725776012174563e+01, 2.566404893423814215e+01, 2.054951304579782345e+01
1.933000000000000000e+03, 2.465653098920888553e+01, 3.243594854149887396e+01, 1.761792204831591491e+01, 1.527245429138865873e+01, 2.640109443042542381e+01, 2.030617647578922913e+01, 1.660161886370554640e+01, 2.961807707422821778e+01, 3.150554741104233614e+01, 1.440375487629441409e+01, 2.258582915478987019e+01, 2.936774142539323407e+01, 2.274001292902863369e+01, 2.211753730637685322e+01, 2.632221369550065049e+01, 2.066375490533886605e+01
1.934000000000000000e+03, 2.399038127309658108e+01, 3.066520740507284515e+01, 1.751280852127757726e+01, 1.562117254502851793e+01, 2.754230430821268882e+01, 2.088163338936351821e+01, 1.669123526245183697e+01, 2.963174349271323038e+01, 3.172843824759807774e+01, 1.534886462217007441e+01, 2.130948487153737148e+01, 2.882683382876864542e+01, 2.278684576634073622e+01, 2.223511161440841377e+01, 2.679445502048646688e+01, 2.142664180547900088e+01
1.935000000000000000e+03, 2.429346155198622981e+01, 3.130763671589823005e+01, 1.717113963447251734e+01, 1.555422039864503247e+01, 2.609689206297097641e+01, 2.178008995840132300e+01, 1.609165324319284807e+01, 2.925450981529379746e+01, 3.134129514169417874e+01, 1.535593400207535986e+01, 2.302450875653947193e+01, 2.876125813777684925e+01, 2.312430464095258031e+01, 2.231968504636628836e+01, 2.656185696899898119e+01, 2.016801996389543916e+01
1.936000000000000000e+03, 2.373276318483211966e+01, 3.128665075711626642e+01, 1.732757455705376870e+01, 1.512342699029654902e+01, 2.692871446476643271e+01, 2.063304633818704303e+01, 1.612109359762696670e+01, 2.964065896310246018e+01, 3.186489112496484566e+01, 1.591254718511572719e+01, 2.415850750948765580e+01, 2.900074935673668364e+01, 2.390666892313502601e+01, 2.209903535782961725e+01, 2.679761232937504190e+01, 1.969097101192773280e+01
1.937000000000000000e+03, 2.549971815836585520e+01, 3.227764399107668680e+01, 1.810226193811098483e+01, 1.558266702343402166e+01, 2.890813813949203137e+01, 2.037356299022469486e+01, 1.638131601178856656e+01, 2.986680582582410182e+01, 3.490822759848941814e+01, 1.711619918169083121e+01, 2.555981209535758580e+01, 2.894078741337754934e+01, 2.342482942857086670e+01, 2.234100843189311902e+01, 2.530181647490105235e+01, 1.960240669995823382e+01
1.938000000000000000e+03, 2.597704021195529833e+01, 3.467870118086076303e+01, 1.789568569993754465e+01, 1.567294354073254325e+01, 2.661414212226582876e+01, 2.128969184807532145e+01, 1.625516066543115201e+01, 2.978192309846016883e+01, 3.108250862963132732e+01, 1.667803333012677314e+01, 2.573226948064693431e+01, 2.823140279698774435e+01, 2.302152060233048658e+01, 2.246667390447732160e+01, 2.534137251025604343e+01, 2.082530675766648898e+01
1.939000000000000000e+03, 2.557189324745224823e+01, 3.240352105344249622e+01, 1.850749005982127571e+01, 1.536070816987288090e+01, 2.586030034700455715e+01, 2.073026329160170889e+01, 1.575405959606262307e+01, 2.964120457484525417e+01, 3.164740418137464673e+01, 1.617728867587925734e+01, 2.613437915977497283e+01, 2.770050672582221551e+01, 2.257402922428116199e+01, 2.247492483590960433e+01, 2.586825747259757335e+01, 2.082327051745010138e+01
1.940000000000000000e+03, 2.606020364091418173e+01, 3.398374827762040695e+01, 1.856451155676741038e+01, 1.546346797758302216e+01, 2.703649162266472317e+01, 2.061772821424561286e+01, 1.515936906721385036e+01, 2.955946227085107481e+01, 3.237581941493549209e+01, 1.519961035150369355e+01, 2.497943889326991140e+01, 2.814583888477939766e+01, 2.243334454328656236e+01, 2.232750543053841241e+01, 2.616323769026210400e+01, 2.092263302614583509e+01
1.941000000000000000e+03, 2.531244086113147418e+01, 3.309270223657293286e+01, 1.830978084805509098e+01, 1.556164214811719404e+01, 2.698852786980058482e+01, 2.135427866933440910e+01, 1.579210652670038506e+01, 2.972876452846494288e+01, 3.053617013574685757e+01, 1.743139090235774091e+01, 2.437693502205445029e+01, 2.827184843127819036e+01, 2.160368704594086608e+01, 2.187230316353210569e+01, 2.646976611725967032e+01, 2.059266910111974269e+01
1.942000000000000000e+03, 2.573444715190164800e+01, 3.268248626380411537e+01, 1.780473130971250129e+01, 1.541412615229947392e+01, 2.621767502314588683e+01, 1.993994972902290286e+01, 1.586149368267414950e+01, 2.965836780204517353e+01, 3.107912342398246253e+01, 1.665938454919200140e+01, 2.355563372180857939e+01, 2.912638066388549163e+01, 2.288604823387913001e+01, 2.199857846236694670e+01, 2.609501042286686001e+01, 2.084381851131105279e+01
1.943000000000000000e+03, 2.544074039312135938e+01, 3.291763127952637547e+01, 1.880187743989279880e+01, 1.495812664671989367e+01, 2.671179088552305458e+01, 1.929579629141451136e+01, 1.627664023281679917e+01, 2.955312949907762743e+01, 3.037230725290971378e+01, 1.644426909331332709e+01, 2.350304764069242935e+01, 2.901948832905176090e+01, 2.289582202159805036e+01, 2.197186860754656479e+01, 2.614377382516451576e+01, 2.120954742181286790e+01
1.944000000000000000e+03, 2.544270757496277469e+01, 3.196194514886994043e+01, 1.867359200721145740e+01, 1.542767064268965171e+01, 2.704895079178675488e+01, 1.954273807285678188e+01, 1.632776942337045867e+01, 3.004659716878888887e+01, 3.178937568740202835e+01, 1.863351179030167515e+01, 2.404941032225289632e+01, 2.678960515738337378e+01, 2.197444116045814511e+01, 2.246363614853651924e+01, 2.591878282626988295e+01, 2.093473425101182883e+01
1.945000000000000000e+03, 2.510049132488732226e+01, 3.474289743140768394e+01, 1.888610261188839701e+01, 1.486021718799906566e+01, 2.678268967578896564e+01, 2.141292938390064649e+01, 1.628457612880962557e+01, 3.035076790146992209e+01, 3.199761819455547851e+01, 1.844736082266705068e+01, 2.422873063647811165e+01, 2.817221354717700521e+01, 2.302747856337119359e+01, 2.192458475819265118e+01, 2.654886447824890894e+01, 1.980283187963988212e+01
1.946000000000000000e+03, 2.530527170914867341e+01, 3.279571106626009680e+01, 1.753855529621470311e+01, 1.525035676025706621e+01, 2.627913921748288573e+01, 1.974419678926913235e+01, 1.630070005110054510e+01, 3.001700025700836960e+01, 3.082049955028162813e+01, 1.680935432500933757e+01, 2.379820612045855910e+01, 2.804076866120905365e+01, 2.258271177869401924e+01, 2.176031406973187288e+01, 2.640504204871690064e+01, 2.059108664713463455e+01
1.947000000000000000e+03, 2.588703251152660201e+01, 3.367353124420158395e+01, 1.774430268672938027e+01, 1.516277684508052914e+01, 2.692357160722151477e+01, 2.128538563421189167e+01, 1.651475504107944658e+01, 3.017195928360088075e+01, 2.999101767082918713e+01, 1.655970450352401713e+01, 2.350727363773001244e+01, 2.750785453306453476e+01, 2.202175707389265114e+01, 2.192099008653660519e+01, 2.676621402671705141e+01, 2.108263160458833951e+01
1.948000000000000000e+03, 2.532729069661188603e+01, 3.266811776203071815e+01, 1.730659480159417285e+01, 1.561451760221632767e+01, 2.785257832648871457e+01, 2.174036871222373080e+01, 1.720492064025560097e+01, 2.991424320404770043e+01, 3.086507221698976267e+01, 1.487786149078522158e+01, 2.528352443893738055e+01, 2.842594722612971836e+01, 2.200496487429116499e+01, 2.230883008633849585e+01, 2.610214015657468423e+01, 2.014558557472121336e+01
1.949000000000000000e+03, 2.572510424615601465e+01, 3.509975233403525152e+01, 1.652141699911529216e+01, 1.550187327339853205e+01, 2.690663306104287145e+01, 2.109590630461081417e+01, 1.671812618380831950e+01, 2.893838907429624996e+01, 3.077352364915885019e+01, 1.615135258043471822e+01, 2.610302574331764802e+01, 2.894431493925353749e+01, 2.282111296684706048e+01, 2.225406887487101315e+01, 2.583909915534623991e+01, 2.025549986235060373e+01
1.950000000000000000e+03, 2.500084150496167368e+01, 3.199368513069915210e+01, 1.729424385284161048e+01, 1.519472689543399113e+01, 2.520423147572694234e+01, 1.975629481971179757e+01, 1.695336307482361704e+01, 2.963426846196893649e+01, 3.038588355730943746e+01, 1.746667506649459156e+01, 2.371497523453604828e+01, 2.829867953448270512e+01, 2.139041890164738646e+01, 2.161753631362289951e+01, 2.609353002808969890e+01, 2.095844077640171932e+01
1.951000000000000000e+03, 2.589378172014796675e+01, 3.358582387735113883e+01, 1.692742087362880810e+01, 1.529634790809035927e+01, 2.630509763980229465e+01, 2.000483144898980825e+01, 1.619201041109879213e+01, 3.010424043035864727e+01, 3.138087997261325413e+01, 1.775199709533434955e+01, 2.543170645335479918e+01, 2.785233405234884074e+01, 2.098367883115020405e+01, 2.207902743409919921e+01, 2.556609142828739678e+01, 2.019894116321052735e+01
1.952000000000000000e+03, 2.561662075395333460e+01, 3.363239110216932914e+01, 1.695259989367741582e+01, 1.562298373510255622e+01, 2.723075506665518120e+01, 2.044742611773601126e+01, 1.600003826842726795e+01, 3.026137024748363658e+01, 3.100742944055103933e+01, 1.692532622027320954e+01, 2.334187684332107082e+01, 2.756790129872742412e+01, 2.239490313322561121e+01, 2.236900890608012915e+01, 2.584607867995498154e+01, 2.059865096005519547e+01
1.953000000000000000e+03, 2.556370335431804719e+01, 3.427494463018784643e+01, 1.704976759575852796e+01, 1.613038010253419330e+01, 2.610088943959808105e+01, 1.834878843197647669e+01, 1.586451616483585703e+01, 3.027668695726038095e+01, 3.100741674379907664e+01, 1.622326720839880565e+01, 2.313971774975980367e+01, 2.718363535790578922e+01, 2.219230308100136639e+01, 2.219329703730787173e+01, 2.616596396772536082e+01, 2.064161479158321200e+01
1.954000000000000000e+03, 2.495379653974310941e+01, 3.346568203064349234e+01, 1.729261888280066728e+01, 1.518032413159720662e+01, 2.555179148631344788e+01, 2.030688787232839587e+01, 1.629045081174195175e+01, 3.002495433918080181e+01, 3.155039185488353937e+01, 1.664833472119392610e+01, 2.319787512767624094e+01, 2.768596034268333383e+01, 2.164126280868547880e+01, 2.195539607237998325e+01, 2.555290350925527676e+01, 2.065122399840209155e+01
1.955000000000000000e+03, 2.518239863924381439e+01, 3.340236372550111099e+01, 1.759618098298264854e+01, 1.518954071473294576e+01, 2.640200393171260984e+01, 2.171254473013171804e+01, 1.711631893156897277e+01, 3.035112169590456332e+01, 2.963962506125073304e+01, 1.525491481210930544e+01, 2.360412860706239258e+01, 2.740996471224381992e+01, 2.166787612345771663e+01, 2.197719828219315374e+01, 2.569598764959038917e+01, 2.006687682688639640e+01
1.956000000000000000e+03, 2.586326262396301345e+01, 3.375438421596548011e+01, 1.857368828895575774e+01, 1.547983275102420286e+01, 2.807379258985008619e+01, 2.156861453731778866e+01, 1.693610575724688871e+01, 3.058982581566738901e+01, 3.055982863144848238e+01, 1.689612363318509836e+01, 2.447191560796420617e+01, 2.768810293659623056e+01, 2.212818877335104517e+01, 2.196384977307220154e+01, 2.671161691049670850e+01, 2.009816681592750953e+01
1.957000000000000000e+03, 2.573173012318532216e+01, 3.214154373033178302e+01, 1.791213020060662231e+01, 1.625310972502823859e+01, 2.670477592047538806e+01, 2.148533838730784851e+01, 1.671678696251487040e+01, 3.016529314635289438e+01, 2.887386638272738537e+01, 1.697106047211751800e+01, 2.513186692368721253e+01, 2.771242871659404727e+01, 2.102616764461708243e+01, 2.150369161153279762e+01, 2.676853052102853781e+01, 2.087996183696542829e+01
1.958000000000000000e+03, 2.577840617733506789e+01, 3.384597319190056908e+01, 1.753063122409595564e+01, 1.515632160799297701e+01, 2.562673998948866227e+01, 2.166277797871433464e+01, 1.664050499010452810e+01, 3.110016957412452854e+01, 3.189198152569746725e+01, 1.623255061625985363e+01, 2.506912961304575660e+01, 2.692073507605902449e+01, 2.083940328705461198e+01, 2.162450521533430603e+01, 2.673949728906553247e+01, 2.152129913176251463e+01
1.959000000000000000e+03, 2.512861841939175989e+01, 3.329288177434310114e+01, 1.769128490167945245e+01, 1.500137542709515159e+01, 2.613709735881268159e+01, 1.940454493302036099e+01, 1.632328828543895582e+01, 3.086788525233279046e+01, 2.989044228682001858e+01, 1.622127113315609037e+01, 2.611459234057655365e+01, 2.695768097251453455e+01, 2.166350730780741785e+01, 2.201519347536737214e+01, 2.681046080331480397e+01, 2.135672812562988199e+01
1.960000000000000000e+03, 2.486243345808536631e+01, 3.393246729321451483e+01, 1.864033851760506622e+01, 1.552973610241653546e+01, 2.650907787831011930e+01, 1.958715476719727988e+01, 1.635668472443047960e+01, 3.040208199877958606e+01, 3.190935475153628786e+01, 1.466604195716733372e+01, 2.504720423057930034e+01, 2.700949688443106567e+01, 2.228336647997831221e+01, 2.209121109991058418e+01, 2.744280126188949964e+01, 2.072702366487998304e+01
1.961000000000000000e+03, 2.641217482905219427e+01, 3.205360352772104449e+01, 1.779371709893456099e+01, 1.531102984678083523e+01, 2.747475320429355605e+01, 1.880076210427821692e+01, 1.601436072142463374e+01, 3.119542327074419674e+01, 3.232251183262145844e+01, 1.432490194033850095e+01, 2.323337167070153342e+01, 2.830687343838012282e+01, 2.182604455953385880e+01, 2.159927581485934667e+01, 2.611839418076144526e+01, 2.008234150747941982e+01
1.962000000000000000e+03, 2.526356111034246155e+01, 3.177010109228504220e+01, 1.712111552080948940e+01, 1.537807209906794448e+01, 2.734410489479354567e+01, 1.888527265843914194e+01, 1.659235445137604259e+01, 3.150370297364594308e+01, 3.065887901227264223e+01, 1.661362804761002820e+01, 2.258882378568948468e+01, 2.678207335395742916e+01, 2.169187796930838985e+01, 2.197728177557807427e+01, 2.535778061338282896e+01, 2.025615071310927817e+01
1.963000000000000000e+03, 2.493534792498755692e+01, 3.322660939627606069e+01, 1.776825809472473594e+01, 1.514532854665579897e+01, 2.585999818149328178e+01, 2.048911493789373495e+01, 1.622089187479571848e+01, 3.112306206040763712e+01, 3.235170952405277944e+01, 1.848829993969073016e+01, 2.479058632692725439e+01, 2.702716392822303604e+01, 2.172292555542977510e+01, 2.208963657876868680e+01, 2.546666114530140845e+01, 2.061800987212798475e+01
1.964000000000000000e+03, 2.613108432678407311e+01, 3.372918728077787875e+01, 1.763140537539474906e+01, 1.536251996511055040e+01, 2.735969570433450571e+01, 2.295088598890654907e+01, 1.601092861647626364e+01, 3.075122743711095907e+01, 3.126197489525825546e+01, 1.971869860101970318e+01, 2.590190479341292473e+01, 2.670738959428832260e+01, 2.223741117359337593e+01, 2.240133265532638163e+01, 2.681167523790925244e+01, 2.067331199907750161e+01
1.965000000000000000e+03, 2.567977701080753405e+01, 3.199696017951386295e+01, 1.825406711496856715e+01, 1.638837930795635245e+01, 2.682857797191351068e+01, 2.033486251392526611e+01, 1.593028897054543513e+01, 3.074520579366718209e+01, 3.092678430065770101e+01, 1.639616008616395249e+01, 2.424522090982409850e+01, 2.660108138127834820e+01, 2.310120750317630467e+01, 2.253197446700674789e+01, 2.688761486464597539e+01, 2.098400418390984967e+01
1.966000000000000000e+03, 2.653101367275695921e+01, 3.177759367032227900e+01, 1.796945393659812495e+01, 1.536123110919682233e+01, 2.596834385821338387e+01, 2.349564216838160036e+01, 1.567239640942994505e+01, 3.134144094846086048e+01, 2.994882008747188706e+01, 1.539213459982047993e+01, 2.444497008390475656e+01, 2.716124885209935158e+01, 2.344382963943228404e+01, 2.227182303734879909e+01, 2.729610809463321175e+01, 2.078997768800660495e+01
1.967000000000000000e+03, 2.519638632837470738e+01, 3.334302315869603461e+01, 1.790349789324310947e+01, 1.581468103643905643e+01, 2.646520312353719362e+01, 1.985302826678302424e+01, 1.632748038574186822e+01, 3.080967529071195088e+01, 3.064713989801979466e+01, 1.417732621163980866e+01, 2.430200003459407654e+01, 2.630165771917483752e+01, 2.224502145514401619e+01, 2.178808989685607500e+01, 2.816548239594009573e+01, 2.109691502333908630e+01
1.968000000000000000e+03, 2.515878548097456147e+01, 3.329771080379724424e+01, 1.762848386647122467e+01, 1.609051143573685394e+01, 2.763783734167719786e+01, 2.071404102738517494e+01, 1.524570134294589252e+01, 3.179592916506676659e+01, 3.139151387192365661e+01, 1.597864451066614855e+01, 2.473534410191273025e+01, 2.565849183268645817e+01, 2.321804529215649637e+01, 2.235751054490073031e+01, 2.766824237420489396e+01, 2.133065106736037819e+01
1.969000000000000000e+03, 2.633282702972234190e+01, 3.251846518153126198e+01, 1.720794229360368988e+01, 1.613241501433381231e+01, 2.655077110985326883e+01, 2.055000891032076638e+01, 1.520446516410320292e+01, 3.182406727390240775e+01, 2.991738919406811448e+01, 1.600910595318111262e+01, 2.611737870365322678e+01, 2.681303522022863461e+01, 2.245735064960098981e+01, 2.244162999252586488e+01, 2.683033706899762549e+01, 2.102409253703720537e+01
1.970000000000000000e+03, 2.626387961142503258e+01, 3.550384481949721049e+01, 1.866210657334391243e+01, 1.577354284070087687e+01, 2.734783999845576119e+01, 2.043836840476738104e+01, 1.609226873101749433e+01, 3.132412750589034900e+01, 3.185837529673977286e+01, 1.701000362539130606e+01, 2.484311178976997780e+01, 2.721667164017652141e+01, 2.201878165536598431e+01, 2.242620469378584147e+01, 2.738379452294324778e+01, 2.047021350436901344e+01
