year, CNRM-ESM2-1, MIROC-ES2L, MPI-ESM1-2-LR, CESM2-WACCM, ACCESS-ESM1-5, UKESM1-0-LL, CMCC-ESM2, IPSL-CM6A-LR
1.963000000000000000e+03, 1.029766582424436512e-10, 7.989574033446047160e-10, 5.589855560602990306e-10, 2.427090148333554067e-10, 4.253657060073502784e-11, 1.699326063761320398e-11, 2.920782247136184566e-11, 7.592381956886051950e-10
1.964000000000000000e+03, 9.353778885142710866e-11, 7.946422549632851473e-10, 5.790582369457157021e-10, 2.283066519108692896e-10, 4.001102340978567795e-11, 1.516148130882176943e-11, 2.811847257719036468e-11, 7.829675388491754991e-10
1.965000000000000000e+03, 8.366174882290598820e-11, 7.996425304097627776e-10, 5.845730866103029695e-10, 2.355865100202969693e-10, 3.820250639559872110e-11, 1.396854938043683353e-11, 2.724352273795115208e-11, 7.656490557765699458e-10
1.966000000000000000e+03, 7.351185391724212817e-11, 8.167406779226576359e-10, 5.812251660452188431e-10, 2.449114739540618996e-10, 3.681766354135504382e-11, 1.379212266615194457e-11, 2.645392564662799749e-11, 7.682702731636236367e-10
1.967000000000000000e+03, 6.302444005953027259e-11, 8.171751239313680155e-10, 5.915469057704233617e-10, 2.347944629348669412e-10, 3.533459047666683706e-11, 1.489637137150674342e-11, 2.595424398742114416e-11, 7.710031252170179562e-10
1.968000000000000000e+03, 5.235790518176293563e-11, 8.147871018123726176e-10, 5.804391416506226875e-10, 2.297986991770927284e-10, 3.431413713078425934e-11, 1.532588694525172085e-11, 2.570671245668251250e-11, 7.573227466800200089e-10
1.969000000000000000e+03, 4.152020916122747307e-11, 8.218566047884726154e-10, 5.923891132369365363e-10, 2.399484247708999713e-10, 3.333569776257945027e-11, 1.581281310387203257e-11, 2.558997339826973506e-11, 7.715733353145557169e-10
1.970000000000000000e+03, 3.061167471904920579e-11, 8.155352984357929927e-10, 5.919226373220004229e-10, 2.354533710546422194e-10, 3.239807665607538846e-11, 1.384321163383986683e-11, 2.608136307434233447e-11, 7.766725300287869887e-10
1.971000000000000000e+03, 3.100131282008813742e-11, 8.153875806222174450e-10, 5.804053738213981549e-10, 2.404329842204394787e-10, 3.127373314961351003e-11, 1.056372450576520968e-11, 2.702569672080011885e-11, 7.762634968457923493e-10
1.972000000000000000e+03, 3.082787081915092800e-11, 8.124314996209993037e-10, 5.925784762402086064e-10, 2.515282258546787966e-10, 3.012420021837667330e-11, 9.063402453091022219e-12, 2.784664276764285950e-11, 7.345816014387547931e-10
1.973000000000000000e+03, 3.072509956700563479e-11, 8.140969114696286317e-10, 5.822343005102559667e-10, 2.392074420091151203e-10, 2.915668087629503225e-11, 8.257758628700038817e-12, 2.857111580304354557e-11, 7.708045176344522926e-10
1.974000000000000000e+03, 3.061604344985921334e-11, 8.166937509001946619e-10, 5.802300193267511413e-10, 2.442120366472366097e-10, 2.834449334724616714e-11, 7.876906522315548315e-12, 2.922330389275437072e-11, 7.752922686543387513e-10
1.975000000000000000e+03, 3.056835665378666210e-11, 8.190854515431010990e-10, 5.834032161363997742e-10, 2.486071475941224968e-10, 2.790682817382848840e-11, 8.147219970802915540e-12, 2.975368680289345475e-11, 8.015778814884306588e-10
1.976000000000000000e+03, 3.048991907995584147e-11, 8.174259973553374277e-10, 5.936119658019724346e-10, 2.467409735387370770e-10, 2.733338048887581086e-11, 9.135152768350000506e-12, 3.019907344564732034e-11, 8.045724656027177748e-10
1.977000000000000000e+03, 3.047443908116841207e-11, 8.198527266344455666e-10, 5.937432735159713607e-10, 2.512578231222049854e-10, 2.692349396677890462e-11, 1.081200974739394764e-11, 3.064025652654197670e-11, 8.253103006685072180e-10
1.978000000000000000e+03, 3.042825356911833484e-11, 8.242534506668802330e-10, 5.922493790915831436e-10, 2.550512748382246752e-10, 2.657212669247409582e-11, 1.253559819434864045e-11, 3.110242314820446803e-11, 8.090829991025260823e-10
1.979000000000000000e+03, 3.017598004500584258e-11, 8.273850875962331163e-10, 6.046279553826810475e-10, 2.588692337241774688e-10, 2.642791922464563661e-11, 1.341836782419425768e-11, 3.164946759387606352e-11, 8.050651573829914553e-10
1.980000000000000000e+03, 2.985050685322404549e-11, 8.567211085830200654e-10, 6.010930768671124793e-10, 2.638454395949717141e-10, 2.676147063087508405e-11, 1.317612587726925082e-11, 3.190461551037194626e-11, 8.182153397001235739e-10
1.981000000000000000e+03, 2.996076409641035038e-11, 8.687749940743569870e-10, 5.892698213251837672e-10, 2.662366742921963644e-10, 2.525396297084452336e-11, 1.258031031011552377e-11, 3.182066084175974783e-11, 8.862399034284165202e-10
1.982000000000000000e+03, 3.064002374063414359e-11, 8.733764890642156550e-10, 6.061630913906916313e-10, 2.659492845429262734e-10, 2.488132993076595952e-11, 1.293566360833634590e-11, 3.194734580563294122e-11, 8.382477250475054728e-10
1.983000000000000000e+03, 3.132999282993226624e-11, 8.811398330440972256e-10, 6.176510826301105948e-10, 2.668460158884931992e-10, 2.467428073192199819e-11, 1.317564151397197341e-11, 3.230732590348294765e-11, 8.253802067293528824e-10
1.984000000000000000e+03, 3.198607610312290158e-11, 8.869363461689165235e-10, 6.111592231999438843e-10, 2.736423084652275851e-10, 2.440817011084693877e-11, 1.339302268644297521e-11, 3.272645945770890605e-11, 8.219046670719424951e-10
1.985000000000000000e+03, 3.252866267157463941e-11, 8.925465175631041928e-10, 5.997271134404661674e-10, 2.855983242600061987e-10, 2.422702811851584684e-11, 1.411092651938528818e-11, 3.310580001343519813e-11, 8.284347950206292233e-10
1.986000000000000000e+03, 3.291924345310627218e-11, 8.965426837640447773e-10, 5.832357995291005005e-10, 2.823680476291097787e-10, 2.398279730460540885e-11, 1.451215944658999591e-11, 3.342617892660907131e-11, 8.784303111951592191e-10
1.987000000000000000e+03, 3.315993103659769241e-11, 9.013801256444545356e-10, 5.736537478261007307e-10, 2.765924922281934776e-10, 2.385912269421695715e-11, 1.505858326891202310e-11, 3.378694029224080189e-11, 8.565284347893954691e-10
1.988000000000000000e+03, 3.334309784198808483e-11, 9.019142749421690724e-10, 5.799270532869856664e-10, 2.840481145392667011e-10, 2.355685688516605585e-11, 1.544174350991645646e-11, 3.422813758830133184e-11, 8.487641109300811367e-10
1.989000000000000000e+03, 3.348256313824183929e-11, 9.085131208919247015e-10, 6.042156742930966956e-10, 3.022030964120448529e-10, 2.349611553363636548e-11, 1.575223246764162829e-11, 3.474326893308341597e-11, 8.992156030678410104e-10
1.990000000000000000e+03, 3.358835522946216780e-11, 9.323935218534171609e-10, 6.204028970385379406e-10, 2.943475739059122689e-10, 2.329798614389603914e-11, 1.684666905380864974e-11, 3.581771483404032842e-11, 9.129091518372591738e-10
1.991000000000000000e+03, 3.311817320416779138e-11, 9.315026902934654093e-10, 6.199225498657515352e-10, 2.949624865180983039e-10, 2.770786672009872150e-11, 2.028589366504847824e-11, 3.730612419654634341e-11, 9.163802507742048338e-10
1.992000000000000000e+03, 3.374053814930235078e-11, 9.270638857422744927e-10, 6.178971837712502680e-10, 3.131728021420118843e-10, 2.907810207924243998e-11, 2.429417722884519209e-11, 3.861189915030729336e-11, 8.972723785193813397e-10
1.993000000000000000e+03, 3.430879827794398184e-11, 9.333289997879665329e-10, 6.086245898696129557e-10, 3.225105886747827271e-10, 3.003236120929166627e-11, 2.764120458402864005e-11, 3.983509073377556928e-11, 9.600630999233586633e-10
1.994000000000000000e+03, 3.496395342534915244e-11, 9.398700960513927683e-10, 6.070682343684647140e-10, 3.235340511048536847e-10, 3.073538258253529521e-11, 3.093221458208269496e-11, 4.108857996658528770e-11, 9.470386206618269224e-10
1.995000000000000000e+03, 3.549431399679505714e-11, 9.434974663468041797e-10, 6.297510240225766473e-10, 3.192970524668577937e-10, 3.105180013089146779e-11, 3.411671809641286318e-11, 4.234891100667615464e-11, 9.874918187256549679e-10
1.996000000000000000e+03, 3.604426717038351575e-11, 9.442744332749664224e-10, 6.467481378872711674e-10, 3.292195883001353730e-10, 3.136346379061843243e-11, 3.747272948555923891e-11, 4.353510296344643260e-11, 9.674719076108573374e-10
1.997000000000000000e+03, 3.650979399794544730e-11, 9.446118372232237899e-10, 6.322881723225574252e-10, 3.260888532310171587e-10, 3.174742234934866008e-11, 4.022150513878404074e-11, 4.461229655491721158e-11, 9.518190664808605041e-10
1.998000000000000000e+03, 3.691296231120270008e-11, 9.407269910586451342e-10, 6.223246851221970778e-10, 3.394799778929358683e-10, 3.209487755582891121e-11, 4.298285372406018236e-11, 4.562908500794011654e-11, 1.009215847070485552e-09
1.999000000000000000e+03, 3.719861526093790472e-11, 9.410238276930940056e-10, 6.125764098947819037e-10, 3.427594008444571361e-10, 3.245323203786578206e-11, 4.575800225868323234e-11, 4.653147330938413840e-11, 9.867037623031954047e-10
2.000000000000000000e+03, 3.752738602487104810e-11, 9.558177944539602043e-10, 6.116157007696003402e-10, 3.316034473118477147e-10, 3.245575284026776707e-11, 4.393189323218645506e-11, 4.677368347189098821e-11, 9.868741535912435116e-10
2.001000000000000000e+03, 3.777360655511732566e-11, 9.841804339649284073e-10, 6.302302690598703227e-10, 3.352355515518742198e-10, 3.970148327775506079e-11, 3.770264134517654603e-11, 4.645428215554353533e-11, 9.725011501095959062e-10
2.002000000000000000e+03, 3.909354080523218183e-11, 1.068672068781640826e-09, 6.499650774948138078e-10, 3.493580015309228248e-10, 3.942384626317956577e-11, 2.987005944313984518e-11, 4.611310571324879267e-11, 1.041305209464294425e-09
2.003000000000000000e+03, 4.094079637515642894e-11, 1.053837693107912363e-09, 6.443699003510380689e-10, 3.436244821410483443e-10, 3.962990253829772083e-11, 2.624862053698562169e-11, 4.605105228888513076e-11, 1.105840054227897742e-09
2.004000000000000000e+03, 4.294527210012542008e-11, 1.044163742223220109e-09, 6.284183074063199814e-10, 3.501108333417388676e-10, 5.013504533172318452e-11, 2.763953709301333722e-11, 4.645320091515402125e-11, 1.099606463382002421e-09
2.005000000000000000e+03, 4.746526210030755654e-11, 1.036150561073674228e-09, 6.340408226168405106e-10, 3.684524255878108823e-10, 4.767427499221756273e-11, 3.186249912025433022e-11, 4.705452404226718043e-11, 1.102900335031501447e-09
2.006000000000000000e+03, 4.883941203836546979e-11, 1.004502233879646027e-09, 6.597041169444355114e-10, 3.648151024239779014e-10, 4.524696434162978461e-11, 2.844879429829748908e-11, 4.743540775970104501e-11, 1.124423234533049067e-09
2.007000000000000000e+03, 5.079318853071626831e-11, 1.022103701273140106e-09, 6.726531484543128535e-10, 3.701004968698698229e-10, 4.426367948177485112e-11, 2.754432631168749570e-11, 4.764693250596177001e-11, 1.051928226169707583e-09
2.008000000000000000e+03, 5.165999095645792387e-11, 1.092199099994520481e-09, 6.895155196360935858e-10, 3.925324400270024325e-10, 3.860026485188658302e-11, 3.075367199609235083e-11, 4.794276955826578548e-11, 1.105061364238461223e-09
2.009000000000000000e+03, 5.239962922716897390e-11, 1.206812539295586469e-09, 7.237295500291313399e-10, 3.802610311933807340e-10, 3.996991133464968711e-11, 3.165351179313446546e-11, 5.028756028513210584e-11, 1.085581094658324472e-09
2.010000000000000000e+03, 5.537785571095684087e-11, 1.242404288443374562e-09, 7.458433625815999382e-10, 3.887937911040354686e-10, 7.688480161725601169e-11, 3.446871334220785560e-11, 5.300075715839429712e-11, 1.242506569731398848e-09
2.011000000000000000e+03, 6.503470477088767146e-11, 1.252753518441210816e-09, 7.427749374638889470e-10, 3.913618677931087893e-10, 6.927356311636686913e-11, 3.018287746329554345e-11, 5.294665187298373014e-11, 1.224764017042800087e-09
2.012000000000000000e+03, 6.844987372784277819e-11, 1.252422309124653545e-09, 7.633187791833672333e-10, 3.791952353801457548e-10, 5.279234632194532137e-11, 3.810595165877188745e-11, 5.330176953403092438e-11, 1.273024897977301168e-09
2.013000000000000000e+03, 6.933630626315230269e-11, 1.306698117601289905e-09, 7.792610251421108405e-10, 4.007073561639742396e-10, 6.914428786503388968e-11, 5.653300788318388874e-11, 5.471124738748557205e-11, 1.350358698000892103e-09
2.014000000000000000e+03, 7.120012153187247686e-11, 1.298870767704393475e-09, 7.721242672518288104e-10, 4.123420320557882962e-10, 7.336958129501822884e-11, 6.239483181465941885e-11, 5.521491853102643477e-11, 1.349087204402254060e-09
