year, ACCESS-ESM1-5, CMCC-CM2-SR5, GFDL-ESM4, CNRM-ESM2-1, MIROC-ES2L, CanESM5, TaiESM1, INM-CM4-8, EC-Earth3-Veg, INM-CM5-0, IPSL-CM6A-LR, NorESM2-MM, MPI-ESM1-2-LR, UKESM1-0-LL, CESM2-WACCM, NorESM2-LM
1.912000000000000000e+03, -3.941386194962347156e-02, 3.527869084141977973e-01, 5.674705597503326704e-02, -7.602209536133769374e-02, -5.843996372130058070e-01, 4.901498296276622924e-01, -3.836403171999473449e-01, 5.986505106590254144e-01, -2.624336295774611472e+00, 4.079403661544433457e-01, -1.872785624848917196e-01, 4.164908640971998893e-02, -3.066849212717065454e-01, -4.086128640139085055e-01, 3.366210883484833938e-02, 4.928443256629506941e-02
1.913000000000000000e+03, 3.950656598424220345e-01, 3.809316860590714615e-01, 3.529773818170068855e-01, 7.485649758908449747e-02, 8.848569464122084394e-02, 7.879216545900468160e-01, -8.766408320616519978e-02, 5.667409078059373329e-01, -1.104313113884512809e+00, 3.191421943351059332e-01, -1.488699733518669688e-01, 3.666045964728342071e-02, -4.243217328196179916e-01, -3.382797630252428744e-01, 5.488029205126179061e-02, -9.795850947058432068e-02
1.914000000000000000e+03, 2.485390564194006613e-02, 7.324574981226285308e-02, 3.775768487153362551e-01, 3.392122487516989748e-01, 2.104004744233099189e-01, -7.525382614901582334e-02, 3.488577105655681354e-01, 8.209985134237389737e-01, 4.817512683931836071e-01, -4.683583044527463435e-01, 2.141614454033471393e-01, 8.758950906610953047e-02, -8.430038219669293564e-01, 7.033707233380656620e-02, 2.236218852804732274e-02, 6.649227324291362429e-02
1.915000000000000000e+03, -2.276519779480914718e-01, -1.895456377791994440e-01, 1.185183122824746832e-01, -3.005389164359465598e-02, 4.118588427430779908e-01, -1.108839503247619068e-01, -5.994736913969499481e-01, -1.163909047336194741e-01, -1.379854663388694336e-01, -9.712339135958177397e-03, -1.035351310455988744e-01, 1.835262868789138968e-01, 1.574737928925787345e-01, -5.186285329573735448e-01, 1.272679373648124071e-02, 1.056751975763219886e-01
1.916000000000000000e+03, -8.154320605691065538e-01, 2.064530257395547630e-01, -8.186381186573141733e-01, -7.430470081831334894e-02, -4.041545645818152566e-01, -7.861059427171898650e-02, -2.336404735603656302e-01, -5.337986849598629346e-01, 7.862748723706980414e-01, -4.927148737752550661e-02, -3.161150115848839759e-01, -2.714202342213044572e-01, 2.631692754998789519e-01, 9.836657688523969822e-02, -1.430620057467721640e-01, 4.053118597975240156e-02
1.917000000000000000e+03, 7.563837244134751225e-01, -1.505616773512247208e-01, 6.114235485881645837e-02, -1.910200462715999636e-02, -5.500991670348823748e-01, 3.824534300589044200e-01, 1.164484466500776527e+00, 2.470391020328822351e-01, 1.663511130260907134e+00, 1.059898572716075460e+00, 3.167431365255548581e-01, -4.679520502479830313e-01, 7.456453081500492575e-01, -2.193883686109082687e-01, -4.222696566843767152e-01, 2.783823632233629053e-01
1.918000000000000000e+03, -4.381957587098198048e-01, 2.346318687824956173e-01, -5.247148232530851608e-01, 7.762303221724513591e-01, 5.418503570005641506e-02, 2.290054283794905332e-01, -6.409278607398118943e-01, 2.911738716296553009e-01, 1.112394538605372851e+00, 4.961791057976014385e-01, -1.562317602536456296e-01, -1.608446204535579904e-01, 3.737039705470990847e-01, 2.994493463953378787e-01, 2.560428744266874945e-01, 2.538127975976396389e-01
1.919000000000000000e+03, 9.125081255389329016e-01, 2.325899286354745354e-01, -2.581303053588500651e-01, -2.690265721602259075e-01, 4.127794834964441661e-01, 5.800621478259453123e-02, -3.860463334743791664e-01, 8.923203654664437767e-01, -5.927427762242100107e-01, -8.453693223844267468e-01, -4.745333261621142995e-01, 2.506633163567983380e-01, 3.939981070933998852e-01, -1.265237327039859805e-01, 1.051707198373972169e-01, -3.690542350311606379e-01
1.920000000000000000e+03, 2.670304648686398774e-02, -7.170589477969334380e-02, 3.186079507373808517e-01, 5.923610770254609248e-01, 1.129928608880880064e-01, 5.593277986579184846e-01, 4.208902890753457582e-01, 4.766974981981829396e-02, 4.091631303639314265e-01, 1.941753128009673646e-01, 1.191360894953463340e-01, 5.319268365806387872e-02, 2.291961000050995734e-01, 4.677392735372216948e-02, 1.957384223234280296e-01, 3.741465569193067053e-02
1.921000000000000000e+03, 2.930028532011216269e-01, -2.898711093931632607e-02, 1.041396219922904542e+00, -4.061222994474177339e-01, -2.461783389003185940e-01, 4.075219190175934370e-01, -6.204535504667746393e-01, 3.216587718627010872e-01, 1.096548656661782833e-01, 4.689958184586913159e-01, -2.452343054883489651e-02, -1.297632560856542272e-01, 1.606627809863583611e-01, -2.636259617818263457e-01, 2.144545377710370959e-01, 1.498535737143510405e-01
1.922000000000000000e+03, 4.962883295602502076e-01, 1.846905191921454359e-01, -7.038268205325087790e-02, -1.135484972102497603e-01, -2.985551732043885131e-01, 7.132618807310392439e-01, 5.091304638127456261e-01, 3.093840448280561484e-01, -1.042254101942591937e+00, 2.410612629887952940e-01, 2.534031113607111974e-01, 4.993328598886163927e-02, -1.890775291966672808e-02, -1.560827901556557581e-02, -1.727861134462164161e-01, -9.792604803686087711e-02
1.923000000000000000e+03, 8.046188642503733224e-01, 1.660476908087175907e-01, -5.654766445893010252e-01, 2.913054673721388738e-02, 4.385372304823921819e-01, -8.302329275864453462e-02, -1.717217345796161199e-01, 6.888669847358889209e-01, -3.386518498562901547e-01, 4.336295105360531976e-01, 3.619063042811438424e-01, 4.404606648149572007e-02, -1.550758977885363654e-01, 6.288435906898479089e-02, -6.081867828481386101e-02, -4.773910327151274086e-02
1.924000000000000000e+03, -1.012431080419912283e-01, 1.982146294021096544e-01, 7.227588774620750112e-01, 2.190105762285153856e-01, 3.972104935516504454e-01, -3.933714214540101062e-01, -6.996769212843592656e-02, -4.696234660508109005e-01, -3.724374519315100662e-01, 6.131833461813404051e-01, -3.312422353795115015e-02, -8.726737775965581756e-02, -4.938172001757072938e-01, -5.149601513016891507e-01, -4.259034730357736387e-01, -7.490227393134300804e-02
1.925000000000000000e+03, -1.883888178554006254e-01, -2.223827996272099150e-01, 2.235080621939087575e-01, -5.010396094905869013e-01, 2.417580684676595704e-01, 2.737549729932225451e-01, -6.159847789802050944e-01, 1.497056744532493600e+00, 4.198803450890653544e-01, 7.936256487985135846e-03, -2.851963591479125121e-02, -1.517157737397866468e-01, -1.049254444112611706e-01, 2.428117825485174575e-01, 2.681623948447522388e-01, 1.030671151374407124e-01
1.926000000000000000e+03, -3.094113187635884610e-01, 5.332166077695502659e-01, -1.028293191859543237e-01, 5.203293802504512788e-01, 1.607937742249876123e-01, 9.225963606741359735e-01, 3.207607242027799010e-01, 1.192711243385009556e+00, 8.706315959141847083e-02, 3.284540710532251051e-01, 8.825160375793508760e-02, -1.415211480526258614e-01, -8.077043786030878303e-02, -1.102956154659488625e-01, -2.428309102499636163e-01, -8.723163082510755617e-02
1.927000000000000000e+03, 1.473106932617348486e-01, 1.328312081253690269e-01, 3.416936189275659452e-01, -5.424143784963106896e-01, 1.261600518785220559e-01, 3.676524186753460377e-01, 2.608231008669298356e-01, 4.108942980414468371e-01, 5.452628479609682444e-01, 1.353507516359852003e-01, 3.582405943365142842e-01, 1.420335953807850549e-01, 2.947229698740313000e-02, 5.147792996242291919e-01, -3.793130700548075912e-02, -3.190324749454293007e-01
1.928000000000000000e+03, 2.248843131869300571e-01, -2.541158336161477016e-01, -4.520271453542355766e-02, -2.965691385611869402e-01, -2.530113196417412280e-01, 1.311948362248993027e-01, -2.629397690629552420e-01, -4.068078522494803506e-01, 2.612186545742603005e-01, 1.038259439238628845e+00, 4.876991313330128475e-01, -8.673056145776071590e-02, -8.072053321350073363e-01, -2.042601014687698280e-01, -4.671404446421733025e-01, 2.935827479888030722e-01
1.929000000000000000e+03, 7.956888274813689321e-01, 2.946981198411685043e-01, -2.282805607122002201e+00, 1.549643643829376471e-01, -6.900286363410698676e-02, -4.652380462336580536e-01, -6.481661643047246235e-01, 5.306414759853049778e-01, -5.533698490672911419e-01, 2.018077115728034721e-01, -6.086515887313778683e-02, 2.751072065158382055e-02, -4.130227401286117872e-01, -2.075931219479610346e-01, 8.328075798102768657e-02, 1.957230612079200738e-01
1.930000000000000000e+03, 1.160479293287733360e-01, 5.043082214413559944e-02, -2.523368583911178575e-01, 2.268946293710323581e-01, 7.194586766455471349e-02, 3.662232743739990415e-02, 1.875973821103216546e-02, -3.386947432152415116e-01, 1.104429034376098739e+00, 6.510130650185824708e-01, -8.742162478624916633e-02, -2.556392094888028654e-01, 1.506853613706574668e-01, -7.370749597910070117e-01, -1.658449824009059492e-01, -3.075332408247917759e-01
1.931000000000000000e+03, 1.316013308289243344e-01, -2.164405819923923557e-01, 8.352205458916066583e-01, -1.065169625344087878e-01, 2.659236367644848831e-01, 2.978464702824173971e-01, 8.209219082705492276e-01, -1.776179181132480633e-01, -1.411906111042521728e+00, 6.672822082249795228e-01, -5.272429064014505506e-02, -1.826411942080422846e-01, 2.676845941642119753e-01, 3.433606187586771830e-01, -1.348460053791953328e-01, -2.745232229285838321e-01
1.932000000000000000e+03, -1.779356311706714877e-01, 2.664766380815177249e-01, -2.576833232614791358e-01, 1.493720515573473684e-01, -2.275024670504711410e-01, -3.011120332924617851e-02, -7.087089729547205730e-01, 2.055592184388047305e-01, -2.636284639614987491e-01, -6.888418085642424860e-01, -1.848985796467951526e-01, -9.352250542699612479e-02, 6.483246102936929267e-02, 3.213164345528938814e-01, -1.076285857623588554e-01, -3.092574630639138289e-01
1.933000000000000000e+03, 4.279994814941901482e-01, -1.385839654050709524e-01, -7.158448395521109786e-01, -1.476982924635880379e-01, -9.581284720518597198e-02, 3.824383138261188142e-01, -1.676783260533505349e-01, 4.717472149412433313e-01, 1.015367468036117105e+00, 3.316996721561566441e-01, -1.405580930646267435e-01, -2.373958863094989269e-01, -3.507118685553756721e-01, 1.395003278432863925e-01, 1.409658489210011481e-02, 3.920600304595359131e-02
1.934000000000000000e+03, 2.793721033036435930e-01, 9.989808477665404474e-02, -4.478917240751878470e-01, 2.297797944045113297e-02, 1.095640640516455794e-01, 3.885420322204402588e-01, 1.293703183323108852e-01, 4.468785680506417446e-01, -3.011783829005507118e-01, -8.171371160257357991e-01, -5.295017368744289188e-01, -2.691651739803158083e-01, -9.959082548643347632e-01, 1.284359264665255185e-01, 2.534008413836506546e-01, -3.297556068766874793e-01
1.935000000000000000e+03, 1.707443665269413047e-01, 7.546523755770645492e-02, -3.458560337447766364e-02, -9.947596332579348999e-02, -1.593449849756963244e-01, 1.408643767754650666e-01, -4.768093146957414485e-01, 3.678414061208904462e-01, -4.326296008058629350e-01, -5.335526785754284296e-01, -1.924134057445425205e-01, -3.465233248404483990e-01, 6.524786859517787974e-03, 1.032036244880540771e-01, -3.045720141185756513e-01, -2.647348243487889774e-01
1.936000000000000000e+03, 3.158810840889910154e-01, -1.752891358817506295e-01, 3.674113511421979728e-01, 8.807513291844057401e-02, 1.379295545773624176e-01, 2.446814638112811691e-01, 1.502732473950171010e-01, 5.265946787172014476e-01, 4.643842894348834127e-01, -3.710811229213906159e-01, -3.361643055746058040e-01, -1.182583191803512207e-01, 5.413462423899938480e-01, -3.655276233723148693e-01, -4.950240513996584935e-01, -6.303925501965527978e-02
1.937000000000000000e+03, -8.546121243964693859e-01, 2.212499002904604328e-01, 1.023811513725184641e-01, 5.341519363678075560e-01, 3.925189761164615265e-01, 6.392844191094092521e-01, 1.027038125338312291e+00, 2.106622155658590678e+00, 2.977165053599331590e-01, 1.987453542000705564e-01, 1.912824814744620017e-01, 1.616214212162693231e-01, 1.047331888765695052e+00, 1.110839235854806234e-01, -1.622018782732327635e-01, -1.277148283583957877e-01
1.938000000000000000e+03, -2.151553750915329299e-01, 1.569924769053100966e-01, -8.602738654572755772e-03, -2.033491461029301173e-01, 2.091360579538807940e-01, 3.118791916905270245e-01, -1.056727095256928761e+00, -4.097496113392784522e-01, -1.250625448725352529e+00, 1.708878624740318042e+00, 1.993508858955244378e-01, -1.463413227990975896e-01, 6.367130805924220427e-01, 4.710535875898894109e-01, 1.996057606906303517e-01, -2.756987281401417356e-01
1.939000000000000000e+03, -2.211411447206339947e-02, 3.526974191662642089e-02, -4.340342475628445884e-01, 1.607995519249171279e-01, 3.183089731546472068e-02, -6.768447531357968394e-02, -5.745975934217212311e-01, 2.915833129368300761e-02, -1.142636337958378601e+00, 2.020154637424361188e-01, 1.640835924711868121e-01, -1.627194585697182283e-01, 1.002766355828621059e+00, -1.159038620020866606e-01, -4.042872100221396869e-01, -3.707694374327727416e-01
1.940000000000000000e+03, 1.529967348874261834e-01, -1.070007668481357949e-01, -4.184348090100801776e-01, -3.311361550691603317e-01, -4.651432250679942149e-01, -1.445531946113464694e-01, 3.312184696383697058e-01, 5.305764965584804926e-01, -6.036344721782145317e-01, 1.372604429714272989e+00, 3.169881571585506652e-01, 6.540414837606167188e-03, -1.526393510270021570e-01, -8.404534593117617136e-02, -3.008339439831410334e-02, -4.503120082237165867e-01
1.941000000000000000e+03, 4.438596540478642050e-01, -7.528823541547544074e-02, -6.143867734396220026e-01, 5.035434601003138111e-01, -6.686721986704675658e-01, -9.794226942721569185e-02, 8.552734833789044089e-02, -6.619628796097581924e-01, 2.919335366392666192e-02, 2.960639772780909729e-01, -3.222873463057748800e-01, -4.511673752365549239e-01, -4.670726395416663346e-01, 1.392672934726255640e-01, -4.769695289566918683e-01, -4.650175060013283512e-01
1.942000000000000000e+03, -4.024522651386637229e-01, 3.899861998862380608e-02, 4.284115865947926705e-01, -2.130477090688280561e-01, -2.188542403703127304e-01, 1.605177027346225138e-01, -5.112320599885629147e-01, -2.205579344365806715e-01, 5.743915927734339899e-01, 1.601918955907576936e-01, -2.766140453326086934e-01, -8.890687972444245579e-01, -6.090429119776898936e-01, -5.880472877600315673e-01, -6.084589122600867483e-01, -3.348608602631863995e-01
1.943000000000000000e+03, 1.412511714351664949e-01, -3.313758346187751780e-01, -1.338142727209517824e-01, 1.631095555061193580e-01, 6.867988020604126609e-02, -3.168645038751916609e-01, -4.317113113228501220e-01, -6.957673618297115503e-01, 5.374215740543267783e-01, 7.018472944870604024e-01, -1.941342359608824175e-01, -1.448433049146152229e-01, -1.597495158516644420e-01, -2.940475032732890459e-01, -4.107634241159557192e-02, -2.829305698372308608e-01
1.944000000000000000e+03, 4.295448181690900841e-02, 3.882277407145796194e-02, -7.372063942923436919e-01, 8.823741939472232731e-01, -2.721855085595203949e-01, 2.176694456042098103e-01, -9.086634342158086963e-02, 5.566414392156961988e-01, -2.071552950687586492e+00, 2.958188624423899182e-01, -4.317584117268977173e-02, -2.064021287748428746e-01, 9.889606430545637428e-02, -7.457675493167965630e-01, -1.435479193103723905e-01, -2.602309540640568297e-01
1.945000000000000000e+03, 2.684907269751026782e-01, -3.079884852449192856e-01, 5.613780174855770300e-02, 3.669461360326896071e-01, -8.617173848979151618e-01, 3.586414814228214842e-01, -1.319508763934834350e-01, 7.993989265055213567e-01, -4.744099236635583305e-01, 1.658874470924419198e+00, -3.115017512712875969e-01, -2.181387415213479342e-01, -6.000879786659885778e-02, 1.457805911153637335e-01, -8.794253230969611979e-01, -5.190492342920619562e-01
1.946000000000000000e+03, 1.567105486236187450e-01, 1.102309678273139942e-01, -4.426439504510730205e-01, -3.754720054209527702e-01, -5.157790391189321921e-01, -6.599884548447285115e-02, -3.743797037263584815e-01, 3.200793776195454826e-02, 2.729499027434811875e-01, -1.658068656371076421e-01, -1.443722150725302578e-01, -9.582014608045741344e-01, -4.039645342213930568e-01, -4.221542788430217019e-01, -2.915675114012345470e-01, -3.988968358077634724e-01
1.947000000000000000e+03, 5.076035288978509863e-01, -1.588078106555362856e-01, -6.241163268236605832e-01, -2.734744693335020016e-01, -2.098441932582108815e-01, 2.439902052913976160e-01, -1.284130107269507715e-01, -6.036232068696066877e-01, -5.494583707275018103e-01, 7.218876360187422847e-01, -5.642099531323365585e-02, -4.469007194942737349e-01, -4.545657417417095503e-01, -1.481641843931389702e-01, 4.429157490544870235e-02, -3.691967443135572569e-01
1.948000000000000000e+03, -1.451287934928496559e-01, -8.839811909833211745e-02, -3.235582171880850288e-01, -5.732935853351927014e-01, 1.605792150411451680e-01, -2.370475036915593026e-01, 4.248472944578302046e-02, -2.129792209984310569e-01, 1.368959255411904274e-01, 2.300894884561769660e-01, -3.254402179689695473e-01, -8.196434397037888342e-01, 6.208281850666023116e-01, -3.803860365404927290e-03, -5.832119165365601265e-01, -2.510671354884317918e-01
1.949000000000000000e+03, -3.990357404397829599e-01, -9.201131829669735585e-02, 1.518110258498819864e-01, 2.371902025285479165e-01, -2.809903243561662767e-01, -9.249854490643042437e-01, -5.727538749275334906e-01, -4.717235793242491870e-01, 6.898126611565257305e-01, 1.630840528364117858e+00, -3.470270417639698818e-02, -8.226220338318229741e-01, 5.705108233935582973e-01, 1.681499557414930235e-01, -3.854492166581798829e-01, -4.757351020723750712e-01
1.950000000000000000e+03, 2.217021686475308395e-01, -2.743829231338810182e-01, -9.314268794988077582e-01, 2.697783561801738172e-01, -9.463296747416237720e-01, -3.559513976212207442e-01, -6.784603280976918560e-01, -4.731741784274550167e-01, -8.363198344410600615e-01, -4.743098554171836789e-01, -2.417720544461268162e-01, -4.212207869428279405e-01, -7.225865670537041652e-01, -1.888960989017864911e-01, -2.138605404423859768e-01, -3.992171900629656878e-01
1.951000000000000000e+03, -4.614750425892916730e-01, -2.061495116353251056e-01, -5.749676332493719455e-01, 2.994960518350425205e-01, -1.217373079519933621e-01, -1.030636536742857434e-01, -1.554977397418904339e-01, 4.709882828936760024e-01, -3.795038671565651445e-01, 6.042936831870854286e-01, -1.174498070025147695e-01, -7.057661423565599890e-01, -1.276816818844111329e-02, -4.369667608246477486e-02, -8.399954698660543340e-01, -4.980383061379823895e-01
1.952000000000000000e+03, -1.352152695666882509e-01, -2.240502327695921558e-01, 3.544129700684013895e-01, -3.053247965728018154e-01, -5.261451083150902458e-02, 3.213488911505586049e-02, -6.337218398669788866e-02, 1.824474530773692316e-01, -8.540579245534054564e-01, 7.962256636399800414e-01, -5.181993823000612398e-01, -5.722257095464107213e-01, -8.256577772667921256e-01, -2.421481555603134661e-01, -3.001469303551436152e-01, -5.051741869356413117e-01
1.953000000000000000e+03, 1.434754317323294892e-01, 1.963039600405419582e-01, -4.074785141795231325e-01, -1.369719900799777068e-01, -4.555989413839217628e-01, 4.515306719642817046e-01, -4.865180065290266032e-01, 7.449629494781820349e-02, -9.847161431217745786e-01, 1.320082404718450730e+00, -3.477348384716161811e-01, -3.287547746239413704e-01, -6.611535866076299062e-01, -9.879223353771612315e-01, -2.213623570667231366e-01, -3.572102593564824291e-01
1.954000000000000000e+03, -4.652504359767430930e-01, -3.175009517704658335e-01, -5.260156680369032500e-01, 7.070494106121657553e-03, -3.152504010530599032e-01, -2.845065984942229259e-02, -5.721638672861051322e-01, 4.396505575674033439e-01, 2.562909558270838328e-01, 6.468337758215666478e-01, -4.111182333492799379e-01, -4.279075580350256702e-01, -3.745535917898842881e-01, -4.849578891921997870e-01, -1.237370716655499803e-01, -4.860505870320988020e-01
1.955000000000000000e+03, -1.522674252106045456e-01, -9.638060275627811924e-02, -2.292710842115293912e-01, -8.405923708807259143e-01, -3.132711428298342038e-01, -1.177201486910922634e-01, -3.676778369238979383e-01, -8.294145474815431962e-01, 9.502552390992691222e-02, 8.633727683977839018e-02, -3.954489577539681555e-01, -2.780017057274056791e-01, -4.568717778682076514e-01, -5.736135526590265682e-02, -8.372784502324224221e-01, -2.347474075101183555e-01
1.956000000000000000e+03, 6.558226637381013857e-01, -1.194955427440092810e-01, 9.015845735736065236e-02, 2.537035568778538419e-01, -5.455173838157272304e-01, -1.184972729184318035e-01, 4.982945896987192591e-01, -3.973886662047601548e-02, 1.757328892083437621e-01, 4.864302072566121793e-01, -2.164812784770336895e-01, 2.075532007772731558e-01, 2.198515561623125281e-01, 2.272178997888907870e-01, -4.651735617414742285e-01, -2.053628107506237088e-01
1.957000000000000000e+03, 2.902534732837392384e-01, 5.167709467770202902e-01, -6.274425518719499717e-01, -7.549701351580394293e-02, -8.274088929830633043e-01, -3.198022220051373599e-01, -7.199789998672354585e-01, -1.279058019261955170e+00, -3.245855626887553941e-02, -5.729651357477221207e-01, -3.150257646858286020e-01, -5.540088143962088596e-01, 4.239306585354273016e-02, -1.409910427952231204e-01, -2.509871324874644177e-02, -1.663407253172898004e-01
1.958000000000000000e+03, 2.987289457282200633e-01, -3.979155198273993665e-01, -8.229302056119754960e-01, -3.813078603374800424e-01, -3.403783594194345063e-01, 3.356959068392531553e-01, -6.799362733882486909e-01, 8.315296079781712146e-01, -9.096966162900853581e-01, 5.874463799949978249e-01, -4.732572995553385176e-01, -4.411671181332261771e-01, 7.559561039452286635e-02, -5.028810321223326635e-02, 2.899200428397563645e-01, -3.369889252575141159e-01
1.959000000000000000e+03, -6.269863036535744394e-02, -1.793958280929391913e-01, 2.630468740755041029e-02, -2.264240470707625796e-01, -2.530595439854858020e-01, 1.185450522507243420e-01, -1.887090375539937359e-01, -6.667617437336247344e-01, -6.710332664884977039e-01, 4.415059642893995884e-01, -4.410489304968569502e-01, -3.627835631288346963e-01, 2.234925649548775151e-01, -3.956420775014636293e-01, -2.318733807530913571e-01, -4.322583651275268557e-01
1.960000000000000000e+03, 9.296260962858388099e-01, 2.071025636468694642e-01, 2.503476454894144054e-01, -6.337315158044302121e-01, -2.917611390110507741e-01, -6.181357646840467401e-01, -1.000125510070811741e-01, 5.005031304741768272e-01, -8.994300025118242559e-01, 7.565576579992886463e-01, -3.973142066790767424e-01, -2.102939404748586580e-02, -6.027619372339619863e-01, -2.912653061207692851e-01, -6.372877580795898167e-01, -2.886993531253031486e-01
1.961000000000000000e+03, -6.540432441143272380e-01, 3.900210172103853179e-02, -2.920793929112251996e-01, -1.423781632462298719e-01, -8.764059358776586928e-01, -6.490550952220383585e-02, 2.197641751863980975e-01, 8.948282638562373714e-01, 5.354450092075632162e-01, -3.339189774957680434e-01, 1.688178049279887016e-01, -1.379054843742628100e-01, -1.046699082258579327e+00, -2.959535472798676126e-01, -3.610454121253154902e-01, -7.197142796491423633e-02
1.962000000000000000e+03, -7.465446472611925177e-01, 2.051472340428181843e-02, 6.769002143838857843e-02, -4.228876056320430427e-03, 1.749739499608383986e-02, 6.056438805240933476e-01, -2.290204182126562293e-01, -6.946356740840219091e-02, 6.237381538073106385e-02, -2.249727254194633652e-01, -5.316903805549290096e-01, -3.860457837521638069e-01, -1.059538420470724551e+00, -8.908262970788595192e-01, -5.921548710590568421e-02, 1.242663009984386752e-01
1.963000000000000000e+03, -2.867664399237156436e-01, -1.039826332188831248e-02, -2.255901485995090716e-01, 7.600429583376456799e-01, 4.482650755426378364e-01, 4.709447988319285794e-01, -5.129419684640829091e-01, 1.786759399656399516e+00, -1.834541456597077458e-01, 8.003743515593986224e-01, -2.216910923381197884e-01, 2.137081409446656838e-02, 6.233034912651904680e-01, 1.941304793112412150e-02, -1.276379190565475304e-03, -4.656347286885247766e-02
1.964000000000000000e+03, 8.010715774561980584e-01, 1.469820302485527232e-02, 1.598244361565772653e-01, 9.164096544535951239e-01, 5.425550477252552017e-01, -1.709647440835893317e-01, 4.183185915799775834e-01, 7.943880035061563483e-01, 2.210473642327331067e-01, 9.767207480781276985e-01, -6.610171868439287252e-03, -8.946497787763933729e-02, 4.860958397379852580e-01, 1.081760002961384748e+00, -2.480220679283323335e-02, -4.111120116943171171e-02
1.965000000000000000e+03, 2.035066582629647958e-01, 4.490941040522960503e-01, 7.484716772956327979e-01, -3.907236510558812492e-01, 1.233680291585112360e-01, -2.629165937819180066e-01, -3.436084527658381238e-01, 4.510214734234395673e-01, 4.796823412706831269e-02, -2.622931156154573173e-01, -2.533767975156419050e-01, 9.548514026552987199e-02, -5.810391739342894990e-01, -5.337893482465354555e-01, 1.792068459593458563e-01, -5.448805883259237592e-03
1.966000000000000000e+03, 4.401104634094448742e-01, -5.664241030898813783e-02, 3.928214535356194248e-01, -2.661301134772225407e-01, -2.709706021091900507e-01, -4.089027144398722086e-02, -3.051794809658098240e-01, -3.124213557860339163e-01, -4.094464680456165184e-01, -5.278734094243402453e-01, 2.256941370011238401e-01, 3.183470616607334946e-03, -1.996945012355824667e-01, 7.446827520728022121e-01, -1.206038515941547512e-01, -2.736590986968407968e-01
1.967000000000000000e+03, 1.144176486626819811e+00, 2.851326183817274318e-01, -6.779591237390024672e-01, -7.102585339730447256e-01, -8.955510903032845582e-02, -5.105294967953690095e-03, -3.324012453228237379e-02, 1.910499339682801001e-01, -6.987415036087976650e-02, 6.739651648632836167e-01, -4.726360926007365793e-01, 5.660473267701686406e-02, -6.719070727767328943e-01, -3.254580060347569415e-01, 1.506649923390960405e-02, 1.463292002227618294e-01
1.968000000000000000e+03, 4.604741228103374495e-01, 1.225892582145532983e-01, 5.336831546363079992e-01, 2.148539128807246679e-01, 4.521320774446862534e-01, 3.395728363479674217e-01, 3.271472607479881667e-01, 2.095610845835928215e-01, -1.173607352799247439e+00, 7.601970534840872817e-01, -3.440556246394802509e-01, -1.170580956030399661e-01, -1.099373202519971782e-01, 3.025605144392207180e-02, 1.318548098925880485e-01, -3.616049202742354640e-01
1.969000000000000000e+03, -3.093655077525752639e-01, 2.572207232879671901e-01, -2.386224518072926903e-01, -1.316336469541542764e-01, 1.709030047419908827e-01, 4.269579252090228150e-01, -4.453086290536328873e-01, -3.734661891294159819e-01, 6.201732619658438805e-01, 8.972706908893752359e-03, 1.341731932533048732e-01, -2.678353612557291541e-01, 3.884247998031487570e-01, -3.170774097693454530e-01, 5.363325624996504587e-02, -5.552574991204307919e-02
1.970000000000000000e+03, 5.161663033311122972e-02, -1.819070108099324068e-01, -5.388476432916473602e-01, 5.941746195285686483e-01, -1.110388180987313539e-01, 2.513584361439046844e-01, -2.138757409727609915e-01, 9.037288152125627638e-01, 6.783553230815874135e-01, 1.631184826601814741e+00, 5.139157825819015701e-02, 3.925716168477346169e-01, -4.307968462897019402e-01, -4.046871388303637240e-01, -8.921079037995519045e-02, 1.704803530671582801e-01
1.971000000000000000e+03, 5.113549563847602508e-01, 3.048161235584080642e-03, 1.782012711528638271e-01, -1.658040573196467582e-01, 1.840308139292833323e-01, 3.883634784233159221e-01, 4.349847808268714755e-01, 2.039188227889768834e-01, -5.827044099416156531e-01, 8.270166187326849494e-01, 5.497141807121977419e-02, 1.292665421813543325e-01, 2.747584462935123151e-01, -2.681547894794550913e-01, -1.832295665335685886e-01, -7.397275534288094700e-02
1.972000000000000000e+03, 2.327221817582548757e-01, 5.961984783398234233e-01, -7.556632865679386857e-01, -5.441300735188917548e-01, 3.680452789438583006e-01, 1.838013196191524423e-01, -5.995738547986394495e-01, 5.450087105899983908e-02, 9.526094772042924541e-01, 6.579324536881094865e-01, -5.158069032459777770e-01, -3.826070121097049220e-02, -4.770684085132222418e-01, -4.998497877002296141e-02, 4.247530071453359812e-01, 3.811708493485758270e-02
1.973000000000000000e+03, -3.699234745430618476e-02, 1.818810711095973365e-01, -4.712302365476609724e-03, 1.862832492508405269e-01, 3.415961385223411084e-01, -3.281141134534258375e-01, -1.134530694933446188e-01, 5.455828500250506918e-01, -7.171725338168023489e-01, 9.861066458072553775e-01, -5.160803819204232840e-02, 3.023768963145492122e-02, -3.467171968142266913e-01, 4.070383869068487370e-01, -7.131792670445116777e-02, 2.764406831295724287e-01
