year, ACCESS-ESM1-5, CMCC-CM2-SR5, GFDL-ESM4, CNRM-ESM2-1, MIROC-ES2L, CanESM5, TaiESM1, INM-CM4-8, EC-Earth3-Veg, INM-CM5-0, IPSL-CM6A-LR, NorESM2-MM, MPI-ESM1-2-LR, UKESM1-0-LL, CESM2-WACCM, NorESM2-LM
1.860000000000000000e+03, 3.108298190801718763e-01, 1.909016848445592163e-01, 2.061762949617387541e-01, -4.880587901816472174e-01, -3.169691702337713579e-01, -3.072180515973650314e-02, 2.132065016426296089e-01, -7.418513594923317744e-02, -1.074651523127332364e-01, -4.978593504302165906e-02, 1.753558614152380124e-01, 1.325429028331762127e-01, 1.686256592072312432e-01, 4.039495663551920246e-01, -1.516406058772795107e-01, -1.715101954268776485e-01
1.861000000000000000e+03, 5.544386331028294812e-01, 6.648772877876023280e-02, 1.973301574215260701e-01, 8.372034924752285168e-01, -3.052826700390764980e-01, 3.690421731370461811e-01, 4.670408648620374970e-01, 1.403475451804568341e-01, 5.021743795107557196e-01, -6.345210880459223324e-01, -1.527354797314258716e-01, -8.255720609760772155e-02, -1.209312292809994416e+00, -9.094528928885962094e-01, -3.606261759663593747e-01, -2.874144133163334947e-01
1.862000000000000000e+03, 4.713785321829396247e-01, 2.638251879937332789e-01, -2.827504593578932662e-02, 6.368045547412517493e-01, 6.369689526504333787e-02, 9.414815914654461881e-01, -1.091863817282394122e-01, -2.938249303832133480e-02, -2.001625143886254787e-01, 3.791776075598485840e-01, 3.170491915327210142e-02, -1.682255543070653170e-01, -7.948969177244193107e-02, -3.720770209957537378e-01, 1.251611779748172115e-01, 5.580862997532035942e-03
1.863000000000000000e+03, -3.290461422476045894e-01, 1.881018465498179582e-01, 1.779131028730169539e-01, -2.970878522332091598e-01, -5.730580448442228886e-02, -2.825610244858084430e-01, -1.662131916000992859e-01, 7.944832208389981387e-01, -1.116515081558175915e+00, -1.125117817871176262e-01, 1.994456818763745698e-01, 6.295290838285266116e-03, 2.454781003388996075e-01, 5.069213892834471824e-02, -1.904165972401011542e-01, -8.148673970344050277e-02
1.864000000000000000e+03, -4.123383428328771250e-01, 3.512219142706899389e-01, -8.499375098153583163e-02, -6.135180083003634044e-01, -1.388938774893183903e-01, -1.984887961190578143e-01, -3.730911409489892083e-01, 6.658298855942670347e-01, -1.255960199521259479e+00, 3.287364493328806536e-01, 6.538083522825414995e-02, 9.331298115446169661e-02, -8.967767455736714854e-01, 8.496868478205758801e-02, 4.491755049391009114e-01, -8.759779093611280709e-02
1.865000000000000000e+03, -3.218139705497131131e-01, 3.788790353548747714e-01, -1.037489023348629580e+00, 2.157549542698734835e-01, -3.103871354864470855e-01, 3.877372300678683659e-01, 3.112634216819499255e-01, 8.917564954423462531e-01, -1.319980858960633663e+00, -9.981903652545620620e-02, -7.254756529831692113e-02, -1.105107177967982746e-01, -9.062659744420068497e-01, 1.207181561802598280e+00, -2.691998159538822599e-01, 1.973293331420272190e-01
1.866000000000000000e+03, -1.090487741721014522e-02, -4.365257435230933403e-02, 4.719267616726864623e-02, 3.790445368575585117e-01, -6.143668375392933312e-01, 1.695265749001974853e-01, -4.853102480024740206e-02, 2.613042157051454970e-02, 4.137182580564646717e-01, 6.432702711029146536e-02, -2.762156584781969362e-03, -2.215389003881617636e-01, 4.496829811496740326e-01, -4.750269966409439992e-02, 1.945024872840191710e-01, -8.303666941789301925e-02
1.867000000000000000e+03, -3.187984341249336384e-01, 2.550992240980836101e-01, 6.845308882879445889e-02, -7.540925305392207623e-01, -6.054495431195537625e-02, -1.371453422628665098e-01, 7.802335725112344300e-02, -9.172406512678116242e-01, -5.189051659454795296e-01, -3.782931640199939105e-01, -5.276671906994906402e-01, -1.521696689928639656e-01, 5.584265560158594432e-01, -3.088533812825232094e-01, -7.777241217977877430e-02, 8.979854529845632261e-02
1.868000000000000000e+03, -4.087860649915066036e-01, 4.532608537148852257e-01, 1.391438000676278319e-01, 4.176072466283578533e-01, 3.126338254224754198e-01, 1.006649590674111999e-01, -3.216167916086478118e-01, -6.036868880203709598e-01, 6.155397581418687869e-01, -5.954868153852965751e-01, 3.653157347999623217e-01, 9.157982666531977456e-02, -5.434453599750770081e-02, -3.067513818202885489e-01, -8.936337232135715958e-02, 1.161454624667654714e-02
1.869000000000000000e+03, 1.970384732207464407e-01, -7.618863819091763190e-02, -4.574798442134607179e-01, -4.787455957243402227e-01, 4.796546433464428383e-02, 3.799792913472969658e-01, -2.296509433441218939e-01, -1.240892317970587605e-01, 8.623567565099272691e-01, 1.133407244145376580e-01, 3.277617825911527949e-01, -5.748499381377276257e-02, -4.255161940423445727e-02, 1.265168077011803449e+00, -1.951815617405556688e-02, -1.463637578029627628e-01
1.870000000000000000e+03, 5.189111104303512079e-01, -2.118439694423691344e-01, 4.475043826991881857e-01, 1.513924220799433007e-01, -1.470771874907568777e-01, 4.604904939710174894e-01, 1.740397990110298387e-01, -8.088519236259874567e-01, -3.546066463483001779e-02, 7.067321282189004128e-01, 9.943092166179886421e-03, -1.734762475949663471e-02, -7.726210952586832770e-01, 4.897704228414228034e-01, -1.113507836289695241e-01, 1.300509424652119272e-01
1.871000000000000000e+03, 7.076204770044346171e-02, 2.112143434399156028e-01, -5.723390235066574405e-01, -3.583674174698159298e-01, -2.636961966684063241e-01, 3.092280207180280183e-01, 2.747608938625577535e-01, 4.607938525882788183e-01, -1.243689692634891264e+00, 6.695451907209727660e-02, -5.418281823469013325e-01, -1.416063360291104356e-01, 7.105769848090526253e-02, -5.588996577331760696e-01, 2.269463421778488144e-01, -2.883021705114107922e-02
1.872000000000000000e+03, 3.612144384409262110e-01, -1.205647789349406779e-01, -6.596137548613412172e-02, 4.297184677952742282e-01, -5.616203211636752179e-01, 4.792110043962874433e-01, -3.636368715088668102e-01, 3.278879332958466453e-01, -1.075383929016550999e+00, -6.577688825077229740e-02, -1.234404702637579287e-01, 1.810907522162688854e-01, -6.701879640818618478e-02, -5.311175658791537080e-01, -5.609789962084655440e-02, 4.041943755630697521e-02
1.873000000000000000e+03, 2.101466167787456943e-02, 2.373263360863505367e-01, -6.576929337160276612e-01, -1.319547164378693516e-01, 1.628292298371702626e-02, 1.669911399429116761e-01, 3.512944588679366431e-01, -3.373645019473149875e-01, 5.604015452250231677e-01, -3.715214957853626293e-02, -2.546817989639025767e-02, -2.281702385444164538e-01, -4.501233586936445596e-01, -1.353067597317973714e-01, -4.727313197237156123e-02, 2.199476026765731160e-02
1.874000000000000000e+03, -2.761546931796123872e-01, 1.911044704627876956e-01, -2.017329884499456313e-02, 7.385060453746088160e-02, 2.229484972491353467e-01, 1.765101078702980830e-01, -4.398933260280314395e-01, 2.268585171957638313e-01, 1.073739573228158717e+00, 4.464169666527977864e-01, -1.172023738128564613e-01, -1.112782430281452906e-01, -5.745879549558581267e-01, 1.638613265170028588e-01, -6.375844056107726754e-01, 1.213832962502894020e-01
1.875000000000000000e+03, -1.931520893502458314e-01, 3.107710443047850823e-01, 3.907756491697634837e-01, -1.275259419777308445e-01, -3.086245021867707605e-02, 6.315871377516558693e-01, -2.796993253212151087e-01, 1.034007449293611547e+00, -7.963171506525736909e-01, 1.020071382978984698e+00, 2.903822581956854720e-01, 1.808077715877057234e-01, -3.686676203525847684e-01, 1.775172707610866638e-02, 2.667602274781454286e-01, -2.539438866091446867e-01
1.876000000000000000e+03, -2.396313415670449365e-01, 5.881012022257031679e-02, -4.409471901530200855e-01, 2.156183896149747314e-01, -8.906375609822769768e-01, -1.391687016925755582e-01, 3.917017409261570604e-01, 5.882083485085026764e-01, -1.870265262340329082e+00, 3.714462392052826356e-01, -1.491020310390927528e-01, 2.175410092716467680e-01, 2.815437913052031282e-01, 1.159376734639201989e-01, -4.895910251061835056e-02, -1.464689289586237897e-02
1.877000000000000000e+03, -5.515491596673725849e-02, 1.989538461405291059e-01, -2.845697375288826492e-01, 7.602046181510122014e-02, -5.811779309048957787e-01, -3.144393300857933338e-01, 3.157156923591947773e-01, 1.236490589035796450e+00, 7.981218334594657460e-01, 3.267422985141906766e-01, 1.190642149821629220e-01, -2.989956644994260504e-01, -8.453573299186217804e-02, -4.868103327403711655e-01, -7.789557669392097039e-02, 5.615713994007746207e-02
1.878000000000000000e+03, 4.105801552304202962e-01, 7.650316907549892763e-03, -1.171560457053608673e-01, -1.806140753291361756e-02, -1.689153019923546606e-01, -2.775631521510994459e-01, -5.293791701716606957e-01, 6.498044185938384176e-01, 9.098061571563139660e-01, -1.780699164892385888e-01, 3.526002442345840815e-01, 7.005533176917443094e-02, 1.386572422226962920e-01, -5.143054325734733867e-01, 2.402073208389884362e-01, 1.664381817232453431e-02
1.879000000000000000e+03, 4.477502232638953111e-02, 3.281395063891754393e-01, -5.708403337845640441e-02, 1.810408953745905325e-01, -1.159977125902652284e-01, 7.727187648706250467e-02, 1.008664417827868504e-01, 1.360132165057810483e-01, 4.142075782581757792e-01, 8.110674226270087050e-01, -1.598171260201905197e-01, -9.033170961268702226e-02, -5.047638896252175655e-01, 4.431829823210710062e-01, -2.230143273559972716e-01, -2.672173682381827065e-01
1.880000000000000000e+03, 4.414016432222215292e-01, 4.042163825209276196e-01, 2.724095431410178403e-01, 4.188334670726844289e-01, -2.162748653190663117e-01, 1.078892193163563662e-01, 6.706358527844533124e-02, 4.246261783487528252e-01, -4.817184620556685948e-01, 1.566538009247036567e-01, -2.560532734337566674e-01, 1.131713634574377236e-01, -2.016371989186489799e-01, 1.704270041309773331e-01, 4.304602540717979153e-02, -3.373255280354930247e-02
1.881000000000000000e+03, 4.096931849413706361e-01, -2.727744631223354421e-01, -2.663319885444446755e-01, -1.219619326994909048e-01, -4.308049348094325492e-02, 3.251560754971285494e-01, -2.668592885408833104e-01, -8.426306756989269120e-01, 1.062810635386696179e+00, 9.848420549730295404e-02, -6.386284915082814095e-02, -1.955626548132975151e-01, 5.696872997773033687e-01, -2.933915559651155761e-02, 1.988717990589346785e-01, 4.793605336807575668e-02
1.882000000000000000e+03, 4.554794420369184804e-01, 1.823950807724319945e-01, 4.270515132226930244e-01, 7.680724871286674638e-02, -1.337498525267683258e-01, 1.506543751363056682e-01, 2.394450448547519872e-01, -7.699489900931990594e-01, 1.095146372456767381e+00, 3.825757124109980811e-01, 1.701441770324179648e-01, -1.062852600665552122e-01, -1.441743995968917946e-01, -6.901177618225289301e-01, -2.797489685769696255e-01, 8.200170795042466265e-02
1.883000000000000000e+03, 1.014563203043369888e-01, 3.508289735175165736e-01, 4.482191685837396689e-01, -3.774982960490798067e-01, 2.885946927435084630e-01, -5.531269711412459267e-02, -8.047724918443746600e-02, 2.723029305340267103e-01, -7.974887783248537643e-01, 9.290123469918230015e-01, 6.161834923666028446e-02, -1.019220013350210507e-01, -7.418504036160855630e-02, 2.510112402595819914e-01, 8.849366876310059415e-02, 6.599715942388123535e-02
1.884000000000000000e+03, 2.194181415652688982e-01, 2.834750237346579382e-01, 6.784451627666084894e-01, 3.845135597237153702e-01, 5.193862635102293179e-01, 4.566132618477342642e-01, -2.367180695834644744e-01, 3.263133388966919513e-01, -1.085478266147549053e+00, 6.978967552782207040e-01, 1.387274317276383610e-02, 1.972029886490796469e-01, -2.456016338399511223e-01, 7.068977204427561167e-01, 1.916839180222584260e-01, -1.941469909528905358e-01
1.885000000000000000e+03, 5.653241994748639532e-02, 1.778126877237277137e-01, 2.170645607032797297e-01, 1.040675936674504837e-01, 1.903443006992145969e-01, -3.187347463832208017e-01, 5.499399181034411166e-01, -5.394643007873657359e-01, -4.190948074486671726e-01, 8.563093643302157124e-03, 1.881473032601559819e-02, 4.391839464962406930e-02, 5.126030547438782392e-01, 6.855809434073302511e-02, 2.517722583412228543e-01, 5.115491968330632133e-02
1.886000000000000000e+03, -4.301495400880831488e-01, 2.970258273088721701e-01, 7.840961146479815680e-01, -2.895581365412569497e-01, 1.768533773851898028e-01, -1.283678447483106722e-01, -8.279767531418114057e-01, -2.193431324670321314e-01, 4.560698344876368271e-01, 1.189939032105495897e-01, -1.659814299677219926e-02, -3.802875987367878019e-01, 4.149300452996229627e-01, 1.450293832943078121e-02, -1.367581879330413142e-01, 2.721129138434478373e-02
1.887000000000000000e+03, -6.142086403995230537e-01, -8.463134282596375402e-02, 6.234389133301785346e-01, 2.240688042112242151e-01, 3.374323347903557258e-01, 6.749407050321774848e-02, -4.794978165418682658e-02, 9.325370999821586127e-01, -4.453779191739170029e-01, 7.391036247441592488e-01, 2.421286846483261535e-01, -1.081515798218979363e-01, -3.487470011434162243e-01, 1.251573999845997931e-01, 8.469703804533192971e-04, 2.781540010430335053e-01
1.888000000000000000e+03, 5.342435616367816054e-02, 3.050382485654009046e-01, -3.599011653148725398e-01, -3.177715514555353726e-01, -1.241018827509892258e-01, -4.240509644169170866e-01, 2.706466683975916609e-01, 7.802567927080902299e-01, 4.413834279888332324e-01, 1.305121354378982745e-01, -1.688029134590847066e-02, -2.478957459221935167e-01, -3.701712386233004803e-01, -1.894774239273926408e-01, 7.403609299059446536e-02, 2.115811782103290128e-01
1.889000000000000000e+03, -3.273530528224011249e-02, 3.032610830223731943e-02, -2.189661100316360187e-01, 5.615374950957316980e-01, 2.389053066589185703e-01, -1.708441409984664261e-01, 1.988093445448875507e-01, -3.841248537667120155e-01, -7.301951032376317041e-01, 3.454930300086851425e-01, 3.102489660730222698e-01, -2.061135654692455299e-01, -7.739406500455114912e-01, 4.241805629787770981e-01, -3.880516042224871898e-01, 2.927831961679197570e-01
1.890000000000000000e+03, 1.524424269140524368e-01, 2.090228563091939828e-01, -2.064897860993250844e-01, 4.146538917590494866e-01, 4.048535735013525927e-01, 5.521434273496772516e-01, -4.867232034029297244e-02, 1.008315136529372325e+00, 4.138707738446246731e-01, -9.109316884487996813e-01, 5.147311155091584961e-02, 1.189393385318599922e-01, -6.917995786312728379e-01, 3.892194063269356352e-01, 3.002809817860172675e-02, 1.408027542415009326e-01
1.891000000000000000e+03, 6.746579933488177083e-01, 3.096207780874248305e-01, 1.084445925612229772e-01, -1.994557442153810645e-01, 1.093586759582499818e-01, 7.775520450126868210e-01, 9.419255959607633621e-02, -2.746748156199693008e-02, 1.091012259293477227e+00, -5.197738558622767568e-01, -1.931978970225491643e-01, -8.716902965088922650e-02, -3.466417761665643860e-01, -7.378730146371491605e-01, -5.939395286666438595e-02, -5.562981826225468079e-02
1.892000000000000000e+03, 4.384799428521829467e-01, 1.553836355318778152e-02, -6.126098470300769261e-01, 1.846589353560235958e-01, 3.500049675663532284e-02, 8.167230342029123402e-02, -1.530933439452903111e-01, 2.248758030948750375e-01, 5.058733200566070121e-01, 1.256641469764919750e-01, 2.501678036327434351e-01, -1.493159547201130914e-02, 5.905846359480941832e-01, 5.615080632947173633e-01, 2.736097214049519333e-01, -1.770907170102862527e-01
1.893000000000000000e+03, 2.974797680652080945e-01, -2.213256634208952689e-01, 5.418333184219465970e-01, 5.299632652548168926e-02, -1.764347053799720788e-01, 1.199461325987324911e-01, -6.598352213394582666e-01, 1.376535137210856075e+00, -9.420567344317775094e-01, -1.191586460870625308e-01, 1.042088880568890763e-01, 2.719720692212085345e-01, -5.549918179811936803e-01, -3.360251011772149021e-01, -2.059428867223587756e-01, -8.013627699131384285e-02
1.894000000000000000e+03, 1.023537148245005080e+00, 1.669279339898623871e-01, -7.867450971163818252e-02, -3.411699486030638218e-01, 2.454237053715022099e-01, 3.598040260030621051e-01, 1.321280039554881269e-01, 1.544640844773696176e-01, -4.741540973343985055e-01, 3.363435098030057024e-01, -1.084123817787080585e-01, 3.040161580937998376e-01, -4.357077523923360424e-02, 5.715150773101046466e-01, -1.851325043287178340e-01, -1.054186604975308195e-01
1.895000000000000000e+03, 2.915997355979658701e-01, 6.376562977535318311e-01, -1.717598911744513679e-01, 2.496847599402013396e-01, 2.317614523400632620e-01, -2.786911187139821857e-03, 1.389447979669583111e+00, -9.387277659014005293e-02, 6.368381584869318157e-01, 7.246135521638559229e-01, -2.277778204169828014e-01, 1.136184876880938499e-02, 2.522827246442514437e-01, 9.075467116726358696e-02, 2.949313194078447831e-01, 7.563564148639344287e-02
1.896000000000000000e+03, 5.267480088910990732e-01, 5.422925386644591311e-02, -9.355880999363075379e-01, -1.562574997182358816e-01, 2.996005849441810143e-01, 4.171015603550289053e-02, -9.277074243512046792e-01, 2.084230058856074708e-01, -1.119246532781199704e-01, -2.168143770468066583e-02, -1.634797667660221193e-02, 2.869436002516651540e-01, 1.323159679182316951e-02, 1.094073007720212931e-01, 1.807703136126573851e-01, 1.103451195274419566e-01
1.897000000000000000e+03, 1.773246707697813673e-01, 1.474140622873704731e-01, 3.960371728400570723e-01, 4.687072682362523890e-02, 1.300446414070156875e-01, 2.061023377049350791e-01, -5.569575868237405247e-01, 1.929893820757137834e-01, -1.418436176909400326e-01, 3.579424321291795330e-01, 4.179919993118998978e-01, 9.897785292289785347e-03, -9.208944840601230863e-01, 2.912769012690302750e-01, 1.956188180554527256e-01, -7.150935487069455705e-03
1.898000000000000000e+03, -5.729649666082666792e-01, 1.067581357145141845e-02, -2.353096149655509450e-01, 3.090091180188730413e-01, -2.788379590948165121e-01, 1.163681038866909712e-01, 3.405251051298412435e-01, -9.611670073893503474e-01, -1.451876505189691580e+00, -5.503911971888225674e-01, -1.588794614071483910e-02, 1.063210327235801222e-01, -9.922152457570846407e-01, 5.498173553287684090e-01, -1.269880971302011496e-01, 2.234160351446680404e-01
1.899000000000000000e+03, -2.583689104986429119e-01, 1.099227803298371414e-01, -3.957141421961498096e-01, -1.710527910732860535e-01, 2.231028885174244358e-01, 4.057651293919455338e-01, 1.985976863202651779e-02, -1.642411740133751796e-01, 1.499188932636874028e-01, -1.583435125685327849e+00, -5.387068205540459509e-01, -4.115015201333124262e-01, 4.895431717069496091e-01, 4.276561601895104703e-01, 6.478543749036330679e-02, 5.175554148622167616e-02
1.900000000000000000e+03, -8.264458113915013060e-01, -3.988745473352467430e-02, -5.918639883245737643e-01, 2.522715069953020972e-01, 3.068628404904376605e-01, -3.437855790896925390e-01, -2.522138064680550240e-01, 2.072767203243541245e-01, 1.081567265154834701e+00, 6.689283978799019925e-01, -1.583320017730130980e-01, -1.612021930442457396e-01, 1.361265795156164637e+00, 1.317721449574883463e-01, -1.396882718671893508e-01, 1.336090161542003996e-01
1.901000000000000000e+03, -6.527026370761132013e-01, -2.691897608237331374e-01, 6.321030485779964569e-02, -3.815658828464815744e-01, 3.443259674789176522e-02, 2.669666675955173485e-01, 4.061354554347545442e-01, 5.116878285592338926e-01, -1.187380432348086767e+00, 9.284365868697884439e-02, 6.401652438243482512e-01, 1.326710588954377879e-01, 2.100760402422010842e-01, -1.437441039087094252e-01, 1.776914935148418417e-01, -1.736079853264663186e-01
1.902000000000000000e+03, 5.523990635922384485e-01, 4.672060859910013297e-01, 3.177805028645789842e-01, 6.741476817105375163e-01, -5.613860329988491493e-01, -1.598105680748324042e-02, -2.365508189851191212e-01, 1.260982743957948182e+00, 1.348125638231706114e-01, 1.691346808280360214e+00, 4.480183130421739809e-03, 2.133649222820469538e-01, -2.518807364323749631e-01, -2.790253801921831478e-01, -2.197660221252932533e-01, 8.489859422448692294e-02
1.903000000000000000e+03, 2.895958288432763927e-01, 1.179503090248576191e-01, 5.624036254152332548e-01, 2.142379964401430470e-01, -1.806497980178697893e-01, -4.095526061749594771e-01, -3.737817230669587265e-01, 3.619897492109453441e-01, 9.134538760063835028e-01, 6.529001277494678179e-01, -2.574666326447734299e-01, -3.909214650849136552e-01, -4.739117528136304464e-02, 1.107289287914545728e-01, -1.638524099502369491e-01, 2.538172146180537464e-02
1.904000000000000000e+03, -1.140343125412479897e-01, -2.338596586662906873e-02, -9.149543683614451417e-02, -3.073976162894045405e-01, 3.275107079565266477e-01, 3.707755249402450159e-01, 6.259846803839553830e-01, -6.130115525651299579e-01, 5.676285375041930648e-01, 6.170588839424042682e-01, -3.964576494774864623e-01, -1.014306109442929260e-01, -5.310864162348793299e-02, 1.871413381310212121e-01, 6.947538750611026437e-02, -7.993272670228199206e-02
1.905000000000000000e+03, 2.559696274620352208e-01, 5.579902480212336480e-01, -8.834286101126359592e-02, 7.218949211771338859e-02, -1.931742752115151590e-02, 6.093082394539761637e-01, -4.611285756193950203e-02, 4.505130979114120304e-01, 6.594234774560205903e-01, 6.435174370642453567e-01, -3.811625472750854171e-02, 3.888674317572580752e-01, -2.766332271471859672e-01, 4.839315682747419300e-01, -3.306296365863853892e-01, -1.669605939079942813e-01
1.906000000000000000e+03, -4.007534031878772773e-01, 1.679954579963996719e-01, 7.446066339195239747e-01, 1.553153315693712733e-01, 7.058031908711753788e-02, 4.509024533291818848e-01, -2.059210074525362477e-01, 4.680530462349118959e-01, -6.809602682499084070e-01, -2.743509068735589529e-01, -4.801929628589304833e-02, 1.125191146938342712e-01, -2.815545811224537953e-01, 4.766309216964059736e-02, -1.747782617314328768e-01, -8.046494942250709270e-02
1.907000000000000000e+03, 7.846433787128534454e-02, 1.866925692580252705e-01, 3.313568518716485944e-01, -4.126857775833541742e-01, -1.616695467294882935e-02, 3.173576302318345532e-01, 1.249353174626102875e-01, 1.179250924669062339e+00, -7.750611186226094018e-01, -6.841729444965239937e-01, 1.252349826047328141e-01, 1.552594835110085447e-01, -8.657940898123627216e-01, -2.476886381327547126e-01, 3.107805181772035352e-01, -3.311313969457330836e-02
1.908000000000000000e+03, -3.747707994752986771e-01, -2.581238768611334722e-01, 1.585363460050359941e-01, 1.658607056383110123e-01, -2.162542563325977607e-01, -8.286013432650245203e-02, -1.047955203825643861e-01, -2.025834841038018017e-02, 3.048922839760247472e-01, -3.107085068293705121e-01, -2.297726893036325380e-02, -1.117110337096303696e-01, 1.525413614954742592e-01, 2.558441675322352116e-01, 6.784339815597810464e-02, 3.616387935477100718e-02
1.909000000000000000e+03, 4.799928917305149034e-01, 3.693256720748044342e-01, -5.130389929260459336e-01, 3.968076675725283331e-01, 1.314941444151632721e-01, -3.991848030770996092e-02, -2.426973005875878997e-01, -3.732875548324111059e-01, 2.521478688710547256e-01, -2.394093080442705468e-01, -3.394806281653361957e-01, -2.636890153222555266e-01, 1.844888238714771367e-01, -2.225116845609421967e-01, 5.821758544542549735e-03, 3.191685840749173414e-02
1.910000000000000000e+03, 3.913824870702874159e-02, 2.462656259969868422e-02, 2.026599457766768697e-01, 3.174912306217991809e-01, 2.404325159895647490e-01, 6.348139750743131415e-02, 2.149731795549874869e-01, -4.451385911786940458e-02, 9.652004488253411729e-01, -5.585889269718752326e-01, 2.308285877543916342e-01, 7.307512451801927156e-02, 3.363333696900948633e-01, 1.755782943577666733e-01, 3.143921845207325316e-01, 2.802282711913521851e-01
1.911000000000000000e+03, -2.046355078742367328e-01, 3.129623995990227919e-02, -7.426665553204906400e-01, 3.864469041314987918e-01, -1.156953444252636354e-01, -3.204713279360537626e-01, 2.922083464133228836e-01, -3.240158841319568106e-01, -9.381580878972941573e-01, 1.423421273391857478e-01, -2.144410279406176387e-02, -3.034807025008519621e-01, -2.638959234973788370e-01, -3.579282993836286342e-01, -9.827061827648753134e-03, -8.178175847288389477e-02
