year, TaiESM1, EC-Earth3-Veg, CMCC-ESM2, MPI-ESM1-2-LR, NorESM2-MM, IPSL-CM6A-LR, NorESM2-LM, CESM2-WACCM, UKESM1-0-LL, CNRM-ESM2-1
1.945000000000000000e+03, 2.450387457564919357e-10, 3.967668871504592774e-10, 8.065886528114269584e-11, 3.178695748421731930e-10, 2.501886490879949368e-10, 2.728952214975358097e-10, 2.433492859352531160e-10, 2.015883844546396317e-10, 3.214763113994985680e-11, 1.493396234119290629e-10
1.946000000000000000e+03, 2.490783435271105193e-10, 4.084411317950957248e-10, 8.155119150391103761e-11, 3.223940710788455008e-10, 2.541960812178223153e-10, 2.751941021672144684e-10, 2.458233278761809813e-10, 2.029574020924068559e-10, 3.331131147363934706e-11, 1.683226594405009314e-10
1.947000000000000000e+03, 2.526313731761656586e-10, 4.161945934626690982e-10, 8.257247855471477756e-11, 3.269529079333575132e-10, 2.522262866951108938e-10, 2.773855419068628071e-10, 2.516336943416203853e-10, 2.063922427196325145e-10, 3.405004214346425353e-11, 2.001665507936737271e-10
1.948000000000000000e+03, 2.561221763449102812e-10, 4.213963817508153614e-10, 8.247691516436452806e-11, 3.349265084476342436e-10, 2.576560746733035255e-10, 2.803644624041629860e-10, 2.595579304378411356e-10, 2.096107234856999807e-10, 3.538868322680030535e-11, 2.218711935964482378e-10
1.949000000000000000e+03, 2.573756852294899432e-10, 4.303764380383716580e-10, 8.361964102745404445e-11, 3.441561719398957295e-10, 2.531522468616726130e-10, 2.832033728765303338e-10, 2.651916667692538873e-10, 2.111458395038255761e-10, 3.587488708600671641e-11, 2.354277261315043214e-10
1.950000000000000000e+03, 2.691259890428030394e-10, 4.450464084411738569e-10, 8.161525966728943869e-11, 3.493317212863823636e-10, 2.693443727351707677e-10, 2.853229521759015095e-10, 2.629745977821620398e-10, 2.132394720772891043e-10, 3.663321778703280978e-11, 2.610521536829566982e-10
1.951000000000000000e+03, 2.722743686499846911e-10, 4.120980241856538648e-10, 8.033595774628036107e-11, 3.544587902872219977e-10, 2.755859802445618493e-10, 3.153826075975952505e-10, 2.548041480852672043e-10, 2.214891025546278199e-10, 3.796366527225582270e-11, 2.627973692149940507e-10
1.952000000000000000e+03, 2.751737876774244611e-10, 4.174072140951638890e-10, 8.003253955811321477e-11, 3.591784261511462188e-10, 2.755462966700212353e-10, 3.164125976799013784e-10, 2.615209926388523663e-10, 2.216117105955995249e-10, 3.980740331280624190e-11, 2.799579895619095070e-10
1.953000000000000000e+03, 2.763337706056800580e-10, 4.228981542987589373e-10, 7.983113254104381178e-11, 3.622878432092517493e-10, 2.810312743303199564e-10, 3.168624244453662252e-10, 2.650769115145649782e-10, 2.236957111361673960e-10, 4.176612910325580849e-11, 2.940598345878526638e-10
1.954000000000000000e+03, 2.784517254686298567e-10, 4.190345675113068638e-10, 7.957370249713806284e-11, 3.681501571840200501e-10, 2.836559774412452582e-10, 3.171400203281161195e-10, 2.699646135914167264e-10, 2.255876021537658627e-10, 4.387145981772546799e-11, 3.049546081742919586e-10
1.955000000000000000e+03, 2.804483990204964611e-10, 4.229571022108932127e-10, 7.987050596051052603e-11, 3.752684061600893927e-10, 2.947662628259134568e-10, 3.169773878873767148e-10, 2.791200470115193134e-10, 2.282623440508542672e-10, 4.782122981719258883e-11, 3.190541389125105454e-10
1.956000000000000000e+03, 2.825368677968455942e-10, 4.332119650247350909e-10, 7.871517773993176170e-11, 3.822247984308955871e-10, 3.081160613264582403e-10, 3.173890087212789257e-10, 2.734206714511702110e-10, 2.281355363684274937e-10, 5.171105807805976621e-11, 3.294625311744190579e-10
1.957000000000000000e+03, 2.831131348785704279e-10, 4.369630750466382076e-10, 7.880548640251693210e-11, 3.901723820735170731e-10, 3.130864184229594595e-10, 3.177674788374279164e-10, 2.859448359340529450e-10, 2.284454649306836956e-10, 5.559698121692908764e-11, 3.418306007479807390e-10
1.958000000000000000e+03, 2.832729447591007929e-10, 4.397457169930494432e-10, 7.876582714802376838e-11, 3.973219745036278237e-10, 3.006554100885591442e-10, 3.178993381140493118e-10, 2.908087373196011754e-10, 2.301424941264061205e-10, 5.877521515103030684e-11, 3.506884145185878392e-10
1.959000000000000000e+03, 2.829856925324421414e-10, 4.336820214927023695e-10, 7.791123640433872576e-11, 4.031218767217960675e-10, 3.054635845989937920e-10, 3.178595773416845131e-10, 2.846151905569398508e-10, 2.333227113811831241e-10, 6.475124679026392117e-11, 3.584278648805180243e-10
1.960000000000000000e+03, 1.809025535085176412e-10, 4.342397934679628731e-10, 4.593327648085825660e-11, 3.894083728158907538e-10, 3.189364034644379876e-10, 3.175406401775280853e-10, 2.793635959504490768e-10, 2.334207406749636061e-10, 4.974527433499081771e-11, 3.677246093903675878e-10
1.961000000000000000e+03, 1.739597077601348370e-10, 2.157457232979806724e-10, 4.330499709825322164e-11, 3.767353673523212487e-10, 2.497202534962724906e-10, 2.067207516798065331e-10, 2.102351571870077570e-10, 1.448313102141634445e-10, 2.877336671237244044e-11, 1.471151294174087053e-10
1.962000000000000000e+03, 1.710844845990529068e-10, 2.102271818480019395e-10, 4.111574944012700774e-11, 3.710426960184205347e-10, 2.334175933267073455e-10, 2.034593255655882908e-10, 2.078892862280787756e-10, 1.390987701526163649e-10, 2.058272821656478579e-11, 1.384879701105125278e-10
1.963000000000000000e+03, 1.707010328758597171e-10, 2.133784340491811137e-10, 3.992741178572594843e-11, 3.700749036208164605e-10, 2.440307694083884332e-10, 2.003975296821750911e-10, 2.086882478146570542e-10, 1.350423490817379672e-10, 1.699326042622248093e-11, 1.290936132172228005e-10
1.964000000000000000e+03, 1.733491252086188086e-10, 2.125911846089006491e-10, 3.883138805095650017e-11, 3.734587779330543353e-10, 2.348217006696907963e-10, 1.973644168376247442e-10, 2.061906816624833819e-10, 1.328399928973204867e-10, 1.516148127148852022e-11, 1.191861033619319821e-10
1.965000000000000000e+03, 1.797893868375665644e-10, 2.158135354105098413e-10, 3.794513501186061156e-11, 3.757680856152069837e-10, 2.446514311381528967e-10, 1.946319870447148192e-10, 2.033090447332582971e-10, 1.302869971207603448e-10, 1.396854946307784420e-11, 1.086801225326706965e-10
1.966000000000000000e+03, 1.907562571895272667e-10, 2.120154097157908826e-10, 3.716862622755931980e-11, 3.748159701990734136e-10, 2.432372018097575116e-10, 1.920988958292619569e-10, 1.959794374940207312e-10, 1.290617259462640397e-10, 1.379212254640023827e-11, 9.992489693524680757e-11
1.967000000000000000e+03, 2.029173482760742723e-10, 2.115222922039315719e-10, 3.663957319948483590e-11, 3.744102903186090877e-10, 2.444196040905225347e-10, 1.894156291563857138e-10, 1.988748764160587984e-10, 1.285511005146475043e-10, 1.489637152415563594e-11, 9.059659681246847069e-11
1.968000000000000000e+03, 2.122172226363059501e-10, 2.117840682328302626e-10, 3.656940506094415541e-11, 3.709478783028681218e-10, 2.471806753983373301e-10, 1.864152499462780820e-10, 2.074846113316846363e-10, 1.280973088143631638e-10, 1.532588706691954580e-11, 8.017097139297677579e-11
1.969000000000000000e+03, 2.178628314611052638e-10, 2.069435337230140704e-10, 3.669836070067443689e-11, 3.725653582021143010e-10, 2.431504818052185488e-10, 1.832332539428142397e-10, 2.004136770940074277e-10, 1.282608944181579369e-10, 1.581281316477194501e-11, 7.351033973522729483e-11
1.970000000000000000e+03, 2.320012097409625629e-10, 2.055415429796397126e-10, 4.349671162383274727e-11, 3.660226361954402797e-10, 2.496171112566505753e-10, 1.800391371188084608e-10, 2.022288633426622623e-10, 1.282278545008745029e-10, 1.384321179427404271e-11, 6.478286180453234140e-11
1.971000000000000000e+03, 2.354889165959225237e-10, 1.980549979984627173e-10, 4.456241590601726187e-11, 3.601732612482332803e-10, 2.649968550795866298e-10, 1.694312450033230606e-10, 2.193576879590808378e-10, 1.364915393571126905e-10, 1.056372456762986352e-11, 5.519784254700098970e-11
1.972000000000000000e+03, 2.368742485708829924e-10, 1.879062553287606761e-10, 4.525830654351592552e-11, 3.609457368074527674e-10, 2.678279334475642263e-10, 1.693328523551772058e-10, 2.255865851218550322e-10, 1.371959855005160585e-10, 9.063402479018707714e-12, 5.661458866808782580e-11
1.973000000000000000e+03, 2.373951345629250200e-10, 1.871189764568707734e-10, 4.597081251905413561e-11, 3.579460940632091320e-10, 2.585840502219795515e-10, 1.691060826046640371e-10, 2.374539401098057103e-10, 1.391047436720314836e-10, 8.257758522324237227e-12, 5.618289512631118796e-11
1.974000000000000000e+03, 2.376726369009453369e-10, 1.758517544561164468e-10, 4.641563102928712887e-11, 3.584485632516187955e-10, 2.626211900099856166e-10, 1.688382481063979209e-10, 2.362943459922251037e-10, 1.391933574025283735e-10, 7.876906446151129193e-12, 5.659093011947822200e-11
1.975000000000000000e+03, 2.372782437534601380e-10, 1.856560851296227857e-10, 4.720706506991642331e-11, 3.562396443209327171e-10, 2.622868629074127289e-10, 1.683988573595176525e-10, 2.364003728696019118e-10, 1.400218332475225698e-10, 8.147219842057321293e-12, 5.721762045784138641e-11
1.976000000000000000e+03, 2.370690852031112496e-10, 1.666212441716525234e-10, 4.756493391295619778e-11, 3.547452718029986659e-10, 2.719961273690857513e-10, 1.679680858123721819e-10, 2.310801867933309174e-10, 1.401975206489163996e-10, 9.135152677037514915e-12, 5.940345312334179880e-11
1.977000000000000000e+03, 2.367390451528155559e-10, 1.744638551660495481e-10, 4.803305152944725665e-11, 3.525021393861383512e-10, 2.821799915701657247e-10, 1.675342111940735514e-10, 2.392758703953226238e-10, 1.403910321116184535e-10, 1.081200948385559388e-11, 5.965695215172365436e-11
1.978000000000000000e+03, 2.365447528292349622e-10, 1.693832765379074794e-10, 4.849491483906454687e-11, 3.519475447087047622e-10, 2.825535915446962439e-10, 1.670214467509876394e-10, 2.387369005901139463e-10, 1.418240930106241384e-10, 1.253559832894404145e-11, 5.979555943355938164e-11
1.979000000000000000e+03, 2.383456693964505654e-10, 1.689040729182275857e-10, 4.910774476662731021e-11, 3.540304649224769638e-10, 2.744166882920744452e-10, 1.670048690838984525e-10, 2.491541677268801507e-10, 1.428044924227574278e-10, 1.341836781310971921e-11, 6.011551392761508226e-11
1.980000000000000000e+03, 2.335388715717789080e-10, 1.752533747991975690e-10, 4.593346199539524546e-11, 3.474055944158283162e-10, 2.837682859719238345e-10, 1.667465642848166895e-10, 2.394605812689988885e-10, 1.442153412939437871e-10, 1.317612595471029882e-11, 5.946992327488430879e-11
1.981000000000000000e+03, 2.370297855561678417e-10, 1.736761460515156451e-10, 4.557649186671451720e-11, 3.431814824935149918e-10, 2.580033682212669558e-10, 1.618777909854273382e-10, 2.319589017789279605e-10, 1.401759673938747981e-10, 1.258031014290806506e-11, 7.209754432598652137e-11
1.982000000000000000e+03, 2.412663843392269930e-10, 1.753919873170427590e-10, 4.627169481685908619e-11, 3.462831271434157159e-10, 2.743619681410737617e-10, 1.624545411304154889e-10, 2.310757533924016250e-10, 1.396463698736620834e-10, 1.293566400573167393e-11, 7.343591898067244374e-11
1.983000000000000000e+03, 2.455417052461131752e-10, 1.829890969810294351e-10, 4.647591927992549353e-11, 3.479925872915704957e-10, 2.827023765912783099e-10, 1.626521739362618337e-10, 2.388657614418011463e-10, 1.408735909012515524e-10, 1.317564169772823363e-11, 7.528649027341570678e-11
1.984000000000000000e+03, 2.503020905186022379e-10, 1.734320052700223348e-10, 4.677586245275346451e-11, 3.456738448581874030e-10, 2.870824246880996106e-10, 1.622489411530773314e-10, 2.382557375090937633e-10, 1.418391023855881843e-10, 1.339302307473589146e-11, 7.567799299910093429e-11
1.985000000000000000e+03, 2.542901487868550049e-10, 1.750775474513382707e-10, 4.698328072175064243e-11, 3.419290049898385931e-10, 2.774579475170915662e-10, 1.622783032674148164e-10, 2.433137950984369335e-10, 1.433111659831692349e-10, 1.411092631873721952e-11, 7.671423058132049624e-11
1.986000000000000000e+03, 2.583671950163170406e-10, 1.695185319208061472e-10, 4.758606164211017061e-11, 3.355323894119036653e-10, 2.869128109876307500e-10, 1.625345395987465661e-10, 2.394654814461574121e-10, 1.448327929117036481e-10, 1.451215936976447530e-11, 7.682358826296653554e-11
1.987000000000000000e+03, 2.613440453491809844e-10, 1.720544335160869633e-10, 4.784832148037838274e-11, 3.317603226977593314e-10, 2.911186218685810256e-10, 1.627223796139103330e-10, 2.454419349130860329e-10, 1.463824431470115639e-10, 1.505858343332177603e-11, 7.747778786374784635e-11
1.988000000000000000e+03, 2.629821230576368307e-10, 1.670576276259184927e-10, 4.836734200737562108e-11, 3.311690196309655012e-10, 2.907548122093425752e-10, 1.624078929339108571e-10, 2.429656584366714401e-10, 1.483543427394813174e-10, 1.544174329486468694e-11, 7.799162788630684543e-11
1.989000000000000000e+03, 2.652072991356230656e-10, 1.656638035875521061e-10, 4.913575237753160473e-11, 3.337419915118770391e-10, 3.048503316568295410e-10, 1.621227126211866548e-10, 2.435547971367549257e-10, 1.506190131070242059e-10, 1.575223238900422348e-11, 7.858608387119912339e-11
1.990000000000000000e+03, 2.885070203125706472e-10, 1.690270244752474165e-10, 6.093063609978073770e-11, 3.381044162997076119e-10, 3.087388836184773797e-10, 1.622880839093369416e-10, 2.556592382032847653e-10, 1.544526451062684771e-10, 1.684666922332603292e-11, 7.902696638362251292e-11
1.991000000000000000e+03, 2.929807341895001277e-10, 1.735040668706029709e-10, 6.201996453103047705e-11, 3.388090749777816767e-10, 3.261332781739942183e-10, 1.699569345407924360e-10, 2.992336486406555682e-10, 1.684092137667342031e-10, 2.028589385165508976e-11, 9.963945239938788480e-11
1.992000000000000000e+03, 2.965246981467570774e-10, 1.791411568324105748e-10, 6.359093777612490705e-11, 3.367806919730623573e-10, 3.401528619552209594e-10, 1.705985282678546155e-10, 2.816186533126745013e-10, 1.714000799251300653e-10, 2.429417722155751441e-11, 1.008758374608667018e-10
1.993000000000000000e+03, 3.007501487601680002e-10, 1.851561572528546457e-10, 6.566694929132949060e-11, 3.320038482125046531e-10, 3.451764538125823530e-10, 1.711974118369395592e-10, 2.878243469151015454e-10, 1.763016200634856267e-10, 2.764120442600525459e-11, 1.030104709743443167e-10
1.994000000000000000e+03, 3.063287688103864970e-10, 1.848916155758250872e-10, 6.628900990058734834e-11, 3.270960382223940611e-10, 3.540406190972947170e-10, 1.715754612456045552e-10, 3.134349212590153892e-10, 1.781376454052542344e-10, 3.093221466224039311e-11, 1.028024878429263356e-10
1.995000000000000000e+03, 3.122693221629207253e-10, 1.867005516672125161e-10, 6.777556903285313763e-11, 3.296501131797938075e-10, 3.443723248693272674e-10, 1.725199794958853260e-10, 3.285558009230513686e-10, 1.827774712887409202e-10, 3.411671783267323959e-11, 1.036163972083936483e-10
1.996000000000000000e+03, 3.177491634819692203e-10, 1.839740591601542734e-10, 6.899623983765910500e-11, 3.313576749285465511e-10, 3.427426575811397455e-10, 1.726936928701746809e-10, 3.153291809887403631e-10, 1.863337005178164411e-10, 3.747272929336768807e-11, 1.037892542538065094e-10
1.997000000000000000e+03, 3.232354683191213247e-10, 1.811563241409150984e-10, 7.048718472702138027e-11, 3.264901275219590354e-10, 3.451508656433958859e-10, 1.731464083193168279e-10, 3.098253481476316099e-10, 1.886121325393413774e-10, 4.022150505949039736e-11, 1.038066532152578844e-10
1.998000000000000000e+03, 3.290564580312847039e-10, 1.769200773377224708e-10, 7.131019722383030566e-11, 3.216261340365734382e-10, 3.675364953259081831e-10, 1.739014010452634422e-10, 3.211505653763298073e-10, 1.922318251080707899e-10, 4.298285365798052955e-11, 1.027793791350678953e-10
1.999000000000000000e+03, 3.353932410644220876e-10, 1.747891228113128540e-10, 7.235036812177853152e-11, 3.176553113326385915e-10, 3.752432575038939766e-10, 1.745689931800271796e-10, 3.083708919382980795e-10, 1.954372408369617218e-10, 4.575800343314259698e-11, 1.047782856135772050e-10
2.000000000000000000e+03, 3.236740576378213294e-10, 1.688326044101432678e-10, 6.389457859062676266e-11, 3.160913263906497901e-10, 3.545195112842560321e-10, 1.751858012827645232e-10, 3.033598037159419284e-10, 1.970177990608516301e-10, 4.393189323403161066e-11, 1.053614085617126697e-10
2.001000000000000000e+03, 3.326618639653498256e-10, 1.674932019903560385e-10, 6.898588719487735104e-11, 3.225857099700321636e-10, 3.595948732371131945e-10, 1.794087754243950957e-10, 3.065264389245434403e-10, 1.845581599407079308e-10, 3.770264129412070972e-11, 1.263068799288059701e-10
2.002000000000000000e+03, 3.341602075525036929e-10, 1.638279098679682094e-10, 6.356817961039656415e-11, 3.324434912223994211e-10, 3.957784581312926181e-10, 2.120983398638783001e-10, 3.397019467588804639e-10, 2.005621987309797842e-10, 2.987005980883925035e-11, 1.387559321094717690e-10
2.003000000000000000e+03, 3.418151880195688732e-10, 1.793215810426159145e-10, 6.726752174320755139e-11, 3.262177765119472974e-10, 3.810560591352884460e-10, 1.974678593196813469e-10, 3.202499357752156535e-10, 1.952336421627270572e-10, 2.624862011353289590e-11, 1.424846404973259275e-10
2.004000000000000000e+03, 3.443579045141821562e-10, 1.804722521246311535e-10, 6.829539850991691561e-11, 3.193171762357415765e-10, 3.780440448581971477e-10, 1.834901744209121098e-10, 3.134348447013319600e-10, 2.017068740330995408e-10, 2.763953683299480822e-11, 1.907510123628670772e-10
2.005000000000000000e+03, 3.375694035799265580e-10, 1.626478463932887212e-10, 7.189485186353945162e-11, 3.217662694841573450e-10, 3.611512090261839448e-10, 1.768616615675789144e-10, 3.142659575333348360e-10, 1.979077966417187178e-10, 3.186249937104367877e-11, 1.374993392011653133e-10
2.006000000000000000e+03, 3.274176989275797574e-10, 1.659884756008572683e-10, 6.452268501552202434e-11, 3.148231848967484482e-10, 3.741482253331817314e-10, 1.893395462579132593e-10, 3.318402575634338684e-10, 1.892551097992991345e-10, 2.844879401666322172e-11, 1.489345008088848601e-10
2.007000000000000000e+03, 3.337179294097007469e-10, 1.552974586997017297e-10, 6.763248608061221819e-11, 3.152749528743621187e-10, 3.534921919188922632e-10, 1.314520833056736509e-10, 3.095685424449389477e-10, 1.771039967048820825e-10, 2.754432647157563383e-11, 1.297922269740936060e-10
2.008000000000000000e+03, 3.548740429382446334e-10, 1.616008427059423765e-10, 7.908343953320432048e-11, 3.352248343919553382e-10, 3.832107612505900050e-10, 1.400882976399498289e-10, 3.300647293132595841e-10, 1.782854271798994424e-10, 3.075367258320059269e-11, 1.296171415542564388e-10
2.009000000000000000e+03, 4.438106013829982928e-10, 1.835464235201182044e-10, 1.433157798015563687e-10, 3.758490308958447932e-10, 3.863595810343140186e-10, 1.876489418756682555e-10, 3.301764441021904419e-10, 1.897063276653174347e-10, 3.165351180910405960e-11, 1.719117236768426270e-10
2.010000000000000000e+03, 3.890201186313632268e-10, 2.549771910391239580e-10, 1.010564059282821008e-10, 3.863245875039758230e-10, 4.838237832997529953e-10, 3.303177770723128069e-10, 3.837236618731662268e-10, 2.815771130102641281e-10, 3.446871324444891724e-11, 3.150295299613459244e-10
2.011000000000000000e+03, 3.670227368235424838e-10, 2.456836954661192661e-10, 7.914822504401783048e-11, 3.796826912624837536e-10, 4.172277617186468227e-10, 2.319553706216266138e-10, 3.448698883181799926e-10, 2.281396676649787356e-10, 3.018287731857319317e-11, 2.214353726691211096e-10
2.012000000000000000e+03, 4.031728258950098730e-10, 2.516551419655758839e-10, 1.097107829602476204e-10, 3.864559244551309307e-10, 4.411467473165857882e-10, 2.423900946245000031e-10, 3.644895453925811485e-10, 2.040693013251701561e-10, 3.810595140530290023e-11, 1.803052774810164892e-10
2.013000000000000000e+03, 4.005471965746991749e-10, 2.590723607737100896e-10, 1.066551499998591999e-10, 3.954847230202321463e-10, 4.556643431680652511e-10, 2.692677277848222226e-10, 3.763017252339736870e-10, 2.400953242689277314e-10, 5.653300771806351012e-11, 2.415637611199631450e-10
2.014000000000000000e+03, 3.796411647168823013e-10, 2.841184569221110496e-10, 9.410226927439312957e-11, 3.941217217434486701e-10, 4.608085521401287132e-10, 3.109840940087710547e-10, 4.234823969521822156e-10, 2.506878849328792333e-10, 6.239483219681916245e-11, 2.622274050055732878e-10
