year, NorESM2-LM, CanESM5, MIROC-ES2L, MPI-ESM1-2-LR, EC-Earth3-Veg, UKESM1-0-LL, CNRM-ESM2-1, CESM2-WACCM, INM-CM5-0, INM-CM4-8, IPSL-CM6A-LR, TaiESM1, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, GFDL-ESM4
1.909000000000000000e+03, 5.856527091813202190e+00, 1.552916987115821179e+01, 1.120990871659172861e+01, 1.164524928806195092e+01, 1.233779680659206868e+01, 1.036863377429892097e+01, 7.366402350465093285e+00, 7.373972623954728967e+00, 1.443295992094068936e+01, 1.406831570632352246e+01, 1.024624140228536184e+01, 9.001391885908631707e+00, 6.694655545166542154e+00, 1.016551217935922580e+01, 5.848128253547830724e+00, 1.134767310315622524e+01
1.910000000000000000e+03, 6.033950480943257588e+00, 1.589893320347133354e+01, 1.138791207672297823e+01, 1.215397874510095377e+01, 1.265642362051769432e+01, 1.091837151174281928e+01, 6.721426837031635237e+00, 7.752554261950873382e+00, 1.412263109193281529e+01, 1.429623072436304732e+01, 1.100069783293234948e+01, 9.634614865434008024e+00, 6.306666948470676104e+00, 9.856118683078193499e+00, 6.175714337549877087e+00, 1.164408696745801741e+01
1.911000000000000000e+03, 5.536427394190035933e+00, 1.562461394949680304e+01, 1.122249125248662338e+01, 1.109100707073749881e+01, 1.152988082238046452e+01, 9.580766419837647874e+00, 7.429717726096309427e+00, 7.709998629313436602e+00, 1.474411550020076334e+01, 1.408156153658327980e+01, 1.075668557218627619e+01, 9.671096544772957770e+00, 6.250536145867601867e+00, 9.715328127841946326e+00, 5.847740450910619892e+00, 1.090843891210397665e+01
1.912000000000000000e+03, 5.759910203286930930e+00, 1.617868932199362320e+01, 1.088677468934123738e+01, 1.119862161951985513e+01, 1.047427111514124398e+01, 9.976506913173523117e+00, 6.731953263796985887e+00, 7.558399227917281138e+00, 1.492747880477757505e+01, 1.489758588981337795e+01, 1.050410307159967793e+01, 8.961001888241497682e+00, 6.604679068896911254e+00, 9.769702643955422872e+00, 6.393484908817572254e+00, 1.146919288874132192e+01
1.913000000000000000e+03, 5.766129316534557070e+00, 1.639772335627563393e+01, 1.117046870858648866e+01, 1.098808797564538864e+01, 1.154834651336776474e+01, 1.010933369874668131e+01, 6.695539661338847814e+00, 7.730293533744711176e+00, 1.472926140336666379e+01, 1.485973456779279900e+01, 1.047694783335157176e+01, 8.984512927809689131e+00, 6.533406604368961368e+00, 1.022456083692680018e+01, 6.256570143340884904e+00, 1.175251288323199361e+01
1.914000000000000000e+03, 5.633531676746867944e+00, 1.554750104012656031e+01, 1.126093135401511347e+01, 1.022318166393010763e+01, 1.214297896604245253e+01, 1.104516228961862367e+01, 7.204235507695080365e+00, 7.582604327518113863e+00, 1.417005032130848896e+01, 1.494002810647216251e+01, 1.085979775436265982e+01, 9.586452095121552830e+00, 6.268512661897654326e+00, 9.954586801852464362e+00, 6.420312584825719426e+00, 1.206954731842241024e+01
1.915000000000000000e+03, 5.921230668950587805e+00, 1.558490558836377815e+01, 1.153792475708053189e+01, 1.127622696997447704e+01, 1.202026498780730535e+01, 9.667125222184967726e+00, 6.681828400333296614e+00, 7.471123913841293707e+00, 1.461617923006888553e+01, 1.431243402262709452e+01, 1.075763265407011815e+01, 8.971276412107393128e+00, 6.149288681480452823e+00, 9.786158671616032478e+00, 6.567505563422869841e+00, 1.177855446014164187e+01
1.916000000000000000e+03, 5.874067877792543690e+00, 1.591591655927278737e+01, 1.104915823932577368e+01, 1.197510343013086676e+01, 1.236927838277872205e+01, 1.073931188467848408e+01, 6.407412972576838506e+00, 7.367492910545524687e+00, 1.445840758778877344e+01, 1.396633779675434006e+01, 1.028406863992116449e+01, 9.286090884497717468e+00, 6.454523845223912204e+00, 9.133668485606076359e+00, 6.041105905437425427e+00, 1.125840198813360082e+01
1.917000000000000000e+03, 6.231826023388019387e+00, 1.619080737569256456e+01, 1.085160497640100097e+01, 1.219442837118425871e+01, 1.285795572411941912e+01, 1.021890430120021698e+01, 6.551432726566877918e+00, 7.158382977104200684e+00, 1.562878784869252691e+01, 1.456822637742025428e+01, 1.098830196969757367e+01, 1.020545855247958578e+01, 6.120334494300784023e+00, 1.050914388308246039e+01, 5.903402014407872045e+00, 1.155485683765351723e+01
1.918000000000000000e+03, 6.005883837917981971e+00, 1.603322370960366072e+01, 1.121632984681145828e+01, 1.207365182423851735e+01, 1.301042375138737306e+01, 1.115510156100047645e+01, 7.646118861186527838e+00, 7.715786083441544818e+00, 1.520047803838806466e+01, 1.466095652416244377e+01, 1.074567467495322681e+01, 8.654461331041330752e+00, 6.519899306138096762e+00, 9.470734223852431910e+00, 6.140768722037093674e+00, 1.111006416305541933e+01
1.919000000000000000e+03, 5.473429857290127210e+00, 1.599127933807853452e+01, 1.148596259777920103e+01, 1.269109884675475541e+01, 1.215996033731625481e+01, 1.090725296120711896e+01, 6.659002542440608075e+00, 7.575373668825119644e+00, 1.410217398279980294e+01, 1.513010975703968697e+01, 9.870020179211483224e+00, 9.260715378438014511e+00, 6.455242599920400615e+00, 1.062412787176653950e+01, 6.620133168162722903e+00, 1.097184113815255557e+01
1.920000000000000000e+03, 5.993651291643390167e+00, 1.644792720368114658e+01, 1.139541011994146302e+01, 1.212728558426548098e+01, 1.256934087374439635e+01, 1.041731287747430912e+01, 7.854535234839015168e+00, 7.634450822626089206e+00, 1.478462827400103841e+01, 1.448150927160669710e+01, 1.061429437416779820e+01, 9.695040990544381287e+00, 6.193168831920023543e+00, 1.007214230338180982e+01, 6.524717876576594300e+00, 1.162581774884531427e+01
1.921000000000000000e+03, 6.049609134722935266e+00, 1.612299664856979931e+01, 1.122779015197544794e+01, 1.212502340832746661e+01, 1.227997600888313912e+01, 9.901691097718011036e+00, 6.164803524646683464e+00, 7.891912102521414951e+00, 1.509589598074990668e+01, 1.454877249007511075e+01, 1.090118906702965340e+01, 8.776390095309700712e+00, 6.407987842556367220e+00, 1.027247925587566790e+01, 6.440388069797839954e+00, 1.239584437243278003e+01
1.922000000000000000e+03, 5.630682489112451172e+00, 1.650279154947146765e+01, 1.102459827587520458e+01, 1.189784155265471988e+01, 1.171056751578197463e+01, 1.075914558097020723e+01, 6.654564940980935539e+00, 7.412275409208603172e+00, 1.479157494419399654e+01, 1.474091897605408796e+01, 1.102962280278373441e+01, 9.673841220301913069e+00, 6.470826354049975748e+00, 1.044773883064495656e+01, 6.541374788317198430e+00, 1.206932633063938454e+01
1.923000000000000000e+03, 5.949867330041053393e+00, 1.584036941299616252e+01, 1.142024507888603502e+01, 1.175300406616535831e+01, 1.171130487618492211e+01, 1.037356228770837596e+01, 6.609815163767530422e+00, 7.636998229640999725e+00, 1.505055702305702070e+01, 1.521923744863144101e+01, 1.108701842437841023e+01, 9.364369448194487688e+00, 6.492474330591102571e+00, 1.087715658006991148e+01, 6.332088521030738271e+00, 1.128991993460389409e+01
1.924000000000000000e+03, 5.752559253245764559e+00, 1.600745702453899710e+01, 1.146801078245816896e+01, 1.122820544785009211e+01, 1.202154558531824691e+01, 9.968659715332600868e+00, 6.759718934155659831e+00, 7.206334732664671172e+00, 1.532704407551305970e+01, 1.409723728985076363e+01, 1.092376649948893075e+01, 9.342147970513098088e+00, 6.444410147969042768e+00, 9.961606371883583222e+00, 6.264385446431659510e+00, 1.219716684101168092e+01
1.925000000000000000e+03, 5.986192186121053638e+00, 1.655092852961357508e+01, 1.147598856377442544e+01, 1.164802376925042893e+01, 1.248651166656780198e+01, 1.077919759228916696e+01, 6.165123544360044505e+00, 7.724385465375201321e+00, 1.479508494727806323e+01, 1.577946395547689917e+01, 1.084853463671974261e+01, 9.008667829668855376e+00, 6.051415866777067443e+00, 9.879615338955826331e+00, 6.064402914628209906e+00, 1.207722054942993317e+01
1.926000000000000000e+03, 5.657044134700577764e+00, 1.693666821350051777e+01, 1.146835516666790866e+01, 1.166070876552861257e+01, 1.228375514029560911e+01, 1.070999457543468836e+01, 7.104751186725432710e+00, 7.207164394906275362e+00, 1.495778567389765890e+01, 1.560241246122103576e+01, 1.101001759617916065e+01, 9.474327997408522606e+00, 6.834565085842793764e+00, 9.793673893907945072e+00, 6.030270981454504131e+00, 1.184046745126774880e+01
1.927000000000000000e+03, 5.495386062917983594e+00, 1.643157428504427386e+01, 1.152792554842837802e+01, 1.157791764690780312e+01, 1.272439910632889593e+01, 1.148555984764497317e+01, 6.048161549927684177e+00, 7.606805139986225761e+00, 1.492949672362874836e+01, 1.497461154464388144e+01, 1.118540539339978501e+01, 9.489189466711719589e+00, 6.258715928896782188e+00, 1.017943025329383211e+01, 6.333799133076930765e+00, 1.212311956791909928e+01
1.928000000000000000e+03, 6.319823803785025618e+00, 1.637721918880910010e+01, 1.119377233098926894e+01, 1.045983429697379030e+01, 1.267460186896112262e+01, 9.974198074391756208e+00, 5.678930167537560969e+00, 7.167534927639991338e+00, 1.581916019436865817e+01, 1.429023644551229388e+01, 1.165127638799543242e+01, 9.385487477178729776e+00, 6.203017786163365521e+00, 1.019368841259813685e+01, 6.194601335872856218e+00, 1.178738912370390501e+01
1.929000000000000000e+03, 6.141756862695650021e+00, 1.573457843877499052e+01, 1.126770240326265693e+01, 1.106263535796253450e+01, 1.202206708413089409e+01, 1.046310770726687700e+01, 6.547120429403257447e+00, 7.763112907660524087e+00, 1.524414906916373624e+01, 1.517150458867170570e+01, 1.114436363964525434e+01, 9.043390099172391672e+00, 6.679978544275073205e+00, 1.078924270856927414e+01, 6.186715904707435598e+00, 1.009056961460055746e+01
1.930000000000000000e+03, 5.668037805887577107e+00, 1.635120886495499093e+01, 1.132423551398656159e+01, 1.174541875942115077e+01, 1.297985374313818241e+01, 9.877185866184296614e+00, 6.862388216927927331e+00, 7.324678291413002640e+00, 1.527954941758506813e+01, 1.455375404298816377e+01, 1.083425830215065488e+01, 9.435788076517878764e+00, 6.399547216060512689e+00, 1.036029678332026194e+01, 6.032396280227423802e+00, 1.073192249005109922e+01
1.931000000000000000e+03, 5.592835695305754307e+00, 1.642646227167756479e+01, 1.149981207476281320e+01, 1.168923772974908992e+01, 1.126888639786913338e+01, 1.102705043524991524e+01, 5.988353958219246209e+00, 7.484492158941078443e+00, 1.530936097790439021e+01, 1.456246725379845053e+01, 1.075827402128225785e+01, 1.017117328932864417e+01, 6.282914469110704836e+00, 1.023756616355596094e+01, 6.424588651909006742e+00, 1.168758832153266702e+01
1.932000000000000000e+03, 5.847383908093006788e+00, 1.625894122921378582e+01, 1.127738767149910437e+01, 1.199600809112826916e+01, 1.206834196741274390e+01, 1.138685127006276865e+01, 6.849706773058873210e+00, 7.591245868339976610e+00, 1.436224408017449328e+01, 1.470215291710514904e+01, 1.066019243465768973e+01, 8.785085500114806933e+00, 6.659608355457460327e+00, 1.001144291047573809e+01, 5.964718601130181597e+00, 1.110780349360934594e+01
1.933000000000000000e+03, 6.060221210670247771e+00, 1.661284862507478266e+01, 1.134883383342511110e+01, 1.118598329929455737e+01, 1.286737211709485074e+01, 1.041073992822008165e+01, 6.274790474721930522e+00, 7.472532704529186276e+00, 1.512109323310668429e+01, 1.494520828725776873e+01, 1.079239659747531732e+01, 9.382161876235393549e+00, 6.306626570070215543e+00, 1.053776143445024260e+01, 6.154670149360154774e+00, 1.073383404215345216e+01
1.934000000000000000e+03, 5.853367549552066507e+00, 1.659568990182489401e+01, 1.146253378469739026e+01, 1.047341792164058738e+01, 1.210928282360933927e+01, 1.084561445414253811e+01, 6.511425886218716208e+00, 8.010605420084145223e+00, 1.412488034229660272e+01, 1.505228888892619210e+01, 1.043462373489425588e+01, 9.710749107322858009e+00, 6.528768741934441344e+00, 1.055081768715217727e+01, 6.284571004216653378e+00, 1.087921882407620977e+01
1.935000000000000000e+03, 5.696327112016501992e+00, 1.633569978966958658e+01, 1.141956262934883348e+01, 1.157579351139933799e+01, 1.227428273252473900e+01, 1.110336015776332097e+01, 6.605421045688552262e+00, 7.275169741915482824e+00, 1.448205646923866574e+01, 1.488827236011051980e+01, 1.065942016924998903e+01, 9.105576259180921284e+00, 6.425867136788877332e+00, 1.045992931435733375e+01, 6.162304707352174837e+00, 1.107023634273334878e+01
1.936000000000000000e+03, 5.936469493614542792e+00, 1.663561896924353078e+01, 1.141445039771163650e+01, 1.223516783706751632e+01, 1.269979252036904960e+01, 1.038930243200312908e+01, 6.837522464514256271e+00, 7.236750110773082945e+00, 1.445860694857949191e+01, 1.509947083336585472e+01, 1.033629983621612247e+01, 9.685760699429113885e+00, 6.359776087566448410e+00, 1.062880121922305321e+01, 6.050340841045481532e+00, 1.139924473747133149e+01
1.937000000000000000e+03, 5.856401500625116441e+00, 1.685442848129465077e+01, 1.159398724592723440e+01, 1.316647968342304509e+01, 1.267788299881384084e+01, 1.067327852446212866e+01, 7.441473833423407847e+00, 7.490034254430554483e+00, 1.493785043838936133e+01, 1.657234143031321949e+01, 1.138084935454944180e+01, 1.025378041858225764e+01, 6.591596135802601175e+00, 9.567797157364065441e+00, 6.557715009218427760e+00, 1.120571096442022530e+01
1.938000000000000000e+03, 5.647285336722896787e+00, 1.676193184460861829e+01, 1.161647982837743243e+01, 1.310611571149968491e+01, 1.178371191763391934e+01, 1.089489152755586865e+01, 6.694355071944177560e+00, 7.836378172751464533e+00, 1.626580637466388879e+01, 1.450480155296037843e+01, 1.153317511641057358e+01, 8.683764869343107762e+00, 6.491115162472052447e+00, 9.932771423843016478e+00, 6.471689229838566426e+00, 1.098725156845491036e+01
1.939000000000000000e+03, 5.603419031638381398e+00, 1.658745271839480395e+01, 1.155333610543082123e+01, 1.345255924577454820e+01, 1.150535172518434734e+01, 1.064393762346388428e+01, 6.873149388383889224e+00, 7.470213096547041687e+00, 1.504001511944889735e+01, 1.489098431733766503e+01, 1.127936507345637551e+01, 9.111641244506927251e+00, 6.397790881391874684e+00, 1.012445231770955623e+01, 6.745489690402234118e+00, 1.058846233461923703e+01
1.940000000000000000e+03, 5.393641810051474472e+00, 1.648683406503465321e+01, 1.136247828886146571e+01, 1.239165488929109671e+01, 1.185147442823531883e+01, 1.070223198351528637e+01, 6.464610603966620239e+00, 7.735453806734657434e+00, 1.601595586255464454e+01, 1.528064092653614914e+01, 1.157249010194748173e+01, 9.755915817410713231e+00, 6.404006576019310337e+00, 1.026840238512219372e+01, 6.567068239184539635e+00, 1.051639958652259210e+01
1.941000000000000000e+03, 5.697519640358489568e+00, 1.663044108748547956e+01, 1.109721334076053623e+01, 1.216390908313239194e+01, 1.222238146325721253e+01, 1.091916688872757923e+01, 7.560109147319317380e+00, 7.614292827773096128e+00, 1.530187529661256640e+01, 1.428116283357917204e+01, 1.108135822673224880e+01, 9.445991899441303019e+00, 6.562116778566244868e+00, 1.053894629665619043e+01, 6.491220687499782649e+00, 1.028679255184887786e+01
1.942000000000000000e+03, 5.850380381954110476e+00, 1.657222393822711481e+01, 1.131815914844943372e+01, 1.153267102761340190e+01, 1.270773921233390702e+01, 1.010066491590816362e+01, 6.976503705128665800e+00, 7.504376123874974880e+00, 1.516936268961820922e+01, 1.460250103156988821e+01, 1.137893739803817006e+01, 9.078940355967697329e+00, 6.463987707037618158e+00, 9.985992612158977266e+00, 6.284561976167903019e+00, 1.106120075805207037e+01
1.943000000000000000e+03, 5.812028187754621378e+00, 1.656009170849829815e+01, 1.141364798271872516e+01, 1.172637419540628123e+01, 1.258155989023491905e+01, 9.977136966935631790e+00, 7.098099004699793824e+00, 7.954200976136849732e+00, 1.545930148098678991e+01, 1.423911963372682088e+01, 1.124421085177749369e+01, 9.313449816250887636e+00, 6.264454367771611132e+00, 1.034757487069093962e+01, 6.917966395316907935e+00, 1.085981328919890565e+01
1.944000000000000000e+03, 5.999078827942749825e+00, 1.691098830292983379e+01, 1.154660254853680001e+01, 1.215692578367704968e+01, 1.125033649210016762e+01, 1.000927562410659455e+01, 8.096794379358639659e+00, 7.883262704916856656e+00, 1.503829058797698082e+01, 1.507376478834382461e+01, 1.129201081045403043e+01, 9.487756959784290345e+00, 6.579308459206670179e+00, 1.022558238398170971e+01, 6.657434654741869906e+00, 1.038507120237026804e+01
1.945000000000000000e+03, 5.835344583379734829e+00, 1.717115887967220189e+01, 1.106850133706558914e+01, 1.209756585955026864e+01, 1.231117612397047978e+01, 1.108976593014991785e+01, 7.513878709620874119e+00, 7.145842242116042797e+00, 1.647401942735605473e+01, 1.529917799319026805e+01, 1.102875829007750497e+01, 9.519543820159904968e+00, 6.219114851596453164e+00, 1.055165364125185867e+01, 6.807645898586307531e+00, 1.118180472894648325e+01
1.946000000000000000e+03, 5.884826439659253339e+00, 1.685287669719240000e+01, 1.116571150577803984e+01, 1.180286790204553959e+01, 1.239171759263102679e+01, 1.018366730214962068e+01, 6.950913546511352514e+00, 7.624816955341014335e+00, 1.513178231492212333e+01, 1.462266172520314633e+01, 1.120146951774392008e+01, 9.192499473951249556e+00, 6.518434563795313608e+00, 1.042611946891519459e+01, 6.223795429175495997e+00, 1.083941173769879995e+01
1.947000000000000000e+03, 5.940552662909309944e+00, 1.701307885697285371e+01, 1.134684409241613245e+01, 1.154325690575104346e+01, 1.196006027752527601e+01, 1.096473283700852086e+01, 6.820294802426819736e+00, 7.904738342075250834e+00, 1.575021209203988803e+01, 1.414899418811046772e+01, 1.150795946146329385e+01, 9.552025498361924605e+00, 6.382818845202086422e+00, 1.075217495834271375e+01, 6.387521838764560478e+00, 1.056998532864399643e+01
1.948000000000000000e+03, 6.157276025891547988e+00, 1.677679710032801452e+01, 1.162843261129423666e+01, 1.278262327270200771e+01, 1.250005568975082682e+01, 1.116430115452859084e+01, 6.187091947415747306e+00, 7.297461780972989587e+00, 1.524226844640003975e+01, 1.456549355564263237e+01, 1.118622955992517909e+01, 9.715726609975279260e+00, 6.555089013691934419e+00, 1.018672945221843484e+01, 6.089876421138181506e+00, 1.054811213163612216e+01
1.949000000000000000e+03, 5.863561025661104154e+00, 1.604457376237823496e+01, 1.144568967045079155e+01, 1.305333182638004885e+01, 1.280877328077671606e+01, 1.099349684105719938e+01, 7.134328407870298427e+00, 7.563389239019719490e+00, 1.644988314456910317e+01, 1.445388318899893143e+01, 1.149976046880157732e+01, 9.342398967609964799e+00, 6.478552668400133996e+00, 1.002353812326087557e+01, 5.795331419148686436e+00, 1.102382361859639559e+01
1.950000000000000000e+03, 6.016178230512132075e+00, 1.662472391443110808e+01, 1.098728083199378069e+01, 1.165930663647960230e+01, 1.213873210390506330e+01, 1.027101825242939270e+01, 7.485745430034961956e+00, 7.897265349263096645e+00, 1.480239454054828840e+01, 1.425397633518553597e+01, 1.103640407263010736e+01, 8.857897117235532747e+00, 6.302742410918584781e+00, 1.046612040034309032e+01, 6.212190725580314599e+00, 1.015773146500905355e+01
1.951000000000000000e+03, 5.756675198686076911e+00, 1.695314152106439920e+01, 1.145993915028167542e+01, 1.264766553912479807e+01, 1.227238808302800166e+01, 1.034129373510673844e+01, 7.339054239138445013e+00, 7.378654393934782618e+00, 1.568756956889794729e+01, 1.494797046352087477e+01, 1.161337474880736487e+01, 9.503271063147987974e+00, 6.366121524854404967e+00, 9.916420230940827807e+00, 5.959743763538411621e+00, 1.013527654040852610e+01
1.952000000000000000e+03, 5.846546539133687936e+00, 1.711455646728098401e+01, 1.163365971380815012e+01, 1.132954941578233665e+01, 1.211572159384881964e+01, 1.054040398216450569e+01, 7.192726288418256786e+00, 7.662741294515918788e+00, 1.579010653956948573e+01, 1.467060472284715189e+01, 1.137594448306252914e+01, 9.542310212908390099e+00, 6.575487763923604234e+00, 1.021169119942059567e+01, 6.147642332064377158e+00, 1.084742653923708566e+01
1.953000000000000000e+03, 5.783413556178675918e+00, 1.718865481086294977e+01, 1.140947415463774206e+01, 1.133855090518760456e+01, 1.185790345837382986e+01, 9.413743396114323758e+00, 6.784478834408060877e+00, 7.670398306951426548e+00, 1.621431849498258870e+01, 1.475709502019010344e+01, 1.141820735698756017e+01, 9.266474977811004266e+00, 6.763448154085073050e+00, 1.040653989401956458e+01, 6.184898994309603992e+00, 1.070793965826903893e+01
1.954000000000000000e+03, 5.844674248597107713e+00, 1.704011145727847065e+01, 1.133539793748729707e+01, 1.152162649461570076e+01, 1.243056625767323098e+01, 1.035992617164146523e+01, 7.324548015159612291e+00, 7.636162337011922929e+00, 1.567088598387822707e+01, 1.499055410550996648e+01, 1.110329138266713755e+01, 8.883437352500850537e+00, 6.283653885856403498e+00, 9.925292831494040513e+00, 6.330001127846506925e+00, 1.038375643172501128e+01
1.955000000000000000e+03, 6.225007598574210377e+00, 1.725046483341435888e+01, 1.136856249560674037e+01, 1.164211154830937645e+01, 1.229539485738450111e+01, 1.105869510995129978e+01, 5.998405396878457196e+00, 7.288874797346449164e+00, 1.549663286830340780e+01, 1.394026486139675569e+01, 1.126326251982920645e+01, 9.349013093882444281e+00, 6.373408025558426004e+00, 1.010413120412988874e+01, 6.343143282845892017e+00, 1.055014447261064880e+01
1.956000000000000000e+03, 5.982972353607269866e+00, 1.734662756306967069e+01, 1.128368532620194031e+01, 1.221402518558623207e+01, 1.256993068475538067e+01, 1.112751907323159095e+01, 7.444255546343832464e+00, 7.418976430915846798e+00, 1.572900178883537237e+01, 1.451513371099362537e+01, 1.167781458693531249e+01, 9.982908805237402206e+00, 6.596449987560620620e+00, 1.082943194018203847e+01, 6.932118169828878962e+00, 1.080247349043664684e+01
1.957000000000000000e+03, 6.135544037217340652e+00, 1.705099926829116086e+01, 1.097715553559327084e+01, 1.243142032347391890e+01, 1.270835631957301359e+01, 1.098891481196348963e+01, 7.470388589291246717e+00, 8.036100427966044180e+00, 1.483979012172681422e+01, 1.352687125819775105e+01, 1.155591706330289803e+01, 9.066022854929430608e+00, 6.798617845144603322e+00, 1.067633395303121979e+01, 6.368224391850494825e+00, 1.014761932589840754e+01
1.958000000000000000e+03, 5.945131097108819596e+00, 1.777767115676130416e+01, 1.119867933611186928e+01, 1.247188615683646340e+01, 1.197542949744550178e+01, 1.116428588555437074e+01, 6.593392736226058481e+00, 8.078328593615866637e+00, 1.577586710792878044e+01, 1.516737801211808012e+01, 1.156484437838147450e+01, 8.955227650417629803e+00, 6.305036265590587163e+00, 1.069445612726960881e+01, 6.218426288820027459e+00, 9.956196052081558889e+00
1.959000000000000000e+03, 5.921344930688457353e+00, 1.759171690344753003e+01, 1.140145330292371462e+01, 1.287513757061043052e+01, 1.204687496423825088e+01, 1.001693942128167159e+01, 6.961891710400985644e+00, 7.767074698496094776e+00, 1.550349867267067339e+01, 1.396337653363780262e+01, 1.128443665751092695e+01, 9.303855421846192186e+00, 6.324746054365903092e+00, 1.054520911861846599e+01, 6.398121516072485804e+00, 1.061687052787082486e+01
1.960000000000000000e+03, 5.996141632519901066e+00, 1.724227177135192690e+01, 1.138283852905760973e+01, 1.212061518576721575e+01, 1.198764150313847665e+01, 1.011299825605482106e+01, 6.065485038258499273e+00, 7.407811086066462991e+00, 1.590767653736637577e+01, 1.508691857518321733e+01, 1.117764879048227478e+01, 9.349171625782499717e+00, 6.674695036826184591e+00, 1.124250369929087334e+01, 6.711648807893590529e+00, 1.079416669280679564e+01
1.961000000000000000e+03, 5.836223928781527626e+00, 1.779385020042001742e+01, 1.096092118475196031e+01, 1.108481666985836434e+01, 1.289403850323846612e+01, 9.789811323903430562e+00, 6.205580661240476914e+00, 7.404517598180074600e+00, 1.491650399099636104e+01, 1.528762190927657727e+01, 1.205240623704218983e+01, 9.614713799503380898e+00, 6.422351828300460141e+00, 9.986764276355854619e+00, 6.225369844440961309e+00, 1.062528861393559687e+01
1.962000000000000000e+03, 6.016506095443536317e+00, 1.808789634916682942e+01, 1.139836841939229473e+01, 1.087963158632265603e+01, 1.238906304583916906e+01, 9.615526486970912501e+00, 6.958119574276488528e+00, 7.466203067801253646e+00, 1.496647794877834770e+01, 1.445422191855447736e+01, 1.129534899728623820e+01, 9.407960324502203875e+00, 6.472328175759377800e+00, 9.781734732131136312e+00, 6.252830785574015948e+00, 1.063700308064896660e+01
1.963000000000000000e+03, 5.705896017010840815e+00, 1.785013330193767445e+01, 1.157245764281844913e+01, 1.242715976773503073e+01, 1.249976770521913316e+01, 1.065587298009554651e+01, 8.198018215018032961e+00, 7.520691757802382860e+00, 1.584416130896637576e+01, 1.578029983199884079e+01, 1.121535080829170106e+01, 9.072410037647150816e+00, 6.356372165859828449e+00, 1.001985951843926514e+01, 6.620132900354806615e+00, 1.060964986934252963e+01
1.964000000000000000e+03, 5.798688430048459352e+00, 1.757558595781653210e+01, 1.175151214925496213e+01, 1.292216459882951796e+01, 1.238633925759026688e+01, 1.198775073407691671e+01, 8.492220850690962664e+00, 7.736947500225399565e+00, 1.596755653893603899e+01, 1.499797878858215761e+01, 1.189250603326891920e+01, 9.849690255517822735e+00, 6.578319823661083809e+00, 1.095457711244181809e+01, 6.229633092928914095e+00, 1.093888159402489357e+01
1.965000000000000000e+03, 5.873561355964521447e+00, 1.751528028099675183e+01, 1.169420133637447279e+01, 1.176180852480926298e+01, 1.225227637444965545e+01, 1.038254672747370400e+01, 6.599079448130310332e+00, 7.829266214042588601e+00, 1.493836014204861229e+01, 1.489072151029514224e+01, 1.159962143901664255e+01, 9.217370572153988917e+00, 6.925295705717028127e+00, 1.065453580387919175e+01, 6.632219925274895012e+00, 1.151357240215101641e+01
1.966000000000000000e+03, 5.797741111505879452e+00, 1.793009769300835998e+01, 1.144016424726023651e+01, 1.206981204505448346e+01, 1.237891084703238143e+01, 1.211837052269205017e+01, 6.608186626644422468e+00, 7.709612235144296832e+00, 1.478041286789388842e+01, 1.423639374636446142e+01, 1.213851243369339983e+01, 9.200598944329575701e+00, 6.310845071828819819e+00, 1.089394749209963820e+01, 6.468705394102363115e+00, 1.154714855867276846e+01
1.967000000000000000e+03, 6.027216747746620307e+00, 1.758819952251970875e+01, 1.123512501258870877e+01, 1.172184658503860710e+01, 1.235244087377745004e+01, 1.028117317637472006e+01, 5.583694260817968491e+00, 7.717977155269522882e+00, 1.576143705407933737e+01, 1.469310035596692643e+01, 1.130012737858206151e+01, 9.364477453381446992e+00, 6.755640797778009521e+00, 1.154611324041617060e+01, 6.300390754373876412e+00, 1.086146077973569923e+01
1.968000000000000000e+03, 5.450505708889396672e+00, 1.833226369667205091e+01, 1.171191827602863178e+01, 1.226721518817229573e+01, 1.168852422596205187e+01, 1.076103596185013522e+01, 7.051025766067779088e+00, 7.812526389785138470e+00, 1.573494912416997771e+01, 1.484425325938513041e+01, 1.133399353959796230e+01, 9.760239468573381316e+00, 6.732295069771824458e+00, 1.102273565707855241e+01, 6.218807767006023113e+00, 1.143387871252724963e+01
1.969000000000000000e+03, 5.669273728559748982e+00, 1.832571948120266470e+01, 1.167269470298262846e+01, 1.274590049607755837e+01, 1.235171471864357784e+01, 1.056976901924827494e+01, 6.656784222021898678e+00, 7.759309801957037678e+00, 1.525191110083822821e+01, 1.425952248105254583e+01, 1.206011353616369774e+01, 9.171978793366868388e+00, 6.697113534246346589e+00, 1.046754643369419036e+01, 5.998199665707831585e+00, 1.094868663230267991e+01
1.970000000000000000e+03, 6.070744000679495045e+00, 1.796283142709025427e+01, 1.153324859122022339e+01, 1.198491871516040952e+01, 1.249309786858044724e+01, 1.049950710242193885e+01, 7.322370847938683092e+00, 7.538521789909947479e+00, 1.675378221754322183e+01, 1.532804379973271303e+01, 1.194922701364120243e+01, 9.531728449971641481e+00, 6.500317795594020787e+00, 1.081757635546125762e+01, 6.859136875733443439e+00, 1.074632721112015510e+01
