year, MPI-ESM1-2-LR, EC-Earth3-Veg
1.889000000000000000e+03, 7.516776199321663092e-10, 2.873569518047539701e-10
1.890000000000000000e+03, 7.345515367829596087e-10, 2.630242141630515187e-10
1.891000000000000000e+03, 7.099407751274091511e-10, 2.847875757225930418e-10
1.892000000000000000e+03, 7.733878048012323218e-10, 2.776432786423996072e-10
1.893000000000000000e+03, 7.408539679859628443e-10, 2.910306953861604505e-10
1.894000000000000000e+03, 7.380112223821293840e-10, 2.538263864115007044e-10
1.895000000000000000e+03, 7.414025287942278621e-10, 2.639423076602277404e-10
1.896000000000000000e+03, 8.010138106835423767e-10, 2.972195447403725348e-10
1.897000000000000000e+03, 7.485150458669289866e-10, 2.890842765967718423e-10
1.898000000000000000e+03, 6.586622403907318202e-10, 2.808323486702299021e-10
1.899000000000000000e+03, 7.243126053842669367e-10, 2.606947910244822584e-10
1.900000000000000000e+03, 8.522366164391188644e-10, 3.053064773504345032e-10
1.901000000000000000e+03, 8.503408004855753152e-10, 2.895979542200913660e-10
1.902000000000000000e+03, 7.894756961364189827e-10, 2.717734266164624350e-10
1.903000000000000000e+03, 7.900079833647915871e-10, 2.896762576306790817e-10
1.904000000000000000e+03, 8.267624707352460928e-10, 2.938300055674832052e-10
1.905000000000000000e+03, 7.309129477560633339e-10, 2.818852756495468215e-10
1.906000000000000000e+03, 6.932187982612036323e-10, 3.010095702886008085e-10
1.907000000000000000e+03, 6.627352580880732478e-10, 2.752137065314361230e-10
1.908000000000000000e+03, 6.865924668521743589e-10, 2.889559966411220942e-10
1.909000000000000000e+03, 7.429569304438585615e-10, 2.938024805980600546e-10
1.910000000000000000e+03, 7.792822771221484287e-10, 3.118373501569797657e-10
1.911000000000000000e+03, 7.513303255515525863e-10, 2.976097293205113028e-10
1.912000000000000000e+03, 7.104866669176378483e-10, 2.836710231851678346e-10
1.913000000000000000e+03, 7.144567480969798351e-10, 2.742112100133406037e-10
1.914000000000000000e+03, 6.834266373820574345e-10, 2.913425655331213167e-10
1.915000000000000000e+03, 6.788705043615342640e-10, 3.090279083385302562e-10
1.916000000000000000e+03, 7.505580871854997807e-10, 2.892549384482203295e-10
1.917000000000000000e+03, 7.885151091015102303e-10, 3.195063769582583848e-10
1.918000000000000000e+03, 7.963147670468243486e-10, 3.335709095725767394e-10
1.919000000000000000e+03, 8.161298778935865722e-10, 3.360818602033730087e-10
1.920000000000000000e+03, 8.323670046821075503e-10, 3.129561804124826753e-10
1.921000000000000000e+03, 8.020910691900482962e-10, 3.311599042986394654e-10
1.922000000000000000e+03, 7.639560916282433810e-10, 3.118455772232060421e-10
1.923000000000000000e+03, 7.585234458227053843e-10, 3.074552911361916621e-10
1.924000000000000000e+03, 7.312706802215909621e-10, 3.158966775580557754e-10
1.925000000000000000e+03, 7.295938705056183199e-10, 3.262997973937442847e-10
1.926000000000000000e+03, 7.699325400074160782e-10, 3.468535871725661407e-10
1.927000000000000000e+03, 7.561000264059877480e-10, 3.423479267236726758e-10
1.928000000000000000e+03, 6.858131694312141601e-10, 3.541129826197988412e-10
1.929000000000000000e+03, 6.834810145882929506e-10, 3.409662362092250332e-10
1.930000000000000000e+03, 7.124369199174649556e-10, 3.321008888677985582e-10
1.931000000000000000e+03, 7.173836505255601452e-10, 3.644618260187608262e-10
1.932000000000000000e+03, 7.219826653523080147e-10, 2.959956412507121070e-10
1.933000000000000000e+03, 7.200449217990870447e-10, 3.663251962285766886e-10
1.934000000000000000e+03, 6.609585156854175335e-10, 3.723964117451242480e-10
1.935000000000000000e+03, 7.109796372726915408e-10, 3.507805974086224710e-10
1.936000000000000000e+03, 7.720279920558912493e-10, 3.605593381298380034e-10
1.937000000000000000e+03, 8.559355083819821950e-10, 3.643498542103358161e-10
1.938000000000000000e+03, 9.126465252389806222e-10, 3.827823698708402516e-10
1.939000000000000000e+03, 9.440341637423859677e-10, 3.600604581590644936e-10
1.940000000000000000e+03, 8.925017894065848483e-10, 3.543947328752454623e-10
1.941000000000000000e+03, 8.380211575915371550e-10, 3.613511583396852932e-10
1.942000000000000000e+03, 8.374376574248926342e-10, 3.778706219017293600e-10
1.943000000000000000e+03, 8.016448585942890323e-10, 4.154395776843991287e-10
1.944000000000000000e+03, 7.632272227212177127e-10, 4.128087465317709773e-10
1.945000000000000000e+03, 7.909417706254158406e-10, 3.635344240074677915e-10
1.946000000000000000e+03, 7.914120897686716669e-10, 4.267370307770686370e-10
1.947000000000000000e+03, 7.727769931296222605e-10, 4.162960189695595036e-10
1.948000000000000000e+03, 8.197399864616840181e-10, 4.158318950451616465e-10
1.949000000000000000e+03, 8.565093911432614666e-10, 4.505804549323274953e-10
1.950000000000000000e+03, 7.875281843487890856e-10, 4.744950792435615986e-10
1.951000000000000000e+03, 8.466581224578387195e-10, 4.563615929559728952e-10
1.952000000000000000e+03, 7.938213692083100444e-10, 4.626113661380054104e-10
1.953000000000000000e+03, 7.645621044389197339e-10, 4.587771313654483132e-10
1.954000000000000000e+03, 7.412788380998598927e-10, 4.642680839004750202e-10
1.955000000000000000e+03, 7.615246838811896837e-10, 5.001155382338144103e-10
1.956000000000000000e+03, 7.895771542109446794e-10, 4.970005957089985304e-10
1.957000000000000000e+03, 8.115202734947134619e-10, 5.173263989156183307e-10
1.958000000000000000e+03, 8.173831566949134618e-10, 5.235549881643956598e-10
1.959000000000000000e+03, 8.576140353789888064e-10, 5.138064758389857416e-10
1.960000000000000000e+03, 8.345694352870417120e-10, 5.227082724992398776e-10
1.961000000000000000e+03, 7.593394525801206905e-10, 5.323292807968224215e-10
1.962000000000000000e+03, 7.055353439412903662e-10, 5.925567425922229711e-10
1.963000000000000000e+03, 7.857590173607042333e-10, 5.128473975131888571e-10
1.964000000000000000e+03, 8.380221962135896852e-10, 5.533583359188185414e-10
1.965000000000000000e+03, 8.005943693908830675e-10, 5.512674817248885497e-10
1.966000000000000000e+03, 7.741168541085667489e-10, 5.333462593553993562e-10
1.967000000000000000e+03, 7.891245645428519425e-10, 5.500891659003274832e-10
1.968000000000000000e+03, 8.115665100218127368e-10, 5.185426084394279195e-10
1.969000000000000000e+03, 8.883122116747724522e-10, 5.110202039691417152e-10
1.970000000000000000e+03, 8.615935186360821381e-10, 5.677328974270288108e-10
1.971000000000000000e+03, 8.715655303332547962e-10, 5.358401572138686215e-10
1.972000000000000000e+03, 8.709326048894933576e-10, 5.428876679234466542e-10
1.973000000000000000e+03, 8.261071064820916410e-10, 5.759645135389353707e-10
1.974000000000000000e+03, 8.407683955625105976e-10, 5.354237694302891139e-10
1.975000000000000000e+03, 7.701623882319640507e-10, 5.328387031203094130e-10
1.976000000000000000e+03, 7.949786776183572736e-10, 5.180975863727050841e-10
1.977000000000000000e+03, 7.833673692280491243e-10, 5.811983098836585336e-10
1.978000000000000000e+03, 8.514151151514517000e-10, 5.298042739031465018e-10
1.979000000000000000e+03, 9.108107965329624471e-10, 6.277088322560485314e-10
1.980000000000000000e+03, 8.878049631876615112e-10, 5.037278013601423854e-10
1.981000000000000000e+03, 9.241630721820639589e-10, 5.697353959294873442e-10
1.982000000000000000e+03, 9.958188386868943933e-10, 5.349657759782723497e-10
1.983000000000000000e+03, 9.813819156109635898e-10, 5.658592905897943447e-10
1.984000000000000000e+03, 9.410997268030391876e-10, 5.356737367277916647e-10
1.985000000000000000e+03, 8.510615246096716936e-10, 5.836892557564998572e-10
1.986000000000000000e+03, 8.095997419437422519e-10, 5.666104071904283550e-10
1.987000000000000000e+03, 8.166530848115671798e-10, 5.825203665369591117e-10
1.988000000000000000e+03, 8.627370773269573517e-10, 5.651321606276572016e-10
1.989000000000000000e+03, 9.507620849862547558e-10, 5.786469956672412252e-10
1.990000000000000000e+03, 1.000789148004908142e-09, 5.479188633794632408e-10
1.991000000000000000e+03, 1.012263389096540289e-09, 5.828910695404114725e-10
1.992000000000000000e+03, 9.510343271298663168e-10, 5.687184735021740271e-10
1.993000000000000000e+03, 8.597244401036983948e-10, 6.014661713152237826e-10
1.994000000000000000e+03, 8.860455347833035148e-10, 5.979844487519464888e-10
1.995000000000000000e+03, 9.840317063841461429e-10, 5.769499709386263761e-10
1.996000000000000000e+03, 9.939144936549749584e-10, 6.083495160284949535e-10
1.997000000000000000e+03, 8.714262608268383103e-10, 5.534176450353726125e-10
1.998000000000000000e+03, 8.749240729994464938e-10, 5.741530972025114435e-10
1.999000000000000000e+03, 8.203040213955233521e-10, 5.653219534918898810e-10
2.000000000000000000e+03, 8.746029525098103923e-10, 5.707840661242770889e-10
2.001000000000000000e+03, 9.885577946969867293e-10, 6.010633132077875465e-10
2.002000000000000000e+03, 1.017765179704061997e-09, 5.867200934770627048e-10
2.003000000000000000e+03, 1.004127513895777285e-09, 6.033844500231607581e-10
2.004000000000000000e+03, 9.645753530640994580e-10, 6.240237948089343396e-10
2.005000000000000000e+03, 1.030829363210781876e-09, 6.005260460712599537e-10
2.006000000000000000e+03, 1.053920529650118627e-09, 5.334476873601336230e-10
2.007000000000000000e+03, 9.862907889362301364e-10, 6.202019741709494398e-10
2.008000000000000000e+03, 9.971876264745530612e-10, 6.272761878160538768e-10
2.009000000000000000e+03, 9.794525282610780281e-10, 5.847551898078606594e-10
2.010000000000000000e+03, 1.072814808189446668e-09, 6.060522758375931542e-10
2.011000000000000000e+03, 1.050351149799981474e-09, 5.804607346500668729e-10
2.012000000000000000e+03, 1.006280683811807591e-09, 6.179635580899790042e-10
2.013000000000000000e+03, 9.986707286591383356e-10, 6.402667269817610621e-10
2.014000000000000000e+03, 9.965848094326018783e-10, 5.952902778839366717e-10
