year, GFDL-ESM4, CESM2-WACCM, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L, ACCESS-ESM1-5, CanESM5, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR
1.920000000000000000e+03, 1.885632754347079398e+01, 1.042895575275395146e+02, 1.565907975770973053e+02, 8.592330094892547265e+01, 1.830214297916159296e+02, 1.153910005568696704e+02, 1.294055293250523277e+02, 1.070128108058717800e+02, 1.147973717954671429e+02, 2.351357588695278764e+02, 2.351157620615035455e+02, 9.139660165178175077e+01, 9.310454294643641049e+01, 8.350153183460948014e+01
1.921000000000000000e+03, 1.894909775884196890e+01, 1.042789528830642496e+02, 1.567040353067426963e+02, 8.602753600003221379e+01, 1.830908360021888939e+02, 1.153807431087049480e+02, 1.294188805139219482e+02, 1.070476047864346043e+02, 1.148114014482667216e+02, 2.351877670689300999e+02, 2.350815311577187003e+02, 9.137973075263244027e+01, 9.308440326368975093e+01, 8.356404778381374854e+01
1.922000000000000000e+03, 1.904242239596353770e+01, 1.043012407182570769e+02, 1.567174358078604541e+02, 8.597201160568452849e+01, 1.830690359446938942e+02, 1.153791574750261475e+02, 1.294595597810355798e+02, 1.068553614057920953e+02, 1.148360724782638158e+02, 2.353428585208523600e+02, 2.350444456857757132e+02, 9.136044717659275705e+01, 9.309070079310959045e+01, 8.381429043572099147e+01
1.923000000000000000e+03, 1.895760796974183648e+01, 1.043465235893461909e+02, 1.566987563027832095e+02, 8.587231266913892114e+01, 1.830393453906648631e+02, 1.154021414705650699e+02, 1.294312643248820791e+02, 1.066808815506799988e+02, 1.149298445141491243e+02, 2.354957468838838111e+02, 2.350687307593345565e+02, 9.137651219239592137e+01, 9.312611634285087803e+01, 8.382467430420905430e+01
1.924000000000000000e+03, 1.900008733051349452e+01, 1.043541891777062176e+02, 1.566475720725999565e+02, 8.584122752399861156e+01, 1.830271714784752248e+02, 1.154625500325246605e+02, 1.294933806768942191e+02, 1.067321583334752688e+02, 1.150215986184311845e+02, 2.356462932506205163e+02, 2.350162175123059569e+02, 9.141174675677264361e+01, 9.311925726037445372e+01, 8.381508517182149376e+01
1.925000000000000000e+03, 1.914047297637563361e+01, 1.043482813774697320e+02, 1.566211062292528595e+02, 8.605076463725332303e+01, 1.830887288446931223e+02, 1.154576696845637258e+02, 1.295690186916337154e+02, 1.068606420164302051e+02, 1.151009934699309412e+02, 2.357496745775057150e+02, 2.350043043742054749e+02, 9.144500589827991632e+01, 9.312217817503716333e+01, 8.377651593754518444e+01
1.926000000000000000e+03, 1.910432253310944972e+01, 1.043543453456930905e+02, 1.566082421410499137e+02, 8.600730933620511109e+01, 1.831583016888023963e+02, 1.154893867523889526e+02, 1.295529999052527046e+02, 1.069759577745349759e+02, 1.151266062062893383e+02, 2.358465270300890495e+02, 2.349362330213793655e+02, 9.149063053549799918e+01, 9.312662175763716732e+01, 8.362524396336500843e+01
1.927000000000000000e+03, 1.912990633648377070e+01, 1.043805788917656940e+02, 1.566107667668635486e+02, 8.590740250517802679e+01, 1.830768236908628808e+02, 1.155256407456272996e+02, 1.296959986289944311e+02, 1.071148495450921132e+02, 1.151432076894724617e+02, 2.359683382744399580e+02, 2.350708757236334634e+02, 9.149839772015639028e+01, 9.317746225096817625e+01, 8.366153870662422776e+01
1.928000000000000000e+03, 1.914280626225387394e+01, 1.043749667388896256e+02, 1.566913217193941250e+02, 8.584371643333032864e+01, 1.831765404578769960e+02, 1.155809910569911949e+02, 1.297517843639169257e+02, 1.071330873867530045e+02, 1.151579110443182969e+02, 2.361521996771466831e+02, 2.352569490731308406e+02, 9.148388320303780574e+01, 9.316860037322769017e+01, 8.377134835671434132e+01
1.929000000000000000e+03, 1.893145245633018803e+01, 1.043700690638927284e+02, 1.567154287754620157e+02, 8.602012924852060394e+01, 1.831940143105526886e+02, 1.156407706855281958e+02, 1.297337691390129635e+02, 1.070445152757219773e+02, 1.152357598691713036e+02, 2.362295856035732982e+02, 2.350860090249967413e+02, 9.149495540426356399e+01, 9.309883744851300946e+01, 8.366115543569178215e+01
1.930000000000000000e+03, 1.866537625983694326e+01, 1.043221217222683919e+02, 1.567167972937249942e+02, 8.607660254420359536e+01, 1.831721897496192355e+02, 1.156612640890033816e+02, 1.296959786928857739e+02, 1.069994157943689572e+02, 1.153490159711758167e+02, 2.362766104174123711e+02, 2.348260313813343885e+02, 9.152815600311434707e+01, 9.312890051957992910e+01, 8.356635045030478182e+01
1.931000000000000000e+03, 1.870886839728897755e+01, 1.043298427330446856e+02, 1.566916993286573927e+02, 8.585139062990222669e+01, 1.832033845162895034e+02, 1.157252509550895923e+02, 1.298240063147868284e+02, 1.071076867361027780e+02, 1.154246589894692505e+02, 2.363636066677724443e+02, 2.345169582326889781e+02, 9.149858588898186440e+01, 9.316409345564889577e+01, 8.371942052370170018e+01
1.932000000000000000e+03, 1.875202674891230714e+01, 1.042987293229307539e+02, 1.566373666449013626e+02, 8.587183251679309137e+01, 1.832360723292679552e+02, 1.157606358294122515e+02, 1.297653776244438006e+02, 1.071119636391230188e+02, 1.155120566507440145e+02, 2.364133191177321009e+02, 2.347355841559357827e+02, 9.151008909445236839e+01, 9.317415856338628544e+01, 8.387355131428054733e+01
1.933000000000000000e+03, 1.866621539343538672e+01, 1.042993371545334327e+02, 1.565656594571856886e+02, 8.602291481626012626e+01, 1.832322929740592485e+02, 1.157667641715130600e+02, 1.298816631166779985e+02, 1.070995120828512484e+02, 1.155894652461454513e+02, 2.364972413835030238e+02, 2.350771249672862666e+02, 9.154428366474633094e+01, 9.314858995533725761e+01, 8.384535006823165304e+01
1.934000000000000000e+03, 1.851051841140991527e+01, 1.042865242839482818e+02, 1.564803676121736942e+02, 8.594554575443221722e+01, 1.832575898983754996e+02, 1.157595585126335465e+02, 1.298833558843664946e+02, 1.070936332382497369e+02, 1.157058678400559302e+02, 2.365951603544937427e+02, 2.350832192521917250e+02, 9.152142940658787040e+01, 9.315374637114537393e+01, 8.374450749921645354e+01
1.935000000000000000e+03, 1.841145844652952235e+01, 1.042849696681186487e+02, 1.565129991194335730e+02, 8.597624634165684654e+01, 1.832290075207811526e+02, 1.157386080873509684e+02, 1.299398661776399990e+02, 1.071175175854999679e+02, 1.157948663759401171e+02, 2.366805701834955471e+02, 2.352039743133548200e+02, 9.149723999036771716e+01, 9.315403391589923388e+01, 8.342553476953695224e+01
1.936000000000000000e+03, 1.853428156127050030e+01, 1.043240989729778505e+02, 1.565699512928879074e+02, 8.603029064819749294e+01, 1.832597136870267605e+02, 1.157458480870678272e+02, 1.299473579668803040e+02, 1.070819483277281989e+02, 1.158966568041784058e+02, 2.367915154896356000e+02, 2.350254111747589434e+02, 9.151834274059403640e+01, 9.313129099961146551e+01, 8.343117999723533273e+01
1.937000000000000000e+03, 1.862165110933745993e+01, 1.043398537262267922e+02, 1.565893413853412426e+02, 8.568830053335250341e+01, 1.832756903370363659e+02, 1.157297557858225332e+02, 1.299521863996687614e+02, 1.070762262337783284e+02, 1.159640061095314536e+02, 2.369798242094604461e+02, 2.349618311428913273e+02, 9.152769030655547056e+01, 9.310599149531432772e+01, 8.353182103319379337e+01
1.938000000000000000e+03, 1.857280753181040112e+01, 1.042823694779282988e+02, 1.566090836428477644e+02, 8.572185610313773907e+01, 1.832286674270021933e+02, 1.157436178200885735e+02, 1.299009181261701826e+02, 1.071595959201261223e+02, 1.159406283484575226e+02, 2.371627695635625344e+02, 2.353367296227475549e+02, 9.150657431350865068e+01, 9.313214554873877660e+01, 8.366752102545284231e+01
1.939000000000000000e+03, 1.846940304202864169e+01, 1.042285678833418103e+02, 1.565865887354004542e+02, 8.608012103936637516e+01, 1.832720718310339976e+02, 1.158016955931205558e+02, 1.300207557903868008e+02, 1.072138536398840927e+02, 1.159293712066893676e+02, 2.372447577374149432e+02, 2.354824744894979460e+02, 9.147758365083947751e+01, 9.315844777134212507e+01, 8.389775011173826158e+01
1.940000000000000000e+03, 1.840010283217335285e+01, 1.042665525020962605e+02, 1.565334352255529211e+02, 8.598192162848124553e+01, 1.832716786319902837e+02, 1.158382810752872700e+02, 1.300942948263687242e+02, 1.071518092348724878e+02, 1.159334322515581448e+02, 2.372447789783279006e+02, 2.353690233064073993e+02, 9.144193774707923694e+01, 9.317977384539993579e+01, 8.417184693784732019e+01
1.941000000000000000e+03, 1.821754808752257659e+01, 1.042434026513191014e+02, 1.564062847559391969e+02, 8.589221352767167161e+01, 1.833342586775144412e+02, 1.159073256487010184e+02, 1.300583149103275105e+02, 1.069405987955923507e+02, 1.159877767041090237e+02, 2.372172617984923306e+02, 2.354996050975316280e+02, 9.143411870173390810e+01, 9.315880342310465778e+01, 8.412070971546903309e+01
1.942000000000000000e+03, 1.821984651091997520e+01, 1.042156909120588892e+02, 1.562827773512336478e+02, 8.595140395881794859e+01, 1.833281527356664640e+02, 1.158968124312416705e+02, 1.300581473403962036e+02, 1.067364213222207638e+02, 1.160474028004201159e+02, 2.372602014212201880e+02, 2.353634984226023903e+02, 9.141480541672937932e+01, 9.313985392186781098e+01, 8.400816944532924424e+01
1.943000000000000000e+03, 1.827287379300832271e+01, 1.041915804693417158e+02, 1.562357390915745725e+02, 8.602059393600552539e+01, 1.833586442185888927e+02, 1.159226507701552293e+02, 1.301024092250019066e+02, 1.067586799344903739e+02, 1.160594018903430111e+02, 2.373162127969434607e+02, 2.351898871990721318e+02, 9.137473409999924456e+01, 9.311385475030387227e+01, 8.401016588160513265e+01
1.944000000000000000e+03, 1.817188066579997496e+01, 1.041174472426541371e+02, 1.562215107362306128e+02, 8.596427007355418937e+01, 1.834042425063434791e+02, 1.159693584083078122e+02, 1.300637631132031231e+02, 1.068419969235532818e+02, 1.160655461424439068e+02, 2.374016009765077513e+02, 2.348546154739145209e+02, 9.131783130240107482e+01, 9.311453451397837000e+01, 8.414272930601249811e+01
1.945000000000000000e+03, 1.817189698720401125e+01, 1.041270366170800230e+02, 1.562761456510180835e+02, 8.593983234831803486e+01, 1.834113225796331790e+02, 1.160241196028077724e+02, 1.300566380739252565e+02, 1.066066861159103780e+02, 1.160954684172196210e+02, 2.375006374672883567e+02, 2.347309821168664996e+02, 9.131033649710481370e+01, 9.310314979689293580e+01, 8.426676068905929640e+01
1.946000000000000000e+03, 1.814579086474425296e+01, 1.041722762853206490e+02, 1.562274186158501266e+02, 8.592698919108271127e+01, 1.834497206855367040e+02, 1.160549616044066710e+02, 1.301531446945003552e+02, 1.063759026080941510e+02, 1.161615353717883039e+02, 2.375708381866015486e+02, 2.347403015466834404e+02, 9.133401622796415609e+01, 9.308906122041740616e+01, 8.419428889721834253e+01
1.947000000000000000e+03, 1.802268863935936949e+01, 1.041254207938572591e+02, 1.561120751425411299e+02, 8.596809301900525213e+01, 1.834357529916904639e+02, 1.160796121530712952e+02, 1.302356274514131655e+02, 1.063508928130332833e+02, 1.162832025022531184e+02, 2.375874116120319286e+02, 2.345065392101506063e+02, 9.135013597046093992e+01, 9.308025596202413965e+01, 8.414730381646221247e+01
1.948000000000000000e+03, 1.803363531656479779e+01, 1.041373446208353357e+02, 1.561177283113392775e+02, 8.577645192194020751e+01, 1.834423505726405210e+02, 1.161380150553695074e+02, 1.302903742171243664e+02, 1.063578952076656634e+02, 1.164025335969979977e+02, 2.376071679758792357e+02, 2.344811058766964891e+02, 9.133211011122399725e+01, 9.306262273345893732e+01, 8.417308502710022822e+01
1.949000000000000000e+03, 1.808667283495810807e+01, 1.041728709450646591e+02, 1.560774347475894217e+02, 8.589142485764651269e+01, 1.834373319554937041e+02, 1.161563834846728440e+02, 1.303365274509954190e+02, 1.064035401260879041e+02, 1.164583901434910160e+02, 2.374893676956468198e+02, 2.344047290633943987e+02, 9.133902111534784751e+01, 9.307219692411632650e+01, 8.438738455053731968e+01
1.950000000000000000e+03, 1.808028162541725692e+01, 1.041168411195671410e+02, 1.560753840631788023e+02, 8.602224680932258138e+01, 1.834381074942157568e+02, 1.162657179366908480e+02, 1.303414033100745826e+02, 1.062788111216527795e+02, 1.164898198511712479e+02, 2.373813759958494529e+02, 2.346349495769932219e+02, 9.131975943692216902e+01, 9.306023494278616681e+01, 8.459499179230515153e+01
1.951000000000000000e+03, 1.784270696468919226e+01, 1.040811483527568129e+02, 1.561062137141484243e+02, 8.608657905267737931e+01, 1.834808391584109302e+02, 1.163086354792255719e+02, 1.303667413921830587e+02, 1.061915398659926097e+02, 1.165354922937686410e+02, 2.373089167292048387e+02, 2.348316475119555662e+02, 9.128154604384960180e+01, 9.305194971447303942e+01, 8.445601565064325200e+01
1.952000000000000000e+03, 1.783675061201639878e+01, 1.040518571043100025e+02, 1.561486179359352491e+02, 8.592324251956850389e+01, 1.835082158758496576e+02, 1.163425523648918158e+02, 1.304478912121877840e+02, 1.062499937653126096e+02, 1.165597659544427955e+02, 2.372448322198650033e+02, 2.346964781300227969e+02, 9.126689957479932502e+01, 9.306013080849452024e+01, 8.449343694242858760e+01
1.953000000000000000e+03, 1.783702632021509871e+01, 1.040253956746215493e+02, 1.561152063740241829e+02, 8.604547956009768939e+01, 1.834530056328682122e+02, 1.163657015129513042e+02, 1.305931041436676878e+02, 1.062482355674316636e+02, 1.165746982966528265e+02, 2.372425817385685036e+02, 2.345135298515232876e+02, 9.125549482608863627e+01, 9.303593245570370129e+01, 8.441566966425475016e+01
1.954000000000000000e+03, 1.777465051451675038e+01, 1.039799577746951513e+02, 1.560590328892985212e+02, 8.604748463420921212e+01, 1.834352579656133742e+02, 1.164174248179195672e+02, 1.307422843021783478e+02, 1.061062964132040634e+02, 1.165761285773595972e+02, 2.372730931004339254e+02, 2.341879842682562867e+02, 9.120412704455772257e+01, 9.303430778982678362e+01, 8.436709933925101268e+01
1.955000000000000000e+03, 1.765547617470570430e+01, 1.039912996593083392e+02, 1.560230737115404054e+02, 8.612987662033390279e+01, 1.835149597663686905e+02, 1.164616462961253660e+02, 1.307310052998202252e+02, 1.060387094110791111e+02, 1.165424383500620280e+02, 2.373658058520246072e+02, 2.339386728064971237e+02, 9.113024400479322651e+01, 9.299013300238473789e+01, 8.429114714238735928e+01
1.956000000000000000e+03, 1.765764320619161509e+01, 1.039948775478456042e+02, 1.560291043547740628e+02, 8.587094820984064825e+01, 1.835506892168558011e+02, 1.164667627935518510e+02, 1.308378842505763942e+02, 1.059614683295666140e+02, 1.165782538856655322e+02, 2.373808145980459585e+02, 2.341792465488892105e+02, 9.104893754615054036e+01, 9.295420087748493643e+01, 8.432508604435939503e+01
1.957000000000000000e+03, 1.764067611523293877e+01, 1.039349475320994287e+02, 1.560688292278599079e+02, 8.583991431077041057e+01, 1.834370819760931397e+02, 1.165056240879292773e+02, 1.309497556210947664e+02, 1.057031753285694577e+02, 1.166791918793076945e+02, 2.373019869998970250e+02, 2.342086059397221334e+02, 9.098937773883154989e+01, 9.294326752306552919e+01, 8.443800383890940964e+01
1.958000000000000000e+03, 1.749493744662931149e+01, 1.038418162313581519e+02, 1.560885750110341235e+02, 8.603935651682751029e+01, 1.834432151394587152e+02, 1.165080589456815545e+02, 1.309639627266119248e+02, 1.055735332585150132e+02, 1.167648974215462658e+02, 2.373039925591529595e+02, 2.340815541554595995e+02, 9.099389708539763433e+01, 9.292282460953438772e+01, 8.466785905820937330e+01
1.959000000000000000e+03, 1.739458545322118255e+01, 1.038282932289314289e+02, 1.560731026230531882e+02, 8.606518846731434280e+01, 1.835257571208741467e+02, 1.165412524582890939e+02, 1.311052004355337601e+02, 1.055530657549532947e+02, 1.168658095167946556e+02, 2.373020966735730894e+02, 2.341511203083068153e+02, 9.100212954113391106e+01, 9.292708286037634480e+01, 8.467866151247399387e+01
1.960000000000000000e+03, 1.748687823127783147e+01, 1.038504056927201873e+02, 1.560332322188754119e+02, 8.607285998335865429e+01, 1.835948368229552727e+02, 1.165494918351752744e+02, 1.311914749526527260e+02, 1.055051646141803445e+02, 1.169609548479642314e+02, 2.372099453562586859e+02, 2.341478207050319611e+02, 9.094694477677347777e+01, 9.290337210705972382e+01, 8.474224981397716761e+01
1.961000000000000000e+03, 1.743215627272049773e+01, 1.038792915724482526e+02, 1.560129515125304067e+02, 8.596476221295858977e+01, 1.836003447883834951e+02, 1.165626081144528854e+02, 1.313390565190370580e+02, 1.053476304583616638e+02, 1.171311520025748081e+02, 2.371253117807526394e+02, 2.342274437850614390e+02, 9.093021304074397904e+01, 9.290441777073742458e+01, 8.466799596560301211e+01
1.962000000000000000e+03, 1.740891003943838200e+01, 1.038881448783986343e+02, 1.560529345843087583e+02, 8.593919556136562221e+01, 1.836675699469265624e+02, 1.165906729566775084e+02, 1.312755860707774218e+02, 1.051394392988913324e+02, 1.171328216448949604e+02, 2.370295426470140967e+02, 2.340974177993000467e+02, 9.095272862789495605e+01, 9.289008048886998381e+01, 8.457710764525904779e+01
1.963000000000000000e+03, 1.739475913143237307e+01, 1.038839404351518141e+02, 1.560907068789266248e+02, 8.609639669435803455e+01, 1.837182042970405860e+02, 1.165958061491358393e+02, 1.313210122771366741e+02, 1.050261273060835236e+02, 1.170634224512387789e+02, 2.370116220327514043e+02, 2.339299602266654006e+02, 9.091052886093581265e+01, 9.289472486792372763e+01, 8.440618207703890619e+01
1.964000000000000000e+03, 1.728720637172201791e+01, 1.038507507302747541e+02, 1.561447373930146512e+02, 8.605002395244187596e+01, 1.837941348698255695e+02, 1.166231843665454875e+02, 1.313588767610733328e+02, 1.050847489942088799e+02, 1.170658779835251124e+02, 2.370761053102845040e+02, 2.344322190341985674e+02, 9.089711008873807430e+01, 9.294430957252373560e+01, 8.472397005950311666e+01
1.965000000000000000e+03, 1.742735850299118283e+01, 1.038164323043817774e+02, 1.561193190240302044e+02, 8.601067268424455392e+01, 1.837602783670889721e+02, 1.166554211302957356e+02, 1.315849508693609948e+02, 1.052118115649787029e+02, 1.171517168857183151e+02, 2.371295672290074208e+02, 2.347753830074287862e+02, 9.088804320732241138e+01, 9.293402753965162333e+01, 8.485636529959282370e+01
1.966000000000000000e+03, 1.757100354595516123e+01, 1.038059878777564080e+02, 1.561395882526546757e+02, 8.619294754628629107e+01, 1.837115966617734557e+02, 1.166757263880234063e+02, 1.318636958193811779e+02, 1.052223183169951426e+02, 1.172092669409037455e+02, 2.371315216086279349e+02, 2.347890613805927842e+02, 9.086361960551890604e+01, 9.291069569406859330e+01, 8.486195270396105172e+01
1.967000000000000000e+03, 1.752937558519412775e+01, 1.037900953161851163e+02, 1.562153246131653077e+02, 8.617789033283413858e+01, 1.838146566173188035e+02, 1.166988644613674211e+02, 1.318962923485530325e+02, 1.049742809373098282e+02, 1.173379542548756547e+02, 2.370590821870926845e+02, 2.350054920511264811e+02, 9.086497060787523594e+01, 9.287574756619372351e+01, 8.498969397377864254e+01
1.968000000000000000e+03, 1.753330221808286282e+01, 1.037927767643713821e+02, 1.562240455945913595e+02, 8.606812682468246578e+01, 1.838062835431719861e+02, 1.167295649248588632e+02, 1.319585553182481874e+02, 1.048635519585737512e+02, 1.175649097645762140e+02, 2.369912037311951565e+02, 2.350631704232804680e+02, 9.091749985651378552e+01, 9.288707231936170672e+01, 8.469531267760160631e+01
1.969000000000000000e+03, 1.748302851218017651e+01, 1.037862756679623288e+02, 1.561562477991130606e+02, 8.612485526439655814e+01, 1.838374109206956177e+02, 1.167205425074442360e+02, 1.319552183463935648e+02, 1.049889323682891558e+02, 1.177077650062923055e+02, 2.369593814198684356e+02, 2.349831636982054306e+02, 9.094966849681065924e+01, 9.289650592064342050e+01, 8.471654366500699496e+01
1.970000000000000000e+03, 1.741175149943703815e+01, 1.038191994411630930e+02, 1.560750048006443933e+02, 8.617228875598526372e+01, 1.838905496829949868e+02, 1.167541243931004686e+02, 1.319504805793178832e+02, 1.049591564606839853e+02, 1.177397214890286250e+02, 2.369310786910418187e+02, 2.348374474943487087e+02, 9.093107140987362413e+01, 9.290296900222620025e+01, 8.492508426944671385e+01
1.971000000000000000e+03, 1.730434780882865553e+01, 1.038305233791116109e+02, 1.560565079147532117e+02, 8.603553360413869200e+01, 1.839602663426285289e+02, 1.168099097865560481e+02, 1.319770500585950970e+02, 1.048516944576547161e+02, 1.177790405709597934e+02, 2.368975452186523114e+02, 2.347751225072756824e+02, 9.089820888813851241e+01, 9.286416566520017568e+01, 8.485994433887796617e+01
1.972000000000000000e+03, 1.712693030892348034e+01, 1.038015755894662533e+02, 1.560871118288487764e+02, 8.616297700525214509e+01, 1.839287130804071353e+02, 1.168473571473011532e+02, 1.321330460198344099e+02, 1.048413227962523848e+02, 1.178893400496065880e+02, 2.368818157713450319e+02, 2.346538612034439950e+02, 9.091785213138282984e+01, 9.287470474718902835e+01, 8.497707354842829375e+01
1.973000000000000000e+03, 1.703970256165801445e+01, 1.037300934237770917e+02, 1.560967121719563693e+02, 8.628000112121877407e+01, 1.838920805046532791e+02, 1.168025570415103118e+02, 1.321732723441717496e+02, 1.048013760549743978e+02, 1.179833214325676494e+02, 2.368720669237383163e+02, 2.348178460084860717e+02, 9.092333446532663288e+01, 9.285082620585851032e+01, 8.492447315434971244e+01
1.974000000000000000e+03, 1.689995609036099822e+01, 1.037714604843072834e+02, 1.561216605165698752e+02, 8.615322443039312361e+01, 1.840154205876902154e+02, 1.168255923276044257e+02, 1.321838802426980237e+02, 1.047524118764600587e+02, 1.180423132961435613e+02, 2.367845201607578076e+02, 2.352764418781939639e+02, 9.093864005446529575e+01, 9.281939180628648955e+01, 8.501838308967323599e+01
1.975000000000000000e+03, 1.677636170575410901e+01, 1.037981368204204387e+02, 1.560759509242657828e+02, 8.626653334010642027e+01, 1.841125098145071490e+02, 1.168296213027449966e+02, 1.323024164006082231e+02, 1.047441747914174783e+02, 1.180955919203488236e+02, 2.366616687967836015e+02, 2.355080370891229222e+02, 9.093702166233306627e+01, 9.284894157577312512e+01, 8.519438018899764131e+01
1.976000000000000000e+03, 1.667529050560631276e+01, 1.038234416453010596e+02, 1.560204421994680501e+02, 8.628275102981835687e+01, 1.842274785518279714e+02, 1.168242479800265272e+02, 1.323408415819182835e+02, 1.047156538304955404e+02, 1.181836788064873218e+02, 2.366343429861112213e+02, 2.354812688283829516e+02, 9.093397806465478084e+01, 9.286654156806702076e+01, 8.521786473327381373e+01
1.977000000000000000e+03, 1.672921850273611355e+01, 1.038486503905116507e+02, 1.559513350223497525e+02, 8.634232129490804653e+01, 1.842646752524973124e+02, 1.168214577444059330e+02, 1.324647790469621214e+02, 1.047262731884272142e+02, 1.182837671310819729e+02, 2.365902642117636390e+02, 2.354916334419213797e+02, 9.094391868666365042e+01, 9.288453613879326554e+01, 8.521366856335558282e+01
1.978000000000000000e+03, 1.687221727994213794e+01, 1.038123976133934860e+02, 1.559421274328193192e+02, 8.659480291805695629e+01, 1.843108594482088733e+02, 1.168558341707876593e+02, 1.324664461793287558e+02, 1.048839573799314024e+02, 1.183378711048477641e+02, 2.365238165547490894e+02, 2.357332687645007638e+02, 9.092310579619862665e+01, 9.291959567086942684e+01, 8.522814144241449696e+01
1.979000000000000000e+03, 1.685973070966890930e+01, 1.037763754554975435e+02, 1.559816937955295373e+02, 8.655740680349246929e+01, 1.843831995084838979e+02, 1.168709167255024823e+02, 1.325643480000660190e+02, 1.049958278632056761e+02, 1.184437992427620259e+02, 2.364710539072571578e+02, 2.357852723335105054e+02, 9.091896776139790859e+01, 9.297476807062035675e+01, 8.541543644995753937e+01
1.980000000000000000e+03, 1.685728168078962952e+01, 1.037691172058611357e+02, 1.559878580169752809e+02, 8.625893957544548130e+01, 1.844972001749305832e+02, 1.168740080022388241e+02, 1.328183023863276162e+02, 1.050270894992195849e+02, 1.185075085470515290e+02, 2.364503001576170504e+02, 2.357742476745333136e+02, 9.090947737865646161e+01, 9.298865778413222927e+01, 8.540477100986208825e+01
1.981000000000000000e+03, 1.674530449193093062e+01, 1.037848944799382735e+02, 1.559890816695886429e+02, 8.648662436144738308e+01, 1.844746352585279396e+02, 1.168977424238367320e+02, 1.328397595992131812e+02, 1.048973095437753926e+02, 1.184966551558307373e+02, 2.363573392970579334e+02, 2.356913779008621077e+02, 9.093203142937049677e+01, 9.298466708157410210e+01, 8.521952555975404664e+01
1.982000000000000000e+03, 1.663714964092828197e+01, 1.038201404409408610e+02, 1.559358855347030612e+02, 8.662743473010642958e+01, 1.845252199663833039e+02, 1.169988323549403901e+02, 1.328750439453785077e+02, 1.048158522420972645e+02, 1.185300479723031515e+02, 2.362697721685167664e+02, 2.356004455763370231e+02, 9.096187505985447785e+01, 9.300476687124339037e+01, 8.538404175830362419e+01
1.983000000000000000e+03, 1.663659059586051470e+01, 1.038424042426147054e+02, 1.559370430661718103e+02, 8.661793424763523319e+01, 1.846311490532051494e+02, 1.171014083107733370e+02, 1.330377765711851623e+02, 1.048161656028687503e+02, 1.185772438875268051e+02, 2.361311748842232703e+02, 2.354672622477884829e+02, 9.096167434690505615e+01, 9.303540936352962376e+01, 8.571682577813368198e+01
1.984000000000000000e+03, 1.677577186407397392e+01, 1.038161544684961513e+02, 1.558433306393287978e+02, 8.654822494570466063e+01, 1.847141357492120335e+02, 1.171753625106794203e+02, 1.330543365183322635e+02, 1.049018959157937587e+02, 1.185925606183832457e+02, 2.360672391321266446e+02, 2.352409832436152897e+02, 9.096671927725896012e+01, 9.303461731793929346e+01, 8.577913059864312117e+01
1.985000000000000000e+03, 1.680251745862054946e+01, 1.038225459064447591e+02, 1.557753083854609883e+02, 8.672533213719235334e+01, 1.847650163402824717e+02, 1.172574431548231644e+02, 1.330502627699957259e+02, 1.050431585217309873e+02, 1.186433722305886249e+02, 2.360394718746596823e+02, 2.353967956473750576e+02, 9.096676698206438516e+01, 9.306778831993690915e+01, 8.589945935308978164e+01
1.986000000000000000e+03, 1.677082283510645055e+01, 1.038484485309950713e+02, 1.557729394895801249e+02, 8.679602779913889776e+01, 1.847545324582865760e+02, 1.173722429885712302e+02, 1.332231810955996707e+02, 1.050643109665862625e+02, 1.187782776340767015e+02, 2.360487471341400862e+02, 2.356824560483040045e+02, 9.100142225509488014e+01, 9.305808305938164438e+01, 8.574648309383401568e+01
1.987000000000000000e+03, 1.674365794040925692e+01, 1.038900126153914130e+02, 1.558431595428877756e+02, 8.670082418167895355e+01, 1.848004975665117797e+02, 1.174369454036669964e+02, 1.333274713770117899e+02, 1.049218092283861807e+02, 1.188814842030016052e+02, 2.360806406575850644e+02, 2.357547808186255054e+02, 9.102695896001787901e+01, 9.306203421349769656e+01, 8.559587330837827324e+01
1.988000000000000000e+03, 1.663257854001267688e+01, 1.039230217200376529e+02, 1.559445028547346226e+02, 8.671816882217818545e+01, 1.849156463643975314e+02, 1.174484664704771859e+02, 1.334129871685466355e+02, 1.049648211892148879e+02, 1.189989240588471802e+02, 2.360535801653077215e+02, 2.360611254690828105e+02, 9.110492132487284778e+01, 9.309697634294401780e+01, 8.540640386351333291e+01
1.989000000000000000e+03, 1.654831630922431884e+01, 1.038929811951409334e+02, 1.559905096361027574e+02, 8.667873497188840304e+01, 1.850239595074601198e+02, 1.173945838257280485e+02, 1.334711033307164598e+02, 1.051367043384747433e+02, 1.190825735155905107e+02, 2.359977669276773895e+02, 2.363158210280170124e+02, 9.114132568045472738e+01, 9.314112467231521464e+01, 8.556716257403948589e+01
1.990000000000000000e+03, 1.651447418724584182e+01, 1.039067692124917812e+02, 1.559827242210482154e+02, 8.659097842721213567e+01, 1.850367420246629990e+02, 1.174597301562751284e+02, 1.335278379504136126e+02, 1.053318750864014817e+02, 1.191352482911772341e+02, 2.359830701320945252e+02, 2.361439378847294108e+02, 9.115275822459437904e+01, 9.315671695664656227e+01, 8.568842756291299168e+01
