year, MIROC-ES2L, TaiESM1, MPI-ESM1-2-LR, IPSL-CM6A-LR, CanESM5, GFDL-ESM4, NorESM2-LM, INM-CM5-0, UKESM1-0-LL, CMCC-CM2-SR5, CNRM-ESM2-1, ACCESS-ESM1-5, CESM2-WACCM, INM-CM4-8, NorESM2-MM, EC-Earth3-Veg
1.912000000000000000e+03, 2.651683226772085344e+00, 1.994531092312595622e+00, 1.669060713248693428e+00, 2.220512864671001285e+00, 2.496573523312147547e+00, 2.400917786405817989e+00, 1.730977573810127179e+00, 2.154844409776027980e+00, 1.826511101347520372e+00, 2.393023235336519061e+00, 1.584557704570145109e+00, 2.260258698524878263e+00, 2.207258349090154059e+00, 2.127726133607808379e+00, 1.830070904950676924e+00, 1.638556266362534819e+00
1.913000000000000000e+03, 2.769750521138070187e+00, 2.028942186905274170e+00, 1.578717882639762760e+00, 2.228109617309036228e+00, 2.471544764269654859e+00, 2.475222445882510058e+00, 1.659656891358537667e+00, 2.068792965589266064e+00, 1.821867172137251245e+00, 2.330162490940532738e+00, 1.517956759055861582e+00, 2.352869470699225918e+00, 2.200056722866090553e+00, 2.104644531891321169e+00, 1.776416367415996955e+00, 1.689397960117343223e+00
1.914000000000000000e+03, 2.883143875496512631e+00, 2.214817612495279864e+00, 1.593675500779849097e+00, 2.243019815544429196e+00, 2.283694783840051201e+00, 2.477441113325741906e+00, 1.679544740746671483e+00, 2.017691370317749033e+00, 1.965727044960650094e+00, 2.260006912217493724e+00, 1.689726062436601728e+00, 2.289449921911255625e+00, 2.171445916391907538e+00, 2.089357095607961234e+00, 1.881583975044443191e+00, 1.679271808238771202e+00
1.915000000000000000e+03, 2.679263281050756618e+00, 2.080787106124902586e+00, 1.693010045711796474e+00, 2.170918058393811911e+00, 2.352411022711323518e+00, 2.456167914057388213e+00, 1.821417951213102793e+00, 2.144897963766728921e+00, 1.781591351180187743e+00, 2.209851795213202852e+00, 1.507634942369714848e+00, 2.172634287981484391e+00, 2.142218205014513099e+00, 1.984652188306037957e+00, 1.888561594768773277e+00, 1.746014715829342867e+00
1.916000000000000000e+03, 2.659056043168378736e+00, 2.214113604304946303e+00, 1.771215396562746180e+00, 2.152943519694288099e+00, 2.453841219103100713e+00, 2.313148955023510034e+00, 1.775978359711600563e+00, 2.075425046515647853e+00, 1.856398533711278054e+00, 2.226332608574238314e+00, 1.440045534814752948e+00, 2.349731324177542380e+00, 2.058479775032937553e+00, 1.967635230836483506e+00, 1.753332503252113872e+00, 1.852995240659555565e+00
1.917000000000000000e+03, 2.563651715897210970e+00, 2.385832396069521355e+00, 1.771877438470692123e+00, 2.243816081646388572e+00, 2.472195200269405646e+00, 2.359815886449315503e+00, 1.966093857697930547e+00, 2.291510637651447801e+00, 1.831284371976575231e+00, 2.131564250083036516e+00, 1.486873599766784126e+00, 2.572795009941939437e+00, 1.990128181588439737e+00, 2.081030039341073667e+00, 1.611121788460178506e+00, 2.032021075242765651e+00
1.918000000000000000e+03, 2.820101828544526956e+00, 2.016067382369092442e+00, 1.736877025059616386e+00, 2.224389688618294336e+00, 2.348750429952363383e+00, 2.291049528451857054e+00, 1.760370843888792836e+00, 2.123890005395951963e+00, 1.915170282648334776e+00, 2.174391975296320112e+00, 1.718299130163390309e+00, 2.137383351892006011e+00, 2.235286744108764712e+00, 2.091535268351265131e+00, 1.773958328055327494e+00, 1.889958807755409254e+00
1.919000000000000000e+03, 2.753630946318561090e+00, 2.147811110752782415e+00, 1.830555525257208993e+00, 2.072229429760197750e+00, 2.409939751281206632e+00, 2.435285713062163460e+00, 1.592461683003529194e+00, 2.013664801617179201e+00, 1.885115053597173018e+00, 2.285703684685807868e+00, 1.454197429877051029e+00, 2.393321587211506785e+00, 2.170081599171937103e+00, 2.162493126891749107e+00, 1.969007161223105928e+00, 1.865386681388785384e+00
1.920000000000000000e+03, 2.699322560283032857e+00, 2.225062254876730261e+00, 1.679117357805253619e+00, 2.217635588958840831e+00, 2.442629273856967931e+00, 2.429335785550928328e+00, 1.915313107915979751e+00, 2.137910551691536654e+00, 1.781259738496833389e+00, 2.123639142694863757e+00, 1.750598662884972567e+00, 2.335874527386707644e+00, 2.176307193864387202e+00, 2.078938818397220167e+00, 1.867491740292667401e+00, 1.980476332692276520e+00
1.921000000000000000e+03, 2.719299720889156724e+00, 1.984560691757620399e+00, 1.779675121589920694e+00, 2.280093004411438251e+00, 2.401381294600123173e+00, 2.494882262575095933e+00, 1.806220054176859824e+00, 2.145598738923879534e+00, 1.742784440872215290e+00, 2.351224143065201666e+00, 1.440056975326616584e+00, 2.461878319962211403e+00, 2.292622286559228062e+00, 2.067011708603887499e+00, 1.910613768103949228e+00, 1.913722690203345511e+00
1.922000000000000000e+03, 2.634211590518227286e+00, 2.199345103621407560e+00, 1.654341573581302294e+00, 2.248729497210697925e+00, 2.518212445083277018e+00, 2.457616688387018300e+00, 1.559335038021146813e+00, 2.137926898967601019e+00, 1.830951226169100332e+00, 2.297409896747895530e+00, 1.534216191508827931e+00, 2.366439334106757997e+00, 2.128152657617459642e+00, 2.078571686781655714e+00, 1.823021839626551843e+00, 1.807727256710067731e+00
1.923000000000000000e+03, 2.738941451073446665e+00, 2.298071094262124969e+00, 1.669581046387208723e+00, 2.351587047926041674e+00, 2.350365367451962229e+00, 2.390806029792100329e+00, 1.784392693296951826e+00, 2.156264836758644776e+00, 1.838386556537840555e+00, 2.313594073299319653e+00, 1.475285329656877309e+00, 2.292970754915980791e+00, 2.082361703023631438e+00, 2.132124484028603550e+00, 1.749002093761761634e+00, 1.794231046463833135e+00
1.924000000000000000e+03, 2.699412491448343054e+00, 2.155573119100119506e+00, 1.659191472486812202e+00, 2.184211307917127254e+00, 2.436694337335490346e+00, 2.523668444758839779e+00, 1.777405302105362850e+00, 2.257269341794264417e+00, 1.858656034078622010e+00, 2.295147749480769939e+00, 1.547433369899750444e+00, 2.164657739576314466e+00, 1.957741997935734002e+00, 2.028338301558789247e+00, 1.815797695820217772e+00, 1.775519464284974092e+00
1.925000000000000000e+03, 2.961620474894479216e+00, 2.091783666865556057e+00, 1.694327779894398756e+00, 2.295830284840335356e+00, 2.486399842361446844e+00, 2.403938023493912279e+00, 1.792248561065712620e+00, 2.111998485797044633e+00, 1.802653651051185468e+00, 2.101868307553490745e+00, 1.419241739011772196e+00, 2.263072312880886283e+00, 2.119852486179623519e+00, 2.213817512944152632e+00, 1.679057678477691384e+00, 1.939133033122098615e+00
1.926000000000000000e+03, 2.894743650760282616e+00, 2.105268478850829350e+00, 1.684988550161497178e+00, 2.307488902059311897e+00, 2.567071155787060022e+00, 2.400111536276030577e+00, 1.564113703301018621e+00, 2.098488431482153693e+00, 1.954663818270542697e+00, 2.365425314146210933e+00, 1.500792361346929615e+00, 2.292135937966406800e+00, 1.916894836932214519e+00, 2.205572449799172663e+00, 1.714782808337100617e+00, 1.803322231898666583e+00
1.927000000000000000e+03, 2.896182792996103039e+00, 2.263813822170126944e+00, 1.646624245039286061e+00, 2.321980657362062939e+00, 2.450670492218427032e+00, 2.456777756662307688e+00, 1.678191823425343010e+00, 2.177914461585948924e+00, 1.896941257897147182e+00, 2.203840042050076331e+00, 1.378746580265904242e+00, 2.296713072172691383e+00, 2.265844476727020940e+00, 2.050272075792625603e+00, 1.782912333077572242e+00, 1.976914775535880686e+00
1.928000000000000000e+03, 2.758680964210055375e+00, 2.208716601345189545e+00, 1.561108764821287354e+00, 2.347101225735753083e+00, 2.377202808213156437e+00, 2.509667494784195263e+00, 1.982765296597874149e+00, 2.241161371676160474e+00, 1.721743336310300965e+00, 2.158866772559537850e+00, 1.434820984569108226e+00, 2.318564773349717889e+00, 1.928109830036366601e+00, 2.005613870833317325e+00, 1.740508366320945077e+00, 1.867387208501544826e+00
1.929000000000000000e+03, 2.577403286112847969e+00, 2.107594561239542585e+00, 1.627057802247372287e+00, 2.275001137610718427e+00, 2.308998722469474352e+00, 2.095886429836177012e+00, 1.872013118493287998e+00, 2.169208519199169238e+00, 1.843787753171659993e+00, 2.328868215473467007e+00, 1.523901652864544820e+00, 2.356129642596147100e+00, 2.348670328405609187e+00, 2.143482430047966236e+00, 1.681932652735441236e+00, 1.891071079505051600e+00
1.930000000000000000e+03, 2.904583940651756180e+00, 2.145667553051106680e+00, 1.728606075562598710e+00, 2.327934169852302837e+00, 2.477258183001691538e+00, 2.319184065703437270e+00, 1.662403114144002991e+00, 2.230507287262668115e+00, 1.766102612202780087e+00, 2.277755925427146000e+00, 1.457482921858380909e+00, 2.411189435740266340e+00, 1.968568905831351135e+00, 2.043575236347538571e+00, 1.802263753243793065e+00, 1.901190008992674096e+00
1.931000000000000000e+03, 2.574454047195760875e+00, 2.432700531352377737e+00, 1.708881579136370732e+00, 2.162360133616263891e+00, 2.386715817798662265e+00, 2.522732195829144430e+00, 1.633867473378928681e+00, 2.148382554422834545e+00, 1.856766115571234055e+00, 2.184587960451627620e+00, 1.482320385916822802e+00, 2.244107576772450319e+00, 2.206296514273828890e+00, 2.037614682535548560e+00, 1.829984489710757556e+00, 1.668815192332713915e+00
1.932000000000000000e+03, 2.753136980164211600e+00, 2.052242204259162595e+00, 1.688916552160200313e+00, 2.160745231058453175e+00, 2.411613490521595349e+00, 2.389455647270742666e+00, 1.741498134325992542e+00, 2.048799274686730509e+00, 2.002732767008158721e+00, 2.330657473117397238e+00, 1.489288231480729419e+00, 2.215829556842299208e+00, 2.138130343103899378e+00, 2.005396876535839645e+00, 1.715061983736071660e+00, 1.894666281690397414e+00
1.933000000000000000e+03, 2.778190335508981423e+00, 2.227990324181725157e+00, 1.608620592446121655e+00, 2.144938340016173672e+00, 2.477605417234860052e+00, 2.220339383562121238e+00, 1.745019693144012951e+00, 2.139061245755468743e+00, 1.704293240448216062e+00, 2.228228707405615960e+00, 1.471931611906369897e+00, 2.234400640454532905e+00, 2.137888021088191870e+00, 2.128685251488935393e+00, 1.808243042640241827e+00, 1.925787462038082820e+00
1.934000000000000000e+03, 2.788257513299974732e+00, 2.303626755433052065e+00, 1.558030537520594949e+00, 2.241551417980819139e+00, 2.367219246500838370e+00, 2.279436470753294142e+00, 1.772651996578628042e+00, 2.023650559099815283e+00, 1.830214723786375286e+00, 2.343263318014944030e+00, 1.455453208752957694e+00, 2.360065636495355168e+00, 2.349424510786950471e+00, 2.107435197914851344e+00, 1.716191355502079352e+00, 1.796622510049724619e+00
1.935000000000000000e+03, 2.662790187625932337e+00, 1.999515513321792115e+00, 1.737655642084164898e+00, 2.173583883317443455e+00, 2.414024986355089553e+00, 2.399846479633068963e+00, 1.662903226800442891e+00, 2.070009981269134602e+00, 1.956087785807351986e+00, 2.294517830367237554e+00, 1.473577289003341617e+00, 2.324314438703254826e+00, 2.006333107615348776e+00, 2.103852263214411433e+00, 1.753548160358701313e+00, 1.820811077946756784e+00
1.936000000000000000e+03, 2.682690879266095507e+00, 2.292531559535076369e+00, 1.766905745898906588e+00, 2.099715821257481796e+00, 2.474489396793443596e+00, 2.531057832203904567e+00, 1.771461518722277084e+00, 2.076561651390424146e+00, 1.773799037119992983e+00, 2.316264369672653700e+00, 1.533201161459432083e+00, 2.320440126711999174e+00, 1.966447340696818813e+00, 2.080413622106690674e+00, 1.809760304241476492e+00, 1.859824263575103442e+00
1.937000000000000000e+03, 2.682755491303080664e+00, 2.440601489661651691e+00, 1.815769300292888966e+00, 2.326759325793443356e+00, 2.520945882933759652e+00, 2.406570975228393028e+00, 1.731310623147632288e+00, 2.096332095671053164e+00, 1.837167345447942912e+00, 2.281005858320441781e+00, 1.779184847636408273e+00, 2.281797295309579976e+00, 2.106454401113077246e+00, 2.342387580301551697e+00, 1.928873842317280873e+00, 1.894456682344750620e+00
1.938000000000000000e+03, 2.795268393939315033e+00, 2.006881203199923469e+00, 1.877118766198887290e+00, 2.305454389164839135e+00, 2.414349047556772820e+00, 2.343379880068094945e+00, 1.578869642796873141e+00, 2.264297365605101309e+00, 1.779988242461728820e+00, 2.261009603732658579e+00, 1.503891229794648954e+00, 2.246458625439814227e+00, 2.175105318743454585e+00, 2.017679719071164612e+00, 1.788815585968872579e+00, 1.809915088835073904e+00
1.939000000000000000e+03, 2.670748243216992890e+00, 2.145108100947267005e+00, 1.847075649346711979e+00, 2.257165303384180088e+00, 2.441138023855588202e+00, 2.359860347555724491e+00, 1.625809356118089521e+00, 2.121286525410961854e+00, 1.827190391818651394e+00, 2.334394548609273201e+00, 1.616425742364662854e+00, 2.332042951129282837e+00, 2.080599508625809779e+00, 2.120629338723298396e+00, 1.904356074978124980e+00, 1.730181844563349447e+00
1.940000000000000000e+03, 2.623524938592011857e+00, 2.228006015464118583e+00, 1.684699294977439310e+00, 2.338946509817428687e+00, 2.404429196953979275e+00, 2.234029747285929624e+00, 1.605512417788392154e+00, 2.231227146177262366e+00, 1.878882241934020536e+00, 2.145276543394316171e+00, 1.418082313986734011e+00, 2.233409583633263917e+00, 2.202903944126808344e+00, 2.119421319193838027e+00, 1.887025983883843905e+00, 1.808954210583220812e+00
1.941000000000000000e+03, 2.602011660396795545e+00, 2.069685196989368592e+00, 1.757920881690577364e+00, 2.223436121093824269e+00, 2.468309836359020348e+00, 2.161849346927556592e+00, 1.629513551164747387e+00, 2.135636667366570318e+00, 1.859110598325197872e+00, 2.340154742222606110e+00, 1.610183694225145512e+00, 2.364929150134248204e+00, 2.225427111108424061e+00, 2.017326642314779761e+00, 1.900196944822529765e+00, 1.767174424832825608e+00
1.942000000000000000e+03, 2.692085160796682697e+00, 2.070533030934600394e+00, 1.654133692463017224e+00, 2.301302673983209424e+00, 2.367098460592769626e+00, 2.348748183274602663e+00, 1.747693423845950722e+00, 2.139119779791198717e+00, 1.754159035429552649e+00, 2.274453796938846750e+00, 1.516121167199481201e+00, 2.223262649243029188e+00, 2.140407194991367223e+00, 2.057614868691728827e+00, 1.690414845808637656e+00, 1.940532769960087833e+00
1.943000000000000000e+03, 2.885619364101770667e+00, 2.197785759455761934e+00, 1.634419462732850548e+00, 2.304632838832536557e+00, 2.437467328297170166e+00, 2.348386458662852672e+00, 1.647713928229702862e+00, 2.195363967723918286e+00, 1.738069799177691888e+00, 2.174563854637018512e+00, 1.596563942307992034e+00, 2.242682770691960759e+00, 2.331759151655718121e+00, 2.014331990862308519e+00, 2.068828749372009668e+00, 1.881400494295325299e+00
1.944000000000000000e+03, 2.598443149481248327e+00, 2.154035550535407406e+00, 1.740486646106317536e+00, 2.253964986082102051e+00, 2.461223830131898271e+00, 2.248216013727972751e+00, 1.756562073773427102e+00, 2.095819191835483597e+00, 1.804099369810768128e+00, 2.237448822165054807e+00, 1.790247936849297172e+00, 2.434451486851918478e+00, 2.250509580398227794e+00, 2.128231274497860426e+00, 1.873982882600256916e+00, 1.658378423723851469e+00
1.945000000000000000e+03, 2.447359781632055142e+00, 2.228941044254530102e+00, 1.656141302300720319e+00, 2.231356238875460640e+00, 2.538436583777873068e+00, 2.316288249155087797e+00, 1.759144189769327848e+00, 2.298690991798300498e+00, 1.862701629711946305e+00, 2.169259439510287102e+00, 1.747683852152298600e+00, 2.408357134063130900e+00, 1.866444175152509155e+00, 2.195240100118713400e+00, 1.922865175093512846e+00, 1.877261933551042317e+00
1.946000000000000000e+03, 2.742095853176373499e+00, 2.089896485607126930e+00, 1.770537572916070834e+00, 2.218428019582843636e+00, 2.462995631033457311e+00, 2.289181083377580084e+00, 1.695799528523893818e+00, 2.116987810990628383e+00, 1.760796690380975305e+00, 2.251431912602874785e+00, 1.537125651775112178e+00, 2.278470672842110023e+00, 2.190114580104846720e+00, 2.056359807499196890e+00, 1.705435854634726356e+00, 1.776243962577362057e+00
1.947000000000000000e+03, 2.681275819328043930e+00, 2.301037232247670872e+00, 1.688296691718025766e+00, 2.267243524470618610e+00, 2.485557760297978369e+00, 2.340548191573561088e+00, 1.794686853172994923e+00, 2.258981379339613405e+00, 1.940961411786609414e+00, 2.142767687990053904e+00, 1.489822069427117590e+00, 2.312713486660658901e+00, 2.202952756452609684e+00, 2.066261558419512312e+00, 1.768390748314775607e+00, 1.773467650224001657e+00
1.948000000000000000e+03, 2.792918227849131796e+00, 2.238975626200597091e+00, 1.806499041412375162e+00, 2.294249098685281485e+00, 2.394253870478760593e+00, 2.317821540916654488e+00, 1.856933286631192281e+00, 2.155421612403491061e+00, 1.838622449067807363e+00, 2.359023815045802941e+00, 1.371426554640718498e+00, 2.327958885813509848e+00, 2.030647922536396699e+00, 2.113632093928462297e+00, 1.678513185514457717e+00, 1.864591467981856043e+00
1.949000000000000000e+03, 2.600196189728705587e+00, 2.239492295355143270e+00, 1.798574929037668912e+00, 2.490348127156395197e+00, 2.324410111820082392e+00, 2.497401877989040120e+00, 1.806699370325628218e+00, 2.288429845668517704e+00, 1.807916291535338393e+00, 2.238426231855510373e+00, 1.532872994425285240e+00, 2.332161748964760584e+00, 2.122319439189485291e+00, 2.041498782973753201e+00, 1.719446008367230716e+00, 1.973461115169394375e+00
1.950000000000000000e+03, 2.716746432177253201e+00, 1.954558800017675013e+00, 1.705585661754459137e+00, 2.122829393416255872e+00, 2.422749289198633527e+00, 2.135978640459507805e+00, 1.813729761348797265e+00, 2.136646005131723758e+00, 1.773523295746762152e+00, 2.228578805601831636e+00, 1.667780398362982419e+00, 2.150563777160587886e+00, 2.174857625213114876e+00, 2.038697408699544855e+00, 1.805807825708054537e+00, 1.852106672365914086e+00
1.951000000000000000e+03, 2.737655455553133166e+00, 2.203558817318300722e+00, 1.738608745350827212e+00, 2.355367913079306152e+00, 2.333572878233772130e+00, 2.187913898877470675e+00, 1.690053276036479035e+00, 2.201219132831178538e+00, 1.733450174129608445e+00, 2.161470966176804342e+00, 1.656139290397993680e+00, 2.274344700927863006e+00, 2.150026865726767156e+00, 2.142884749762911767e+00, 1.663666405972571871e+00, 1.776567682057366593e+00
1.952000000000000000e+03, 2.880568039349669096e+00, 2.115572513507566477e+00, 1.616115025964599994e+00, 2.274259499426279252e+00, 2.481133356478023799e+00, 2.329258678787324399e+00, 1.673993340196346713e+00, 2.211674844832753450e+00, 1.768804824278167986e+00, 2.385321533494658031e+00, 1.596277525710607215e+00, 2.410704035801089606e+00, 2.299364622432837457e+00, 2.093619656189074085e+00, 1.729497797424043970e+00, 1.785498027698867674e+00
1.953000000000000000e+03, 2.619419315535098214e+00, 2.143978545495472510e+00, 1.638940776843252456e+00, 2.260736225270923772e+00, 2.359304083327573576e+00, 2.370081542280741083e+00, 1.621807757523660465e+00, 2.240869775476716175e+00, 1.716049414773912041e+00, 2.294014173099476750e+00, 1.450634854161620968e+00, 2.182519487120076374e+00, 2.199736522770047831e+00, 2.097249021925613022e+00, 1.711810039884264167e+00, 1.761961892046317146e+00
1.954000000000000000e+03, 2.667263593989573689e+00, 1.993693538779353958e+00, 1.633872893221843814e+00, 2.255428759783947967e+00, 2.393955965799129171e+00, 2.319815004129012426e+00, 1.776617321106418457e+00, 2.162977682055574391e+00, 1.905941278033354003e+00, 2.195360041463759071e+00, 1.630224689000921101e+00, 2.407235787087831813e+00, 2.004303235936355509e+00, 2.166443344858215880e+00, 1.771832360303051246e+00, 1.865036327795283277e+00
1.955000000000000000e+03, 2.745911795822916890e+00, 2.218687398381125497e+00, 1.689681965935001973e+00, 2.266924886809404960e+00, 2.426942982177507258e+00, 2.196462528699425043e+00, 1.913270847843016931e+00, 2.224076760233602013e+00, 1.885993293836322193e+00, 2.211877753877841357e+00, 1.366788965369144293e+00, 2.214558101564441106e+00, 2.164245861549026539e+00, 2.014079991906303047e+00, 1.821604948883997599e+00, 1.815044090857355075e+00
1.956000000000000000e+03, 2.536935947104721478e+00, 2.350551332646971581e+00, 1.725143634420149175e+00, 2.401813701429483583e+00, 2.375899722299431360e+00, 2.408342329765426726e+00, 1.752757107622970212e+00, 2.228812875153746376e+00, 1.829657419829313625e+00, 2.410453312247534452e+00, 1.484764227370161116e+00, 2.330326339245372136e+00, 2.082987686668833938e+00, 2.088344850087114679e+00, 1.938464733075013324e+00, 1.910605912780905635e+00
1.957000000000000000e+03, 2.623551525160168207e+00, 2.142513516727100775e+00, 1.748058630384247802e+00, 2.258370339704085517e+00, 2.389712420949299698e+00, 2.280967857221838369e+00, 1.831230281138738203e+00, 2.096229094311377050e+00, 1.842054658036970105e+00, 2.412230443827447779e+00, 1.610479498634239448e+00, 2.416660129727223882e+00, 2.360567828083621755e+00, 1.942097345802503927e+00, 1.717282843993981345e+00, 1.888698651543225138e+00
1.958000000000000000e+03, 2.717478231739671291e+00, 2.034504718757065955e+00, 1.757919760225786776e+00, 2.268649562471434233e+00, 2.463841529491023863e+00, 2.175912200191677748e+00, 1.719762565344632899e+00, 2.228163471966310816e+00, 1.867129199047624644e+00, 2.289477396252770802e+00, 1.472595129066055719e+00, 2.423159732137664335e+00, 2.282340331129848465e+00, 2.217837844144086912e+00, 1.703407522165419907e+00, 1.773932934955253060e+00
1.959000000000000000e+03, 2.717080859248206082e+00, 2.058749998669098691e+00, 1.778621084633816851e+00, 2.185854422868022340e+00, 2.361726676680558690e+00, 2.513463330580765653e+00, 1.774932464653107944e+00, 2.163851483308321999e+00, 1.700110676843728408e+00, 2.223018188460410549e+00, 1.448634457551946975e+00, 2.379329267280627214e+00, 2.262884641588013501e+00, 1.988932568704202097e+00, 1.868588010900899654e+00, 1.765932740448420857e+00
1.960000000000000000e+03, 2.737730658077986323e+00, 2.103283851685819439e+00, 1.619914925991130294e+00, 2.238900026708134039e+00, 2.429184780814392930e+00, 2.329121504451173053e+00, 1.747827932186404754e+00, 2.211011565606881835e+00, 1.757429978477604182e+00, 2.232845909841012944e+00, 1.332681662081401264e+00, 2.306395912067793930e+00, 1.951873467103760085e+00, 2.241981184661527404e+00, 1.961198870853746667e+00, 1.793787642293270590e+00
1.961000000000000000e+03, 2.616522120023922593e+00, 2.266905828129368583e+00, 1.600150047759716809e+00, 2.275804933268598340e+00, 2.546535130771233391e+00, 2.315940680038333976e+00, 1.702747617704136740e+00, 2.051653285917006020e+00, 1.687490002567168412e+00, 2.161488059099853309e+00, 1.589060319536749200e+00, 2.068877360526246267e+00, 2.096166177624095184e+00, 2.135189483969651913e+00, 1.688923936938373505e+00, 1.975255003025158551e+00
1.962000000000000000e+03, 2.625928304530622093e+00, 2.191668904350756009e+00, 1.620123062223161936e+00, 2.226903454168747132e+00, 2.459465622388602668e+00, 2.539116196196510522e+00, 1.701038847623754791e+00, 2.106633643007308709e+00, 1.886398079666066430e+00, 2.136522345977585946e+00, 1.496126752228229106e+00, 2.217451631862354944e+00, 2.101792436467734504e+00, 2.088377925203629193e+00, 1.760372619598866262e+00, 1.827190212018418691e+00
1.963000000000000000e+03, 2.813756714028191386e+00, 2.069137341465580260e+00, 1.729973631287265778e+00, 2.156812883060412300e+00, 2.421408558975691516e+00, 2.237579622885308428e+00, 1.599375574511799902e+00, 2.072509254749377750e+00, 1.821155535155998928e+00, 2.076798219691931902e+00, 1.723394075962884742e+00, 2.258333029113491985e+00, 2.145330704409133205e+00, 2.069901574401179278e+00, 1.731916914986976419e+00, 1.864217683264442815e+00
1.964000000000000000e+03, 2.800082085806545606e+00, 2.258789400106532508e+00, 1.747921658005735734e+00, 2.278065023286674595e+00, 2.404041377559384962e+00, 2.343533201104448072e+00, 1.681848831751977080e+00, 2.166745372366721156e+00, 1.800130538996095542e+00, 2.194528735390729235e+00, 1.761369830463345387e+00, 2.261963858281577977e+00, 2.173721595001428586e+00, 2.012796261689000943e+00, 1.764258590732545429e+00, 1.898001477379108737e+00
1.965000000000000000e+03, 2.776035700973499942e+00, 2.011041648983707297e+00, 1.641068277464509784e+00, 2.181190783555397861e+00, 2.398161871664035161e+00, 2.627402025078454439e+00, 1.731342383488350123e+00, 2.064982771097649827e+00, 1.904396173276114990e+00, 2.447539335905128954e+00, 1.444727079843916240e+00, 2.364021663615841096e+00, 2.154540997733612073e+00, 2.057581839121769729e+00, 1.824349576092128666e+00, 1.815240545539629435e+00
1.966000000000000000e+03, 2.505641273649008127e+00, 1.985626842409142334e+00, 1.703444890848483384e+00, 2.297653325712441852e+00, 2.498090918516172376e+00, 2.461361600638280134e+00, 1.613728916872711583e+00, 2.091575569039972660e+00, 1.863217006272470444e+00, 2.246555945979631819e+00, 1.558186199758425428e+00, 2.436491641386530738e+00, 2.202754973719236453e+00, 1.997232298167574083e+00, 1.767329273065687101e+00, 1.943432716544682748e+00
1.967000000000000000e+03, 2.421280593966925743e+00, 2.133337494759240727e+00, 1.608780030110984249e+00, 2.229280940268460132e+00, 2.315520720781142128e+00, 2.451564902829405757e+00, 1.704602285348569612e+00, 2.147009985217048555e+00, 1.786828274432846531e+00, 2.348855458414874864e+00, 1.291527101719288417e+00, 2.366279217489994924e+00, 2.213044644702999442e+00, 2.148632033759957149e+00, 1.683508877451034724e+00, 1.909267313702783131e+00
1.968000000000000000e+03, 2.803099218330142861e+00, 2.178381310038135066e+00, 1.780758027446097014e+00, 2.189526530138653282e+00, 2.529140262652044502e+00, 2.403995840393970962e+00, 1.555161255605484572e+00, 2.168495975647784846e+00, 1.773998853313763613e+00, 2.259227781965410742e+00, 1.506004015682426811e+00, 2.249061593688907568e+00, 2.215686256873024895e+00, 2.098676319395699874e+00, 1.790520125928190653e+00, 1.814412578677768062e+00
1.969000000000000000e+03, 2.781292267461958456e+00, 2.062779798354169358e+00, 1.741697184350077698e+00, 2.230048942857660865e+00, 2.552460306910252719e+00, 2.412213065975124415e+00, 1.543933033133186861e+00, 2.079825428499658457e+00, 1.761918479079702449e+00, 2.270801068289805436e+00, 1.524693703895489305e+00, 2.541159119684914813e+00, 2.121211780738535335e+00, 1.994443164271182400e+00, 1.594259731826618953e+00, 2.016305163781665577e+00
1.970000000000000000e+03, 2.565818203527296504e+00, 2.236467536669477507e+00, 1.630221069415388913e+00, 2.237338688314038482e+00, 2.392338109672892621e+00, 2.340836104660971362e+00, 1.791520975049958997e+00, 2.286968477145536749e+00, 1.810878238864612300e+00, 2.246696937884846701e+00, 1.627489708217642495e+00, 2.351263025368351300e+00, 2.113953774445453959e+00, 2.142047902774110835e+00, 1.900380069180914511e+00, 1.933884271982938774e+00
1.971000000000000000e+03, 2.687678638693161925e+00, 2.238767455119942795e+00, 1.729111245067184832e+00, 2.205103556064810455e+00, 2.475547617260540623e+00, 2.407723352021082786e+00, 1.766529615672256748e+00, 2.213657228451864967e+00, 1.707633488540106326e+00, 2.383715986559879596e+00, 1.520743051542156055e+00, 2.373531092195646064e+00, 2.094277968283754010e+00, 1.994606470441042445e+00, 1.742063709983118880e+00, 1.895543040774841259e+00
1.972000000000000000e+03, 2.597954700982070264e+00, 2.023853399757850280e+00, 1.664202517213406507e+00, 2.156632259860313816e+00, 2.287637362442158206e+00, 2.217611150226208139e+00, 1.736083965605606405e+00, 2.122926576193843395e+00, 1.864357890832998077e+00, 2.421285084845551161e+00, 1.269041821883966970e+00, 2.415749176023989087e+00, 2.407620237878950409e+00, 1.959141193059306785e+00, 1.806090910167768460e+00, 1.909587406776452889e+00
1.973000000000000000e+03, 2.573436033380180454e+00, 2.217340110840602119e+00, 1.664143502690339949e+00, 2.218009827548613089e+00, 2.436102862772275834e+00, 2.314864875579772718e+00, 1.789556998576529390e+00, 2.245214795272085784e+00, 1.818176906065385845e+00, 2.472023002897880684e+00, 1.566301485437574970e+00, 2.271821707545035096e+00, 2.273163998585213896e+00, 2.119518755600005910e+00, 1.691523151252293466e+00, 1.873469496476580565e+00
