year, GFDL-ESM4, ACCESS-ESM1-5, CNRM-ESM2-1, NorESM2-LM, CMCC-CM2-SR5, CESM2-WACCM, IPSL-CM6A-LR, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, CanESM5, MPI-ESM1-2-LR, NorESM2-MM
1.925000000000000000e+03, 1.523455136944871668e+01, 5.952681042614521800e+00, 2.281980054612768072e+01, 2.733976827308629787e+00, 4.716998051566433148e+00, 3.243577833824664136e+00, 2.114519233990370495e+01, 2.328683558103178175e+00, 5.669235542529386329e+00, 3.721480189742425893e+01, 1.546709279289065009e+01, 3.184484020226064516e+01, 3.223846501947021270e+00
1.926000000000000000e+03, 1.535323014408385589e+01, 5.889468087873358293e+00, 2.271393842514674333e+01, 2.779174527041030185e+00, 4.306183978618972397e+00, 3.365004017887170740e+00, 2.126000250735928887e+01, 1.982023344945832433e+00, 5.633746831838041480e+00, 3.718540529269793637e+01, 1.548263644670683625e+01, 3.166009381351961238e+01, 3.276176301508879618e+00
1.927000000000000000e+03, 1.540395301830105623e+01, 5.892993190599395525e+00, 2.288459523749606817e+01, 2.869407506361760340e+00, 4.465580280005562841e+00, 3.334638912119560761e+00, 2.126243385313985002e+01, 1.916924521312207697e+00, 5.700019162944359508e+00, 3.702660549119869415e+01, 1.585336849294436767e+01, 3.166609385348694516e+01, 3.165993722699991242e+00
1.928000000000000000e+03, 1.536494446636304545e+01, 5.851431524720205779e+00, 2.283211700300386582e+01, 2.664896317053930819e+00, 4.710314339752072144e+00, 3.342328011693438850e+00, 2.130252430635831118e+01, 2.085739987193786504e+00, 5.984723542971484456e+00, 3.701297677168947331e+01, 1.581969228068746247e+01, 3.172033437788227772e+01, 3.202156695836879230e+00
1.929000000000000000e+03, 1.518827216398409519e+01, 5.966348501589969544e+00, 2.268360715525467697e+01, 2.697518621080719825e+00, 4.307354037562387994e+00, 3.249266702134007367e+00, 2.141394163437708187e+01, 2.302660910808083106e+00, 5.885724305420318103e+00, 3.705879622244304272e+01, 1.586569937569439759e+01, 3.159577659394966886e+01, 3.215173337794296593e+00
1.930000000000000000e+03, 1.460058657210140964e+01, 5.999275188060680719e+00, 2.271559855768344605e+01, 2.840046879582231121e+00, 4.421812200481133992e+00, 3.284169746389800082e+00, 2.139544586250814007e+01, 2.042042471040820928e+00, 5.853305764468350603e+00, 3.713549220473900192e+01, 1.575641742895732378e+01, 3.151646687017127135e+01, 3.280574866724351946e+00
1.931000000000000000e+03, 1.443296058900856949e+01, 6.017941422972590715e+00, 2.282698674413027007e+01, 2.830095817319241647e+00, 4.575309704303822222e+00, 3.291069815781253016e+00, 2.156084508541017541e+01, 1.846876177581171286e+00, 5.729446643379734638e+00, 3.721622480994884086e+01, 1.566286788299905908e+01, 3.161652057868039023e+01, 3.130796207854191326e+00
1.932000000000000000e+03, 1.462787630650238668e+01, 6.012951059742849047e+00, 2.272224048687525055e+01, 2.772100386471367806e+00, 4.284281614692240225e+00, 3.260481888089454383e+00, 2.152520912652312290e+01, 2.380132590799242998e+00, 5.828765872932640590e+00, 3.719856548189079604e+01, 1.577480973115041785e+01, 3.169979221613114717e+01, 3.253186669056510993e+00
1.933000000000000000e+03, 1.453450242213330412e+01, 6.042059192017764424e+00, 2.285050445859306478e+01, 2.723178041431816077e+00, 4.445251040305940649e+00, 3.334630401406208922e+00, 2.143639685756011914e+01, 2.107905033927866878e+00, 5.531176427595594802e+00, 3.713378586734742726e+01, 1.565039038028752927e+01, 3.162279124688757648e+01, 3.248020384593898857e+00
1.934000000000000000e+03, 1.440119947804469902e+01, 6.069857544112854164e+00, 2.294843206205575470e+01, 2.784817940803493208e+00, 4.371989361234667193e+00, 3.225094195524787821e+00, 2.137904411766234958e+01, 1.982447113287124418e+00, 5.602681690357371735e+00, 3.714476525946706431e+01, 1.581517183653206615e+01, 3.150200946342863162e+01, 3.159283381560653137e+00
1.935000000000000000e+03, 1.424529051736309881e+01, 6.065371489835557739e+00, 2.288236261939130500e+01, 2.772814578392937435e+00, 4.405168676776290759e+00, 3.417771549633725314e+00, 2.131563829746870908e+01, 2.219986471225829927e+00, 5.899950646771364937e+00, 3.708317279392037591e+01, 1.598804101377714026e+01, 3.120003505709213698e+01, 3.174571003617558951e+00
1.936000000000000000e+03, 1.419910757930600020e+01, 6.118964204795778627e+00, 2.284060205374160546e+01, 2.720233012510396620e+00, 4.531325172809919088e+00, 3.377719716092060676e+00, 2.134513362261129998e+01, 1.990632174894181761e+00, 5.779071695041874790e+00, 3.706865461826571817e+01, 1.601553658419924631e+01, 3.120758893110645005e+01, 3.256154561363267419e+00
1.937000000000000000e+03, 1.435800794760828936e+01, 6.025487609581079873e+00, 2.283449797960629368e+01, 2.775010324138560858e+00, 4.322179871766764769e+00, 3.328215586289257288e+00, 2.126162628140111011e+01, 1.755584219797274415e+00, 5.810567782674658233e+00, 3.724720193664046519e+01, 1.605564064089972476e+01, 3.127666580309323408e+01, 3.145186752979687306e+00
1.938000000000000000e+03, 1.438041748915529006e+01, 5.960004271816477406e+00, 2.294258064822397358e+01, 2.845115924451953937e+00, 4.349534398557146631e+00, 3.196740570434466910e+00, 2.131468403757448016e+01, 2.407787400440162706e+00, 5.820156893922608710e+00, 3.735607347286221369e+01, 1.613534090865778126e+01, 3.134246677409750248e+01, 3.161148679101285275e+00
1.939000000000000000e+03, 1.443978206794875163e+01, 5.938563252986109653e+00, 2.300617308358199153e+01, 2.817771929575138223e+00, 4.545168598541178717e+00, 3.279741294287767506e+00, 2.140302587257596301e+01, 2.238820915264862599e+00, 5.789006846478934598e+00, 3.731547657612529889e+01, 1.594183255870043325e+01, 3.152855449612871652e+01, 3.108444089799461185e+00
1.940000000000000000e+03, 1.428911986926037514e+01, 5.963564057272704666e+00, 2.309734486376339291e+01, 2.820996044579771933e+00, 4.488472669146325700e+00, 3.307872138740777235e+00, 2.142113828792375330e+01, 1.946924249582894229e+00, 5.579313175215890652e+00, 3.718216813670904486e+01, 1.579238124130882426e+01, 3.174228090495796195e+01, 3.114242149243689362e+00
1.941000000000000000e+03, 1.422273706623301948e+01, 6.023452982861305927e+00, 2.297604555096132728e+01, 2.724547235029701309e+00, 4.500114128001822422e+00, 3.277778787505873481e+00, 2.160372449866749989e+01, 1.983593799604473684e+00, 5.439535833745837046e+00, 3.718435148468437745e+01, 1.589247295045115749e+01, 3.166615428271352428e+01, 3.173533871674372175e+00
1.942000000000000000e+03, 1.402231350425266321e+01, 6.016645537271778643e+00, 2.304297409003038410e+01, 2.707801661587970532e+00, 4.424603400342598469e+00, 3.289194217141799381e+00, 2.150149577770510589e+01, 2.162759522575613769e+00, 5.394583086380509762e+00, 3.723201365838296084e+01, 1.611838746364603736e+01, 3.153313510620288440e+01, 3.155875142702781577e+00
1.943000000000000000e+03, 1.409370356588678241e+01, 5.986852284294256421e+00, 2.302442716831062697e+01, 2.722659519180818943e+00, 4.662465901122978096e+00, 3.189893994398096400e+00, 2.161151459566985977e+01, 2.102051678035899762e+00, 5.555140990421865155e+00, 3.730437101978289149e+01, 1.634657437264949564e+01, 3.153863651511672472e+01, 3.044723704896330041e+00
1.944000000000000000e+03, 1.401981640999325229e+01, 5.944805466778484870e+00, 2.298980245846221493e+01, 2.745388501756082622e+00, 4.459891390780329701e+00, 3.235288546868142490e+00, 2.163138082971382303e+01, 1.992331259098451435e+00, 5.738385165055057691e+00, 3.721709370088089486e+01, 1.615232476797265448e+01, 3.161762027482983584e+01, 3.121544640526112246e+00
1.945000000000000000e+03, 1.385186134296327864e+01, 5.968706942273551697e+00, 2.330787195953394075e+01, 2.753662168857880399e+00, 4.625838571509357955e+00, 3.387734586867657161e+00, 2.173853092296986134e+01, 2.075105113755031372e+00, 6.001727606473397536e+00, 3.709061899448460053e+01, 1.617781714303309926e+01, 3.168481969136215426e+01, 3.121943726918440909e+00
1.946000000000000000e+03, 1.399840008419838533e+01, 6.025464262436087459e+00, 2.344487896626454670e+01, 2.721825004446937868e+00, 4.542698046823842262e+00, 3.309073443167145800e+00, 2.170113293248750352e+01, 2.148743863950194122e+00, 5.514482445986365278e+00, 3.702641028890341346e+01, 1.618651362727432286e+01, 3.156790137360507842e+01, 3.269924854765519751e+00
1.947000000000000000e+03, 1.387621416033237232e+01, 6.117238408177260389e+00, 2.347398016703309054e+01, 2.706384700687682887e+00, 4.518432706257190290e+00, 3.221814236191886671e+00, 2.171291719523808084e+01, 1.994670155253418065e+00, 5.583752537998132759e+00, 3.688386081373357683e+01, 1.620983743267688126e+01, 3.148276396021251955e+01, 3.156772289538853027e+00
1.948000000000000000e+03, 1.369974184605017520e+01, 6.121745828646519172e+00, 2.347674060080299085e+01, 2.706482008180622678e+00, 4.494003412932734420e+00, 3.386143843046985680e+00, 2.179789474643725100e+01, 1.989541200463806891e+00, 5.730278335582781324e+00, 3.685169127562632241e+01, 1.637095433829852453e+01, 3.146827910029449171e+01, 3.157777608604284580e+00
1.949000000000000000e+03, 1.360944685926725839e+01, 6.073126056418809426e+00, 2.336557054335785111e+01, 2.775510036117031731e+00, 4.458980819658219019e+00, 3.295906533608379707e+00, 2.175047106282522691e+01, 2.182851086509541183e+00, 5.603882134613100696e+00, 3.675827831223373465e+01, 1.651443956677791292e+01, 3.162212381590510546e+01, 3.215050128694944220e+00
1.950000000000000000e+03, 1.367081062256628421e+01, 6.074450612257536797e+00, 2.340382538197943063e+01, 2.715956679753659397e+00, 4.552904661608595305e+00, 3.196332674335305768e+00, 2.199571222915182744e+01, 2.234426927120181983e+00, 5.789036284244612141e+00, 3.650658341060742629e+01, 1.638069683135375243e+01, 3.175937995664903113e+01, 3.120576791979692732e+00
1.951000000000000000e+03, 1.356544296847769360e+01, 6.025944494102049909e+00, 2.348973526084256847e+01, 2.757264708078687399e+00, 4.558722342613737766e+00, 3.316711479470733526e+00, 2.191217552040936312e+01, 2.011374761351488072e+00, 5.941886256238639419e+00, 3.643850337977958276e+01, 1.638889279156720846e+01, 3.153017478799424822e+01, 3.126428144849854540e+00
1.952000000000000000e+03, 1.339463501479450080e+01, 6.015116278946492478e+00, 2.368524068566732410e+01, 2.738710902920116652e+00, 4.483448999993242090e+00, 3.279220720235306530e+00, 2.194136781387490132e+01, 2.027652111908159860e+00, 5.771143897562605041e+00, 3.637183601125784804e+01, 1.645301049651196834e+01, 3.152355704240098433e+01, 3.167657315842492771e+00
1.953000000000000000e+03, 1.347400994392440943e+01, 5.995090691387944482e+00, 2.387136930928220124e+01, 2.700162935098301631e+00, 4.204055332163325609e+00, 3.274764272563655876e+00, 2.197204084745458630e+01, 2.152238704595336838e+00, 5.793815741298457667e+00, 3.609515920304557568e+01, 1.673219374570580342e+01, 3.140543414699987324e+01, 3.132619850024357167e+00
1.954000000000000000e+03, 1.335085227352191772e+01, 5.910030602242108522e+00, 2.378642907422770136e+01, 2.724298728659907187e+00, 4.589760414970870173e+00, 3.237513380120976336e+00, 2.198395046645921980e+01, 2.197495804147047593e+00, 5.599715096812204251e+00, 3.611339053115676023e+01, 1.712951855436370252e+01, 3.131562796100484647e+01, 3.081737083819353185e+00
1.955000000000000000e+03, 1.330219220645324718e+01, 5.883792011750271556e+00, 2.393664660375045727e+01, 2.646160491497568490e+00, 4.630821363878305341e+00, 3.365113739715158481e+00, 2.206370370477126031e+01, 2.046911471498484403e+00, 5.635358306656855554e+00, 3.610933153899501491e+01, 1.704210679931976102e+01, 3.120378294359145244e+01, 3.050935764860554844e+00
1.956000000000000000e+03, 1.326527257447927788e+01, 5.963341651855853520e+00, 2.391173651635263653e+01, 2.701124813773733813e+00, 4.495475101278510799e+00, 3.301790785058150490e+00, 2.197863767365713628e+01, 1.742170547102152023e+00, 5.767701734483264175e+00, 3.598555225625682397e+01, 1.693344864252913595e+01, 3.118165088897213266e+01, 2.979557602033708452e+00
1.957000000000000000e+03, 1.333507408048435572e+01, 6.013194838107132512e+00, 2.391941660963114558e+01, 2.691565600106798239e+00, 4.161959689299088438e+00, 3.161550851856302025e+00, 2.205641066371003589e+01, 2.268732291256490008e+00, 5.958426513842535854e+00, 3.582866945261750402e+01, 1.711938026619003850e+01, 3.120906825259439543e+01, 3.137670936464977078e+00
1.958000000000000000e+03, 1.328793089777598446e+01, 6.066340511878991038e+00, 2.397148575797012526e+01, 2.729167189144401817e+00, 4.757399418494357768e+00, 3.135016038634943492e+00, 2.199472542072568970e+01, 2.226539941313687265e+00, 5.942440802297096702e+00, 3.577513959928804610e+01, 1.712254029946647549e+01, 3.127927368113759243e+01, 3.140476776588941199e+00
1.959000000000000000e+03, 1.300916220357772701e+01, 6.083171529047453951e+00, 2.403642281776249234e+01, 2.705457324970140132e+00, 4.781533495235482434e+00, 3.297130914194684514e+00, 2.205773375780351486e+01, 2.041085378842268483e+00, 5.871006378182625163e+00, 3.561431775876080508e+01, 1.735439322845130761e+01, 3.123723449243165717e+01, 3.133934289856934452e+00
1.960000000000000000e+03, 1.308455881075517091e+01, 6.188682519171424978e+00, 2.406703675082033200e+01, 2.679418168162504443e+00, 4.512235629938391668e+00, 3.345346733902266667e+00, 2.209400030181466335e+01, 2.028909157747218028e+00, 5.784570492296990274e+00, 3.537781213765372001e+01, 1.743411570070008665e+01, 3.125536195631393355e+01, 3.037968518797992346e+00
1.961000000000000000e+03, 1.324475962518942573e+01, 6.220864181147131688e+00, 2.398792784989474569e+01, 2.715031141505886758e+00, 4.616524597111559380e+00, 3.286800574521452578e+00, 2.206950736385201495e+01, 1.898351932417893462e+00, 5.772064966490749960e+00, 3.509281505479828667e+01, 1.713604406080790810e+01, 3.117465236990965849e+01, 3.206182653161249618e+00
1.962000000000000000e+03, 1.319162550694183089e+01, 6.053381827970674145e+00, 2.395089509422744811e+01, 2.676376150842693757e+00, 4.623309523669139942e+00, 3.316675761879979145e+00, 2.211772747277028373e+01, 2.140837074012131414e+00, 5.901377948137025875e+00, 3.499758675127245766e+01, 1.725165415834346305e+01, 3.107496933411017892e+01, 3.180781890206531681e+00
1.963000000000000000e+03, 1.307663124681984712e+01, 5.962083394033668604e+00, 2.394041309502582848e+01, 2.762333737840643177e+00, 4.728938486564839394e+00, 3.310636453905133170e+00, 2.214330595315422201e+01, 2.235999848980309235e+00, 6.041907842495456649e+00, 3.519448754804736978e+01, 1.760829792948055328e+01, 3.090264849964463778e+01, 3.063922484254975487e+00
1.964000000000000000e+03, 1.309149552606906575e+01, 6.027861687128686974e+00, 2.416124430678494761e+01, 2.791775142359624873e+00, 4.619217004338100452e+00, 3.230574376424356409e+00, 2.212722343829590343e+01, 1.974773908494383168e+00, 5.994202359049439544e+00, 3.535971462172798141e+01, 1.787789041235545184e+01, 3.113247896552555716e+01, 3.172984861132545298e+00
1.965000000000000000e+03, 1.325120815493765036e+01, 6.068402133071259641e+00, 2.462861601815323809e+01, 2.718489555470427810e+00, 4.292850019820769525e+00, 3.231420864456435282e+00, 2.214118221296951461e+01, 2.184056450314007858e+00, 5.934413850528796885e+00, 3.537015682854610787e+01, 1.774345672572583510e+01, 3.117907947943809432e+01, 3.097111772230901394e+00
1.966000000000000000e+03, 1.352220759145999551e+01, 6.090628429977629210e+00, 2.459370904994882423e+01, 2.707090910416293017e+00, 4.672111490773219522e+00, 3.272251988587652427e+00, 2.206389439515130491e+01, 2.185564412993707073e+00, 6.059434076504991218e+00, 3.520398995728464797e+01, 1.745847560985833624e+01, 3.110055229282071920e+01, 3.117426213451934380e+00
1.967000000000000000e+03, 1.363973505361104444e+01, 6.219390545092233324e+00, 2.448774132052685459e+01, 2.646711678158854220e+00, 4.649080061041582113e+00, 3.246279044189682494e+00, 2.214491400086470563e+01, 2.039413123449984155e+00, 6.103846009695553576e+00, 3.540915035444700010e+01, 1.757693960878429706e+01, 3.113799259293586985e+01, 3.155429119757114709e+00
1.968000000000000000e+03, 1.347103366753592013e+01, 6.357888655747405693e+00, 2.443158040548299681e+01, 2.798334803526270065e+00, 4.556784077152933321e+00, 3.246397593894778222e+00, 2.218006823997050247e+01, 2.028841911598052494e+00, 5.993113317604890078e+00, 3.560705316392704134e+01, 1.751382745176461952e+01, 3.082096038837497076e+01, 3.231353343415797497e+00
1.969000000000000000e+03, 1.365092230093676129e+01, 6.282689810718019352e+00, 2.438248615625602511e+01, 2.739967124101546414e+00, 4.542374233483486456e+00, 3.287338022842229979e+00, 2.206772186633567756e+01, 2.187757597884903316e+00, 5.838621732484740257e+00, 3.552544304003892961e+01, 1.749656194961012190e+01, 3.078573601644344748e+01, 3.213291800888407046e+00
1.970000000000000000e+03, 1.368449916398362731e+01, 6.207354871633087079e+00, 2.429053366489257115e+01, 2.703101713668735862e+00, 4.758779672451271203e+00, 3.305335806834950763e+00, 2.215150556038329199e+01, 2.151584965367621116e+00, 5.624107615602301991e+00, 3.542905448138214553e+01, 1.769256110616624156e+01, 3.088152658822620111e+01, 3.035134710844677119e+00
1.971000000000000000e+03, 1.358503781698096802e+01, 6.218582417664315187e+00, 2.442826329945259189e+01, 2.715337083993559997e+00, 4.668320169926278851e+00, 3.297191177078928170e+00, 2.222278949077101018e+01, 1.971002083565034368e+00, 5.885406807456498690e+00, 3.554200689793695034e+01, 1.772819754446824803e+01, 3.074196901564469897e+01, 3.119593779154259394e+00
1.972000000000000000e+03, 1.377296313812906625e+01, 6.275466060901662146e+00, 2.450408269108555359e+01, 2.737279833056246225e+00, 4.258434981535169861e+00, 3.155809353722862198e+00, 2.220249652423623132e+01, 2.328409966030352329e+00, 5.960785338204258821e+00, 3.572080480878532427e+01, 1.802451568120832093e+01, 3.083961353475110911e+01, 3.169345943430213808e+00
1.973000000000000000e+03, 1.354557011426250313e+01, 6.275213645589243328e+00, 2.432613082108339242e+01, 2.657216219358155218e+00, 4.690238797206495391e+00, 3.210932495821734900e+00, 2.206571827342105507e+01, 2.131668004633301639e+00, 5.931209397186986365e+00, 3.587279503493760302e+01, 1.804297035641212688e+01, 3.073890175379719381e+01, 3.180894468601231484e+00
1.974000000000000000e+03, 1.354261286570006817e+01, 6.243017919294980622e+00, 2.444130847341729407e+01, 2.766729447294201449e+00, 4.917633601941774124e+00, 3.368564808965955670e+00, 2.216846658699595096e+01, 2.036570441234778706e+00, 5.938554995443845463e+00, 3.592301340787511066e+01, 1.776911846285781493e+01, 3.072331534823374000e+01, 3.214960913733020398e+00
1.975000000000000000e+03, 1.343074348383225747e+01, 6.260167135148093642e+00, 2.455983155895173553e+01, 2.741507209187021843e+00, 4.952273088614175478e+00, 3.308648172282207867e+00, 2.221253390381662740e+01, 2.249106704876345120e+00, 5.759072478415106389e+00, 3.575118041982545947e+01, 1.773621903315146753e+01, 3.079060015128250072e+01, 3.128767982497996591e+00
1.976000000000000000e+03, 1.332443967746774227e+01, 6.280874756772960588e+00, 2.455398200908680195e+01, 2.747197494127972650e+00, 4.742669990044669603e+00, 3.431559265764938083e+00, 2.223117356487275131e+01, 1.973111252993074105e+00, 5.829149987455346960e+00, 3.547379601690976614e+01, 1.803417381795383179e+01, 3.080346251539030433e+01, 3.165649866852006777e+00
1.977000000000000000e+03, 1.325157566731480507e+01, 6.280072099977544120e+00, 2.471391592937619208e+01, 2.783473258573798237e+00, 4.724624818809837201e+00, 3.299351930235644659e+00, 2.212599621116192949e+01, 2.385919458613997790e+00, 5.622762530454044949e+00, 3.556901781015183417e+01, 1.809812747797205290e+01, 3.072835639264171093e+01, 3.122868249844654720e+00
1.978000000000000000e+03, 1.336644455206334037e+01, 6.289217945291543543e+00, 2.469112712591167380e+01, 2.842760532756860137e+00, 4.615987062119514484e+00, 3.259633733383723975e+00, 2.219487255075527798e+01, 2.303448132744652987e+00, 5.863665049984101429e+00, 3.554779372088096068e+01, 1.775952184469449335e+01, 3.068829807400335241e+01, 3.078654656407758150e+00
1.979000000000000000e+03, 1.356780927193546304e+01, 6.321296859435949322e+00, 2.503465917161764054e+01, 2.824910790726850696e+00, 4.988945919913260418e+00, 3.229488896578164514e+00, 2.222381135632895521e+01, 1.910428220768850771e+00, 5.947835043687629941e+00, 3.548772752595225199e+01, 1.778533916863823805e+01, 3.077245052470219022e+01, 3.171222839285892103e+00
1.980000000000000000e+03, 1.374182548466480824e+01, 6.265821946308018475e+00, 2.510778774106689681e+01, 2.763566570496923891e+00, 4.722828263638544577e+00, 3.280589016155416093e+00, 2.214109396294252363e+01, 1.939598811786932497e+00, 6.029673192030818640e+00, 3.533498598043640015e+01, 1.776540798990953007e+01, 3.069900295850313299e+01, 3.115826575623290573e+00
1.981000000000000000e+03, 1.379336563868326060e+01, 6.200297648206765544e+00, 2.504388625401458413e+01, 2.779073169863885973e+00, 4.523415729699162391e+00, 3.386151525148819452e+00, 2.220906101839070246e+01, 2.538215112177806709e+00, 5.778807877269564131e+00, 3.520744127170218007e+01, 1.796590006181966714e+01, 3.047279790797415444e+01, 3.228062957801906219e+00
1.982000000000000000e+03, 1.363158673782539232e+01, 6.235697625426071866e+00, 2.500309735615991258e+01, 2.869391871849824138e+00, 4.882578442583837663e+00, 3.320044881597372211e+00, 2.244672551735625987e+01, 2.137897100684707841e+00, 5.810689096120032815e+00, 3.533602155626694241e+01, 1.781994443523517191e+01, 3.051961056869297906e+01, 3.172025995038975310e+00
1.983000000000000000e+03, 1.347365093111120160e+01, 6.207587211202451272e+00, 2.507343823402138128e+01, 2.797438808204366190e+00, 4.801283514933089691e+00, 3.333487299387703828e+00, 2.258971856829938929e+01, 2.104214147952745417e+00, 5.867038879500884541e+00, 3.574380793646535182e+01, 1.805760686995387942e+01, 3.077800893804511873e+01, 3.176845316152282273e+00
1.984000000000000000e+03, 1.347137854748000763e+01, 6.215984415062984603e+00, 2.501652623865696512e+01, 2.776254427065190544e+00, 4.796885916014131723e+00, 3.264581573773353007e+00, 2.265881268866630194e+01, 2.060495502246245891e+00, 5.651876688072101196e+00, 3.592383934571487458e+01, 1.815360308189665872e+01, 3.075003252541645082e+01, 3.138225466668022268e+00
1.985000000000000000e+03, 1.362770137907668655e+01, 6.266907080755114379e+00, 2.511213970562979725e+01, 2.790993536928674246e+00, 4.515524022202246357e+00, 3.344799653853498533e+00, 2.266603002358673535e+01, 2.396367885213749105e+00, 5.590865379813313218e+00, 3.576777340869637101e+01, 1.822550607952183199e+01, 3.076652081760264323e+01, 3.182963205526322170e+00
1.986000000000000000e+03, 1.348057508519713821e+01, 6.368899569032688390e+00, 2.516214726804631141e+01, 2.789889086814058228e+00, 4.618254901043913563e+00, 3.379468844768556579e+00, 2.291288048600814520e+01, 2.009463375892431181e+00, 5.892214299943877798e+00, 3.552585738089254619e+01, 1.828279617827873693e+01, 3.059427805841914605e+01, 3.224396230707890165e+00
1.987000000000000000e+03, 1.363908187390469529e+01, 6.363983593781146197e+00, 2.523171995432406689e+01, 2.730520129757870507e+00, 4.808714527445863141e+00, 3.402340506392828701e+00, 2.282834265049744005e+01, 2.132838888641973352e+00, 6.042845135878292417e+00, 3.581031117794245233e+01, 1.826003302156084729e+01, 3.044204016355202214e+01, 3.242352884438701288e+00
1.988000000000000000e+03, 1.347783784930587991e+01, 6.428295032749790749e+00, 2.517610633541213971e+01, 2.860427284957034022e+00, 5.008950236426356284e+00, 3.380113291653888741e+00, 2.269760317749902967e+01, 2.021005384060685195e+00, 6.117564298892600227e+00, 3.602012367298224405e+01, 1.823164243817945263e+01, 3.026254083352625202e+01, 3.328173995193246526e+00
1.989000000000000000e+03, 1.366085595119967877e+01, 6.384487384439959889e+00, 2.530209743264715172e+01, 2.817291772634964886e+00, 4.841637760797119050e+00, 3.293699116980493447e+00, 2.243761275507812414e+01, 2.102965083172079641e+00, 6.007026233401342452e+00, 3.606561354667564956e+01, 1.839773883825611023e+01, 3.034103550078962286e+01, 3.192992206501896302e+00
1.990000000000000000e+03, 1.365418501350585956e+01, 6.348068698446413194e+00, 2.527976692849066609e+01, 2.777282804013917694e+00, 4.619983389256802297e+00, 3.491064052280405505e+00, 2.262226092953562784e+01, 1.948327684033289930e+00, 5.944704830278114471e+00, 3.601005603244019682e+01, 1.842386912913732999e+01, 3.041163269829617022e+01, 3.226141220054265624e+00
1.991000000000000000e+03, 1.356675010396578074e+01, 6.369896498407202401e+00, 2.532045506223932207e+01, 2.853696166187746908e+00, 4.896789183783388566e+00, 3.347084050944741929e+00, 2.280663468554886109e+01, 2.262852063385572876e+00, 5.870488058287357092e+00, 3.588220998546330520e+01, 1.844204244861041886e+01, 3.035233668157370346e+01, 3.194372769398698075e+00
1.992000000000000000e+03, 1.378860415370062498e+01, 6.419632973839108914e+00, 2.517843875508890505e+01, 2.916235903744623048e+00, 4.671371331565073781e+00, 3.332751178080160859e+00, 2.290735169573580521e+01, 2.256306918471605805e+00, 6.032553377260639671e+00, 3.612207762537796896e+01, 1.833476866380912540e+01, 3.050096546062242098e+01, 3.210944287544659659e+00
1.993000000000000000e+03, 1.392588094398817411e+01, 6.450306550621125012e+00, 2.540720771862904215e+01, 2.755528430474437407e+00, 4.786701156101203836e+00, 3.395508530584017581e+00, 2.295030571407328068e+01, 2.079693135479861343e+00, 6.115388441289325350e+00, 3.640486321934763936e+01, 1.849266996590122503e+01, 3.053779727096097929e+01, 3.279263092044630401e+00
1.994000000000000000e+03, 1.410847520490768581e+01, 6.479754750993740764e+00, 2.553746842011456053e+01, 2.763895387136545256e+00, 4.833237078294656541e+00, 3.403550533437970316e+00, 2.295781497234200330e+01, 1.983726347695647929e+00, 6.161450634647094304e+00, 3.659736974356653860e+01, 1.882291151607523005e+01, 3.048744883692755892e+01, 3.285041357666044437e+00
1.995000000000000000e+03, 1.431777820637535115e+01, 6.443334186491701310e+00, 2.543202835290758657e+01, 2.832552311081554031e+00, 4.859732138968724691e+00, 3.333388179197980694e+00, 2.298575339478655977e+01, 2.142517967248720456e+00, 6.212613172868564071e+00, 3.665268531580838385e+01, 1.881393295370128627e+01, 3.058943256464166183e+01, 3.310534084304571412e+00
1.996000000000000000e+03, 1.439351619118556691e+01, 6.367697333562912121e+00, 2.548327524184657733e+01, 2.818538786168414134e+00, 5.093041849485953954e+00, 3.514653935986455480e+00, 2.308329796901817943e+01, 2.180465674430654754e+00, 6.055738798072751727e+00, 3.655040195138936099e+01, 1.865001089774988330e+01, 3.079181029662779068e+01, 3.370868092211067868e+00
1.997000000000000000e+03, 1.442781695226413063e+01, 6.408194180902269999e+00, 2.555481334415493322e+01, 2.891763601412419948e+00, 5.002503482461507112e+00, 3.306699975417545900e+00, 2.301910346893617287e+01, 2.211338478184220691e+00, 6.067957706801931472e+00, 3.633652521860818752e+01, 1.856099498327084163e+01, 3.092844969844301417e+01, 3.198106175018092578e+00
1.998000000000000000e+03, 1.472932659293623203e+01, 6.318673218517758094e+00, 2.569828671408486187e+01, 2.888942370699934870e+00, 5.076824283509205671e+00, 3.420337344037517990e+00, 2.320246026623057389e+01, 2.080861026337703645e+00, 5.939382454705535608e+00, 3.663671710104777901e+01, 1.856081238791809440e+01, 3.086008957251308615e+01, 3.174332222118147584e+00
1.999000000000000000e+03, 1.462875629817538048e+01, 6.164935827653136968e+00, 2.558705721037227931e+01, 2.823937575289142909e+00, 5.153053186401533203e+00, 3.399793988519220544e+00, 2.328845479537741525e+01, 2.028193972978073134e+00, 5.814934207989969295e+00, 3.676815452114988148e+01, 1.865156271868378468e+01, 3.080733642499578551e+01, 3.295112075359612813e+00
2.000000000000000000e+03, 1.443230189611155900e+01, 6.212792096926117225e+00, 2.568533779692464236e+01, 2.819702416543810042e+00, 4.810726221140846803e+00, 3.436064562715962278e+00, 2.318492827212987706e+01, 2.095477125532266616e+00, 6.013529064548782443e+00, 3.683244736181913481e+01, 1.888907189297174583e+01, 3.073125958865786700e+01, 3.393633301262049429e+00
