year, GFDL-ESM4, INM-CM4-8, UKESM1-0-LL, TaiESM1, INM-CM5-0, MPI-ESM1-2-LR, IPSL-CM6A-LR, MIROC-ES2L, NorESM2-MM, ACCESS-ESM1-5, NorESM2-LM, EC-Earth3-Veg, CanESM5, CESM2-WACCM, CNRM-ESM2-1, CMCC-CM2-SR5
1.912000000000000000e+03, 5.098269075874595302e+01, 1.056262150886233115e+02, 1.101325522512606199e+02, 1.103435169714911410e+02, 1.080167230597643879e+02, 7.079003627185501557e+01, 8.628956201345549459e+01, 1.017991600582656844e+02, 7.038098901015780484e+01, 1.054595625518373794e+02, 6.862434033374651676e+01, 6.836720626877651341e+01, 1.193962203235013106e+02, 8.065467062027111922e+01, 5.555137025798526196e+01, 6.233402991873459342e+01
1.913000000000000000e+03, 5.116756666862087854e+01, 1.058421582325339187e+02, 1.099555452979910086e+02, 1.100288948753484561e+02, 1.082862413514395428e+02, 7.065716937862946168e+01, 8.619172014543268290e+01, 1.015844453561269631e+02, 7.044506818911145274e+01, 1.056422773825392483e+02, 6.877436496074932393e+01, 6.626138971353907436e+01, 1.197361311112523623e+02, 8.070258576574384790e+01, 5.546805228916957020e+01, 6.261094768089313334e+01
1.914000000000000000e+03, 5.132204469083018950e+01, 1.061652050977625379e+02, 1.099402425940263157e+02, 1.106760626907611282e+02, 1.079405377959371890e+02, 7.025930604144708980e+01, 8.633228830206270743e+01, 1.016153637779540162e+02, 7.059716071317193098e+01, 1.058318719491374083e+02, 6.854300364592791084e+01, 6.555479523119200280e+01, 1.197084784081766031e+02, 8.082350452150797082e+01, 5.560638918386340634e+01, 6.284116410072002168e+01
1.915000000000000000e+03, 5.128576985134558441e+01, 1.062659027422916296e+02, 1.098444231947894707e+02, 1.103069091101471741e+02, 1.078806599671825808e+02, 6.993169701150588935e+01, 8.649814859800069655e+01, 1.019095837508654512e+02, 7.089254971057037835e+01, 1.058687658591935445e+02, 6.873806051363453662e+01, 6.572564141097872437e+01, 1.193994917817710757e+02, 8.063538973832783086e+01, 5.570302483717118491e+01, 6.239120089423460769e+01
1.916000000000000000e+03, 5.117953785319000559e+01, 1.060198538708764318e+02, 1.096680752801791812e+02, 1.100078741332362426e+02, 1.077230234440952188e+02, 7.021933908638878563e+01, 8.632014371025368860e+01, 1.020182302746175935e+02, 7.058966298865902900e+01, 1.053669125897996679e+02, 6.889128195038000513e+01, 6.605807368137487856e+01, 1.193390934904437017e+02, 8.066831808989275032e+01, 5.573830562924717924e+01, 6.251606118735421092e+01
1.917000000000000000e+03, 5.105163763606475413e+01, 1.056980125975435385e+02, 1.095543714065538552e+02, 1.114189510913115413e+02, 1.080844071508691968e+02, 7.058890778389343268e+01, 8.626727542428744755e+01, 1.017896421841149674e+02, 7.024816891402291219e+01, 1.054058505014834140e+02, 6.900413959905115746e+01, 6.700261117147240952e+01, 1.197798309083597417e+02, 8.021903795979439167e+01, 5.553961878713959521e+01, 6.228761369667222425e+01
1.918000000000000000e+03, 5.078209320216915046e+01, 1.060541021755565225e+02, 1.096869774835099207e+02, 1.108380995677050009e+02, 1.086839407191331475e+02, 7.081873278020499640e+01, 8.657425908723244845e+01, 1.016295153310577319e+02, 6.986874436769210206e+01, 1.055398010626756644e+02, 6.932387705174737391e+01, 6.781838140099816314e+01, 1.199627041078766183e+02, 8.019717710889302964e+01, 5.580043528134354602e+01, 6.236649511819573632e+01
1.919000000000000000e+03, 5.067909892688227558e+01, 1.063762360277916201e+02, 1.097081863266076880e+02, 1.098242457157708145e+02, 1.084854737728320515e+02, 7.101962767713149560e+01, 8.605401749776281406e+01, 1.018451349735819775e+02, 7.009420909656157050e+01, 1.056008622259046632e+02, 6.913424578559683198e+01, 6.819343646084709576e+01, 1.199500918438008767e+02, 8.047471379073421360e+01, 5.630806577590752937e+01, 6.288859358785741449e+01
1.920000000000000000e+03, 5.104906160309867857e+01, 1.065999684506083440e+02, 1.097879950228282269e+02, 1.106453743235917386e+02, 1.082852495539885922e+02, 7.135570158781827388e+01, 8.611728700609171483e+01, 1.020053229047030641e+02, 7.028116731893426561e+01, 1.061497745441295564e+02, 6.900067841395738810e+01, 6.781518893791074731e+01, 1.203751621928857674e+02, 8.056706109334720622e+01, 5.618470972374515782e+01, 6.280210609410964651e+01
1.921000000000000000e+03, 5.126300641607070929e+01, 1.065373207398115767e+02, 1.095431951342361572e+02, 1.097905693862718834e+02, 1.084786778331153130e+02, 7.120900331431231223e+01, 8.628581009574804739e+01, 1.020858096013392640e+02, 7.035600103334579103e+01, 1.061738108691405955e+02, 6.923457913011230858e+01, 6.801510554525769692e+01, 1.204182401215992542e+02, 8.095836927820970175e+01, 5.600562258347596156e+01, 6.258126052481420487e+01
1.922000000000000000e+03, 5.147255848632430997e+01, 1.065679756416882213e+02, 1.094470549484934452e+02, 1.102965061812245722e+02, 1.086272818262413011e+02, 7.096867128663620861e+01, 8.642841748323861850e+01, 1.020705126795486564e+02, 7.037729371427384706e+01, 1.064628134981770984e+02, 6.920158056734368301e+01, 6.797628557382520853e+01, 1.207173224880981479e+02, 8.076082935686719111e+01, 5.587042349524124774e+01, 6.290801136860027043e+01
1.923000000000000000e+03, 5.098571596796165295e+01, 1.071234234084396633e+02, 1.094401960473879569e+02, 1.106470358961885267e+02, 1.087417045527536317e+02, 7.084510077902186254e+01, 8.660738117508168443e+01, 1.020584995530929859e+02, 7.024272264564358181e+01, 1.071196639813007465e+02, 6.908438627386618691e+01, 6.756196297899843728e+01, 1.206127435665250118e+02, 8.058421425505987656e+01, 5.593726388292329688e+01, 6.307932872416721182e+01
1.924000000000000000e+03, 5.121035939793836178e+01, 1.066911281549350718e+02, 1.092505667417629809e+02, 1.106301559262234804e+02, 1.090167433627437390e+02, 7.063145735275564618e+01, 8.656472430159692522e+01, 1.021586389675564988e+02, 7.013589897357493896e+01, 1.071210920415983736e+02, 6.908524816814183112e+01, 6.733017317194729401e+01, 1.204125407563316656e+02, 8.039106420421481403e+01, 5.590606078963032388e+01, 6.320904156476969149e+01
1.925000000000000000e+03, 5.163361387586013507e+01, 1.071954915225003049e+02, 1.093462567207974985e+02, 1.091633678134620453e+02, 1.090999261270396090e+02, 7.046736640040757038e+01, 8.646833959535354097e+01, 1.023644378421800383e+02, 6.989323962288240466e+01, 1.069360436988414307e+02, 6.906933056548218985e+01, 6.729217408416002399e+01, 1.204418200140095934e+02, 8.030775809259424136e+01, 5.559388909675907797e+01, 6.274993485624319334e+01
1.926000000000000000e+03, 5.157049091872762148e+01, 1.078807203996142476e+02, 1.091825716217588393e+02, 1.095463501958209633e+02, 1.092099616628049006e+02, 7.066465654375426197e+01, 8.649270521681904711e+01, 1.025485668602300819e+02, 6.949070072961937683e+01, 1.066220085972539948e+02, 6.903879973905195300e+01, 6.757760846735000371e+01, 1.209118416914367202e+02, 8.017848214339312563e+01, 5.599244227754414993e+01, 6.306408285389669288e+01
1.927000000000000000e+03, 5.161294304459673299e+01, 1.081508029587168949e+02, 1.094374759415626102e+02, 1.101072110693703507e+02, 1.091768991510264613e+02, 7.058813523443268423e+01, 8.659694339602684465e+01, 1.026673283327422013e+02, 6.959089844754797127e+01, 1.067696123784545534e+02, 6.852877248494708340e+01, 6.715256962265179652e+01, 1.211292912166132822e+02, 7.998225746045886808e+01, 5.536769193067247841e+01, 6.357803119399772385e+01
1.928000000000000000e+03, 5.150341762180202920e+01, 1.078957293055944575e+02, 1.094815275050633119e+02, 1.103188847632552410e+02, 1.097202782118187798e+02, 7.002157078977484161e+01, 8.695013618176265879e+01, 1.026265595454355974e+02, 6.965062156561332074e+01, 1.066441987124925248e+02, 6.870480478763420251e+01, 6.755628466208081306e+01, 1.212818398229614303e+02, 7.983168775906038661e+01, 5.488227028625546922e+01, 6.296289869544202844e+01
1.929000000000000000e+03, 5.080655666667485804e+01, 1.077182941217006515e+02, 1.093163972648061417e+02, 1.092050040015221839e+02, 1.099595285715072208e+02, 6.967922071905374537e+01, 8.713534495661214407e+01, 1.024864381721560420e+02, 6.956158811935348751e+01, 1.071569263559772622e+02, 6.919308995707191912e+01, 6.797521346238210072e+01, 1.209566517611976479e+02, 7.951634551321124889e+01, 5.482771739750436524e+01, 6.349231249588340376e+01
1.930000000000000000e+03, 5.060838147100159290e+01, 1.080383445682284531e+02, 1.092318367946596425e+02, 1.089700628628173291e+02, 1.098178770052742976e+02, 6.969008934394108223e+01, 8.689602439092921315e+01, 1.023593441637787436e+02, 6.930499703036207393e+01, 1.073981081876614496e+02, 6.884181042136199835e+01, 6.792308391047845362e+01, 1.207775227110764291e+02, 7.964662249734223565e+01, 5.538183515262520729e+01, 6.355294900338534347e+01
1.931000000000000000e+03, 5.092069999995676000e+01, 1.075596313589860102e+02, 1.091123511488342928e+02, 1.101568827930919952e+02, 1.102645953287374851e+02, 6.962599315304937875e+01, 8.669922788605228448e+01, 1.023459865035044203e+02, 6.934826169777805660e+01, 1.073809498300540639e+02, 6.842416858974176819e+01, 6.790912528286234817e+01, 1.209650014402640750e+02, 7.937434000779578014e+01, 5.485018367783735727e+01, 6.326735835346076442e+01
1.932000000000000000e+03, 5.101370484291355467e+01, 1.077254589094005865e+02, 1.092695372422614497e+02, 1.095162180389961577e+02, 1.098718975557848836e+02, 6.959844798685634260e+01, 8.658998365917845774e+01, 1.023246693847927133e+02, 6.889683663652643020e+01, 1.072291067493871992e+02, 6.817172610546097644e+01, 6.754409521528032201e+01, 1.208560657654715982e+02, 7.937497998295839352e+01, 5.525619884897823653e+01, 6.350400296516919241e+01
1.933000000000000000e+03, 5.075184928248799565e+01, 1.078301752229360631e+02, 1.094358494852581316e+02, 1.090721255479999172e+02, 1.098076585720190934e+02, 6.953545658018762765e+01, 8.644840314411332827e+01, 1.022408238291148734e+02, 6.858610069357453654e+01, 1.072502568649750430e+02, 6.816776104490622856e+01, 6.773062155536480589e+01, 1.210254994822934549e+02, 7.915075181648894898e+01, 5.470022036662033571e+01, 6.341699291584202314e+01
1.934000000000000000e+03, 5.050329410243784878e+01, 1.080821944962797261e+02, 1.093642803866755173e+02, 1.094554398412647345e+02, 1.098021730100995796e+02, 6.901906969872273123e+01, 8.614644830947034393e+01, 1.022329387943662766e+02, 6.861911001039331381e+01, 1.075467859720804142e+02, 6.785078138794180802e+01, 6.761253003637395409e+01, 1.213374192630084565e+02, 7.942392269116514569e+01, 5.488098984018890292e+01, 6.341846159927578697e+01
1.935000000000000000e+03, 5.037895847940067995e+01, 1.080653813310026692e+02, 1.094497339764028681e+02, 1.090117861347673625e+02, 1.090961931961398363e+02, 6.899308364639922786e+01, 8.602302040034385300e+01, 1.022578718666817679e+02, 6.834595686839411144e+01, 1.075758954669028356e+02, 6.756729330425746127e+01, 6.736562489200007064e+01, 1.212542029657042377e+02, 7.939353396577519106e+01, 5.469574019230017115e+01, 6.357467806252224563e+01
1.936000000000000000e+03, 5.057848761731090548e+01, 1.082340908174627430e+02, 1.095108167987924332e+02, 1.087897569134029965e+02, 1.090680388779653782e+02, 6.932233957106839739e+01, 8.570454591191551685e+01, 1.022047285677288357e+02, 6.788485066551969283e+01, 1.078076184586647628e+02, 6.746711872824120348e+01, 6.721572138190816759e+01, 1.212184681068249574e+02, 7.894935180828869647e+01, 5.471755837024194591e+01, 6.322344593290999626e+01
1.937000000000000000e+03, 5.050890773432205805e+01, 1.091989665764577069e+02, 1.092248323106332748e+02, 1.104935026917485175e+02, 1.092258371254221601e+02, 6.995504593608728783e+01, 8.574178421818950824e+01, 1.023404624481749181e+02, 6.801456999025552363e+01, 1.074788917713289180e+02, 6.743762086242372789e+01, 6.780890698667543859e+01, 1.215301952790535722e+02, 7.850053091130405392e+01, 5.495813066209347397e+01, 6.344440113756773769e+01
1.938000000000000000e+03, 5.034382593375057269e+01, 1.094211666993328862e+02, 1.094425699355954578e+02, 1.098952114951040073e+02, 1.099750784119117100e+02, 7.057989150013540325e+01, 8.592438729328040381e+01, 1.024699860763442416e+02, 6.822351994166821498e+01, 1.070370582579641479e+02, 6.715865591543719404e+01, 6.749518236525535997e+01, 1.218067631576175245e+02, 7.873622650433206616e+01, 5.513669138051578500e+01, 6.377242275716759679e+01
1.939000000000000000e+03, 5.042520384847288994e+01, 1.090875990287598540e+02, 1.093139210143291251e+02, 1.082710735908468678e+02, 1.102925447050921548e+02, 7.108483576548046301e+01, 8.604499474088549960e+01, 1.025618738893463160e+02, 6.836682055108427392e+01, 1.069629254124624254e+02, 6.675230966311683289e+01, 6.624370721492772418e+01, 1.219159447084833374e+02, 7.890723243817114962e+01, 5.488121618324846906e+01, 6.342998640947732980e+01
1.940000000000000000e+03, 5.026354387939246493e+01, 1.091713452384109786e+02, 1.091393973189559574e+02, 1.087368584806357603e+02, 1.108464342637312825e+02, 7.100477689707362572e+01, 8.617751882099113914e+01, 1.023944012458641453e+02, 6.831246677163112224e+01, 1.069612905647653776e+02, 6.621640367729540344e+01, 6.605341687880346058e+01, 1.219519482600272227e+02, 7.836156835100889850e+01, 5.460894192022325910e+01, 6.359116659103129621e+01
1.941000000000000000e+03, 4.985582680912298059e+01, 1.089921790049100565e+02, 1.092995753602535274e+02, 1.090007805020210441e+02, 1.110677943991887702e+02, 7.063508534545233886e+01, 8.589817022603614305e+01, 1.019284940042089005e+02, 6.796814775239300843e+01, 1.069927876787323981e+02, 6.578249691713126879e+01, 6.550377918314143244e+01, 1.217764177095109659e+02, 7.811264349345287883e+01, 5.501131538451620884e+01, 6.320416036421561756e+01
1.942000000000000000e+03, 4.986122989812372452e+01, 1.086925327045848064e+02, 1.090615337657086741e+02, 1.083634403554521271e+02, 1.108926904155771354e+02, 7.057303411651224678e+01, 8.554245265831623612e+01, 1.015304688155408854e+02, 6.744013490692059065e+01, 1.070179995932922026e+02, 6.525833123746694753e+01, 6.579584784396759289e+01, 1.216794003849632162e+02, 7.761384689760751598e+01, 5.498864946083032379e+01, 6.333372764225209295e+01
1.943000000000000000e+03, 4.982923575129107974e+01, 1.084431163339085344e+02, 1.088151206744482806e+02, 1.077867720529714006e+02, 1.111703013763251136e+02, 7.012749652744150808e+01, 8.522285831964019565e+01, 1.013215999264298262e+02, 6.688929261155041672e+01, 1.068693795212645625e+02, 6.504195155467628808e+01, 6.588533297225602325e+01, 1.212945328741733562e+02, 7.729231421509894062e+01, 5.481988677658117837e+01, 6.285775748249578498e+01
1.944000000000000000e+03, 4.959115185157480710e+01, 1.084103691973706844e+02, 1.084402746302582727e+02, 1.078311850976740800e+02, 1.112647849223460241e+02, 6.965130678923020469e+01, 8.502211884176757906e+01, 1.012527810084112474e+02, 6.691562746401629624e+01, 1.066942734017630414e+02, 6.470494604730149035e+01, 6.493954683339863720e+01, 1.212652576873357617e+02, 7.736476613769087862e+01, 5.538309220197894689e+01, 6.279480687910682946e+01
1.945000000000000000e+03, 4.949470991941871745e+01, 1.087737616061400416e+02, 1.084373298309296274e+02, 1.075351822905933687e+02, 1.116451612225220913e+02, 6.969902502898972330e+01, 8.480617766180287731e+01, 1.009564520730076538e+02, 6.673626925953239208e+01, 1.069276735530449969e+02, 6.442875436835701919e+01, 6.403190445613387283e+01, 1.213998883606281964e+02, 7.666992456611752971e+01, 5.572689180844216139e+01, 6.248057512385280177e+01
1.946000000000000000e+03, 4.924796564980162117e+01, 1.088316310092956058e+02, 1.081885026172224826e+02, 1.072998611542271874e+02, 1.120708997882241391e+02, 6.944884277462264777e+01, 8.449442425251527311e+01, 1.004307680539616996e+02, 6.605188313751288831e+01, 1.070257117774110895e+02, 6.409339276387154882e+01, 6.410503853502478933e+01, 1.214962085927852371e+02, 7.589505055770598574e+01, 5.532236246293997084e+01, 6.236655016731072010e+01
1.947000000000000000e+03, 4.857926531695949990e+01, 1.081827927385281782e+02, 1.081199316731272830e+02, 1.070339540898060733e+02, 1.119588885234377500e+02, 6.920448709105636453e+01, 8.436137203277279184e+01, 1.001692062890785735e+02, 6.537581991515097002e+01, 1.072047448407542589e+02, 6.376329904123745962e+01, 6.353120125160839393e+01, 1.215560720298228432e+02, 7.600478227665725228e+01, 5.506746705361209848e+01, 6.245131696481083594e+01
1.948000000000000000e+03, 4.838825467354043752e+01, 1.081114176665510911e+02, 1.082345198906648704e+02, 1.076982230216970038e+02, 1.119549943139190162e+02, 6.924968240886784088e+01, 8.397327886266452879e+01, 1.001720914087659509e+02, 6.472175663139992707e+01, 1.070635325377557336e+02, 6.350982897342660038e+01, 6.323425419724014063e+01, 1.214604923612749872e+02, 7.556574445444212529e+01, 5.440575027621095927e+01, 6.239901510971980514e+01
1.949000000000000000e+03, 4.848623621635633185e+01, 1.080057133518228767e+02, 1.082023450627748531e+02, 1.069344620375698725e+02, 1.125827491865760237e+02, 6.944791296371141698e+01, 8.376898460044894534e+01, 1.002213982713617071e+02, 6.361152899539474248e+01, 1.067895681748054528e+02, 6.303948074072221885e+01, 6.329967320656999163e+01, 1.209130894331699722e+02, 7.515845374383964383e+01, 5.414670166348486902e+01, 6.232676700041424311e+01
1.950000000000000000e+03, 4.805135367617127429e+01, 1.077403654382147096e+02, 1.079955309646054928e+02, 1.058122169912742976e+02, 1.127162038297771005e+02, 6.894402052875538800e+01, 8.341525755365971406e+01, 9.981047383429148567e+01, 6.307209617489802156e+01, 1.066459167099226875e+02, 6.285354139589944111e+01, 6.336840171727444471e+01, 1.203021122702818246e+02, 7.514942998508779226e+01, 5.432097286664811264e+01, 6.213784211763975662e+01
1.951000000000000000e+03, 4.750121843901442276e+01, 1.076953667169846511e+02, 1.077787224908535393e+02, 1.054068238974741973e+02, 1.123591379319019552e+02, 6.900763999702212459e+01, 8.312347512275009365e+01, 9.939864634599344129e+01, 6.253437757540987718e+01, 1.064551906624334521e+02, 6.237921540022793465e+01, 6.217307517912578874e+01, 1.202942557839179756e+02, 7.462384370323738381e+01, 5.431984341636552216e+01, 6.186178544662467971e+01
1.952000000000000000e+03, 4.766703078716989239e+01, 1.077714402752235259e+02, 1.075783724138855035e+02, 1.058605808920913063e+02, 1.128225985525836990e+02, 6.864605118361227198e+01, 8.292429105529045330e+01, 9.934820547789978207e+01, 6.192959452193630199e+01, 1.063508108382259252e+02, 6.186356873954102298e+01, 6.200421058414248421e+01, 1.200136384932074520e+02, 7.401397197264024896e+01, 5.392017140020251986e+01, 6.171833548600863395e+01
1.953000000000000000e+03, 4.742214579282853038e+01, 1.078236190955933154e+02, 1.071667781548159297e+02, 1.048681430936520513e+02, 1.131890670010114945e+02, 6.810958441531508356e+01, 8.250561169072032897e+01, 9.930033074232797219e+01, 6.153205660122350196e+01, 1.063114249477974198e+02, 6.156892374493825315e+01, 6.155171780085694877e+01, 1.201425654176097879e+02, 7.376005364222562832e+01, 5.348600419944524020e+01, 6.218672111395382984e+01
1.954000000000000000e+03, 4.716574838647527912e+01, 1.077830691501897604e+02, 1.068774478693863301e+02, 1.045093110180087592e+02, 1.135775560002257265e+02, 6.757345281318660568e+01, 8.204734641613248414e+01, 9.904696064898416807e+01, 6.140260219842893719e+01, 1.060046071075502567e+02, 6.111412373278478327e+01, 6.086578581572013746e+01, 1.198276756470926472e+02, 7.389028659711654257e+01, 5.297775633001698026e+01, 6.177339210785970636e+01
1.955000000000000000e+03, 4.697721758331056208e+01, 1.074628935794306557e+02, 1.067570999273865340e+02, 1.039942071072026835e+02, 1.133224931925973351e+02, 6.732104804554757038e+01, 8.154989360907346452e+01, 9.876704152193441644e+01, 6.128276042907617693e+01, 1.058359037163363325e+02, 6.107981974332969344e+01, 6.079616662338368371e+01, 1.198101950372934255e+02, 7.318915075114099977e+01, 5.267080098729804405e+01, 6.131485882641811713e+01
1.956000000000000000e+03, 4.686425352408043921e+01, 1.072964422829264350e+02, 1.067906064455354596e+02, 1.050743431108172530e+02, 1.133768258991864144e+02, 6.717295990889209634e+01, 8.123564864375052252e+01, 9.852583356361746780e+01, 6.148429768428074738e+01, 1.059641722441135556e+02, 6.082493147618530571e+01, 6.054432794629336456e+01, 1.197682143774031971e+02, 7.273825586356487349e+01, 5.241811657392685930e+01, 6.131285249771764967e+01
1.957000000000000000e+03, 4.645852068742770058e+01, 1.066974855343149073e+02, 1.066442351867630123e+02, 1.044986371608508193e+02, 1.130377071727643425e+02, 6.702999485902084587e+01, 8.090028899442572197e+01, 9.807668441956059269e+01, 6.154009331450080822e+01, 1.061656536472043371e+02, 6.077412811236665391e+01, 6.058828769663563207e+01, 1.194843797388114979e+02, 7.273258478289646689e+01, 5.206016466839587054e+01, 6.226150053877335466e+01
1.958000000000000000e+03, 4.608198324140212065e+01, 1.064906267715267632e+02, 1.066201458840472043e+02, 1.033926916899344235e+02, 1.130473031834507935e+02, 6.691920928224394061e+01, 8.060250761106550499e+01, 9.776010082836248216e+01, 6.092281019966573297e+01, 1.062819457189648205e+02, 6.072232708805703538e+01, 6.031163747186796087e+01, 1.194118507211453561e+02, 7.298833873936730754e+01, 5.172579726961226498e+01, 6.147544871261582955e+01
1.959000000000000000e+03, 4.572528478654158590e+01, 1.068389599690761571e+02, 1.063523067681655618e+02, 1.030990174936699191e+02, 1.133452379681457671e+02, 6.698365503832914669e+01, 8.010378962799072156e+01, 9.764432078089413380e+01, 6.057143183117139529e+01, 1.063942676385434822e+02, 6.038392407420113273e+01, 5.962016545514787680e+01, 1.195508929127786217e+02, 7.289961194716561010e+01, 5.113485876839237676e+01, 6.112103757400135606e+01
1.960000000000000000e+03, 4.589148771490495449e+01, 1.066467798104813625e+02, 1.060439899033822115e+02, 1.029823105767353582e+02, 1.134005984859083469e+02, 6.680401737836366749e+01, 7.956664036052225697e+01, 9.776046252456913521e+01, 6.061357076848548786e+01, 1.066104838306449665e+02, 6.009355076188668932e+01, 5.911021808025572710e+01, 1.191651141509189102e+02, 7.263538462590439337e+01, 5.036259949293600613e+01, 6.127075099874999609e+01
1.961000000000000000e+03, 4.580471725647391423e+01, 1.072127488426914823e+02, 1.057247276178055415e+02, 1.036354770825866041e+02, 1.134128593909621827e+02, 6.610267435687391924e+01, 7.961578824780991681e+01, 9.770708264794738795e+01, 6.065784438353529850e+01, 1.066522688301943305e+02, 5.994607612314378997e+01, 5.882815537850767384e+01, 1.191727651114147335e+02, 7.205190593838905500e+01, 4.983842200396877331e+01, 6.144437234986532559e+01
1.962000000000000000e+03, 4.560243031326077556e+01, 1.071237838605887305e+02, 1.051882039965664006e+02, 1.035566637541635657e+02, 1.127469752097007927e+02, 6.521508369029939445e+01, 7.934926159738938622e+01, 9.758530567572545067e+01, 6.049910307727984105e+01, 1.060173729314541049e+02, 6.012237322070220813e+01, 5.889218481801450622e+01, 1.194842765735660350e+02, 7.172227290880428541e+01, 5.046580026105574746e+01, 6.134553463219938862e+01
1.963000000000000000e+03, 4.561765092966159330e+01, 1.077186626686714987e+02, 1.049065842113397196e+02, 1.026704966944497812e+02, 1.130010746803126978e+02, 6.516897744595580377e+01, 7.895414431427255408e+01, 9.778608953669947823e+01, 6.065489062489868388e+01, 1.056844729428034384e+02, 6.011213802292615327e+01, 5.893722749705899844e+01, 1.196135224444366685e+02, 7.184682706806192698e+01, 5.086164408683703897e+01, 6.126742354433825710e+01
1.964000000000000000e+03, 4.576255595118751529e+01, 1.079578360586504573e+02, 1.051555882555649504e+02, 1.031046574783356817e+02, 1.135952839058142843e+02, 6.537285290664082993e+01, 7.897142783342435735e+01, 9.813887444894000112e+01, 6.054071518922181383e+01, 1.060226629931259623e+02, 5.988782975350323312e+01, 5.920874526864275111e+01, 1.194360721105301479e+02, 7.214108246756325116e+01, 5.151252907376701273e+01, 6.124097126385382239e+01
1.965000000000000000e+03, 4.574760336731827692e+01, 1.080512027689207315e+02, 1.049188303587319524e+02, 1.032110535995867053e+02, 1.133743075638946038e+02, 6.509617470311168574e+01, 7.876582024662562276e+01, 9.837973509943921613e+01, 6.066964235873890487e+01, 1.063336611974392980e+02, 6.013352575220342544e+01, 5.913371772381233171e+01, 1.194154050625298567e+02, 7.228509493408343189e+01, 5.111101187624714726e+01, 6.199961756973219451e+01
1.966000000000000000e+03, 4.588839022442287074e+01, 1.077202892563456942e+02, 1.052760840852423740e+02, 1.022445786197092730e+02, 1.127854268288995883e+02, 6.460403502754240890e+01, 7.886051300398779063e+01, 9.838219833152987803e+01, 6.077412144927824045e+01, 1.066325345649884184e+02, 6.010830857130621752e+01, 5.888489845417276314e+01, 1.194767006223752190e+02, 7.237291953023105862e+01, 5.042823495487894547e+01, 6.194756101326885300e+01
1.967000000000000000e+03, 4.562204203039620154e+01, 1.073718314746933657e+02, 1.050322915202006300e+02, 1.022069246670028093e+02, 1.128687576944820421e+02, 6.442889265928197062e+01, 7.857948851341663499e+01, 9.824010793790223772e+01, 6.071914194791083474e+01, 1.071866483499684648e+02, 6.008779564274413332e+01, 5.874144349295464451e+01, 1.194924635892363085e+02, 7.246567845430722343e+01, 5.015668215378301653e+01, 6.180637947045612179e+01
1.968000000000000000e+03, 4.580253179374980022e+01, 1.075843217525015945e+02, 1.049317491249304197e+02, 1.027353990409763753e+02, 1.129555089136271278e+02, 6.421557217855347233e+01, 7.827963398059971212e+01, 9.835884453189265741e+01, 6.043482728949764038e+01, 1.076503798040782272e+02, 5.973192715409714282e+01, 5.879298434001609053e+01, 1.196192083574897111e+02, 7.249001191049254089e+01, 5.023181232957297482e+01, 6.225684242655323430e+01
1.969000000000000000e+03, 4.585455863760167006e+01, 1.072055513282948738e+02, 1.047582934352077331e+02, 1.023277957488049879e+02, 1.131366847104915223e+02, 6.453460303909820084e+01, 7.815810706139407671e+01, 9.861111269782824706e+01, 6.022598510937002203e+01, 1.074602647584970470e+02, 5.960885253086939883e+01, 5.870628634447243144e+01, 1.200870957294773405e+02, 7.271703647538875259e+01, 5.017396560263319572e+01, 6.240875985090083589e+01
1.970000000000000000e+03, 4.570300205150977035e+01, 1.072812136206018039e+02, 1.045787187977329609e+02, 1.021421433718375908e+02, 1.136498248273017140e+02, 6.432347586305381526e+01, 7.815447903522955642e+01, 9.881367464540660706e+01, 6.037929454356818582e+01, 1.076058635921290261e+02, 5.964302857114573442e+01, 5.904924509819971234e+01, 1.203337562724552896e+02, 7.240163559884383915e+01, 5.041992582029099168e+01, 6.216079243378739960e+01
1.971000000000000000e+03, 4.557082482121190026e+01, 1.076995642348157816e+02, 1.044378258558839150e+02, 1.028623836366249265e+02, 1.140138930570973486e+02, 6.414280724695514380e+01, 7.822177940624301584e+01, 9.883398743297406952e+01, 6.064768648188793776e+01, 1.077532638380376682e+02, 5.984524342651401696e+01, 5.916795955143161478e+01, 1.205028562481373768e+02, 7.231408623069917496e+01, 5.067640204274557192e+01, 6.214871413386376986e+01
1.972000000000000000e+03, 4.529389456480142684e+01, 1.073729793407937905e+02, 1.042221222417327482e+02, 1.019314698809596251e+02, 1.142830566156251848e+02, 6.410704300108463372e+01, 7.785222008362532620e+01, 9.892726005443044812e+01, 6.072382893072970234e+01, 1.080622394165426385e+02, 5.975867227315588792e+01, 5.894356422536275630e+01, 1.206615517978711551e+02, 7.262097214869565676e+01, 4.999356905814943985e+01, 6.294798190918604774e+01
1.973000000000000000e+03, 4.526040925628449685e+01, 1.074068973845324706e+02, 1.044339045002876816e+02, 1.015567240986939055e+02, 1.146328314326378575e+02, 6.367111409121252308e+01, 7.782731982130601978e+01, 9.917326345205860605e+01, 6.063077058563941790e+01, 1.079546910533947823e+02, 6.013187057138264180e+01, 5.954821892766394598e+01, 1.204867499698870148e+02, 7.302066950766213438e+01, 5.034223296998619190e+01, 6.296843340616376139e+01
