year, GFDL-ESM4, INM-CM4-8, UKESM1-0-LL, TaiESM1, INM-CM5-0, MPI-ESM1-2-LR, IPSL-CM6A-LR, MIROC-ES2L, NorESM2-MM, ACCESS-ESM1-5, NorESM2-LM, EC-Earth3-Veg, CanESM5, CESM2-WACCM, CNRM-ESM2-1, CMCC-CM2-SR5
1.872000000000000000e+03, 5.096334279727492600e+01, 1.034776996435757468e+02, 1.085692953788168751e+02, 1.114172378075653285e+02, 1.069174439326831845e+02, 7.398889219706491360e+01, 8.561051813538880140e+01, 1.008278691946305514e+02, 7.124754108516198414e+01, 1.043425537679999167e+02, 6.876050782081910029e+01, 6.747279969995192062e+01, 1.170586499527534130e+02, 8.042243388212968114e+01, 5.407461645150532803e+01, 5.768475342388136085e+01
1.873000000000000000e+03, 5.091379122480888952e+01, 1.033337096181970622e+02, 1.086794237631112736e+02, 1.115147491660697767e+02, 1.065390086237083551e+02, 7.389136269549244673e+01, 8.565211880476977058e+01, 1.007280354685257180e+02, 7.096324930899906747e+01, 1.044056240233350508e+02, 6.864125145834113084e+01, 6.719100347102209980e+01, 1.173809575590044147e+02, 8.056490235718473514e+01, 5.424169103761233401e+01, 5.772103097431226360e+01
1.874000000000000000e+03, 5.079437512924666009e+01, 1.035701540957596194e+02, 1.085905501034880558e+02, 1.113121095054701186e+02, 1.067910156414527165e+02, 7.335614554270495091e+01, 8.547538135728846953e+01, 1.007525915323067949e+02, 7.085956223913362351e+01, 1.043368542413346916e+02, 6.874841380051012152e+01, 6.775370239300981723e+01, 1.174014913301954692e+02, 7.993814435385606032e+01, 5.475533030471695639e+01, 5.798245400659871507e+01
1.875000000000000000e+03, 5.069999933846651174e+01, 1.039619016093923847e+02, 1.085411384379229389e+02, 1.104701881453911909e+02, 1.073392704242154565e+02, 7.293967609693692111e+01, 8.572818961062208132e+01, 1.009265414606898474e+02, 7.097312008850660447e+01, 1.042016467267268780e+02, 6.846238257811202743e+01, 6.795276133108490058e+01, 1.176509895121775315e+02, 7.990522008329691062e+01, 5.410006514133590372e+01, 5.821816306960163701e+01
1.876000000000000000e+03, 5.083453332386239509e+01, 1.044799534503706298e+02, 1.085743865144312821e+02, 1.110001621229074686e+02, 1.074167156520192350e+02, 7.310814499451186066e+01, 8.571334244635318100e+01, 1.006897928169009191e+02, 7.124192396969708341e+01, 1.039319325479872020e+02, 6.825591401637608158e+01, 6.710202350296515306e+01, 1.175722210546734914e+02, 8.007303656416553395e+01, 5.416562133711887128e+01, 5.861711311345877817e+01
1.877000000000000000e+03, 5.042867923544092434e+01, 1.048877021709232196e+02, 1.083640205435158350e+02, 1.119128737346791809e+02, 1.074536500455918002e+02, 7.325537896195410781e+01, 8.572683832153104788e+01, 1.003277985450363019e+02, 7.133360260560270660e+01, 1.038937641052665981e+02, 6.835785323969456329e+01, 6.636949034276420889e+01, 1.171663916046833691e+02, 8.015483885909219453e+01, 5.438678136741359026e+01, 5.859931078931790438e+01
1.878000000000000000e+03, 5.028074458207760955e+01, 1.050631463806784325e+02, 1.083144540374732969e+02, 1.113963549167352625e+02, 1.074329037291651332e+02, 7.342264334926612435e+01, 8.597595071251556931e+01, 1.000868189843991445e+02, 7.135568430296170561e+01, 1.040174272268675963e+02, 6.843997774237719511e+01, 6.706902368787510227e+01, 1.170048151915502075e+02, 8.037924471355005096e+01, 5.442548248254358612e+01, 5.851023841071269516e+01
1.879000000000000000e+03, 5.034214267677233323e+01, 1.052205601799154380e+02, 1.084306426021975085e+02, 1.111498453403834361e+02, 1.075554320928380747e+02, 7.315613877971051693e+01, 8.591816083394820680e+01, 9.997518415444302775e+01, 7.120599732462501663e+01, 1.042339772838768539e+02, 6.820949830931292013e+01, 6.764008226846759442e+01, 1.168524138979410338e+02, 8.052664739792952275e+01, 5.479691723203705322e+01, 5.860722128003811093e+01
1.880000000000000000e+03, 5.030632842148044404e+01, 1.050104101026919778e+02, 1.085679818143408113e+02, 1.113472845764965626e+02, 1.076527458875394814e+02, 7.292859687331727514e+01, 8.575276583708895828e+01, 9.990392044337504274e+01, 7.141042087527308979e+01, 1.044021247310786862e+02, 6.801925716283217582e+01, 6.828855550655380569e+01, 1.170036573715406689e+02, 8.031761338696905739e+01, 5.437710189627719615e+01, 5.934910447096891772e+01
1.881000000000000000e+03, 5.013342720765287197e+01, 1.050029192197430206e+02, 1.085116234845901033e+02, 1.109087489071960704e+02, 1.077992985013400329e+02, 7.312757815688915741e+01, 8.570158697269518200e+01, 9.996614224405428217e+01, 7.125749180427359875e+01, 1.046589280020940009e+02, 6.819022027619099902e+01, 6.824593874867670706e+01, 1.172171026256869766e+02, 8.046781925704918592e+01, 5.523458328560937503e+01, 5.920070807948971492e+01
1.882000000000000000e+03, 5.042074895713390958e+01, 1.042554360500157316e+02, 1.082140620049769382e+02, 1.111570372261605968e+02, 1.078362043470941387e+02, 7.319056864555685138e+01, 8.587760538130726218e+01, 1.000776320776154762e+02, 7.114506784008854368e+01, 1.049253941675208210e+02, 6.808667698576698513e+01, 6.861447884800689678e+01, 1.171779818948447343e+02, 8.045279486291661897e+01, 5.498834382162039702e+01, 5.892591056306186914e+01
1.883000000000000000e+03, 5.041647352475712296e+01, 1.043979627794069103e+02, 1.081983324985349810e+02, 1.112629912434401973e+02, 1.083479124700012903e+02, 7.324048595815980889e+01, 8.587770538672927501e+01, 1.002473766842921066e+02, 7.088746398980336494e+01, 1.049496299762265323e+02, 6.803736118529295140e+01, 6.885159431806022212e+01, 1.173253249216803908e+02, 8.033284757061687742e+01, 5.464281450147851160e+01, 5.921544258322254706e+01
1.884000000000000000e+03, 5.088398417163819687e+01, 1.046040636033665407e+02, 1.084746112455860327e+02, 1.107109737746331746e+02, 1.085566494229667001e+02, 7.304315780496816046e+01, 8.586917353593372582e+01, 1.005910661791889709e+02, 7.089817524460559639e+01, 1.050928603088661077e+02, 6.785117451678847544e+01, 6.860451943114094320e+01, 1.173589848259466208e+02, 8.048459790066387143e+01, 5.456028486234331609e+01, 5.939756777171929514e+01
1.885000000000000000e+03, 5.105957020874512153e+01, 1.042517646653459735e+02, 1.085017537028239190e+02, 1.114692425669716442e+02, 1.082383627123517300e+02, 7.299297396333562915e+01, 8.591246633915399400e+01, 1.006704317126930448e+02, 7.103378676878347164e+01, 1.052157499309000741e+02, 6.773158190748623042e+01, 6.824479700091512768e+01, 1.172061406842029072e+02, 8.080973401149361734e+01, 5.449532655429050010e+01, 5.936333354795863215e+01
1.886000000000000000e+03, 5.138862783036161375e+01, 1.039029178744802522e+02, 1.084144705720616031e+02, 1.106092231900277199e+02, 1.081474890945424505e+02, 7.318782847457437413e+01, 8.590101815815643249e+01, 1.008200925646804222e+02, 7.083045504728887920e+01, 1.049067353670810974e+02, 6.796896572989581387e+01, 6.800127870449584577e+01, 1.170524772437843097e+02, 8.068913077257252553e+01, 5.477076128585533610e+01, 6.008818393181046247e+01
1.887000000000000000e+03, 5.153734250272727735e+01, 1.041607097650039577e+02, 1.084610621372676036e+02, 1.101495850948022763e+02, 1.084041685323815614e+02, 7.311829728569402675e+01, 8.589901627296299580e+01, 1.011703471663124105e+02, 7.053432410557273613e+01, 1.044857456509755451e+02, 6.799434871989595308e+01, 6.835105681086827190e+01, 1.170385249485100587e+02, 8.065599001211968755e+01, 5.426526540395342835e+01, 5.971897892479235281e+01
1.888000000000000000e+03, 5.175350651643739042e+01, 1.049165044113343868e+02, 1.085706117686785603e+02, 1.106578821063772580e+02, 1.084173599381261965e+02, 7.291735995224797762e+01, 8.611232220130916915e+01, 1.013629250761917575e+02, 7.028609747197593549e+01, 1.044091727803092908e+02, 6.832283997589586022e+01, 6.748073820982477855e+01, 1.168758384486995396e+02, 8.068090764481274846e+01, 5.452550969845773920e+01, 5.992134647904968148e+01
1.889000000000000000e+03, 5.130059590674886039e+01, 1.047784845781158367e+02, 1.087275715427436040e+02, 1.111761268587028866e+02, 1.086124107504923444e+02, 7.262240869023074197e+01, 8.621153029958202296e+01, 1.014373152650345702e+02, 7.020278840462923142e+01, 1.044149159768420958e+02, 6.879691070675498565e+01, 6.747332710631519603e+01, 1.167998807262541021e+02, 8.039300976578483926e+01, 5.460321091501360513e+01, 5.995978939676702169e+01
1.890000000000000000e+03, 5.137341854448211365e+01, 1.048656318880978091e+02, 1.089816065142895951e+02, 1.111256433911153749e+02, 1.083175555380445161e+02, 7.229665915220027728e+01, 8.629898075147387715e+01, 1.014923888288811327e+02, 7.015739395260072797e+01, 1.045735743207848429e+02, 6.899919063015056508e+01, 6.700844640057941604e+01, 1.168712273678922031e+02, 8.010173368874895061e+01, 5.484476780722889799e+01, 5.986980658788615273e+01
1.891000000000000000e+03, 5.141355150056948986e+01, 1.050835790673114616e+02, 1.087702409456390598e+02, 1.114800182280884684e+02, 1.080417225790414619e+02, 7.192453186905643747e+01, 8.616682231710730377e+01, 1.016503710022159055e+02, 7.023620950444262689e+01, 1.050059828368007544e+02, 6.906527284917665099e+01, 6.765389864311244139e+01, 1.174833682081205666e+02, 8.011512895621504526e+01, 5.484866559118633234e+01, 6.035902119763856177e+01
1.892000000000000000e+03, 5.136188372222329690e+01, 1.050213309233530765e+02, 1.088744426312413935e+02, 1.113774660702353998e+02, 1.079502700219331501e+02, 7.210016184593345656e+01, 8.623406824405542181e+01, 1.018007487584590649e+02, 6.991947684953736086e+01, 1.053850690505677790e+02, 6.909760729549041969e+01, 6.818449890510048306e+01, 1.175892243711640504e+02, 8.027678149363909199e+01, 5.475299832389454480e+01, 6.037023495236436332e+01
1.893000000000000000e+03, 5.146576628954334609e+01, 1.054593651503235918e+02, 1.087293848709616100e+02, 1.102160225441938763e+02, 1.079953534773924559e+02, 7.187849706043670039e+01, 8.635387531059394917e+01, 1.017548028154447337e+02, 7.024012313156778475e+01, 1.057609078915858305e+02, 6.867146708413109479e+01, 6.831243784146651876e+01, 1.176156363732032162e+02, 8.031525169035654699e+01, 5.477054297839467978e+01, 6.005863436749276474e+01
1.894000000000000000e+03, 5.163916980468916762e+01, 1.056922004429154214e+02, 1.088507274427916087e+02, 1.099542235828494370e+02, 1.080508407716165493e+02, 7.171151644450331730e+01, 8.645266626547844169e+01, 1.017395454003610240e+02, 7.064696459382268756e+01, 1.061047078440371081e+02, 6.856024727046441569e+01, 6.774321486957728666e+01, 1.177721906910359735e+02, 7.992060846731347112e+01, 5.467763474227628251e+01, 6.006541006997866106e+01
1.895000000000000000e+03, 5.148395821027724395e+01, 1.053148218068157860e+02, 1.089897459434151017e+02, 1.118751439288771365e+02, 1.084069786868891185e+02, 7.162357549295887793e+01, 8.639137336236551334e+01, 1.017412667033308509e+02, 7.076414307652906643e+01, 1.065230699137419208e+02, 6.859371869277424594e+01, 6.807494591184145349e+01, 1.179665909510087829e+02, 8.012006080424306731e+01, 5.506407240929993918e+01, 6.107883433026895403e+01
1.896000000000000000e+03, 5.106090048402066373e+01, 1.055091694467229217e+02, 1.091145269167266889e+02, 1.115112195210283090e+02, 1.086317032954449786e+02, 7.195156301560496104e+01, 8.616692789189276880e+01, 1.018189289171938299e+02, 7.081920823658656161e+01, 1.067727825398421544e+02, 6.876082302387563061e+01, 6.844901209148184762e+01, 1.180627712502749915e+02, 8.042269369950003011e+01, 5.470669982534153775e+01, 6.103080574511118073e+01
1.897000000000000000e+03, 5.121303045310037305e+01, 1.054410383437980272e+02, 1.093501674290169063e+02, 1.102588917605353060e+02, 1.084765016921897427e+02, 7.163525638709776899e+01, 8.644193891823326226e+01, 1.018975000078238082e+02, 7.091912935817592256e+01, 1.069327325349560596e+02, 6.865537197740847830e+01, 6.751536261873864930e+01, 1.181147101808610387e+02, 8.061268715732180112e+01, 5.474000181847026880e+01, 6.097323446711132533e+01
1.898000000000000000e+03, 5.126640365535475752e+01, 1.049808887646499187e+02, 1.096676216834464839e+02, 1.105139700359037533e+02, 1.081762515615003934e+02, 7.089964793361970408e+01, 8.653702480349242876e+01, 1.019914639218408325e+02, 7.099171443685001748e+01, 1.066390390062279465e+02, 6.887947076067855789e+01, 6.760216184917833004e+01, 1.179437841661149662e+02, 8.055162937910185406e+01, 5.511998680981451315e+01, 6.090839052378175467e+01
1.899000000000000000e+03, 5.093428918722150200e+01, 1.047681097947049693e+02, 1.100834080469943359e+02, 1.109908768475174838e+02, 1.075361731182547516e+02, 7.088579965300776564e+01, 8.623872006751308561e+01, 1.018372685001365596e+02, 7.064584639781956810e+01, 1.062969836387899250e+02, 6.914038708557779955e+01, 6.716796204940926884e+01, 1.183685425404824656e+02, 8.064438587325696517e+01, 5.469641378983073565e+01, 6.106267440661910229e+01
1.900000000000000000e+03, 5.075776401535125615e+01, 1.046990371490882126e+02, 1.102042197980453437e+02, 1.103521152562096290e+02, 1.074142176228530161e+02, 7.178888544122375492e+01, 8.600839083397620755e+01, 1.019848119094593955e+02, 7.033003205355610987e+01, 1.058603789287916044e+02, 6.910523266946235310e+01, 6.766513016109503553e+01, 1.183981801784971566e+02, 8.066900776372150972e+01, 5.465190627745553797e+01, 6.094283123128106894e+01
1.901000000000000000e+03, 5.064521587896685162e+01, 1.049693233677478617e+02, 1.101909803424387491e+02, 1.107804046209964639e+02, 1.078948162907922352e+02, 7.213926204121459307e+01, 8.625215884597766092e+01, 1.021302742648140764e+02, 7.060603421337339114e+01, 1.052030176569490862e+02, 6.903463922850872336e+01, 6.781623412901130621e+01, 1.185028768311061071e+02, 8.057431772999586883e+01, 5.462557442446697564e+01, 6.069392780480918503e+01
1.902000000000000000e+03, 5.079849907962596234e+01, 1.056831367344544645e+02, 1.100159533029911074e+02, 1.106256795647753393e+02, 1.086323816105083040e+02, 7.187838051480883905e+01, 8.647420106794817229e+01, 1.020325312307522694e+02, 7.082828328567305221e+01, 1.052981805345207533e+02, 6.899800066188669234e+01, 6.736899901230005128e+01, 1.185904001770842626e+02, 8.054007342727611274e+01, 5.486759244263809876e+01, 6.113550576761662825e+01
1.903000000000000000e+03, 5.105111028818245700e+01, 1.058267781547586566e+02, 1.100488816967779968e+02, 1.099211093294650823e+02, 1.091193835253324238e+02, 7.189969009707432690e+01, 8.638459910484019133e+01, 1.017431287996902824e+02, 7.058624295589680742e+01, 1.057493892345652000e+02, 6.919463142994304405e+01, 6.797396130024452532e+01, 1.182836159339640574e+02, 8.014532597834364935e+01, 5.511494788530293931e+01, 6.138302531484345081e+01
1.904000000000000000e+03, 5.115282077022319385e+01, 1.053332241819862389e+02, 1.100896666005074565e+02, 1.108514575303195926e+02, 1.090989993759867360e+02, 7.205878127046578641e+01, 8.622348530328237359e+01, 1.017816396234271537e+02, 7.043130368825805476e+01, 1.056000835107406317e+02, 6.903990312446535427e+01, 6.845467459791605336e+01, 1.183860321548360730e+02, 8.023515596634796054e+01, 5.520772971265068207e+01, 6.097393240724777286e+01
1.905000000000000000e+03, 5.111684917305338871e+01, 1.053316787305419808e+02, 1.102649793984188449e+02, 1.111656482165647049e+02, 1.092499078328060165e+02, 7.162234274688168512e+01, 8.612280991803608288e+01, 1.018015048851807336e+02, 7.073508333852430496e+01, 1.056528163190587861e+02, 6.870008652038816876e+01, 6.844167407152076521e+01, 1.186689636457632986e+02, 7.987596426325802668e+01, 5.493219598970323858e+01, 6.151109278036133787e+01
1.906000000000000000e+03, 5.129296849333080388e+01, 1.055170647940334305e+02, 1.103184940150157161e+02, 1.108460750557319869e+02, 1.092282393779584879e+02, 7.110565463839228073e+01, 8.615788566180648900e+01, 1.018425913666653315e+02, 7.108088490813271676e+01, 1.055626013750318037e+02, 6.868092354353557027e+01, 6.889212691603958660e+01, 1.188485997425045895e+02, 7.995730371635397660e+01, 5.490056930622845499e+01, 6.197127643787029427e+01
1.907000000000000000e+03, 5.155529269010368409e+01, 1.060398473578911336e+02, 1.104040346466444191e+02, 1.110431052198535298e+02, 1.088929906208532117e+02, 7.087397437758360752e+01, 8.623732603012689424e+01, 1.019831671466785963e+02, 7.122305002045983713e+01, 1.053561850330527392e+02, 6.861322405846438244e+01, 6.882953055032955092e+01, 1.191716217677413141e+02, 8.010401340481466548e+01, 5.490823540512478473e+01, 6.207926631894517300e+01
1.908000000000000000e+03, 5.160607087991272834e+01, 1.061053972592963106e+02, 1.106147788894607515e+02, 1.106707500800321782e+02, 1.085498269156902467e+02, 7.070613787046144694e+01, 8.620566162146943157e+01, 1.018924493171430896e+02, 7.104519296814343932e+01, 1.054152417287291570e+02, 6.858135106986405560e+01, 6.831019917947290310e+01, 1.192359458546926732e+02, 8.018917584870308701e+01, 5.447731871524427305e+01, 6.155088963437422223e+01
1.909000000000000000e+03, 5.129243010387427404e+01, 1.059070709526050251e+02, 1.105245346512470093e+02, 1.103705617882692991e+02, 1.082693050658078420e+02, 7.092122965794054323e+01, 8.620893338153706509e+01, 1.018345294296255901e+02, 7.060982954223742070e+01, 1.053296592416537294e+02, 6.858626304345888514e+01, 6.857001114886679716e+01, 1.193732469572438930e+02, 8.015474015911556194e+01, 5.554624747008453767e+01, 6.197696196636552202e+01
1.910000000000000000e+03, 5.138709968561430230e+01, 1.054664474619033285e+02, 1.105605718415573193e+02, 1.105949514968374530e+02, 1.079493640162350943e+02, 7.115512144161812103e+01, 8.630060948886307415e+01, 1.018576761403660242e+02, 7.052061929517296335e+01, 1.056289291321032522e+02, 6.892032817092064079e+01, 6.837985049964392203e+01, 1.192640160143411237e+02, 8.044439632547653218e+01, 5.513940605873131062e+01, 6.236186893539115061e+01
1.911000000000000000e+03, 5.115494865814416414e+01, 1.053739224873997529e+02, 1.104118322474734697e+02, 1.111118461342017270e+02, 1.080193862426051794e+02, 7.117599469666110679e+01, 8.640686961106160879e+01, 1.019373350414827257e+02, 7.035054943083575552e+01, 1.055791250246977171e+02, 6.869792328556563632e+01, 6.896870761334099598e+01, 1.192295614486287718e+02, 8.081208502506298430e+01, 5.526666032094959036e+01, 6.213309154567917858e+01
