year, CNRM-ESM2-1, CESM2-WACCM, IPSL-CM6A-LR, ACCESS-ESM1-5, UKESM1-0-LL, NorESM2-LM, CMCC-ESM2, EC-Earth3-Veg, TaiESM1, CanESM5, INM-CM5-0, NorESM2-MM, GFDL-ESM4, MIROC-ES2L, MPI-ESM1-2-LR, INM-CM4-8
1.902000000000000000e+03, 8.217096460128754387e-01, 9.657216585344471360e-01, 1.398960469349387337e+00, 9.519940877489668773e-01, 2.011428105378646247e+00, 7.646445533149970331e-01, 9.676703887181467012e-01, 1.952029864871769105e+00, 1.666589701188438521e+00, 1.404978661417494834e+00, 1.528708475006005818e+00, 8.285773248408903058e-01, 1.734751310146750436e+00, 1.238086103086639689e+00, 1.347683812616006671e+00, 1.516012899208839526e+00
1.903000000000000000e+03, 8.354153462681287445e-01, 9.465661753335112838e-01, 1.375482540074264071e+00, 9.811499638980423210e-01, 2.023295640864299028e+00, 7.750924627889502760e-01, 9.911067872082801600e-01, 2.090015809287351978e+00, 1.624831228621952395e+00, 1.398358437549496847e+00, 1.469997417389769412e+00, 8.055419671995323050e-01, 1.783596909082894255e+00, 1.238130515085352545e+00, 1.349105166331498129e+00, 1.417159161215669982e+00
1.904000000000000000e+03, 8.252695280718622683e-01, 9.416081813298643466e-01, 1.337557279609900229e+00, 9.498743114160957957e-01, 2.026906835037364463e+00, 7.602376893474063202e-01, 9.797292548726910244e-01, 2.099014669777549802e+00, 1.707811035023436785e+00, 1.467093467548679309e+00, 1.481461996292510852e+00, 8.036984758565896003e-01, 1.780120422070269992e+00, 1.246986123791377077e+00, 1.310698346971302719e+00, 1.424693376496376951e+00
1.905000000000000000e+03, 7.885751134208857094e-01, 9.358989349862637530e-01, 1.328390842588937915e+00, 9.785910501318149102e-01, 2.051917963565487391e+00, 7.418644389600113076e-01, 9.899791117900202941e-01, 2.034896998812609770e+00, 1.788623443217560505e+00, 1.497548526579326467e+00, 1.499892050400391641e+00, 8.291832760112491929e-01, 1.753674534645082383e+00, 1.248500951472026221e+00, 1.249760447728526680e+00, 1.464004808038111394e+00
1.906000000000000000e+03, 7.955194867539867598e-01, 9.238001290102082486e-01, 1.345298568439271314e+00, 9.614150642154702942e-01, 2.064751388732215087e+00, 7.254923873692713521e-01, 9.856548758181696845e-01, 2.027527459049402569e+00, 1.734830187940862745e+00, 1.483617518634446686e+00, 1.495585953568147053e+00, 8.553344721828670671e-01, 1.837593196091815262e+00, 1.255814890405647644e+00, 1.287042734434832303e+00, 1.433592060032454318e+00
1.907000000000000000e+03, 7.877981016872257491e-01, 9.578508824930057619e-01, 1.358185608189923288e+00, 9.443612750797678590e-01, 2.057256667658909244e+00, 7.406016282728538069e-01, 1.006726565216725211e+00, 1.971527020801494778e+00, 1.743617370735150107e+00, 1.462622257178045393e+00, 1.460900973045985651e+00, 8.705628589185712141e-01, 1.868668330366462405e+00, 1.259366760064485113e+00, 1.228592605400296911e+00, 1.494558773448719124e+00
1.908000000000000000e+03, 7.585298543065919219e-01, 9.617654465105158756e-01, 1.353691854279889473e+00, 9.544990201478882330e-01, 2.051080979303386176e+00, 7.468211399415374263e-01, 9.983695284293218064e-01, 2.042882587952366436e+00, 1.707217571462334105e+00, 1.417250769106054964e+00, 1.473625324361079958e+00, 8.475560144407505714e-01, 1.837361135384477429e+00, 1.245332448848359919e+00, 1.260096643417863094e+00, 1.479973918165179647e+00
1.909000000000000000e+03, 8.782097243491249206e-01, 9.653891036962561900e-01, 1.359594621429434991e+00, 9.561056640127286732e-01, 2.042438108900073157e+00, 7.478579755806964435e-01, 9.653993724072867932e-01, 2.045896045842457323e+00, 1.641019889847121993e+00, 1.447737534566513773e+00, 1.463855737255213008e+00, 8.061417841853113497e-01, 1.745028898887151181e+00, 1.250148820650157422e+00, 1.315831942443715930e+00, 1.442829634981317000e+00
1.910000000000000000e+03, 8.007886798560083230e-01, 9.754454880321569155e-01, 1.389381664208836131e+00, 9.667946834827900737e-01, 2.040356339832847254e+00, 7.755144154341616636e-01, 9.703021847156720892e-01, 2.052240934253183102e+00, 1.670057087853101807e+00, 1.483402547927891169e+00, 1.456769517333945885e+00, 8.161354462698426904e-01, 1.798221094134405229e+00, 1.249857458257260578e+00, 1.312385193723323518e+00, 1.435843162579661270e+00
1.911000000000000000e+03, 8.286528504164387687e-01, 1.007058591388089619e+00, 1.370212692873659099e+00, 9.578319698653580128e-01, 2.032389589386756068e+00, 7.534355877420023662e-01, 1.011295587512106797e+00, 2.067552874554080766e+00, 1.748509480505190394e+00, 1.428514456025427704e+00, 1.468731073755369820e+00, 7.910040306129311194e-01, 1.683209539132052512e+00, 1.254306319847183326e+00, 1.255363938406084401e+00, 1.425764985829291343e+00
1.912000000000000000e+03, 8.315030928380203745e-01, 9.907311361255491944e-01, 1.362825569563896000e+00, 9.412301960869682294e-01, 2.027012221601167230e+00, 7.572112263874904992e-01, 9.921162192115643430e-01, 1.894267017964797795e+00, 1.632903464771413127e+00, 1.478066948413733872e+00, 1.479018562759351507e+00, 8.038336426289168779e-01, 1.742224236538291837e+00, 1.241796321273392012e+00, 1.262792277399471086e+00, 1.468512387054182744e+00
1.913000000000000000e+03, 8.176288801873291545e-01, 9.881271389947769990e-01, 1.348735634462760125e+00, 9.664599413443692999e-01, 2.036367445375045548e+00, 7.505638799613936207e-01, 9.759039262402452453e-01, 1.866350649292916497e+00, 1.618381986497373415e+00, 1.521242185258683932e+00, 1.449913075137101881e+00, 8.184359151328189919e-01, 1.781635220778064355e+00, 1.248101338794914916e+00, 1.231581284535196108e+00, 1.455856660560295834e+00
1.914000000000000000e+03, 8.320433631452942569e-01, 9.938377255047342596e-01, 1.371143003261497295e+00, 9.658550736066108255e-01, 2.052872322971743824e+00, 7.475526245933025171e-01, 9.484109887652614201e-01, 1.951003806728249357e+00, 1.695051089745027717e+00, 1.463262388284835902e+00, 1.445671152355711975e+00, 8.288450862360482452e-01, 1.834748877823363822e+00, 1.255547688942117102e+00, 1.199164096058900064e+00, 1.459515983517910565e+00
1.915000000000000000e+03, 8.166629575253199214e-01, 9.934569865055190574e-01, 1.378233359356839660e+00, 9.564333623530657524e-01, 2.050859900584119266e+00, 7.633684651589837111e-01, 9.907740123689064982e-01, 1.917782092496614466e+00, 1.686462107542065159e+00, 1.384634944515637400e+00, 1.463389442688006303e+00, 8.453348297084500862e-01, 1.799490598423351795e+00, 1.258064468148632598e+00, 1.260509691961406498e+00, 1.456537411377541780e+00
1.916000000000000000e+03, 8.112747698828197684e-01, 9.745549670020702271e-01, 1.340878806648034827e+00, 9.155704208100194919e-01, 2.053349151408450091e+00, 7.816667698677847165e-01, 9.941808950997167438e-01, 2.005732043868735381e+00, 1.653456689685446568e+00, 1.435464701246790264e+00, 1.455420451788682623e+00, 8.411551992352713780e-01, 1.753655710841223403e+00, 1.246755910875121609e+00, 1.329629563143433391e+00, 1.410489150244852441e+00
1.917000000000000000e+03, 7.904535910176505586e-01, 9.700009468168069304e-01, 1.362853593723149626e+00, 9.695185114246688274e-01, 2.043149650396128614e+00, 7.893442620453643421e-01, 9.835177174042546433e-01, 2.133032643803497219e+00, 1.779614385314175484e+00, 1.491259833005637470e+00, 1.500359155066035788e+00, 7.990300290894140067e-01, 1.758603937354452418e+00, 1.232657846147347191e+00, 1.320990526338379212e+00, 1.446755189418385434e+00
1.918000000000000000e+03, 8.357130965192510752e-01, 9.575448591275921295e-01, 1.386408869887219009e+00, 9.594994863382920736e-01, 2.055494104100174635e+00, 8.043190406314987273e-01, 1.006711962936363003e+00, 2.177126438259588959e+00, 1.732538346172358024e+00, 1.463679230281754950e+00, 1.500558042828409322e+00, 7.978643240547178550e-01, 1.706096869396258819e+00, 1.245750628632988466e+00, 1.331509105372980839e+00, 1.459105450817584915e+00
1.919000000000000000e+03, 8.578380734908145344e-01, 9.769533072644203120e-01, 1.305508672724851715e+00, 9.841341800803302675e-01, 2.040075065571466340e+00, 7.698129778422840852e-01, 1.007136065653670975e+00, 2.096771601192768841e+00, 1.630714491894662332e+00, 1.477613486006699395e+00, 1.468360126965771562e+00, 8.264116535222143511e-01, 1.668769686622638915e+00, 1.267698708798592921e+00, 1.349642557252062058e+00, 1.461069237944595534e+00
1.920000000000000000e+03, 8.533600254792229611e-01, 9.991626438454940251e-01, 1.354596428536508856e+00, 1.009107714263562716e+00, 2.032424153519441834e+00, 7.711784024946136684e-01, 9.251178839008222798e-01, 2.071852492128250400e+00, 1.695647819948081336e+00, 1.538265595491354443e+00, 1.465917674148316197e+00, 8.356301592734227679e-01, 1.786483721774909661e+00, 1.253574731021821931e+00, 1.336176504236321394e+00, 1.433943057950582967e+00
1.921000000000000000e+03, 8.047377156424017075e-01, 1.017480798827492317e+00, 1.374454149391542090e+00, 9.871662857603854535e-01, 2.025052358534425778e+00, 7.782511777430686228e-01, 9.562009378550467842e-01, 2.130230374254847181e+00, 1.631289588306573446e+00, 1.503330241471552364e+00, 1.483094174003485088e+00, 8.434286953593137515e-01, 1.854301275661450976e+00, 1.244747053552267335e+00, 1.310269657494203432e+00, 1.437469195213082918e+00
1.922000000000000000e+03, 7.987581559396148556e-01, 1.003560823895137899e+00, 1.396561522014528212e+00, 1.009966516962902627e+00, 2.025699506987955090e+00, 7.557119666229504817e-01, 1.052072622419513381e+00, 2.021774143503876520e+00, 1.685936308572663744e+00, 1.510111789032690499e+00, 1.471660091313873986e+00, 8.554062054436113449e-01, 1.856122097137151039e+00, 1.249286835652277050e+00, 1.311118194093739087e+00, 1.453395164238538539e+00
1.923000000000000000e+03, 8.076574029153554823e-01, 9.821819313676847241e-01, 1.408573742151424391e+00, 1.043779494145799847e+00, 2.021742899216380618e+00, 7.686332814443899153e-01, 9.915135418386271660e-01, 2.029033243615109949e+00, 1.793450324824702680e+00, 1.467181749879980845e+00, 1.480872348961362217e+00, 8.490104107536883271e-01, 1.720248910294961631e+00, 1.251396603284865572e+00, 1.292411439011299068e+00, 1.490373554221998242e+00
1.924000000000000000e+03, 8.008237999697576104e-01, 9.534230435593480379e-01, 1.390002786695776260e+00, 1.000047410697147310e+00, 2.035142281376367546e+00, 7.746122506774996141e-01, 9.466084165806039064e-01, 1.996978160703876792e+00, 1.777029442170969586e+00, 1.455313459514884666e+00, 1.501211540276767176e+00, 8.427088341708207642e-01, 1.823061652051650494e+00, 1.252772982156664661e+00, 1.270230348865612369e+00, 1.431195854757229657e+00
1.925000000000000000e+03, 7.656294981808033917e-01, 9.730829617830994982e-01, 1.380849778325714095e+00, 9.886975607617844997e-01, 2.037632816126585755e+00, 7.743181675936094965e-01, 9.088538109429152856e-01, 2.029153592722418242e+00, 1.569518706479819503e+00, 1.512002143036553337e+00, 1.468269018902029321e+00, 8.383743412032580444e-01, 1.860550142674793905e+00, 1.269348530719792478e+00, 1.307440888476631091e+00, 1.503176822094773657e+00
1.926000000000000000e+03, 8.350135758437731148e-01, 9.652031201146588080e-01, 1.384784880942323548e+00, 9.645315814071065974e-01, 2.033964980902414066e+00, 7.634624777519181116e-01, 9.176326641676970652e-01, 2.132334239797473163e+00, 1.615437719821412710e+00, 1.536300416669077906e+00, 1.469112149136450274e+00, 7.983296354699446207e-01, 1.791185794631961814e+00, 1.263476462848660775e+00, 1.294475374228724940e+00, 1.488987510069231579e+00
1.927000000000000000e+03, 7.441196150631338435e-01, 9.800535910188417077e-01, 1.406873016622358863e+00, 9.850565362474332787e-01, 2.063047325874063809e+00, 7.457160444704534763e-01, 9.451430579503709017e-01, 2.077497901244763856e+00, 1.721347253168024949e+00, 1.460263348112919912e+00, 1.485885162187646991e+00, 8.157690606693689395e-01, 1.826092969164617941e+00, 1.264987103437856808e+00, 1.294511921601282589e+00, 1.477198899542537358e+00
1.928000000000000000e+03, 7.240622048512680431e-01, 9.738237723484314268e-01, 1.451872682806259363e+00, 9.546647190625578983e-01, 2.044838412185595811e+00, 7.660393722383468385e-01, 9.839527385050483854e-01, 2.101649085126852778e+00, 1.789794218877065912e+00, 1.486041649165595224e+00, 1.538617968137920844e+00, 8.292529080518693529e-01, 1.760762832905680586e+00, 1.259848280923852704e+00, 1.215248868868142651e+00, 1.437680451222210776e+00
1.929000000000000000e+03, 7.601343739259538435e-01, 9.551708468209385572e-01, 1.429666400942618099e+00, 1.020419539218490712e+00, 2.028011218062032661e+00, 7.932482424071782834e-01, 9.605287171036293037e-01, 2.062259498681083159e+00, 1.635742059492095946e+00, 1.435173958529555982e+00, 1.506781608400406425e+00, 8.231095864217634617e-01, 1.589913927944520022e+00, 1.250497247310659699e+00, 1.242378705316466103e+00, 1.470450849888454314e+00
1.930000000000000000e+03, 8.294050904845134964e-01, 9.611646211598670053e-01, 1.372642989892641552e+00, 1.014691134661818372e+00, 2.028780233726226179e+00, 7.818795254992215726e-01, 9.386647719152878544e-01, 2.118435920139112305e+00, 1.601697744925489664e+00, 1.481982116225094126e+00, 1.490498030634841209e+00, 8.097896870288407989e-01, 1.645585175906174591e+00, 1.259531019202751123e+00, 1.279507356853753608e+00, 1.463186683878155314e+00
1.931000000000000000e+03, 7.642801958377253291e-01, 9.714683455933283973e-01, 1.377327981435686688e+00, 9.989682731179524433e-01, 2.025972693951333170e+00, 7.551375798500857828e-01, 9.672680554189175828e-01, 2.079565708161164928e+00, 1.731365009868022442e+00, 1.512752786233664715e+00, 1.499442920232801679e+00, 8.155543958415515382e-01, 1.741995778741544765e+00, 1.258241961506376239e+00, 1.258257048400111877e+00, 1.438946081787837228e+00
1.932000000000000000e+03, 8.245878999046148961e-01, 9.696508790828715085e-01, 1.359050517718641826e+00, 9.812794508671319749e-01, 2.037537614221756943e+00, 7.455028459641587224e-01, 9.573857309367548307e-01, 1.962058443553699405e+00, 1.709905743537754708e+00, 1.483912357811611793e+00, 1.458799956087468042e+00, 8.078743623945463526e-01, 1.706367787149838833e+00, 1.246218346504433638e+00, 1.316424229951383751e+00, 1.450915502418886005e+00
1.933000000000000000e+03, 7.483165673811774665e-01, 9.734291738340402622e-01, 1.360950957246005455e+00, 1.006717657369384344e+00, 2.041575923281474303e+00, 7.641516065414131198e-01, 9.601936768676152534e-01, 2.153081318720047488e+00, 1.656873661810567944e+00, 1.525162016753994987e+00, 1.489900265592120077e+00, 7.917490463160943293e-01, 1.642795467787632413e+00, 1.248545114727363403e+00, 1.269456476463650674e+00, 1.463730776002790890e+00
1.934000000000000000e+03, 7.870734960837524330e-01, 9.886364656120242289e-01, 1.321223834482425641e+00, 1.027885734854541822e+00, 2.030684508232791341e+00, 7.717964529551334385e-01, 9.899354582801230817e-01, 2.087073300518264674e+00, 1.731244757116453981e+00, 1.525384561846173881e+00, 1.458882015227793261e+00, 8.049233742023210736e-01, 1.627833867944376012e+00, 1.260663506131613820e+00, 1.205205085220644179e+00, 1.460614980135416685e+00
1.935000000000000000e+03, 7.872638462892206368e-01, 9.774861042780172982e-01, 1.321729885428833295e+00, 1.019083998040754446e+00, 2.051383185101931517e+00, 7.527989093589665393e-01, 9.680868097860494403e-01, 2.025733974397048165e+00, 1.673405475393491049e+00, 1.484567996850090221e+00, 1.455439666594964931e+00, 7.998448467943343188e-01, 1.661688362775704197e+00, 1.256876472111677634e+00, 1.253635997782644562e+00, 1.456065985479939373e+00
1.936000000000000000e+03, 8.042285468700732798e-01, 9.622555072583048874e-01, 1.307558551364862875e+00, 1.028199480733560822e+00, 2.045977851253194757e+00, 7.509592417084276494e-01, 9.919794066835818658e-01, 2.047148937725058904e+00, 1.663165772531945752e+00, 1.518779021553211539e+00, 1.444089466687460188e+00, 8.061175546256168500e-01, 1.732698304550105872e+00, 1.256620384356023967e+00, 1.325873077407574430e+00, 1.462945965568704487e+00
1.937000000000000000e+03, 8.414044824351981644e-01, 9.341474395470327208e-01, 1.368786407109038095e+00, 9.692560314371475583e-01, 2.021580138560977513e+00, 7.624698001878790210e-01, 1.030064112128355136e+00, 2.123172495749661604e+00, 1.832114021724955855e+00, 1.566055520414948221e+00, 1.475893455729115900e+00, 8.129167626973525795e-01, 1.682547710920714978e+00, 1.257447701061915168e+00, 1.398120851046741109e+00, 1.535344406030214826e+00
1.938000000000000000e+03, 8.516798817400267341e-01, 9.615757350837047523e-01, 1.409641897886229733e+00, 9.615140104993584735e-01, 2.035910060864527971e+00, 7.642538103092441082e-01, 9.685069377549385683e-01, 2.078158523026377047e+00, 1.847893638762525104e+00, 1.496813381607602134e+00, 1.529447421926369177e+00, 8.287398744978664578e-01, 1.651149565105435091e+00, 1.270025572254828150e+00, 1.418760552691929133e+00, 1.460939909047791918e+00
1.939000000000000000e+03, 8.232248754361997101e-01, 9.833549370586065486e-01, 1.414774623014593669e+00, 9.768237316948243931e-01, 2.027813631460960053e+00, 7.484115503425060600e-01, 9.566770717214083675e-01, 1.969064708951305143e+00, 1.653892054636066922e+00, 1.475102484236582523e+00, 1.479640902521174306e+00, 8.476666368216172476e-01, 1.616281068695363698e+00, 1.262693824657007857e+00, 1.426458387310051368e+00, 1.467505062614254507e+00
1.940000000000000000e+03, 7.879697138815168200e-01, 9.839229756336543842e-01, 1.432016121243820050e+00, 9.947223702719353300e-01, 2.008717737107021950e+00, 7.211998514693954698e-01, 9.359441255846610019e-01, 1.960171579371154715e+00, 1.670070824687558853e+00, 1.494960971200829158e+00, 1.507166123509582567e+00, 8.628184480744205409e-01, 1.605162657506445933e+00, 1.259441584125592817e+00, 1.352422361905398329e+00, 1.472280141127078501e+00
1.941000000000000000e+03, 8.603473891405618579e-01, 9.631105879803177894e-01, 1.395258409408701716e+00, 1.010280907158700892e+00, 2.049284902151210730e+00, 7.187334172674165744e-01, 9.860400073471459192e-01, 1.998516645645115108e+00, 1.738033802504210135e+00, 1.498670030459073654e+00, 1.497975477099563912e+00, 8.424318859776993573e-01, 1.547469137834716291e+00, 1.242906331107441531e+00, 1.320055301081775267e+00, 1.441383843291394129e+00
1.942000000000000000e+03, 8.366181017214838755e-01, 9.756113935018604355e-01, 1.377167267055369848e+00, 1.012851729719945304e+00, 2.039467103578131546e+00, 7.245440620090960460e-01, 1.001609236168100159e+00, 2.043898085028178269e+00, 1.708472308554613628e+00, 1.518963676977661992e+00, 1.486120057689272356e+00, 8.224311880278567521e-01, 1.627168350723815271e+00, 1.243525682249325470e+00, 1.287769247077660495e+00, 1.461609738655560875e+00
1.943000000000000000e+03, 8.265391503120482763e-01, 9.805712532863843922e-01, 1.374337060281492162e+00, 9.965062775218398450e-01, 2.031690961410236529e+00, 7.387679797412860516e-01, 9.707088530599576881e-01, 2.188185983877191543e+00, 1.701713227167378495e+00, 1.461313556356044874e+00, 1.484438529251879135e+00, 8.487985005020407536e-01, 1.639359949659474847e+00, 1.250608197115671949e+00, 1.260447554846000795e+00, 1.439369575879066776e+00
1.944000000000000000e+03, 9.065860160229980425e-01, 9.726789577706097534e-01, 1.393529827940464427e+00, 9.842141419692846949e-01, 2.017441403650141574e+00, 7.472101580643432106e-01, 9.288327482666395296e-01, 1.955493279693324427e+00, 1.716775836055383531e+00, 1.505515358123701741e+00, 1.454020413961013336e+00, 8.518152247330504911e-01, 1.567720073172869100e+00, 1.248065201840877991e+00, 1.304810916775473784e+00, 1.472821563050032312e+00
1.945000000000000000e+03, 9.118603811288038541e-01, 9.585304243838707050e-01, 1.380982356904840724e+00, 1.009457336098000146e+00, 2.047814091771020806e+00, 7.482491499975865157e-01, 9.588941272957185458e-01, 1.937082602573432677e+00, 1.695417536164939731e+00, 1.536079876920275922e+00, 1.525387594158944760e+00, 8.759070488823579304e-01, 1.646201948023652051e+00, 1.234863447697127192e+00, 1.322893625480324076e+00, 1.456962299633508984e+00
1.946000000000000000e+03, 8.482220216776538146e-01, 9.668087490387626826e-01, 1.380940097333478001e+00, 1.016600234235163880e+00, 2.024505219528744515e+00, 7.538260947455464045e-01, 9.632894738408624979e-01, 2.087969397200065913e+00, 1.683903984976339530e+00, 1.534692779355488534e+00, 1.488340421906937383e+00, 8.256603853448171160e-01, 1.596384465205056280e+00, 1.230595576625873599e+00, 1.285018347283585438e+00, 1.440443481979421403e+00
1.947000000000000000e+03, 8.374432936389292204e-01, 9.689940307300404232e-01, 1.411835847108259712e+00, 1.034531158050992161e+00, 2.041359008637948502e+00, 7.608745489318138322e-01, 9.555095058207506709e-01, 2.002908559028548918e+00, 1.693488045201014813e+00, 1.533311225033844094e+00, 1.490462560495057431e+00, 8.169605730965687762e-01, 1.551647123491185942e+00, 1.226689797844391361e+00, 1.293691533222602885e+00, 1.433572278474878559e+00
1.948000000000000000e+03, 7.762534923771307049e-01, 9.725010945843345356e-01, 1.368162713709063727e+00, 1.010110970265977404e+00, 2.055200508452393660e+00, 7.689120470514843042e-01, 9.582637659318260503e-01, 2.023290528372131192e+00, 1.774399636417935300e+00, 1.489536890960775795e+00, 1.456823462722759199e+00, 8.008960072935960017e-01, 1.555752019376525741e+00, 1.242285347961950670e+00, 1.353297902177728274e+00, 1.469101931425114138e+00
1.949000000000000000e+03, 8.003168295919532715e-01, 9.618570035058077172e-01, 1.385792437631548246e+00, 9.918355052600189570e-01, 2.036098811935197261e+00, 7.646903481000704161e-01, 1.038575111893812686e+00, 2.130105598703144310e+00, 1.769058420587192648e+00, 1.377805961251352462e+00, 1.531277918386194203e+00, 7.639849246167530472e-01, 1.613739227043803348e+00, 1.238702822998768882e+00, 1.367204073380614338e+00, 1.455997111701770486e+00
1.950000000000000000e+03, 8.490344922692724117e-01, 9.674671549994361408e-01, 1.371067666152239850e+00, 9.928625440309760686e-01, 2.038335497001830809e+00, 7.637989583071037591e-01, 1.045918087421938703e+00, 2.108903662425325010e+00, 1.629709046842978681e+00, 1.447900894535497418e+00, 1.481614867507451194e+00, 7.582329430534557879e-01, 1.515757635366243194e+00, 1.232244409532731177e+00, 1.276697325228876467e+00, 1.444272851773106048e+00
1.951000000000000000e+03, 8.721789949632713368e-01, 9.591306977214409946e-01, 1.374798847144266478e+00, 9.857222503237625943e-01, 2.038215837603709168e+00, 7.428776794599366573e-01, 9.603497411063348643e-01, 2.024260872965331082e+00, 1.609833531552292474e+00, 1.495722927606228936e+00, 1.509407786165682497e+00, 7.610259280568573148e-01, 1.478484567357406299e+00, 1.235003358905744086e+00, 1.370310042066692269e+00, 1.465944259988533505e+00
1.952000000000000000e+03, 8.369515495066547350e-01, 9.565470021302087122e-01, 1.378760263365037098e+00, 9.820650359986887734e-01, 2.015008290016790493e+00, 7.344370397920463311e-01, 9.715369221452865300e-01, 1.980545569110479187e+00, 1.707766861280019421e+00, 1.508402371622661553e+00, 1.487788418359720533e+00, 7.498805078070578389e-01, 1.573222212287409771e+00, 1.241615494756382887e+00, 1.276679967982521369e+00, 1.460037031193444967e+00
1.953000000000000000e+03, 8.103592363120883935e-01, 9.451515371116852027e-01, 1.360130646396552567e+00, 9.961736882514193869e-01, 1.990441736234233039e+00, 7.313781582464086162e-01, 9.847568686846307484e-01, 1.994386414167221844e+00, 1.656136339705110760e+00, 1.532303186789017335e+00, 1.505636357138600889e+00, 7.612822117699529212e-01, 1.558925950125901183e+00, 1.228904869274561884e+00, 1.240723155304880088e+00, 1.453571135975332940e+00
1.954000000000000000e+03, 8.132189088830185097e-01, 9.590223341043488947e-01, 1.343736720279082641e+00, 9.740656900118220829e-01, 2.030519361593610128e+00, 7.439375290901891757e-01, 9.742443263710587331e-01, 1.993625508878139607e+00, 1.645028543086885842e+00, 1.462084779812505841e+00, 1.508408952272994208e+00, 7.685376436790976040e-01, 1.520039727796691276e+00, 1.225203275137726422e+00, 1.244537530713828444e+00, 1.460592502029445683e+00
1.955000000000000000e+03, 7.926310419238974392e-01, 9.493459212835835270e-01, 1.333458837429699617e+00, 9.785962655150549638e-01, 2.041495000497859369e+00, 7.606463284004313374e-01, 9.507532082556667818e-01, 2.095494387677766746e+00, 1.641515217698135798e+00, 1.500497050436675472e+00, 1.515336759047053450e+00, 7.996570391127335586e-01, 1.509721667415355961e+00, 1.225137195245636912e+00, 1.257061742297072682e+00, 1.420247264806296039e+00
1.956000000000000000e+03, 8.216376525088763261e-01, 9.473089642040188885e-01, 1.351322223781890708e+00, 1.020489619669890047e+00, 2.035523850084520969e+00, 7.735385606665273750e-01, 9.328912904619802715e-01, 2.038507442779181389e+00, 1.774214788474650861e+00, 1.518987170140953413e+00, 1.525752401427799443e+00, 8.228741062202930001e-01, 1.530668606088837036e+00, 1.215882482539989429e+00, 1.284995040756995222e+00, 1.440387473214153724e+00
1.957000000000000000e+03, 8.206649708321952508e-01, 9.489954209059341395e-01, 1.355663089354370854e+00, 1.028168207259289924e+00, 2.021867542032839360e+00, 7.621161245712094745e-01, 9.298292449330796128e-01, 2.096045078220447611e+00, 1.793317716360278036e+00, 1.477590505521254594e+00, 1.471139584828459634e+00, 8.299047161217782964e-01, 1.469136582217676068e+00, 1.209579133769278503e+00, 1.337918115379731931e+00, 1.414947755720998623e+00
1.958000000000000000e+03, 8.206202632620679394e-01, 9.772572945836859315e-01, 1.353916488745126268e+00, 1.029172290322767136e+00, 2.017408746472548309e+00, 7.719299527483092227e-01, 9.799000644564899165e-01, 2.086319734931864289e+00, 1.672326647459906557e+00, 1.543180461545467841e+00, 1.512301197512126771e+00, 8.346126482342730579e-01, 1.452435502605198492e+00, 1.216852176934662744e+00, 1.324161827121040913e+00, 1.480958278775011516e+00
1.959000000000000000e+03, 7.934010321657218867e-01, 9.872984936804524159e-01, 1.334629262313477227e+00, 1.034749129197475304e+00, 1.998988676861294334e+00, 7.682045713835089495e-01, 9.908758041107507131e-01, 2.045551999840161450e+00, 1.651335352689300429e+00, 1.499892599328804144e+00, 1.491019501651088319e+00, 8.079413863119974115e-01, 1.484309560189133403e+00, 1.220654218537484681e+00, 1.374125186907912299e+00, 1.433915171542046618e+00
1.960000000000000000e+03, 7.506574199447767493e-01, 9.864850630451222901e-01, 1.310342395657831283e+00, 1.063302975595772581e+00, 2.015680649528003965e+00, 7.530313433829011194e-01, 9.824155114393274824e-01, 2.010540524328089163e+00, 1.690009995011806154e+00, 1.419444815587738606e+00, 1.509933324200029903e+00, 8.311025231681431480e-01, 1.564050428892216349e+00, 1.224955452907393605e+00, 1.305471500461493406e+00, 1.464749044295442726e+00
1.961000000000000000e+03, 7.177127106464432638e-01, 9.687393445204208753e-01, 1.367728306315344922e+00, 1.032959879209810916e+00, 2.012061772696243978e+00, 7.484048507541601891e-01, 9.925814796817707952e-01, 2.034394321243583992e+00, 1.782052809253583225e+00, 1.506967185619744187e+00, 1.471598176408780212e+00, 8.218349331485433895e-01, 1.523867876832750046e+00, 1.203595285787803615e+00, 1.216450998083275836e+00, 1.486859816910089949e+00
1.962000000000000000e+03, 8.104388008199301385e-01, 9.563625636662543839e-01, 1.328916869100508658e+00, 9.776431681884411029e-01, 2.008030577465599542e+00, 7.567099728953169402e-01, 9.674227362634754135e-01, 2.097769073796284189e+00, 1.801483672223634258e+00, 1.541897003293429824e+00, 1.453441700183540242e+00, 8.137988539619861461e-01, 1.487480459672912758e+00, 1.212793764680472508e+00, 1.186257408865426299e+00, 1.446582338645271193e+00
1.963000000000000000e+03, 8.661614090699316648e-01, 9.534698357145766634e-01, 1.321839170130868713e+00, 9.632237579740712263e-01, 2.028765126391179230e+00, 7.575471342786120887e-01, 1.002967312052125415e+00, 2.018626430949423511e+00, 1.681050533470610509e+00, 1.521532379655296197e+00, 1.469365009211739181e+00, 8.168592415833771936e-01, 1.505271655522091523e+00, 1.215781032393192129e+00, 1.281822799546747937e+00, 1.457916983598161798e+00
