year, ACCESS-ESM1-5, CMCC-CM2-SR5, IPSL-CM6A-LR, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, MIROC-ES2L, UKESM1-0-LL, EC-Earth3-Veg
1.955000000000000000e+03, 1.059450540578446898e+00, 1.722399905377692553e-01, 4.229220188315742646e-01, 9.977392903473761843e-01, 1.582625344947289625e-01, 5.344965291467765889e-01, 2.524495594063381976e+00, 2.115403780088640218e-01, 3.398288505136586313e-01
1.956000000000000000e+03, 1.086322783696536787e+00, 1.733681240862340045e-01, 4.314299946571565902e-01, 1.021536134842795374e+00, 1.598233669173234894e-01, 5.424289292219163228e-01, 2.561276321827238078e+00, 2.263311815186897502e-01, 3.523860544577769316e-01
1.957000000000000000e+03, 1.109516174214997930e+00, 1.746260716893557607e-01, 4.388505497492496410e-01, 1.052914971264284905e+00, 1.615539376367288449e-01, 5.516844170857291285e-01, 2.592557528696216362e+00, 2.421824435897339811e-01, 3.654688490611195384e-01
1.958000000000000000e+03, 1.136408228774578699e+00, 1.759743210992753826e-01, 4.460381334013847066e-01, 1.077048440029316767e+00, 1.624421172779336731e-01, 5.590701977915225607e-01, 2.623492640776985407e+00, 2.577394519026841579e-01, 3.792077322754917046e-01
1.959000000000000000e+03, 1.162532138881176014e+00, 1.773125437399794835e-01, 4.522370280298739775e-01, 1.099114304745402837e+00, 1.623531876681204578e-01, 5.739810171419869045e-01, 2.652734429893097712e+00, 2.786186471150980393e-01, 3.925343205421071291e-01
1.960000000000000000e+03, 1.190014771214386258e+00, 1.710090518592619901e-01, 4.582206314557473181e-01, 1.107032213199455217e+00, 1.615843744603687737e-01, 5.800910078700471928e-01, 2.530860153738975882e+00, 2.652064903599476997e-01, 4.058420926256035566e-01
1.961000000000000000e+03, 1.158418484452263142e+00, 1.592674130810288191e-01, 4.332333062789347489e-01, 1.101014550772564826e+00, 1.463543855077520384e-01, 5.402292017763238308e-01, 2.461970248794822069e+00, 2.343115357811284827e-01, 3.899396804607279665e-01
1.962000000000000000e+03, 1.134673099515014938e+00, 1.502249489800376037e-01, 4.097774415033108020e-01, 1.098434916437446951e+00, 1.321930490392087265e-01, 5.238375432372303075e-01, 2.416467056956686399e+00, 2.162074310175444158e-01, 3.747535709896270273e-01
1.963000000000000000e+03, 1.115041619750631652e+00, 1.432363254073438785e-01, 3.894042429180182285e-01, 1.103794129811521474e+00, 1.191068940690358235e-01, 5.104594412048449881e-01, 2.386363756759478427e+00, 2.032661013700516883e-01, 3.603559225840258784e-01
1.964000000000000000e+03, 1.097649142760638741e+00, 1.380258016460446657e-01, 3.707674022997426433e-01, 1.123250670620778102e+00, 1.074157140478146505e-01, 4.933332301634148487e-01, 2.368738092201418510e+00, 1.928222111066073829e-01, 3.466169439735604096e-01
1.965000000000000000e+03, 1.082076750018569289e+00, 1.340672548469478698e-01, 3.551907272464622789e-01, 1.130894250191461392e+00, 9.692607960378915588e-02, 4.876518186883228578e-01, 2.365129516889129757e+00, 1.837699705042426246e-01, 3.335914291689024980e-01
1.966000000000000000e+03, 1.068205522529601215e+00, 1.309839530348319014e-01, 3.428094334330611392e-01, 1.132685402144590459e+00, 8.770032443879731410e-02, 4.854506766134723539e-01, 2.380380463021070092e+00, 1.769471713991443984e-01, 3.211690905871840140e-01
1.967000000000000000e+03, 1.054808963922936771e+00, 1.293381658444425764e-01, 3.328024683692996089e-01, 1.146727271800974668e+00, 8.001384487733800843e-02, 4.784201740629364097e-01, 2.389014301401965135e+00, 1.732099730659228121e-01, 3.093388731739440400e-01
1.968000000000000000e+03, 1.043195446646690172e+00, 1.287615965175450683e-01, 3.250642036074902208e-01, 1.143490436389784870e+00, 7.383263468966962118e-02, 4.747020413988287113e-01, 2.393841763685458979e+00, 1.695848504313222926e-01, 2.980448792044282369e-01
1.969000000000000000e+03, 1.032513041651669461e+00, 1.286402729045193483e-01, 3.206858844796007801e-01, 1.157549349139745054e+00, 6.959066201036576138e-02, 4.777367818787195963e-01, 2.405440349761095664e+00, 1.668989073104331367e-01, 2.872704123191163750e-01
1.970000000000000000e+03, 1.022601437137390601e+00, 1.310764446706260411e-01, 3.182339417563566086e-01, 1.162480264596879698e+00, 6.842450764990815060e-02, 4.761512445806534433e-01, 2.407202413607761216e+00, 1.607844810162940008e-01, 2.769645933314152098e-01
1.971000000000000000e+03, 1.012661847820502281e+00, 1.353811439229767044e-01, 3.159735400071859157e-01, 1.155823095441705473e+00, 6.674759402457929036e-02, 4.825744726750842428e-01, 2.411490834382804760e+00, 1.520574725503928692e-01, 2.676527887940403638e-01
1.972000000000000000e+03, 1.002791843232106350e+00, 1.390510672858703278e-01, 3.128041545368406284e-01, 1.167395466804532100e+00, 6.549278187048027111e-02, 4.903302277025357037e-01, 2.414467869550763535e+00, 1.454461430400121602e-01, 2.586371478961019821e-01
1.973000000000000000e+03, 9.934722945768976743e-01, 1.422141197269137236e-01, 3.106173805000584931e-01, 1.161420191422776416e+00, 6.403766050464977655e-02, 4.883050527829672638e-01, 2.418986468686692870e+00, 1.399247306977510763e-01, 2.500705225820528121e-01
1.974000000000000000e+03, 9.847671149060676088e-01, 1.450334520534226901e-01, 3.084598989876584652e-01, 1.162337342473187096e+00, 6.258261398027989419e-02, 4.934237746063149799e-01, 2.425770736804209626e+00, 1.353320629282241672e-01, 2.418234820132418028e-01
1.975000000000000000e+03, 9.774207816057850495e-01, 1.473490611418040441e-01, 3.065625787254824264e-01, 1.169283068797865255e+00, 6.121078716996897207e-02, 4.975952996195007749e-01, 2.433799961205377116e+00, 1.321758063858645971e-01, 2.339572983297145137e-01
1.976000000000000000e+03, 9.702870530002292160e-01, 1.492407234456921694e-01, 3.049751665579363835e-01, 1.182034410936749325e+00, 5.999947245315399857e-02, 4.998286386248240731e-01, 2.438934658337258199e+00, 1.307995623095868087e-01, 2.263235235823990998e-01
1.977000000000000000e+03, 9.639518275128552416e-01, 1.509766245304751120e-01, 3.038216943460273489e-01, 1.185976654940051445e+00, 5.869225286094861826e-02, 5.050088381344731703e-01, 2.445019387071342809e+00, 1.314595206420264839e-01, 2.191155051055872494e-01
1.978000000000000000e+03, 9.582134479150663520e-01, 1.526698760864878823e-01, 3.030027178680804734e-01, 1.187431906813263494e+00, 5.728310061283708315e-02, 5.098104384832318203e-01, 2.454280715546277580e+00, 1.332605370812493806e-01, 2.121877693271268794e-01
1.979000000000000000e+03, 9.534832719611070484e-01, 1.546239881763870616e-01, 3.019106209393647156e-01, 1.200311388117173639e+00, 5.591648048156567380e-02, 5.155459123687816669e-01, 2.463611173028048107e+00, 1.344717386958962368e-01, 2.055844677675762455e-01
1.980000000000000000e+03, 9.507206042605028662e-01, 1.551561143411379073e-01, 3.019209944928478717e-01, 1.202333123220794109e+00, 5.457558467289223836e-02, 5.220475436187514973e-01, 2.499029925451085710e+00, 1.342316869993680772e-01, 1.993002697666528544e-01
1.981000000000000000e+03, 9.435660032812480669e-01, 1.543893098303861233e-01, 3.005932136417579503e-01, 1.194680188807051291e+00, 5.349299478770202371e-02, 5.236855528928223702e-01, 2.526692649129581802e+00, 1.333790341076996067e-01, 1.945631756061557971e-01
1.982000000000000000e+03, 9.384081735653100331e-01, 1.547385606015424520e-01, 2.993263245063790823e-01, 1.208869541161661010e+00, 5.241068723602033269e-02, 5.265151469346210922e-01, 2.547663625088828709e+00, 1.339172604003619760e-01, 1.901773425957958286e-01
1.983000000000000000e+03, 9.338979860901507335e-01, 1.560518635572766266e-01, 2.983796514623892060e-01, 1.220794535786475565e+00, 5.124943755966874376e-02, 5.304428764500451754e-01, 2.568682187205581613e+00, 1.344549300482054954e-01, 1.860764216565580498e-01
1.984000000000000000e+03, 9.295249977270276798e-01, 1.576261558101577087e-01, 2.971546039023559849e-01, 1.218336112566521301e+00, 4.986179515778323829e-02, 5.377892115942244367e-01, 2.588477012381504405e+00, 1.350755360358158186e-01, 1.820781272326261746e-01
1.985000000000000000e+03, 9.255783616127062352e-01, 1.590747184375231882e-01, 2.968667101838183275e-01, 1.212112009778075761e+00, 4.841687395070123218e-02, 5.485822535361654095e-01, 2.605820761151321996e+00, 1.366603794339718847e-01, 1.782632904900271487e-01
1.986000000000000000e+03, 9.216801157915729403e-01, 1.603684594078907677e-01, 2.956191545866779236e-01, 1.202988765988263653e+00, 4.681562865695302472e-02, 5.526471313887316716e-01, 2.621534199329210502e+00, 1.380013837679630040e-01, 1.746831808420850618e-01
1.987000000000000000e+03, 9.182462251951364340e-01, 1.618587831831841961e-01, 2.943774778923126112e-01, 1.198818107286385715e+00, 4.521403631594246575e-02, 5.582990202159784365e-01, 2.636856094158909425e+00, 1.397219442516683674e-01, 1.713811089389180031e-01
1.988000000000000000e+03, 9.145094097988986093e-01, 1.635499321242949444e-01, 2.947125497099993274e-01, 1.206714567071886179e+00, 4.360794606069073182e-02, 5.699306136933197653e-01, 2.648512260500816229e+00, 1.413419912103901777e-01, 1.682146027762518314e-01
1.989000000000000000e+03, 9.114485183393084000e-01, 1.655028852823975383e-01, 2.948229154525052187e-01, 1.228920095600730011e+00, 4.203663508098713641e-02, 5.862965928341433708e-01, 2.662954741084198496e+00, 1.429291400191326500e-01, 1.651611561085227498e-01
1.990000000000000000e+03, 9.082287804549576959e-01, 1.698550644615136884e-01, 2.947690558272237915e-01, 1.244953846494812222e+00, 4.058207404498465065e-02, 5.924351429100419564e-01, 2.695686346193264082e+00, 1.459217295836759687e-01, 1.623212901690154752e-01
1.991000000000000000e+03, 9.186279460726182178e-01, 1.760230126535204109e-01, 2.984479879433389327e-01, 1.249367404675606252e+00, 4.346508731150185156e-02, 6.059163424126422504e-01, 2.712920670713012239e+00, 1.533003282080270535e-01, 1.608844223539604157e-01
1.992000000000000000e+03, 9.256680346972782081e-01, 1.814440279833823833e-01, 3.028328961199642788e-01, 1.252784020259314346e+00, 4.576354697235047314e-02, 6.254404251678005178e-01, 2.722003374630589612e+00, 1.629723520099825018e-01, 1.597119389146096358e-01
1.993000000000000000e+03, 9.327333596637128466e-01, 1.863930858297072335e-01, 3.065323541892377435e-01, 1.250563723305262442e+00, 4.780030634567471876e-02, 6.411844860230202503e-01, 2.734945723582343557e+00, 1.729778121356985998e-01, 1.586237591584069295e-01
1.994000000000000000e+03, 9.396782055115999732e-01, 1.914297460004364682e-01, 3.107502883766790625e-01, 1.252774590900973539e+00, 4.887723667846234632e-02, 6.536437722777989068e-01, 2.751338979800540763e+00, 1.838868175920136405e-01, 1.577473922985193344e-01
1.995000000000000000e+03, 9.457511779150492570e-01, 1.965454957630453081e-01, 3.146788339193911654e-01, 1.274650406713702555e+00, 4.961431176475693955e-02, 6.648537435969074094e-01, 2.764627788550292564e+00, 1.955383776794484274e-01, 1.569488938022342295e-01
1.996000000000000000e+03, 9.516045522995243422e-01, 2.013433325556089337e-01, 3.177996018092507091e-01, 1.293777264836634355e+00, 4.971855072968575651e-02, 6.818550675474677192e-01, 2.776119963738697738e+00, 2.083081775563068172e-01, 1.563148067549765818e-01
1.997000000000000000e+03, 9.575097836906447668e-01, 2.057086148518450230e-01, 3.207264719625457783e-01, 1.288710626719370866e+00, 4.948524505628862369e-02, 6.925511672315104450e-01, 2.785254616656318127e+00, 2.208025090746667529e-01, 1.558516691928384934e-01
1.998000000000000000e+03, 9.632758490795251261e-01, 2.094718591549837305e-01, 3.227613248305318816e-01, 1.286452737978073246e+00, 4.903677268279595797e-02, 7.092311421006236571e-01, 2.789302251068200622e+00, 2.337580700926540078e-01, 1.554529879086709587e-01
1.999000000000000000e+03, 9.690227943680085332e-01, 2.125522292631717158e-01, 3.250541570882278797e-01, 1.283156951458617412e+00, 4.855969845775847532e-02, 7.187485885551982978e-01, 2.794680977844784309e+00, 2.471410259639671148e-01, 1.551915018189217177e-01
2.000000000000000000e+03, 9.737081534639646652e-01, 2.130311272500976794e-01, 3.266741488436828988e-01, 1.286582749902662082e+00, 4.809140850885362112e-02, 7.210748799396271558e-01, 2.815282013189152277e+00, 2.529893627104003451e-01, 1.549473823073105327e-01
2.001000000000000000e+03, 9.993183741338048653e-01, 2.116173099633533172e-01, 3.296295721996106987e-01, 1.304129218645457833e+00, 5.290126941948729289e-02, 7.244310854668916111e-01, 2.852460197753007076e+00, 2.496413298194586350e-01, 1.533908191303740842e-01
2.002000000000000000e+03, 1.011165553687442653e+00, 2.104995254227911838e-01, 3.313804866618729750e-01, 1.324566813564656442e+00, 5.655835441744768571e-02, 7.372436105421151797e-01, 2.951525261248450605e+00, 2.401887646952659550e-01, 1.500732975707036732e-01
2.003000000000000000e+03, 1.022766312444709502e+00, 2.098958031869386509e-01, 3.369207220069628250e-01, 1.327939822754872434e+00, 5.941244552304194432e-02, 7.356662989078615045e-01, 2.982485788648642444e+00, 2.343350714356200737e-01, 1.474678595423210281e-01
2.004000000000000000e+03, 1.063889808821981475e+00, 2.108975335921042527e-01, 3.365642999569676830e-01, 1.318805003579615720e+00, 6.461316655218489469e-02, 7.486742358722103807e-01, 2.999414804753163910e+00, 2.357443920170337881e-01, 1.454164300176167823e-01
2.005000000000000000e+03, 1.078574731866787983e+00, 2.131550611032035081e-01, 3.299165531357281522e-01, 1.325131445045326872e+00, 6.335858897255855493e-02, 7.595317321207928352e-01, 3.007568028471129029e+00, 2.428792026172101048e-01, 1.426067957835638333e-01
2.006000000000000000e+03, 1.088090935412561411e+00, 2.150656377529694963e-01, 3.302478387494027778e-01, 1.350257050376749479e+00, 6.296615706961357362e-02, 7.581113246600096334e-01, 2.986856430986118749e+00, 2.389256554411882671e-01, 1.403898498529820016e-01
2.007000000000000000e+03, 1.097351343031020665e+00, 2.166462149287105288e-01, 3.191884360669295928e-01, 1.362177028428124714e+00, 6.120329856413310454e-02, 7.558825752001261389e-01, 3.000252941212138147e+00, 2.377131526173014986e-01, 1.369530760546490145e-01
2.008000000000000000e+03, 1.090645677475557296e+00, 2.185210634841470989e-01, 3.134626605720192694e-01, 1.377025722258285345e+00, 6.077682101806567566e-02, 7.610612934169290744e-01, 3.075721028606918761e+00, 2.434650881048014137e-01, 1.335305920632874899e-01
2.009000000000000000e+03, 1.097121258696965640e+00, 2.284376875519208427e-01, 3.162081098755549213e-01, 1.411522243590878967e+00, 6.276780147615396155e-02, 7.539013442184470115e-01, 3.216900967358561125e+00, 2.463001425364509667e-01, 1.300076410654949499e-01
2.010000000000000000e+03, 1.210239731317935830e+00, 2.395385823571589690e-01, 3.453567579460388171e-01, 1.448737097735189439e+00, 8.137006248975146849e-02, 7.863884030187164864e-01, 3.315870267067348554e+00, 2.525689494942138236e-01, 1.289473262862140257e-01
2.011000000000000000e+03, 1.236789871424294418e+00, 2.395228267758767737e-01, 3.504680476371844211e-01, 1.466380316092563918e+00, 8.216056210154717987e-02, 7.949333598497824172e-01, 3.383601384524522082e+00, 2.481852963768730602e-01, 1.273493281856580284e-01
2.012000000000000000e+03, 1.222699825796594419e+00, 2.412567895951971408e-01, 3.613224540686731934e-01, 1.495349401020397151e+00, 8.041631609421838467e-02, 7.843400418315585876e-01, 3.428792488036044084e+00, 2.626324975398533490e-01, 1.278374780788670284e-01
2.013000000000000000e+03, 1.282077504080888719e+00, 2.472800334812063905e-01, 3.736277365042764975e-01, 1.521633456973191079e+00, 8.424492722386484056e-02, 8.072547805167445967e-01, 3.511699623770915490e+00, 2.983823801483118654e-01, 1.266148552662013371e-01
2.014000000000000000e+03, 1.325031515454915709e+00, 2.496207813139319220e-01, 3.915072497096903636e-01, 1.530143061605368393e+00, 8.787794080183548850e-02, 8.223959933555515800e-01, 3.549222523499304227e+00, 3.201568404178366523e-01, 1.279148490355022927e-01
